removal_date,installed,locked,temporary,place_id,install_date,terminal_name,common_name
,true,false,false,BikePoints_381,1296203760000,002669,"Charlotte Street, Fitzrovia"
,true,false,false,BikePoints_382,1297159320000,002678,"Farm Street, Mayfair"
,true,false,false,BikePoints_383,1296649200000,002660,"Frith Street, Soho"
,true,false,false,BikePoints_384,1296731880000,003505,"Marloes Road, Kensington"
,true,false,false,BikePoints_386,1296732540000,003504,"Moor Street, Soho"
,true,false,false,BikePoints_387,1297077540000,002703,"Fire Brigade Pier, Vauxhall"
,true,false,false,BikePoints_388,1297182180000,001228,"Southampton Street, Strand"
,true,false,false,BikePoints_389,1297347960000,010621,"Upper Grosvenor Street, Mayfair"
,true,false,false,BikePoints_390,1297764360000,001223,"Buxton Street 1, Shoreditch"
1539846000000,true,false,false,BikePoints_391,1297956480000,002688,"Clifford Street, Mayfair"
,true,false,false,BikePoints_392,1297958700000,001220,"Imperial College, Knightsbridge"
,true,false,false,BikePoints_393,1298545440000,002699,"Snow Hill, Farringdon"
