terminal_name,locked,installed,install_date,temporary,place_id,common_name,removal_date
003441,false,true,1279103520000,false,BikePoints_103,"Vicarage Gate, Kensington",
000991,false,true,1279103760000,false,BikePoints_104,"Crosswall, Tower",
001041,false,true,1279105320000,false,BikePoints_105,"Westbourne Grove, Bayswater",
001042,false,true,1279106880000,false,BikePoints_106,"Woodstock Street, Mayfair",
001049,false,true,1279107480000,false,BikePoints_107,"Finsbury Leisure Centre, St. Luke's",
003429,false,true,1279107720000,false,BikePoints_108,"Abbey Orchard Street, Westminster",
001052,false,true,1279108320000,false,BikePoints_109,"Soho Square , Soho",
001055,false,true,1279108920000,false,BikePoints_110,"Wellington Road, St. John's Wood",
001037,false,true,1279109160000,false,BikePoints_111,"Park Lane , Hyde Park",
003435,false,true,1279116600000,false,BikePoints_113,"Gloucester Road (Central), South Kensington",
001050,false,true,1279119900000,false,BikePoints_114,"Park Road (Baker Street), The Regent's Park",
001062,false,true,1279120680000,false,BikePoints_115,"Braham Street, Aldgate",
000995,false,true,1279122360000,false,BikePoints_116,"Little Argyll Street, West End",
000998,false,true,1279124220000,false,BikePoints_117,"Lollard Street, Vauxhall",
003457,false,true,1279124520000,false,BikePoints_118,"Rochester Row, Westminster",
000964,false,true,1279124760000,false,BikePoints_119,"Bath Street, St. Luke's",
001044,false,true,1279187040000,false,BikePoints_120,"The Guildhall, Guildhall",
001086,false,true,1279189200000,false,BikePoints_121,"Baker Street, Marylebone",
001068,false,true,1279190040000,false,BikePoints_122,"Norton Folgate, Liverpool Street",
000992,false,true,1279191300000,false,BikePoints_123,"St. John Street, Finsbury",
001069,false,true,1279191540000,false,BikePoints_124,"Eaton Square, Belgravia",
000996,false,true,1279192200000,false,BikePoints_125,"Borough High Street, The Borough",
001043,false,true,1279193340000,false,BikePoints_126,"Museum of London, Barbican",
001063,false,true,1279193520000,false,BikePoints_127,"Wood Street, Guildhall",
001116,false,true,1279194060000,false,BikePoints_128,"Emperor's Gate, South Kensington",
003451,false,true,1279198500000,false,BikePoints_129,"Golden Square, Soho",
001071,false,true,1279198800000,false,BikePoints_130,"Tower Gardens , Tower",
001005,false,true,1279199280000,false,BikePoints_131,"Eversholt Street , Camden Town",
000973,false,true,1279199520000,false,BikePoints_132,"Bethnal Green Road, Shoreditch",
003436,false,true,1279200240000,false,BikePoints_133,"Derry Street, Kensington",
001039,false,true,1279200900000,false,BikePoints_134,"Wapping High Street, Wapping",
001053,false,true,1279201080000,false,BikePoints_135,"Clerkenwell Green, Clerkenwell",
001048,false,true,1279201200000,false,BikePoints_136,"Queen Victoria Street, St. Paul's",
003464,false,true,1279205220000,false,BikePoints_138,"Green Street, Mayfair",
001078,false,true,1279205460000,false,BikePoints_139,"Lambeth Road, Vauxhall",
001056,false,true,1279205580000,false,BikePoints_140,"Finsbury Square , Moorgate",
001003,false,true,1279210980000,false,BikePoints_141,"Chapel Place, Marylebone",
001001,false,true,1279211220000,false,BikePoints_142,"West Cromwell Road, Earl's Court",
001114,false,true,1279211400000,false,BikePoints_143,"Pont Street, Knightsbridge",
001093,false,true,1279211580000,false,BikePoints_144,"Kennington Cross, Kennington",
001115,false,true,1279212180000,false,BikePoints_145,"Ilchester Place, Kensington",
001046,false,true,1279212360000,false,BikePoints_146,"Vauxhall Bridge , Pimlico",
000965,false,true,,false,BikePoints_148,"Tachbrook Street, Victoria",
001073,false,true,1279215360000,false,BikePoints_149,"Kennington Road Post Office, Oval",
001002,false,true,1279215540000,false,BikePoints_150,"Holy Trinity Brompton, Knightsbridge",
001120,false,true,1279215720000,false,BikePoints_151,"Chepstow Villas, Notting Hill",
001118,false,true,1279215900000,false,BikePoints_152,"Hampton Street, Walworth",
001096,false,true,1279216080000,false,BikePoints_153,"Bayswater Road, Hyde Park",
001072,false,true,,false,BikePoints_154,"Waterloo Station 3, Waterloo",
001121,false,true,1279272660000,false,BikePoints_155,"Lexham Gardens, Kensington",
000966,false,true,1279273080000,false,BikePoints_156,"New Kent Road, The Borough",
001094,false,true,1279273200000,false,BikePoints_157,"Wright's Lane, Kensington",
001113,false,true,1279273320000,false,BikePoints_158,"Trebovir Road, Earl's Court",
003458,false,true,1279274280000,false,BikePoints_160,"Waterloo Place, St. James's",
003478,false,true,1279286940000,false,BikePoints_161,"Guildhouse Street, Victoria",
001123,false,true,1279287120000,false,BikePoints_162,"Southampton Place, Holborn",
003461,false,true,1279287300000,false,BikePoints_163,"Sloane Avenue, Knightsbridge",
