terminal_name,locked,temporary,install_date,removal_date,place_id,common_name,installed
022178,false,false,1326381060000,,BikePoints_469,"Lindfield Street, Poplar",true
200174,false,false,1326790620000,,BikePoints_470,"Mostyn Grove, Bow",true
200006,false,false,1326790860000,,BikePoints_471,"Hewison Street, Old Ford",true
200019,false,false,1326791160000,,BikePoints_472,"Malmesbury Road, Bow",true
022167,false,false,1326816540000,,BikePoints_473,"Millharbour, Millwall",true
200155,false,false,1326822960000,,BikePoints_474,"Gascoyne Road, Victoria Park",true
200004,false,false,1326825480000,,BikePoints_475,"Lightermans Road, Millwall",true
200009,false,false,1326962100000,,BikePoints_476,"Stebondale Street, Cubitt Town",true
200018,false,false,1326963780000,,BikePoints_477,"Spindrift Avenue, Millwall",true
200012,false,false,1326965580000,,BikePoints_478,"Stepney Green Station, Stepney",true
200156,false,false,1326966240000,,BikePoints_479,"Pott Street, Bethnal Green",true
200115,false,false,1326975420000,,BikePoints_480,"Flamborough Street, Limehouse",true
200022,false,false,1326996480000,,BikePoints_481,"Saunders Ness Road, Cubitt Town",true
200052,false,false,1326996720000,,BikePoints_482,"Exhibition Road Museums 2, South Kensington",true
022166,false,false,1327088280000,,BikePoints_483,"Albert Gardens, Stepney",true
022172,false,false,1327339740000,,BikePoints_484,"Bromley High Street, Bow",true
022173,false,false,1327255440000,,BikePoints_485,"Old Ford Road, Bethnal Green",true
022174,false,false,1327338660000,,BikePoints_486,"Granby Street, Shoreditch",true
022175,false,false,1327936860000,,BikePoints_487,"Canton Street, Poplar",true
022176,false,false,1327254960000,,BikePoints_488,"Reardon Street, Wapping",true
200249,false,false,1327256220000,,BikePoints_491,"Queen Mary's, Mile End",true
200230,false,false,1327256520000,,BikePoints_492,"Maplin Street, Mile End",true
200233,false,false,1327433220000,,BikePoints_494,"South Quay East, Canary Wharf",true
200252,false,false,1327340460000,,BikePoints_495,"Bow Church Station, Bow",true
200255,false,false,1327400820000,,BikePoints_496,"Devons Road, Bow",true
200242,false,false,1327398420000,,BikePoints_497,"Merchant Street, Bow",true
200251,false,false,1327398660000,,BikePoints_498,"Bow Road Station, Bow",true
200011,false,false,1327407960000,,BikePoints_499,"Furze Green, Bow",true
200148,false,false,1327430040000,,BikePoints_500,"Ansell House, Stepney",true
200073,false,false,1327430220000,,BikePoints_501,"Cephas Street, Bethnal Green",true
200241,false,false,1563957840000,,BikePoints_502,"Bonner Gate, Victoria Park",true
200250,false,false,1327492920000,,BikePoints_503,"Cleveland Way, Stepney",true
200243,false,false,1327937820000,,BikePoints_504,"St. John's Park, Cubitt Town",true
200038,false,false,1327937460000,,BikePoints_505,"Ackroyd Drive, Bow",true
200036,false,false,1327938660000,,BikePoints_506,"Bell Lane, Liverpool Street",true
200131,false,false,1327938420000,,BikePoints_507,"Clarkson Street, Bethnal Green",true
200157,false,false,1327938180000,,BikePoints_508,"Fournier Street, Whitechapel",true
200253,false,false,1327938120000,,BikePoints_509,"Fore Street, Guildhall",true
200238,false,false,,,BikePoints_510,"Westferry DLR, Limehouse",true
200256,false,false,1327937940000,,BikePoints_511,"Sutton Street, Shadwell",true
200083,false,false,1328112600000,,BikePoints_512,"Pritchard's Road, Bethnal Green",true
200162,false,false,,,BikePoints_513,"Watney Market, Stepney",true
200008,false,false,1328201520000,,BikePoints_514,"Portman Square, Marylebone",true
200080,false,false,,,BikePoints_515,"Russell Gardens, Olympia",true
200089,false,false,1328202420000,,BikePoints_516,"Chrisp Street Market, Poplar",true
200027,false,false,1326790860000,,BikePoints_517,"Ford Road, Old Ford",true
200041,false,false,,,BikePoints_518,"Antill Road, Mile End",true
200254,false,false,,,BikePoints_519,"Teviot Street, Poplar",true
200234,false,false,,,BikePoints_520,"Bancroft Road, Bethnal Green",true
300032,false,false,1446485340000,,BikePoints_781,"Victoria & Albert Museum, South Kensington",true
300210,false,false,1446485820000,,BikePoints_782,"Halford Road, West Kensington",true
300213,false,false,1448529660000,,BikePoints_783,"Monier Road, Hackney Wick",true
300200,false,false,1452789240000,,BikePoints_784,"East Village, Queen Elizabeth Olympic Park",true
300233,false,false,1451908440000,,BikePoints_785,"Aquatic Centre, Queen Elizabeth Olympic Park",true
300029,false,false,1451918160000,,BikePoints_786,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",true
300227,false,false,1451900700000,,BikePoints_787,"Timber Lodge, Queen Elizabeth Olympic Park",true
300226,false,false,1451906880000,,BikePoints_788,"Copper Box Arena, Queen Elizabeth Olympic Park",true
300021,false,false,1452507000000,,BikePoints_789,"Podium, Queen Elizabeth Olympic Park",true
300234,false,false,1452687420000,,BikePoints_790,"Stratford Station, Stratford",true
300214,false,false,1454926380000,,BikePoints_792,"Blackfriars Road, Southwark",true
300205,false,false,1459424760000,,BikePoints_793,"Cromer Street, Bloomsbury",true
300204,false,false,1456404240000,,BikePoints_794,"Victoria Rise, Clapham Common",true
300203,false,false,1456744740000,,BikePoints_795,"Euston Square Gardens, Euston",true
300201,false,false,1456746420000,,BikePoints_796,"Coram Street, Bloomsbury",true
300211,false,false,1456839540000,,BikePoints_797,"Ossulston Street, Somers Town",true
300212,false,false,1464787980000,,BikePoints_798,"Birkenhead Street, King's Cross",true
300202,false,false,1464876480000,,BikePoints_799,"Kings Gate House, Westminster",true
300248,false,false,1457107140000,,BikePoints_800,"Sopwith Way, Battersea Park",true
300208,false,false,1458824640000,,BikePoints_801,"Lavington Street, Bankside",true
300209,false,false,1464865500000,,BikePoints_802,"Albert Square, Stockwell",true
300238,false,false,1464787860000,,BikePoints_803,"Southwark Street, Bankside",true
300243,false,false,1459410960000,,BikePoints_804,"Good's Way, King's Cross",true
300244,false,false,1467626400000,,BikePoints_805,"The Metropolitan, Portobello",true
300241,false,false,1472723460000,,BikePoints_806,"Handyside Street, King's Cross",true
300236,false,false,1466715600000,,BikePoints_807,"Bevington Road West, North Kensington",true
300207,false,false,1461753540000,,BikePoints_808,"Gauden Road, Clapham",true
300240,false,false,1467640800000,,BikePoints_809,"Lincoln's Inn Fields, Holborn",true
300237,false,false,1464943200000,,BikePoints_810,"Tate Modern, Bankside",true
300228,false,false,1469538960000,,BikePoints_811,"Westferry Circus, Canary Wharf",true
300217,false,false,1469005200000,,BikePoints_812,"Here East North, Queen Elizabeth Olympic Park",true
300224,false,false,1467627120000,,BikePoints_813,"New Spring Gardens Walk, Vauxhall",true
300245,false,false,1464870060000,,BikePoints_814,"Clapham Road, Lingham Street, Stockwell",true
300231,false,false,1462357680000,,BikePoints_815,"Lambeth Palace Road, Waterloo",true
300219,false,false,1489065360000,,BikePoints_816,"Here East South, Queen Elizabeth Olympic Park",true
300232,false,false,1464949140000,,BikePoints_817,"Riverlight South, Nine Elms",true
300249,false,false,1563958740000,,BikePoints_818,"Westminster Pier, Westminster",true
300246,false,false,1476360120000,,BikePoints_819,"Belvedere Road 2, South Bank",true
300239,false,false,1481807940000,,BikePoints_820,"Victory Place, Walworth",true
300221,false,false,1487335920000,,BikePoints_821,"Battersea Power Station, Battersea Park",true
300242,false,false,1500554880000,,BikePoints_826,"Allington Street, Victoria",true
300247,false,false,1517788800000,,BikePoints_827,"Cranmer Road, Stockwell",true
300225,false,false,1517788800000,,BikePoints_828,"Normandy Road, Stockwell",true
300230,false,false,1517443200000,,BikePoints_829,"Wynne Road, Stockwell",true
300229,false,false,1517961600000,,BikePoints_830,"Sidney Road, Stockwell",true
300215,false,false,1517961600000,,BikePoints_831,"St John's Crescent, Brixton",true
200240,false,false,1517961600000,,BikePoints_832,"Ferndale Road, Brixton",true
300206,false,false,1517875200000,,BikePoints_833,"Saltoun Road, Brixton",true
300216,false,false,1529449200000,,BikePoints_834,"Gas Holders, Battersea Park",true
300220,false,false,,,BikePoints_835,"Farringdon Street, Holborn",true
300235,false,false,,,BikePoints_836,"York Way, Kings Cross",true
300222,false,false,1539254700000,,BikePoints_838,"Fore Street Avenue, Guildhall",true
200144,false,false,1544611140000,,BikePoints_839,"Sea Containers, South Bank",true
002679,false,false,1599752640000,,BikePoints_840,"George Row, Bermondsey",true
002667,false,false,,,BikePoints_841,"Tower Wharf, Bermondsey",true
300250,false,false,1600856400000,,BikePoints_842,"Temple Gardens, Temple",true
300252,false,false,1608298140000,,BikePoints_844,"Canada Water Station, Rotherhithe",true
300253,false,false,1608303660000,,BikePoints_845,"Bermondsey Station, Bermondsey",true
003477,false,false,1279289760000,,BikePoints_169,"Porchester Place, Paddington",true
001057,false,false,1279290180000,,BikePoints_170,"Hardwick Street, Clerkenwell",true
003459,false,false,1279291200000,,BikePoints_171,"Collingham Gardens, Earl's Court",true
001124,false,false,1279291500000,,BikePoints_172,"Sumner Place, South Kensington",true
001176,false,false,1279292700000,,BikePoints_173,"Waterloo Road, South Bank",true
001100,false,false,1279295940000,,BikePoints_174,"Strand, Strand",true
000997,false,false,1529674980000,,BikePoints_175,"Worship Street, Shoreditch",true
001173,false,false,1279297560000,,BikePoints_176,"Gloucester Terrace, Bayswater",true
001122,false,false,1279297740000,,BikePoints_177,"Ashley Place, Victoria",true
003460,false,false,1279297920000,,BikePoints_178,"Warwick Square, Pimlico",true
001126,false,false,1279298220000,,BikePoints_180,"North Audley Street, Mayfair",true
003473,false,false,1279298460000,,BikePoints_181,"Belgrave Square, Belgravia",true
001166,false,false,1279363140000,,BikePoints_182,"Bell Street , Marylebone",true
001165,false,false,1279364160000,,BikePoints_183,"Riverlight North, Nine Elms",true
001164,false,false,1279364280000,,BikePoints_184,"Portland Place, Marylebone",true
001174,false,false,1279365360000,,BikePoints_185,"Alderney Street, Pimlico",true
001167,false,false,1279365480000,,BikePoints_186,"South Wharf Road, Paddington",true
001172,false,false,1279365720000,,BikePoints_187,"Queen's Gate (South), South Kensington",true
001112,false,false,1279376760000,,BikePoints_188,"Nutford Place, Marylebone",true
001104,false,false,1279377180000,,BikePoints_189,"Claremont Square, Angel",true
001106,false,false,1279381080000,,BikePoints_190,"Rampayne Street, Pimlico",true
001075,false,false,1279383120000,,BikePoints_191,"Hyde Park Corner, Hyde Park",true
001163,false,false,1279383300000,,BikePoints_192,"Wardour Street, Soho",true
000963,false,false,1279392479356,,BikePoints_193,"Bankside Mix, Bankside",true
000960,false,false,1279392479395,,BikePoints_194,"Hop Exchange, The Borough",true
000959,false,false,1279392479432,,BikePoints_195,"Milroy Walk, South Bank",true
000961,false,false,1279392479471,,BikePoints_196,"Union Street, The Borough",true
000962,false,false,1279392479520,,BikePoints_197,"Stamford Street, South Bank",true
001080,false,false,1279441800000,,BikePoints_199,"Great Tower Street, Monument",true
001105,false,false,1279441920000,,BikePoints_200,"LMU Commercial Road, Whitechapel",true
001162,false,false,1279444080000,,BikePoints_201,"Dorset Square, Marylebone",true
001102,false,false,1279444320000,,BikePoints_202,"Leman Street, Aldgate",true
001040,false,false,1279445580000,,BikePoints_203,"West Smithfield Rotunda, Farringdon",true
003468,false,false,1279466640000,,BikePoints_204,"Margery Street, Clerkenwell",true
001171,false,false,1279471380000,,BikePoints_206,"New Road 1 , Whitechapel",true
001169,false,false,1279558140000,,BikePoints_207,"Grosvenor Crescent, Belgravia",true
001175,false,false,1279472580000,,BikePoints_208,"Mallory Street, Marylebone",true
003454,false,false,1279529160000,,BikePoints_209,"Denyer Street, Knightsbridge",true
003476,false,false,1279535160000,,BikePoints_210,"Hinde Street, Marylebone",true
003469,false,false,1279535820000,,BikePoints_211,"Cadogan Place, Knightsbridge",true
003487,false,false,1279536840000,,BikePoints_212,"Campden Hill Road, Notting Hill",true
001109,false,false,1279537020000,,BikePoints_213,"Wellington Arch, Hyde Park",true
001079,false,false,1279537200000,,BikePoints_214,"Endsleigh Gardens, Euston",true
001092,false,false,1279537380000,,BikePoints_215,"Moorfields, Moorgate",true
003479,false,false,1279537920000,,BikePoints_216,"Old Brompton Road, South Kensington",true
002587,false,false,1279538040000,,BikePoints_217,"Wormwood Street, Liverpool Street",true
003486,false,false,1279543740000,,BikePoints_218,"St. Luke's Church, Chelsea",true
001183,false,false,1279545900000,,BikePoints_219,"Bramham Gardens, Earl's Court",true
001179,false,false,1279546320000,,BikePoints_220,"Chelsea Green, Chelsea",true
001170,false,false,1279552200000,,BikePoints_221,"Horseferry Road, Westminster",true
001101,false,false,1279614120000,,BikePoints_222,"Knightsbridge, Hyde Park",true
003481,false,false,1279614420000,,BikePoints_223,"Rodney Road , Walworth",true
001150,false,false,1279615020000,,BikePoints_224,"Queensway, Kensington Gardens",true
001182,false,false,1279616280000,,BikePoints_225,"Notting Hill Gate Station, Notting Hill",true
003488,false,false,1279616520000,,BikePoints_226,"Charles II Street, West End",true
003470,false,false,1279616700000,,BikePoints_227,"Great Percy Street, Clerkenwell",true
001067,false,false,1279616880000,,BikePoints_228,"St. James's Square, St. James's",true
001151,false,false,1279617780000,,BikePoints_229,"Whitehall Place, Strand",true
001144,false,false,1279618020000,,BikePoints_230,"Poured Lines, Bankside",true
001089,false,false,1279622820000,,BikePoints_231,"Queen's Gate (Central), South Kensington",true
001139,false,false,1279623240000,,BikePoints_232,"Carey Street, Holborn",true
001153,false,false,1279624260000,,BikePoints_233,"Pall Mall East, West End",true
001081,false,false,1279624680000,,BikePoints_234,"Liverpool Road (N1 Centre), Angel",true
001154,false,false,1279625640000,,BikePoints_235,"Kennington Road  , Vauxhall",true
003483,false,false,1279625940000,,BikePoints_236,"Fashion Street, Whitechapel",true
003467,false,false,1279799040000,,BikePoints_237,"Dock Street, Wapping",true
001099,false,false,1279627920000,,BikePoints_238,"Frampton Street, Paddington",true
001090,false,false,1279628160000,,BikePoints_239,"Warren Street Station, Euston",true
003472,false,false,1279628280000,,BikePoints_240,"Colombo Street, Southwark",true
003482,false,false,1279628640000,,BikePoints_242,"Beaumont Street, Marylebone",true
001103,false,false,1279628940000,,BikePoints_243,"Gloucester Street, Pimlico",true
001145,false,false,1279629240000,,BikePoints_244,"Earnshaw Street , Covent Garden",true
001140,false,false,1279629660000,,BikePoints_245,"Grosvenor Road, Pimlico",true
001159,false,false,1279639740000,,BikePoints_246,"Berry Street, Clerkenwell",true
001091,false,false,1279639920000,,BikePoints_247,"St. John's Wood Church, The Regent's Park",true
001088,false,false,1279640160000,,BikePoints_248,"Triangle Car Park, Hyde Park",true
001137,false,false,1279640400000,,BikePoints_249,"Harper Road, The Borough",true
003440,false,false,1279641000000,,BikePoints_250,"Royal Avenue 1, Chelsea",true
001161,false,false,1279700160000,,BikePoints_251,"Brushfield Street, Liverpool Street",true
001111,false,false,1279700640000,,BikePoints_252,"Jubilee Gardens, South Bank",true
200030,false,false,,,BikePoints_521,"Driffield Road, Old Ford",true
200161,false,false,,,BikePoints_522,"Clinton Road, Mile End",true
200160,false,false,,,BikePoints_523,"Langdon Park, Poplar",true
200017,false,false,1328515080000,,BikePoints_524,"Lancaster Gate , Bayswater",true
200153,false,false,1643301180000,,BikePoints_525,"Blythe Road, Olympia",true
200143,false,false,,,BikePoints_526,"Lancaster Drive, Blackwall",true
200154,false,false,1328777280000,,BikePoints_527,"Hansard Mews, Holland Park",true
200088,false,false,1328777880000,,BikePoints_528,"Clarges Street, Mayfair",true
200010,false,false,,,BikePoints_529,"Manresa Road, Chelsea",true
200146,false,false,,,BikePoints_530,"Newby Place, Poplar",true
200167,false,false,1328778840000,,BikePoints_531,"Twig Folly Bridge, Mile End",true
200163,false,false,1328886360000,,BikePoints_532,"Jubilee Plaza, Canary Wharf",true
200165,false,false,,,BikePoints_533,"Wellington Row, Bethnal Green",true
200159,false,false,,,BikePoints_534,"Goldsmith's Row, Haggerston",true
200145,false,false,,,BikePoints_535,"Gloucester Avenue, Camden Town",true
200024,false,false,,,BikePoints_536,"Queensbridge Road, Haggerston",true
200239,false,false,1330352880000,,BikePoints_537,"Old Montague Street, Whitechapel",true
200050,false,false,,,BikePoints_538,"Naval Row, Blackwall",true
200151,false,false,,,BikePoints_539,"Hoxton Station, Hoxton",true
200134,false,false,,,BikePoints_540,"Albany Street, The Regent's Park",true
200096,false,false,,,BikePoints_541,"Green Park Station, Mayfair",true
200147,false,false,,,BikePoints_542,"Salmon Lane, Limehouse",true
200065,false,false,,,BikePoints_543,"Lansdowne Walk, Ladbroke Grove",true
200051,false,false,,,BikePoints_544,"Percival Street, Finsbury",true
200070,false,false,,,BikePoints_545,"Arlington Road, Camden Town",true
200044,false,false,,,BikePoints_546,"New Fetter Lane, Holborn",true
200127,false,false,,,BikePoints_547,"East India DLR, Blackwall",true
200076,false,false,,,BikePoints_548,"Westminster Bridge Road, Elephant & Castle",true
200132,false,false,,,BikePoints_549,"Gaywood  Street, Elephant & Castle",true
200102,false,false,,,BikePoints_550,"Harford Street, Mile End",true
200066,false,false,1330071720000,,BikePoints_551,"Import Dock, Canary Wharf",true
200149,false,false,,,BikePoints_552,"Watney Street, Shadwell",true
200064,false,false,,,BikePoints_553,"Regent's Row , Haggerston",true
200078,false,false,,,BikePoints_554,"Aberfeldy Street, Poplar",true
200138,false,false,,,BikePoints_556,"Heron Quays DLR, Canary Wharf",true
200203,false,false,,,BikePoints_557,"King Edward Street, St Pauls",true
200048,false,false,1399635120000,,BikePoints_558,"Page Street, Westminster",true
200111,false,false,,,BikePoints_559,"Abbotsbury Road, Holland Park",true
200015,false,false,,,BikePoints_560,"Ladbroke Grove Central, Ladbroke Grove",true
200037,false,false,1330503540000,,BikePoints_561,"Rectory Square, Stepney",true
200074,false,false,1330503420000,,BikePoints_562,"Bury Place, Holborn",true
200232,false,false,,,BikePoints_563,"Preston's Road, Cubitt Town",true
200068,false,false,,,BikePoints_564,"Somerset House, Strand",true
200135,false,false,,,BikePoints_565,"Selby Street, Whitechapel",true
200141,false,false,1330937940000,,BikePoints_566,"Westfield Ariel Way, White City",true
200110,false,false,,,BikePoints_568,"Bishop's Bridge Road West, Bayswater",true
200248,false,false,,,BikePoints_569,"Pitfield Street Central, Hoxton",true
200099,false,false,1330773180000,,BikePoints_570,"Upper Bank Street, Canary Wharf",true
200061,false,false,1330620180000,,BikePoints_571,"Westfield Southern Terrace ,Shepherd's Bush",true
200026,false,false,,,BikePoints_572,"Greenland Road, Camden Town",true
200001,false,false,1331796060000,,BikePoints_573,"Limerston Street, West Chelsea",true
200246,false,false,1333618560000,,BikePoints_574,"Eagle Wharf Road, Hoxton",true
200109,false,false,,,BikePoints_576,"Alpha Grove, Millwall",true
200247,false,false,,,BikePoints_577,"Globe Town Market, Bethnal Green",true
200244,false,false,1330444680000,,BikePoints_578,"Hollybush Gardens, Bethnal Green",true
200128,false,false,,,BikePoints_579,"Queen Street 2, Bank",true
200084,false,false,1392208500000,,BikePoints_580,"Doddington Grove, Kennington",true
200005,false,false,1331883540000,,BikePoints_581,"New Cavendish Street, Marylebone",true
200231,false,false,,,BikePoints_583,"Abingdon Green, Westminster",true
200086,false,false,,,BikePoints_584,"Ilchester Gardens, Bayswater",true
200092,false,false,1331797200000,,BikePoints_586,"Mudchute DLR, Cubitt Town",true
200101,false,false,1332406320000,,BikePoints_587,"Monument Street, Monument",true
200071,false,false,1330937820000,,BikePoints_588,"Hoxton Street, Hoxton",true
200060,false,false,,,BikePoints_589,"Drayton Gardens, West Chelsea",true
200236,false,false,,,BikePoints_590,"Greenberry Street, St.John's Wood",true
200108,false,false,,,BikePoints_592,"Bishop's Bridge Road East, Bayswater",true
200058,false,false,,,BikePoints_593,"Northdown Street, King's Cross",true
200226,false,false,1331710680000,,BikePoints_594,"Kingsway Southbound, Strand",true
200142,false,false,,,BikePoints_595,"Hammersmith Road, Hammersmith",true
200237,false,false,,,BikePoints_596,"Parson's Green , Parson's Green",true
200229,false,false,,,BikePoints_597,"Fulham Park Road, Fulham",true
200166,false,false,1501544700000,,BikePoints_598,"Southerton Road, Hammersmith",true
200235,false,false,,,BikePoints_599,"Manbre Road, Hammersmith",true
200133,false,false,,,BikePoints_600,"South Lambeth Road, Vauxhall",true
200136,false,false,,,BikePoints_601,"BBC White City, White City",true
200211,false,false,,,BikePoints_602,"Union Grove, Wandsworth Road",true
200137,false,false,,,BikePoints_603,"Caldwell Street, Stockwell",true
200195,false,false,,,BikePoints_604,"St Martins Close, Camden Town",true
200198,false,false,,,BikePoints_605,"Seymour Place, Marylebone",true
200218,false,false,,,BikePoints_606,"Addison Road, Holland Park",true
200125,false,false,,,BikePoints_607,"Putney Bridge Station, Fulham",true
200224,false,false,,,BikePoints_608,"Colet Gardens, Hammersmith",true
200208,false,false,1380109980000,,BikePoints_609,"Sugden Road, Clapham",true
200222,false,false,1380113460000,,BikePoints_610,"Danvers Street, West Chelsea",true
200067,false,false,1380203940000,,BikePoints_611,"Princedale Road , Holland Park",true
200175,false,false,1380294600000,,BikePoints_612,"Wandsworth Rd, Isley Court, Wandsworth Road",true
200214,false,false,1380211860000,,BikePoints_613,"Woodstock Grove, Shepherd's Bush",true
001051,false,false,1279700820000,,BikePoints_253,"Shoreditch Park, Hoxton",true
003471,false,false,1279700940000,,BikePoints_254,"Chadwell Street, Angel",true
001147,false,false,1279702560000,,BikePoints_255,"Clifton Road, Maida Vale",true
003484,false,false,1279708020000,,BikePoints_256,"Houghton Street, Strand",true
001194,false,false,1279708140000,,BikePoints_257,"Westminster University, Marylebone",true
001193,false,false,1279708380000,,BikePoints_258,"Kensington Gore, Knightsbridge",true
001180,false,false,1279709100000,,BikePoints_259,"Bourne Street, Belgravia",true
003489,false,false,1279711020000,,BikePoints_260,"Broadwick Street, Soho",true
003491,false,false,1279711200000,,BikePoints_261,"Princes Square, Bayswater",true
001095,false,false,1279711620000,,BikePoints_262,"LSBU (Borough Road), Elephant & Castle",true
001184,false,false,1279712160000,,BikePoints_263,"St. Mary Axe, Aldgate",true
001146,false,false,1279712520000,,BikePoints_264,"Tysoe Street, Clerkenwell",true
003490,false,false,1279714320000,,BikePoints_265,"Southwick Street, Paddington",true
001204,false,false,1279714560000,,BikePoints_266,"Queen's Gate (North), Kensington",true
001155,false,false,1279714740000,,BikePoints_267,"Regency Street, Westminster",true
001087,false,false,1279714920000,,BikePoints_268,"Belgrave Road, Victoria",true
001209,false,false,1279715100000,,BikePoints_269,"Empire Square, The Borough",true
001190,false,false,1279720380000,,BikePoints_270,"Kennington Lane Rail Bridge, Vauxhall",true
001136,false,false,1279720920000,,BikePoints_271,"London Zoo,  The Regent's Park",true
001133,false,false,1279721220000,,BikePoints_272,"Baylis Road, Waterloo",true
001186,false,false,1279721400000,,BikePoints_273,"Belvedere Road 1, South Bank",true
001134,false,false,1279721580000,,BikePoints_274,"Warwick Road, Olympia",true
001191,false,false,1279721880000,,BikePoints_275,"Barbican Centre, Barbican",true
001098,false,false,1279723200000,,BikePoints_276,"Lower Thames Street, Monument",true
001143,false,false,1279723320000,,BikePoints_277,"Kensington Church Street, Kensington",true
001142,false,false,1279723500000,,BikePoints_278,"Tooley Street, Bermondsey",true
001108,false,false,1279723740000,,BikePoints_279,"North Wharf Road, Paddington",true
003462,false,false,1279726440000,,BikePoints_280,"Royal Avenue 2, Chelsea",true
003480,false,false,1279726620000,,BikePoints_281,"Smith Square, Westminster",true
001077,false,false,1279726980000,,BikePoints_282,"Royal London Hospital, Whitechapel",true
001141,false,false,1279727220000,,BikePoints_283,"Kingsway, Covent Garden",true
001117,false,false,1279727580000,,BikePoints_284,"Lambeth North Station, Waterloo",true
001187,false,false,1279727880000,,BikePoints_286,"St. John's Wood Road, St. John's Wood",true
001156,false,false,1279728060000,,BikePoints_287,"Bedford Way, Bloomsbury",true
001138,false,false,1279793820000,,BikePoints_288,"Elizabeth Bridge, Victoria",true
003493,false,false,1279794060000,,BikePoints_289,"South Audley Street, Mayfair",true
003496,false,false,1279795140000,,BikePoints_290,"St Mary's Hospital, Paddington",true
001135,false,false,1279800420000,,BikePoints_291,"Claverton Street, Pimlico",true
001206,false,false,1279800600000,,BikePoints_292,"Montpelier Street, Knightsbridge",true
001214,false,false,1279800780000,,BikePoints_293,"Kensington Olympia Station, Olympia",true
001195,false,false,1279800900000,,BikePoints_294,"St. George's Square, Pimlico",true
001216,false,false,1279801080000,,BikePoints_295,"Swan Street, The Borough",true
200069,false,false,1377258960000,,BikePoints_296,"Knaresborough Place, Earl's Court",true
003498,false,false,1279801560000,,BikePoints_297,"Geraldine Street, Elephant & Castle",true
001213,false,false,1279805640000,,BikePoints_298,"Curlew Street, Shad Thames",true
001196,false,false,1279808160000,,BikePoints_299,"Vincent Square, Westminster",true
001217,false,false,1279808700000,,BikePoints_300,"Serpentine Car Park, Hyde Park",true
001152,false,false,1279809000000,,BikePoints_301,"Marylebone Lane, Marylebone",true
003492,false,false,1279812360000,,BikePoints_302,"Putney Pier, Wandsworth",true
001132,false,false,1279812720000,,BikePoints_303,"Albert Gate, Hyde Park",true
003497,false,false,1279816260000,,BikePoints_306,"Rathbone Street, Fitzrovia",true
001157,false,false,1279816500000,,BikePoints_307,"Black Lion Gate, Kensington Gardens",true
001189,false,false,1279816740000,,BikePoints_308,"Long Lane , Bermondsey",true
001192,false,false,1279875060000,,BikePoints_309,"Embankment (Savoy), Strand",true
001205,false,false,1279879560000,,BikePoints_310,"Black Prince Road, Vauxhall",true
003494,false,false,1279880100000,,BikePoints_311,"Foley Street, Fitzrovia",true
001130,false,false,1279880340000,,BikePoints_312,"Grove End Road, St. John's Wood",true
003495,false,false,1279880520000,,BikePoints_313,"Wells Street, Fitzrovia",true
003485,false,false,1279884480000,,BikePoints_314,"Tyers Gate, Bermondsey",true
001199,false,false,1279884660000,,BikePoints_315,"The Tennis Courts, The Regent's Park",true
000968,false,false,1279884840000,1539845760000,BikePoints_316,"Warwick Row, Westminster",true
001208,false,false,1279885080000,,BikePoints_317,"Dickens Square, Borough",true
001197,false,false,1279885320000,,BikePoints_318,"Sackville Street, Mayfair",true
003500,false,false,1279890360000,,BikePoints_319,"Baldwin Street, St. Luke's",true
001148,false,false,1279890840000,,BikePoints_320,"Queen Mother Sports Centre, Victoria",true
002637,false,false,1279891020000,,BikePoints_321,"Bermondsey Street, Bermondsey",true
003502,false,false,1279891920000,,BikePoints_322,"Palissy Street, Shoreditch",true
003501,false,false,1279892040000,,BikePoints_323,"Clifton Street, Shoreditch",true
001200,false,false,1279894920000,,BikePoints_324,"Ontario Street, Elephant & Castle",true
001158,false,false,1279896660000,,BikePoints_325,"St. Martin's Street, West End",true
001131,false,false,1279896840000,,BikePoints_326,"Graham Street, Angel",true
001128,false,false,1280133420000,,BikePoints_327,"New North Road 1, Hoxton",true
002641,false,false,1280133540000,,BikePoints_328,"New North Road 2, Hoxton",true
002636,false,false,1280133720000,,BikePoints_329,"Prince Albert Road, The Regent's Park",true
001203,false,false,1280141280000,,BikePoints_330,"Eastbourne Mews, Paddington",true
001211,false,false,1280141460000,,BikePoints_331,"Bunhill Row, Moorgate",true
001210,false,false,1280142360000,,BikePoints_332,"Nevern Place, Earl's Court",true
002633,false,false,1280142540000,,BikePoints_333,"Palace Gardens Terrace, Notting Hill",true
002635,false,false,1280147580000,,BikePoints_334,"Concert Hall Approach 1, South Bank",true
001207,false,false,1280152560000,,BikePoints_335,"Tavistock Street, Covent Garden",true
200025,false,false,1380795000000,,BikePoints_614,"London Fields, Hackney Central",true
200029,false,false,1380288900000,,BikePoints_615,"Finlay Street, Fulham",true
200098,false,false,,,BikePoints_616,"Aintree Street, Fulham",true
200028,false,false,1380531540000,,BikePoints_617,"Elysium Place, Fulham",true
300003,false,false,1380546540000,,BikePoints_618,"Eel Brook Common, Walham Green",true
300012,false,false,1380552360000,,BikePoints_619,"Irene Road, Parsons Green",true
300010,false,false,1380629040000,,BikePoints_620,"Surrey Lane, Battersea",true
200091,false,false,1380899280000,,BikePoints_621,"Wandsworth Town Station, Wandsworth",true
200172,false,false,1380901680000,,BikePoints_622,"Lansdowne Road, Ladbroke Grove",true
200186,false,false,1381135320000,,BikePoints_623,"Nantes Close, Wandsworth",true
