locked,common_name,installed,removal_date,temporary,terminal_name,install_date,place_id
false,"Sail Street, Vauxhall",true,,false,200039,1325711220000,BikePoints_441
false,"Walmer Road, Avondale",true,,false,200035,1325940420000,BikePoints_442
false,"Philpot Street, Whitechapel",true,,false,200033,1325941800000,BikePoints_443
false,"Bethnal Green Garden, Bethnal Green",true,,false,200047,1325944680000,BikePoints_444
false,"Cheshire Street, Bethnal Green",true,,false,200003,1325945820000,BikePoints_445
false,"York Hall, Bethnal Green",true,,false,200042,1325948880000,BikePoints_446
false,"Jubilee Crescent, Cubitt Town",true,,false,200054,1325949000000,BikePoints_447
false,"Fisherman's Walk West, Canary Wharf",true,,false,022165,1325952660000,BikePoints_448
false,"Shadwell Station, Shadwell",true,,false,200020,1325952900000,BikePoints_449
false,"Jubilee Street, Stepney",true,,false,200002,1326105240000,BikePoints_450
false,"Hermitage Court, Wapping",true,,false,200021,1325501400000,BikePoints_451
false,"St. Katharine's Way, Tower",true,,false,200049,1326109140000,BikePoints_452
false,"Garnet Street, Shadwell",true,,false,200045,1326111060000,BikePoints_453
false,"Napier Avenue, Millwall",true,,false,200046,1326115380000,BikePoints_454
false,"East Ferry Road, Cubitt Town",true,,false,200031,1326117780000,BikePoints_455
false,"Parkway, Camden Town",true,,false,200118,1326197580000,BikePoints_456
false,"Castlehaven Road, Camden Town",true,,false,200016,1326203280000,BikePoints_457
false,"Wapping Lane, Wapping",true,,false,200034,1326294780000,BikePoints_458
false,"Gunmakers Lane, Old Ford",true,,false,200014,,BikePoints_459
false,"Burdett Road, Mile End",true,,false,200123,1326284820000,BikePoints_460
false,"Aston Street, Stepney",true,,true,200013,1326293640000,BikePoints_461
false,"Bonny Street, Camden Town",true,,false,200105,1326294600000,BikePoints_462
false,"Thurtle Road, Haggerston",true,,false,200093,,BikePoints_463
false,"St. Mary & St. Michael Church, Stepney",true,,false,200082,1326304980000,BikePoints_464
false,"Pitfield Street North,Hoxton",true,,false,200152,1333613280000,BikePoints_465
false,"Whiston Road, Haggerston",true,,false,200158,1326360000000,BikePoints_466
false,"Southern Grove, Bow",true,,false,200168,1326374040000,BikePoints_467
false,"Cantrell Road, Bow",true,,false,200150,1326375720000,BikePoints_468
false,"Lindfield Street, Poplar",true,,false,022178,1326381060000,BikePoints_469
