removal_date,common_name,install_date,temporary,place_id,installed,locked,terminal_name
,"Southern Grove, Bow",1326374040000,false,BikePoints_467,true,false,200168
,"Cantrell Road, Bow",1326375720000,false,BikePoints_468,true,false,200150
,"Lindfield Street, Poplar",1326381060000,false,BikePoints_469,true,false,022178
,"Mostyn Grove, Bow",1326790620000,false,BikePoints_470,true,false,200174
,"Hewison Street, Old Ford",1326790860000,false,BikePoints_471,true,false,200006
,"Malmesbury Road, Bow",1326791160000,false,BikePoints_472,true,false,200019
,"Millharbour, Millwall",1326816540000,false,BikePoints_473,true,false,022167
,"Gascoyne Road, Victoria Park",1326822960000,false,BikePoints_474,true,false,200155
,"Lightermans Road, Millwall",1326825480000,false,BikePoints_475,true,false,200004
,"Stebondale Street, Cubitt Town",1326962100000,false,BikePoints_476,true,false,200009
,"Spindrift Avenue, Millwall",1326963780000,false,BikePoints_477,true,false,200018
,"Stepney Green Station, Stepney",1326965580000,false,BikePoints_478,true,false,200012
,"Pott Street, Bethnal Green",1326966240000,false,BikePoints_479,true,false,200156
,"Flamborough Street, Limehouse",1326975420000,false,BikePoints_480,true,false,200115
,"Saunders Ness Road, Cubitt Town",1326996480000,false,BikePoints_481,true,false,200022
,"Exhibition Road Museums 2, South Kensington",1326996720000,false,BikePoints_482,true,false,200052
,"Albert Gardens, Stepney",1327088280000,false,BikePoints_483,true,false,022166
,"Bromley High Street, Bow",1327339740000,false,BikePoints_484,true,false,022172
,"Old Ford Road, Bethnal Green",1327255440000,false,BikePoints_485,true,false,022173
,"Granby Street, Shoreditch",1327338660000,false,BikePoints_486,true,false,022174
,"Canton Street, Poplar",1327936860000,false,BikePoints_487,true,false,022175
,"Reardon Street, Wapping",1327254960000,false,BikePoints_488,true,false,022176
,"Queen Mary's, Mile End",1327256220000,false,BikePoints_491,true,false,200249
,"Maplin Street, Mile End",1327256520000,false,BikePoints_492,true,false,200230
,"South Quay East, Canary Wharf",1327433220000,false,BikePoints_494,true,false,200233
,"Bow Church Station, Bow",1327340460000,false,BikePoints_495,true,false,200252
,"Devons Road, Bow",1327400820000,false,BikePoints_496,true,false,200255
,"Merchant Street, Bow",1327398420000,false,BikePoints_497,true,false,200242
,"Bow Road Station, Bow",1327398660000,false,BikePoints_498,true,false,200251
,"Furze Green, Bow",1327407960000,false,BikePoints_499,true,false,200011
,"Ansell House, Stepney",1327430040000,false,BikePoints_500,true,false,200148
,"Cephas Street, Bethnal Green",1327430220000,false,BikePoints_501,true,false,200073
,"Bonner Gate, Victoria Park",1563957840000,false,BikePoints_502,true,false,200241
,"Cleveland Way, Stepney",1327492920000,false,BikePoints_503,true,false,200250
,"St. John's Park, Cubitt Town",1327937820000,false,BikePoints_504,true,false,200243
,"Ackroyd Drive, Bow",1327937460000,false,BikePoints_505,true,false,200038
,"Bell Lane, Liverpool Street",1327938660000,false,BikePoints_506,true,false,200036
,"Clarkson Street, Bethnal Green",1327938420000,false,BikePoints_507,true,false,200131
,"Fournier Street, Whitechapel",1327938180000,false,BikePoints_508,true,false,200157
,"Fore Street, Guildhall",1327938120000,false,BikePoints_509,true,false,200253
,"Westferry DLR, Limehouse",,false,BikePoints_510,true,false,200238
,"Sutton Street, Shadwell",1327937940000,false,BikePoints_511,true,false,200256
,"Pritchard's Road, Bethnal Green",1328112600000,false,BikePoints_512,true,false,200083
,"Watney Market, Stepney",,false,BikePoints_513,true,false,200162
,"Portman Square, Marylebone",1328201520000,false,BikePoints_514,true,false,200008
,"Russell Gardens, Olympia",,false,BikePoints_515,true,false,200080
,"Chrisp Street Market, Poplar",1328202420000,false,BikePoints_516,true,false,200089
,"Ford Road, Old Ford",1326790860000,false,BikePoints_517,true,false,200027
,"Antill Road, Mile End",,false,BikePoints_518,true,false,200041
,"Teviot Street, Poplar",,false,BikePoints_519,true,false,200254
,"Bancroft Road, Bethnal Green",,false,BikePoints_520,true,false,200234
,"Victoria & Albert Museum, South Kensington",1446485340000,false,BikePoints_781,true,false,300032
,"Halford Road, West Kensington",1446485820000,false,BikePoints_782,true,false,300210
,"Monier Road, Hackney Wick",1448529660000,false,BikePoints_783,true,false,300213
,"East Village, Queen Elizabeth Olympic Park",1452789240000,false,BikePoints_784,true,false,300200
,"Aquatic Centre, Queen Elizabeth Olympic Park",1451908440000,false,BikePoints_785,true,false,300233
,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",1451918160000,false,BikePoints_786,true,false,300029
,"Timber Lodge, Queen Elizabeth Olympic Park",1451900700000,false,BikePoints_787,true,false,300227
,"Copper Box Arena, Queen Elizabeth Olympic Park",1451906880000,false,BikePoints_788,true,false,300226
,"Podium, Queen Elizabeth Olympic Park",1452507000000,false,BikePoints_789,true,false,300021
,"Stratford Station, Stratford",1452687420000,false,BikePoints_790,true,false,300234
,"Blackfriars Road, Southwark",1454926380000,false,BikePoints_792,true,false,300214
,"Cromer Street, Bloomsbury",1459424760000,false,BikePoints_793,true,false,300205
,"Victoria Rise, Clapham Common",1456404240000,false,BikePoints_794,true,false,300204
,"Euston Square Gardens, Euston",1456744740000,false,BikePoints_795,true,false,300203
,"Coram Street, Bloomsbury",1456746420000,false,BikePoints_796,true,false,300201
,"Ossulston Street, Somers Town",1456839540000,false,BikePoints_797,true,false,300211
,"Birkenhead Street, King's Cross",1464787980000,false,BikePoints_798,true,false,300212
,"Kings Gate House, Westminster",1464876480000,false,BikePoints_799,true,false,300202
,"Sopwith Way, Battersea Park",1457107140000,false,BikePoints_800,true,false,300248
,"Lavington Street, Bankside",1458824640000,false,BikePoints_801,true,false,300208
,"Albert Square, Stockwell",1464865500000,false,BikePoints_802,true,false,300209
,"Southwark Street, Bankside",1464787860000,false,BikePoints_803,true,false,300238
,"Good's Way, King's Cross",1459410960000,false,BikePoints_804,true,false,300243
,"The Metropolitan, Portobello",1467626400000,false,BikePoints_805,true,false,300244
,"Handyside Street, King's Cross",1472723460000,false,BikePoints_806,true,false,300241
,"Bevington Road West, North Kensington",1466715600000,false,BikePoints_807,true,false,300236
,"Gauden Road, Clapham",1461753540000,false,BikePoints_808,true,false,300207
,"Lincoln's Inn Fields, Holborn",1467640800000,false,BikePoints_809,true,false,300240
,"Tate Modern, Bankside",1464943200000,false,BikePoints_810,true,false,300237
,"Westferry Circus, Canary Wharf",1469538960000,false,BikePoints_811,true,false,300228
,"Here East North, Queen Elizabeth Olympic Park",1469005200000,false,BikePoints_812,true,false,300217
,"New Spring Gardens Walk, Vauxhall",1467627120000,false,BikePoints_813,true,false,300224
,"Clapham Road, Lingham Street, Stockwell",1464870060000,false,BikePoints_814,true,false,300245
,"Lambeth Palace Road, Waterloo",1462357680000,false,BikePoints_815,true,false,300231
,"Here East South, Queen Elizabeth Olympic Park",1489065360000,false,BikePoints_816,true,false,300219
,"Riverlight South, Nine Elms",1464949140000,false,BikePoints_817,true,false,300232
,"Westminster Pier, Westminster",1563958740000,false,BikePoints_818,true,false,300249
,"Belvedere Road 2, South Bank",1476360120000,false,BikePoints_819,true,false,300246
,"Victory Place, Walworth",1481807940000,false,BikePoints_820,true,false,300239
,"Battersea Power Station, Battersea Park",1487335920000,false,BikePoints_821,true,false,300221
,"Allington Street, Victoria",1500554880000,false,BikePoints_826,true,false,300242
,"Cranmer Road, Stockwell",1517788800000,false,BikePoints_827,true,false,300247
,"Normandy Road, Stockwell",1517788800000,false,BikePoints_828,true,false,300225
,"Wynne Road, Stockwell",1517443200000,false,BikePoints_829,true,false,300230
,"Sidney Road, Stockwell",1517961600000,false,BikePoints_830,true,false,300229
,"St John's Crescent, Brixton",1517961600000,false,BikePoints_831,true,false,300215
,"Ferndale Road, Brixton",1517961600000,false,BikePoints_832,true,false,200240
,"Saltoun Road, Brixton",1517875200000,false,BikePoints_833,true,false,300206
,"Gas Holders, Battersea Park",1529449200000,false,BikePoints_834,true,false,300216
,"Farringdon Street, Holborn",,false,BikePoints_835,true,false,300220
,"York Way, Kings Cross",,false,BikePoints_836,true,false,300235
,"Fore Street Avenue, Guildhall",1539254700000,false,BikePoints_838,true,false,300222
,"Sea Containers, South Bank",1544611140000,false,BikePoints_839,true,false,200144
,"George Row, Bermondsey",1599752640000,false,BikePoints_840,true,false,002679
,"Tower Wharf, Bermondsey",,false,BikePoints_841,true,false,002667
,"Temple Gardens, Temple",1600856400000,false,BikePoints_842,true,false,300250
,"Canada Water Station, Rotherhithe",1608298140000,false,BikePoints_844,true,false,300252
,"Bermondsey Station, Bermondsey",1608303660000,false,BikePoints_845,true,false,300253
,"Porchester Place, Paddington",1279289760000,false,BikePoints_169,true,false,003477
,"Hardwick Street, Clerkenwell",1279290180000,false,BikePoints_170,true,false,001057
,"Collingham Gardens, Earl's Court",1279291200000,false,BikePoints_171,true,false,003459
,"Sumner Place, South Kensington",1279291500000,false,BikePoints_172,true,false,001124
,"Waterloo Road, South Bank",1279292700000,false,BikePoints_173,true,false,001176
,"Strand, Strand",1279295940000,false,BikePoints_174,true,false,001100
,"Worship Street, Shoreditch",1529674980000,false,BikePoints_175,true,false,000997
,"Gloucester Terrace, Bayswater",1279297560000,false,BikePoints_176,true,false,001173
,"Ashley Place, Victoria",1279297740000,false,BikePoints_177,true,false,001122
,"Warwick Square, Pimlico",1279297920000,false,BikePoints_178,true,false,003460
,"North Audley Street, Mayfair",1279298220000,false,BikePoints_180,true,false,001126
,"Belgrave Square, Belgravia",1279298460000,false,BikePoints_181,true,false,003473
,"Bell Street , Marylebone",1279363140000,false,BikePoints_182,true,false,001166
,"Riverlight North, Nine Elms",1279364160000,false,BikePoints_183,true,false,001165
,"Portland Place, Marylebone",1279364280000,false,BikePoints_184,true,false,001164
,"Alderney Street, Pimlico",1279365360000,false,BikePoints_185,true,false,001174
,"South Wharf Road, Paddington",1279365480000,false,BikePoints_186,true,false,001167
,"Queen's Gate (South), South Kensington",1279365720000,false,BikePoints_187,true,false,001172
,"Nutford Place, Marylebone",1279376760000,false,BikePoints_188,true,false,001112
,"Claremont Square, Angel",1279377180000,false,BikePoints_189,true,false,001104
,"Rampayne Street, Pimlico",1279381080000,false,BikePoints_190,true,false,001106
,"Hyde Park Corner, Hyde Park",1279383120000,false,BikePoints_191,true,false,001075
,"Wardour Street, Soho",1279383300000,false,BikePoints_192,true,false,001163
,"Bankside Mix, Bankside",1279392479356,false,BikePoints_193,true,false,000963
,"Hop Exchange, The Borough",1279392479395,false,BikePoints_194,true,false,000960
,"Milroy Walk, South Bank",1279392479432,false,BikePoints_195,true,false,000959
,"Union Street, The Borough",1279392479471,false,BikePoints_196,true,false,000961
,"Stamford Street, South Bank",1279392479520,false,BikePoints_197,true,false,000962
,"Great Tower Street, Monument",1279441800000,false,BikePoints_199,true,false,001080
,"LMU Commercial Road, Whitechapel",1279441920000,false,BikePoints_200,true,false,001105
,"Dorset Square, Marylebone",1279444080000,false,BikePoints_201,true,false,001162
,"Leman Street, Aldgate",1279444320000,false,BikePoints_202,true,false,001102
,"West Smithfield Rotunda, Farringdon",1279445580000,false,BikePoints_203,true,false,001040
,"Margery Street, Clerkenwell",1279466640000,false,BikePoints_204,true,false,003468
,"New Road 1 , Whitechapel",1279471380000,false,BikePoints_206,true,false,001171
,"Grosvenor Crescent, Belgravia",1279558140000,false,BikePoints_207,true,false,001169
,"Mallory Street, Marylebone",1279472580000,false,BikePoints_208,true,false,001175
,"Denyer Street, Knightsbridge",1279529160000,false,BikePoints_209,true,false,003454
,"Hinde Street, Marylebone",1279535160000,false,BikePoints_210,true,false,003476
,"Cadogan Place, Knightsbridge",1279535820000,false,BikePoints_211,true,false,003469
,"Campden Hill Road, Notting Hill",1279536840000,false,BikePoints_212,true,false,003487
,"Wellington Arch, Hyde Park",1279537020000,false,BikePoints_213,true,false,001109
,"Endsleigh Gardens, Euston",1279537200000,false,BikePoints_214,true,false,001079
,"Moorfields, Moorgate",1279537380000,false,BikePoints_215,true,false,001092
,"Old Brompton Road, South Kensington",1279537920000,false,BikePoints_216,true,false,003479
,"Wormwood Street, Liverpool Street",1279538040000,false,BikePoints_217,true,false,002587
,"St. Luke's Church, Chelsea",1279543740000,false,BikePoints_218,true,false,003486
,"Bramham Gardens, Earl's Court",1279545900000,false,BikePoints_219,true,false,001183
,"Chelsea Green, Chelsea",1279546320000,false,BikePoints_220,true,false,001179
,"Horseferry Road, Westminster",1279552200000,false,BikePoints_221,true,false,001170
,"Knightsbridge, Hyde Park",1279614120000,false,BikePoints_222,true,false,001101
,"Rodney Road , Walworth",1279614420000,false,BikePoints_223,true,false,003481
,"Queensway, Kensington Gardens",1279615020000,false,BikePoints_224,true,false,001150
,"Notting Hill Gate Station, Notting Hill",1279616280000,false,BikePoints_225,true,false,001182
,"Charles II Street, West End",1279616520000,false,BikePoints_226,true,false,003488
,"Great Percy Street, Clerkenwell",1279616700000,false,BikePoints_227,true,false,003470
,"St. James's Square, St. James's",1279616880000,false,BikePoints_228,true,false,001067
,"Whitehall Place, Strand",1279617780000,false,BikePoints_229,true,false,001151
,"Poured Lines, Bankside",1279618020000,false,BikePoints_230,true,false,001144
,"Queen's Gate (Central), South Kensington",1279622820000,false,BikePoints_231,true,false,001089
,"Carey Street, Holborn",1279623240000,false,BikePoints_232,true,false,001139
,"Pall Mall East, West End",1279624260000,false,BikePoints_233,true,false,001153
,"Liverpool Road (N1 Centre), Angel",1279624680000,false,BikePoints_234,true,false,001081
,"Kennington Road  , Vauxhall",1279625640000,false,BikePoints_235,true,false,001154
,"Fashion Street, Whitechapel",1279625940000,false,BikePoints_236,true,false,003483
,"Dock Street, Wapping",1279799040000,false,BikePoints_237,true,false,003467
,"Frampton Street, Paddington",1279627920000,false,BikePoints_238,true,false,001099
,"Warren Street Station, Euston",1279628160000,false,BikePoints_239,true,false,001090
,"Colombo Street, Southwark",1279628280000,false,BikePoints_240,true,false,003472
,"Beaumont Street, Marylebone",1279628640000,false,BikePoints_242,true,false,003482
,"Gloucester Street, Pimlico",1279628940000,false,BikePoints_243,true,false,001103
,"Earnshaw Street , Covent Garden",1279629240000,false,BikePoints_244,true,false,001145
,"Grosvenor Road, Pimlico",1279629660000,false,BikePoints_245,true,false,001140
,"Berry Street, Clerkenwell",1279639740000,false,BikePoints_246,true,false,001159
,"St. John's Wood Church, The Regent's Park",1279639920000,false,BikePoints_247,true,false,001091
,"Triangle Car Park, Hyde Park",1279640160000,false,BikePoints_248,true,false,001088
,"Harper Road, The Borough",1279640400000,false,BikePoints_249,true,false,001137
,"Royal Avenue 1, Chelsea",1279641000000,false,BikePoints_250,true,false,003440
,"Brushfield Street, Liverpool Street",1279700160000,false,BikePoints_251,true,false,001161
,"Jubilee Gardens, South Bank",1279700640000,false,BikePoints_252,true,false,001111
,"Driffield Road, Old Ford",,false,BikePoints_521,true,false,200030
,"Clinton Road, Mile End",,false,BikePoints_522,true,false,200161
,"Langdon Park, Poplar",,false,BikePoints_523,true,false,200160
,"Lancaster Gate , Bayswater",1328515080000,false,BikePoints_524,true,false,200017
,"Blythe Road, Olympia",1643301180000,false,BikePoints_525,true,false,200153
,"Lancaster Drive, Blackwall",,false,BikePoints_526,true,false,200143
,"Hansard Mews, Holland Park",1328777280000,false,BikePoints_527,true,false,200154
,"Clarges Street, Mayfair",1328777880000,false,BikePoints_528,true,false,200088
,"Manresa Road, Chelsea",,false,BikePoints_529,true,false,200010
,"Newby Place, Poplar",,false,BikePoints_530,true,false,200146
,"Twig Folly Bridge, Mile End",1328778840000,false,BikePoints_531,true,false,200167
,"Jubilee Plaza, Canary Wharf",1328886360000,false,BikePoints_532,true,false,200163
,"Wellington Row, Bethnal Green",,false,BikePoints_533,true,false,200165
,"Goldsmith's Row, Haggerston",,false,BikePoints_534,true,false,200159
,"Gloucester Avenue, Camden Town",,false,BikePoints_535,true,false,200145
,"Queensbridge Road, Haggerston",,false,BikePoints_536,true,false,200024
,"Old Montague Street, Whitechapel",1330352880000,false,BikePoints_537,true,false,200239
,"Naval Row, Blackwall",,false,BikePoints_538,true,false,200050
,"Hoxton Station, Hoxton",,false,BikePoints_539,true,false,200151
,"Albany Street, The Regent's Park",,false,BikePoints_540,true,false,200134
,"Green Park Station, Mayfair",,false,BikePoints_541,true,false,200096
,"Salmon Lane, Limehouse",,false,BikePoints_542,true,false,200147
,"Lansdowne Walk, Ladbroke Grove",,false,BikePoints_543,true,false,200065
,"Percival Street, Finsbury",,false,BikePoints_544,true,false,200051
,"Arlington Road, Camden Town",,false,BikePoints_545,true,false,200070
,"New Fetter Lane, Holborn",,false,BikePoints_546,true,false,200044
,"East India DLR, Blackwall",,false,BikePoints_547,true,false,200127
,"Westminster Bridge Road, Elephant & Castle",,false,BikePoints_548,true,false,200076
,"Gaywood  Street, Elephant & Castle",,false,BikePoints_549,true,false,200132
,"Harford Street, Mile End",,false,BikePoints_550,true,false,200102
,"Import Dock, Canary Wharf",1330071720000,false,BikePoints_551,true,false,200066
,"Watney Street, Shadwell",,false,BikePoints_552,true,false,200149
,"Regent's Row , Haggerston",,false,BikePoints_553,true,false,200064
,"Aberfeldy Street, Poplar",,false,BikePoints_554,true,false,200078
,"Heron Quays DLR, Canary Wharf",,false,BikePoints_556,true,false,200138
,"King Edward Street, St Pauls",,false,BikePoints_557,true,false,200203
,"Page Street, Westminster",1399635120000,false,BikePoints_558,true,false,200048
,"Abbotsbury Road, Holland Park",,false,BikePoints_559,true,false,200111
,"Ladbroke Grove Central, Ladbroke Grove",,false,BikePoints_560,true,false,200015
,"Rectory Square, Stepney",1330503540000,false,BikePoints_561,true,false,200037
,"Bury Place, Holborn",1330503420000,false,BikePoints_562,true,false,200074
,"Preston's Road, Cubitt Town",,false,BikePoints_563,true,false,200232
,"Somerset House, Strand",,false,BikePoints_564,true,false,200068
,"Selby Street, Whitechapel",,false,BikePoints_565,true,false,200135
,"Westfield Ariel Way, White City",1330937940000,false,BikePoints_566,true,false,200141
,"Bishop's Bridge Road West, Bayswater",,false,BikePoints_568,true,false,200110
,"Pitfield Street Central, Hoxton",,false,BikePoints_569,true,false,200248
,"Upper Bank Street, Canary Wharf",1330773180000,false,BikePoints_570,true,false,200099
,"Westfield Southern Terrace ,Shepherd's Bush",1330620180000,false,BikePoints_571,true,false,200061
,"Greenland Road, Camden Town",,false,BikePoints_572,true,false,200026
,"Limerston Street, West Chelsea",1331796060000,false,BikePoints_573,true,false,200001
,"Eagle Wharf Road, Hoxton",1333618560000,false,BikePoints_574,true,false,200246
,"Alpha Grove, Millwall",,false,BikePoints_576,true,false,200109
,"Globe Town Market, Bethnal Green",,false,BikePoints_577,true,false,200247
,"Hollybush Gardens, Bethnal Green",1330444680000,false,BikePoints_578,true,false,200244
,"Queen Street 2, Bank",,false,BikePoints_579,true,false,200128
,"Doddington Grove, Kennington",1392208500000,false,BikePoints_580,true,false,200084
,"New Cavendish Street, Marylebone",1331883540000,false,BikePoints_581,true,false,200005
,"Abingdon Green, Westminster",,false,BikePoints_583,true,false,200231
,"Ilchester Gardens, Bayswater",,false,BikePoints_584,true,false,200086
,"Mudchute DLR, Cubitt Town",1331797200000,false,BikePoints_586,true,false,200092
,"Monument Street, Monument",1332406320000,false,BikePoints_587,true,false,200101
,"Hoxton Street, Hoxton",1330937820000,false,BikePoints_588,true,false,200071
,"Drayton Gardens, West Chelsea",,false,BikePoints_589,true,false,200060
,"Greenberry Street, St.John's Wood",,false,BikePoints_590,true,false,200236
,"Bishop's Bridge Road East, Bayswater",,false,BikePoints_592,true,false,200108
,"Northdown Street, King's Cross",,false,BikePoints_593,true,false,200058
,"Kingsway Southbound, Strand",1331710680000,false,BikePoints_594,true,false,200226
,"Hammersmith Road, Hammersmith",,false,BikePoints_595,true,false,200142
,"Parson's Green , Parson's Green",,false,BikePoints_596,true,false,200237
,"Fulham Park Road, Fulham",,false,BikePoints_597,true,false,200229
,"Southerton Road, Hammersmith",1501544700000,false,BikePoints_598,true,false,200166
,"Manbre Road, Hammersmith",,false,BikePoints_599,true,false,200235
,"South Lambeth Road, Vauxhall",,false,BikePoints_600,true,false,200133
,"BBC White City, White City",,false,BikePoints_601,true,false,200136
,"Union Grove, Wandsworth Road",,false,BikePoints_602,true,false,200211
,"Caldwell Street, Stockwell",,false,BikePoints_603,true,false,200137
,"St Martins Close, Camden Town",,false,BikePoints_604,true,false,200195
,"Seymour Place, Marylebone",,false,BikePoints_605,true,false,200198
,"Addison Road, Holland Park",,false,BikePoints_606,true,false,200218
,"Putney Bridge Station, Fulham",,false,BikePoints_607,true,false,200125
,"Colet Gardens, Hammersmith",,false,BikePoints_608,true,false,200224
,"Sugden Road, Clapham",1380109980000,false,BikePoints_609,true,false,200208
,"Danvers Street, West Chelsea",1380113460000,false,BikePoints_610,true,false,200222
,"Princedale Road , Holland Park",1380203940000,false,BikePoints_611,true,false,200067
,"Wandsworth Rd, Isley Court, Wandsworth Road",1380294600000,false,BikePoints_612,true,false,200175
,"Woodstock Grove, Shepherd's Bush",1380211860000,false,BikePoints_613,true,false,200214
,"Shoreditch Park, Hoxton",1279700820000,false,BikePoints_253,true,false,001051
,"Chadwell Street, Angel",1279700940000,false,BikePoints_254,true,false,003471
,"Clifton Road, Maida Vale",1279702560000,false,BikePoints_255,true,false,001147
,"Houghton Street, Strand",1279708020000,false,BikePoints_256,true,false,003484
,"Westminster University, Marylebone",1279708140000,false,BikePoints_257,true,false,001194
,"Kensington Gore, Knightsbridge",1279708380000,false,BikePoints_258,true,false,001193
,"Bourne Street, Belgravia",1279709100000,false,BikePoints_259,true,false,001180
,"Broadwick Street, Soho",1279711020000,false,BikePoints_260,true,false,003489
,"Princes Square, Bayswater",1279711200000,false,BikePoints_261,true,false,003491
,"LSBU (Borough Road), Elephant & Castle",1279711620000,false,BikePoints_262,true,false,001095
,"St. Mary Axe, Aldgate",1279712160000,false,BikePoints_263,true,false,001184
,"Tysoe Street, Clerkenwell",1279712520000,false,BikePoints_264,true,false,001146
,"Southwick Street, Paddington",1279714320000,false,BikePoints_265,true,false,003490
,"Queen's Gate (North), Kensington",1279714560000,false,BikePoints_266,true,false,001204
,"Regency Street, Westminster",1279714740000,false,BikePoints_267,true,false,001155
,"Belgrave Road, Victoria",1279714920000,false,BikePoints_268,true,false,001087
,"Empire Square, The Borough",1279715100000,false,BikePoints_269,true,false,001209
,"Kennington Lane Rail Bridge, Vauxhall",1279720380000,false,BikePoints_270,true,false,001190
,"London Zoo,  The Regent's Park",1279720920000,false,BikePoints_271,true,false,001136
,"Baylis Road, Waterloo",1279721220000,false,BikePoints_272,true,false,001133
,"Belvedere Road 1, South Bank",1279721400000,false,BikePoints_273,true,false,001186
,"Warwick Road, Olympia",1279721580000,false,BikePoints_274,true,false,001134
,"Barbican Centre, Barbican",1279721880000,false,BikePoints_275,true,false,001191
,"Lower Thames Street, Monument",1279723200000,false,BikePoints_276,true,false,001098
,"Kensington Church Street, Kensington",1279723320000,false,BikePoints_277,true,false,001143
,"Tooley Street, Bermondsey",1279723500000,false,BikePoints_278,true,false,001142
,"North Wharf Road, Paddington",1279723740000,false,BikePoints_279,true,false,001108
,"Royal Avenue 2, Chelsea",1279726440000,false,BikePoints_280,true,false,003462
,"Smith Square, Westminster",1279726620000,false,BikePoints_281,true,false,003480
,"Royal London Hospital, Whitechapel",1279726980000,false,BikePoints_282,true,false,001077
,"Kingsway, Covent Garden",1279727220000,false,BikePoints_283,true,false,001141
,"Lambeth North Station, Waterloo",1279727580000,false,BikePoints_284,true,false,001117
,"St. John's Wood Road, St. John's Wood",1279727880000,false,BikePoints_286,true,false,001187
,"Bedford Way, Bloomsbury",1279728060000,false,BikePoints_287,true,false,001156
,"Elizabeth Bridge, Victoria",1279793820000,false,BikePoints_288,true,false,001138
,"South Audley Street, Mayfair",1279794060000,false,BikePoints_289,true,false,003493
,"St Mary's Hospital, Paddington",1279795140000,false,BikePoints_290,true,false,003496
,"Claverton Street, Pimlico",1279800420000,false,BikePoints_291,true,false,001135
,"Montpelier Street, Knightsbridge",1279800600000,false,BikePoints_292,true,false,001206
,"Kensington Olympia Station, Olympia",1279800780000,false,BikePoints_293,true,false,001214
,"St. George's Square, Pimlico",1279800900000,false,BikePoints_294,true,false,001195
,"Swan Street, The Borough",1279801080000,false,BikePoints_295,true,false,001216
,"Knaresborough Place, Earl's Court",1377258960000,false,BikePoints_296,true,false,200069
,"Geraldine Street, Elephant & Castle",1279801560000,false,BikePoints_297,true,false,003498
,"Curlew Street, Shad Thames",1279805640000,false,BikePoints_298,true,false,001213
,"Vincent Square, Westminster",1279808160000,false,BikePoints_299,true,false,001196
,"Serpentine Car Park, Hyde Park",1279808700000,false,BikePoints_300,true,false,001217
,"Marylebone Lane, Marylebone",1279809000000,false,BikePoints_301,true,false,001152
,"Putney Pier, Wandsworth",1279812360000,false,BikePoints_302,true,false,003492
,"Albert Gate, Hyde Park",1279812720000,false,BikePoints_303,true,false,001132
,"Rathbone Street, Fitzrovia",1279816260000,false,BikePoints_306,true,false,003497
,"Black Lion Gate, Kensington Gardens",1279816500000,false,BikePoints_307,true,false,001157
,"Long Lane , Bermondsey",1279816740000,false,BikePoints_308,true,false,001189
,"Embankment (Savoy), Strand",1279875060000,false,BikePoints_309,true,false,001192
,"Black Prince Road, Vauxhall",1279879560000,false,BikePoints_310,true,false,001205
,"Foley Street, Fitzrovia",1279880100000,false,BikePoints_311,true,false,003494
,"Grove End Road, St. John's Wood",1279880340000,false,BikePoints_312,true,false,001130
,"Wells Street, Fitzrovia",1279880520000,false,BikePoints_313,true,false,003495
,"Tyers Gate, Bermondsey",1279884480000,false,BikePoints_314,true,false,003485
,"The Tennis Courts, The Regent's Park",1279884660000,false,BikePoints_315,true,false,001199
1539845760000,"Warwick Row, Westminster",1279884840000,false,BikePoints_316,true,false,000968
,"Dickens Square, Borough",1279885080000,false,BikePoints_317,true,false,001208
,"Sackville Street, Mayfair",1279885320000,false,BikePoints_318,true,false,001197
,"Baldwin Street, St. Luke's",1279890360000,false,BikePoints_319,true,false,003500
,"Queen Mother Sports Centre, Victoria",1279890840000,false,BikePoints_320,true,false,001148
,"Bermondsey Street, Bermondsey",1279891020000,false,BikePoints_321,true,false,002637
,"Palissy Street, Shoreditch",1279891920000,false,BikePoints_322,true,false,003502
,"Clifton Street, Shoreditch",1279892040000,false,BikePoints_323,true,false,003501
,"Ontario Street, Elephant & Castle",1279894920000,false,BikePoints_324,true,false,001200
,"St. Martin's Street, West End",1279896660000,false,BikePoints_325,true,false,001158
,"Graham Street, Angel",1279896840000,false,BikePoints_326,true,false,001131
,"New North Road 1, Hoxton",1280133420000,false,BikePoints_327,true,false,001128
,"New North Road 2, Hoxton",1280133540000,false,BikePoints_328,true,false,002641
,"Prince Albert Road, The Regent's Park",1280133720000,false,BikePoints_329,true,false,002636
,"Eastbourne Mews, Paddington",1280141280000,false,BikePoints_330,true,false,001203
,"Bunhill Row, Moorgate",1280141460000,false,BikePoints_331,true,false,001211
,"Nevern Place, Earl's Court",1280142360000,false,BikePoints_332,true,false,001210
,"Palace Gardens Terrace, Notting Hill",1280142540000,false,BikePoints_333,true,false,002633
,"Concert Hall Approach 1, South Bank",1280147580000,false,BikePoints_334,true,false,002635
,"Tavistock Street, Covent Garden",1280152560000,false,BikePoints_335,true,false,001207
,"London Fields, Hackney Central",1380795000000,false,BikePoints_614,true,false,200025
,"Finlay Street, Fulham",1380288900000,false,BikePoints_615,true,false,200029
,"Aintree Street, Fulham",,false,BikePoints_616,true,false,200098
,"Elysium Place, Fulham",1380531540000,false,BikePoints_617,true,false,200028
,"Eel Brook Common, Walham Green",1380546540000,false,BikePoints_618,true,false,300003
,"Irene Road, Parsons Green",1380552360000,false,BikePoints_619,true,false,300012
,"Surrey Lane, Battersea",1380629040000,false,BikePoints_620,true,false,300010
,"Wandsworth Town Station, Wandsworth",1380899280000,false,BikePoints_621,true,false,200091
