common_name,temporary,removal_date,installed,install_date,locked,place_id,terminal_name
"Snow Hill, Farringdon",false,,true,1298545440000,false,BikePoints_393,002699
"Aberdeen Place, St. John's Wood",false,,true,,false,BikePoints_394,002698
"Cadogan Gardens, Chelsea",false,,true,1298908800000,false,BikePoints_395,002695
"Shouldham Street, Marylebone",false,,true,1299075120000,false,BikePoints_396,002693
"Devonshire Terrace, Bayswater",false,,true,1299075900000,false,BikePoints_397,001227
"Holland Park, Kensington",false,,true,1299076440000,false,BikePoints_398,010631
"Brick Lane Market, Shoreditch",false,,true,1299582900000,false,BikePoints_399,002687
"George Street, Marylebone",false,,true,1299583260000,false,BikePoints_400,001225
"Columbia Road, Shoreditch",false,,true,1299592500000,false,BikePoints_401,002701
"Penfold Street, Marylebone",false,,true,1299592860000,false,BikePoints_402,010625
"George Place Mews, Marylebone",false,,true,1299593640000,false,BikePoints_403,010630
"Palace Gate, Kensington Gardens",false,,true,1299669180000,false,BikePoints_404,001110
"Gloucester Road Station, South Kensington",false,,true,1299669300000,false,BikePoints_405,001107
"Sun Street, Liverpool Street",false,,true,,false,BikePoints_408,001129
"Strata, Elephant & Castle",false,,true,,false,BikePoints_409,010624
"Edgware Road Station, Marylebone",false,,true,,false,BikePoints_410,001058
"Rotherhithe Roundabout, Rotherhithe",false,,true,,false,BikePoints_411,010629
"Cleaver Street, Kennington",false,,true,1302006180000,false,BikePoints_412,010628
"Chelsea Bridge, Pimlico",false,,true,1308735300000,false,BikePoints_419,022160
"Southwark Station 1, Southwark",false,,true,1309258380000,false,BikePoints_420,022162
"Southwark Station 2, Southwark",false,,true,1309258440000,false,BikePoints_421,022163
"Eaton Square (South), Belgravia",false,,true,1309860240000,false,BikePoints_423,022164
"Ebury Bridge, Pimlico",false,,true,1324551120000,false,BikePoints_424,022159
"Vincent Street, Pimlico",false,,true,1310463720000,false,BikePoints_426,022161
"Cheapside, Bank",false,,true,1310725680000,false,BikePoints_427,022180
"Exhibition Road, Knightsbridge",false,,true,1318496100000,false,BikePoints_428,022179
"South Parade, Chelsea",false,,true,1324549980000,false,BikePoints_430,022182
"Crinan Street, King's Cross",false,,true,1323355020000,false,BikePoints_431,022183
"Charlotte Terrace, Angel",false,,true,1384251120000,false,BikePoints_697,200129
"Shoreditch Court, Haggerston",false,,true,1384254300000,false,BikePoints_698,200121
"Belford House, Haggerston",false,,true,1384256040000,false,BikePoints_699,200057
"Battersea Church Road, Battersea",false,,true,1384343280000,false,BikePoints_700,200201
"Vicarage Crescent, Battersea",false,,true,1384345080000,false,BikePoints_701,200077
"Durant Street, Bethnal Green",false,,true,1384345860000,false,BikePoints_702,200213
"St. Bride Street, Holborn",false,,true,1384357800000,false,BikePoints_703,200094
"Mexfield Road, East Putney",false,,true,1384443480000,false,BikePoints_704,200063
"Upper Richmond Road, Putney",true,1539845700000,true,1384453020000,false,BikePoints_705,300042
"Snowsfields, London Bridge",false,,true,1384420920000,false,BikePoints_706,200193
"Barons Court Station, West Kensington",false,,true,1384435680000,false,BikePoints_707,200197
"Disraeli Road, Putney",false,,true,1384530180000,false,BikePoints_708,200217
"Montserrat Road , Putney",false,,true,1384510140000,false,BikePoints_709,200205
"Albert Bridge Road, Battersea Park",false,,true,1384520580000,false,BikePoints_710,300045
"Everington Street, Fulham",false,,true,1384791540000,false,BikePoints_711,300028
"Mile End Stadium, Mile End",false,,true,1384797120000,false,BikePoints_712,300056
"Hawley Crescent, Camden Town",false,,true,1384774620000,false,BikePoints_713,200122
"Stewart's Road, Wandsworth Road",false,,true,1384865400000,false,BikePoints_714,300055
"Aylward Street, Stepney",false,,true,1384868460000,false,BikePoints_715,300049
"Dunston Road , Haggerston",false,,true,1384952400000,false,BikePoints_717,300024
"Ada Street, Hackney Central",false,,true,1384962840000,false,BikePoints_718,300040
"Victoria Park Road, Hackney Central",false,,true,1384968480000,false,BikePoints_719,300011
"Star Road, West Kensington",false,,true,1385025840000,false,BikePoints_720,300038
"Wendon Street, Old Ford",false,,true,1385028480000,false,BikePoints_721,300039
"Finnis Street, Bethnal Green",false,,true,1385028600000,false,BikePoints_722,300041
"Stephendale Road, Sands End",false,,true,1385035380000,false,BikePoints_723,300053
"Alma Road, Wandsworth",false,,true,1385125380000,false,BikePoints_724,300046
"Walworth Square, Walworth",false,,true,1563352500000,false,BikePoints_725,300050
"Alfreda Street, Battersea Park",false,,true,1385128740000,false,BikePoints_726,300047
"Chesilton Road, Fulham",false,,true,1385132160000,false,BikePoints_727,300054
"Putney Bridge Road, East Putney",false,,true,1385466780000,false,BikePoints_728,300044
"St. Peter's Terrace, Fulham",false,,true,1385391300000,false,BikePoints_729,300043
"Bridge Avenue, Hammersmith",false,,true,1385132580000,false,BikePoints_730,300082
"Michael Road, Walham Green",false,,true,1385394720000,false,BikePoints_731,300095
"Duke Street Hill, London Bridge",false,,true,1385458020000,false,BikePoints_732,300083
"Park Lane, Mayfair",false,,true,1385460840000,false,BikePoints_733,300093
"Plough Terrace, Clapham Junction",false,,true,1385464500000,false,BikePoints_734,300094
"Grant Road East, Clapham Junction",false,,true,1385383080000,false,BikePoints_735,200120
"Queensdale Road, Shepherd's Bush",false,,true,1385472900000,false,BikePoints_736,300088
"Fulham Broadway, Walham Green",false,,true,1385554620000,false,BikePoints_737,300086
"Imperial Road, Sands End",false,,true,1385563380000,false,BikePoints_738,300087
"Hortensia Road, West Brompton",false,,true,1385631000000,false,BikePoints_739,300091
"Sirdar Road, Avondale",false,,true,1385635440000,false,BikePoints_740,300084
"Freston Road, Avondale",false,,true,1385640120000,false,BikePoints_741,300085
"Blenheim Crescent, Ladbroke Grove",false,,true,1385649540000,false,BikePoints_742,300090
"Oxford Road, Putney",false,,true,1385723700000,false,BikePoints_743,300078
"Ingrave Street, Clapham Junction",false,,true,1385729760000,false,BikePoints_744,300077
"Upcerne Road, West Chelsea",false,,true,1385740020000,false,BikePoints_745,300075
"Lots Road, West Chelsea",false,,true,1385985720000,false,BikePoints_746,300076
"Ormonde Gate, Chelsea",false,,true,1385997240000,false,BikePoints_747,300089
"Hertford Road, De Beauvoir Town",false,,true,1386159900000,false,BikePoints_748,300092
"Haggerston Road, Haggerston",false,,true,1386172440000,false,BikePoints_749,300081
"Culvert Road, Battersea",false,,true,1386240360000,false,BikePoints_750,300080
"Newton Street, Covent Garden",false,,true,1386250800000,false,BikePoints_751,300074
"London Street, Paddington",false,,true,1650364320000,false,BikePoints_752,300079
"Grenfell Road, Avondale",false,,true,1389003540000,false,BikePoints_754,300067
"The Vale, Chelsea",false,,true,1389008580000,false,BikePoints_755,300058
"Prince of Wales Drive, Battersea Park",false,,true,1390223040000,false,BikePoints_756,300073
"Harcourt Terrace, West Brompton",false,,true,1389094260000,false,BikePoints_757,300069
"Westbourne Park Road, Portobello",false,,true,1389178020000,false,BikePoints_758,300057
"Broadley Terrace, Marylebone",false,,true,1389627480000,false,BikePoints_759,300072
"Humbolt Road, Fulham",false,,true,1389781800000,false,BikePoints_761,300068
"Storey's Gate, Westminster",false,,true,1392039000000,false,BikePoints_762,200202
"Mile End Park Leisure Centre, Mile End",false,,true,1392043020000,false,BikePoints_763,300027
"St. John's Road, Clapham Junction",false,,true,1392633480000,false,BikePoints_764,200185
"Ranelagh Gardens, Fulham",false,,true,1392986940000,false,BikePoints_765,300064
"Ram Street, Wandsworth",false,,true,1392894840000,false,BikePoints_766,200079
"Santos Road, Wandsworth",false,,true,1393406280000,false,BikePoints_767,200177
"Clapham Common North Side, Clapham Common",false,,true,1393494060000,false,BikePoints_768,300065
"Sandilands Road, Walham Green",false,,true,1393939560000,false,BikePoints_769,300001
"Gwendwr Road, West Kensington",false,,true,1394099280000,false,BikePoints_770,300097
"Rifle Place, Avondale",false,,true,1394018400000,false,BikePoints_771,300007
"Binfield Road, Stockwell",false,,true,1396442100000,false,BikePoints_772,300015
"Tallis Street, Temple",false,,true,1396262520000,false,BikePoints_773,300096
"Hurlingham Park, Parsons Green",false,,true,1396265880000,false,BikePoints_774,300098
"Little Brook Green, Brook Green",false,,true,1396270320000,false,BikePoints_775,300101
"Abyssinia Close, Clapham Junction",false,,true,1396273320000,false,BikePoints_776,300099
"Limburg Road, Clapham Junction",false,,true,1406282940000,false,BikePoints_777,300100
"Houndsditch, Aldgate",false,,true,1435313700000,false,BikePoints_779,200072
"Imperial Wharf Station, Sands End",false,,true,1439455200000,false,BikePoints_780,300070
"Porchester Place, Paddington",false,,true,1279289760000,false,BikePoints_169,003477
"Hardwick Street, Clerkenwell",false,,true,1279290180000,false,BikePoints_170,001057
"Collingham Gardens, Earl's Court",false,,true,1279291200000,false,BikePoints_171,003459
"Sumner Place, South Kensington",false,,true,1279291500000,false,BikePoints_172,001124
"Waterloo Road, South Bank",false,,true,1279292700000,false,BikePoints_173,001176
"Strand, Strand",false,,true,1279295940000,false,BikePoints_174,001100
"Worship Street, Shoreditch",false,,true,1529674980000,false,BikePoints_175,000997
"Gloucester Terrace, Bayswater",false,,true,1279297560000,false,BikePoints_176,001173
"Ashley Place, Victoria",false,,true,1279297740000,false,BikePoints_177,001122
"Warwick Square, Pimlico",false,,true,1279297920000,false,BikePoints_178,003460
"North Audley Street, Mayfair",false,,true,1279298220000,false,BikePoints_180,001126
"Belgrave Square, Belgravia",false,,true,1279298460000,false,BikePoints_181,003473
"Bell Street , Marylebone",false,,true,1279363140000,false,BikePoints_182,001166
"Riverlight North, Nine Elms",false,,true,1279364160000,false,BikePoints_183,001165
"Portland Place, Marylebone",false,,true,1279364280000,false,BikePoints_184,001164
"Alderney Street, Pimlico",false,,true,1279365360000,false,BikePoints_185,001174
"South Wharf Road, Paddington",false,,true,1279365480000,false,BikePoints_186,001167
"Queen's Gate (South), South Kensington",false,,true,1279365720000,false,BikePoints_187,001172
"Nutford Place, Marylebone",false,,true,1279376760000,false,BikePoints_188,001112
"Claremont Square, Angel",false,,true,1279377180000,false,BikePoints_189,001104
"Rampayne Street, Pimlico",false,,true,1279381080000,false,BikePoints_190,001106
"Hyde Park Corner, Hyde Park",false,,true,1279383120000,false,BikePoints_191,001075
"Wardour Street, Soho",false,,true,1279383300000,false,BikePoints_192,001163
"Bankside Mix, Bankside",false,,true,1279392479356,false,BikePoints_193,000963
"Hop Exchange, The Borough",false,,true,1279392479395,false,BikePoints_194,000960
"Milroy Walk, South Bank",false,,true,1279392479432,false,BikePoints_195,000959
"Union Street, The Borough",false,,true,1279392479471,false,BikePoints_196,000961
"Stamford Street, South Bank",false,,true,1279392479520,false,BikePoints_197,000962
"Great Tower Street, Monument",false,,true,1279441800000,false,BikePoints_199,001080
"LMU Commercial Road, Whitechapel",false,,true,1279441920000,false,BikePoints_200,001105
"Dorset Square, Marylebone",false,,true,1279444080000,false,BikePoints_201,001162
"Leman Street, Aldgate",false,,true,1279444320000,false,BikePoints_202,001102
"West Smithfield Rotunda, Farringdon",false,,true,1279445580000,false,BikePoints_203,001040
"Margery Street, Clerkenwell",false,,true,1279466640000,false,BikePoints_204,003468
"New Road 1 , Whitechapel",false,,true,1279471380000,false,BikePoints_206,001171
"Grosvenor Crescent, Belgravia",false,,true,1279558140000,false,BikePoints_207,001169
"Mallory Street, Marylebone",false,,true,1279472580000,false,BikePoints_208,001175
"Denyer Street, Knightsbridge",false,,true,1279529160000,false,BikePoints_209,003454
"Hinde Street, Marylebone",false,,true,1279535160000,false,BikePoints_210,003476
"Cadogan Place, Knightsbridge",false,,true,1279535820000,false,BikePoints_211,003469
"Campden Hill Road, Notting Hill",false,,true,1279536840000,false,BikePoints_212,003487
"Wellington Arch, Hyde Park",false,,true,1279537020000,false,BikePoints_213,001109
"Endsleigh Gardens, Euston",false,,true,1279537200000,false,BikePoints_214,001079
"Moorfields, Moorgate",false,,true,1279537380000,false,BikePoints_215,001092
"Old Brompton Road, South Kensington",false,,true,1279537920000,false,BikePoints_216,003479
"Wormwood Street, Liverpool Street",false,,true,1279538040000,false,BikePoints_217,002587
"St. Luke's Church, Chelsea",false,,true,1279543740000,false,BikePoints_218,003486
"Bramham Gardens, Earl's Court",false,,true,1279545900000,false,BikePoints_219,001183
"Chelsea Green, Chelsea",false,,true,1279546320000,false,BikePoints_220,001179
"Horseferry Road, Westminster",false,,true,1279552200000,false,BikePoints_221,001170
"Knightsbridge, Hyde Park",false,,true,1279614120000,false,BikePoints_222,001101
"Rodney Road , Walworth",false,,true,1279614420000,false,BikePoints_223,003481
"Queensway, Kensington Gardens",false,,true,1279615020000,false,BikePoints_224,001150
"Notting Hill Gate Station, Notting Hill",false,,true,1279616280000,false,BikePoints_225,001182
"Charles II Street, West End",false,,true,1279616520000,false,BikePoints_226,003488
"Great Percy Street, Clerkenwell",false,,true,1279616700000,false,BikePoints_227,003470
"St. James's Square, St. James's",false,,true,1279616880000,false,BikePoints_228,001067
"Whitehall Place, Strand",false,,true,1279617780000,false,BikePoints_229,001151
"Poured Lines, Bankside",false,,true,1279618020000,false,BikePoints_230,001144
"Queen's Gate (Central), South Kensington",false,,true,1279622820000,false,BikePoints_231,001089
"Carey Street, Holborn",false,,true,1279623240000,false,BikePoints_232,001139
"Pall Mall East, West End",false,,true,1279624260000,false,BikePoints_233,001153
"Liverpool Road (N1 Centre), Angel",false,,true,1279624680000,false,BikePoints_234,001081
"Kennington Road  , Vauxhall",false,,true,1279625640000,false,BikePoints_235,001154
"Fashion Street, Whitechapel",false,,true,1279625940000,false,BikePoints_236,003483
"Dock Street, Wapping",false,,true,1279799040000,false,BikePoints_237,003467
"Frampton Street, Paddington",false,,true,1279627920000,false,BikePoints_238,001099
"Warren Street Station, Euston",false,,true,1279628160000,false,BikePoints_239,001090
"Colombo Street, Southwark",false,,true,1279628280000,false,BikePoints_240,003472
"Beaumont Street, Marylebone",false,,true,1279628640000,false,BikePoints_242,003482
"Gloucester Street, Pimlico",false,,true,1279628940000,false,BikePoints_243,001103
"Earnshaw Street , Covent Garden",false,,true,1279629240000,false,BikePoints_244,001145
"Grosvenor Road, Pimlico",false,,true,1279629660000,false,BikePoints_245,001140
"Berry Street, Clerkenwell",false,,true,1279639740000,false,BikePoints_246,001159
"St. John's Wood Church, The Regent's Park",false,,true,1279639920000,false,BikePoints_247,001091
"Triangle Car Park, Hyde Park",false,,true,1279640160000,false,BikePoints_248,001088
"Harper Road, The Borough",false,,true,1279640400000,false,BikePoints_249,001137
"Royal Avenue 1, Chelsea",false,,true,1279641000000,false,BikePoints_250,003440
"Brushfield Street, Liverpool Street",false,,true,1279700160000,false,BikePoints_251,001161
"Jubilee Gardens, South Bank",false,,true,1279700640000,false,BikePoints_252,001111
"Bancroft Road, Bethnal Green",false,,true,,false,BikePoints_520,200234
"Driffield Road, Old Ford",false,,true,,false,BikePoints_521,200030
"Clinton Road, Mile End",false,,true,,false,BikePoints_522,200161
"Langdon Park, Poplar",false,,true,,false,BikePoints_523,200160
"Lancaster Gate , Bayswater",false,,true,1328515080000,false,BikePoints_524,200017
"Blythe Road, Olympia",false,,true,1643301180000,false,BikePoints_525,200153
"Lancaster Drive, Blackwall",false,,true,,false,BikePoints_526,200143
"Hansard Mews, Holland Park",false,,true,1328777280000,false,BikePoints_527,200154
"Clarges Street, Mayfair",false,,true,1328777880000,false,BikePoints_528,200088
"Manresa Road, Chelsea",false,,true,,false,BikePoints_529,200010
"Newby Place, Poplar",false,,true,,false,BikePoints_530,200146
"Twig Folly Bridge, Mile End",false,,true,1328778840000,false,BikePoints_531,200167
"Jubilee Plaza, Canary Wharf",false,,true,1328886360000,false,BikePoints_532,200163
"Wellington Row, Bethnal Green",false,,true,,false,BikePoints_533,200165
"Goldsmith's Row, Haggerston",false,,true,,false,BikePoints_534,200159
"Gloucester Avenue, Camden Town",false,,true,,false,BikePoints_535,200145
"Queensbridge Road, Haggerston",false,,true,,false,BikePoints_536,200024
"Old Montague Street, Whitechapel",false,,true,1330352880000,false,BikePoints_537,200239
"Naval Row, Blackwall",false,,true,,false,BikePoints_538,200050
"Hoxton Station, Hoxton",false,,true,,false,BikePoints_539,200151
"Albany Street, The Regent's Park",false,,true,,false,BikePoints_540,200134
"Green Park Station, Mayfair",false,,true,,false,BikePoints_541,200096
"Salmon Lane, Limehouse",false,,true,,false,BikePoints_542,200147
"Lansdowne Walk, Ladbroke Grove",false,,true,,false,BikePoints_543,200065
"Percival Street, Finsbury",false,,true,,false,BikePoints_544,200051
"Arlington Road, Camden Town",false,,true,,false,BikePoints_545,200070
"New Fetter Lane, Holborn",false,,true,,false,BikePoints_546,200044
"East India DLR, Blackwall",false,,true,,false,BikePoints_547,200127
"Westminster Bridge Road, Elephant & Castle",false,,true,,false,BikePoints_548,200076
"Gaywood  Street, Elephant & Castle",false,,true,,false,BikePoints_549,200132
"Harford Street, Mile End",false,,true,,false,BikePoints_550,200102
"Import Dock, Canary Wharf",false,,true,1330071720000,false,BikePoints_551,200066
"Watney Street, Shadwell",false,,true,,false,BikePoints_552,200149
"Regent's Row , Haggerston",false,,true,,false,BikePoints_553,200064
"Aberfeldy Street, Poplar",false,,true,,false,BikePoints_554,200078
"Heron Quays DLR, Canary Wharf",false,,true,,false,BikePoints_556,200138
"King Edward Street, St Pauls",false,,true,,false,BikePoints_557,200203
"Page Street, Westminster",false,,true,1399635120000,false,BikePoints_558,200048
"Abbotsbury Road, Holland Park",false,,true,,false,BikePoints_559,200111
"Ladbroke Grove Central, Ladbroke Grove",false,,true,,false,BikePoints_560,200015
"Rectory Square, Stepney",false,,true,1330503540000,false,BikePoints_561,200037
"Bury Place, Holborn",false,,true,1330503420000,false,BikePoints_562,200074
"Preston's Road, Cubitt Town",false,,true,,false,BikePoints_563,200232
"Somerset House, Strand",false,,true,,false,BikePoints_564,200068
"Selby Street, Whitechapel",false,,true,,false,BikePoints_565,200135
"Westfield Ariel Way, White City",false,,true,1330937940000,false,BikePoints_566,200141
"Bishop's Bridge Road West, Bayswater",false,,true,,false,BikePoints_568,200110
"Pitfield Street Central, Hoxton",false,,true,,false,BikePoints_569,200248
"Upper Bank Street, Canary Wharf",false,,true,1330773180000,false,BikePoints_570,200099
"Westfield Southern Terrace ,Shepherd's Bush",false,,true,1330620180000,false,BikePoints_571,200061
"Greenland Road, Camden Town",false,,true,,false,BikePoints_572,200026
"Limerston Street, West Chelsea",false,,true,1331796060000,false,BikePoints_573,200001
"Eagle Wharf Road, Hoxton",false,,true,1333618560000,false,BikePoints_574,200246
"Alpha Grove, Millwall",false,,true,,false,BikePoints_576,200109
"Globe Town Market, Bethnal Green",false,,true,,false,BikePoints_577,200247
"Hollybush Gardens, Bethnal Green",false,,true,1330444680000,false,BikePoints_578,200244
"Queen Street 2, Bank",false,,true,,false,BikePoints_579,200128
"Doddington Grove, Kennington",false,,true,1392208500000,false,BikePoints_580,200084
"New Cavendish Street, Marylebone",false,,true,1331883540000,false,BikePoints_581,200005
"Abingdon Green, Westminster",false,,true,,false,BikePoints_583,200231
"Ilchester Gardens, Bayswater",false,,true,,false,BikePoints_584,200086
"Mudchute DLR, Cubitt Town",false,,true,1331797200000,false,BikePoints_586,200092
"Monument Street, Monument",false,,true,1332406320000,false,BikePoints_587,200101
"Hoxton Street, Hoxton",false,,true,1330937820000,false,BikePoints_588,200071
"Drayton Gardens, West Chelsea",false,,true,,false,BikePoints_589,200060
"Greenberry Street, St.John's Wood",false,,true,,false,BikePoints_590,200236
"Bishop's Bridge Road East, Bayswater",false,,true,,false,BikePoints_592,200108
"Northdown Street, King's Cross",false,,true,,false,BikePoints_593,200058
"Kingsway Southbound, Strand",false,,true,1331710680000,false,BikePoints_594,200226
"Hammersmith Road, Hammersmith",false,,true,,false,BikePoints_595,200142
"Parson's Green , Parson's Green",false,,true,,false,BikePoints_596,200237
"Fulham Park Road, Fulham",false,,true,,false,BikePoints_597,200229
"Southerton Road, Hammersmith",false,,true,1501544700000,false,BikePoints_598,200166
"Manbre Road, Hammersmith",false,,true,,false,BikePoints_599,200235
"South Lambeth Road, Vauxhall",false,,true,,false,BikePoints_600,200133
"BBC White City, White City",false,,true,,false,BikePoints_601,200136
"Union Grove, Wandsworth Road",false,,true,,false,BikePoints_602,200211
"Caldwell Street, Stockwell",false,,true,,false,BikePoints_603,200137
"St Martins Close, Camden Town",false,,true,,false,BikePoints_604,200195
"Seymour Place, Marylebone",false,,true,,false,BikePoints_605,200198
"Addison Road, Holland Park",false,,true,,false,BikePoints_606,200218
"Putney Bridge Station, Fulham",false,,true,,false,BikePoints_607,200125
"Colet Gardens, Hammersmith",false,,true,,false,BikePoints_608,200224
"Sugden Road, Clapham",false,,true,1380109980000,false,BikePoints_609,200208
"Danvers Street, West Chelsea",false,,true,1380113460000,false,BikePoints_610,200222
"Princedale Road , Holland Park",false,,true,1380203940000,false,BikePoints_611,200067
"Wandsworth Rd, Isley Court, Wandsworth Road",false,,true,1380294600000,false,BikePoints_612,200175
"Woodstock Grove, Shepherd's Bush",false,,true,1380211860000,false,BikePoints_613,200214
"Shoreditch Park, Hoxton",false,,true,1279700820000,false,BikePoints_253,001051
"Chadwell Street, Angel",false,,true,1279700940000,false,BikePoints_254,003471
"Clifton Road, Maida Vale",false,,true,1279702560000,false,BikePoints_255,001147
"Houghton Street, Strand",false,,true,1279708020000,false,BikePoints_256,003484
"Westminster University, Marylebone",false,,true,1279708140000,false,BikePoints_257,001194
"Kensington Gore, Knightsbridge",false,,true,1279708380000,false,BikePoints_258,001193
"Bourne Street, Belgravia",false,,true,1279709100000,false,BikePoints_259,001180
"Broadwick Street, Soho",false,,true,1279711020000,false,BikePoints_260,003489
"Princes Square, Bayswater",false,,true,1279711200000,false,BikePoints_261,003491
"LSBU (Borough Road), Elephant & Castle",false,,true,1279711620000,false,BikePoints_262,001095
"St. Mary Axe, Aldgate",false,,true,1279712160000,false,BikePoints_263,001184
"Tysoe Street, Clerkenwell",false,,true,1279712520000,false,BikePoints_264,001146
"Southwick Street, Paddington",false,,true,1279714320000,false,BikePoints_265,003490
"Queen's Gate (North), Kensington",false,,true,1279714560000,false,BikePoints_266,001204
"Regency Street, Westminster",false,,true,1279714740000,false,BikePoints_267,001155
"Belgrave Road, Victoria",false,,true,1279714920000,false,BikePoints_268,001087
"Empire Square, The Borough",false,,true,1279715100000,false,BikePoints_269,001209
"London Zoo,  The Regent's Park",false,,true,1279720920000,false,BikePoints_271,001136
"Baylis Road, Waterloo",false,,true,1279721220000,false,BikePoints_272,001133
"Belvedere Road 1, South Bank",false,,true,1279721400000,false,BikePoints_273,001186
"Warwick Road, Olympia",false,,true,1279721580000,false,BikePoints_274,001134
"Barbican Centre, Barbican",false,,true,1279721880000,false,BikePoints_275,001191
"Lower Thames Street, Monument",false,,true,1279723200000,false,BikePoints_276,001098
"Kensington Church Street, Kensington",false,,true,1279723320000,false,BikePoints_277,001143
"Tooley Street, Bermondsey",false,,true,1279723500000,false,BikePoints_278,001142
"North Wharf Road, Paddington",false,,true,1279723740000,false,BikePoints_279,001108
"Royal Avenue 2, Chelsea",false,,true,1279726440000,false,BikePoints_280,003462
"Smith Square, Westminster",false,,true,1279726620000,false,BikePoints_281,003480
"Royal London Hospital, Whitechapel",false,,true,1279726980000,false,BikePoints_282,001077
"Kingsway, Covent Garden",false,,true,1279727220000,false,BikePoints_283,001141
"Lambeth North Station, Waterloo",false,,true,1279727580000,false,BikePoints_284,001117
"St. John's Wood Road, St. John's Wood",false,,true,1279727880000,false,BikePoints_286,001187
"Bedford Way, Bloomsbury",false,,true,1279728060000,false,BikePoints_287,001156
"Elizabeth Bridge, Victoria",false,,true,1279793820000,false,BikePoints_288,001138
"South Audley Street, Mayfair",false,,true,1279794060000,false,BikePoints_289,003493
"St Mary's Hospital, Paddington",false,,true,1279795140000,false,BikePoints_290,003496
"Claverton Street, Pimlico",false,,true,1279800420000,false,BikePoints_291,001135
"Montpelier Street, Knightsbridge",false,,true,1279800600000,false,BikePoints_292,001206
"Kensington Olympia Station, Olympia",false,,true,1279800780000,false,BikePoints_293,001214
"St. George's Square, Pimlico",false,,true,1279800900000,false,BikePoints_294,001195
"Swan Street, The Borough",false,,true,1279801080000,false,BikePoints_295,001216
"Knaresborough Place, Earl's Court",false,,true,1377258960000,false,BikePoints_296,200069
"Geraldine Street, Elephant & Castle",false,,true,1279801560000,false,BikePoints_297,003498
"Curlew Street, Shad Thames",false,,true,1279805640000,false,BikePoints_298,001213
"Vincent Square, Westminster",false,,true,1279808160000,false,BikePoints_299,001196
"Serpentine Car Park, Hyde Park",false,,true,1279808700000,false,BikePoints_300,001217
"Marylebone Lane, Marylebone",false,,true,1279809000000,false,BikePoints_301,001152
"Putney Pier, Wandsworth",false,,true,1279812360000,false,BikePoints_302,003492
"Albert Gate, Hyde Park",false,,true,1279812720000,false,BikePoints_303,001132
"Rathbone Street, Fitzrovia",false,,true,1279816260000,false,BikePoints_306,003497
"Black Lion Gate, Kensington Gardens",false,,true,1279816500000,false,BikePoints_307,001157
"Long Lane , Bermondsey",false,,true,1279816740000,false,BikePoints_308,001189
"Embankment (Savoy), Strand",false,,true,1279875060000,false,BikePoints_309,001192
"Black Prince Road, Vauxhall",false,,true,1279879560000,false,BikePoints_310,001205
"Foley Street, Fitzrovia",false,,true,1279880100000,false,BikePoints_311,003494
"Grove End Road, St. John's Wood",false,,true,1279880340000,false,BikePoints_312,001130
"Wells Street, Fitzrovia",false,,true,1279880520000,false,BikePoints_313,003495
"Tyers Gate, Bermondsey",false,,true,1279884480000,false,BikePoints_314,003485
"The Tennis Courts, The Regent's Park",false,,true,1279884660000,false,BikePoints_315,001199
"Warwick Row, Westminster",false,1539845760000,true,1279884840000,false,BikePoints_316,000968
"Dickens Square, Borough",false,,true,1279885080000,false,BikePoints_317,001208
"Sackville Street, Mayfair",false,,true,1279885320000,false,BikePoints_318,001197
"Baldwin Street, St. Luke's",false,,true,1279890360000,false,BikePoints_319,003500
"Queen Mother Sports Centre, Victoria",false,,true,1279890840000,false,BikePoints_320,001148
"Bermondsey Street, Bermondsey",false,,true,1279891020000,false,BikePoints_321,002637
"Palissy Street, Shoreditch",false,,true,1279891920000,false,BikePoints_322,003502
"Clifton Street, Shoreditch",false,,true,1279892040000,false,BikePoints_323,003501
"Ontario Street, Elephant & Castle",false,,true,1279894920000,false,BikePoints_324,001200
"St. Martin's Street, West End",false,,true,1279896660000,false,BikePoints_325,001158
"Graham Street, Angel",false,,true,1279896840000,false,BikePoints_326,001131
"New North Road 1, Hoxton",false,,true,1280133420000,false,BikePoints_327,001128
"New North Road 2, Hoxton",false,,true,1280133540000,false,BikePoints_328,002641
"Prince Albert Road, The Regent's Park",false,,true,1280133720000,false,BikePoints_329,002636
"Eastbourne Mews, Paddington",false,,true,1280141280000,false,BikePoints_330,001203
"Bunhill Row, Moorgate",false,,true,1280141460000,false,BikePoints_331,001211
"Nevern Place, Earl's Court",false,,true,1280142360000,false,BikePoints_332,001210
"Palace Gardens Terrace, Notting Hill",false,,true,1280142540000,false,BikePoints_333,002633
"Concert Hall Approach 1, South Bank",false,,true,1280147580000,false,BikePoints_334,002635
"Tavistock Street, Covent Garden",false,,true,1280152560000,false,BikePoints_335,001207
"London Fields, Hackney Central",false,,true,1380795000000,false,BikePoints_614,200025
"Finlay Street, Fulham",false,,true,1380288900000,false,BikePoints_615,200029
"Aintree Street, Fulham",false,,true,,false,BikePoints_616,200098
"Elysium Place, Fulham",false,,true,1380531540000,false,BikePoints_617,200028
"Eel Brook Common, Walham Green",false,,true,1380546540000,false,BikePoints_618,300003
"Irene Road, Parsons Green",false,,true,1380552360000,false,BikePoints_619,300012
"Surrey Lane, Battersea",false,,true,1380629040000,false,BikePoints_620,300010
"Wandsworth Town Station, Wandsworth",false,,true,1380899280000,false,BikePoints_621,200091
"Lansdowne Road, Ladbroke Grove",false,,true,1380901680000,false,BikePoints_622,200172
