locked,install_date,terminal_name,removal_date,place_id,temporary,common_name,installed
false,1297764360000,001223,,BikePoints_390,false,"Buxton Street 1, Shoreditch",true
false,1297956480000,002688,1539846000000,BikePoints_391,false,"Clifford Street, Mayfair",true
false,1297958700000,001220,,BikePoints_392,false,"Imperial College, Knightsbridge",true
false,1298545440000,002699,,BikePoints_393,false,"Snow Hill, Farringdon",true
false,,002698,,BikePoints_394,false,"Aberdeen Place, St. John's Wood",true
false,1298908800000,002695,,BikePoints_395,false,"Cadogan Gardens, Chelsea",true
false,1299075120000,002693,,BikePoints_396,false,"Shouldham Street, Marylebone",true
false,1299075900000,001227,,BikePoints_397,false,"Devonshire Terrace, Bayswater",true
false,1299076440000,010631,,BikePoints_398,false,"Holland Park, Kensington",true
false,1299582900000,002687,,BikePoints_399,false,"Brick Lane Market, Shoreditch",true
false,1299583260000,001225,,BikePoints_400,false,"George Street, Marylebone",true
false,1299592500000,002701,,BikePoints_401,false,"Columbia Road, Shoreditch",true
false,1299592860000,010625,,BikePoints_402,false,"Penfold Street, Marylebone",true
false,1299593640000,010630,,BikePoints_403,false,"George Place Mews, Marylebone",true
false,1299669180000,001110,,BikePoints_404,false,"Palace Gate, Kensington Gardens",true
false,1299669300000,001107,,BikePoints_405,false,"Gloucester Road Station, South Kensington",true
false,,001129,,BikePoints_408,false,"Sun Street, Liverpool Street",true
false,,010624,,BikePoints_409,false,"Strata, Elephant & Castle",true
false,,001058,,BikePoints_410,false,"Edgware Road Station, Marylebone",true
false,,010629,,BikePoints_411,false,"Rotherhithe Roundabout, Rotherhithe",true
false,1302006180000,010628,,BikePoints_412,false,"Cleaver Street, Kennington",true
false,1308735300000,022160,,BikePoints_419,false,"Chelsea Bridge, Pimlico",true
false,1309258380000,022162,,BikePoints_420,false,"Southwark Station 1, Southwark",true
false,1309258440000,022163,,BikePoints_421,false,"Southwark Station 2, Southwark",true
false,1309860240000,022164,,BikePoints_423,false,"Eaton Square (South), Belgravia",true
false,1324551120000,022159,,BikePoints_424,false,"Ebury Bridge, Pimlico",true
false,1310463720000,022161,,BikePoints_426,false,"Vincent Street, Pimlico",true
false,1310725680000,022180,,BikePoints_427,false,"Cheapside, Bank",true
false,1318496100000,022179,,BikePoints_428,false,"Exhibition Road, Knightsbridge",true
false,1384172820000,300031,,BikePoints_695,false,"Islington Green, Angel",true
false,1384180020000,300018,,BikePoints_696,false,"Charing Cross Hospital, Hammersmith",true
false,1384251120000,200129,,BikePoints_697,false,"Charlotte Terrace, Angel",true
false,1384254300000,200121,,BikePoints_698,false,"Shoreditch Court, Haggerston",true
false,1384256040000,200057,,BikePoints_699,false,"Belford House, Haggerston",true
false,1384343280000,200201,,BikePoints_700,false,"Battersea Church Road, Battersea",true
false,1384345080000,200077,,BikePoints_701,false,"Vicarage Crescent, Battersea",true
false,1384345860000,200213,,BikePoints_702,false,"Durant Street, Bethnal Green",true
false,1384357800000,200094,,BikePoints_703,false,"St. Bride Street, Holborn",true
false,1384443480000,200063,,BikePoints_704,false,"Mexfield Road, East Putney",true
false,1384453020000,300042,1539845700000,BikePoints_705,true,"Upper Richmond Road, Putney",true
false,1384420920000,200193,,BikePoints_706,false,"Snowsfields, London Bridge",true
false,1384435680000,200197,,BikePoints_707,false,"Barons Court Station, West Kensington",true
false,1384530180000,200217,,BikePoints_708,false,"Disraeli Road, Putney",true
false,1384510140000,200205,,BikePoints_709,false,"Montserrat Road , Putney",true
false,1384520580000,300045,,BikePoints_710,false,"Albert Bridge Road, Battersea Park",true
false,1384791540000,300028,,BikePoints_711,false,"Everington Street, Fulham",true
false,1384797120000,300056,,BikePoints_712,false,"Mile End Stadium, Mile End",true
false,1384774620000,200122,,BikePoints_713,false,"Hawley Crescent, Camden Town",true
false,1384865400000,300055,,BikePoints_714,false,"Stewart's Road, Wandsworth Road",true
false,1384868460000,300049,,BikePoints_715,false,"Aylward Street, Stepney",true
false,1384952400000,300024,,BikePoints_717,false,"Dunston Road , Haggerston",true
false,1384962840000,300040,,BikePoints_718,false,"Ada Street, Hackney Central",true
false,1384968480000,300011,,BikePoints_719,false,"Victoria Park Road, Hackney Central",true
false,1385025840000,300038,,BikePoints_720,false,"Star Road, West Kensington",true
false,1385028480000,300039,,BikePoints_721,false,"Wendon Street, Old Ford",true
false,1385028600000,300041,,BikePoints_722,false,"Finnis Street, Bethnal Green",true
false,1385035380000,300053,,BikePoints_723,false,"Stephendale Road, Sands End",true
false,1385125380000,300046,,BikePoints_724,false,"Alma Road, Wandsworth",true
false,1563352500000,300050,,BikePoints_725,false,"Walworth Square, Walworth",true
false,1385128740000,300047,,BikePoints_726,false,"Alfreda Street, Battersea Park",true
false,1385132160000,300054,,BikePoints_727,false,"Chesilton Road, Fulham",true
false,1385466780000,300044,,BikePoints_728,false,"Putney Bridge Road, East Putney",true
false,1385391300000,300043,,BikePoints_729,false,"St. Peter's Terrace, Fulham",true
false,1385132580000,300082,,BikePoints_730,false,"Bridge Avenue, Hammersmith",true
false,1385394720000,300095,,BikePoints_731,false,"Michael Road, Walham Green",true
false,1385458020000,300083,,BikePoints_732,false,"Duke Street Hill, London Bridge",true
false,1385460840000,300093,,BikePoints_733,false,"Park Lane, Mayfair",true
false,1385464500000,300094,,BikePoints_734,false,"Plough Terrace, Clapham Junction",true
false,1385383080000,200120,,BikePoints_735,false,"Grant Road East, Clapham Junction",true
false,1385472900000,300088,,BikePoints_736,false,"Queensdale Road, Shepherd's Bush",true
false,1385554620000,300086,,BikePoints_737,false,"Fulham Broadway, Walham Green",true
false,1385563380000,300087,,BikePoints_738,false,"Imperial Road, Sands End",true
false,1385631000000,300091,,BikePoints_739,false,"Hortensia Road, West Brompton",true
false,1385635440000,300084,,BikePoints_740,false,"Sirdar Road, Avondale",true
false,1385640120000,300085,,BikePoints_741,false,"Freston Road, Avondale",true
false,1385649540000,300090,,BikePoints_742,false,"Blenheim Crescent, Ladbroke Grove",true
false,1385723700000,300078,,BikePoints_743,false,"Oxford Road, Putney",true
false,1385729760000,300077,,BikePoints_744,false,"Ingrave Street, Clapham Junction",true
false,1385740020000,300075,,BikePoints_745,false,"Upcerne Road, West Chelsea",true
false,1385985720000,300076,,BikePoints_746,false,"Lots Road, West Chelsea",true
false,1385997240000,300089,,BikePoints_747,false,"Ormonde Gate, Chelsea",true
false,1386159900000,300092,,BikePoints_748,false,"Hertford Road, De Beauvoir Town",true
false,1386172440000,300081,,BikePoints_749,false,"Haggerston Road, Haggerston",true
false,1386240360000,300080,,BikePoints_750,false,"Culvert Road, Battersea",true
false,1386250800000,300074,,BikePoints_751,false,"Newton Street, Covent Garden",true
false,1650364320000,300079,,BikePoints_752,false,"London Street, Paddington",true
false,1389003540000,300067,,BikePoints_754,false,"Grenfell Road, Avondale",true
false,1389008580000,300058,,BikePoints_755,false,"The Vale, Chelsea",true
false,1390223040000,300073,,BikePoints_756,false,"Prince of Wales Drive, Battersea Park",true
false,1389094260000,300069,,BikePoints_757,false,"Harcourt Terrace, West Brompton",true
false,1389178020000,300057,,BikePoints_758,false,"Westbourne Park Road, Portobello",true
false,1389627480000,300072,,BikePoints_759,false,"Broadley Terrace, Marylebone",true
false,1389781800000,300068,,BikePoints_761,false,"Humbolt Road, Fulham",true
false,1392039000000,200202,,BikePoints_762,false,"Storey's Gate, Westminster",true
false,1392043020000,300027,,BikePoints_763,false,"Mile End Park Leisure Centre, Mile End",true
false,1392633480000,200185,,BikePoints_764,false,"St. John's Road, Clapham Junction",true
false,1392986940000,300064,,BikePoints_765,false,"Ranelagh Gardens, Fulham",true
false,1392894840000,200079,,BikePoints_766,false,"Ram Street, Wandsworth",true
false,1393406280000,200177,,BikePoints_767,false,"Santos Road, Wandsworth",true
false,1393494060000,300065,,BikePoints_768,false,"Clapham Common North Side, Clapham Common",true
false,1393939560000,300001,,BikePoints_769,false,"Sandilands Road, Walham Green",true
false,1394099280000,300097,,BikePoints_770,false,"Gwendwr Road, West Kensington",true
false,1394018400000,300007,,BikePoints_771,false,"Rifle Place, Avondale",true
false,1396442100000,300015,,BikePoints_772,false,"Binfield Road, Stockwell",true
false,1396262520000,300096,,BikePoints_773,false,"Tallis Street, Temple",true
false,1396265880000,300098,,BikePoints_774,false,"Hurlingham Park, Parsons Green",true
false,1396270320000,300101,,BikePoints_775,false,"Little Brook Green, Brook Green",true
false,1396273320000,300099,,BikePoints_776,false,"Abyssinia Close, Clapham Junction",true
false,1406282940000,300100,,BikePoints_777,false,"Limburg Road, Clapham Junction",true
false,1279288140000,001177,,BikePoints_166,false,"Seville Street, Knightsbridge",true
false,,003465,,BikePoints_167,false,"Eccleston Place, Victoria",true
false,1279289400000,003463,,BikePoints_168,false,"Argyll Road, Kensington",true
false,1279289760000,003477,,BikePoints_169,false,"Porchester Place, Paddington",true
false,1279290180000,001057,,BikePoints_170,false,"Hardwick Street, Clerkenwell",true
false,1279291200000,003459,,BikePoints_171,false,"Collingham Gardens, Earl's Court",true
false,1279291500000,001124,,BikePoints_172,false,"Sumner Place, South Kensington",true
false,1279292700000,001176,,BikePoints_173,false,"Waterloo Road, South Bank",true
false,1279295940000,001100,,BikePoints_174,false,"Strand, Strand",true
false,1529674980000,000997,,BikePoints_175,false,"Worship Street, Shoreditch",true
false,1279297560000,001173,,BikePoints_176,false,"Gloucester Terrace, Bayswater",true
false,1279297740000,001122,,BikePoints_177,false,"Ashley Place, Victoria",true
false,1279297920000,003460,,BikePoints_178,false,"Warwick Square, Pimlico",true
false,1279298220000,001126,,BikePoints_180,false,"North Audley Street, Mayfair",true
false,1279298460000,003473,,BikePoints_181,false,"Belgrave Square, Belgravia",true
false,1279363140000,001166,,BikePoints_182,false,"Bell Street , Marylebone",true
false,1279364160000,001165,,BikePoints_183,false,"Riverlight North, Nine Elms",true
false,1279364280000,001164,,BikePoints_184,false,"Portland Place, Marylebone",true
false,1279365360000,001174,,BikePoints_185,false,"Alderney Street, Pimlico",true
false,1279365480000,001167,,BikePoints_186,false,"South Wharf Road, Paddington",true
false,1279365720000,001172,,BikePoints_187,false,"Queen's Gate (South), South Kensington",true
false,1279376760000,001112,,BikePoints_188,false,"Nutford Place, Marylebone",true
false,1279377180000,001104,,BikePoints_189,false,"Claremont Square, Angel",true
false,1279381080000,001106,,BikePoints_190,false,"Rampayne Street, Pimlico",true
false,1279383120000,001075,,BikePoints_191,false,"Hyde Park Corner, Hyde Park",true
false,1279383300000,001163,,BikePoints_192,false,"Wardour Street, Soho",true
false,1279392479356,000963,,BikePoints_193,false,"Bankside Mix, Bankside",true
false,1279392479395,000960,,BikePoints_194,false,"Hop Exchange, The Borough",true
false,1279392479432,000959,,BikePoints_195,false,"Milroy Walk, South Bank",true
false,1279392479471,000961,,BikePoints_196,false,"Union Street, The Borough",true
false,1279392479520,000962,,BikePoints_197,false,"Stamford Street, South Bank",true
false,1279441800000,001080,,BikePoints_199,false,"Great Tower Street, Monument",true
false,1279441920000,001105,,BikePoints_200,false,"LMU Commercial Road, Whitechapel",true
false,1279444080000,001162,,BikePoints_201,false,"Dorset Square, Marylebone",true
false,1279444320000,001102,,BikePoints_202,false,"Leman Street, Aldgate",true
false,1279445580000,001040,,BikePoints_203,false,"West Smithfield Rotunda, Farringdon",true
false,1279466640000,003468,,BikePoints_204,false,"Margery Street, Clerkenwell",true
false,1279471380000,001171,,BikePoints_206,false,"New Road 1 , Whitechapel",true
false,1279558140000,001169,,BikePoints_207,false,"Grosvenor Crescent, Belgravia",true
false,1279472580000,001175,,BikePoints_208,false,"Mallory Street, Marylebone",true
false,1279529160000,003454,,BikePoints_209,false,"Denyer Street, Knightsbridge",true
false,1279535160000,003476,,BikePoints_210,false,"Hinde Street, Marylebone",true
false,1279535820000,003469,,BikePoints_211,false,"Cadogan Place, Knightsbridge",true
false,1279536840000,003487,,BikePoints_212,false,"Campden Hill Road, Notting Hill",true
false,1279537020000,001109,,BikePoints_213,false,"Wellington Arch, Hyde Park",true
false,1279537200000,001079,,BikePoints_214,false,"Endsleigh Gardens, Euston",true
false,1279537380000,001092,,BikePoints_215,false,"Moorfields, Moorgate",true
false,1279537920000,003479,,BikePoints_216,false,"Old Brompton Road, South Kensington",true
false,1279538040000,002587,,BikePoints_217,false,"Wormwood Street, Liverpool Street",true
false,1279543740000,003486,,BikePoints_218,false,"St. Luke's Church, Chelsea",true
false,1279545900000,001183,,BikePoints_219,false,"Bramham Gardens, Earl's Court",true
false,1279546320000,001179,,BikePoints_220,false,"Chelsea Green, Chelsea",true
false,1279552200000,001170,,BikePoints_221,false,"Horseferry Road, Westminster",true
false,1279614120000,001101,,BikePoints_222,false,"Knightsbridge, Hyde Park",true
false,1279614420000,003481,,BikePoints_223,false,"Rodney Road , Walworth",true
false,1279615020000,001150,,BikePoints_224,false,"Queensway, Kensington Gardens",true
false,1279616280000,001182,,BikePoints_225,false,"Notting Hill Gate Station, Notting Hill",true
false,1279616520000,003488,,BikePoints_226,false,"Charles II Street, West End",true
false,1279616700000,003470,,BikePoints_227,false,"Great Percy Street, Clerkenwell",true
false,1279616880000,001067,,BikePoints_228,false,"St. James's Square, St. James's",true
false,1279617780000,001151,,BikePoints_229,false,"Whitehall Place, Strand",true
false,1279618020000,001144,,BikePoints_230,false,"Poured Lines, Bankside",true
false,1279622820000,001089,,BikePoints_231,false,"Queen's Gate (Central), South Kensington",true
false,1279623240000,001139,,BikePoints_232,false,"Carey Street, Holborn",true
false,1279624260000,001153,,BikePoints_233,false,"Pall Mall East, West End",true
false,1279624680000,001081,,BikePoints_234,false,"Liverpool Road (N1 Centre), Angel",true
false,1279625640000,001154,,BikePoints_235,false,"Kennington Road  , Vauxhall",true
false,1279625940000,003483,,BikePoints_236,false,"Fashion Street, Whitechapel",true
false,1279799040000,003467,,BikePoints_237,false,"Dock Street, Wapping",true
false,1279627920000,001099,,BikePoints_238,false,"Frampton Street, Paddington",true
false,1279628160000,001090,,BikePoints_239,false,"Warren Street Station, Euston",true
false,1279628640000,003482,,BikePoints_242,false,"Beaumont Street, Marylebone",true
false,1279628940000,001103,,BikePoints_243,false,"Gloucester Street, Pimlico",true
false,1279629240000,001145,,BikePoints_244,false,"Earnshaw Street , Covent Garden",true
false,1279629660000,001140,,BikePoints_245,false,"Grosvenor Road, Pimlico",true
false,1279639740000,001159,,BikePoints_246,false,"Berry Street, Clerkenwell",true
false,1279639920000,001091,,BikePoints_247,false,"St. John's Wood Church, The Regent's Park",true
false,1279640160000,001088,,BikePoints_248,false,"Triangle Car Park, Hyde Park",true
false,1279640400000,001137,,BikePoints_249,false,"Harper Road, The Borough",true
false,1279641000000,003440,,BikePoints_250,false,"Royal Avenue 1, Chelsea",true
false,,200041,,BikePoints_518,false,"Antill Road, Mile End",true
false,,200254,,BikePoints_519,false,"Teviot Street, Poplar",true
false,,200234,,BikePoints_520,false,"Bancroft Road, Bethnal Green",true
false,,200030,,BikePoints_521,false,"Driffield Road, Old Ford",true
false,,200161,,BikePoints_522,false,"Clinton Road, Mile End",true
false,,200160,,BikePoints_523,false,"Langdon Park, Poplar",true
false,1328515080000,200017,,BikePoints_524,false,"Lancaster Gate , Bayswater",true
false,1643301180000,200153,,BikePoints_525,false,"Blythe Road, Olympia",true
false,,200143,,BikePoints_526,false,"Lancaster Drive, Blackwall",true
false,1328777280000,200154,,BikePoints_527,false,"Hansard Mews, Holland Park",true
false,1328777880000,200088,,BikePoints_528,false,"Clarges Street, Mayfair",true
false,,200010,,BikePoints_529,false,"Manresa Road, Chelsea",true
false,,200146,,BikePoints_530,false,"Newby Place, Poplar",true
false,1328778840000,200167,,BikePoints_531,false,"Twig Folly Bridge, Mile End",true
false,1328886360000,200163,,BikePoints_532,false,"Jubilee Plaza, Canary Wharf",true
false,,200165,,BikePoints_533,false,"Wellington Row, Bethnal Green",true
false,,200159,,BikePoints_534,false,"Goldsmith's Row, Haggerston",true
false,,200145,,BikePoints_535,false,"Gloucester Avenue, Camden Town",true
false,,200024,,BikePoints_536,false,"Queensbridge Road, Haggerston",true
false,1330352880000,200239,,BikePoints_537,false,"Old Montague Street, Whitechapel",true
false,,200050,,BikePoints_538,false,"Naval Row, Blackwall",true
false,,200151,,BikePoints_539,false,"Hoxton Station, Hoxton",true
false,,200134,,BikePoints_540,false,"Albany Street, The Regent's Park",true
false,,200096,,BikePoints_541,false,"Green Park Station, Mayfair",true
false,,200147,,BikePoints_542,false,"Salmon Lane, Limehouse",true
false,,200065,,BikePoints_543,false,"Lansdowne Walk, Ladbroke Grove",true
false,,200051,,BikePoints_544,false,"Percival Street, Finsbury",true
false,,200070,,BikePoints_545,false,"Arlington Road, Camden Town",true
false,,200044,,BikePoints_546,false,"New Fetter Lane, Holborn",true
false,,200127,,BikePoints_547,false,"East India DLR, Blackwall",true
false,,200076,,BikePoints_548,false,"Westminster Bridge Road, Elephant & Castle",true
false,,200132,,BikePoints_549,false,"Gaywood  Street, Elephant & Castle",true
false,,200102,,BikePoints_550,false,"Harford Street, Mile End",true
false,1330071720000,200066,,BikePoints_551,false,"Import Dock, Canary Wharf",true
false,,200149,,BikePoints_552,false,"Watney Street, Shadwell",true
false,,200064,,BikePoints_553,false,"Regent's Row , Haggerston",true
false,,200078,,BikePoints_554,false,"Aberfeldy Street, Poplar",true
false,,200138,,BikePoints_556,false,"Heron Quays DLR, Canary Wharf",true
false,,200203,,BikePoints_557,false,"King Edward Street, St Pauls",true
false,1399635120000,200048,,BikePoints_558,false,"Page Street, Westminster",true
false,,200111,,BikePoints_559,false,"Abbotsbury Road, Holland Park",true
false,,200015,,BikePoints_560,false,"Ladbroke Grove Central, Ladbroke Grove",true
false,1330503540000,200037,,BikePoints_561,false,"Rectory Square, Stepney",true
false,1330503420000,200074,,BikePoints_562,false,"Bury Place, Holborn",true
false,,200232,,BikePoints_563,false,"Preston's Road, Cubitt Town",true
false,,200068,,BikePoints_564,false,"Somerset House, Strand",true
false,,200135,,BikePoints_565,false,"Selby Street, Whitechapel",true
false,1330937940000,200141,,BikePoints_566,false,"Westfield Ariel Way, White City",true
false,,200110,,BikePoints_568,false,"Bishop's Bridge Road West, Bayswater",true
false,,200248,,BikePoints_569,false,"Pitfield Street Central, Hoxton",true
false,1330773180000,200099,,BikePoints_570,false,"Upper Bank Street, Canary Wharf",true
false,1330620180000,200061,,BikePoints_571,false,"Westfield Southern Terrace ,Shepherd's Bush",true
false,,200026,,BikePoints_572,false,"Greenland Road, Camden Town",true
false,1331796060000,200001,,BikePoints_573,false,"Limerston Street, West Chelsea",true
false,1333618560000,200246,,BikePoints_574,false,"Eagle Wharf Road, Hoxton",true
false,,200109,,BikePoints_576,false,"Alpha Grove, Millwall",true
false,,200247,,BikePoints_577,false,"Globe Town Market, Bethnal Green",true
false,1330444680000,200244,,BikePoints_578,false,"Hollybush Gardens, Bethnal Green",true
false,,200128,,BikePoints_579,false,"Queen Street 2, Bank",true
false,1392208500000,200084,,BikePoints_580,false,"Doddington Grove, Kennington",true
false,1331883540000,200005,,BikePoints_581,false,"New Cavendish Street, Marylebone",true
false,,200231,,BikePoints_583,false,"Abingdon Green, Westminster",true
false,,200086,,BikePoints_584,false,"Ilchester Gardens, Bayswater",true
false,1331797200000,200092,,BikePoints_586,false,"Mudchute DLR, Cubitt Town",true
false,1332406320000,200101,,BikePoints_587,false,"Monument Street, Monument",true
false,1330937820000,200071,,BikePoints_588,false,"Hoxton Street, Hoxton",true
false,,200060,,BikePoints_589,false,"Drayton Gardens, West Chelsea",true
false,,200236,,BikePoints_590,false,"Greenberry Street, St.John's Wood",true
false,,200108,,BikePoints_592,false,"Bishop's Bridge Road East, Bayswater",true
false,,200058,,BikePoints_593,false,"Northdown Street, King's Cross",true
false,1331710680000,200226,,BikePoints_594,false,"Kingsway Southbound, Strand",true
false,,200142,,BikePoints_595,false,"Hammersmith Road, Hammersmith",true
false,,200237,,BikePoints_596,false,"Parson's Green , Parson's Green",true
false,,200229,,BikePoints_597,false,"Fulham Park Road, Fulham",true
false,1501544700000,200166,,BikePoints_598,false,"Southerton Road, Hammersmith",true
false,,200235,,BikePoints_599,false,"Manbre Road, Hammersmith",true
false,,200133,,BikePoints_600,false,"South Lambeth Road, Vauxhall",true
false,,200136,,BikePoints_601,false,"BBC White City, White City",true
false,,200211,,BikePoints_602,false,"Union Grove, Wandsworth Road",true
false,,200137,,BikePoints_603,false,"Caldwell Street, Stockwell",true
false,,200195,,BikePoints_604,false,"St Martins Close, Camden Town",true
false,,200198,,BikePoints_605,false,"Seymour Place, Marylebone",true
false,,200218,,BikePoints_606,false,"Addison Road, Holland Park",true
false,,200125,,BikePoints_607,false,"Putney Bridge Station, Fulham",true
false,,200224,,BikePoints_608,false,"Colet Gardens, Hammersmith",true
false,1380109980000,200208,,BikePoints_609,false,"Sugden Road, Clapham",true
false,1380113460000,200222,,BikePoints_610,false,"Danvers Street, West Chelsea",true
false,1380203940000,200067,,BikePoints_611,false,"Princedale Road , Holland Park",true
false,1279700160000,001161,,BikePoints_251,false,"Brushfield Street, Liverpool Street",true
false,1279700640000,001111,,BikePoints_252,false,"Jubilee Gardens, South Bank",true
false,1279700820000,001051,,BikePoints_253,false,"Shoreditch Park, Hoxton",true
false,1279700940000,003471,,BikePoints_254,false,"Chadwell Street, Angel",true
false,1279702560000,001147,,BikePoints_255,false,"Clifton Road, Maida Vale",true
false,1279708020000,003484,,BikePoints_256,false,"Houghton Street, Strand",true
false,1279708140000,001194,,BikePoints_257,false,"Westminster University, Marylebone",true
false,1279708380000,001193,,BikePoints_258,false,"Kensington Gore, Knightsbridge",true
false,1279709100000,001180,,BikePoints_259,false,"Bourne Street, Belgravia",true
false,1279711020000,003489,,BikePoints_260,false,"Broadwick Street, Soho",true
false,1279711200000,003491,,BikePoints_261,false,"Princes Square, Bayswater",true
false,1279711620000,001095,,BikePoints_262,false,"LSBU (Borough Road), Elephant & Castle",true
false,1279712160000,001184,,BikePoints_263,false,"St. Mary Axe, Aldgate",true
false,1279712520000,001146,,BikePoints_264,false,"Tysoe Street, Clerkenwell",true
false,1279714320000,003490,,BikePoints_265,false,"Southwick Street, Paddington",true
false,1279714560000,001204,,BikePoints_266,false,"Queen's Gate (North), Kensington",true
false,1279714740000,001155,,BikePoints_267,false,"Regency Street, Westminster",true
false,1279714920000,001087,,BikePoints_268,false,"Belgrave Road, Victoria",true
false,1279715100000,001209,,BikePoints_269,false,"Empire Square, The Borough",true
false,1279720380000,001190,,BikePoints_270,false,"Kennington Lane Rail Bridge, Vauxhall",true
false,1279720920000,001136,,BikePoints_271,false,"London Zoo,  The Regent's Park",true
false,1279721220000,001133,,BikePoints_272,false,"Baylis Road, Waterloo",true
false,1279721400000,001186,,BikePoints_273,false,"Belvedere Road 1, South Bank",true
false,1279721580000,001134,,BikePoints_274,false,"Warwick Road, Olympia",true
false,1279721880000,001191,,BikePoints_275,false,"Barbican Centre, Barbican",true
false,1279723200000,001098,,BikePoints_276,false,"Lower Thames Street, Monument",true
false,1279723320000,001143,,BikePoints_277,false,"Kensington Church Street, Kensington",true
false,1279723500000,001142,,BikePoints_278,false,"Tooley Street, Bermondsey",true
false,1279723740000,001108,,BikePoints_279,false,"North Wharf Road, Paddington",true
false,1279726440000,003462,,BikePoints_280,false,"Royal Avenue 2, Chelsea",true
false,1279726620000,003480,,BikePoints_281,false,"Smith Square, Westminster",true
false,1279726980000,001077,,BikePoints_282,false,"Royal London Hospital, Whitechapel",true
false,1279727220000,001141,,BikePoints_283,false,"Kingsway, Covent Garden",true
false,1279727580000,001117,,BikePoints_284,false,"Lambeth North Station, Waterloo",true
false,1279727880000,001187,,BikePoints_286,false,"St. John's Wood Road, St. John's Wood",true
false,1279728060000,001156,,BikePoints_287,false,"Bedford Way, Bloomsbury",true
false,1279793820000,001138,,BikePoints_288,false,"Elizabeth Bridge, Victoria",true
false,1279794060000,003493,,BikePoints_289,false,"South Audley Street, Mayfair",true
false,1279795140000,003496,,BikePoints_290,false,"St Mary's Hospital, Paddington",true
false,1279800420000,001135,,BikePoints_291,false,"Claverton Street, Pimlico",true
false,1279800600000,001206,,BikePoints_292,false,"Montpelier Street, Knightsbridge",true
false,1279800780000,001214,,BikePoints_293,false,"Kensington Olympia Station, Olympia",true
false,1279800900000,001195,,BikePoints_294,false,"St. George's Square, Pimlico",true
false,1279801080000,001216,,BikePoints_295,false,"Swan Street, The Borough",true
false,1377258960000,200069,,BikePoints_296,false,"Knaresborough Place, Earl's Court",true
false,1279801560000,003498,,BikePoints_297,false,"Geraldine Street, Elephant & Castle",true
false,1279805640000,001213,,BikePoints_298,false,"Curlew Street, Shad Thames",true
false,1279808160000,001196,,BikePoints_299,false,"Vincent Square, Westminster",true
false,1279808700000,001217,,BikePoints_300,false,"Serpentine Car Park, Hyde Park",true
false,1279809000000,001152,,BikePoints_301,false,"Marylebone Lane, Marylebone",true
false,1279812360000,003492,,BikePoints_302,false,"Putney Pier, Wandsworth",true
false,1279812720000,001132,,BikePoints_303,false,"Albert Gate, Hyde Park",true
false,1279816260000,003497,,BikePoints_306,false,"Rathbone Street, Fitzrovia",true
false,1279816500000,001157,,BikePoints_307,false,"Black Lion Gate, Kensington Gardens",true
false,1279816740000,001189,,BikePoints_308,false,"Long Lane , Bermondsey",true
false,1279875060000,001192,,BikePoints_309,false,"Embankment (Savoy), Strand",true
false,1279879560000,001205,,BikePoints_310,false,"Black Prince Road, Vauxhall",true
false,1279880100000,003494,,BikePoints_311,false,"Foley Street, Fitzrovia",true
false,1279880340000,001130,,BikePoints_312,false,"Grove End Road, St. John's Wood",true
false,1279880520000,003495,,BikePoints_313,false,"Wells Street, Fitzrovia",true
false,1279884480000,003485,,BikePoints_314,false,"Tyers Gate, Bermondsey",true
false,1279884660000,001199,,BikePoints_315,false,"The Tennis Courts, The Regent's Park",true
false,1279884840000,000968,1539845760000,BikePoints_316,false,"Warwick Row, Westminster",true
false,1279885080000,001208,,BikePoints_317,false,"Dickens Square, Borough",true
false,1279885320000,001197,,BikePoints_318,false,"Sackville Street, Mayfair",true
false,1279890360000,003500,,BikePoints_319,false,"Baldwin Street, St. Luke's",true
false,1279890840000,001148,,BikePoints_320,false,"Queen Mother Sports Centre, Victoria",true
false,1279891020000,002637,,BikePoints_321,false,"Bermondsey Street, Bermondsey",true
false,1279891920000,003502,,BikePoints_322,false,"Palissy Street, Shoreditch",true
false,1279892040000,003501,,BikePoints_323,false,"Clifton Street, Shoreditch",true
false,1279894920000,001200,,BikePoints_324,false,"Ontario Street, Elephant & Castle",true
false,1279896660000,001158,,BikePoints_325,false,"St. Martin's Street, West End",true
false,1279896840000,001131,,BikePoints_326,false,"Graham Street, Angel",true
false,1280133420000,001128,,BikePoints_327,false,"New North Road 1, Hoxton",true
false,1280133540000,002641,,BikePoints_328,false,"New North Road 2, Hoxton",true
false,1280133720000,002636,,BikePoints_329,false,"Prince Albert Road, The Regent's Park",true
false,1280141280000,001203,,BikePoints_330,false,"Eastbourne Mews, Paddington",true
false,1280141460000,001211,,BikePoints_331,false,"Bunhill Row, Moorgate",true
false,1280142360000,001210,,BikePoints_332,false,"Nevern Place, Earl's Court",true
false,1280142540000,002633,,BikePoints_333,false,"Palace Gardens Terrace, Notting Hill",true
false,1380294600000,200175,,BikePoints_612,false,"Wandsworth Rd, Isley Court, Wandsworth Road",true
false,1380211860000,200214,,BikePoints_613,false,"Woodstock Grove, Shepherd's Bush",true
false,1380795000000,200025,,BikePoints_614,false,"London Fields, Hackney Central",true
false,1380288900000,200029,,BikePoints_615,false,"Finlay Street, Fulham",true
false,,200098,,BikePoints_616,false,"Aintree Street, Fulham",true
false,1380531540000,200028,,BikePoints_617,false,"Elysium Place, Fulham",true
false,1380546540000,300003,,BikePoints_618,false,"Eel Brook Common, Walham Green",true
