terminal_name,temporary,common_name,locked,removal_date,installed,install_date,place_id
300092,false,"Hertford Road, De Beauvoir Town",false,,true,1386159900000,BikePoints_748
300081,false,"Haggerston Road, Haggerston",false,,true,1386172440000,BikePoints_749
300080,false,"Culvert Road, Battersea",false,,true,1386240360000,BikePoints_750
300074,false,"Newton Street, Covent Garden",false,,true,1386250800000,BikePoints_751
300079,false,"London Street, Paddington",false,,true,1650364320000,BikePoints_752
300067,false,"Grenfell Road, Avondale",false,,true,1389003540000,BikePoints_754
300058,false,"The Vale, Chelsea",false,,true,1389008580000,BikePoints_755
300073,false,"Prince of Wales Drive, Battersea Park",false,,true,1390223040000,BikePoints_756
300069,false,"Harcourt Terrace, West Brompton",false,,true,1389094260000,BikePoints_757
300057,false,"Westbourne Park Road, Portobello",false,,true,1389178020000,BikePoints_758
300072,false,"Broadley Terrace, Marylebone",false,,true,1389627480000,BikePoints_759
300068,false,"Humbolt Road, Fulham",false,,true,1389781800000,BikePoints_761
200202,false,"Storey's Gate, Westminster",false,,true,1392039000000,BikePoints_762
300027,false,"Mile End Park Leisure Centre, Mile End",false,,true,1392043020000,BikePoints_763
200185,false,"St. John's Road, Clapham Junction",false,,true,1392633480000,BikePoints_764
300064,false,"Ranelagh Gardens, Fulham",false,,true,1392986940000,BikePoints_765
200079,false,"Ram Street, Wandsworth",false,,true,1392894840000,BikePoints_766
200177,false,"Santos Road, Wandsworth",false,,true,1393406280000,BikePoints_767
300065,false,"Clapham Common North Side, Clapham Common",false,,true,1393494060000,BikePoints_768
300001,false,"Sandilands Road, Walham Green",false,,true,1393939560000,BikePoints_769
300097,false,"Gwendwr Road, West Kensington",false,,true,1394099280000,BikePoints_770
300007,false,"Rifle Place, Avondale",false,,true,1394018400000,BikePoints_771
300015,false,"Binfield Road, Stockwell",false,,true,1396442100000,BikePoints_772
300096,false,"Tallis Street, Temple",false,,true,1396262520000,BikePoints_773
300098,false,"Hurlingham Park, Parsons Green",false,,true,1396265880000,BikePoints_774
300101,false,"Little Brook Green, Brook Green",false,,true,1396270320000,BikePoints_775
300099,false,"Abyssinia Close, Clapham Junction",false,,true,1396273320000,BikePoints_776
300100,false,"Limburg Road, Clapham Junction",false,,true,1406282940000,BikePoints_777
200072,false,"Houndsditch, Aldgate",false,,true,1435313700000,BikePoints_779
300070,false,"Imperial Wharf Station, Sands End",false,,true,1439455200000,BikePoints_780
300032,false,"Victoria & Albert Museum, South Kensington",false,,true,1446485340000,BikePoints_781
000994,false,"Tanner Street, Bermondsey",false,,true,1279026060000,BikePoints_85
003434,false,"Sancroft Street, Vauxhall",false,,true,1279027140000,BikePoints_86
003438,false,"Devonshire Square, Liverpool Street",false,,true,1279027680000,BikePoints_87
001006,false,"Bayley Street , Bloomsbury",false,,true,1279028280000,BikePoints_88
003439,false,"Tavistock Place, Bloomsbury",false,,true,1279029360000,BikePoints_89
001038,false,"Harrington Square 1, Camden Town",false,,true,1279030020000,BikePoints_90
001076,false,"Walnut Tree Walk, Vauxhall",false,,true,1279036740000,BikePoints_91
001082,false,"Borough Road, Elephant & Castle",false,,true,1279037040000,BikePoints_92
002586,false,"Cloudesley Road, Angel",false,,true,1279037760000,BikePoints_93
001070,false,"Bricklayers Arms, Borough",false,,true,1279038420000,BikePoints_94
001065,false,"Aldersgate Street, Barbican",false,,true,1279096560000,BikePoints_95
001047,false,"Falkirk Street, Hoxton",false,,true,1279096980000,BikePoints_96
003447,false,"Gloucester Road (North), Kensington",false,,true,1279097580000,BikePoints_97
000972,false,"Hampstead Road, Euston",false,,true,1279099080000,BikePoints_98
001085,false,"Old Quebec Street, Marylebone",false,,true,1279099680000,BikePoints_99
001059,false,"Albert Embankment, Vauxhall",false,,true,1279099860000,BikePoints_100
000999,false,"Queen Street 1, Bank",false,,true,1279102680000,BikePoints_101
001045,false,"Jewry Street, Aldgate",false,,true,1279102860000,BikePoints_102
003441,false,"Vicarage Gate, Kensington",false,,true,1279103520000,BikePoints_103
000991,false,"Crosswall, Tower",false,,true,1279103760000,BikePoints_104
001041,false,"Westbourne Grove, Bayswater",false,,true,1279105320000,BikePoints_105
001042,false,"Woodstock Street, Mayfair",false,,true,1279106880000,BikePoints_106
001049,false,"Finsbury Leisure Centre, St. Luke's",false,,true,1279107480000,BikePoints_107
003429,false,"Abbey Orchard Street, Westminster",false,,true,1279107720000,BikePoints_108
001052,false,"Soho Square , Soho",false,,true,1279108320000,BikePoints_109
001055,false,"Wellington Road, St. John's Wood",false,,true,1279108920000,BikePoints_110
001037,false,"Park Lane , Hyde Park",false,,true,1279109160000,BikePoints_111
003435,false,"Gloucester Road (Central), South Kensington",false,,true,1279116600000,BikePoints_113
001050,false,"Park Road (Baker Street), The Regent's Park",false,,true,1279119900000,BikePoints_114
001062,false,"Braham Street, Aldgate",false,,true,1279120680000,BikePoints_115
000995,false,"Little Argyll Street, West End",false,,true,1279122360000,BikePoints_116
000998,false,"Lollard Street, Vauxhall",false,,true,1279124220000,BikePoints_117
003457,false,"Rochester Row, Westminster",false,,true,1279124520000,BikePoints_118
000964,false,"Bath Street, St. Luke's",false,,true,1279124760000,BikePoints_119
001044,false,"The Guildhall, Guildhall",false,,true,1279187040000,BikePoints_120
001086,false,"Baker Street, Marylebone",false,,true,1279189200000,BikePoints_121
001068,false,"Norton Folgate, Liverpool Street",false,,true,1279190040000,BikePoints_122
000992,false,"St. John Street, Finsbury",false,,true,1279191300000,BikePoints_123
001069,false,"Eaton Square, Belgravia",false,,true,1279191540000,BikePoints_124
000996,false,"Borough High Street, The Borough",false,,true,1279192200000,BikePoints_125
001043,false,"Museum of London, Barbican",false,,true,1279193340000,BikePoints_126
001063,false,"Wood Street, Guildhall",false,,true,1279193520000,BikePoints_127
001116,false,"Emperor's Gate, South Kensington",false,,true,1279194060000,BikePoints_128
003451,false,"Golden Square, Soho",false,,true,1279198500000,BikePoints_129
001071,false,"Tower Gardens , Tower",false,,true,1279198800000,BikePoints_130
001005,false,"Eversholt Street , Camden Town",false,,true,1279199280000,BikePoints_131
000973,false,"Bethnal Green Road, Shoreditch",false,,true,1279199520000,BikePoints_132
003436,false,"Derry Street, Kensington",false,,true,1279200240000,BikePoints_133
001039,false,"Wapping High Street, Wapping",false,,true,1279200900000,BikePoints_134
001053,false,"Clerkenwell Green, Clerkenwell",false,,true,1279201080000,BikePoints_135
001048,false,"Queen Victoria Street, St. Paul's",false,,true,1279201200000,BikePoints_136
003464,false,"Green Street, Mayfair",false,,true,1279205220000,BikePoints_138
001078,false,"Lambeth Road, Vauxhall",false,,true,1279205460000,BikePoints_139
001056,false,"Finsbury Square , Moorgate",false,,true,1279205580000,BikePoints_140
001003,false,"Chapel Place, Marylebone",false,,true,1279210980000,BikePoints_141
001001,false,"West Cromwell Road, Earl's Court",false,,true,1279211220000,BikePoints_142
001114,false,"Pont Street, Knightsbridge",false,,true,1279211400000,BikePoints_143
001093,false,"Kennington Cross, Kennington",false,,true,1279211580000,BikePoints_144
001115,false,"Ilchester Place, Kensington",false,,true,1279212180000,BikePoints_145
001046,false,"Vauxhall Bridge , Pimlico",false,,true,1279212360000,BikePoints_146
000965,false,"Tachbrook Street, Victoria",false,,true,,BikePoints_148
001073,false,"Kennington Road Post Office, Oval",false,,true,1279215360000,BikePoints_149
001002,false,"Holy Trinity Brompton, Knightsbridge",false,,true,1279215540000,BikePoints_150
001120,false,"Chepstow Villas, Notting Hill",false,,true,1279215720000,BikePoints_151
001118,false,"Hampton Street, Walworth",false,,true,1279215900000,BikePoints_152
001096,false,"Bayswater Road, Hyde Park",false,,true,1279216080000,BikePoints_153
001072,false,"Waterloo Station 3, Waterloo",false,,true,,BikePoints_154
001121,false,"Lexham Gardens, Kensington",false,,true,1279272660000,BikePoints_155
000966,false,"New Kent Road, The Borough",false,,true,1279273080000,BikePoints_156
001094,false,"Wright's Lane, Kensington",false,,true,1279273200000,BikePoints_157
001113,false,"Trebovir Road, Earl's Court",false,,true,1279273320000,BikePoints_158
003458,false,"Waterloo Place, St. James's",false,,true,1279274280000,BikePoints_160
003478,false,"Guildhouse Street, Victoria",false,,true,1279286940000,BikePoints_161
001123,false,"Southampton Place, Holborn",false,,true,1279287120000,BikePoints_162
003461,false,"Sloane Avenue, Knightsbridge",false,,true,1279287300000,BikePoints_163
001178,false,"Cleveland Gardens, Bayswater",false,,true,1279287600000,BikePoints_164
002585,false,"Orsett Terrace, Bayswater",false,,true,1279287960000,BikePoints_165
001177,false,"Seville Street, Knightsbridge",false,,true,1279288140000,BikePoints_166
003465,false,"Eccleston Place, Victoria",false,,true,,BikePoints_167
003463,false,"Argyll Road, Kensington",false,,true,1279289400000,BikePoints_168
022171,false,"Red Lion Street, Holborn",false,,true,1323350220000,BikePoints_436
200056,false,"Vauxhall Walk, Vauxhall",false,,true,1325746380000,BikePoints_437
200053,false,"Killick Street, King's Cross",false,,true,1325705460000,BikePoints_439
200032,false,"Kennington Oval, Oval",false,,true,1325708160000,BikePoints_440
200039,false,"Sail Street, Vauxhall",false,,true,1325711220000,BikePoints_441
200035,false,"Walmer Road, Avondale",false,,true,1325940420000,BikePoints_442
200033,false,"Philpot Street, Whitechapel",false,,true,1325941800000,BikePoints_443
200047,false,"Bethnal Green Garden, Bethnal Green",false,,true,1325944680000,BikePoints_444
200003,false,"Cheshire Street, Bethnal Green",false,,true,1325945820000,BikePoints_445
200042,false,"York Hall, Bethnal Green",false,,true,1325948880000,BikePoints_446
200054,false,"Jubilee Crescent, Cubitt Town",false,,true,1325949000000,BikePoints_447
022165,false,"Fisherman's Walk West, Canary Wharf",false,,true,1325952660000,BikePoints_448
200020,false,"Shadwell Station, Shadwell",false,,true,1325952900000,BikePoints_449
