common_name,terminal_name,installed,install_date,locked,place_id,temporary,removal_date
"Shouldham Street, Marylebone",002693,true,1299075120000,false,BikePoints_396,false,
"Devonshire Terrace, Bayswater",001227,true,1299075900000,false,BikePoints_397,false,
"Holland Park, Kensington",010631,true,1299076440000,false,BikePoints_398,false,
"Brick Lane Market, Shoreditch",002687,true,1299582900000,false,BikePoints_399,false,
"George Street, Marylebone",001225,true,1299583260000,false,BikePoints_400,false,
"Columbia Road, Shoreditch",002701,true,1299592500000,false,BikePoints_401,false,
"Penfold Street, Marylebone",010625,true,1299592860000,false,BikePoints_402,false,
"George Place Mews, Marylebone",010630,true,1299593640000,false,BikePoints_403,false,
"Palace Gate, Kensington Gardens",001110,true,1299669180000,false,BikePoints_404,false,
"Gloucester Road Station, South Kensington",001107,true,1299669300000,false,BikePoints_405,false,
"Sun Street, Liverpool Street",001129,true,,false,BikePoints_408,false,
"Strata, Elephant & Castle",010624,true,,false,BikePoints_409,false,
"Edgware Road Station, Marylebone",001058,true,,false,BikePoints_410,false,
"Rotherhithe Roundabout, Rotherhithe",010629,true,,false,BikePoints_411,false,
"Cleaver Street, Kennington",010628,true,1302006180000,false,BikePoints_412,false,
"Chelsea Bridge, Pimlico",022160,true,1308735300000,false,BikePoints_419,false,
"Southwark Station 1, Southwark",022162,true,1309258380000,false,BikePoints_420,false,
"Southwark Station 2, Southwark",022163,true,1309258440000,false,BikePoints_421,false,
"Eaton Square (South), Belgravia",022164,true,1309860240000,false,BikePoints_423,false,
"Ebury Bridge, Pimlico",022159,true,1324551120000,false,BikePoints_424,false,
"Vincent Street, Pimlico",022161,true,1310463720000,false,BikePoints_426,false,
"Exhibition Road, Knightsbridge",022179,true,1318496100000,false,BikePoints_428,false,
"South Parade, Chelsea",022182,true,1324549980000,false,BikePoints_430,false,
"Crinan Street, King's Cross",022183,true,1323355020000,false,BikePoints_431,false,
"Exhibition Road Museums 1, South Kensington",022158,true,1319448720000,false,BikePoints_432,false,
"Shoreditch Court, Haggerston",200121,true,1384254300000,false,BikePoints_698,false,
"Belford House, Haggerston",200057,true,1384256040000,false,BikePoints_699,false,
"Battersea Church Road, Battersea",200201,true,1384343280000,false,BikePoints_700,false,
"Vicarage Crescent, Battersea",200077,true,1384345080000,false,BikePoints_701,false,
"Durant Street, Bethnal Green",200213,true,1384345860000,false,BikePoints_702,false,
"St. Bride Street, Holborn",200094,true,1384357800000,false,BikePoints_703,false,
"Mexfield Road, East Putney",200063,true,1384443480000,false,BikePoints_704,false,
"Upper Richmond Road, Putney",300042,true,1384453020000,false,BikePoints_705,true,1539845700000
"Snowsfields, London Bridge",200193,true,1384420920000,false,BikePoints_706,false,
"Barons Court Station, West Kensington",200197,true,1384435680000,false,BikePoints_707,false,
"Disraeli Road, Putney",200217,true,1384530180000,false,BikePoints_708,false,
"Montserrat Road , Putney",200205,true,1384510140000,false,BikePoints_709,false,
"Albert Bridge Road, Battersea Park",300045,true,1384520580000,false,BikePoints_710,false,
"Everington Street, Fulham",300028,true,1384791540000,false,BikePoints_711,false,
"Mile End Stadium, Mile End",300056,true,1384797120000,false,BikePoints_712,false,
"Hawley Crescent, Camden Town",200122,true,1384774620000,false,BikePoints_713,false,
"Stewart's Road, Wandsworth Road",300055,true,1384865400000,false,BikePoints_714,false,
"Aylward Street, Stepney",300049,true,1384868460000,false,BikePoints_715,false,
"Dunston Road , Haggerston",300024,true,1384952400000,false,BikePoints_717,false,
"Ada Street, Hackney Central",300040,true,1384962840000,false,BikePoints_718,false,
"Victoria Park Road, Hackney Central",300011,true,1384968480000,false,BikePoints_719,false,
"Star Road, West Kensington",300038,true,1385025840000,false,BikePoints_720,false,
"Wendon Street, Old Ford",300039,true,1385028480000,false,BikePoints_721,false,
"Finnis Street, Bethnal Green",300041,true,1385028600000,false,BikePoints_722,false,
"Stephendale Road, Sands End",300053,true,1385035380000,false,BikePoints_723,false,
"Alma Road, Wandsworth",300046,true,1385125380000,false,BikePoints_724,false,
"Walworth Square, Walworth",300050,true,1563352500000,false,BikePoints_725,false,
"Alfreda Street, Battersea Park",300047,true,1385128740000,false,BikePoints_726,false,
"Chesilton Road, Fulham",300054,true,1385132160000,false,BikePoints_727,false,
"Putney Bridge Road, East Putney",300044,true,1385466780000,false,BikePoints_728,false,
"St. Peter's Terrace, Fulham",300043,true,1385391300000,false,BikePoints_729,false,
"Bridge Avenue, Hammersmith",300082,true,1385132580000,false,BikePoints_730,false,
"Michael Road, Walham Green",300095,true,1385394720000,false,BikePoints_731,false,
"Duke Street Hill, London Bridge",300083,true,1385458020000,false,BikePoints_732,false,
"Park Lane, Mayfair",300093,true,1385460840000,false,BikePoints_733,false,
"Plough Terrace, Clapham Junction",300094,true,1385464500000,false,BikePoints_734,false,
"Grant Road East, Clapham Junction",200120,true,1385383080000,false,BikePoints_735,false,
"Queensdale Road, Shepherd's Bush",300088,true,1385472900000,false,BikePoints_736,false,
"Fulham Broadway, Walham Green",300086,true,1385554620000,false,BikePoints_737,false,
"Imperial Road, Sands End",300087,true,1385563380000,false,BikePoints_738,false,
"Hortensia Road, West Brompton",300091,true,1385631000000,false,BikePoints_739,false,
"Sirdar Road, Avondale",300084,true,1385635440000,false,BikePoints_740,false,
"Freston Road, Avondale",300085,true,1385640120000,false,BikePoints_741,false,
"Blenheim Crescent, Ladbroke Grove",300090,true,1385649540000,false,BikePoints_742,false,
"Oxford Road, Putney",300078,true,1385723700000,false,BikePoints_743,false,
"Ingrave Street, Clapham Junction",300077,true,1385729760000,false,BikePoints_744,false,
"Upcerne Road, West Chelsea",300075,true,1385740020000,false,BikePoints_745,false,
"Lots Road, West Chelsea",300076,true,1385985720000,false,BikePoints_746,false,
"Ormonde Gate, Chelsea",300089,true,1385997240000,false,BikePoints_747,false,
"Hertford Road, De Beauvoir Town",300092,true,1386159900000,false,BikePoints_748,false,
"Haggerston Road, Haggerston",300081,true,1386172440000,false,BikePoints_749,false,
"Culvert Road, Battersea",300080,true,1386240360000,false,BikePoints_750,false,
"Newton Street, Covent Garden",300074,true,1386250800000,false,BikePoints_751,false,
"London Street, Paddington",300079,true,1650364320000,false,BikePoints_752,false,
"Grenfell Road, Avondale",300067,true,1389003540000,false,BikePoints_754,false,
"The Vale, Chelsea",300058,true,1389008580000,false,BikePoints_755,false,
"Prince of Wales Drive, Battersea Park",300073,true,1390223040000,false,BikePoints_756,false,
"Harcourt Terrace, West Brompton",300069,true,1389094260000,false,BikePoints_757,false,
"Westbourne Park Road, Portobello",300057,true,1389178020000,false,BikePoints_758,false,
"Broadley Terrace, Marylebone",300072,true,1389627480000,false,BikePoints_759,false,
"Humbolt Road, Fulham",300068,true,1389781800000,false,BikePoints_761,false,
"Storey's Gate, Westminster",200202,true,1392039000000,false,BikePoints_762,false,
"Mile End Park Leisure Centre, Mile End",300027,true,1392043020000,false,BikePoints_763,false,
"St. John's Road, Clapham Junction",200185,true,1392633480000,false,BikePoints_764,false,
"Ranelagh Gardens, Fulham",300064,true,1392986940000,false,BikePoints_765,false,
"Ram Street, Wandsworth",200079,true,1392894840000,false,BikePoints_766,false,
"Santos Road, Wandsworth",200177,true,1393406280000,false,BikePoints_767,false,
"Clapham Common North Side, Clapham Common",300065,true,1393494060000,false,BikePoints_768,false,
"Sandilands Road, Walham Green",300001,true,1393939560000,false,BikePoints_769,false,
"Gwendwr Road, West Kensington",300097,true,1394099280000,false,BikePoints_770,false,
"Rifle Place, Avondale",300007,true,1394018400000,false,BikePoints_771,false,
"Binfield Road, Stockwell",300015,true,1396442100000,false,BikePoints_772,false,
"Tallis Street, Temple",300096,true,1396262520000,false,BikePoints_773,false,
"Hurlingham Park, Parsons Green",300098,true,1396265880000,false,BikePoints_774,false,
"Little Brook Green, Brook Green",300101,true,1396270320000,false,BikePoints_775,false,
"Abyssinia Close, Clapham Junction",300099,true,1396273320000,false,BikePoints_776,false,
"Limburg Road, Clapham Junction",300100,true,1406282940000,false,BikePoints_777,false,
"Houndsditch, Aldgate",200072,true,1435313700000,false,BikePoints_779,false,
"Imperial Wharf Station, Sands End",300070,true,1439455200000,false,BikePoints_780,false,
"Porchester Place, Paddington",003477,true,1279289760000,false,BikePoints_169,false,
"Hardwick Street, Clerkenwell",001057,true,1279290180000,false,BikePoints_170,false,
"Collingham Gardens, Earl's Court",003459,true,1279291200000,false,BikePoints_171,false,
"Sumner Place, South Kensington",001124,true,1279291500000,false,BikePoints_172,false,
"Waterloo Road, South Bank",001176,true,1279292700000,false,BikePoints_173,false,
"Strand, Strand",001100,true,1279295940000,false,BikePoints_174,false,
"Worship Street, Shoreditch",000997,true,1529674980000,false,BikePoints_175,false,
"Gloucester Terrace, Bayswater",001173,true,1279297560000,false,BikePoints_176,false,
"Ashley Place, Victoria",001122,true,1279297740000,false,BikePoints_177,false,
"Warwick Square, Pimlico",003460,true,1279297920000,false,BikePoints_178,false,
"North Audley Street, Mayfair",001126,true,1279298220000,false,BikePoints_180,false,
"Belgrave Square, Belgravia",003473,true,1279298460000,false,BikePoints_181,false,
"Bell Street , Marylebone",001166,true,1279363140000,false,BikePoints_182,false,
"Riverlight North, Nine Elms",001165,true,1279364160000,false,BikePoints_183,false,
"Portland Place, Marylebone",001164,true,1279364280000,false,BikePoints_184,false,
"Alderney Street, Pimlico",001174,true,1279365360000,false,BikePoints_185,false,
"South Wharf Road, Paddington",001167,true,1279365480000,false,BikePoints_186,false,
"Queen's Gate (South), South Kensington",001172,true,1279365720000,false,BikePoints_187,false,
"Nutford Place, Marylebone",001112,true,1279376760000,false,BikePoints_188,false,
"Claremont Square, Angel",001104,true,1279377180000,false,BikePoints_189,false,
"Rampayne Street, Pimlico",001106,true,1279381080000,false,BikePoints_190,false,
"Hyde Park Corner, Hyde Park",001075,true,1279383120000,false,BikePoints_191,false,
"Wardour Street, Soho",001163,true,1279383300000,false,BikePoints_192,false,
"Bankside Mix, Bankside",000963,true,1279392479356,false,BikePoints_193,false,
"Hop Exchange, The Borough",000960,true,1279392479395,false,BikePoints_194,false,
"Milroy Walk, South Bank",000959,true,1279392479432,false,BikePoints_195,false,
"Union Street, The Borough",000961,true,1279392479471,false,BikePoints_196,false,
"Stamford Street, South Bank",000962,true,1279392479520,false,BikePoints_197,false,
"Great Tower Street, Monument",001080,true,1279441800000,false,BikePoints_199,false,
"LMU Commercial Road, Whitechapel",001105,true,1279441920000,false,BikePoints_200,false,
"Dorset Square, Marylebone",001162,true,1279444080000,false,BikePoints_201,false,
"Leman Street, Aldgate",001102,true,1279444320000,false,BikePoints_202,false,
"West Smithfield Rotunda, Farringdon",001040,true,1279445580000,false,BikePoints_203,false,
"Margery Street, Clerkenwell",003468,true,1279466640000,false,BikePoints_204,false,
"New Road 1 , Whitechapel",001171,true,1279471380000,false,BikePoints_206,false,
"Grosvenor Crescent, Belgravia",001169,true,1279558140000,false,BikePoints_207,false,
"Mallory Street, Marylebone",001175,true,1279472580000,false,BikePoints_208,false,
"Hinde Street, Marylebone",003476,true,1279535160000,false,BikePoints_210,false,
"Cadogan Place, Knightsbridge",003469,true,1279535820000,false,BikePoints_211,false,
"Campden Hill Road, Notting Hill",003487,true,1279536840000,false,BikePoints_212,false,
"Wellington Arch, Hyde Park",001109,true,1279537020000,false,BikePoints_213,false,
"Endsleigh Gardens, Euston",001079,true,1279537200000,false,BikePoints_214,false,
"Moorfields, Moorgate",001092,true,1279537380000,false,BikePoints_215,false,
"Old Brompton Road, South Kensington",003479,true,1279537920000,false,BikePoints_216,false,
"Wormwood Street, Liverpool Street",002587,true,1279538040000,false,BikePoints_217,false,
"St. Luke's Church, Chelsea",003486,true,1279543740000,false,BikePoints_218,false,
"Bramham Gardens, Earl's Court",001183,true,1279545900000,false,BikePoints_219,false,
"Chelsea Green, Chelsea",001179,true,1279546320000,false,BikePoints_220,false,
"Horseferry Road, Westminster",001170,true,1279552200000,false,BikePoints_221,false,
"Knightsbridge, Hyde Park",001101,true,1279614120000,false,BikePoints_222,false,
"Rodney Road , Walworth",003481,true,1279614420000,false,BikePoints_223,false,
"Queensway, Kensington Gardens",001150,true,1279615020000,false,BikePoints_224,false,
"Notting Hill Gate Station, Notting Hill",001182,true,1279616280000,false,BikePoints_225,false,
"Charles II Street, West End",003488,true,1279616520000,false,BikePoints_226,false,
"Great Percy Street, Clerkenwell",003470,true,1279616700000,false,BikePoints_227,false,
"St. James's Square, St. James's",001067,true,1279616880000,false,BikePoints_228,false,
"Whitehall Place, Strand",001151,true,1279617780000,false,BikePoints_229,false,
"Poured Lines, Bankside",001144,true,1279618020000,false,BikePoints_230,false,
"Queen's Gate (Central), South Kensington",001089,true,1279622820000,false,BikePoints_231,false,
"Carey Street, Holborn",001139,true,1279623240000,false,BikePoints_232,false,
"Pall Mall East, West End",001153,true,1279624260000,false,BikePoints_233,false,
"Liverpool Road (N1 Centre), Angel",001081,true,1279624680000,false,BikePoints_234,false,
"Kennington Road  , Vauxhall",001154,true,1279625640000,false,BikePoints_235,false,
"Fashion Street, Whitechapel",003483,true,1279625940000,false,BikePoints_236,false,
"Dock Street, Wapping",003467,true,1279799040000,false,BikePoints_237,false,
"Frampton Street, Paddington",001099,true,1279627920000,false,BikePoints_238,false,
"Warren Street Station, Euston",001090,true,1279628160000,false,BikePoints_239,false,
"Colombo Street, Southwark",003472,true,1279628280000,false,BikePoints_240,false,
"Beaumont Street, Marylebone",003482,true,1279628640000,false,BikePoints_242,false,
"Gloucester Street, Pimlico",001103,true,1279628940000,false,BikePoints_243,false,
"Earnshaw Street , Covent Garden",001145,true,1279629240000,false,BikePoints_244,false,
"Grosvenor Road, Pimlico",001140,true,1279629660000,false,BikePoints_245,false,
"Berry Street, Clerkenwell",001159,true,1279639740000,false,BikePoints_246,false,
"St. John's Wood Church, The Regent's Park",001091,true,1279639920000,false,BikePoints_247,false,
"Triangle Car Park, Hyde Park",001088,true,1279640160000,false,BikePoints_248,false,
"Harper Road, The Borough",001137,true,1279640400000,false,BikePoints_249,false,
"Royal Avenue 1, Chelsea",003440,true,1279641000000,false,BikePoints_250,false,
"Brushfield Street, Liverpool Street",001161,true,1279700160000,false,BikePoints_251,false,
"Jubilee Gardens, South Bank",001111,true,1279700640000,false,BikePoints_252,false,
"Shoreditch Park, Hoxton",001051,true,1279700820000,false,BikePoints_253,false,
"Driffield Road, Old Ford",200030,true,,false,BikePoints_521,false,
"Clinton Road, Mile End",200161,true,,false,BikePoints_522,false,
"Langdon Park, Poplar",200160,true,,false,BikePoints_523,false,
"Lancaster Gate , Bayswater",200017,true,1328515080000,false,BikePoints_524,false,
"Blythe Road, Olympia",200153,true,1643301180000,false,BikePoints_525,false,
"Lancaster Drive, Blackwall",200143,true,,false,BikePoints_526,false,
"Hansard Mews, Holland Park",200154,true,1328777280000,false,BikePoints_527,false,
"Clarges Street, Mayfair",200088,true,1328777880000,false,BikePoints_528,false,
"Manresa Road, Chelsea",200010,true,,false,BikePoints_529,false,
"Newby Place, Poplar",200146,true,,false,BikePoints_530,false,
"Twig Folly Bridge, Mile End",200167,true,1328778840000,false,BikePoints_531,false,
"Jubilee Plaza, Canary Wharf",200163,true,1328886360000,false,BikePoints_532,false,
"Wellington Row, Bethnal Green",200165,true,,false,BikePoints_533,false,
"Goldsmith's Row, Haggerston",200159,true,,false,BikePoints_534,false,
"Gloucester Avenue, Camden Town",200145,true,,false,BikePoints_535,false,
"Queensbridge Road, Haggerston",200024,true,,false,BikePoints_536,false,
"Old Montague Street, Whitechapel",200239,true,1330352880000,false,BikePoints_537,false,
"Naval Row, Blackwall",200050,true,,false,BikePoints_538,false,
"Hoxton Station, Hoxton",200151,true,,false,BikePoints_539,false,
"Albany Street, The Regent's Park",200134,true,,false,BikePoints_540,false,
"Green Park Station, Mayfair",200096,true,,false,BikePoints_541,false,
"Salmon Lane, Limehouse",200147,true,,false,BikePoints_542,false,
"Lansdowne Walk, Ladbroke Grove",200065,true,,false,BikePoints_543,false,
"Percival Street, Finsbury",200051,true,,false,BikePoints_544,false,
"Arlington Road, Camden Town",200070,true,,false,BikePoints_545,false,
"New Fetter Lane, Holborn",200044,true,,false,BikePoints_546,false,
"East India DLR, Blackwall",200127,true,,false,BikePoints_547,false,
"Westminster Bridge Road, Elephant & Castle",200076,true,,false,BikePoints_548,false,
"Gaywood  Street, Elephant & Castle",200132,true,,false,BikePoints_549,false,
"Harford Street, Mile End",200102,true,,false,BikePoints_550,false,
"Import Dock, Canary Wharf",200066,true,1330071720000,false,BikePoints_551,false,
"Watney Street, Shadwell",200149,true,,false,BikePoints_552,false,
"Regent's Row , Haggerston",200064,true,,false,BikePoints_553,false,
"Aberfeldy Street, Poplar",200078,true,,false,BikePoints_554,false,
"Heron Quays DLR, Canary Wharf",200138,true,,false,BikePoints_556,false,
"Page Street, Westminster",200048,true,1399635120000,false,BikePoints_558,false,
"Abbotsbury Road, Holland Park",200111,true,,false,BikePoints_559,false,
"Ladbroke Grove Central, Ladbroke Grove",200015,true,,false,BikePoints_560,false,
"Rectory Square, Stepney",200037,true,1330503540000,false,BikePoints_561,false,
"Bury Place, Holborn",200074,true,1330503420000,false,BikePoints_562,false,
"Preston's Road, Cubitt Town",200232,true,,false,BikePoints_563,false,
"Somerset House, Strand",200068,true,,false,BikePoints_564,false,
"Selby Street, Whitechapel",200135,true,,false,BikePoints_565,false,
"Westfield Ariel Way, White City",200141,true,1330937940000,false,BikePoints_566,false,
"Bishop's Bridge Road West, Bayswater",200110,true,,false,BikePoints_568,false,
"Pitfield Street Central, Hoxton",200248,true,,false,BikePoints_569,false,
"Upper Bank Street, Canary Wharf",200099,true,1330773180000,false,BikePoints_570,false,
"Westfield Southern Terrace ,Shepherd's Bush",200061,true,1330620180000,false,BikePoints_571,false,
"Greenland Road, Camden Town",200026,true,,false,BikePoints_572,false,
"Limerston Street, West Chelsea",200001,true,1331796060000,false,BikePoints_573,false,
"Eagle Wharf Road, Hoxton",200246,true,1333618560000,false,BikePoints_574,false,
"Alpha Grove, Millwall",200109,true,,false,BikePoints_576,false,
"Globe Town Market, Bethnal Green",200247,true,,false,BikePoints_577,false,
"Hollybush Gardens, Bethnal Green",200244,true,1330444680000,false,BikePoints_578,false,
"Queen Street 2, Bank",200128,true,,false,BikePoints_579,false,
"Doddington Grove, Kennington",200084,true,1392208500000,false,BikePoints_580,false,
"New Cavendish Street, Marylebone",200005,true,1331883540000,false,BikePoints_581,false,
"Abingdon Green, Westminster",200231,true,,false,BikePoints_583,false,
"Ilchester Gardens, Bayswater",200086,true,,false,BikePoints_584,false,
"Mudchute DLR, Cubitt Town",200092,true,1331797200000,false,BikePoints_586,false,
"Monument Street, Monument",200101,true,1332406320000,false,BikePoints_587,false,
"Hoxton Street, Hoxton",200071,true,1330937820000,false,BikePoints_588,false,
"Drayton Gardens, West Chelsea",200060,true,,false,BikePoints_589,false,
"Greenberry Street, St.John's Wood",200236,true,,false,BikePoints_590,false,
"Bishop's Bridge Road East, Bayswater",200108,true,,false,BikePoints_592,false,
"Northdown Street, King's Cross",200058,true,,false,BikePoints_593,false,
"Kingsway Southbound, Strand",200226,true,1331710680000,false,BikePoints_594,false,
"Hammersmith Road, Hammersmith",200142,true,,false,BikePoints_595,false,
"Parson's Green , Parson's Green",200237,true,,false,BikePoints_596,false,
"Fulham Park Road, Fulham",200229,true,,false,BikePoints_597,false,
"Southerton Road, Hammersmith",200166,true,1501544700000,false,BikePoints_598,false,
"Manbre Road, Hammersmith",200235,true,,false,BikePoints_599,false,
"South Lambeth Road, Vauxhall",200133,true,,false,BikePoints_600,false,
"BBC White City, White City",200136,true,,false,BikePoints_601,false,
"Union Grove, Wandsworth Road",200211,true,,false,BikePoints_602,false,
"Caldwell Street, Stockwell",200137,true,,false,BikePoints_603,false,
"St Martins Close, Camden Town",200195,true,,false,BikePoints_604,false,
"Addison Road, Holland Park",200218,true,,false,BikePoints_606,false,
"Putney Bridge Station, Fulham",200125,true,,false,BikePoints_607,false,
"Colet Gardens, Hammersmith",200224,true,,false,BikePoints_608,false,
"Sugden Road, Clapham",200208,true,1380109980000,false,BikePoints_609,false,
"Danvers Street, West Chelsea",200222,true,1380113460000,false,BikePoints_610,false,
"Princedale Road , Holland Park",200067,true,1380203940000,false,BikePoints_611,false,
"Wandsworth Rd, Isley Court, Wandsworth Road",200175,true,1380294600000,false,BikePoints_612,false,
"Woodstock Grove, Shepherd's Bush",200214,true,1380211860000,false,BikePoints_613,false,
"London Fields, Hackney Central",200025,true,1380795000000,false,BikePoints_614,false,
"Chadwell Street, Angel",003471,true,1279700940000,false,BikePoints_254,false,
"Clifton Road, Maida Vale",001147,true,1279702560000,false,BikePoints_255,false,
"Houghton Street, Strand",003484,true,1279708020000,false,BikePoints_256,false,
"Westminster University, Marylebone",001194,true,1279708140000,false,BikePoints_257,false,
"Kensington Gore, Knightsbridge",001193,true,1279708380000,false,BikePoints_258,false,
"Bourne Street, Belgravia",001180,true,1279709100000,false,BikePoints_259,false,
"Broadwick Street, Soho",003489,true,1279711020000,false,BikePoints_260,false,
"Princes Square, Bayswater",003491,true,1279711200000,false,BikePoints_261,false,
"LSBU (Borough Road), Elephant & Castle",001095,true,1279711620000,false,BikePoints_262,false,
"St. Mary Axe, Aldgate",001184,true,1279712160000,false,BikePoints_263,false,
"Tysoe Street, Clerkenwell",001146,true,1279712520000,false,BikePoints_264,false,
"Southwick Street, Paddington",003490,true,1279714320000,false,BikePoints_265,false,
"Queen's Gate (North), Kensington",001204,true,1279714560000,false,BikePoints_266,false,
"Regency Street, Westminster",001155,true,1279714740000,false,BikePoints_267,false,
"Belgrave Road, Victoria",001087,true,1279714920000,false,BikePoints_268,false,
"Empire Square, The Borough",001209,true,1279715100000,false,BikePoints_269,false,
"Kennington Lane Rail Bridge, Vauxhall",001190,true,1279720380000,false,BikePoints_270,false,
"London Zoo,  The Regent's Park",001136,true,1279720920000,false,BikePoints_271,false,
"Baylis Road, Waterloo",001133,true,1279721220000,false,BikePoints_272,false,
"Belvedere Road 1, South Bank",001186,true,1279721400000,false,BikePoints_273,false,
"Warwick Road, Olympia",001134,true,1279721580000,false,BikePoints_274,false,
"Barbican Centre, Barbican",001191,true,1279721880000,false,BikePoints_275,false,
"Lower Thames Street, Monument",001098,true,1279723200000,false,BikePoints_276,false,
"Kensington Church Street, Kensington",001143,true,1279723320000,false,BikePoints_277,false,
"Tooley Street, Bermondsey",001142,true,1279723500000,false,BikePoints_278,false,
"North Wharf Road, Paddington",001108,true,1279723740000,false,BikePoints_279,false,
"Royal Avenue 2, Chelsea",003462,true,1279726440000,false,BikePoints_280,false,
"Smith Square, Westminster",003480,true,1279726620000,false,BikePoints_281,false,
"Royal London Hospital, Whitechapel",001077,true,1279726980000,false,BikePoints_282,false,
"Kingsway, Covent Garden",001141,true,1279727220000,false,BikePoints_283,false,
"Lambeth North Station, Waterloo",001117,true,1279727580000,false,BikePoints_284,false,
"St. John's Wood Road, St. John's Wood",001187,true,1279727880000,false,BikePoints_286,false,
"Bedford Way, Bloomsbury",001156,true,1279728060000,false,BikePoints_287,false,
"Elizabeth Bridge, Victoria",001138,true,1279793820000,false,BikePoints_288,false,
"South Audley Street, Mayfair",003493,true,1279794060000,false,BikePoints_289,false,
"St Mary's Hospital, Paddington",003496,true,1279795140000,false,BikePoints_290,false,
"Claverton Street, Pimlico",001135,true,1279800420000,false,BikePoints_291,false,
"Kensington Olympia Station, Olympia",001214,true,1279800780000,false,BikePoints_293,false,
"St. George's Square, Pimlico",001195,true,1279800900000,false,BikePoints_294,false,
"Swan Street, The Borough",001216,true,1279801080000,false,BikePoints_295,false,
"Knaresborough Place, Earl's Court",200069,true,1377258960000,false,BikePoints_296,false,
"Geraldine Street, Elephant & Castle",003498,true,1279801560000,false,BikePoints_297,false,
"Curlew Street, Shad Thames",001213,true,1279805640000,false,BikePoints_298,false,
"Vincent Square, Westminster",001196,true,1279808160000,false,BikePoints_299,false,
"Serpentine Car Park, Hyde Park",001217,true,1279808700000,false,BikePoints_300,false,
"Marylebone Lane, Marylebone",001152,true,1279809000000,false,BikePoints_301,false,
"Putney Pier, Wandsworth",003492,true,1279812360000,false,BikePoints_302,false,
"Albert Gate, Hyde Park",001132,true,1279812720000,false,BikePoints_303,false,
"Rathbone Street, Fitzrovia",003497,true,1279816260000,false,BikePoints_306,false,
"Black Lion Gate, Kensington Gardens",001157,true,1279816500000,false,BikePoints_307,false,
"Long Lane , Bermondsey",001189,true,1279816740000,false,BikePoints_308,false,
"Embankment (Savoy), Strand",001192,true,1279875060000,false,BikePoints_309,false,
"Black Prince Road, Vauxhall",001205,true,1279879560000,false,BikePoints_310,false,
"Foley Street, Fitzrovia",003494,true,1279880100000,false,BikePoints_311,false,
"Grove End Road, St. John's Wood",001130,true,1279880340000,false,BikePoints_312,false,
"Wells Street, Fitzrovia",003495,true,1279880520000,false,BikePoints_313,false,
"Tyers Gate, Bermondsey",003485,true,1279884480000,false,BikePoints_314,false,
"The Tennis Courts, The Regent's Park",001199,true,1279884660000,false,BikePoints_315,false,
"Warwick Row, Westminster",000968,true,1279884840000,false,BikePoints_316,false,1539845760000
"Dickens Square, Borough",001208,true,1279885080000,false,BikePoints_317,false,
"Sackville Street, Mayfair",001197,true,1279885320000,false,BikePoints_318,false,
"Queen Mother Sports Centre, Victoria",001148,true,1279890840000,false,BikePoints_320,false,
"Bermondsey Street, Bermondsey",002637,true,1279891020000,false,BikePoints_321,false,
"Palissy Street, Shoreditch",003502,true,1279891920000,false,BikePoints_322,false,
"Clifton Street, Shoreditch",003501,true,1279892040000,false,BikePoints_323,false,
"Ontario Street, Elephant & Castle",001200,true,1279894920000,false,BikePoints_324,false,
"St. Martin's Street, West End",001158,true,1279896660000,false,BikePoints_325,false,
"Graham Street, Angel",001131,true,1279896840000,false,BikePoints_326,false,
"New North Road 1, Hoxton",001128,true,1280133420000,false,BikePoints_327,false,
"New North Road 2, Hoxton",002641,true,1280133540000,false,BikePoints_328,false,
"Prince Albert Road, The Regent's Park",002636,true,1280133720000,false,BikePoints_329,false,
"Eastbourne Mews, Paddington",001203,true,1280141280000,false,BikePoints_330,false,
"Bunhill Row, Moorgate",001211,true,1280141460000,false,BikePoints_331,false,
"Palace Gardens Terrace, Notting Hill",002633,true,1280142540000,false,BikePoints_333,false,
"Concert Hall Approach 1, South Bank",002635,true,1280147580000,false,BikePoints_334,false,
"Tavistock Street, Covent Garden",001207,true,1280152560000,false,BikePoints_335,false,
"Concert Hall Approach 2, South Bank",001212,true,1280152800000,false,BikePoints_336,false,
"Pembridge Villas, Notting Hill",002589,true,1280153100000,false,BikePoints_337,false,
"Finlay Street, Fulham",200029,true,1380288900000,false,BikePoints_615,false,
"Aintree Street, Fulham",200098,true,,false,BikePoints_616,false,
"Elysium Place, Fulham",200028,true,1380531540000,false,BikePoints_617,false,
"Eel Brook Common, Walham Green",300003,true,1380546540000,false,BikePoints_618,false,
"Irene Road, Parsons Green",300012,true,1380552360000,false,BikePoints_619,false,
"Surrey Lane, Battersea",300010,true,1380629040000,false,BikePoints_620,false,
"Wandsworth Town Station, Wandsworth",200091,true,1380899280000,false,BikePoints_621,false,
"Lansdowne Road, Ladbroke Grove",200172,true,1380901680000,false,BikePoints_622,false,
"Nantes Close, Wandsworth",200186,true,1381135320000,false,BikePoints_623,false,
"Courland Grove, Wandsworth Road",200173,true,1381224240000,false,BikePoints_624,false,
"Queen's Circus, Battersea Park",200190,true,1381227480000,false,BikePoints_625,false,
"Normand Park, West Kensington",300008,true,1381920300000,false,BikePoints_626,false,
"Holden Street, Battersea",200007,true,1381931400000,false,BikePoints_627,false,
"William Morris Way, Sands End",200062,true,1381414980000,false,BikePoints_628,false,
"Morie Street, Wandsworth",200187,true,1381479480000,false,BikePoints_629,false,
