temporary,install_date,terminal_name,locked,common_name,installed,place_id,removal_date
false,1326790860000,200006,false,"Hewison Street, Old Ford",true,BikePoints_471,
false,1326791160000,200019,false,"Malmesbury Road, Bow",true,BikePoints_472,
false,1326816540000,022167,false,"Millharbour, Millwall",true,BikePoints_473,
false,1326822960000,200155,false,"Gascoyne Road, Victoria Park",true,BikePoints_474,
false,1326825480000,200004,false,"Lightermans Road, Millwall",true,BikePoints_475,
false,1326962100000,200009,false,"Stebondale Street, Cubitt Town",true,BikePoints_476,
false,1326963780000,200018,false,"Spindrift Avenue, Millwall",true,BikePoints_477,
false,1326965580000,200012,false,"Stepney Green Station, Stepney",true,BikePoints_478,
false,1326966240000,200156,false,"Pott Street, Bethnal Green",true,BikePoints_479,
false,1326975420000,200115,false,"Flamborough Street, Limehouse",true,BikePoints_480,
false,1326996480000,200022,false,"Saunders Ness Road, Cubitt Town",true,BikePoints_481,
false,1326996720000,200052,false,"Exhibition Road Museums 2, South Kensington",true,BikePoints_482,
false,1327088280000,022166,false,"Albert Gardens, Stepney",true,BikePoints_483,
false,1327339740000,022172,false,"Bromley High Street, Bow",true,BikePoints_484,
false,1327255440000,022173,false,"Old Ford Road, Bethnal Green",true,BikePoints_485,
false,1327338660000,022174,false,"Granby Street, Shoreditch",true,BikePoints_486,
false,1327936860000,022175,false,"Canton Street, Poplar",true,BikePoints_487,
false,1327254960000,022176,false,"Reardon Street, Wapping",true,BikePoints_488,
false,,200090,false,"Pennington Street, Wapping",true,BikePoints_490,
false,1327256220000,200249,false,"Queen Mary's, Mile End",true,BikePoints_491,
false,1327256520000,200230,false,"Maplin Street, Mile End",true,BikePoints_492,
false,1327433220000,200233,false,"South Quay East, Canary Wharf",true,BikePoints_494,
false,1327340460000,200252,false,"Bow Church Station, Bow",true,BikePoints_495,
false,1327400820000,200255,false,"Devons Road, Bow",true,BikePoints_496,
false,1327398420000,200242,false,"Merchant Street, Bow",true,BikePoints_497,
false,1327398660000,200251,false,"Bow Road Station, Bow",true,BikePoints_498,
false,1327407960000,200011,false,"Furze Green, Bow",true,BikePoints_499,
false,1327430040000,200148,false,"Ansell House, Stepney",true,BikePoints_500,
false,1327430220000,200073,false,"Cephas Street, Bethnal Green",true,BikePoints_501,
false,1563957840000,200241,false,"Bonner Gate, Victoria Park",true,BikePoints_502,
false,1327492920000,200250,false,"Cleveland Way, Stepney",true,BikePoints_503,
false,1327937820000,200243,false,"St. John's Park, Cubitt Town",true,BikePoints_504,
false,1327937460000,200038,false,"Ackroyd Drive, Bow",true,BikePoints_505,
false,1327938660000,200036,false,"Bell Lane, Liverpool Street",true,BikePoints_506,
false,1327938420000,200131,false,"Clarkson Street, Bethnal Green",true,BikePoints_507,
false,1327938180000,200157,false,"Fournier Street, Whitechapel",true,BikePoints_508,
false,1327938120000,200253,false,"Fore Street, Guildhall",true,BikePoints_509,
false,,200238,false,"Westferry DLR, Limehouse",true,BikePoints_510,
false,1327937940000,200256,false,"Sutton Street, Shadwell",true,BikePoints_511,
false,1328112600000,200083,false,"Pritchard's Road, Bethnal Green",true,BikePoints_512,
false,,200162,false,"Watney Market, Stepney",true,BikePoints_513,
false,1328201520000,200008,false,"Portman Square, Marylebone",true,BikePoints_514,
false,,200080,false,"Russell Gardens, Olympia",true,BikePoints_515,
false,1328202420000,200089,false,"Chrisp Street Market, Poplar",true,BikePoints_516,
false,1326790860000,200027,false,"Ford Road, Old Ford",true,BikePoints_517,
false,,200041,false,"Antill Road, Mile End",true,BikePoints_518,
false,,200254,false,"Teviot Street, Poplar",true,BikePoints_519,
false,,200234,false,"Bancroft Road, Bethnal Green",true,BikePoints_520,
false,,200030,false,"Driffield Road, Old Ford",true,BikePoints_521,
false,1446485820000,300210,false,"Halford Road, West Kensington",true,BikePoints_782,
false,1448529660000,300213,false,"Monier Road, Hackney Wick",true,BikePoints_783,
false,1452789240000,300200,false,"East Village, Queen Elizabeth Olympic Park",true,BikePoints_784,
false,1451908440000,300233,false,"Aquatic Centre, Queen Elizabeth Olympic Park",true,BikePoints_785,
false,1451918160000,300029,false,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",true,BikePoints_786,
false,1451900700000,300227,false,"Timber Lodge, Queen Elizabeth Olympic Park",true,BikePoints_787,
false,1451906880000,300226,false,"Copper Box Arena, Queen Elizabeth Olympic Park",true,BikePoints_788,
false,1452507000000,300021,false,"Podium, Queen Elizabeth Olympic Park",true,BikePoints_789,
false,1452687420000,300234,false,"Stratford Station, Stratford",true,BikePoints_790,
false,1454926380000,300214,false,"Blackfriars Road, Southwark",true,BikePoints_792,
false,1459424760000,300205,false,"Cromer Street, Bloomsbury",true,BikePoints_793,
false,1456404240000,300204,false,"Victoria Rise, Clapham Common",true,BikePoints_794,
false,1456744740000,300203,false,"Euston Square Gardens, Euston",true,BikePoints_795,
false,1456746420000,300201,false,"Coram Street, Bloomsbury",true,BikePoints_796,
false,1456839540000,300211,false,"Ossulston Street, Somers Town",true,BikePoints_797,
false,1464787980000,300212,false,"Birkenhead Street, King's Cross",true,BikePoints_798,
false,1464876480000,300202,false,"Kings Gate House, Westminster",true,BikePoints_799,
false,1457107140000,300248,false,"Sopwith Way, Battersea Park",true,BikePoints_800,
false,1458824640000,300208,false,"Lavington Street, Bankside",true,BikePoints_801,
false,1464865500000,300209,false,"Albert Square, Stockwell",true,BikePoints_802,
false,1464787860000,300238,false,"Southwark Street, Bankside",true,BikePoints_803,
false,1459410960000,300243,false,"Good's Way, King's Cross",true,BikePoints_804,
false,1467626400000,300244,false,"The Metropolitan, Portobello",true,BikePoints_805,
false,1472723460000,300241,false,"Handyside Street, King's Cross",true,BikePoints_806,
false,1466715600000,300236,false,"Bevington Road West, North Kensington",true,BikePoints_807,
false,1461753540000,300207,false,"Gauden Road, Clapham",true,BikePoints_808,
false,1467640800000,300240,false,"Lincoln's Inn Fields, Holborn",true,BikePoints_809,
false,1464943200000,300237,false,"Tate Modern, Bankside",true,BikePoints_810,
false,1469538960000,300228,false,"Westferry Circus, Canary Wharf",true,BikePoints_811,
false,1469005200000,300217,false,"Here East North, Queen Elizabeth Olympic Park",true,BikePoints_812,
false,1467627120000,300224,false,"New Spring Gardens Walk, Vauxhall",true,BikePoints_813,
false,1464870060000,300245,false,"Clapham Road, Lingham Street, Stockwell",true,BikePoints_814,
false,1462357680000,300231,false,"Lambeth Palace Road, Waterloo",true,BikePoints_815,
false,1489065360000,300219,false,"Here East South, Queen Elizabeth Olympic Park",true,BikePoints_816,
false,1464949140000,300232,false,"Riverlight South, Nine Elms",true,BikePoints_817,
false,1563958740000,300249,false,"Westminster Pier, Westminster",true,BikePoints_818,
false,1476360120000,300246,false,"Belvedere Road 2, South Bank",true,BikePoints_819,
false,1481807940000,300239,false,"Victory Place, Walworth",true,BikePoints_820,
false,1487335920000,300221,false,"Battersea Power Station, Battersea Park",true,BikePoints_821,
false,1500554880000,300242,false,"Allington Street, Victoria",true,BikePoints_826,
false,1517788800000,300247,false,"Cranmer Road, Stockwell",true,BikePoints_827,
false,1517788800000,300225,false,"Normandy Road, Stockwell",true,BikePoints_828,
false,1517443200000,300230,false,"Wynne Road, Stockwell",true,BikePoints_829,
false,1517961600000,300229,false,"Sidney Road, Stockwell",true,BikePoints_830,
false,1517961600000,300215,false,"St John's Crescent, Brixton",true,BikePoints_831,
false,1517961600000,200240,false,"Ferndale Road, Brixton",true,BikePoints_832,
false,1517875200000,300206,false,"Saltoun Road, Brixton",true,BikePoints_833,
false,1529449200000,300216,false,"Gas Holders, Battersea Park",true,BikePoints_834,
false,,300220,false,"Farringdon Street, Holborn",true,BikePoints_835,
false,,300235,false,"York Way, Kings Cross",true,BikePoints_836,
false,1539254700000,300222,false,"Fore Street Avenue, Guildhall",true,BikePoints_838,
false,1544611140000,200144,false,"Sea Containers, South Bank",true,BikePoints_839,
false,1599752640000,002679,false,"George Row, Bermondsey",true,BikePoints_840,
false,,002667,false,"Tower Wharf, Bermondsey",true,BikePoints_841,
false,1600856400000,300250,false,"Temple Gardens, Temple",true,BikePoints_842,
false,1608298140000,300252,false,"Canada Water Station, Rotherhithe",true,BikePoints_844,
false,1608303660000,300253,false,"Bermondsey Station, Bermondsey",true,BikePoints_845,
false,1279289760000,003477,false,"Porchester Place, Paddington",true,BikePoints_169,
false,1279290180000,001057,false,"Hardwick Street, Clerkenwell",true,BikePoints_170,
false,1279291200000,003459,false,"Collingham Gardens, Earl's Court",true,BikePoints_171,
false,1279291500000,001124,false,"Sumner Place, South Kensington",true,BikePoints_172,
false,1279292700000,001176,false,"Waterloo Road, South Bank",true,BikePoints_173,
false,1279295940000,001100,false,"Strand, Strand",true,BikePoints_174,
false,1529674980000,000997,false,"Worship Street, Shoreditch",true,BikePoints_175,
false,1279297560000,001173,false,"Gloucester Terrace, Bayswater",true,BikePoints_176,
false,1279297740000,001122,false,"Ashley Place, Victoria",true,BikePoints_177,
false,1279297920000,003460,false,"Warwick Square, Pimlico",true,BikePoints_178,
false,1279298220000,001126,false,"North Audley Street, Mayfair",true,BikePoints_180,
false,1279298460000,003473,false,"Belgrave Square, Belgravia",true,BikePoints_181,
false,1279363140000,001166,false,"Bell Street , Marylebone",true,BikePoints_182,
false,1279364160000,001165,false,"Riverlight North, Nine Elms",true,BikePoints_183,
false,1279364280000,001164,false,"Portland Place, Marylebone",true,BikePoints_184,
false,1279365360000,001174,false,"Alderney Street, Pimlico",true,BikePoints_185,
false,1279365480000,001167,false,"South Wharf Road, Paddington",true,BikePoints_186,
false,1279365720000,001172,false,"Queen's Gate (South), South Kensington",true,BikePoints_187,
false,1279376760000,001112,false,"Nutford Place, Marylebone",true,BikePoints_188,
false,1279377180000,001104,false,"Claremont Square, Angel",true,BikePoints_189,
false,1279381080000,001106,false,"Rampayne Street, Pimlico",true,BikePoints_190,
false,1279383120000,001075,false,"Hyde Park Corner, Hyde Park",true,BikePoints_191,
false,1279383300000,001163,false,"Wardour Street, Soho",true,BikePoints_192,
false,1279392479356,000963,false,"Bankside Mix, Bankside",true,BikePoints_193,
false,1279392479395,000960,false,"Hop Exchange, The Borough",true,BikePoints_194,
false,1279392479432,000959,false,"Milroy Walk, South Bank",true,BikePoints_195,
false,1279392479471,000961,false,"Union Street, The Borough",true,BikePoints_196,
false,1279392479520,000962,false,"Stamford Street, South Bank",true,BikePoints_197,
false,1279441800000,001080,false,"Great Tower Street, Monument",true,BikePoints_199,
false,1279441920000,001105,false,"LMU Commercial Road, Whitechapel",true,BikePoints_200,
false,1279444080000,001162,false,"Dorset Square, Marylebone",true,BikePoints_201,
false,1279444320000,001102,false,"Leman Street, Aldgate",true,BikePoints_202,
false,1279445580000,001040,false,"West Smithfield Rotunda, Farringdon",true,BikePoints_203,
false,1279466640000,003468,false,"Margery Street, Clerkenwell",true,BikePoints_204,
false,1279471380000,001171,false,"New Road 1 , Whitechapel",true,BikePoints_206,
false,1279558140000,001169,false,"Grosvenor Crescent, Belgravia",true,BikePoints_207,
false,1279472580000,001175,false,"Mallory Street, Marylebone",true,BikePoints_208,
false,1279535160000,003476,false,"Hinde Street, Marylebone",true,BikePoints_210,
false,1279535820000,003469,false,"Cadogan Place, Knightsbridge",true,BikePoints_211,
false,1279536840000,003487,false,"Campden Hill Road, Notting Hill",true,BikePoints_212,
false,1279537020000,001109,false,"Wellington Arch, Hyde Park",true,BikePoints_213,
false,1279537200000,001079,false,"Endsleigh Gardens, Euston",true,BikePoints_214,
false,1279537380000,001092,false,"Moorfields, Moorgate",true,BikePoints_215,
false,1279537920000,003479,false,"Old Brompton Road, South Kensington",true,BikePoints_216,
false,1279538040000,002587,false,"Wormwood Street, Liverpool Street",true,BikePoints_217,
false,1279543740000,003486,false,"St. Luke's Church, Chelsea",true,BikePoints_218,
false,1279545900000,001183,false,"Bramham Gardens, Earl's Court",true,BikePoints_219,
false,1279546320000,001179,false,"Chelsea Green, Chelsea",true,BikePoints_220,
false,1279552200000,001170,false,"Horseferry Road, Westminster",true,BikePoints_221,
false,1279614120000,001101,false,"Knightsbridge, Hyde Park",true,BikePoints_222,
false,1279614420000,003481,false,"Rodney Road , Walworth",true,BikePoints_223,
false,1279615020000,001150,false,"Queensway, Kensington Gardens",true,BikePoints_224,
false,1279616280000,001182,false,"Notting Hill Gate Station, Notting Hill",true,BikePoints_225,
false,1279616520000,003488,false,"Charles II Street, West End",true,BikePoints_226,
false,1279616700000,003470,false,"Great Percy Street, Clerkenwell",true,BikePoints_227,
false,1279616880000,001067,false,"St. James's Square, St. James's",true,BikePoints_228,
false,1279617780000,001151,false,"Whitehall Place, Strand",true,BikePoints_229,
false,1279618020000,001144,false,"Poured Lines, Bankside",true,BikePoints_230,
false,1279622820000,001089,false,"Queen's Gate (Central), South Kensington",true,BikePoints_231,
false,1279623240000,001139,false,"Carey Street, Holborn",true,BikePoints_232,
false,1279624260000,001153,false,"Pall Mall East, West End",true,BikePoints_233,
false,1279624680000,001081,false,"Liverpool Road (N1 Centre), Angel",true,BikePoints_234,
false,1279625640000,001154,false,"Kennington Road  , Vauxhall",true,BikePoints_235,
false,1279625940000,003483,false,"Fashion Street, Whitechapel",true,BikePoints_236,
false,1279799040000,003467,false,"Dock Street, Wapping",true,BikePoints_237,
false,1279627920000,001099,false,"Frampton Street, Paddington",true,BikePoints_238,
false,1279628160000,001090,false,"Warren Street Station, Euston",true,BikePoints_239,
false,1279628280000,003472,false,"Colombo Street, Southwark",true,BikePoints_240,
false,1279628640000,003482,false,"Beaumont Street, Marylebone",true,BikePoints_242,
false,1279628940000,001103,false,"Gloucester Street, Pimlico",true,BikePoints_243,
false,1279629240000,001145,false,"Earnshaw Street , Covent Garden",true,BikePoints_244,
false,1279629660000,001140,false,"Grosvenor Road, Pimlico",true,BikePoints_245,
false,1279639740000,001159,false,"Berry Street, Clerkenwell",true,BikePoints_246,
false,1279639920000,001091,false,"St. John's Wood Church, The Regent's Park",true,BikePoints_247,
false,1279640160000,001088,false,"Triangle Car Park, Hyde Park",true,BikePoints_248,
false,1279640400000,001137,false,"Harper Road, The Borough",true,BikePoints_249,
false,1279641000000,003440,false,"Royal Avenue 1, Chelsea",true,BikePoints_250,
false,1279700160000,001161,false,"Brushfield Street, Liverpool Street",true,BikePoints_251,
false,1279700640000,001111,false,"Jubilee Gardens, South Bank",true,BikePoints_252,
false,1279700820000,001051,false,"Shoreditch Park, Hoxton",true,BikePoints_253,
false,,200161,false,"Clinton Road, Mile End",true,BikePoints_522,
false,,200160,false,"Langdon Park, Poplar",true,BikePoints_523,
false,1328515080000,200017,false,"Lancaster Gate , Bayswater",true,BikePoints_524,
false,1643301180000,200153,false,"Blythe Road, Olympia",true,BikePoints_525,
false,,200143,false,"Lancaster Drive, Blackwall",true,BikePoints_526,
false,1328777280000,200154,false,"Hansard Mews, Holland Park",true,BikePoints_527,
false,1328777880000,200088,false,"Clarges Street, Mayfair",true,BikePoints_528,
false,,200010,false,"Manresa Road, Chelsea",true,BikePoints_529,
false,,200146,false,"Newby Place, Poplar",true,BikePoints_530,
false,1328778840000,200167,false,"Twig Folly Bridge, Mile End",true,BikePoints_531,
false,1328886360000,200163,false,"Jubilee Plaza, Canary Wharf",true,BikePoints_532,
false,,200165,false,"Wellington Row, Bethnal Green",true,BikePoints_533,
false,,200159,false,"Goldsmith's Row, Haggerston",true,BikePoints_534,
false,,200145,false,"Gloucester Avenue, Camden Town",true,BikePoints_535,
false,,200024,false,"Queensbridge Road, Haggerston",true,BikePoints_536,
false,1330352880000,200239,false,"Old Montague Street, Whitechapel",true,BikePoints_537,
false,,200050,false,"Naval Row, Blackwall",true,BikePoints_538,
false,,200151,false,"Hoxton Station, Hoxton",true,BikePoints_539,
false,,200134,false,"Albany Street, The Regent's Park",true,BikePoints_540,
false,,200096,false,"Green Park Station, Mayfair",true,BikePoints_541,
false,,200147,false,"Salmon Lane, Limehouse",true,BikePoints_542,
false,,200065,false,"Lansdowne Walk, Ladbroke Grove",true,BikePoints_543,
false,,200051,false,"Percival Street, Finsbury",true,BikePoints_544,
false,,200070,false,"Arlington Road, Camden Town",true,BikePoints_545,
false,,200044,false,"New Fetter Lane, Holborn",true,BikePoints_546,
false,,200127,false,"East India DLR, Blackwall",true,BikePoints_547,
false,,200076,false,"Westminster Bridge Road, Elephant & Castle",true,BikePoints_548,
false,,200132,false,"Gaywood  Street, Elephant & Castle",true,BikePoints_549,
false,,200102,false,"Harford Street, Mile End",true,BikePoints_550,
false,1330071720000,200066,false,"Import Dock, Canary Wharf",true,BikePoints_551,
false,,200149,false,"Watney Street, Shadwell",true,BikePoints_552,
false,,200064,false,"Regent's Row , Haggerston",true,BikePoints_553,
false,,200078,false,"Aberfeldy Street, Poplar",true,BikePoints_554,
false,,200138,false,"Heron Quays DLR, Canary Wharf",true,BikePoints_556,
false,,200203,false,"King Edward Street, St Pauls",true,BikePoints_557,
false,1399635120000,200048,false,"Page Street, Westminster",true,BikePoints_558,
false,,200111,false,"Abbotsbury Road, Holland Park",true,BikePoints_559,
false,,200015,false,"Ladbroke Grove Central, Ladbroke Grove",true,BikePoints_560,
false,1330503540000,200037,false,"Rectory Square, Stepney",true,BikePoints_561,
false,1330503420000,200074,false,"Bury Place, Holborn",true,BikePoints_562,
false,,200232,false,"Preston's Road, Cubitt Town",true,BikePoints_563,
false,,200068,false,"Somerset House, Strand",true,BikePoints_564,
false,,200135,false,"Selby Street, Whitechapel",true,BikePoints_565,
false,1330937940000,200141,false,"Westfield Ariel Way, White City",true,BikePoints_566,
false,,200110,false,"Bishop's Bridge Road West, Bayswater",true,BikePoints_568,
false,,200248,false,"Pitfield Street Central, Hoxton",true,BikePoints_569,
false,1330773180000,200099,false,"Upper Bank Street, Canary Wharf",true,BikePoints_570,
false,1330620180000,200061,false,"Westfield Southern Terrace ,Shepherd's Bush",true,BikePoints_571,
false,,200026,false,"Greenland Road, Camden Town",true,BikePoints_572,
false,1331796060000,200001,false,"Limerston Street, West Chelsea",true,BikePoints_573,
false,1333618560000,200246,false,"Eagle Wharf Road, Hoxton",true,BikePoints_574,
false,,200109,false,"Alpha Grove, Millwall",true,BikePoints_576,
false,,200247,false,"Globe Town Market, Bethnal Green",true,BikePoints_577,
false,1330444680000,200244,false,"Hollybush Gardens, Bethnal Green",true,BikePoints_578,
false,,200128,false,"Queen Street 2, Bank",true,BikePoints_579,
false,1392208500000,200084,false,"Doddington Grove, Kennington",true,BikePoints_580,
false,1331883540000,200005,false,"New Cavendish Street, Marylebone",true,BikePoints_581,
false,,200231,false,"Abingdon Green, Westminster",true,BikePoints_583,
false,,200086,false,"Ilchester Gardens, Bayswater",true,BikePoints_584,
false,1331797200000,200092,false,"Mudchute DLR, Cubitt Town",true,BikePoints_586,
false,1332406320000,200101,false,"Monument Street, Monument",true,BikePoints_587,
false,1330937820000,200071,false,"Hoxton Street, Hoxton",true,BikePoints_588,
false,,200060,false,"Drayton Gardens, West Chelsea",true,BikePoints_589,
false,,200236,false,"Greenberry Street, St.John's Wood",true,BikePoints_590,
false,,200108,false,"Bishop's Bridge Road East, Bayswater",true,BikePoints_592,
false,,200058,false,"Northdown Street, King's Cross",true,BikePoints_593,
false,1331710680000,200226,false,"Kingsway Southbound, Strand",true,BikePoints_594,
false,,200142,false,"Hammersmith Road, Hammersmith",true,BikePoints_595,
false,,200237,false,"Parson's Green , Parson's Green",true,BikePoints_596,
false,,200229,false,"Fulham Park Road, Fulham",true,BikePoints_597,
false,1501544700000,200166,false,"Southerton Road, Hammersmith",true,BikePoints_598,
false,,200235,false,"Manbre Road, Hammersmith",true,BikePoints_599,
false,,200133,false,"South Lambeth Road, Vauxhall",true,BikePoints_600,
false,,200136,false,"BBC White City, White City",true,BikePoints_601,
false,,200211,false,"Union Grove, Wandsworth Road",true,BikePoints_602,
false,,200137,false,"Caldwell Street, Stockwell",true,BikePoints_603,
false,,200195,false,"St Martins Close, Camden Town",true,BikePoints_604,
false,,200198,false,"Seymour Place, Marylebone",true,BikePoints_605,
false,,200218,false,"Addison Road, Holland Park",true,BikePoints_606,
false,,200125,false,"Putney Bridge Station, Fulham",true,BikePoints_607,
false,,200224,false,"Colet Gardens, Hammersmith",true,BikePoints_608,
false,1380109980000,200208,false,"Sugden Road, Clapham",true,BikePoints_609,
false,1380113460000,200222,false,"Danvers Street, West Chelsea",true,BikePoints_610,
false,1380203940000,200067,false,"Princedale Road , Holland Park",true,BikePoints_611,
false,1380294600000,200175,false,"Wandsworth Rd, Isley Court, Wandsworth Road",true,BikePoints_612,
false,1380211860000,200214,false,"Woodstock Grove, Shepherd's Bush",true,BikePoints_613,
false,1380795000000,200025,false,"London Fields, Hackney Central",true,BikePoints_614,
false,1279700940000,003471,false,"Chadwell Street, Angel",true,BikePoints_254,
false,1279702560000,001147,false,"Clifton Road, Maida Vale",true,BikePoints_255,
false,1279708020000,003484,false,"Houghton Street, Strand",true,BikePoints_256,
false,1279708140000,001194,false,"Westminster University, Marylebone",true,BikePoints_257,
false,1279708380000,001193,false,"Kensington Gore, Knightsbridge",true,BikePoints_258,
false,1279709100000,001180,false,"Bourne Street, Belgravia",true,BikePoints_259,
false,1279711020000,003489,false,"Broadwick Street, Soho",true,BikePoints_260,
false,1279711200000,003491,false,"Princes Square, Bayswater",true,BikePoints_261,
false,1279711620000,001095,false,"LSBU (Borough Road), Elephant & Castle",true,BikePoints_262,
false,1279712160000,001184,false,"St. Mary Axe, Aldgate",true,BikePoints_263,
false,1279712520000,001146,false,"Tysoe Street, Clerkenwell",true,BikePoints_264,
false,1279714320000,003490,false,"Southwick Street, Paddington",true,BikePoints_265,
false,1279714560000,001204,false,"Queen's Gate (North), Kensington",true,BikePoints_266,
false,1279714740000,001155,false,"Regency Street, Westminster",true,BikePoints_267,
false,1279714920000,001087,false,"Belgrave Road, Victoria",true,BikePoints_268,
false,1279715100000,001209,false,"Empire Square, The Borough",true,BikePoints_269,
false,1279720380000,001190,false,"Kennington Lane Rail Bridge, Vauxhall",true,BikePoints_270,
false,1279720920000,001136,false,"London Zoo,  The Regent's Park",true,BikePoints_271,
false,1279721220000,001133,false,"Baylis Road, Waterloo",true,BikePoints_272,
false,1279721400000,001186,false,"Belvedere Road 1, South Bank",true,BikePoints_273,
false,1279721580000,001134,false,"Warwick Road, Olympia",true,BikePoints_274,
false,1279721880000,001191,false,"Barbican Centre, Barbican",true,BikePoints_275,
false,1279723200000,001098,false,"Lower Thames Street, Monument",true,BikePoints_276,
false,1279723320000,001143,false,"Kensington Church Street, Kensington",true,BikePoints_277,
false,1279723500000,001142,false,"Tooley Street, Bermondsey",true,BikePoints_278,
false,1279723740000,001108,false,"North Wharf Road, Paddington",true,BikePoints_279,
false,1279726440000,003462,false,"Royal Avenue 2, Chelsea",true,BikePoints_280,
false,1279726620000,003480,false,"Smith Square, Westminster",true,BikePoints_281,
false,1279726980000,001077,false,"Royal London Hospital, Whitechapel",true,BikePoints_282,
false,1279727220000,001141,false,"Kingsway, Covent Garden",true,BikePoints_283,
false,1279727580000,001117,false,"Lambeth North Station, Waterloo",true,BikePoints_284,
false,1279727880000,001187,false,"St. John's Wood Road, St. John's Wood",true,BikePoints_286,
false,1279728060000,001156,false,"Bedford Way, Bloomsbury",true,BikePoints_287,
false,1279793820000,001138,false,"Elizabeth Bridge, Victoria",true,BikePoints_288,
false,1279794060000,003493,false,"South Audley Street, Mayfair",true,BikePoints_289,
false,1279795140000,003496,false,"St Mary's Hospital, Paddington",true,BikePoints_290,
false,1279800420000,001135,false,"Claverton Street, Pimlico",true,BikePoints_291,
false,1279800780000,001214,false,"Kensington Olympia Station, Olympia",true,BikePoints_293,
false,1279800900000,001195,false,"St. George's Square, Pimlico",true,BikePoints_294,
false,1279801080000,001216,false,"Swan Street, The Borough",true,BikePoints_295,
false,1377258960000,200069,false,"Knaresborough Place, Earl's Court",true,BikePoints_296,
false,1279801560000,003498,false,"Geraldine Street, Elephant & Castle",true,BikePoints_297,
false,1279805640000,001213,false,"Curlew Street, Shad Thames",true,BikePoints_298,
false,1279808160000,001196,false,"Vincent Square, Westminster",true,BikePoints_299,
false,1279808700000,001217,false,"Serpentine Car Park, Hyde Park",true,BikePoints_300,
false,1279809000000,001152,false,"Marylebone Lane, Marylebone",true,BikePoints_301,
false,1279812360000,003492,false,"Putney Pier, Wandsworth",true,BikePoints_302,
false,1279812720000,001132,false,"Albert Gate, Hyde Park",true,BikePoints_303,
false,1279816260000,003497,false,"Rathbone Street, Fitzrovia",true,BikePoints_306,
false,1279816500000,001157,false,"Black Lion Gate, Kensington Gardens",true,BikePoints_307,
false,1279816740000,001189,false,"Long Lane , Bermondsey",true,BikePoints_308,
false,1279875060000,001192,false,"Embankment (Savoy), Strand",true,BikePoints_309,
false,1279879560000,001205,false,"Black Prince Road, Vauxhall",true,BikePoints_310,
false,1279880100000,003494,false,"Foley Street, Fitzrovia",true,BikePoints_311,
false,1279880340000,001130,false,"Grove End Road, St. John's Wood",true,BikePoints_312,
false,1279880520000,003495,false,"Wells Street, Fitzrovia",true,BikePoints_313,
false,1279884480000,003485,false,"Tyers Gate, Bermondsey",true,BikePoints_314,
false,1279884660000,001199,false,"The Tennis Courts, The Regent's Park",true,BikePoints_315,
false,1279884840000,000968,false,"Warwick Row, Westminster",true,BikePoints_316,1539845760000
false,1279885080000,001208,false,"Dickens Square, Borough",true,BikePoints_317,
false,1279885320000,001197,false,"Sackville Street, Mayfair",true,BikePoints_318,
false,1279890360000,003500,false,"Baldwin Street, St. Luke's",true,BikePoints_319,
false,1279890840000,001148,false,"Queen Mother Sports Centre, Victoria",true,BikePoints_320,
false,1279891020000,002637,false,"Bermondsey Street, Bermondsey",true,BikePoints_321,
false,1279891920000,003502,false,"Palissy Street, Shoreditch",true,BikePoints_322,
false,1279892040000,003501,false,"Clifton Street, Shoreditch",true,BikePoints_323,
false,1279894920000,001200,false,"Ontario Street, Elephant & Castle",true,BikePoints_324,
false,1279896660000,001158,false,"St. Martin's Street, West End",true,BikePoints_325,
false,1279896840000,001131,false,"Graham Street, Angel",true,BikePoints_326,
false,1280133420000,001128,false,"New North Road 1, Hoxton",true,BikePoints_327,
false,1280133540000,002641,false,"New North Road 2, Hoxton",true,BikePoints_328,
false,1280133720000,002636,false,"Prince Albert Road, The Regent's Park",true,BikePoints_329,
false,1280141280000,001203,false,"Eastbourne Mews, Paddington",true,BikePoints_330,
false,1280141460000,001211,false,"Bunhill Row, Moorgate",true,BikePoints_331,
false,1280142540000,002633,false,"Palace Gardens Terrace, Notting Hill",true,BikePoints_333,
false,1280147580000,002635,false,"Concert Hall Approach 1, South Bank",true,BikePoints_334,
false,1280152560000,001207,false,"Tavistock Street, Covent Garden",true,BikePoints_335,
false,1280152800000,001212,false,"Concert Hall Approach 2, South Bank",true,BikePoints_336,
false,1280153100000,002589,false,"Pembridge Villas, Notting Hill",true,BikePoints_337,
false,1280158740000,001202,false,"Wellington Street , Strand",true,BikePoints_338,
false,1380288900000,200029,false,"Finlay Street, Fulham",true,BikePoints_615,
false,,200098,false,"Aintree Street, Fulham",true,BikePoints_616,
false,1380531540000,200028,false,"Elysium Place, Fulham",true,BikePoints_617,
false,1380546540000,300003,false,"Eel Brook Common, Walham Green",true,BikePoints_618,
false,1380552360000,300012,false,"Irene Road, Parsons Green",true,BikePoints_619,
false,1380629040000,300010,false,"Surrey Lane, Battersea",true,BikePoints_620,
false,1380899280000,200091,false,"Wandsworth Town Station, Wandsworth",true,BikePoints_621,
false,1380901680000,200172,false,"Lansdowne Road, Ladbroke Grove",true,BikePoints_622,
false,1381135320000,200186,false,"Nantes Close, Wandsworth",true,BikePoints_623,
false,1381224240000,200173,false,"Courland Grove, Wandsworth Road",true,BikePoints_624,
false,1381227480000,200190,false,"Queen's Circus, Battersea Park",true,BikePoints_625,
