install_date,locked,installed,place_id,removal_date,terminal_name,temporary,common_name
1385128740000,false,true,BikePoints_726,,300047,false,"Alfreda Street, Battersea Park"
1385132160000,false,true,BikePoints_727,,300054,false,"Chesilton Road, Fulham"
1385466780000,false,true,BikePoints_728,,300044,false,"Putney Bridge Road, East Putney"
1385391300000,false,true,BikePoints_729,,300043,false,"St. Peter's Terrace, Fulham"
1385132580000,false,true,BikePoints_730,,300082,false,"Bridge Avenue, Hammersmith"
1385394720000,false,true,BikePoints_731,,300095,false,"Michael Road, Walham Green"
1385458020000,false,true,BikePoints_732,,300083,false,"Duke Street Hill, London Bridge"
1385460840000,false,true,BikePoints_733,,300093,false,"Park Lane, Mayfair"
1385464500000,false,true,BikePoints_734,,300094,false,"Plough Terrace, Clapham Junction"
1385383080000,false,true,BikePoints_735,,200120,false,"Grant Road East, Clapham Junction"
1385472900000,false,true,BikePoints_736,,300088,false,"Queensdale Road, Shepherd's Bush"
1385554620000,false,true,BikePoints_737,,300086,false,"Fulham Broadway, Walham Green"
1385563380000,false,true,BikePoints_738,,300087,false,"Imperial Road, Sands End"
1385631000000,false,true,BikePoints_739,,300091,false,"Hortensia Road, West Brompton"
1385635440000,false,true,BikePoints_740,,300084,false,"Sirdar Road, Avondale"
1385640120000,false,true,BikePoints_741,,300085,false,"Freston Road, Avondale"
1385649540000,false,true,BikePoints_742,,300090,false,"Blenheim Crescent, Ladbroke Grove"
1385723700000,false,true,BikePoints_743,,300078,false,"Oxford Road, Putney"
1385729760000,false,true,BikePoints_744,,300077,false,"Ingrave Street, Clapham Junction"
1385740020000,false,true,BikePoints_745,,300075,false,"Upcerne Road, West Chelsea"
1385985720000,false,true,BikePoints_746,,300076,false,"Lots Road, West Chelsea"
1385997240000,false,true,BikePoints_747,,300089,false,"Ormonde Gate, Chelsea"
1386159900000,false,true,BikePoints_748,,300092,false,"Hertford Road, De Beauvoir Town"
1386172440000,false,true,BikePoints_749,,300081,false,"Haggerston Road, Haggerston"
1386240360000,false,true,BikePoints_750,,300080,false,"Culvert Road, Battersea"
1386250800000,false,true,BikePoints_751,,300074,false,"Newton Street, Covent Garden"
1650364320000,false,true,BikePoints_752,,300079,false,"London Street, Paddington"
1389003540000,false,true,BikePoints_754,,300067,false,"Grenfell Road, Avondale"
1389008580000,false,true,BikePoints_755,,300058,false,"The Vale, Chelsea"
1390223040000,false,true,BikePoints_756,,300073,false,"Prince of Wales Drive, Battersea Park"
1389094260000,false,true,BikePoints_757,,300069,false,"Harcourt Terrace, West Brompton"
1389178020000,false,true,BikePoints_758,,300057,false,"Westbourne Park Road, Portobello"
1389627480000,false,true,BikePoints_759,,300072,false,"Broadley Terrace, Marylebone"
1389781800000,false,true,BikePoints_761,,300068,false,"Humbolt Road, Fulham"
1392039000000,false,true,BikePoints_762,,200202,false,"Storey's Gate, Westminster"
1392043020000,false,true,BikePoints_763,,300027,false,"Mile End Park Leisure Centre, Mile End"
1392633480000,false,true,BikePoints_764,,200185,false,"St. John's Road, Clapham Junction"
1392986940000,false,true,BikePoints_765,,300064,false,"Ranelagh Gardens, Fulham"
1392894840000,false,true,BikePoints_766,,200079,false,"Ram Street, Wandsworth"
1393406280000,false,true,BikePoints_767,,200177,false,"Santos Road, Wandsworth"
1393494060000,false,true,BikePoints_768,,300065,false,"Clapham Common North Side, Clapham Common"
1393939560000,false,true,BikePoints_769,,300001,false,"Sandilands Road, Walham Green"
1394099280000,false,true,BikePoints_770,,300097,false,"Gwendwr Road, West Kensington"
1394018400000,false,true,BikePoints_771,,300007,false,"Rifle Place, Avondale"
1396442100000,false,true,BikePoints_772,,300015,false,"Binfield Road, Stockwell"
1396262520000,false,true,BikePoints_773,,300096,false,"Tallis Street, Temple"
1396265880000,false,true,BikePoints_774,,300098,false,"Hurlingham Park, Parsons Green"
1396270320000,false,true,BikePoints_775,,300101,false,"Little Brook Green, Brook Green"
1396273320000,false,true,BikePoints_776,,300099,false,"Abyssinia Close, Clapham Junction"
1406282940000,false,true,BikePoints_777,,300100,false,"Limburg Road, Clapham Junction"
1435313700000,false,true,BikePoints_779,,200072,false,"Houndsditch, Aldgate"
1439455200000,false,true,BikePoints_780,,300070,false,"Imperial Wharf Station, Sands End"
1279026060000,false,true,BikePoints_85,,000994,false,"Tanner Street, Bermondsey"
1279027140000,false,true,BikePoints_86,,003434,false,"Sancroft Street, Vauxhall"
1279027680000,false,true,BikePoints_87,,003438,false,"Devonshire Square, Liverpool Street"
1279028280000,false,true,BikePoints_88,,001006,false,"Bayley Street , Bloomsbury"
1279029360000,false,true,BikePoints_89,,003439,false,"Tavistock Place, Bloomsbury"
1279030020000,false,true,BikePoints_90,,001038,false,"Harrington Square 1, Camden Town"
1279036740000,false,true,BikePoints_91,,001076,false,"Walnut Tree Walk, Vauxhall"
1279037040000,false,true,BikePoints_92,,001082,false,"Borough Road, Elephant & Castle"
1279037760000,false,true,BikePoints_93,,002586,false,"Cloudesley Road, Angel"
1279038420000,false,true,BikePoints_94,,001070,false,"Bricklayers Arms, Borough"
1279096560000,false,true,BikePoints_95,,001065,false,"Aldersgate Street, Barbican"
1279096980000,false,true,BikePoints_96,,001047,false,"Falkirk Street, Hoxton"
1279097580000,false,true,BikePoints_97,,003447,false,"Gloucester Road (North), Kensington"
1279099080000,false,true,BikePoints_98,,000972,false,"Hampstead Road, Euston"
1279099680000,false,true,BikePoints_99,,001085,false,"Old Quebec Street, Marylebone"
1279099860000,false,true,BikePoints_100,,001059,false,"Albert Embankment, Vauxhall"
1279102680000,false,true,BikePoints_101,,000999,false,"Queen Street 1, Bank"
1279102860000,false,true,BikePoints_102,,001045,false,"Jewry Street, Aldgate"
1279103520000,false,true,BikePoints_103,,003441,false,"Vicarage Gate, Kensington"
1279103760000,false,true,BikePoints_104,,000991,false,"Crosswall, Tower"
1279105320000,false,true,BikePoints_105,,001041,false,"Westbourne Grove, Bayswater"
1279106880000,false,true,BikePoints_106,,001042,false,"Woodstock Street, Mayfair"
1279107480000,false,true,BikePoints_107,,001049,false,"Finsbury Leisure Centre, St. Luke's"
1279107720000,false,true,BikePoints_108,,003429,false,"Abbey Orchard Street, Westminster"
1279108320000,false,true,BikePoints_109,,001052,false,"Soho Square , Soho"
1279108920000,false,true,BikePoints_110,,001055,false,"Wellington Road, St. John's Wood"
1279109160000,false,true,BikePoints_111,,001037,false,"Park Lane , Hyde Park"
1279116600000,false,true,BikePoints_113,,003435,false,"Gloucester Road (Central), South Kensington"
1279119900000,false,true,BikePoints_114,,001050,false,"Park Road (Baker Street), The Regent's Park"
1279120680000,false,true,BikePoints_115,,001062,false,"Braham Street, Aldgate"
1279122360000,false,true,BikePoints_116,,000995,false,"Little Argyll Street, West End"
1279124220000,false,true,BikePoints_117,,000998,false,"Lollard Street, Vauxhall"
1279124520000,false,true,BikePoints_118,,003457,false,"Rochester Row, Westminster"
1279124760000,false,true,BikePoints_119,,000964,false,"Bath Street, St. Luke's"
1279187040000,false,true,BikePoints_120,,001044,false,"The Guildhall, Guildhall"
1279189200000,false,true,BikePoints_121,,001086,false,"Baker Street, Marylebone"
1279190040000,false,true,BikePoints_122,,001068,false,"Norton Folgate, Liverpool Street"
1279191300000,false,true,BikePoints_123,,000992,false,"St. John Street, Finsbury"
1279191540000,false,true,BikePoints_124,,001069,false,"Eaton Square, Belgravia"
1279192200000,false,true,BikePoints_125,,000996,false,"Borough High Street, The Borough"
1279193340000,false,true,BikePoints_126,,001043,false,"Museum of London, Barbican"
1279193520000,false,true,BikePoints_127,,001063,false,"Wood Street, Guildhall"
1279194060000,false,true,BikePoints_128,,001116,false,"Emperor's Gate, South Kensington"
1279198500000,false,true,BikePoints_129,,003451,false,"Golden Square, Soho"
1279198800000,false,true,BikePoints_130,,001071,false,"Tower Gardens , Tower"
1279199280000,false,true,BikePoints_131,,001005,false,"Eversholt Street , Camden Town"
1279199520000,false,true,BikePoints_132,,000973,false,"Bethnal Green Road, Shoreditch"
1279200240000,false,true,BikePoints_133,,003436,false,"Derry Street, Kensington"
1279200900000,false,true,BikePoints_134,,001039,false,"Wapping High Street, Wapping"
1279201080000,false,true,BikePoints_135,,001053,false,"Clerkenwell Green, Clerkenwell"
1279201200000,false,true,BikePoints_136,,001048,false,"Queen Victoria Street, St. Paul's"
1279205220000,false,true,BikePoints_138,,003464,false,"Green Street, Mayfair"
1279205460000,false,true,BikePoints_139,,001078,false,"Lambeth Road, Vauxhall"
1279205580000,false,true,BikePoints_140,,001056,false,"Finsbury Square , Moorgate"
1279210980000,false,true,BikePoints_141,,001003,false,"Chapel Place, Marylebone"
1279211220000,false,true,BikePoints_142,,001001,false,"West Cromwell Road, Earl's Court"
1279211400000,false,true,BikePoints_143,,001114,false,"Pont Street, Knightsbridge"
1279211580000,false,true,BikePoints_144,,001093,false,"Kennington Cross, Kennington"
1279212180000,false,true,BikePoints_145,,001115,false,"Ilchester Place, Kensington"
1279212360000,false,true,BikePoints_146,,001046,false,"Vauxhall Bridge , Pimlico"
,false,true,BikePoints_148,,000965,false,"Tachbrook Street, Victoria"
1279215360000,false,true,BikePoints_149,,001073,false,"Kennington Road Post Office, Oval"
1279215540000,false,true,BikePoints_150,,001002,false,"Holy Trinity Brompton, Knightsbridge"
1279215900000,false,true,BikePoints_152,,001118,false,"Hampton Street, Walworth"
1279216080000,false,true,BikePoints_153,,001096,false,"Bayswater Road, Hyde Park"
,false,true,BikePoints_154,,001072,false,"Waterloo Station 3, Waterloo"
1279272660000,false,true,BikePoints_155,,001121,false,"Lexham Gardens, Kensington"
1279273080000,false,true,BikePoints_156,,000966,false,"New Kent Road, The Borough"
1279273200000,false,true,BikePoints_157,,001094,false,"Wright's Lane, Kensington"
1279273320000,false,true,BikePoints_158,,001113,false,"Trebovir Road, Earl's Court"
1279274280000,false,true,BikePoints_160,,003458,false,"Waterloo Place, St. James's"
1279286940000,false,true,BikePoints_161,,003478,false,"Guildhouse Street, Victoria"
1279287120000,false,true,BikePoints_162,,001123,false,"Southampton Place, Holborn"
1279287300000,false,true,BikePoints_163,,003461,false,"Sloane Avenue, Knightsbridge"
