removal_date,locked,install_date,place_id,temporary,common_name,installed,terminal_name
,false,1299075120000,BikePoints_396,false,"Shouldham Street, Marylebone",true,002693
,false,1299075900000,BikePoints_397,false,"Devonshire Terrace, Bayswater",true,001227
,false,1299076440000,BikePoints_398,false,"Holland Park, Kensington",true,010631
,false,1299582900000,BikePoints_399,false,"Brick Lane Market, Shoreditch",true,002687
,false,1299583260000,BikePoints_400,false,"George Street, Marylebone",true,001225
,false,1299592500000,BikePoints_401,false,"Columbia Road, Shoreditch",true,002701
,false,1299592860000,BikePoints_402,false,"Penfold Street, Marylebone",true,010625
,false,1299593640000,BikePoints_403,false,"George Place Mews, Marylebone",true,010630
,false,1299669180000,BikePoints_404,false,"Palace Gate, Kensington Gardens",true,001110
,false,1299669300000,BikePoints_405,false,"Gloucester Road Station, South Kensington",true,001107
,false,,BikePoints_408,false,"Sun Street, Liverpool Street",true,001129
,false,,BikePoints_409,false,"Strata, Elephant & Castle",true,010624
,false,,BikePoints_410,false,"Edgware Road Station, Marylebone",true,001058
,false,,BikePoints_411,false,"Rotherhithe Roundabout, Rotherhithe",true,010629
,false,1302006180000,BikePoints_412,false,"Cleaver Street, Kennington",true,010628
,false,1308735300000,BikePoints_419,false,"Chelsea Bridge, Pimlico",true,022160
,false,1309258380000,BikePoints_420,false,"Southwark Station 1, Southwark",true,022162
,false,1309258440000,BikePoints_421,false,"Southwark Station 2, Southwark",true,022163
,false,1309860240000,BikePoints_423,false,"Eaton Square (South), Belgravia",true,022164
,false,1324551120000,BikePoints_424,false,"Ebury Bridge, Pimlico",true,022159
,false,1310463720000,BikePoints_426,false,"Vincent Street, Pimlico",true,022161
,false,1310725680000,BikePoints_427,false,"Cheapside, Bank",true,022180
,false,1318496100000,BikePoints_428,false,"Exhibition Road, Knightsbridge",true,022179
,false,1324549980000,BikePoints_430,false,"South Parade, Chelsea",true,022182
,false,1323355020000,BikePoints_431,false,"Crinan Street, King's Cross",true,022183
,false,1319448720000,BikePoints_432,false,"Exhibition Road Museums 1, South Kensington",true,022158
,false,1384254300000,BikePoints_698,false,"Shoreditch Court, Haggerston",true,200121
,false,1384256040000,BikePoints_699,false,"Belford House, Haggerston",true,200057
,false,1384343280000,BikePoints_700,false,"Battersea Church Road, Battersea",true,200201
,false,1384345080000,BikePoints_701,false,"Vicarage Crescent, Battersea",true,200077
,false,1384345860000,BikePoints_702,false,"Durant Street, Bethnal Green",true,200213
,false,1384357800000,BikePoints_703,false,"St. Bride Street, Holborn",true,200094
,false,1384443480000,BikePoints_704,false,"Mexfield Road, East Putney",true,200063
1539845700000,false,1384453020000,BikePoints_705,true,"Upper Richmond Road, Putney",true,300042
,false,1384420920000,BikePoints_706,false,"Snowsfields, London Bridge",true,200193
,false,1384435680000,BikePoints_707,false,"Barons Court Station, West Kensington",true,200197
,false,1384530180000,BikePoints_708,false,"Disraeli Road, Putney",true,200217
,false,1384510140000,BikePoints_709,false,"Montserrat Road , Putney",true,200205
,false,1384520580000,BikePoints_710,false,"Albert Bridge Road, Battersea Park",true,300045
,false,1384791540000,BikePoints_711,false,"Everington Street, Fulham",true,300028
,false,1384797120000,BikePoints_712,false,"Mile End Stadium, Mile End",true,300056
,false,1384774620000,BikePoints_713,false,"Hawley Crescent, Camden Town",true,200122
,false,1384865400000,BikePoints_714,false,"Stewart's Road, Wandsworth Road",true,300055
,false,1384868460000,BikePoints_715,false,"Aylward Street, Stepney",true,300049
,false,1384873500000,BikePoints_716,false,"Stainsby Road , Poplar",true,300048
,false,1384952400000,BikePoints_717,false,"Dunston Road , Haggerston",true,300024
,false,1384962840000,BikePoints_718,false,"Ada Street, Hackney Central",true,300040
,false,1384968480000,BikePoints_719,false,"Victoria Park Road, Hackney Central",true,300011
,false,1385025840000,BikePoints_720,false,"Star Road, West Kensington",true,300038
,false,1385028480000,BikePoints_721,false,"Wendon Street, Old Ford",true,300039
,false,1385028600000,BikePoints_722,false,"Finnis Street, Bethnal Green",true,300041
,false,1385035380000,BikePoints_723,false,"Stephendale Road, Sands End",true,300053
,false,1385125380000,BikePoints_724,false,"Alma Road, Wandsworth",true,300046
,false,1563352500000,BikePoints_725,false,"Walworth Square, Walworth",true,300050
,false,1385128740000,BikePoints_726,false,"Alfreda Street, Battersea Park",true,300047
,false,1385132160000,BikePoints_727,false,"Chesilton Road, Fulham",true,300054
,false,1385466780000,BikePoints_728,false,"Putney Bridge Road, East Putney",true,300044
,false,1385391300000,BikePoints_729,false,"St. Peter's Terrace, Fulham",true,300043
,false,1385132580000,BikePoints_730,false,"Bridge Avenue, Hammersmith",true,300082
,false,1385394720000,BikePoints_731,false,"Michael Road, Walham Green",true,300095
,false,1385458020000,BikePoints_732,false,"Duke Street Hill, London Bridge",true,300083
,false,1385460840000,BikePoints_733,false,"Park Lane, Mayfair",true,300093
,false,1385464500000,BikePoints_734,false,"Plough Terrace, Clapham Junction",true,300094
,false,1385383080000,BikePoints_735,false,"Grant Road East, Clapham Junction",true,200120
,false,1385472900000,BikePoints_736,false,"Queensdale Road, Shepherd's Bush",true,300088
,false,1385554620000,BikePoints_737,false,"Fulham Broadway, Walham Green",true,300086
,false,1385563380000,BikePoints_738,false,"Imperial Road, Sands End",true,300087
,false,1385631000000,BikePoints_739,false,"Hortensia Road, West Brompton",true,300091
,false,1385635440000,BikePoints_740,false,"Sirdar Road, Avondale",true,300084
,false,1385640120000,BikePoints_741,false,"Freston Road, Avondale",true,300085
,false,1385649540000,BikePoints_742,false,"Blenheim Crescent, Ladbroke Grove",true,300090
,false,1385723700000,BikePoints_743,false,"Oxford Road, Putney",true,300078
,false,1385729760000,BikePoints_744,false,"Ingrave Street, Clapham Junction",true,300077
,false,1385740020000,BikePoints_745,false,"Upcerne Road, West Chelsea",true,300075
,false,1385985720000,BikePoints_746,false,"Lots Road, West Chelsea",true,300076
,false,1385997240000,BikePoints_747,false,"Ormonde Gate, Chelsea",true,300089
,false,1386159900000,BikePoints_748,false,"Hertford Road, De Beauvoir Town",true,300092
,false,1386172440000,BikePoints_749,false,"Haggerston Road, Haggerston",true,300081
,false,1386240360000,BikePoints_750,false,"Culvert Road, Battersea",true,300080
,false,1386250800000,BikePoints_751,false,"Newton Street, Covent Garden",true,300074
,false,1650364320000,BikePoints_752,false,"London Street, Paddington",true,300079
,false,1389003540000,BikePoints_754,false,"Grenfell Road, Avondale",true,300067
,false,1389008580000,BikePoints_755,false,"The Vale, Chelsea",true,300058
,false,1390223040000,BikePoints_756,false,"Prince of Wales Drive, Battersea Park",true,300073
,false,1389094260000,BikePoints_757,false,"Harcourt Terrace, West Brompton",true,300069
,false,1389178020000,BikePoints_758,false,"Westbourne Park Road, Portobello",true,300057
,false,1389627480000,BikePoints_759,false,"Broadley Terrace, Marylebone",true,300072
,false,1389781800000,BikePoints_761,false,"Humbolt Road, Fulham",true,300068
,false,1392039000000,BikePoints_762,false,"Storey's Gate, Westminster",true,200202
,false,1392043020000,BikePoints_763,false,"Mile End Park Leisure Centre, Mile End",true,300027
,false,1392633480000,BikePoints_764,false,"St. John's Road, Clapham Junction",true,200185
,false,1392986940000,BikePoints_765,false,"Ranelagh Gardens, Fulham",true,300064
,false,1392894840000,BikePoints_766,false,"Ram Street, Wandsworth",true,200079
,false,1393406280000,BikePoints_767,false,"Santos Road, Wandsworth",true,200177
,false,1393494060000,BikePoints_768,false,"Clapham Common North Side, Clapham Common",true,300065
,false,1393939560000,BikePoints_769,false,"Sandilands Road, Walham Green",true,300001
,false,1394099280000,BikePoints_770,false,"Gwendwr Road, West Kensington",true,300097
,false,1394018400000,BikePoints_771,false,"Rifle Place, Avondale",true,300007
,false,1396442100000,BikePoints_772,false,"Binfield Road, Stockwell",true,300015
,false,1396262520000,BikePoints_773,false,"Tallis Street, Temple",true,300096
,false,1396265880000,BikePoints_774,false,"Hurlingham Park, Parsons Green",true,300098
,false,1396270320000,BikePoints_775,false,"Little Brook Green, Brook Green",true,300101
,false,1396273320000,BikePoints_776,false,"Abyssinia Close, Clapham Junction",true,300099
,false,1406282940000,BikePoints_777,false,"Limburg Road, Clapham Junction",true,300100
,false,1435313700000,BikePoints_779,false,"Houndsditch, Aldgate",true,200072
,false,1439455200000,BikePoints_780,false,"Imperial Wharf Station, Sands End",true,300070
,false,1279289760000,BikePoints_169,false,"Porchester Place, Paddington",true,003477
,false,1279290180000,BikePoints_170,false,"Hardwick Street, Clerkenwell",true,001057
,false,1279291200000,BikePoints_171,false,"Collingham Gardens, Earl's Court",true,003459
,false,1279291500000,BikePoints_172,false,"Sumner Place, South Kensington",true,001124
,false,1279292700000,BikePoints_173,false,"Waterloo Road, South Bank",true,001176
,false,1279295940000,BikePoints_174,false,"Strand, Strand",true,001100
,false,1529674980000,BikePoints_175,false,"Worship Street, Shoreditch",true,000997
,false,1279297560000,BikePoints_176,false,"Gloucester Terrace, Bayswater",true,001173
,false,1279297740000,BikePoints_177,false,"Ashley Place, Victoria",true,001122
,false,1279297920000,BikePoints_178,false,"Warwick Square, Pimlico",true,003460
,false,1279298220000,BikePoints_180,false,"North Audley Street, Mayfair",true,001126
,false,1279298460000,BikePoints_181,false,"Belgrave Square, Belgravia",true,003473
,false,1279363140000,BikePoints_182,false,"Bell Street , Marylebone",true,001166
,false,1279364160000,BikePoints_183,false,"Riverlight North, Nine Elms",true,001165
,false,1279364280000,BikePoints_184,false,"Portland Place, Marylebone",true,001164
,false,1279365360000,BikePoints_185,false,"Alderney Street, Pimlico",true,001174
,false,1279365480000,BikePoints_186,false,"South Wharf Road, Paddington",true,001167
,false,1279365720000,BikePoints_187,false,"Queen's Gate (South), South Kensington",true,001172
,false,1279376760000,BikePoints_188,false,"Nutford Place, Marylebone",true,001112
,false,1279377180000,BikePoints_189,false,"Claremont Square, Angel",true,001104
,false,1279381080000,BikePoints_190,false,"Rampayne Street, Pimlico",true,001106
,false,1279383120000,BikePoints_191,false,"Hyde Park Corner, Hyde Park",true,001075
,false,1279383300000,BikePoints_192,false,"Wardour Street, Soho",true,001163
,false,1279392479356,BikePoints_193,false,"Bankside Mix, Bankside",true,000963
,false,1279392479395,BikePoints_194,false,"Hop Exchange, The Borough",true,000960
,false,1279392479432,BikePoints_195,false,"Milroy Walk, South Bank",true,000959
,false,1279392479471,BikePoints_196,false,"Union Street, The Borough",true,000961
,false,1279392479520,BikePoints_197,false,"Stamford Street, South Bank",true,000962
,false,1279441800000,BikePoints_199,false,"Great Tower Street, Monument",true,001080
,false,1279441920000,BikePoints_200,false,"LMU Commercial Road, Whitechapel",true,001105
,false,1279444080000,BikePoints_201,false,"Dorset Square, Marylebone",true,001162
,false,1279444320000,BikePoints_202,false,"Leman Street, Aldgate",true,001102
,false,1279445580000,BikePoints_203,false,"West Smithfield Rotunda, Farringdon",true,001040
,false,1279466640000,BikePoints_204,false,"Margery Street, Clerkenwell",true,003468
,false,1279471380000,BikePoints_206,false,"New Road 1 , Whitechapel",true,001171
,false,1279558140000,BikePoints_207,false,"Grosvenor Crescent, Belgravia",true,001169
,false,1279472580000,BikePoints_208,false,"Mallory Street, Marylebone",true,001175
,false,1279535160000,BikePoints_210,false,"Hinde Street, Marylebone",true,003476
,false,1279535820000,BikePoints_211,false,"Cadogan Place, Knightsbridge",true,003469
,false,1279536840000,BikePoints_212,false,"Campden Hill Road, Notting Hill",true,003487
,false,1279537020000,BikePoints_213,false,"Wellington Arch, Hyde Park",true,001109
,false,1279537200000,BikePoints_214,false,"Endsleigh Gardens, Euston",true,001079
,false,1279537380000,BikePoints_215,false,"Moorfields, Moorgate",true,001092
,false,1279537920000,BikePoints_216,false,"Old Brompton Road, South Kensington",true,003479
,false,1279538040000,BikePoints_217,false,"Wormwood Street, Liverpool Street",true,002587
,false,1279543740000,BikePoints_218,false,"St. Luke's Church, Chelsea",true,003486
,false,1279545900000,BikePoints_219,false,"Bramham Gardens, Earl's Court",true,001183
,false,1279546320000,BikePoints_220,false,"Chelsea Green, Chelsea",true,001179
,false,1279552200000,BikePoints_221,false,"Horseferry Road, Westminster",true,001170
,false,1279614120000,BikePoints_222,false,"Knightsbridge, Hyde Park",true,001101
,false,1279614420000,BikePoints_223,false,"Rodney Road , Walworth",true,003481
,false,1279615020000,BikePoints_224,false,"Queensway, Kensington Gardens",true,001150
,false,1279616280000,BikePoints_225,false,"Notting Hill Gate Station, Notting Hill",true,001182
,false,1279616520000,BikePoints_226,false,"Charles II Street, West End",true,003488
,false,1279616700000,BikePoints_227,false,"Great Percy Street, Clerkenwell",true,003470
,false,1279616880000,BikePoints_228,false,"St. James's Square, St. James's",true,001067
,false,1279617780000,BikePoints_229,false,"Whitehall Place, Strand",true,001151
,false,1279618020000,BikePoints_230,false,"Poured Lines, Bankside",true,001144
,false,1279622820000,BikePoints_231,false,"Queen's Gate (Central), South Kensington",true,001089
,false,1279623240000,BikePoints_232,false,"Carey Street, Holborn",true,001139
,false,1279624260000,BikePoints_233,false,"Pall Mall East, West End",true,001153
,false,1279624680000,BikePoints_234,false,"Liverpool Road (N1 Centre), Angel",true,001081
,false,1279625640000,BikePoints_235,false,"Kennington Road  , Vauxhall",true,001154
,false,1279625940000,BikePoints_236,false,"Fashion Street, Whitechapel",true,003483
,false,1279799040000,BikePoints_237,false,"Dock Street, Wapping",true,003467
,false,1279627920000,BikePoints_238,false,"Frampton Street, Paddington",true,001099
,false,1279628160000,BikePoints_239,false,"Warren Street Station, Euston",true,001090
,false,1279628280000,BikePoints_240,false,"Colombo Street, Southwark",true,003472
,false,1279628640000,BikePoints_242,false,"Beaumont Street, Marylebone",true,003482
,false,1279628940000,BikePoints_243,false,"Gloucester Street, Pimlico",true,001103
,false,1279629240000,BikePoints_244,false,"Earnshaw Street , Covent Garden",true,001145
,false,1279629660000,BikePoints_245,false,"Grosvenor Road, Pimlico",true,001140
,false,1279639740000,BikePoints_246,false,"Berry Street, Clerkenwell",true,001159
,false,1279639920000,BikePoints_247,false,"St. John's Wood Church, The Regent's Park",true,001091
,false,1279640160000,BikePoints_248,false,"Triangle Car Park, Hyde Park",true,001088
,false,1279640400000,BikePoints_249,false,"Harper Road, The Borough",true,001137
,false,1279641000000,BikePoints_250,false,"Royal Avenue 1, Chelsea",true,003440
,false,1279700160000,BikePoints_251,false,"Brushfield Street, Liverpool Street",true,001161
,false,1279700640000,BikePoints_252,false,"Jubilee Gardens, South Bank",true,001111
,false,1279700820000,BikePoints_253,false,"Shoreditch Park, Hoxton",true,001051
,false,,BikePoints_520,false,"Bancroft Road, Bethnal Green",true,200234
,false,,BikePoints_521,false,"Driffield Road, Old Ford",true,200030
,false,,BikePoints_522,false,"Clinton Road, Mile End",true,200161
,false,,BikePoints_523,false,"Langdon Park, Poplar",true,200160
,false,1328515080000,BikePoints_524,false,"Lancaster Gate , Bayswater",true,200017
,false,1643301180000,BikePoints_525,false,"Blythe Road, Olympia",true,200153
,false,,BikePoints_526,false,"Lancaster Drive, Blackwall",true,200143
,false,1328777280000,BikePoints_527,false,"Hansard Mews, Holland Park",true,200154
,false,1328777880000,BikePoints_528,false,"Clarges Street, Mayfair",true,200088
,false,,BikePoints_529,false,"Manresa Road, Chelsea",true,200010
,false,,BikePoints_530,false,"Newby Place, Poplar",true,200146
,false,1328778840000,BikePoints_531,false,"Twig Folly Bridge, Mile End",true,200167
,false,1328886360000,BikePoints_532,false,"Jubilee Plaza, Canary Wharf",true,200163
,false,,BikePoints_533,false,"Wellington Row, Bethnal Green",true,200165
,false,,BikePoints_534,false,"Goldsmith's Row, Haggerston",true,200159
,false,,BikePoints_535,false,"Gloucester Avenue, Camden Town",true,200145
,false,,BikePoints_536,false,"Queensbridge Road, Haggerston",true,200024
,false,1330352880000,BikePoints_537,false,"Old Montague Street, Whitechapel",true,200239
,false,,BikePoints_538,false,"Naval Row, Blackwall",true,200050
,false,,BikePoints_539,false,"Hoxton Station, Hoxton",true,200151
,false,,BikePoints_540,false,"Albany Street, The Regent's Park",true,200134
,false,,BikePoints_541,false,"Green Park Station, Mayfair",true,200096
,false,,BikePoints_542,false,"Salmon Lane, Limehouse",true,200147
,false,,BikePoints_543,false,"Lansdowne Walk, Ladbroke Grove",true,200065
,false,,BikePoints_544,false,"Percival Street, Finsbury",true,200051
,false,,BikePoints_545,false,"Arlington Road, Camden Town",true,200070
,false,,BikePoints_546,false,"New Fetter Lane, Holborn",true,200044
,false,,BikePoints_547,false,"East India DLR, Blackwall",true,200127
,false,,BikePoints_548,false,"Westminster Bridge Road, Elephant & Castle",true,200076
,false,,BikePoints_549,false,"Gaywood  Street, Elephant & Castle",true,200132
,false,,BikePoints_550,false,"Harford Street, Mile End",true,200102
,false,1330071720000,BikePoints_551,false,"Import Dock, Canary Wharf",true,200066
,false,,BikePoints_552,false,"Watney Street, Shadwell",true,200149
,false,,BikePoints_553,false,"Regent's Row , Haggerston",true,200064
,false,,BikePoints_554,false,"Aberfeldy Street, Poplar",true,200078
,false,,BikePoints_556,false,"Heron Quays DLR, Canary Wharf",true,200138
,false,,BikePoints_557,false,"King Edward Street, St Pauls",true,200203
,false,1399635120000,BikePoints_558,false,"Page Street, Westminster",true,200048
,false,,BikePoints_559,false,"Abbotsbury Road, Holland Park",true,200111
,false,,BikePoints_560,false,"Ladbroke Grove Central, Ladbroke Grove",true,200015
,false,1330503540000,BikePoints_561,false,"Rectory Square, Stepney",true,200037
,false,1330503420000,BikePoints_562,false,"Bury Place, Holborn",true,200074
,false,,BikePoints_563,false,"Preston's Road, Cubitt Town",true,200232
,false,,BikePoints_564,false,"Somerset House, Strand",true,200068
,false,,BikePoints_565,false,"Selby Street, Whitechapel",true,200135
,false,1330937940000,BikePoints_566,false,"Westfield Ariel Way, White City",true,200141
,false,,BikePoints_568,false,"Bishop's Bridge Road West, Bayswater",true,200110
,false,,BikePoints_569,false,"Pitfield Street Central, Hoxton",true,200248
,false,1330773180000,BikePoints_570,false,"Upper Bank Street, Canary Wharf",true,200099
,false,1330620180000,BikePoints_571,false,"Westfield Southern Terrace ,Shepherd's Bush",true,200061
,false,,BikePoints_572,false,"Greenland Road, Camden Town",true,200026
,false,1331796060000,BikePoints_573,false,"Limerston Street, West Chelsea",true,200001
,false,1333618560000,BikePoints_574,false,"Eagle Wharf Road, Hoxton",true,200246
,false,,BikePoints_576,false,"Alpha Grove, Millwall",true,200109
,false,,BikePoints_577,false,"Globe Town Market, Bethnal Green",true,200247
,false,1330444680000,BikePoints_578,false,"Hollybush Gardens, Bethnal Green",true,200244
,false,,BikePoints_579,false,"Queen Street 2, Bank",true,200128
,false,1392208500000,BikePoints_580,false,"Doddington Grove, Kennington",true,200084
,false,1331883540000,BikePoints_581,false,"New Cavendish Street, Marylebone",true,200005
,false,,BikePoints_583,false,"Abingdon Green, Westminster",true,200231
,false,,BikePoints_584,false,"Ilchester Gardens, Bayswater",true,200086
,false,1331797200000,BikePoints_586,false,"Mudchute DLR, Cubitt Town",true,200092
,false,1332406320000,BikePoints_587,false,"Monument Street, Monument",true,200101
,false,1330937820000,BikePoints_588,false,"Hoxton Street, Hoxton",true,200071
,false,,BikePoints_589,false,"Drayton Gardens, West Chelsea",true,200060
,false,,BikePoints_590,false,"Greenberry Street, St.John's Wood",true,200236
,false,,BikePoints_592,false,"Bishop's Bridge Road East, Bayswater",true,200108
,false,,BikePoints_593,false,"Northdown Street, King's Cross",true,200058
,false,1331710680000,BikePoints_594,false,"Kingsway Southbound, Strand",true,200226
,false,,BikePoints_595,false,"Hammersmith Road, Hammersmith",true,200142
,false,,BikePoints_596,false,"Parson's Green , Parson's Green",true,200237
,false,,BikePoints_597,false,"Fulham Park Road, Fulham",true,200229
,false,1501544700000,BikePoints_598,false,"Southerton Road, Hammersmith",true,200166
,false,,BikePoints_599,false,"Manbre Road, Hammersmith",true,200235
,false,,BikePoints_600,false,"South Lambeth Road, Vauxhall",true,200133
,false,,BikePoints_601,false,"BBC White City, White City",true,200136
,false,,BikePoints_602,false,"Union Grove, Wandsworth Road",true,200211
,false,,BikePoints_603,false,"Caldwell Street, Stockwell",true,200137
,false,,BikePoints_604,false,"St Martins Close, Camden Town",true,200195
,false,,BikePoints_606,false,"Addison Road, Holland Park",true,200218
,false,,BikePoints_607,false,"Putney Bridge Station, Fulham",true,200125
,false,,BikePoints_608,false,"Colet Gardens, Hammersmith",true,200224
,false,1380109980000,BikePoints_609,false,"Sugden Road, Clapham",true,200208
,false,1380113460000,BikePoints_610,false,"Danvers Street, West Chelsea",true,200222
,false,1380203940000,BikePoints_611,false,"Princedale Road , Holland Park",true,200067
,false,1380294600000,BikePoints_612,false,"Wandsworth Rd, Isley Court, Wandsworth Road",true,200175
,false,1380211860000,BikePoints_613,false,"Woodstock Grove, Shepherd's Bush",true,200214
,false,1380795000000,BikePoints_614,false,"London Fields, Hackney Central",true,200025
,false,1279700940000,BikePoints_254,false,"Chadwell Street, Angel",true,003471
,false,1279702560000,BikePoints_255,false,"Clifton Road, Maida Vale",true,001147
,false,1279708020000,BikePoints_256,false,"Houghton Street, Strand",true,003484
,false,1279708140000,BikePoints_257,false,"Westminster University, Marylebone",true,001194
,false,1279708380000,BikePoints_258,false,"Kensington Gore, Knightsbridge",true,001193
,false,1279709100000,BikePoints_259,false,"Bourne Street, Belgravia",true,001180
,false,1279711020000,BikePoints_260,false,"Broadwick Street, Soho",true,003489
,false,1279711200000,BikePoints_261,false,"Princes Square, Bayswater",true,003491
,false,1279711620000,BikePoints_262,false,"LSBU (Borough Road), Elephant & Castle",true,001095
,false,1279712160000,BikePoints_263,false,"St. Mary Axe, Aldgate",true,001184
,false,1279712520000,BikePoints_264,false,"Tysoe Street, Clerkenwell",true,001146
,false,1279714320000,BikePoints_265,false,"Southwick Street, Paddington",true,003490
,false,1279714560000,BikePoints_266,false,"Queen's Gate (North), Kensington",true,001204
,false,1279714740000,BikePoints_267,false,"Regency Street, Westminster",true,001155
,false,1279714920000,BikePoints_268,false,"Belgrave Road, Victoria",true,001087
,false,1279715100000,BikePoints_269,false,"Empire Square, The Borough",true,001209
,false,1279720380000,BikePoints_270,false,"Kennington Lane Rail Bridge, Vauxhall",true,001190
,false,1279720920000,BikePoints_271,false,"London Zoo,  The Regent's Park",true,001136
,false,1279721220000,BikePoints_272,false,"Baylis Road, Waterloo",true,001133
,false,1279721400000,BikePoints_273,false,"Belvedere Road 1, South Bank",true,001186
,false,1279721580000,BikePoints_274,false,"Warwick Road, Olympia",true,001134
,false,1279721880000,BikePoints_275,false,"Barbican Centre, Barbican",true,001191
,false,1279723200000,BikePoints_276,false,"Lower Thames Street, Monument",true,001098
,false,1279723320000,BikePoints_277,false,"Kensington Church Street, Kensington",true,001143
,false,1279723500000,BikePoints_278,false,"Tooley Street, Bermondsey",true,001142
,false,1279723740000,BikePoints_279,false,"North Wharf Road, Paddington",true,001108
,false,1279726440000,BikePoints_280,false,"Royal Avenue 2, Chelsea",true,003462
,false,1279726620000,BikePoints_281,false,"Smith Square, Westminster",true,003480
,false,1279726980000,BikePoints_282,false,"Royal London Hospital, Whitechapel",true,001077
,false,1279727220000,BikePoints_283,false,"Kingsway, Covent Garden",true,001141
,false,1279727580000,BikePoints_284,false,"Lambeth North Station, Waterloo",true,001117
,false,1279727880000,BikePoints_286,false,"St. John's Wood Road, St. John's Wood",true,001187
,false,1279728060000,BikePoints_287,false,"Bedford Way, Bloomsbury",true,001156
,false,1279793820000,BikePoints_288,false,"Elizabeth Bridge, Victoria",true,001138
,false,1279794060000,BikePoints_289,false,"South Audley Street, Mayfair",true,003493
,false,1279795140000,BikePoints_290,false,"St Mary's Hospital, Paddington",true,003496
,false,1279800420000,BikePoints_291,false,"Claverton Street, Pimlico",true,001135
,false,1279800780000,BikePoints_293,false,"Kensington Olympia Station, Olympia",true,001214
,false,1279800900000,BikePoints_294,false,"St. George's Square, Pimlico",true,001195
,false,1279801080000,BikePoints_295,false,"Swan Street, The Borough",true,001216
,false,1377258960000,BikePoints_296,false,"Knaresborough Place, Earl's Court",true,200069
,false,1279801560000,BikePoints_297,false,"Geraldine Street, Elephant & Castle",true,003498
,false,1279805640000,BikePoints_298,false,"Curlew Street, Shad Thames",true,001213
,false,1279808160000,BikePoints_299,false,"Vincent Square, Westminster",true,001196
,false,1279808700000,BikePoints_300,false,"Serpentine Car Park, Hyde Park",true,001217
,false,1279809000000,BikePoints_301,false,"Marylebone Lane, Marylebone",true,001152
,false,1279812360000,BikePoints_302,false,"Putney Pier, Wandsworth",true,003492
,false,1279812720000,BikePoints_303,false,"Albert Gate, Hyde Park",true,001132
,false,1279816260000,BikePoints_306,false,"Rathbone Street, Fitzrovia",true,003497
,false,1279816500000,BikePoints_307,false,"Black Lion Gate, Kensington Gardens",true,001157
,false,1279816740000,BikePoints_308,false,"Long Lane , Bermondsey",true,001189
,false,1279875060000,BikePoints_309,false,"Embankment (Savoy), Strand",true,001192
,false,1279879560000,BikePoints_310,false,"Black Prince Road, Vauxhall",true,001205
,false,1279880100000,BikePoints_311,false,"Foley Street, Fitzrovia",true,003494
,false,1279880340000,BikePoints_312,false,"Grove End Road, St. John's Wood",true,001130
,false,1279880520000,BikePoints_313,false,"Wells Street, Fitzrovia",true,003495
,false,1279884480000,BikePoints_314,false,"Tyers Gate, Bermondsey",true,003485
,false,1279884660000,BikePoints_315,false,"The Tennis Courts, The Regent's Park",true,001199
1539845760000,false,1279884840000,BikePoints_316,false,"Warwick Row, Westminster",true,000968
,false,1279885080000,BikePoints_317,false,"Dickens Square, Borough",true,001208
,false,1279885320000,BikePoints_318,false,"Sackville Street, Mayfair",true,001197
,false,1279890360000,BikePoints_319,false,"Baldwin Street, St. Luke's",true,003500
,false,1279890840000,BikePoints_320,false,"Queen Mother Sports Centre, Victoria",true,001148
,false,1279891020000,BikePoints_321,false,"Bermondsey Street, Bermondsey",true,002637
,false,1279891920000,BikePoints_322,false,"Palissy Street, Shoreditch",true,003502
,false,1279892040000,BikePoints_323,false,"Clifton Street, Shoreditch",true,003501
,false,1279894920000,BikePoints_324,false,"Ontario Street, Elephant & Castle",true,001200
,false,1279896660000,BikePoints_325,false,"St. Martin's Street, West End",true,001158
,false,1279896840000,BikePoints_326,false,"Graham Street, Angel",true,001131
,false,1280133420000,BikePoints_327,false,"New North Road 1, Hoxton",true,001128
,false,1280133540000,BikePoints_328,false,"New North Road 2, Hoxton",true,002641
,false,1280133720000,BikePoints_329,false,"Prince Albert Road, The Regent's Park",true,002636
,false,1280141280000,BikePoints_330,false,"Eastbourne Mews, Paddington",true,001203
,false,1280141460000,BikePoints_331,false,"Bunhill Row, Moorgate",true,001211
,false,1280142360000,BikePoints_332,false,"Nevern Place, Earl's Court",true,001210
,false,1280142540000,BikePoints_333,false,"Palace Gardens Terrace, Notting Hill",true,002633
,false,1280147580000,BikePoints_334,false,"Concert Hall Approach 1, South Bank",true,002635
,false,1280152560000,BikePoints_335,false,"Tavistock Street, Covent Garden",true,001207
,false,1280152800000,BikePoints_336,false,"Concert Hall Approach 2, South Bank",true,001212
,false,1280153100000,BikePoints_337,false,"Pembridge Villas, Notting Hill",true,002589
,false,1380288900000,BikePoints_615,false,"Finlay Street, Fulham",true,200029
,false,,BikePoints_616,false,"Aintree Street, Fulham",true,200098
,false,1380531540000,BikePoints_617,false,"Elysium Place, Fulham",true,200028
,false,1380546540000,BikePoints_618,false,"Eel Brook Common, Walham Green",true,300003
,false,1380552360000,BikePoints_619,false,"Irene Road, Parsons Green",true,300012
,false,1380629040000,BikePoints_620,false,"Surrey Lane, Battersea",true,300010
,false,1380899280000,BikePoints_621,false,"Wandsworth Town Station, Wandsworth",true,200091
,false,1380901680000,BikePoints_622,false,"Lansdowne Road, Ladbroke Grove",true,200172
,false,1381135320000,BikePoints_623,false,"Nantes Close, Wandsworth",true,200186
