install_date,locked,installed,common_name,terminal_name,removal_date,temporary,place_id
1299582900000,false,true,"Brick Lane Market, Shoreditch",002687,,false,BikePoints_399
1299583260000,false,true,"George Street, Marylebone",001225,,false,BikePoints_400
1299592500000,false,true,"Columbia Road, Shoreditch",002701,,false,BikePoints_401
1299592860000,false,true,"Penfold Street, Marylebone",010625,,false,BikePoints_402
1299593640000,false,true,"George Place Mews, Marylebone",010630,,false,BikePoints_403
1299669180000,false,true,"Palace Gate, Kensington Gardens",001110,,false,BikePoints_404
1299669300000,false,true,"Gloucester Road Station, South Kensington",001107,,false,BikePoints_405
,false,true,"Sun Street, Liverpool Street",001129,,false,BikePoints_408
,false,true,"Strata, Elephant & Castle",010624,,false,BikePoints_409
,false,true,"Edgware Road Station, Marylebone",001058,,false,BikePoints_410
,false,true,"Rotherhithe Roundabout, Rotherhithe",010629,,false,BikePoints_411
1302006180000,false,true,"Cleaver Street, Kennington",010628,,false,BikePoints_412
1308735300000,false,true,"Chelsea Bridge, Pimlico",022160,,false,BikePoints_419
1309258380000,false,true,"Southwark Station 1, Southwark",022162,,false,BikePoints_420
1309258440000,false,true,"Southwark Station 2, Southwark",022163,,false,BikePoints_421
1309860240000,false,true,"Eaton Square (South), Belgravia",022164,,false,BikePoints_423
1324551120000,false,true,"Ebury Bridge, Pimlico",022159,,false,BikePoints_424
1310463720000,false,true,"Vincent Street, Pimlico",022161,,false,BikePoints_426
1318496100000,false,true,"Exhibition Road, Knightsbridge",022179,,false,BikePoints_428
1324549980000,false,true,"South Parade, Chelsea",022182,,false,BikePoints_430
1323355020000,false,true,"Crinan Street, King's Cross",022183,,false,BikePoints_431
1319448720000,false,true,"Exhibition Road Museums 1, South Kensington",022158,,false,BikePoints_432
1384254300000,false,true,"Shoreditch Court, Haggerston",200121,,false,BikePoints_698
1384256040000,false,true,"Belford House, Haggerston",200057,,false,BikePoints_699
1384343280000,false,true,"Battersea Church Road, Battersea",200201,,false,BikePoints_700
1384345080000,false,true,"Vicarage Crescent, Battersea",200077,,false,BikePoints_701
1384345860000,false,true,"Durant Street, Bethnal Green",200213,,false,BikePoints_702
1384357800000,false,true,"St. Bride Street, Holborn",200094,,false,BikePoints_703
1384443480000,false,true,"Mexfield Road, East Putney",200063,,false,BikePoints_704
1384453020000,false,true,"Upper Richmond Road, Putney",300042,1539845700000,true,BikePoints_705
1384420920000,false,true,"Snowsfields, London Bridge",200193,,false,BikePoints_706
1384435680000,false,true,"Barons Court Station, West Kensington",200197,,false,BikePoints_707
1384530180000,false,true,"Disraeli Road, Putney",200217,,false,BikePoints_708
1384510140000,false,true,"Montserrat Road , Putney",200205,,false,BikePoints_709
1384520580000,false,true,"Albert Bridge Road, Battersea Park",300045,,false,BikePoints_710
1384791540000,false,true,"Everington Street, Fulham",300028,,false,BikePoints_711
1384797120000,false,true,"Mile End Stadium, Mile End",300056,,false,BikePoints_712
1384774620000,false,true,"Hawley Crescent, Camden Town",200122,,false,BikePoints_713
1384865400000,false,true,"Stewart's Road, Wandsworth Road",300055,,false,BikePoints_714
1384868460000,false,true,"Aylward Street, Stepney",300049,,false,BikePoints_715
1384952400000,false,true,"Dunston Road , Haggerston",300024,,false,BikePoints_717
1384962840000,false,true,"Ada Street, Hackney Central",300040,,false,BikePoints_718
1384968480000,false,true,"Victoria Park Road, Hackney Central",300011,,false,BikePoints_719
1385025840000,false,true,"Star Road, West Kensington",300038,,false,BikePoints_720
1385028480000,false,true,"Wendon Street, Old Ford",300039,,false,BikePoints_721
1385028600000,false,true,"Finnis Street, Bethnal Green",300041,,false,BikePoints_722
1385035380000,false,true,"Stephendale Road, Sands End",300053,,false,BikePoints_723
1385125380000,false,true,"Alma Road, Wandsworth",300046,,false,BikePoints_724
1563352500000,false,true,"Walworth Square, Walworth",300050,,false,BikePoints_725
1385128740000,false,true,"Alfreda Street, Battersea Park",300047,,false,BikePoints_726
1385132160000,false,true,"Chesilton Road, Fulham",300054,,false,BikePoints_727
1385466780000,false,true,"Putney Bridge Road, East Putney",300044,,false,BikePoints_728
1385391300000,false,true,"St. Peter's Terrace, Fulham",300043,,false,BikePoints_729
1385132580000,false,true,"Bridge Avenue, Hammersmith",300082,,false,BikePoints_730
1385394720000,false,true,"Michael Road, Walham Green",300095,,false,BikePoints_731
1385458020000,false,true,"Duke Street Hill, London Bridge",300083,,false,BikePoints_732
1385460840000,false,true,"Park Lane, Mayfair",300093,,false,BikePoints_733
1385464500000,false,true,"Plough Terrace, Clapham Junction",300094,,false,BikePoints_734
1385383080000,false,true,"Grant Road East, Clapham Junction",200120,,false,BikePoints_735
1385472900000,false,true,"Queensdale Road, Shepherd's Bush",300088,,false,BikePoints_736
1385554620000,false,true,"Fulham Broadway, Walham Green",300086,,false,BikePoints_737
1385563380000,false,true,"Imperial Road, Sands End",300087,,false,BikePoints_738
1385631000000,false,true,"Hortensia Road, West Brompton",300091,,false,BikePoints_739
1385635440000,false,true,"Sirdar Road, Avondale",300084,,false,BikePoints_740
1385640120000,false,true,"Freston Road, Avondale",300085,,false,BikePoints_741
1385649540000,false,true,"Blenheim Crescent, Ladbroke Grove",300090,,false,BikePoints_742
1385723700000,false,true,"Oxford Road, Putney",300078,,false,BikePoints_743
1385729760000,false,true,"Ingrave Street, Clapham Junction",300077,,false,BikePoints_744
1385740020000,false,true,"Upcerne Road, West Chelsea",300075,,false,BikePoints_745
1385985720000,false,true,"Lots Road, West Chelsea",300076,,false,BikePoints_746
1385997240000,false,true,"Ormonde Gate, Chelsea",300089,,false,BikePoints_747
1386159900000,false,true,"Hertford Road, De Beauvoir Town",300092,,false,BikePoints_748
1386172440000,false,true,"Haggerston Road, Haggerston",300081,,false,BikePoints_749
1386240360000,false,true,"Culvert Road, Battersea",300080,,false,BikePoints_750
1386250800000,false,true,"Newton Street, Covent Garden",300074,,false,BikePoints_751
1650364320000,false,true,"London Street, Paddington",300079,,false,BikePoints_752
1389003540000,false,true,"Grenfell Road, Avondale",300067,,false,BikePoints_754
1389008580000,false,true,"The Vale, Chelsea",300058,,false,BikePoints_755
1390223040000,false,true,"Prince of Wales Drive, Battersea Park",300073,,false,BikePoints_756
1389094260000,false,true,"Harcourt Terrace, West Brompton",300069,,false,BikePoints_757
1389178020000,false,true,"Westbourne Park Road, Portobello",300057,,false,BikePoints_758
1389627480000,false,true,"Broadley Terrace, Marylebone",300072,,false,BikePoints_759
1389781800000,false,true,"Humbolt Road, Fulham",300068,,false,BikePoints_761
1392039000000,false,true,"Storey's Gate, Westminster",200202,,false,BikePoints_762
1392043020000,false,true,"Mile End Park Leisure Centre, Mile End",300027,,false,BikePoints_763
1392633480000,false,true,"St. John's Road, Clapham Junction",200185,,false,BikePoints_764
1392986940000,false,true,"Ranelagh Gardens, Fulham",300064,,false,BikePoints_765
1392894840000,false,true,"Ram Street, Wandsworth",200079,,false,BikePoints_766
1393406280000,false,true,"Santos Road, Wandsworth",200177,,false,BikePoints_767
1393494060000,false,true,"Clapham Common North Side, Clapham Common",300065,,false,BikePoints_768
1393939560000,false,true,"Sandilands Road, Walham Green",300001,,false,BikePoints_769
1394099280000,false,true,"Gwendwr Road, West Kensington",300097,,false,BikePoints_770
1394018400000,false,true,"Rifle Place, Avondale",300007,,false,BikePoints_771
1396442100000,false,true,"Binfield Road, Stockwell",300015,,false,BikePoints_772
1396262520000,false,true,"Tallis Street, Temple",300096,,false,BikePoints_773
1396265880000,false,true,"Hurlingham Park, Parsons Green",300098,,false,BikePoints_774
1396270320000,false,true,"Little Brook Green, Brook Green",300101,,false,BikePoints_775
1396273320000,false,true,"Abyssinia Close, Clapham Junction",300099,,false,BikePoints_776
1406282940000,false,true,"Limburg Road, Clapham Junction",300100,,false,BikePoints_777
1435313700000,false,true,"Houndsditch, Aldgate",200072,,false,BikePoints_779
1439455200000,false,true,"Imperial Wharf Station, Sands End",300070,,false,BikePoints_780
1279289760000,false,true,"Porchester Place, Paddington",003477,,false,BikePoints_169
1279290180000,false,true,"Hardwick Street, Clerkenwell",001057,,false,BikePoints_170
1279291200000,false,true,"Collingham Gardens, Earl's Court",003459,,false,BikePoints_171
1279291500000,false,true,"Sumner Place, South Kensington",001124,,false,BikePoints_172
1279292700000,false,true,"Waterloo Road, South Bank",001176,,false,BikePoints_173
1279295940000,false,true,"Strand, Strand",001100,,false,BikePoints_174
1529674980000,false,true,"Worship Street, Shoreditch",000997,,false,BikePoints_175
1279297560000,false,true,"Gloucester Terrace, Bayswater",001173,,false,BikePoints_176
1279297740000,false,true,"Ashley Place, Victoria",001122,,false,BikePoints_177
1279297920000,false,true,"Warwick Square, Pimlico",003460,,false,BikePoints_178
1279298220000,false,true,"North Audley Street, Mayfair",001126,,false,BikePoints_180
1279298460000,false,true,"Belgrave Square, Belgravia",003473,,false,BikePoints_181
1279363140000,false,true,"Bell Street , Marylebone",001166,,false,BikePoints_182
1279364160000,false,true,"Riverlight North, Nine Elms",001165,,false,BikePoints_183
1279364280000,false,true,"Portland Place, Marylebone",001164,,false,BikePoints_184
1279365360000,false,true,"Alderney Street, Pimlico",001174,,false,BikePoints_185
1279365480000,false,true,"South Wharf Road, Paddington",001167,,false,BikePoints_186
1279365720000,false,true,"Queen's Gate (South), South Kensington",001172,,false,BikePoints_187
1279376760000,false,true,"Nutford Place, Marylebone",001112,,false,BikePoints_188
1279377180000,false,true,"Claremont Square, Angel",001104,,false,BikePoints_189
1279381080000,false,true,"Rampayne Street, Pimlico",001106,,false,BikePoints_190
1279383120000,false,true,"Hyde Park Corner, Hyde Park",001075,,false,BikePoints_191
1279383300000,false,true,"Wardour Street, Soho",001163,,false,BikePoints_192
1279392479356,false,true,"Bankside Mix, Bankside",000963,,false,BikePoints_193
1279392479395,false,true,"Hop Exchange, The Borough",000960,,false,BikePoints_194
1279392479432,false,true,"Milroy Walk, South Bank",000959,,false,BikePoints_195
1279392479471,false,true,"Union Street, The Borough",000961,,false,BikePoints_196
1279392479520,false,true,"Stamford Street, South Bank",000962,,false,BikePoints_197
1279441800000,false,true,"Great Tower Street, Monument",001080,,false,BikePoints_199
1279441920000,false,true,"LMU Commercial Road, Whitechapel",001105,,false,BikePoints_200
1279444080000,false,true,"Dorset Square, Marylebone",001162,,false,BikePoints_201
1279444320000,false,true,"Leman Street, Aldgate",001102,,false,BikePoints_202
1279445580000,false,true,"West Smithfield Rotunda, Farringdon",001040,,false,BikePoints_203
1279466640000,false,true,"Margery Street, Clerkenwell",003468,,false,BikePoints_204
1279471380000,false,true,"New Road 1 , Whitechapel",001171,,false,BikePoints_206
1279558140000,false,true,"Grosvenor Crescent, Belgravia",001169,,false,BikePoints_207
1279472580000,false,true,"Mallory Street, Marylebone",001175,,false,BikePoints_208
1279535160000,false,true,"Hinde Street, Marylebone",003476,,false,BikePoints_210
1279535820000,false,true,"Cadogan Place, Knightsbridge",003469,,false,BikePoints_211
1279536840000,false,true,"Campden Hill Road, Notting Hill",003487,,false,BikePoints_212
1279537020000,false,true,"Wellington Arch, Hyde Park",001109,,false,BikePoints_213
1279537200000,false,true,"Endsleigh Gardens, Euston",001079,,false,BikePoints_214
1279537380000,false,true,"Moorfields, Moorgate",001092,,false,BikePoints_215
1279537920000,false,true,"Old Brompton Road, South Kensington",003479,,false,BikePoints_216
1279538040000,false,true,"Wormwood Street, Liverpool Street",002587,,false,BikePoints_217
1279543740000,false,true,"St. Luke's Church, Chelsea",003486,,false,BikePoints_218
1279545900000,false,true,"Bramham Gardens, Earl's Court",001183,,false,BikePoints_219
1279546320000,false,true,"Chelsea Green, Chelsea",001179,,false,BikePoints_220
1279552200000,false,true,"Horseferry Road, Westminster",001170,,false,BikePoints_221
1279614120000,false,true,"Knightsbridge, Hyde Park",001101,,false,BikePoints_222
1279614420000,false,true,"Rodney Road , Walworth",003481,,false,BikePoints_223
1279615020000,false,true,"Queensway, Kensington Gardens",001150,,false,BikePoints_224
1279616280000,false,true,"Notting Hill Gate Station, Notting Hill",001182,,false,BikePoints_225
1279616520000,false,true,"Charles II Street, West End",003488,,false,BikePoints_226
1279616700000,false,true,"Great Percy Street, Clerkenwell",003470,,false,BikePoints_227
1279616880000,false,true,"St. James's Square, St. James's",001067,,false,BikePoints_228
1279617780000,false,true,"Whitehall Place, Strand",001151,,false,BikePoints_229
1279618020000,false,true,"Poured Lines, Bankside",001144,,false,BikePoints_230
1279622820000,false,true,"Queen's Gate (Central), South Kensington",001089,,false,BikePoints_231
1279623240000,false,true,"Carey Street, Holborn",001139,,false,BikePoints_232
1279624260000,false,true,"Pall Mall East, West End",001153,,false,BikePoints_233
1279624680000,false,true,"Liverpool Road (N1 Centre), Angel",001081,,false,BikePoints_234
1279625640000,false,true,"Kennington Road  , Vauxhall",001154,,false,BikePoints_235
1279625940000,false,true,"Fashion Street, Whitechapel",003483,,false,BikePoints_236
1279799040000,false,true,"Dock Street, Wapping",003467,,false,BikePoints_237
1279627920000,false,true,"Frampton Street, Paddington",001099,,false,BikePoints_238
1279628160000,false,true,"Warren Street Station, Euston",001090,,false,BikePoints_239
1279628280000,false,true,"Colombo Street, Southwark",003472,,false,BikePoints_240
1279628640000,false,true,"Beaumont Street, Marylebone",003482,,false,BikePoints_242
1279628940000,false,true,"Gloucester Street, Pimlico",001103,,false,BikePoints_243
1279629240000,false,true,"Earnshaw Street , Covent Garden",001145,,false,BikePoints_244
1279629660000,false,true,"Grosvenor Road, Pimlico",001140,,false,BikePoints_245
1279639740000,false,true,"Berry Street, Clerkenwell",001159,,false,BikePoints_246
1279639920000,false,true,"St. John's Wood Church, The Regent's Park",001091,,false,BikePoints_247
1279640160000,false,true,"Triangle Car Park, Hyde Park",001088,,false,BikePoints_248
1279640400000,false,true,"Harper Road, The Borough",001137,,false,BikePoints_249
1279641000000,false,true,"Royal Avenue 1, Chelsea",003440,,false,BikePoints_250
1279700160000,false,true,"Brushfield Street, Liverpool Street",001161,,false,BikePoints_251
1279700640000,false,true,"Jubilee Gardens, South Bank",001111,,false,BikePoints_252
1279700820000,false,true,"Shoreditch Park, Hoxton",001051,,false,BikePoints_253
,false,true,"Driffield Road, Old Ford",200030,,false,BikePoints_521
,false,true,"Clinton Road, Mile End",200161,,false,BikePoints_522
,false,true,"Langdon Park, Poplar",200160,,false,BikePoints_523
1328515080000,false,true,"Lancaster Gate , Bayswater",200017,,false,BikePoints_524
1643301180000,false,true,"Blythe Road, Olympia",200153,,false,BikePoints_525
,false,true,"Lancaster Drive, Blackwall",200143,,false,BikePoints_526
1328777280000,false,true,"Hansard Mews, Holland Park",200154,,false,BikePoints_527
1328777880000,false,true,"Clarges Street, Mayfair",200088,,false,BikePoints_528
,false,true,"Manresa Road, Chelsea",200010,,false,BikePoints_529
,false,true,"Newby Place, Poplar",200146,,false,BikePoints_530
1328778840000,false,true,"Twig Folly Bridge, Mile End",200167,,false,BikePoints_531
1328886360000,false,true,"Jubilee Plaza, Canary Wharf",200163,,false,BikePoints_532
,false,true,"Wellington Row, Bethnal Green",200165,,false,BikePoints_533
,false,true,"Goldsmith's Row, Haggerston",200159,,false,BikePoints_534
,false,true,"Gloucester Avenue, Camden Town",200145,,false,BikePoints_535
,false,true,"Queensbridge Road, Haggerston",200024,,false,BikePoints_536
1330352880000,false,true,"Old Montague Street, Whitechapel",200239,,false,BikePoints_537
,false,true,"Naval Row, Blackwall",200050,,false,BikePoints_538
,false,true,"Hoxton Station, Hoxton",200151,,false,BikePoints_539
,false,true,"Albany Street, The Regent's Park",200134,,false,BikePoints_540
,false,true,"Green Park Station, Mayfair",200096,,false,BikePoints_541
,false,true,"Salmon Lane, Limehouse",200147,,false,BikePoints_542
,false,true,"Lansdowne Walk, Ladbroke Grove",200065,,false,BikePoints_543
,false,true,"Percival Street, Finsbury",200051,,false,BikePoints_544
,false,true,"Arlington Road, Camden Town",200070,,false,BikePoints_545
,false,true,"New Fetter Lane, Holborn",200044,,false,BikePoints_546
,false,true,"East India DLR, Blackwall",200127,,false,BikePoints_547
,false,true,"Westminster Bridge Road, Elephant & Castle",200076,,false,BikePoints_548
,false,true,"Gaywood  Street, Elephant & Castle",200132,,false,BikePoints_549
,false,true,"Harford Street, Mile End",200102,,false,BikePoints_550
1330071720000,false,true,"Import Dock, Canary Wharf",200066,,false,BikePoints_551
,false,true,"Watney Street, Shadwell",200149,,false,BikePoints_552
,false,true,"Regent's Row , Haggerston",200064,,false,BikePoints_553
,false,true,"Aberfeldy Street, Poplar",200078,,false,BikePoints_554
,false,true,"Heron Quays DLR, Canary Wharf",200138,,false,BikePoints_556
1399635120000,false,true,"Page Street, Westminster",200048,,false,BikePoints_558
,false,true,"Abbotsbury Road, Holland Park",200111,,false,BikePoints_559
,false,true,"Ladbroke Grove Central, Ladbroke Grove",200015,,false,BikePoints_560
1330503540000,false,true,"Rectory Square, Stepney",200037,,false,BikePoints_561
1330503420000,false,true,"Bury Place, Holborn",200074,,false,BikePoints_562
,false,true,"Preston's Road, Cubitt Town",200232,,false,BikePoints_563
,false,true,"Somerset House, Strand",200068,,false,BikePoints_564
,false,true,"Selby Street, Whitechapel",200135,,false,BikePoints_565
1330937940000,false,true,"Westfield Ariel Way, White City",200141,,false,BikePoints_566
,false,true,"Bishop's Bridge Road West, Bayswater",200110,,false,BikePoints_568
,false,true,"Pitfield Street Central, Hoxton",200248,,false,BikePoints_569
1330773180000,false,true,"Upper Bank Street, Canary Wharf",200099,,false,BikePoints_570
1330620180000,false,true,"Westfield Southern Terrace ,Shepherd's Bush",200061,,false,BikePoints_571
,false,true,"Greenland Road, Camden Town",200026,,false,BikePoints_572
1331796060000,false,true,"Limerston Street, West Chelsea",200001,,false,BikePoints_573
1333618560000,false,true,"Eagle Wharf Road, Hoxton",200246,,false,BikePoints_574
,false,true,"Alpha Grove, Millwall",200109,,false,BikePoints_576
,false,true,"Globe Town Market, Bethnal Green",200247,,false,BikePoints_577
1330444680000,false,true,"Hollybush Gardens, Bethnal Green",200244,,false,BikePoints_578
,false,true,"Queen Street 2, Bank",200128,,false,BikePoints_579
1392208500000,false,true,"Doddington Grove, Kennington",200084,,false,BikePoints_580
1331883540000,false,true,"New Cavendish Street, Marylebone",200005,,false,BikePoints_581
,false,true,"Abingdon Green, Westminster",200231,,false,BikePoints_583
,false,true,"Ilchester Gardens, Bayswater",200086,,false,BikePoints_584
1331797200000,false,true,"Mudchute DLR, Cubitt Town",200092,,false,BikePoints_586
1332406320000,false,true,"Monument Street, Monument",200101,,false,BikePoints_587
1330937820000,false,true,"Hoxton Street, Hoxton",200071,,false,BikePoints_588
,false,true,"Drayton Gardens, West Chelsea",200060,,false,BikePoints_589
,false,true,"Greenberry Street, St.John's Wood",200236,,false,BikePoints_590
,false,true,"Bishop's Bridge Road East, Bayswater",200108,,false,BikePoints_592
,false,true,"Northdown Street, King's Cross",200058,,false,BikePoints_593
1331710680000,false,true,"Kingsway Southbound, Strand",200226,,false,BikePoints_594
,false,true,"Hammersmith Road, Hammersmith",200142,,false,BikePoints_595
,false,true,"Parson's Green , Parson's Green",200237,,false,BikePoints_596
,false,true,"Fulham Park Road, Fulham",200229,,false,BikePoints_597
1501544700000,false,true,"Southerton Road, Hammersmith",200166,,false,BikePoints_598
,false,true,"Manbre Road, Hammersmith",200235,,false,BikePoints_599
,false,true,"South Lambeth Road, Vauxhall",200133,,false,BikePoints_600
,false,true,"BBC White City, White City",200136,,false,BikePoints_601
,false,true,"Union Grove, Wandsworth Road",200211,,false,BikePoints_602
,false,true,"Caldwell Street, Stockwell",200137,,false,BikePoints_603
,false,true,"St Martins Close, Camden Town",200195,,false,BikePoints_604
,false,true,"Addison Road, Holland Park",200218,,false,BikePoints_606
,false,true,"Putney Bridge Station, Fulham",200125,,false,BikePoints_607
,false,true,"Colet Gardens, Hammersmith",200224,,false,BikePoints_608
1380109980000,false,true,"Sugden Road, Clapham",200208,,false,BikePoints_609
1380113460000,false,true,"Danvers Street, West Chelsea",200222,,false,BikePoints_610
1380203940000,false,true,"Princedale Road , Holland Park",200067,,false,BikePoints_611
1380294600000,false,true,"Wandsworth Rd, Isley Court, Wandsworth Road",200175,,false,BikePoints_612
1380211860000,false,true,"Woodstock Grove, Shepherd's Bush",200214,,false,BikePoints_613
1380795000000,false,true,"London Fields, Hackney Central",200025,,false,BikePoints_614
1279700940000,false,true,"Chadwell Street, Angel",003471,,false,BikePoints_254
1279702560000,false,true,"Clifton Road, Maida Vale",001147,,false,BikePoints_255
1279708020000,false,true,"Houghton Street, Strand",003484,,false,BikePoints_256
1279708140000,false,true,"Westminster University, Marylebone",001194,,false,BikePoints_257
1279708380000,false,true,"Kensington Gore, Knightsbridge",001193,,false,BikePoints_258
1279709100000,false,true,"Bourne Street, Belgravia",001180,,false,BikePoints_259
1279711020000,false,true,"Broadwick Street, Soho",003489,,false,BikePoints_260
1279711200000,false,true,"Princes Square, Bayswater",003491,,false,BikePoints_261
1279711620000,false,true,"LSBU (Borough Road), Elephant & Castle",001095,,false,BikePoints_262
1279712160000,false,true,"St. Mary Axe, Aldgate",001184,,false,BikePoints_263
1279712520000,false,true,"Tysoe Street, Clerkenwell",001146,,false,BikePoints_264
1279714320000,false,true,"Southwick Street, Paddington",003490,,false,BikePoints_265
1279714560000,false,true,"Queen's Gate (North), Kensington",001204,,false,BikePoints_266
1279714740000,false,true,"Regency Street, Westminster",001155,,false,BikePoints_267
1279714920000,false,true,"Belgrave Road, Victoria",001087,,false,BikePoints_268
1279715100000,false,true,"Empire Square, The Borough",001209,,false,BikePoints_269
1279720380000,false,true,"Kennington Lane Rail Bridge, Vauxhall",001190,,false,BikePoints_270
1279720920000,false,true,"London Zoo,  The Regent's Park",001136,,false,BikePoints_271
1279721220000,false,true,"Baylis Road, Waterloo",001133,,false,BikePoints_272
1279721400000,false,true,"Belvedere Road 1, South Bank",001186,,false,BikePoints_273
1279721580000,false,true,"Warwick Road, Olympia",001134,,false,BikePoints_274
1279721880000,false,true,"Barbican Centre, Barbican",001191,,false,BikePoints_275
1279723200000,false,true,"Lower Thames Street, Monument",001098,,false,BikePoints_276
1279723320000,false,true,"Kensington Church Street, Kensington",001143,,false,BikePoints_277
1279723500000,false,true,"Tooley Street, Bermondsey",001142,,false,BikePoints_278
1279723740000,false,true,"North Wharf Road, Paddington",001108,,false,BikePoints_279
1279726440000,false,true,"Royal Avenue 2, Chelsea",003462,,false,BikePoints_280
1279726620000,false,true,"Smith Square, Westminster",003480,,false,BikePoints_281
1279726980000,false,true,"Royal London Hospital, Whitechapel",001077,,false,BikePoints_282
1279727220000,false,true,"Kingsway, Covent Garden",001141,,false,BikePoints_283
1279727580000,false,true,"Lambeth North Station, Waterloo",001117,,false,BikePoints_284
1279727880000,false,true,"St. John's Wood Road, St. John's Wood",001187,,false,BikePoints_286
1279728060000,false,true,"Bedford Way, Bloomsbury",001156,,false,BikePoints_287
1279793820000,false,true,"Elizabeth Bridge, Victoria",001138,,false,BikePoints_288
1279794060000,false,true,"South Audley Street, Mayfair",003493,,false,BikePoints_289
1279795140000,false,true,"St Mary's Hospital, Paddington",003496,,false,BikePoints_290
1279800420000,false,true,"Claverton Street, Pimlico",001135,,false,BikePoints_291
1279800780000,false,true,"Kensington Olympia Station, Olympia",001214,,false,BikePoints_293
1279800900000,false,true,"St. George's Square, Pimlico",001195,,false,BikePoints_294
1279801080000,false,true,"Swan Street, The Borough",001216,,false,BikePoints_295
1377258960000,false,true,"Knaresborough Place, Earl's Court",200069,,false,BikePoints_296
1279801560000,false,true,"Geraldine Street, Elephant & Castle",003498,,false,BikePoints_297
1279805640000,false,true,"Curlew Street, Shad Thames",001213,,false,BikePoints_298
1279808160000,false,true,"Vincent Square, Westminster",001196,,false,BikePoints_299
1279808700000,false,true,"Serpentine Car Park, Hyde Park",001217,,false,BikePoints_300
1279809000000,false,true,"Marylebone Lane, Marylebone",001152,,false,BikePoints_301
1279812360000,false,true,"Putney Pier, Wandsworth",003492,,false,BikePoints_302
1279812720000,false,true,"Albert Gate, Hyde Park",001132,,false,BikePoints_303
1279816260000,false,true,"Rathbone Street, Fitzrovia",003497,,false,BikePoints_306
1279816500000,false,true,"Black Lion Gate, Kensington Gardens",001157,,false,BikePoints_307
1279816740000,false,true,"Long Lane , Bermondsey",001189,,false,BikePoints_308
1279875060000,false,true,"Embankment (Savoy), Strand",001192,,false,BikePoints_309
1279879560000,false,true,"Black Prince Road, Vauxhall",001205,,false,BikePoints_310
1279880100000,false,true,"Foley Street, Fitzrovia",003494,,false,BikePoints_311
1279880340000,false,true,"Grove End Road, St. John's Wood",001130,,false,BikePoints_312
1279880520000,false,true,"Wells Street, Fitzrovia",003495,,false,BikePoints_313
1279884480000,false,true,"Tyers Gate, Bermondsey",003485,,false,BikePoints_314
1279884660000,false,true,"The Tennis Courts, The Regent's Park",001199,,false,BikePoints_315
1279884840000,false,true,"Warwick Row, Westminster",000968,1539845760000,false,BikePoints_316
1279885080000,false,true,"Dickens Square, Borough",001208,,false,BikePoints_317
1279885320000,false,true,"Sackville Street, Mayfair",001197,,false,BikePoints_318
1279890360000,false,true,"Baldwin Street, St. Luke's",003500,,false,BikePoints_319
1279890840000,false,true,"Queen Mother Sports Centre, Victoria",001148,,false,BikePoints_320
1279891020000,false,true,"Bermondsey Street, Bermondsey",002637,,false,BikePoints_321
1279891920000,false,true,"Palissy Street, Shoreditch",003502,,false,BikePoints_322
1279892040000,false,true,"Clifton Street, Shoreditch",003501,,false,BikePoints_323
1279894920000,false,true,"Ontario Street, Elephant & Castle",001200,,false,BikePoints_324
1279896660000,false,true,"St. Martin's Street, West End",001158,,false,BikePoints_325
1279896840000,false,true,"Graham Street, Angel",001131,,false,BikePoints_326
1280133420000,false,true,"New North Road 1, Hoxton",001128,,false,BikePoints_327
1280133540000,false,true,"New North Road 2, Hoxton",002641,,false,BikePoints_328
1280133720000,false,true,"Prince Albert Road, The Regent's Park",002636,,false,BikePoints_329
1280141280000,false,true,"Eastbourne Mews, Paddington",001203,,false,BikePoints_330
1280141460000,false,true,"Bunhill Row, Moorgate",001211,,false,BikePoints_331
1280142360000,false,true,"Nevern Place, Earl's Court",001210,,false,BikePoints_332
1280142540000,false,true,"Palace Gardens Terrace, Notting Hill",002633,,false,BikePoints_333
1280147580000,false,true,"Concert Hall Approach 1, South Bank",002635,,false,BikePoints_334
1280152560000,false,true,"Tavistock Street, Covent Garden",001207,,false,BikePoints_335
1280152800000,false,true,"Concert Hall Approach 2, South Bank",001212,,false,BikePoints_336
1280153100000,false,true,"Pembridge Villas, Notting Hill",002589,,false,BikePoints_337
1380288900000,false,true,"Finlay Street, Fulham",200029,,false,BikePoints_615
,false,true,"Aintree Street, Fulham",200098,,false,BikePoints_616
1380531540000,false,true,"Elysium Place, Fulham",200028,,false,BikePoints_617
1380546540000,false,true,"Eel Brook Common, Walham Green",300003,,false,BikePoints_618
1380552360000,false,true,"Irene Road, Parsons Green",300012,,false,BikePoints_619
1380629040000,false,true,"Surrey Lane, Battersea",300010,,false,BikePoints_620
1380899280000,false,true,"Wandsworth Town Station, Wandsworth",200091,,false,BikePoints_621
1380901680000,false,true,"Lansdowne Road, Ladbroke Grove",200172,,false,BikePoints_622
1381135320000,false,true,"Nantes Close, Wandsworth",200186,,false,BikePoints_623
1381224240000,false,true,"Courland Grove, Wandsworth Road",200173,,false,BikePoints_624
1381227480000,false,true,"Queen's Circus, Battersea Park",200190,,false,BikePoints_625
1381920300000,false,true,"Normand Park, West Kensington",300008,,false,BikePoints_626
1381931400000,false,true,"Holden Street, Battersea",200007,,false,BikePoints_627
1381414980000,false,true,"William Morris Way, Sands End",200062,,false,BikePoints_628
1381479480000,false,true,"Morie Street, Wandsworth",200187,,false,BikePoints_629
1381487100000,false,true,"Clarence Walk, Stockwell",200194,,false,BikePoints_630
