locked,terminal_name,removal_date,installed,temporary,place_id,common_name,install_date
false,200174,,true,false,BikePoints_470,"Mostyn Grove, Bow",1326790620000
false,200006,,true,false,BikePoints_471,"Hewison Street, Old Ford",1326790860000
false,200019,,true,false,BikePoints_472,"Malmesbury Road, Bow",1326791160000
false,022167,,true,false,BikePoints_473,"Millharbour, Millwall",1326816540000
false,200155,,true,false,BikePoints_474,"Gascoyne Road, Victoria Park",1326822960000
false,200004,,true,false,BikePoints_475,"Lightermans Road, Millwall",1326825480000
false,200009,,true,false,BikePoints_476,"Stebondale Street, Cubitt Town",1326962100000
false,200018,,true,false,BikePoints_477,"Spindrift Avenue, Millwall",1326963780000
false,200012,,true,false,BikePoints_478,"Stepney Green Station, Stepney",1326965580000
false,200156,,true,false,BikePoints_479,"Pott Street, Bethnal Green",1326966240000
false,200115,,true,false,BikePoints_480,"Flamborough Street, Limehouse",1326975420000
false,200022,,true,false,BikePoints_481,"Saunders Ness Road, Cubitt Town",1326996480000
false,200052,,true,false,BikePoints_482,"Exhibition Road Museums 2, South Kensington",1326996720000
false,022166,,true,false,BikePoints_483,"Albert Gardens, Stepney",1327088280000
false,022172,,true,false,BikePoints_484,"Bromley High Street, Bow",1327339740000
false,022173,,true,false,BikePoints_485,"Old Ford Road, Bethnal Green",1327255440000
false,022174,,true,false,BikePoints_486,"Granby Street, Shoreditch",1327338660000
false,022175,,true,false,BikePoints_487,"Canton Street, Poplar",1327936860000
false,022176,,true,false,BikePoints_488,"Reardon Street, Wapping",1327254960000
false,200249,,true,false,BikePoints_491,"Queen Mary's, Mile End",1327256220000
false,200230,,true,false,BikePoints_492,"Maplin Street, Mile End",1327256520000
false,200233,,true,false,BikePoints_494,"South Quay East, Canary Wharf",1327433220000
false,200252,,true,false,BikePoints_495,"Bow Church Station, Bow",1327340460000
false,200255,,true,false,BikePoints_496,"Devons Road, Bow",1327400820000
false,200242,,true,false,BikePoints_497,"Merchant Street, Bow",1327398420000
false,200251,,true,false,BikePoints_498,"Bow Road Station, Bow",1327398660000
false,200011,,true,false,BikePoints_499,"Furze Green, Bow",1327407960000
false,200148,,true,false,BikePoints_500,"Ansell House, Stepney",1327430040000
false,200073,,true,false,BikePoints_501,"Cephas Street, Bethnal Green",1327430220000
false,200241,,true,false,BikePoints_502,"Bonner Gate, Victoria Park",1563957840000
false,200250,,true,false,BikePoints_503,"Cleveland Way, Stepney",1327492920000
false,200243,,true,false,BikePoints_504,"St. John's Park, Cubitt Town",1327937820000
false,200038,,true,false,BikePoints_505,"Ackroyd Drive, Bow",1327937460000
false,200036,,true,false,BikePoints_506,"Bell Lane, Liverpool Street",1327938660000
false,200131,,true,false,BikePoints_507,"Clarkson Street, Bethnal Green",1327938420000
false,200157,,true,false,BikePoints_508,"Fournier Street, Whitechapel",1327938180000
false,200253,,true,false,BikePoints_509,"Fore Street, Guildhall",1327938120000
false,200238,,true,false,BikePoints_510,"Westferry DLR, Limehouse",
false,200256,,true,false,BikePoints_511,"Sutton Street, Shadwell",1327937940000
false,200083,,true,false,BikePoints_512,"Pritchard's Road, Bethnal Green",1328112600000
false,200162,,true,false,BikePoints_513,"Watney Market, Stepney",
false,200008,,true,false,BikePoints_514,"Portman Square, Marylebone",1328201520000
false,200080,,true,false,BikePoints_515,"Russell Gardens, Olympia",
false,200089,,true,false,BikePoints_516,"Chrisp Street Market, Poplar",1328202420000
false,200027,,true,false,BikePoints_517,"Ford Road, Old Ford",1326790860000
false,200041,,true,false,BikePoints_518,"Antill Road, Mile End",
false,200254,,true,false,BikePoints_519,"Teviot Street, Poplar",
false,200234,,true,false,BikePoints_520,"Bancroft Road, Bethnal Green",
false,300032,,true,false,BikePoints_781,"Victoria & Albert Museum, South Kensington",1446485340000
false,300210,,true,false,BikePoints_782,"Halford Road, West Kensington",1446485820000
false,300213,,true,false,BikePoints_783,"Monier Road, Hackney Wick",1448529660000
false,300200,,true,false,BikePoints_784,"East Village, Queen Elizabeth Olympic Park",1452789240000
false,300233,,true,false,BikePoints_785,"Aquatic Centre, Queen Elizabeth Olympic Park",1451908440000
false,300029,,true,false,BikePoints_786,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",1451918160000
false,300227,,true,false,BikePoints_787,"Timber Lodge, Queen Elizabeth Olympic Park",1451900700000
false,300226,,true,false,BikePoints_788,"Copper Box Arena, Queen Elizabeth Olympic Park",1451906880000
false,300021,,true,false,BikePoints_789,"Podium, Queen Elizabeth Olympic Park",1452507000000
false,300234,,true,false,BikePoints_790,"Stratford Station, Stratford",1452687420000
false,300214,,true,false,BikePoints_792,"Blackfriars Road, Southwark",1454926380000
false,300205,,true,false,BikePoints_793,"Cromer Street, Bloomsbury",1459424760000
false,300204,,true,false,BikePoints_794,"Victoria Rise, Clapham Common",1456404240000
false,300203,,true,false,BikePoints_795,"Euston Square Gardens, Euston",1456744740000
false,300201,,true,false,BikePoints_796,"Coram Street, Bloomsbury",1456746420000
false,300211,,true,false,BikePoints_797,"Ossulston Street, Somers Town",1456839540000
false,300212,,true,false,BikePoints_798,"Birkenhead Street, King's Cross",1464787980000
false,300202,,true,false,BikePoints_799,"Kings Gate House, Westminster",1464876480000
false,300248,,true,false,BikePoints_800,"Sopwith Way, Battersea Park",1457107140000
false,300208,,true,false,BikePoints_801,"Lavington Street, Bankside",1458824640000
false,300209,,true,false,BikePoints_802,"Albert Square, Stockwell",1464865500000
false,300238,,true,false,BikePoints_803,"Southwark Street, Bankside",1464787860000
false,300243,,true,false,BikePoints_804,"Good's Way, King's Cross",1459410960000
false,300244,,true,false,BikePoints_805,"The Metropolitan, Portobello",1467626400000
false,300241,,true,false,BikePoints_806,"Handyside Street, King's Cross",1472723460000
false,300236,,true,false,BikePoints_807,"Bevington Road West, North Kensington",1466715600000
false,300207,,true,false,BikePoints_808,"Gauden Road, Clapham",1461753540000
false,300240,,true,false,BikePoints_809,"Lincoln's Inn Fields, Holborn",1467640800000
false,300237,,true,false,BikePoints_810,"Tate Modern, Bankside",1464943200000
false,300228,,true,false,BikePoints_811,"Westferry Circus, Canary Wharf",1469538960000
false,300217,,true,false,BikePoints_812,"Here East North, Queen Elizabeth Olympic Park",1469005200000
false,300224,,true,false,BikePoints_813,"New Spring Gardens Walk, Vauxhall",1467627120000
false,300245,,true,false,BikePoints_814,"Clapham Road, Lingham Street, Stockwell",1464870060000
false,300231,,true,false,BikePoints_815,"Lambeth Palace Road, Waterloo",1462357680000
false,300219,,true,false,BikePoints_816,"Here East South, Queen Elizabeth Olympic Park",1489065360000
false,300232,,true,false,BikePoints_817,"Riverlight South, Nine Elms",1464949140000
false,300249,,true,false,BikePoints_818,"Westminster Pier, Westminster",1563958740000
false,300246,,true,false,BikePoints_819,"Belvedere Road 2, South Bank",1476360120000
false,300239,,true,false,BikePoints_820,"Victory Place, Walworth",1481807940000
false,300221,,true,false,BikePoints_821,"Battersea Power Station, Battersea Park",1487335920000
false,300242,,true,false,BikePoints_826,"Allington Street, Victoria",1500554880000
false,300247,,true,false,BikePoints_827,"Cranmer Road, Stockwell",1517788800000
false,300225,,true,false,BikePoints_828,"Normandy Road, Stockwell",1517788800000
false,300230,,true,false,BikePoints_829,"Wynne Road, Stockwell",1517443200000
false,300229,,true,false,BikePoints_830,"Sidney Road, Stockwell",1517961600000
false,300215,,true,false,BikePoints_831,"St John's Crescent, Brixton",1517961600000
false,200240,,true,false,BikePoints_832,"Ferndale Road, Brixton",1517961600000
false,300206,,true,false,BikePoints_833,"Saltoun Road, Brixton",1517875200000
false,300216,,true,false,BikePoints_834,"Gas Holders, Battersea Park",1529449200000
false,300220,,true,false,BikePoints_835,"Farringdon Street, Holborn",
false,300235,,true,false,BikePoints_836,"York Way, Kings Cross",
false,300222,,true,false,BikePoints_838,"Fore Street Avenue, Guildhall",1539254700000
false,200144,,true,false,BikePoints_839,"Sea Containers, South Bank",1544611140000
false,002679,,true,false,BikePoints_840,"George Row, Bermondsey",1599752640000
false,002667,,true,false,BikePoints_841,"Tower Wharf, Bermondsey",
false,300250,,true,false,BikePoints_842,"Temple Gardens, Temple",1600856400000
false,300252,,true,false,BikePoints_844,"Canada Water Station, Rotherhithe",1608298140000
false,300253,,true,false,BikePoints_845,"Bermondsey Station, Bermondsey",1608303660000
false,003477,,true,false,BikePoints_169,"Porchester Place, Paddington",1279289760000
false,001057,,true,false,BikePoints_170,"Hardwick Street, Clerkenwell",1279290180000
false,003459,,true,false,BikePoints_171,"Collingham Gardens, Earl's Court",1279291200000
false,001124,,true,false,BikePoints_172,"Sumner Place, South Kensington",1279291500000
false,001176,,true,false,BikePoints_173,"Waterloo Road, South Bank",1279292700000
false,001100,,true,false,BikePoints_174,"Strand, Strand",1279295940000
false,000997,,true,false,BikePoints_175,"Worship Street, Shoreditch",1529674980000
false,001173,,true,false,BikePoints_176,"Gloucester Terrace, Bayswater",1279297560000
false,001122,,true,false,BikePoints_177,"Ashley Place, Victoria",1279297740000
false,003460,,true,false,BikePoints_178,"Warwick Square, Pimlico",1279297920000
false,001126,,true,false,BikePoints_180,"North Audley Street, Mayfair",1279298220000
false,003473,,true,false,BikePoints_181,"Belgrave Square, Belgravia",1279298460000
false,001166,,true,false,BikePoints_182,"Bell Street , Marylebone",1279363140000
false,001165,,true,false,BikePoints_183,"Riverlight North, Nine Elms",1279364160000
false,001164,,true,false,BikePoints_184,"Portland Place, Marylebone",1279364280000
false,001174,,true,false,BikePoints_185,"Alderney Street, Pimlico",1279365360000
false,001167,,true,false,BikePoints_186,"South Wharf Road, Paddington",1279365480000
false,001172,,true,false,BikePoints_187,"Queen's Gate (South), South Kensington",1279365720000
false,001112,,true,false,BikePoints_188,"Nutford Place, Marylebone",1279376760000
false,001104,,true,false,BikePoints_189,"Claremont Square, Angel",1279377180000
false,001106,,true,false,BikePoints_190,"Rampayne Street, Pimlico",1279381080000
false,001075,,true,false,BikePoints_191,"Hyde Park Corner, Hyde Park",1279383120000
false,001163,,true,false,BikePoints_192,"Wardour Street, Soho",1279383300000
false,000963,,true,false,BikePoints_193,"Bankside Mix, Bankside",1279392479356
false,000960,,true,false,BikePoints_194,"Hop Exchange, The Borough",1279392479395
false,000959,,true,false,BikePoints_195,"Milroy Walk, South Bank",1279392479432
false,000961,,true,false,BikePoints_196,"Union Street, The Borough",1279392479471
false,000962,,true,false,BikePoints_197,"Stamford Street, South Bank",1279392479520
false,001080,,true,false,BikePoints_199,"Great Tower Street, Monument",1279441800000
false,001105,,true,false,BikePoints_200,"LMU Commercial Road, Whitechapel",1279441920000
false,001162,,true,false,BikePoints_201,"Dorset Square, Marylebone",1279444080000
false,001102,,true,false,BikePoints_202,"Leman Street, Aldgate",1279444320000
false,001040,,true,false,BikePoints_203,"West Smithfield Rotunda, Farringdon",1279445580000
false,003468,,true,false,BikePoints_204,"Margery Street, Clerkenwell",1279466640000
false,001171,,true,false,BikePoints_206,"New Road 1 , Whitechapel",1279471380000
false,001169,,true,false,BikePoints_207,"Grosvenor Crescent, Belgravia",1279558140000
false,001175,,true,false,BikePoints_208,"Mallory Street, Marylebone",1279472580000
false,003454,,true,false,BikePoints_209,"Denyer Street, Knightsbridge",1279529160000
false,003476,,true,false,BikePoints_210,"Hinde Street, Marylebone",1279535160000
false,003469,,true,false,BikePoints_211,"Cadogan Place, Knightsbridge",1279535820000
false,003487,,true,false,BikePoints_212,"Campden Hill Road, Notting Hill",1279536840000
false,001109,,true,false,BikePoints_213,"Wellington Arch, Hyde Park",1279537020000
false,001079,,true,false,BikePoints_214,"Endsleigh Gardens, Euston",1279537200000
false,001092,,true,false,BikePoints_215,"Moorfields, Moorgate",1279537380000
false,003479,,true,false,BikePoints_216,"Old Brompton Road, South Kensington",1279537920000
false,002587,,true,false,BikePoints_217,"Wormwood Street, Liverpool Street",1279538040000
false,003486,,true,false,BikePoints_218,"St. Luke's Church, Chelsea",1279543740000
false,001183,,true,false,BikePoints_219,"Bramham Gardens, Earl's Court",1279545900000
false,001179,,true,false,BikePoints_220,"Chelsea Green, Chelsea",1279546320000
false,001170,,true,false,BikePoints_221,"Horseferry Road, Westminster",1279552200000
false,001101,,true,false,BikePoints_222,"Knightsbridge, Hyde Park",1279614120000
false,003481,,true,false,BikePoints_223,"Rodney Road , Walworth",1279614420000
false,001150,,true,false,BikePoints_224,"Queensway, Kensington Gardens",1279615020000
false,001182,,true,false,BikePoints_225,"Notting Hill Gate Station, Notting Hill",1279616280000
false,003488,,true,false,BikePoints_226,"Charles II Street, West End",1279616520000
false,003470,,true,false,BikePoints_227,"Great Percy Street, Clerkenwell",1279616700000
false,001067,,true,false,BikePoints_228,"St. James's Square, St. James's",1279616880000
false,001151,,true,false,BikePoints_229,"Whitehall Place, Strand",1279617780000
false,001144,,true,false,BikePoints_230,"Poured Lines, Bankside",1279618020000
false,001089,,true,false,BikePoints_231,"Queen's Gate (Central), South Kensington",1279622820000
false,001139,,true,false,BikePoints_232,"Carey Street, Holborn",1279623240000
false,001153,,true,false,BikePoints_233,"Pall Mall East, West End",1279624260000
false,001081,,true,false,BikePoints_234,"Liverpool Road (N1 Centre), Angel",1279624680000
false,001154,,true,false,BikePoints_235,"Kennington Road  , Vauxhall",1279625640000
false,003483,,true,false,BikePoints_236,"Fashion Street, Whitechapel",1279625940000
false,003467,,true,false,BikePoints_237,"Dock Street, Wapping",1279799040000
false,001099,,true,false,BikePoints_238,"Frampton Street, Paddington",1279627920000
false,001090,,true,false,BikePoints_239,"Warren Street Station, Euston",1279628160000
false,003482,,true,false,BikePoints_242,"Beaumont Street, Marylebone",1279628640000
false,001103,,true,false,BikePoints_243,"Gloucester Street, Pimlico",1279628940000
false,001145,,true,false,BikePoints_244,"Earnshaw Street , Covent Garden",1279629240000
false,001140,,true,false,BikePoints_245,"Grosvenor Road, Pimlico",1279629660000
false,001159,,true,false,BikePoints_246,"Berry Street, Clerkenwell",1279639740000
false,001091,,true,false,BikePoints_247,"St. John's Wood Church, The Regent's Park",1279639920000
false,001088,,true,false,BikePoints_248,"Triangle Car Park, Hyde Park",1279640160000
false,001137,,true,false,BikePoints_249,"Harper Road, The Borough",1279640400000
false,003440,,true,false,BikePoints_250,"Royal Avenue 1, Chelsea",1279641000000
false,001161,,true,false,BikePoints_251,"Brushfield Street, Liverpool Street",1279700160000
false,001111,,true,false,BikePoints_252,"Jubilee Gardens, South Bank",1279700640000
false,200030,,true,false,BikePoints_521,"Driffield Road, Old Ford",
false,200161,,true,false,BikePoints_522,"Clinton Road, Mile End",
false,200160,,true,false,BikePoints_523,"Langdon Park, Poplar",
false,200017,,true,false,BikePoints_524,"Lancaster Gate , Bayswater",1328515080000
false,200153,,true,false,BikePoints_525,"Blythe Road, Olympia",1643301180000
false,200143,,true,false,BikePoints_526,"Lancaster Drive, Blackwall",
false,200154,,true,false,BikePoints_527,"Hansard Mews, Holland Park",1328777280000
false,200088,,true,false,BikePoints_528,"Clarges Street, Mayfair",1328777880000
false,200010,,true,false,BikePoints_529,"Manresa Road, Chelsea",
false,200146,,true,false,BikePoints_530,"Newby Place, Poplar",
false,200167,,true,false,BikePoints_531,"Twig Folly Bridge, Mile End",1328778840000
false,200163,,true,false,BikePoints_532,"Jubilee Plaza, Canary Wharf",1328886360000
false,200165,,true,false,BikePoints_533,"Wellington Row, Bethnal Green",
false,200159,,true,false,BikePoints_534,"Goldsmith's Row, Haggerston",
false,200145,,true,false,BikePoints_535,"Gloucester Avenue, Camden Town",
false,200024,,true,false,BikePoints_536,"Queensbridge Road, Haggerston",
false,200239,,true,false,BikePoints_537,"Old Montague Street, Whitechapel",1330352880000
false,200050,,true,false,BikePoints_538,"Naval Row, Blackwall",
false,200151,,true,false,BikePoints_539,"Hoxton Station, Hoxton",
false,200134,,true,false,BikePoints_540,"Albany Street, The Regent's Park",
false,200096,,true,false,BikePoints_541,"Green Park Station, Mayfair",
false,200147,,true,false,BikePoints_542,"Salmon Lane, Limehouse",
false,200065,,true,false,BikePoints_543,"Lansdowne Walk, Ladbroke Grove",
false,200051,,true,false,BikePoints_544,"Percival Street, Finsbury",
false,200070,,true,false,BikePoints_545,"Arlington Road, Camden Town",
false,200044,,true,false,BikePoints_546,"New Fetter Lane, Holborn",
false,200127,,true,false,BikePoints_547,"East India DLR, Blackwall",
false,200076,,true,false,BikePoints_548,"Westminster Bridge Road, Elephant & Castle",
false,200132,,true,false,BikePoints_549,"Gaywood  Street, Elephant & Castle",
false,200102,,true,false,BikePoints_550,"Harford Street, Mile End",
false,200066,,true,false,BikePoints_551,"Import Dock, Canary Wharf",1330071720000
false,200149,,true,false,BikePoints_552,"Watney Street, Shadwell",
false,200064,,true,false,BikePoints_553,"Regent's Row , Haggerston",
false,200078,,true,false,BikePoints_554,"Aberfeldy Street, Poplar",
false,200138,,true,false,BikePoints_556,"Heron Quays DLR, Canary Wharf",
false,200203,,true,false,BikePoints_557,"King Edward Street, St Pauls",
false,200048,,true,false,BikePoints_558,"Page Street, Westminster",1399635120000
false,200111,,true,false,BikePoints_559,"Abbotsbury Road, Holland Park",
false,200015,,true,false,BikePoints_560,"Ladbroke Grove Central, Ladbroke Grove",
false,200037,,true,false,BikePoints_561,"Rectory Square, Stepney",1330503540000
false,200074,,true,false,BikePoints_562,"Bury Place, Holborn",1330503420000
false,200232,,true,false,BikePoints_563,"Preston's Road, Cubitt Town",
false,200068,,true,false,BikePoints_564,"Somerset House, Strand",
false,200135,,true,false,BikePoints_565,"Selby Street, Whitechapel",
false,200141,,true,false,BikePoints_566,"Westfield Ariel Way, White City",1330937940000
false,200110,,true,false,BikePoints_568,"Bishop's Bridge Road West, Bayswater",
false,200248,,true,false,BikePoints_569,"Pitfield Street Central, Hoxton",
false,200099,,true,false,BikePoints_570,"Upper Bank Street, Canary Wharf",1330773180000
false,200061,,true,false,BikePoints_571,"Westfield Southern Terrace ,Shepherd's Bush",1330620180000
false,200026,,true,false,BikePoints_572,"Greenland Road, Camden Town",
false,200001,,true,false,BikePoints_573,"Limerston Street, West Chelsea",1331796060000
false,200246,,true,false,BikePoints_574,"Eagle Wharf Road, Hoxton",1333618560000
false,200109,,true,false,BikePoints_576,"Alpha Grove, Millwall",
false,200247,,true,false,BikePoints_577,"Globe Town Market, Bethnal Green",
false,200244,,true,false,BikePoints_578,"Hollybush Gardens, Bethnal Green",1330444680000
false,200128,,true,false,BikePoints_579,"Queen Street 2, Bank",
false,200084,,true,false,BikePoints_580,"Doddington Grove, Kennington",1392208500000
false,200005,,true,false,BikePoints_581,"New Cavendish Street, Marylebone",1331883540000
false,200231,,true,false,BikePoints_583,"Abingdon Green, Westminster",
false,200086,,true,false,BikePoints_584,"Ilchester Gardens, Bayswater",
false,200092,,true,false,BikePoints_586,"Mudchute DLR, Cubitt Town",1331797200000
false,200101,,true,false,BikePoints_587,"Monument Street, Monument",1332406320000
false,200071,,true,false,BikePoints_588,"Hoxton Street, Hoxton",1330937820000
false,200060,,true,false,BikePoints_589,"Drayton Gardens, West Chelsea",
false,200236,,true,false,BikePoints_590,"Greenberry Street, St.John's Wood",
false,200108,,true,false,BikePoints_592,"Bishop's Bridge Road East, Bayswater",
false,200058,,true,false,BikePoints_593,"Northdown Street, King's Cross",
false,200226,,true,false,BikePoints_594,"Kingsway Southbound, Strand",1331710680000
false,200142,,true,false,BikePoints_595,"Hammersmith Road, Hammersmith",
false,200237,,true,false,BikePoints_596,"Parson's Green , Parson's Green",
false,200229,,true,false,BikePoints_597,"Fulham Park Road, Fulham",
false,200166,,true,false,BikePoints_598,"Southerton Road, Hammersmith",1501544700000
false,200235,,true,false,BikePoints_599,"Manbre Road, Hammersmith",
false,200133,,true,false,BikePoints_600,"South Lambeth Road, Vauxhall",
false,200136,,true,false,BikePoints_601,"BBC White City, White City",
false,200211,,true,false,BikePoints_602,"Union Grove, Wandsworth Road",
false,200137,,true,false,BikePoints_603,"Caldwell Street, Stockwell",
false,200195,,true,false,BikePoints_604,"St Martins Close, Camden Town",
false,200198,,true,false,BikePoints_605,"Seymour Place, Marylebone",
false,200218,,true,false,BikePoints_606,"Addison Road, Holland Park",
false,200125,,true,false,BikePoints_607,"Putney Bridge Station, Fulham",
false,200224,,true,false,BikePoints_608,"Colet Gardens, Hammersmith",
false,200208,,true,false,BikePoints_609,"Sugden Road, Clapham",1380109980000
false,200222,,true,false,BikePoints_610,"Danvers Street, West Chelsea",1380113460000
false,200067,,true,false,BikePoints_611,"Princedale Road , Holland Park",1380203940000
false,200175,,true,false,BikePoints_612,"Wandsworth Rd, Isley Court, Wandsworth Road",1380294600000
false,200214,,true,false,BikePoints_613,"Woodstock Grove, Shepherd's Bush",1380211860000
false,001051,,true,false,BikePoints_253,"Shoreditch Park, Hoxton",1279700820000
false,003471,,true,false,BikePoints_254,"Chadwell Street, Angel",1279700940000
false,001147,,true,false,BikePoints_255,"Clifton Road, Maida Vale",1279702560000
false,003484,,true,false,BikePoints_256,"Houghton Street, Strand",1279708020000
false,001194,,true,false,BikePoints_257,"Westminster University, Marylebone",1279708140000
false,001193,,true,false,BikePoints_258,"Kensington Gore, Knightsbridge",1279708380000
false,001180,,true,false,BikePoints_259,"Bourne Street, Belgravia",1279709100000
false,003489,,true,false,BikePoints_260,"Broadwick Street, Soho",1279711020000
false,003491,,true,false,BikePoints_261,"Princes Square, Bayswater",1279711200000
false,001095,,true,false,BikePoints_262,"LSBU (Borough Road), Elephant & Castle",1279711620000
false,001184,,true,false,BikePoints_263,"St. Mary Axe, Aldgate",1279712160000
false,001146,,true,false,BikePoints_264,"Tysoe Street, Clerkenwell",1279712520000
false,003490,,true,false,BikePoints_265,"Southwick Street, Paddington",1279714320000
false,001204,,true,false,BikePoints_266,"Queen's Gate (North), Kensington",1279714560000
false,001155,,true,false,BikePoints_267,"Regency Street, Westminster",1279714740000
false,001087,,true,false,BikePoints_268,"Belgrave Road, Victoria",1279714920000
false,001209,,true,false,BikePoints_269,"Empire Square, The Borough",1279715100000
false,001190,,true,false,BikePoints_270,"Kennington Lane Rail Bridge, Vauxhall",1279720380000
false,001136,,true,false,BikePoints_271,"London Zoo,  The Regent's Park",1279720920000
false,001133,,true,false,BikePoints_272,"Baylis Road, Waterloo",1279721220000
false,001186,,true,false,BikePoints_273,"Belvedere Road 1, South Bank",1279721400000
false,001134,,true,false,BikePoints_274,"Warwick Road, Olympia",1279721580000
false,001191,,true,false,BikePoints_275,"Barbican Centre, Barbican",1279721880000
false,001098,,true,false,BikePoints_276,"Lower Thames Street, Monument",1279723200000
false,001143,,true,false,BikePoints_277,"Kensington Church Street, Kensington",1279723320000
false,001142,,true,false,BikePoints_278,"Tooley Street, Bermondsey",1279723500000
false,001108,,true,false,BikePoints_279,"North Wharf Road, Paddington",1279723740000
false,003462,,true,false,BikePoints_280,"Royal Avenue 2, Chelsea",1279726440000
false,003480,,true,false,BikePoints_281,"Smith Square, Westminster",1279726620000
false,001077,,true,false,BikePoints_282,"Royal London Hospital, Whitechapel",1279726980000
false,001141,,true,false,BikePoints_283,"Kingsway, Covent Garden",1279727220000
false,001117,,true,false,BikePoints_284,"Lambeth North Station, Waterloo",1279727580000
false,001187,,true,false,BikePoints_286,"St. John's Wood Road, St. John's Wood",1279727880000
false,001156,,true,false,BikePoints_287,"Bedford Way, Bloomsbury",1279728060000
false,001138,,true,false,BikePoints_288,"Elizabeth Bridge, Victoria",1279793820000
false,003493,,true,false,BikePoints_289,"South Audley Street, Mayfair",1279794060000
false,003496,,true,false,BikePoints_290,"St Mary's Hospital, Paddington",1279795140000
false,001135,,true,false,BikePoints_291,"Claverton Street, Pimlico",1279800420000
false,001206,,true,false,BikePoints_292,"Montpelier Street, Knightsbridge",1279800600000
false,001214,,true,false,BikePoints_293,"Kensington Olympia Station, Olympia",1279800780000
false,001195,,true,false,BikePoints_294,"St. George's Square, Pimlico",1279800900000
false,001216,,true,false,BikePoints_295,"Swan Street, The Borough",1279801080000
false,200069,,true,false,BikePoints_296,"Knaresborough Place, Earl's Court",1377258960000
false,003498,,true,false,BikePoints_297,"Geraldine Street, Elephant & Castle",1279801560000
false,001213,,true,false,BikePoints_298,"Curlew Street, Shad Thames",1279805640000
false,001196,,true,false,BikePoints_299,"Vincent Square, Westminster",1279808160000
false,001217,,true,false,BikePoints_300,"Serpentine Car Park, Hyde Park",1279808700000
false,001152,,true,false,BikePoints_301,"Marylebone Lane, Marylebone",1279809000000
false,003492,,true,false,BikePoints_302,"Putney Pier, Wandsworth",1279812360000
false,001132,,true,false,BikePoints_303,"Albert Gate, Hyde Park",1279812720000
false,003497,,true,false,BikePoints_306,"Rathbone Street, Fitzrovia",1279816260000
false,001157,,true,false,BikePoints_307,"Black Lion Gate, Kensington Gardens",1279816500000
false,001189,,true,false,BikePoints_308,"Long Lane , Bermondsey",1279816740000
false,001192,,true,false,BikePoints_309,"Embankment (Savoy), Strand",1279875060000
false,001205,,true,false,BikePoints_310,"Black Prince Road, Vauxhall",1279879560000
false,003494,,true,false,BikePoints_311,"Foley Street, Fitzrovia",1279880100000
false,001130,,true,false,BikePoints_312,"Grove End Road, St. John's Wood",1279880340000
false,003495,,true,false,BikePoints_313,"Wells Street, Fitzrovia",1279880520000
false,003485,,true,false,BikePoints_314,"Tyers Gate, Bermondsey",1279884480000
false,001199,,true,false,BikePoints_315,"The Tennis Courts, The Regent's Park",1279884660000
false,000968,1539845760000,true,false,BikePoints_316,"Warwick Row, Westminster",1279884840000
false,001208,,true,false,BikePoints_317,"Dickens Square, Borough",1279885080000
false,001197,,true,false,BikePoints_318,"Sackville Street, Mayfair",1279885320000
false,003500,,true,false,BikePoints_319,"Baldwin Street, St. Luke's",1279890360000
false,001148,,true,false,BikePoints_320,"Queen Mother Sports Centre, Victoria",1279890840000
false,002637,,true,false,BikePoints_321,"Bermondsey Street, Bermondsey",1279891020000
false,003502,,true,false,BikePoints_322,"Palissy Street, Shoreditch",1279891920000
false,003501,,true,false,BikePoints_323,"Clifton Street, Shoreditch",1279892040000
false,001200,,true,false,BikePoints_324,"Ontario Street, Elephant & Castle",1279894920000
false,001158,,true,false,BikePoints_325,"St. Martin's Street, West End",1279896660000
false,001131,,true,false,BikePoints_326,"Graham Street, Angel",1279896840000
false,001128,,true,false,BikePoints_327,"New North Road 1, Hoxton",1280133420000
false,002641,,true,false,BikePoints_328,"New North Road 2, Hoxton",1280133540000
false,002636,,true,false,BikePoints_329,"Prince Albert Road, The Regent's Park",1280133720000
false,001203,,true,false,BikePoints_330,"Eastbourne Mews, Paddington",1280141280000
false,001211,,true,false,BikePoints_331,"Bunhill Row, Moorgate",1280141460000
false,001210,,true,false,BikePoints_332,"Nevern Place, Earl's Court",1280142360000
false,002633,,true,false,BikePoints_333,"Palace Gardens Terrace, Notting Hill",1280142540000
false,002635,,true,false,BikePoints_334,"Concert Hall Approach 1, South Bank",1280147580000
false,001207,,true,false,BikePoints_335,"Tavistock Street, Covent Garden",1280152560000
false,200025,,true,false,BikePoints_614,"London Fields, Hackney Central",1380795000000
false,200029,,true,false,BikePoints_615,"Finlay Street, Fulham",1380288900000
false,200098,,true,false,BikePoints_616,"Aintree Street, Fulham",
false,200028,,true,false,BikePoints_617,"Elysium Place, Fulham",1380531540000
false,300003,,true,false,BikePoints_618,"Eel Brook Common, Walham Green",1380546540000
false,300012,,true,false,BikePoints_619,"Irene Road, Parsons Green",1380552360000
false,300010,,true,false,BikePoints_620,"Surrey Lane, Battersea",1380629040000
false,200091,,true,false,BikePoints_621,"Wandsworth Town Station, Wandsworth",1380899280000
false,200172,,true,false,BikePoints_622,"Lansdowne Road, Ladbroke Grove",1380901680000
false,200186,,true,false,BikePoints_623,"Nantes Close, Wandsworth",1381135320000
false,200173,,true,false,BikePoints_624,"Courland Grove, Wandsworth Road",1381224240000
