temporary,installed,terminal_name,install_date,locked,removal_date,common_name,place_id
false,true,200006,1326790860000,false,,"Hewison Street, Old Ford",BikePoints_471
false,true,200019,1326791160000,false,,"Malmesbury Road, Bow",BikePoints_472
false,true,022167,1326816540000,false,,"Millharbour, Millwall",BikePoints_473
false,true,200155,1326822960000,false,,"Gascoyne Road, Victoria Park",BikePoints_474
false,true,200004,1326825480000,false,,"Lightermans Road, Millwall",BikePoints_475
false,true,200009,1326962100000,false,,"Stebondale Street, Cubitt Town",BikePoints_476
false,true,200018,1326963780000,false,,"Spindrift Avenue, Millwall",BikePoints_477
false,true,200012,1326965580000,false,,"Stepney Green Station, Stepney",BikePoints_478
false,true,200156,1326966240000,false,,"Pott Street, Bethnal Green",BikePoints_479
false,true,200115,1326975420000,false,,"Flamborough Street, Limehouse",BikePoints_480
false,true,200022,1326996480000,false,,"Saunders Ness Road, Cubitt Town",BikePoints_481
false,true,200052,1326996720000,false,,"Exhibition Road Museums 2, South Kensington",BikePoints_482
false,true,022166,1327088280000,false,,"Albert Gardens, Stepney",BikePoints_483
false,true,022172,1327339740000,false,,"Bromley High Street, Bow",BikePoints_484
false,true,022173,1327255440000,false,,"Old Ford Road, Bethnal Green",BikePoints_485
false,true,022174,1327338660000,false,,"Granby Street, Shoreditch",BikePoints_486
false,true,022175,1327936860000,false,,"Canton Street, Poplar",BikePoints_487
false,true,022176,1327254960000,false,,"Reardon Street, Wapping",BikePoints_488
false,true,200090,,false,,"Pennington Street, Wapping",BikePoints_490
false,true,200249,1327256220000,false,,"Queen Mary's, Mile End",BikePoints_491
false,true,200230,1327256520000,false,,"Maplin Street, Mile End",BikePoints_492
false,true,200233,1327433220000,false,,"South Quay East, Canary Wharf",BikePoints_494
false,true,200252,1327340460000,false,,"Bow Church Station, Bow",BikePoints_495
false,true,200255,1327400820000,false,,"Devons Road, Bow",BikePoints_496
false,true,200242,1327398420000,false,,"Merchant Street, Bow",BikePoints_497
false,true,200251,1327398660000,false,,"Bow Road Station, Bow",BikePoints_498
false,true,200011,1327407960000,false,,"Furze Green, Bow",BikePoints_499
false,true,200148,1327430040000,false,,"Ansell House, Stepney",BikePoints_500
false,true,200073,1327430220000,false,,"Cephas Street, Bethnal Green",BikePoints_501
false,true,200241,1563957840000,false,,"Bonner Gate, Victoria Park",BikePoints_502
false,true,200250,1327492920000,false,,"Cleveland Way, Stepney",BikePoints_503
false,true,200243,1327937820000,false,,"St. John's Park, Cubitt Town",BikePoints_504
false,true,200038,1327937460000,false,,"Ackroyd Drive, Bow",BikePoints_505
false,true,200036,1327938660000,false,,"Bell Lane, Liverpool Street",BikePoints_506
false,true,200131,1327938420000,false,,"Clarkson Street, Bethnal Green",BikePoints_507
false,true,200157,1327938180000,false,,"Fournier Street, Whitechapel",BikePoints_508
false,true,200253,1327938120000,false,,"Fore Street, Guildhall",BikePoints_509
false,true,200238,,false,,"Westferry DLR, Limehouse",BikePoints_510
false,true,200256,1327937940000,false,,"Sutton Street, Shadwell",BikePoints_511
false,true,200083,1328112600000,false,,"Pritchard's Road, Bethnal Green",BikePoints_512
false,true,200162,,false,,"Watney Market, Stepney",BikePoints_513
false,true,200008,1328201520000,false,,"Portman Square, Marylebone",BikePoints_514
false,true,200080,,false,,"Russell Gardens, Olympia",BikePoints_515
false,true,200089,1328202420000,false,,"Chrisp Street Market, Poplar",BikePoints_516
false,true,200027,1326790860000,false,,"Ford Road, Old Ford",BikePoints_517
false,true,200041,,false,,"Antill Road, Mile End",BikePoints_518
false,true,200254,,false,,"Teviot Street, Poplar",BikePoints_519
false,true,200234,,false,,"Bancroft Road, Bethnal Green",BikePoints_520
false,true,200030,,false,,"Driffield Road, Old Ford",BikePoints_521
false,true,300213,1448529660000,false,,"Monier Road, Hackney Wick",BikePoints_783
false,true,300200,1452789240000,false,,"East Village, Queen Elizabeth Olympic Park",BikePoints_784
false,true,300233,1451908440000,false,,"Aquatic Centre, Queen Elizabeth Olympic Park",BikePoints_785
false,true,300227,1451900700000,false,,"Timber Lodge, Queen Elizabeth Olympic Park",BikePoints_787
false,true,300226,1451906880000,false,,"Copper Box Arena, Queen Elizabeth Olympic Park",BikePoints_788
false,true,300021,1452507000000,false,,"Podium, Queen Elizabeth Olympic Park",BikePoints_789
false,true,300234,1452687420000,false,,"Stratford Station, Stratford",BikePoints_790
false,true,300214,1454926380000,false,,"Blackfriars Road, Southwark",BikePoints_792
false,true,300205,1459424760000,false,,"Cromer Street, Bloomsbury",BikePoints_793
false,true,300204,1456404240000,false,,"Victoria Rise, Clapham Common",BikePoints_794
false,true,300203,1456744740000,false,,"Euston Square Gardens, Euston",BikePoints_795
false,true,300201,1456746420000,false,,"Coram Street, Bloomsbury",BikePoints_796
false,true,300211,1456839540000,false,,"Ossulston Street, Somers Town",BikePoints_797
false,true,300212,1464787980000,false,,"Birkenhead Street, King's Cross",BikePoints_798
false,true,300202,1464876480000,false,,"Kings Gate House, Westminster",BikePoints_799
false,true,300248,1457107140000,false,,"Sopwith Way, Battersea Park",BikePoints_800
false,true,300208,1458824640000,false,,"Lavington Street, Bankside",BikePoints_801
false,true,300209,1464865500000,false,,"Albert Square, Stockwell",BikePoints_802
false,true,300238,1464787860000,false,,"Southwark Street, Bankside",BikePoints_803
false,true,300243,1459410960000,false,,"Good's Way, King's Cross",BikePoints_804
false,true,300244,1467626400000,false,,"The Metropolitan, Portobello",BikePoints_805
false,true,300241,1472723460000,false,,"Handyside Street, King's Cross",BikePoints_806
false,true,300236,1466715600000,false,,"Bevington Road West, North Kensington",BikePoints_807
false,true,300207,1461753540000,false,,"Gauden Road, Clapham",BikePoints_808
false,true,300240,1467640800000,false,,"Lincoln's Inn Fields, Holborn",BikePoints_809
false,true,300237,1464943200000,false,,"Tate Modern, Bankside",BikePoints_810
false,true,300228,1469538960000,false,,"Westferry Circus, Canary Wharf",BikePoints_811
false,true,300217,1469005200000,false,,"Here East North, Queen Elizabeth Olympic Park",BikePoints_812
false,true,300224,1467627120000,false,,"New Spring Gardens Walk, Vauxhall",BikePoints_813
false,true,300245,1464870060000,false,,"Clapham Road, Lingham Street, Stockwell",BikePoints_814
false,true,300231,1462357680000,false,,"Lambeth Palace Road, Waterloo",BikePoints_815
false,true,300219,1489065360000,false,,"Here East South, Queen Elizabeth Olympic Park",BikePoints_816
false,true,300232,1464949140000,false,,"Riverlight South, Nine Elms",BikePoints_817
false,true,300249,1563958740000,false,,"Westminster Pier, Westminster",BikePoints_818
false,true,300246,1476360120000,false,,"Belvedere Road 2, South Bank",BikePoints_819
false,true,300239,1481807940000,false,,"Victory Place, Walworth",BikePoints_820
false,true,300221,1487335920000,false,,"Battersea Power Station, Battersea Park",BikePoints_821
false,true,300242,1500554880000,false,,"Allington Street, Victoria",BikePoints_826
false,true,300247,1517788800000,false,,"Cranmer Road, Stockwell",BikePoints_827
false,true,300225,1517788800000,false,,"Normandy Road, Stockwell",BikePoints_828
false,true,300230,1517443200000,false,,"Wynne Road, Stockwell",BikePoints_829
false,true,300229,1517961600000,false,,"Sidney Road, Stockwell",BikePoints_830
false,true,300215,1517961600000,false,,"St John's Crescent, Brixton",BikePoints_831
false,true,200240,1517961600000,false,,"Ferndale Road, Brixton",BikePoints_832
false,true,300206,1517875200000,false,,"Saltoun Road, Brixton",BikePoints_833
false,true,300216,1529449200000,false,,"Gas Holders, Battersea Park",BikePoints_834
false,true,300220,,false,,"Farringdon Street, Holborn",BikePoints_835
false,true,300235,,false,,"York Way, Kings Cross",BikePoints_836
false,true,300222,1539254700000,false,,"Fore Street Avenue, Guildhall",BikePoints_838
false,true,200144,1544611140000,false,,"Sea Containers, South Bank",BikePoints_839
false,true,002679,1599752640000,false,,"George Row, Bermondsey",BikePoints_840
false,true,002667,,false,,"Tower Wharf, Bermondsey",BikePoints_841
false,true,300250,1600856400000,false,,"Temple Gardens, Temple",BikePoints_842
false,true,300252,1608298140000,false,,"Canada Water Station, Rotherhithe",BikePoints_844
false,true,300253,1608303660000,false,,"Bermondsey Station, Bermondsey",BikePoints_845
false,true,001057,1279290180000,false,,"Hardwick Street, Clerkenwell",BikePoints_170
false,true,003459,1279291200000,false,,"Collingham Gardens, Earl's Court",BikePoints_171
false,true,001124,1279291500000,false,,"Sumner Place, South Kensington",BikePoints_172
false,true,001176,1279292700000,false,,"Waterloo Road, South Bank",BikePoints_173
false,true,001100,1279295940000,false,,"Strand, Strand",BikePoints_174
false,true,000997,1529674980000,false,,"Worship Street, Shoreditch",BikePoints_175
false,true,001173,1279297560000,false,,"Gloucester Terrace, Bayswater",BikePoints_176
false,true,001122,1279297740000,false,,"Ashley Place, Victoria",BikePoints_177
false,true,003460,1279297920000,false,,"Warwick Square, Pimlico",BikePoints_178
false,true,001126,1279298220000,false,,"North Audley Street, Mayfair",BikePoints_180
false,true,003473,1279298460000,false,,"Belgrave Square, Belgravia",BikePoints_181
false,true,001166,1279363140000,false,,"Bell Street , Marylebone",BikePoints_182
false,true,001165,1279364160000,false,,"Riverlight North, Nine Elms",BikePoints_183
false,true,001164,1279364280000,false,,"Portland Place, Marylebone",BikePoints_184
false,true,001174,1279365360000,false,,"Alderney Street, Pimlico",BikePoints_185
false,true,001167,1279365480000,false,,"South Wharf Road, Paddington",BikePoints_186
false,true,001172,1279365720000,false,,"Queen's Gate (South), South Kensington",BikePoints_187
false,true,001112,1279376760000,false,,"Nutford Place, Marylebone",BikePoints_188
false,true,001104,1279377180000,false,,"Claremont Square, Angel",BikePoints_189
false,true,001106,1279381080000,false,,"Rampayne Street, Pimlico",BikePoints_190
false,true,001075,1279383120000,false,,"Hyde Park Corner, Hyde Park",BikePoints_191
false,true,001163,1279383300000,false,,"Wardour Street, Soho",BikePoints_192
false,true,000963,1279392479356,false,,"Bankside Mix, Bankside",BikePoints_193
false,true,000960,1279392479395,false,,"Hop Exchange, The Borough",BikePoints_194
false,true,000959,1279392479432,false,,"Milroy Walk, South Bank",BikePoints_195
false,true,000961,1279392479471,false,,"Union Street, The Borough",BikePoints_196
false,true,000962,1279392479520,false,,"Stamford Street, South Bank",BikePoints_197
false,true,001080,1279441800000,false,,"Great Tower Street, Monument",BikePoints_199
false,true,001105,1279441920000,false,,"LMU Commercial Road, Whitechapel",BikePoints_200
false,true,001162,1279444080000,false,,"Dorset Square, Marylebone",BikePoints_201
false,true,001102,1279444320000,false,,"Leman Street, Aldgate",BikePoints_202
false,true,001040,1279445580000,false,,"West Smithfield Rotunda, Farringdon",BikePoints_203
false,true,003468,1279466640000,false,,"Margery Street, Clerkenwell",BikePoints_204
false,true,001171,1279471380000,false,,"New Road 1 , Whitechapel",BikePoints_206
false,true,001169,1279558140000,false,,"Grosvenor Crescent, Belgravia",BikePoints_207
false,true,001175,1279472580000,false,,"Mallory Street, Marylebone",BikePoints_208
false,true,003454,1279529160000,false,,"Denyer Street, Knightsbridge",BikePoints_209
false,true,003476,1279535160000,false,,"Hinde Street, Marylebone",BikePoints_210
false,true,003469,1279535820000,false,,"Cadogan Place, Knightsbridge",BikePoints_211
false,true,003487,1279536840000,false,,"Campden Hill Road, Notting Hill",BikePoints_212
false,true,001109,1279537020000,false,,"Wellington Arch, Hyde Park",BikePoints_213
false,true,001079,1279537200000,false,,"Endsleigh Gardens, Euston",BikePoints_214
false,true,001092,1279537380000,false,,"Moorfields, Moorgate",BikePoints_215
false,true,003479,1279537920000,false,,"Old Brompton Road, South Kensington",BikePoints_216
false,true,002587,1279538040000,false,,"Wormwood Street, Liverpool Street",BikePoints_217
false,true,003486,1279543740000,false,,"St. Luke's Church, Chelsea",BikePoints_218
false,true,001183,1279545900000,false,,"Bramham Gardens, Earl's Court",BikePoints_219
false,true,001179,1279546320000,false,,"Chelsea Green, Chelsea",BikePoints_220
false,true,001170,1279552200000,false,,"Horseferry Road, Westminster",BikePoints_221
false,true,001101,1279614120000,false,,"Knightsbridge, Hyde Park",BikePoints_222
false,true,003481,1279614420000,false,,"Rodney Road , Walworth",BikePoints_223
false,true,001150,1279615020000,false,,"Queensway, Kensington Gardens",BikePoints_224
false,true,001182,1279616280000,false,,"Notting Hill Gate Station, Notting Hill",BikePoints_225
false,true,003488,1279616520000,false,,"Charles II Street, West End",BikePoints_226
false,true,003470,1279616700000,false,,"Great Percy Street, Clerkenwell",BikePoints_227
false,true,001067,1279616880000,false,,"St. James's Square, St. James's",BikePoints_228
false,true,001151,1279617780000,false,,"Whitehall Place, Strand",BikePoints_229
false,true,001144,1279618020000,false,,"Poured Lines, Bankside",BikePoints_230
false,true,001089,1279622820000,false,,"Queen's Gate (Central), South Kensington",BikePoints_231
false,true,001139,1279623240000,false,,"Carey Street, Holborn",BikePoints_232
false,true,001153,1279624260000,false,,"Pall Mall East, West End",BikePoints_233
false,true,001081,1279624680000,false,,"Liverpool Road (N1 Centre), Angel",BikePoints_234
false,true,001154,1279625640000,false,,"Kennington Road  , Vauxhall",BikePoints_235
false,true,003483,1279625940000,false,,"Fashion Street, Whitechapel",BikePoints_236
false,true,003467,1279799040000,false,,"Dock Street, Wapping",BikePoints_237
false,true,001099,1279627920000,false,,"Frampton Street, Paddington",BikePoints_238
false,true,001090,1279628160000,false,,"Warren Street Station, Euston",BikePoints_239
false,true,003482,1279628640000,false,,"Beaumont Street, Marylebone",BikePoints_242
false,true,001103,1279628940000,false,,"Gloucester Street, Pimlico",BikePoints_243
false,true,001145,1279629240000,false,,"Earnshaw Street , Covent Garden",BikePoints_244
false,true,001140,1279629660000,false,,"Grosvenor Road, Pimlico",BikePoints_245
false,true,001159,1279639740000,false,,"Berry Street, Clerkenwell",BikePoints_246
false,true,001091,1279639920000,false,,"St. John's Wood Church, The Regent's Park",BikePoints_247
false,true,001088,1279640160000,false,,"Triangle Car Park, Hyde Park",BikePoints_248
false,true,001137,1279640400000,false,,"Harper Road, The Borough",BikePoints_249
false,true,003440,1279641000000,false,,"Royal Avenue 1, Chelsea",BikePoints_250
false,true,001161,1279700160000,false,,"Brushfield Street, Liverpool Street",BikePoints_251
false,true,001111,1279700640000,false,,"Jubilee Gardens, South Bank",BikePoints_252
false,true,001051,1279700820000,false,,"Shoreditch Park, Hoxton",BikePoints_253
false,true,003471,1279700940000,false,,"Chadwell Street, Angel",BikePoints_254
false,true,200161,,false,,"Clinton Road, Mile End",BikePoints_522
false,true,200160,,false,,"Langdon Park, Poplar",BikePoints_523
false,true,200017,1328515080000,false,,"Lancaster Gate , Bayswater",BikePoints_524
false,true,200153,1643301180000,false,,"Blythe Road, Olympia",BikePoints_525
false,true,200143,,false,,"Lancaster Drive, Blackwall",BikePoints_526
false,true,200154,1328777280000,false,,"Hansard Mews, Holland Park",BikePoints_527
false,true,200088,1328777880000,false,,"Clarges Street, Mayfair",BikePoints_528
false,true,200010,,false,,"Manresa Road, Chelsea",BikePoints_529
false,true,200146,,false,,"Newby Place, Poplar",BikePoints_530
false,true,200167,1328778840000,false,,"Twig Folly Bridge, Mile End",BikePoints_531
false,true,200163,1328886360000,false,,"Jubilee Plaza, Canary Wharf",BikePoints_532
false,true,200165,,false,,"Wellington Row, Bethnal Green",BikePoints_533
false,true,200159,,false,,"Goldsmith's Row, Haggerston",BikePoints_534
false,true,200145,,false,,"Gloucester Avenue, Camden Town",BikePoints_535
false,true,200024,,false,,"Queensbridge Road, Haggerston",BikePoints_536
false,true,200239,1330352880000,false,,"Old Montague Street, Whitechapel",BikePoints_537
false,true,200050,,false,,"Naval Row, Blackwall",BikePoints_538
false,true,200151,,false,,"Hoxton Station, Hoxton",BikePoints_539
false,true,200134,,false,,"Albany Street, The Regent's Park",BikePoints_540
false,true,200096,,false,,"Green Park Station, Mayfair",BikePoints_541
false,true,200147,,false,,"Salmon Lane, Limehouse",BikePoints_542
false,true,200065,,false,,"Lansdowne Walk, Ladbroke Grove",BikePoints_543
false,true,200051,,false,,"Percival Street, Finsbury",BikePoints_544
false,true,200070,,false,,"Arlington Road, Camden Town",BikePoints_545
false,true,200044,,false,,"New Fetter Lane, Holborn",BikePoints_546
false,true,200127,,false,,"East India DLR, Blackwall",BikePoints_547
false,true,200076,,false,,"Westminster Bridge Road, Elephant & Castle",BikePoints_548
false,true,200132,,false,,"Gaywood  Street, Elephant & Castle",BikePoints_549
false,true,200102,,false,,"Harford Street, Mile End",BikePoints_550
false,true,200066,1330071720000,false,,"Import Dock, Canary Wharf",BikePoints_551
false,true,200149,,false,,"Watney Street, Shadwell",BikePoints_552
false,true,200064,,false,,"Regent's Row , Haggerston",BikePoints_553
false,true,200078,,false,,"Aberfeldy Street, Poplar",BikePoints_554
false,true,200138,,false,,"Heron Quays DLR, Canary Wharf",BikePoints_556
false,true,200203,,false,,"King Edward Street, St Pauls",BikePoints_557
false,true,200048,1399635120000,false,,"Page Street, Westminster",BikePoints_558
false,true,200111,,false,,"Abbotsbury Road, Holland Park",BikePoints_559
false,true,200015,,false,,"Ladbroke Grove Central, Ladbroke Grove",BikePoints_560
false,true,200037,1330503540000,false,,"Rectory Square, Stepney",BikePoints_561
false,true,200074,1330503420000,false,,"Bury Place, Holborn",BikePoints_562
false,true,200232,,false,,"Preston's Road, Cubitt Town",BikePoints_563
false,true,200068,,false,,"Somerset House, Strand",BikePoints_564
false,true,200135,,false,,"Selby Street, Whitechapel",BikePoints_565
false,true,200141,1330937940000,false,,"Westfield Ariel Way, White City",BikePoints_566
false,true,200110,,false,,"Bishop's Bridge Road West, Bayswater",BikePoints_568
false,true,200248,,false,,"Pitfield Street Central, Hoxton",BikePoints_569
false,true,200099,1330773180000,false,,"Upper Bank Street, Canary Wharf",BikePoints_570
false,true,200061,1330620180000,false,,"Westfield Southern Terrace ,Shepherd's Bush",BikePoints_571
false,true,200026,,false,,"Greenland Road, Camden Town",BikePoints_572
false,true,200001,1331796060000,false,,"Limerston Street, West Chelsea",BikePoints_573
false,true,200246,1333618560000,false,,"Eagle Wharf Road, Hoxton",BikePoints_574
false,true,200109,,false,,"Alpha Grove, Millwall",BikePoints_576
false,true,200247,,false,,"Globe Town Market, Bethnal Green",BikePoints_577
false,true,200244,1330444680000,false,,"Hollybush Gardens, Bethnal Green",BikePoints_578
false,true,200128,,false,,"Queen Street 2, Bank",BikePoints_579
false,true,200084,1392208500000,false,,"Doddington Grove, Kennington",BikePoints_580
false,true,200005,1331883540000,false,,"New Cavendish Street, Marylebone",BikePoints_581
false,true,200231,,false,,"Abingdon Green, Westminster",BikePoints_583
false,true,200086,,false,,"Ilchester Gardens, Bayswater",BikePoints_584
false,true,200092,1331797200000,false,,"Mudchute DLR, Cubitt Town",BikePoints_586
false,true,200101,1332406320000,false,,"Monument Street, Monument",BikePoints_587
false,true,200071,1330937820000,false,,"Hoxton Street, Hoxton",BikePoints_588
false,true,200060,,false,,"Drayton Gardens, West Chelsea",BikePoints_589
false,true,200236,,false,,"Greenberry Street, St.John's Wood",BikePoints_590
false,true,200108,,false,,"Bishop's Bridge Road East, Bayswater",BikePoints_592
false,true,200058,,false,,"Northdown Street, King's Cross",BikePoints_593
false,true,200226,1331710680000,false,,"Kingsway Southbound, Strand",BikePoints_594
false,true,200142,,false,,"Hammersmith Road, Hammersmith",BikePoints_595
false,true,200237,,false,,"Parson's Green , Parson's Green",BikePoints_596
false,true,200229,,false,,"Fulham Park Road, Fulham",BikePoints_597
false,true,200166,1501544700000,false,,"Southerton Road, Hammersmith",BikePoints_598
false,true,200235,,false,,"Manbre Road, Hammersmith",BikePoints_599
false,true,200133,,false,,"South Lambeth Road, Vauxhall",BikePoints_600
false,true,200136,,false,,"BBC White City, White City",BikePoints_601
false,true,200211,,false,,"Union Grove, Wandsworth Road",BikePoints_602
false,true,200137,,false,,"Caldwell Street, Stockwell",BikePoints_603
false,true,200195,,false,,"St Martins Close, Camden Town",BikePoints_604
false,true,200198,,false,,"Seymour Place, Marylebone",BikePoints_605
false,true,200218,,false,,"Addison Road, Holland Park",BikePoints_606
false,true,200125,,false,,"Putney Bridge Station, Fulham",BikePoints_607
false,true,200224,,false,,"Colet Gardens, Hammersmith",BikePoints_608
false,true,200208,1380109980000,false,,"Sugden Road, Clapham",BikePoints_609
false,true,200222,1380113460000,false,,"Danvers Street, West Chelsea",BikePoints_610
false,true,200067,1380203940000,false,,"Princedale Road , Holland Park",BikePoints_611
false,true,200175,1380294600000,false,,"Wandsworth Rd, Isley Court, Wandsworth Road",BikePoints_612
false,true,200214,1380211860000,false,,"Woodstock Grove, Shepherd's Bush",BikePoints_613
false,true,200025,1380795000000,false,,"London Fields, Hackney Central",BikePoints_614
false,true,001147,1279702560000,false,,"Clifton Road, Maida Vale",BikePoints_255
false,true,003484,1279708020000,false,,"Houghton Street, Strand",BikePoints_256
false,true,001194,1279708140000,false,,"Westminster University, Marylebone",BikePoints_257
false,true,001193,1279708380000,false,,"Kensington Gore, Knightsbridge",BikePoints_258
false,true,001180,1279709100000,false,,"Bourne Street, Belgravia",BikePoints_259
false,true,003489,1279711020000,false,,"Broadwick Street, Soho",BikePoints_260
false,true,003491,1279711200000,false,,"Princes Square, Bayswater",BikePoints_261
false,true,001095,1279711620000,false,,"LSBU (Borough Road), Elephant & Castle",BikePoints_262
false,true,001184,1279712160000,false,,"St. Mary Axe, Aldgate",BikePoints_263
false,true,001146,1279712520000,false,,"Tysoe Street, Clerkenwell",BikePoints_264
false,true,003490,1279714320000,false,,"Southwick Street, Paddington",BikePoints_265
false,true,001204,1279714560000,false,,"Queen's Gate (North), Kensington",BikePoints_266
false,true,001155,1279714740000,false,,"Regency Street, Westminster",BikePoints_267
false,true,001087,1279714920000,false,,"Belgrave Road, Victoria",BikePoints_268
false,true,001209,1279715100000,false,,"Empire Square, The Borough",BikePoints_269
false,true,001190,1279720380000,false,,"Kennington Lane Rail Bridge, Vauxhall",BikePoints_270
false,true,001136,1279720920000,false,,"London Zoo,  The Regent's Park",BikePoints_271
false,true,001133,1279721220000,false,,"Baylis Road, Waterloo",BikePoints_272
false,true,001186,1279721400000,false,,"Belvedere Road 1, South Bank",BikePoints_273
false,true,001134,1279721580000,false,,"Warwick Road, Olympia",BikePoints_274
false,true,001191,1279721880000,false,,"Barbican Centre, Barbican",BikePoints_275
false,true,001098,1279723200000,false,,"Lower Thames Street, Monument",BikePoints_276
false,true,001143,1279723320000,false,,"Kensington Church Street, Kensington",BikePoints_277
false,true,001142,1279723500000,false,,"Tooley Street, Bermondsey",BikePoints_278
false,true,001108,1279723740000,false,,"North Wharf Road, Paddington",BikePoints_279
false,true,003462,1279726440000,false,,"Royal Avenue 2, Chelsea",BikePoints_280
false,true,003480,1279726620000,false,,"Smith Square, Westminster",BikePoints_281
false,true,001077,1279726980000,false,,"Royal London Hospital, Whitechapel",BikePoints_282
false,true,001141,1279727220000,false,,"Kingsway, Covent Garden",BikePoints_283
false,true,001117,1279727580000,false,,"Lambeth North Station, Waterloo",BikePoints_284
false,true,001187,1279727880000,false,,"St. John's Wood Road, St. John's Wood",BikePoints_286
false,true,001156,1279728060000,false,,"Bedford Way, Bloomsbury",BikePoints_287
false,true,001138,1279793820000,false,,"Elizabeth Bridge, Victoria",BikePoints_288
false,true,003493,1279794060000,false,,"South Audley Street, Mayfair",BikePoints_289
false,true,003496,1279795140000,false,,"St Mary's Hospital, Paddington",BikePoints_290
false,true,001135,1279800420000,false,,"Claverton Street, Pimlico",BikePoints_291
false,true,001206,1279800600000,false,,"Montpelier Street, Knightsbridge",BikePoints_292
false,true,001214,1279800780000,false,,"Kensington Olympia Station, Olympia",BikePoints_293
false,true,001195,1279800900000,false,,"St. George's Square, Pimlico",BikePoints_294
false,true,001216,1279801080000,false,,"Swan Street, The Borough",BikePoints_295
false,true,200069,1377258960000,false,,"Knaresborough Place, Earl's Court",BikePoints_296
false,true,003498,1279801560000,false,,"Geraldine Street, Elephant & Castle",BikePoints_297
false,true,001213,1279805640000,false,,"Curlew Street, Shad Thames",BikePoints_298
false,true,001196,1279808160000,false,,"Vincent Square, Westminster",BikePoints_299
false,true,001217,1279808700000,false,,"Serpentine Car Park, Hyde Park",BikePoints_300
false,true,001152,1279809000000,false,,"Marylebone Lane, Marylebone",BikePoints_301
false,true,003492,1279812360000,false,,"Putney Pier, Wandsworth",BikePoints_302
false,true,001132,1279812720000,false,,"Albert Gate, Hyde Park",BikePoints_303
false,true,003497,1279816260000,false,,"Rathbone Street, Fitzrovia",BikePoints_306
false,true,001157,1279816500000,false,,"Black Lion Gate, Kensington Gardens",BikePoints_307
false,true,001189,1279816740000,false,,"Long Lane , Bermondsey",BikePoints_308
false,true,001192,1279875060000,false,,"Embankment (Savoy), Strand",BikePoints_309
false,true,001205,1279879560000,false,,"Black Prince Road, Vauxhall",BikePoints_310
false,true,003494,1279880100000,false,,"Foley Street, Fitzrovia",BikePoints_311
false,true,001130,1279880340000,false,,"Grove End Road, St. John's Wood",BikePoints_312
false,true,003495,1279880520000,false,,"Wells Street, Fitzrovia",BikePoints_313
false,true,003485,1279884480000,false,,"Tyers Gate, Bermondsey",BikePoints_314
false,true,001199,1279884660000,false,,"The Tennis Courts, The Regent's Park",BikePoints_315
false,true,000968,1279884840000,false,1539845760000,"Warwick Row, Westminster",BikePoints_316
false,true,001208,1279885080000,false,,"Dickens Square, Borough",BikePoints_317
false,true,001197,1279885320000,false,,"Sackville Street, Mayfair",BikePoints_318
false,true,003500,1279890360000,false,,"Baldwin Street, St. Luke's",BikePoints_319
false,true,001148,1279890840000,false,,"Queen Mother Sports Centre, Victoria",BikePoints_320
false,true,002637,1279891020000,false,,"Bermondsey Street, Bermondsey",BikePoints_321
false,true,003502,1279891920000,false,,"Palissy Street, Shoreditch",BikePoints_322
false,true,003501,1279892040000,false,,"Clifton Street, Shoreditch",BikePoints_323
false,true,001200,1279894920000,false,,"Ontario Street, Elephant & Castle",BikePoints_324
false,true,001158,1279896660000,false,,"St. Martin's Street, West End",BikePoints_325
false,true,001131,1279896840000,false,,"Graham Street, Angel",BikePoints_326
false,true,001128,1280133420000,false,,"New North Road 1, Hoxton",BikePoints_327
false,true,002641,1280133540000,false,,"New North Road 2, Hoxton",BikePoints_328
false,true,002636,1280133720000,false,,"Prince Albert Road, The Regent's Park",BikePoints_329
false,true,001203,1280141280000,false,,"Eastbourne Mews, Paddington",BikePoints_330
false,true,001211,1280141460000,false,,"Bunhill Row, Moorgate",BikePoints_331
false,true,001210,1280142360000,false,,"Nevern Place, Earl's Court",BikePoints_332
false,true,002633,1280142540000,false,,"Palace Gardens Terrace, Notting Hill",BikePoints_333
false,true,002635,1280147580000,false,,"Concert Hall Approach 1, South Bank",BikePoints_334
false,true,001207,1280152560000,false,,"Tavistock Street, Covent Garden",BikePoints_335
false,true,001212,1280152800000,false,,"Concert Hall Approach 2, South Bank",BikePoints_336
false,true,002589,1280153100000,false,,"Pembridge Villas, Notting Hill",BikePoints_337
false,true,200029,1380288900000,false,,"Finlay Street, Fulham",BikePoints_615
false,true,200098,,false,,"Aintree Street, Fulham",BikePoints_616
false,true,200028,1380531540000,false,,"Elysium Place, Fulham",BikePoints_617
false,true,300003,1380546540000,false,,"Eel Brook Common, Walham Green",BikePoints_618
false,true,300012,1380552360000,false,,"Irene Road, Parsons Green",BikePoints_619
false,true,300010,1380629040000,false,,"Surrey Lane, Battersea",BikePoints_620
false,true,200091,1380899280000,false,,"Wandsworth Town Station, Wandsworth",BikePoints_621
false,true,200172,1380901680000,false,,"Lansdowne Road, Ladbroke Grove",BikePoints_622
false,true,200186,1381135320000,false,,"Nantes Close, Wandsworth",BikePoints_623
false,true,200173,1381224240000,false,,"Courland Grove, Wandsworth Road",BikePoints_624
false,true,200190,1381227480000,false,,"Queen's Circus, Battersea Park",BikePoints_625
false,true,300008,1381920300000,false,,"Normand Park, West Kensington",BikePoints_626
false,true,200007,1381931400000,false,,"Holden Street, Battersea",BikePoints_627
