common_name,terminal_name,removal_date,locked,temporary,place_id,installed,install_date
"Mostyn Grove, Bow",200174,,false,false,BikePoints_470,true,1326790620000
"Hewison Street, Old Ford",200006,,false,false,BikePoints_471,true,1326790860000
"Malmesbury Road, Bow",200019,,false,false,BikePoints_472,true,1326791160000
"Millharbour, Millwall",022167,,false,false,BikePoints_473,true,1326816540000
"Gascoyne Road, Victoria Park",200155,,false,false,BikePoints_474,true,1326822960000
"Lightermans Road, Millwall",200004,,false,false,BikePoints_475,true,1326825480000
"Stebondale Street, Cubitt Town",200009,,false,false,BikePoints_476,true,1326962100000
"Spindrift Avenue, Millwall",200018,,false,false,BikePoints_477,true,1326963780000
"Stepney Green Station, Stepney",200012,,false,false,BikePoints_478,true,1326965580000
"Pott Street, Bethnal Green",200156,,false,false,BikePoints_479,true,1326966240000
"Flamborough Street, Limehouse",200115,,false,false,BikePoints_480,true,1326975420000
"Saunders Ness Road, Cubitt Town",200022,,false,false,BikePoints_481,true,1326996480000
"Exhibition Road Museums 2, South Kensington",200052,,false,false,BikePoints_482,true,1326996720000
"Albert Gardens, Stepney",022166,,false,false,BikePoints_483,true,1327088280000
"Bromley High Street, Bow",022172,,false,false,BikePoints_484,true,1327339740000
"Old Ford Road, Bethnal Green",022173,,false,false,BikePoints_485,true,1327255440000
"Granby Street, Shoreditch",022174,,false,false,BikePoints_486,true,1327338660000
"Canton Street, Poplar",022175,,false,false,BikePoints_487,true,1327936860000
"Reardon Street, Wapping",022176,,false,false,BikePoints_488,true,1327254960000
"Christian Street, Whitechapel",022177,,false,false,BikePoints_489,true,1327087920000
"Pennington Street, Wapping",200090,,false,false,BikePoints_490,true,
"Queen Mary's, Mile End",200249,,false,false,BikePoints_491,true,1327256220000
"Maplin Street, Mile End",200230,,false,false,BikePoints_492,true,1327256520000
"South Quay East, Canary Wharf",200233,,false,false,BikePoints_494,true,1327433220000
"Bow Church Station, Bow",200252,,false,false,BikePoints_495,true,1327340460000
"Devons Road, Bow",200255,,false,false,BikePoints_496,true,1327400820000
"Merchant Street, Bow",200242,,false,false,BikePoints_497,true,1327398420000
"Bow Road Station, Bow",200251,,false,false,BikePoints_498,true,1327398660000
"Furze Green, Bow",200011,,false,false,BikePoints_499,true,1327407960000
"Ansell House, Stepney",200148,,false,false,BikePoints_500,true,1327430040000
"Cephas Street, Bethnal Green",200073,,false,false,BikePoints_501,true,1327430220000
"Bonner Gate, Victoria Park",200241,,false,false,BikePoints_502,true,1563957840000
"Cleveland Way, Stepney",200250,,false,false,BikePoints_503,true,1327492920000
"St. John's Park, Cubitt Town",200243,,false,false,BikePoints_504,true,1327937820000
"Ackroyd Drive, Bow",200038,,false,false,BikePoints_505,true,1327937460000
"Bell Lane, Liverpool Street",200036,,false,false,BikePoints_506,true,1327938660000
"Clarkson Street, Bethnal Green",200131,,false,false,BikePoints_507,true,1327938420000
"Fournier Street, Whitechapel",200157,,false,false,BikePoints_508,true,1327938180000
"Fore Street, Guildhall",200253,,false,false,BikePoints_509,true,1327938120000
"Westferry DLR, Limehouse",200238,,false,false,BikePoints_510,true,
"Sutton Street, Shadwell",200256,,false,false,BikePoints_511,true,1327937940000
"Pritchard's Road, Bethnal Green",200083,,false,false,BikePoints_512,true,1328112600000
"Watney Market, Stepney",200162,,false,false,BikePoints_513,true,
"Portman Square, Marylebone",200008,,false,false,BikePoints_514,true,1328201520000
"Russell Gardens, Olympia",200080,,false,false,BikePoints_515,true,
"Chrisp Street Market, Poplar",200089,,false,false,BikePoints_516,true,1328202420000
"Ford Road, Old Ford",200027,,false,false,BikePoints_517,true,1326790860000
"Antill Road, Mile End",200041,,false,false,BikePoints_518,true,
"Teviot Street, Poplar",200254,,false,false,BikePoints_519,true,
"Victoria & Albert Museum, South Kensington",300032,,false,false,BikePoints_781,true,1446485340000
"Halford Road, West Kensington",300210,,false,false,BikePoints_782,true,1446485820000
"Monier Road, Hackney Wick",300213,,false,false,BikePoints_783,true,1448529660000
"East Village, Queen Elizabeth Olympic Park",300200,,false,false,BikePoints_784,true,1452789240000
"Aquatic Centre, Queen Elizabeth Olympic Park",300233,,false,false,BikePoints_785,true,1451908440000
"Lee Valley VeloPark, Queen Elizabeth Olympic Park",300029,,false,false,BikePoints_786,true,1451918160000
"Timber Lodge, Queen Elizabeth Olympic Park",300227,,false,false,BikePoints_787,true,1451900700000
"Copper Box Arena, Queen Elizabeth Olympic Park",300226,,false,false,BikePoints_788,true,1451906880000
"Podium, Queen Elizabeth Olympic Park",300021,,false,false,BikePoints_789,true,1452507000000
"Stratford Station, Stratford",300234,,false,false,BikePoints_790,true,1452687420000
"Blackfriars Road, Southwark",300214,,false,false,BikePoints_792,true,1454926380000
"Cromer Street, Bloomsbury",300205,,false,false,BikePoints_793,true,1459424760000
"Victoria Rise, Clapham Common",300204,,false,false,BikePoints_794,true,1456404240000
"Euston Square Gardens, Euston",300203,,false,false,BikePoints_795,true,1456744740000
"Coram Street, Bloomsbury",300201,,false,false,BikePoints_796,true,1456746420000
"Ossulston Street, Somers Town",300211,,false,false,BikePoints_797,true,1456839540000
"Birkenhead Street, King's Cross",300212,,false,false,BikePoints_798,true,1464787980000
"Kings Gate House, Westminster",300202,,false,false,BikePoints_799,true,1464876480000
"Sopwith Way, Battersea Park",300248,,false,false,BikePoints_800,true,1457107140000
"Lavington Street, Bankside",300208,,false,false,BikePoints_801,true,1458824640000
"Albert Square, Stockwell",300209,,false,false,BikePoints_802,true,1464865500000
"Southwark Street, Bankside",300238,,false,false,BikePoints_803,true,1464787860000
"Good's Way, King's Cross",300243,,false,false,BikePoints_804,true,1459410960000
"The Metropolitan, Portobello",300244,,false,false,BikePoints_805,true,1467626400000
"Handyside Street, King's Cross",300241,,false,false,BikePoints_806,true,1472723460000
"Bevington Road West, North Kensington",300236,,false,false,BikePoints_807,true,1466715600000
"Gauden Road, Clapham",300207,,false,false,BikePoints_808,true,1461753540000
"Lincoln's Inn Fields, Holborn",300240,,false,false,BikePoints_809,true,1467640800000
"Tate Modern, Bankside",300237,,false,false,BikePoints_810,true,1464943200000
"Westferry Circus, Canary Wharf",300228,,false,false,BikePoints_811,true,1469538960000
"Here East North, Queen Elizabeth Olympic Park",300217,,false,false,BikePoints_812,true,1469005200000
"New Spring Gardens Walk, Vauxhall",300224,,false,false,BikePoints_813,true,1467627120000
"Clapham Road, Lingham Street, Stockwell",300245,,false,false,BikePoints_814,true,1464870060000
"Lambeth Palace Road, Waterloo",300231,,false,false,BikePoints_815,true,1462357680000
"Here East South, Queen Elizabeth Olympic Park",300219,,false,false,BikePoints_816,true,1489065360000
"Riverlight South, Nine Elms",300232,,false,false,BikePoints_817,true,1464949140000
"Westminster Pier, Westminster",300249,,false,false,BikePoints_818,true,1563958740000
"Belvedere Road 2, South Bank",300246,,false,false,BikePoints_819,true,1476360120000
"Victory Place, Walworth",300239,,false,false,BikePoints_820,true,1481807940000
"Battersea Power Station, Battersea Park",300221,,false,false,BikePoints_821,true,1487335920000
"Allington Street, Victoria",300242,,false,false,BikePoints_826,true,1500554880000
"Cranmer Road, Stockwell",300247,,false,false,BikePoints_827,true,1517788800000
"Normandy Road, Stockwell",300225,,false,false,BikePoints_828,true,1517788800000
"Wynne Road, Stockwell",300230,,false,false,BikePoints_829,true,1517443200000
"Sidney Road, Stockwell",300229,,false,false,BikePoints_830,true,1517961600000
"St John's Crescent, Brixton",300215,,false,false,BikePoints_831,true,1517961600000
"Ferndale Road, Brixton",200240,,false,false,BikePoints_832,true,1517961600000
"Saltoun Road, Brixton",300206,,false,false,BikePoints_833,true,1517875200000
"Gas Holders, Battersea Park",300216,,false,false,BikePoints_834,true,1529449200000
"Farringdon Street, Holborn",300220,,false,false,BikePoints_835,true,
"York Way, Kings Cross",300235,,false,false,BikePoints_836,true,
"Fore Street Avenue, Guildhall",300222,,false,false,BikePoints_838,true,1539254700000
"Sea Containers, South Bank",200144,,false,false,BikePoints_839,true,1544611140000
"George Row, Bermondsey",002679,,false,false,BikePoints_840,true,1599752640000
"Tower Wharf, Bermondsey",002667,,false,false,BikePoints_841,true,
"Temple Gardens, Temple",300250,,false,false,BikePoints_842,true,1600856400000
"Canada Water Station, Rotherhithe",300252,,false,false,BikePoints_844,true,1608298140000
"Bermondsey Station, Bermondsey",300253,,false,false,BikePoints_845,true,1608303660000
"Porchester Place, Paddington",003477,,false,false,BikePoints_169,true,1279289760000
"Hardwick Street, Clerkenwell",001057,,false,false,BikePoints_170,true,1279290180000
"Collingham Gardens, Earl's Court",003459,,false,false,BikePoints_171,true,1279291200000
"Sumner Place, South Kensington",001124,,false,false,BikePoints_172,true,1279291500000
"Waterloo Road, South Bank",001176,,false,false,BikePoints_173,true,1279292700000
"Strand, Strand",001100,,false,false,BikePoints_174,true,1279295940000
"Worship Street, Shoreditch",000997,,false,false,BikePoints_175,true,1529674980000
"Gloucester Terrace, Bayswater",001173,,false,false,BikePoints_176,true,1279297560000
"Ashley Place, Victoria",001122,,false,false,BikePoints_177,true,1279297740000
"Warwick Square, Pimlico",003460,,false,false,BikePoints_178,true,1279297920000
"North Audley Street, Mayfair",001126,,false,false,BikePoints_180,true,1279298220000
"Belgrave Square, Belgravia",003473,,false,false,BikePoints_181,true,1279298460000
"Bell Street , Marylebone",001166,,false,false,BikePoints_182,true,1279363140000
"Riverlight North, Nine Elms",001165,,false,false,BikePoints_183,true,1279364160000
"Portland Place, Marylebone",001164,,false,false,BikePoints_184,true,1279364280000
"Alderney Street, Pimlico",001174,,false,false,BikePoints_185,true,1279365360000
"South Wharf Road, Paddington",001167,,false,false,BikePoints_186,true,1279365480000
"Queen's Gate (South), South Kensington",001172,,false,false,BikePoints_187,true,1279365720000
"Nutford Place, Marylebone",001112,,false,false,BikePoints_188,true,1279376760000
"Claremont Square, Angel",001104,,false,false,BikePoints_189,true,1279377180000
"Rampayne Street, Pimlico",001106,,false,false,BikePoints_190,true,1279381080000
"Hyde Park Corner, Hyde Park",001075,,false,false,BikePoints_191,true,1279383120000
"Wardour Street, Soho",001163,,false,false,BikePoints_192,true,1279383300000
"Bankside Mix, Bankside",000963,,false,false,BikePoints_193,true,1279392479356
"Hop Exchange, The Borough",000960,,false,false,BikePoints_194,true,1279392479395
"Milroy Walk, South Bank",000959,,false,false,BikePoints_195,true,1279392479432
"Union Street, The Borough",000961,,false,false,BikePoints_196,true,1279392479471
"Stamford Street, South Bank",000962,,false,false,BikePoints_197,true,1279392479520
"Great Tower Street, Monument",001080,,false,false,BikePoints_199,true,1279441800000
"LMU Commercial Road, Whitechapel",001105,,false,false,BikePoints_200,true,1279441920000
"Dorset Square, Marylebone",001162,,false,false,BikePoints_201,true,1279444080000
"Leman Street, Aldgate",001102,,false,false,BikePoints_202,true,1279444320000
"West Smithfield Rotunda, Farringdon",001040,,false,false,BikePoints_203,true,1279445580000
"Margery Street, Clerkenwell",003468,,false,false,BikePoints_204,true,1279466640000
"New Road 1 , Whitechapel",001171,,false,false,BikePoints_206,true,1279471380000
"Grosvenor Crescent, Belgravia",001169,,false,false,BikePoints_207,true,1279558140000
"Mallory Street, Marylebone",001175,,false,false,BikePoints_208,true,1279472580000
"Hinde Street, Marylebone",003476,,false,false,BikePoints_210,true,1279535160000
"Cadogan Place, Knightsbridge",003469,,false,false,BikePoints_211,true,1279535820000
"Campden Hill Road, Notting Hill",003487,,false,false,BikePoints_212,true,1279536840000
"Wellington Arch, Hyde Park",001109,,false,false,BikePoints_213,true,1279537020000
"Endsleigh Gardens, Euston",001079,,false,false,BikePoints_214,true,1279537200000
"Moorfields, Moorgate",001092,,false,false,BikePoints_215,true,1279537380000
"Old Brompton Road, South Kensington",003479,,false,false,BikePoints_216,true,1279537920000
"Wormwood Street, Liverpool Street",002587,,false,false,BikePoints_217,true,1279538040000
"St. Luke's Church, Chelsea",003486,,false,false,BikePoints_218,true,1279543740000
"Bramham Gardens, Earl's Court",001183,,false,false,BikePoints_219,true,1279545900000
"Chelsea Green, Chelsea",001179,,false,false,BikePoints_220,true,1279546320000
"Horseferry Road, Westminster",001170,,false,false,BikePoints_221,true,1279552200000
"Knightsbridge, Hyde Park",001101,,false,false,BikePoints_222,true,1279614120000
"Rodney Road , Walworth",003481,,false,false,BikePoints_223,true,1279614420000
"Queensway, Kensington Gardens",001150,,false,false,BikePoints_224,true,1279615020000
"Notting Hill Gate Station, Notting Hill",001182,,false,false,BikePoints_225,true,1279616280000
"Charles II Street, West End",003488,,false,false,BikePoints_226,true,1279616520000
"Great Percy Street, Clerkenwell",003470,,false,false,BikePoints_227,true,1279616700000
"St. James's Square, St. James's",001067,,false,false,BikePoints_228,true,1279616880000
"Whitehall Place, Strand",001151,,false,false,BikePoints_229,true,1279617780000
"Poured Lines, Bankside",001144,,false,false,BikePoints_230,true,1279618020000
"Queen's Gate (Central), South Kensington",001089,,false,false,BikePoints_231,true,1279622820000
"Carey Street, Holborn",001139,,false,false,BikePoints_232,true,1279623240000
"Pall Mall East, West End",001153,,false,false,BikePoints_233,true,1279624260000
"Liverpool Road (N1 Centre), Angel",001081,,false,false,BikePoints_234,true,1279624680000
"Kennington Road  , Vauxhall",001154,,false,false,BikePoints_235,true,1279625640000
"Fashion Street, Whitechapel",003483,,false,false,BikePoints_236,true,1279625940000
"Dock Street, Wapping",003467,,false,false,BikePoints_237,true,1279799040000
"Frampton Street, Paddington",001099,,false,false,BikePoints_238,true,1279627920000
"Warren Street Station, Euston",001090,,false,false,BikePoints_239,true,1279628160000
"Colombo Street, Southwark",003472,,false,false,BikePoints_240,true,1279628280000
"Beaumont Street, Marylebone",003482,,false,false,BikePoints_242,true,1279628640000
"Gloucester Street, Pimlico",001103,,false,false,BikePoints_243,true,1279628940000
"Earnshaw Street , Covent Garden",001145,,false,false,BikePoints_244,true,1279629240000
"Grosvenor Road, Pimlico",001140,,false,false,BikePoints_245,true,1279629660000
"Berry Street, Clerkenwell",001159,,false,false,BikePoints_246,true,1279639740000
"St. John's Wood Church, The Regent's Park",001091,,false,false,BikePoints_247,true,1279639920000
"Triangle Car Park, Hyde Park",001088,,false,false,BikePoints_248,true,1279640160000
"Harper Road, The Borough",001137,,false,false,BikePoints_249,true,1279640400000
"Royal Avenue 1, Chelsea",003440,,false,false,BikePoints_250,true,1279641000000
"Brushfield Street, Liverpool Street",001161,,false,false,BikePoints_251,true,1279700160000
"Jubilee Gardens, South Bank",001111,,false,false,BikePoints_252,true,1279700640000
"Shoreditch Park, Hoxton",001051,,false,false,BikePoints_253,true,1279700820000
"Bancroft Road, Bethnal Green",200234,,false,false,BikePoints_520,true,
"Driffield Road, Old Ford",200030,,false,false,BikePoints_521,true,
"Clinton Road, Mile End",200161,,false,false,BikePoints_522,true,
"Langdon Park, Poplar",200160,,false,false,BikePoints_523,true,
"Lancaster Gate , Bayswater",200017,,false,false,BikePoints_524,true,1328515080000
"Blythe Road, Olympia",200153,,false,false,BikePoints_525,true,1643301180000
"Lancaster Drive, Blackwall",200143,,false,false,BikePoints_526,true,
"Hansard Mews, Holland Park",200154,,false,false,BikePoints_527,true,1328777280000
"Clarges Street, Mayfair",200088,,false,false,BikePoints_528,true,1328777880000
"Manresa Road, Chelsea",200010,,false,false,BikePoints_529,true,
"Newby Place, Poplar",200146,,false,false,BikePoints_530,true,
"Twig Folly Bridge, Mile End",200167,,false,false,BikePoints_531,true,1328778840000
"Jubilee Plaza, Canary Wharf",200163,,false,false,BikePoints_532,true,1328886360000
"Wellington Row, Bethnal Green",200165,,false,false,BikePoints_533,true,
"Goldsmith's Row, Haggerston",200159,,false,false,BikePoints_534,true,
"Gloucester Avenue, Camden Town",200145,,false,false,BikePoints_535,true,
"Queensbridge Road, Haggerston",200024,,false,false,BikePoints_536,true,
"Old Montague Street, Whitechapel",200239,,false,false,BikePoints_537,true,1330352880000
"Naval Row, Blackwall",200050,,false,false,BikePoints_538,true,
"Hoxton Station, Hoxton",200151,,false,false,BikePoints_539,true,
"Albany Street, The Regent's Park",200134,,false,false,BikePoints_540,true,
"Green Park Station, Mayfair",200096,,false,false,BikePoints_541,true,
"Salmon Lane, Limehouse",200147,,false,false,BikePoints_542,true,
"Lansdowne Walk, Ladbroke Grove",200065,,false,false,BikePoints_543,true,
"Percival Street, Finsbury",200051,,false,false,BikePoints_544,true,
"Arlington Road, Camden Town",200070,,false,false,BikePoints_545,true,
"New Fetter Lane, Holborn",200044,,false,false,BikePoints_546,true,
"East India DLR, Blackwall",200127,,false,false,BikePoints_547,true,
"Westminster Bridge Road, Elephant & Castle",200076,,false,false,BikePoints_548,true,
"Gaywood  Street, Elephant & Castle",200132,,false,false,BikePoints_549,true,
"Harford Street, Mile End",200102,,false,false,BikePoints_550,true,
"Import Dock, Canary Wharf",200066,,false,false,BikePoints_551,true,1330071720000
"Watney Street, Shadwell",200149,,false,false,BikePoints_552,true,
"Regent's Row , Haggerston",200064,,false,false,BikePoints_553,true,
"Aberfeldy Street, Poplar",200078,,false,false,BikePoints_554,true,
"Heron Quays DLR, Canary Wharf",200138,,false,false,BikePoints_556,true,
"King Edward Street, St Pauls",200203,,false,false,BikePoints_557,true,
"Page Street, Westminster",200048,,false,false,BikePoints_558,true,1399635120000
"Abbotsbury Road, Holland Park",200111,,false,false,BikePoints_559,true,
"Ladbroke Grove Central, Ladbroke Grove",200015,,false,false,BikePoints_560,true,
"Rectory Square, Stepney",200037,,false,false,BikePoints_561,true,1330503540000
"Bury Place, Holborn",200074,,false,false,BikePoints_562,true,1330503420000
"Preston's Road, Cubitt Town",200232,,false,false,BikePoints_563,true,
"Somerset House, Strand",200068,,false,false,BikePoints_564,true,
"Selby Street, Whitechapel",200135,,false,false,BikePoints_565,true,
"Westfield Ariel Way, White City",200141,,false,false,BikePoints_566,true,1330937940000
"Bishop's Bridge Road West, Bayswater",200110,,false,false,BikePoints_568,true,
"Pitfield Street Central, Hoxton",200248,,false,false,BikePoints_569,true,
"Upper Bank Street, Canary Wharf",200099,,false,false,BikePoints_570,true,1330773180000
"Westfield Southern Terrace ,Shepherd's Bush",200061,,false,false,BikePoints_571,true,1330620180000
"Greenland Road, Camden Town",200026,,false,false,BikePoints_572,true,
"Limerston Street, West Chelsea",200001,,false,false,BikePoints_573,true,1331796060000
"Eagle Wharf Road, Hoxton",200246,,false,false,BikePoints_574,true,1333618560000
"Alpha Grove, Millwall",200109,,false,false,BikePoints_576,true,
"Globe Town Market, Bethnal Green",200247,,false,false,BikePoints_577,true,
"Hollybush Gardens, Bethnal Green",200244,,false,false,BikePoints_578,true,1330444680000
"Queen Street 2, Bank",200128,,false,false,BikePoints_579,true,
"Doddington Grove, Kennington",200084,,false,false,BikePoints_580,true,1392208500000
"New Cavendish Street, Marylebone",200005,,false,false,BikePoints_581,true,1331883540000
"Abingdon Green, Westminster",200231,,false,false,BikePoints_583,true,
"Ilchester Gardens, Bayswater",200086,,false,false,BikePoints_584,true,
"Mudchute DLR, Cubitt Town",200092,,false,false,BikePoints_586,true,1331797200000
"Monument Street, Monument",200101,,false,false,BikePoints_587,true,1332406320000
"Hoxton Street, Hoxton",200071,,false,false,BikePoints_588,true,1330937820000
"Drayton Gardens, West Chelsea",200060,,false,false,BikePoints_589,true,
"Greenberry Street, St.John's Wood",200236,,false,false,BikePoints_590,true,
"Bishop's Bridge Road East, Bayswater",200108,,false,false,BikePoints_592,true,
"Northdown Street, King's Cross",200058,,false,false,BikePoints_593,true,
"Kingsway Southbound, Strand",200226,,false,false,BikePoints_594,true,1331710680000
"Hammersmith Road, Hammersmith",200142,,false,false,BikePoints_595,true,
"Parson's Green , Parson's Green",200237,,false,false,BikePoints_596,true,
"Fulham Park Road, Fulham",200229,,false,false,BikePoints_597,true,
"Southerton Road, Hammersmith",200166,,false,false,BikePoints_598,true,1501544700000
"Manbre Road, Hammersmith",200235,,false,false,BikePoints_599,true,
"South Lambeth Road, Vauxhall",200133,,false,false,BikePoints_600,true,
"BBC White City, White City",200136,,false,false,BikePoints_601,true,
"Union Grove, Wandsworth Road",200211,,false,false,BikePoints_602,true,
"Caldwell Street, Stockwell",200137,,false,false,BikePoints_603,true,
"St Martins Close, Camden Town",200195,,false,false,BikePoints_604,true,
"Addison Road, Holland Park",200218,,false,false,BikePoints_606,true,
"Putney Bridge Station, Fulham",200125,,false,false,BikePoints_607,true,
"Colet Gardens, Hammersmith",200224,,false,false,BikePoints_608,true,
"Sugden Road, Clapham",200208,,false,false,BikePoints_609,true,1380109980000
"Danvers Street, West Chelsea",200222,,false,false,BikePoints_610,true,1380113460000
"Princedale Road , Holland Park",200067,,false,false,BikePoints_611,true,1380203940000
"Wandsworth Rd, Isley Court, Wandsworth Road",200175,,false,false,BikePoints_612,true,1380294600000
"Woodstock Grove, Shepherd's Bush",200214,,false,false,BikePoints_613,true,1380211860000
"London Fields, Hackney Central",200025,,false,false,BikePoints_614,true,1380795000000
"Chadwell Street, Angel",003471,,false,false,BikePoints_254,true,1279700940000
"Clifton Road, Maida Vale",001147,,false,false,BikePoints_255,true,1279702560000
"Houghton Street, Strand",003484,,false,false,BikePoints_256,true,1279708020000
"Westminster University, Marylebone",001194,,false,false,BikePoints_257,true,1279708140000
"Kensington Gore, Knightsbridge",001193,,false,false,BikePoints_258,true,1279708380000
"Bourne Street, Belgravia",001180,,false,false,BikePoints_259,true,1279709100000
"Broadwick Street, Soho",003489,,false,false,BikePoints_260,true,1279711020000
"Princes Square, Bayswater",003491,,false,false,BikePoints_261,true,1279711200000
"LSBU (Borough Road), Elephant & Castle",001095,,false,false,BikePoints_262,true,1279711620000
"St. Mary Axe, Aldgate",001184,,false,false,BikePoints_263,true,1279712160000
"Tysoe Street, Clerkenwell",001146,,false,false,BikePoints_264,true,1279712520000
"Southwick Street, Paddington",003490,,false,false,BikePoints_265,true,1279714320000
"Queen's Gate (North), Kensington",001204,,false,false,BikePoints_266,true,1279714560000
"Regency Street, Westminster",001155,,false,false,BikePoints_267,true,1279714740000
"Belgrave Road, Victoria",001087,,false,false,BikePoints_268,true,1279714920000
"Empire Square, The Borough",001209,,false,false,BikePoints_269,true,1279715100000
"Kennington Lane Rail Bridge, Vauxhall",001190,,false,false,BikePoints_270,true,1279720380000
"London Zoo,  The Regent's Park",001136,,false,false,BikePoints_271,true,1279720920000
"Baylis Road, Waterloo",001133,,false,false,BikePoints_272,true,1279721220000
"Belvedere Road 1, South Bank",001186,,false,false,BikePoints_273,true,1279721400000
"Warwick Road, Olympia",001134,,false,false,BikePoints_274,true,1279721580000
"Barbican Centre, Barbican",001191,,false,false,BikePoints_275,true,1279721880000
"Lower Thames Street, Monument",001098,,false,false,BikePoints_276,true,1279723200000
"Kensington Church Street, Kensington",001143,,false,false,BikePoints_277,true,1279723320000
"Tooley Street, Bermondsey",001142,,false,false,BikePoints_278,true,1279723500000
"North Wharf Road, Paddington",001108,,false,false,BikePoints_279,true,1279723740000
"Royal Avenue 2, Chelsea",003462,,false,false,BikePoints_280,true,1279726440000
"Smith Square, Westminster",003480,,false,false,BikePoints_281,true,1279726620000
"Royal London Hospital, Whitechapel",001077,,false,false,BikePoints_282,true,1279726980000
"Kingsway, Covent Garden",001141,,false,false,BikePoints_283,true,1279727220000
"Lambeth North Station, Waterloo",001117,,false,false,BikePoints_284,true,1279727580000
"St. John's Wood Road, St. John's Wood",001187,,false,false,BikePoints_286,true,1279727880000
"Bedford Way, Bloomsbury",001156,,false,false,BikePoints_287,true,1279728060000
"Elizabeth Bridge, Victoria",001138,,false,false,BikePoints_288,true,1279793820000
"South Audley Street, Mayfair",003493,,false,false,BikePoints_289,true,1279794060000
"St Mary's Hospital, Paddington",003496,,false,false,BikePoints_290,true,1279795140000
"Claverton Street, Pimlico",001135,,false,false,BikePoints_291,true,1279800420000
"Kensington Olympia Station, Olympia",001214,,false,false,BikePoints_293,true,1279800780000
"St. George's Square, Pimlico",001195,,false,false,BikePoints_294,true,1279800900000
"Swan Street, The Borough",001216,,false,false,BikePoints_295,true,1279801080000
"Knaresborough Place, Earl's Court",200069,,false,false,BikePoints_296,true,1377258960000
"Geraldine Street, Elephant & Castle",003498,,false,false,BikePoints_297,true,1279801560000
"Curlew Street, Shad Thames",001213,,false,false,BikePoints_298,true,1279805640000
"Vincent Square, Westminster",001196,,false,false,BikePoints_299,true,1279808160000
"Serpentine Car Park, Hyde Park",001217,,false,false,BikePoints_300,true,1279808700000
"Marylebone Lane, Marylebone",001152,,false,false,BikePoints_301,true,1279809000000
"Putney Pier, Wandsworth",003492,,false,false,BikePoints_302,true,1279812360000
"Albert Gate, Hyde Park",001132,,false,false,BikePoints_303,true,1279812720000
"Rathbone Street, Fitzrovia",003497,,false,false,BikePoints_306,true,1279816260000
"Black Lion Gate, Kensington Gardens",001157,,false,false,BikePoints_307,true,1279816500000
"Long Lane , Bermondsey",001189,,false,false,BikePoints_308,true,1279816740000
"Embankment (Savoy), Strand",001192,,false,false,BikePoints_309,true,1279875060000
"Black Prince Road, Vauxhall",001205,,false,false,BikePoints_310,true,1279879560000
"Foley Street, Fitzrovia",003494,,false,false,BikePoints_311,true,1279880100000
"Grove End Road, St. John's Wood",001130,,false,false,BikePoints_312,true,1279880340000
"Wells Street, Fitzrovia",003495,,false,false,BikePoints_313,true,1279880520000
"Tyers Gate, Bermondsey",003485,,false,false,BikePoints_314,true,1279884480000
"The Tennis Courts, The Regent's Park",001199,,false,false,BikePoints_315,true,1279884660000
"Warwick Row, Westminster",000968,1539845760000,false,false,BikePoints_316,true,1279884840000
"Dickens Square, Borough",001208,,false,false,BikePoints_317,true,1279885080000
"Sackville Street, Mayfair",001197,,false,false,BikePoints_318,true,1279885320000
"Baldwin Street, St. Luke's",003500,,false,false,BikePoints_319,true,1279890360000
"Queen Mother Sports Centre, Victoria",001148,,false,false,BikePoints_320,true,1279890840000
"Bermondsey Street, Bermondsey",002637,,false,false,BikePoints_321,true,1279891020000
"Palissy Street, Shoreditch",003502,,false,false,BikePoints_322,true,1279891920000
"Clifton Street, Shoreditch",003501,,false,false,BikePoints_323,true,1279892040000
"Ontario Street, Elephant & Castle",001200,,false,false,BikePoints_324,true,1279894920000
"St. Martin's Street, West End",001158,,false,false,BikePoints_325,true,1279896660000
"Graham Street, Angel",001131,,false,false,BikePoints_326,true,1279896840000
"New North Road 1, Hoxton",001128,,false,false,BikePoints_327,true,1280133420000
"New North Road 2, Hoxton",002641,,false,false,BikePoints_328,true,1280133540000
"Prince Albert Road, The Regent's Park",002636,,false,false,BikePoints_329,true,1280133720000
"Eastbourne Mews, Paddington",001203,,false,false,BikePoints_330,true,1280141280000
"Bunhill Row, Moorgate",001211,,false,false,BikePoints_331,true,1280141460000
"Nevern Place, Earl's Court",001210,,false,false,BikePoints_332,true,1280142360000
"Palace Gardens Terrace, Notting Hill",002633,,false,false,BikePoints_333,true,1280142540000
"Concert Hall Approach 1, South Bank",002635,,false,false,BikePoints_334,true,1280147580000
"Tavistock Street, Covent Garden",001207,,false,false,BikePoints_335,true,1280152560000
"Concert Hall Approach 2, South Bank",001212,,false,false,BikePoints_336,true,1280152800000
"Pembridge Villas, Notting Hill",002589,,false,false,BikePoints_337,true,1280153100000
"Finlay Street, Fulham",200029,,false,false,BikePoints_615,true,1380288900000
"Aintree Street, Fulham",200098,,false,false,BikePoints_616,true,
"Elysium Place, Fulham",200028,,false,false,BikePoints_617,true,1380531540000
"Eel Brook Common, Walham Green",300003,,false,false,BikePoints_618,true,1380546540000
"Irene Road, Parsons Green",300012,,false,false,BikePoints_619,true,1380552360000
"Surrey Lane, Battersea",300010,,false,false,BikePoints_620,true,1380629040000
"Wandsworth Town Station, Wandsworth",200091,,false,false,BikePoints_621,true,1380899280000
"Lansdowne Road, Ladbroke Grove",200172,,false,false,BikePoints_622,true,1380901680000
