temporary,common_name,terminal_name,place_id,installed,install_date,locked,removal_date
false,"Boston Place, Marylebone",001035,BikePoints_45,true,1278691320000,false,
false,"Nesham Street, Wapping",001031,BikePoints_46,true,1278691800000,false,
false,"Warwick Avenue Station, Maida Vale",001027,BikePoints_47,true,1278749160000,false,
false,"Godliman Street, St. Paul's",000971,BikePoints_48,true,1278749460000,false,
false,"Curzon Street, Mayfair",003437,BikePoints_49,true,1278749940000,false,
false,"East Road, Hoxton",001054,BikePoints_50,true,1278750240000,false,
false,"Finsbury Library , Finsbury",000986,BikePoints_51,true,1278750540000,false,
false,"Roscoe Street, St. Luke's",001026,BikePoints_52,true,1278750840000,false,
false,"Grafton Street, Mayfair",003431,BikePoints_53,true,1278752580000,false,
false,"Golden Lane, Barbican",000967,BikePoints_54,true,1278766740000,false,
false,"Finsbury Circus, Liverpool Street",000984,BikePoints_55,true,1278766980000,false,
false,"Paddington Street, Marylebone",001033,BikePoints_56,true,1278767220000,false,
false,"Guilford Street , Bloomsbury",000974,BikePoints_57,true,1278767460000,false,
false,"New Inn Yard, Shoreditch",001032,BikePoints_58,true,1278767700000,false,
false,"Lisson Grove, St. John's Wood",001030,BikePoints_60,true,1278769140000,false,
false,"Great Dover Street, The Borough",001017,BikePoints_61,true,1278773820000,false,
false,"Cotton Garden Estate, Kennington",000990,BikePoints_62,true,1278773940000,false,
false,"Murray Grove , Hoxton",000989,BikePoints_63,true,1278774120000,false,
false,"William IV Street, Strand",001028,BikePoints_64,true,1278774300000,false,
false,"Holborn Circus, Holborn",000982,BikePoints_66,true,1278845280000,false,
false,"Hatton Garden, Holborn",000985,BikePoints_67,true,1278847440000,false,
false,"Theobald's Road , Holborn",000975,BikePoints_68,true,1278857040000,false,
false,"Euston Road, Euston",000983,BikePoints_69,true,1278861540000,false,
false,"Calshot Street , King's Cross",001066,BikePoints_70,true,1278863340000,false,
false,"Newgate Street , St. Paul's",001074,BikePoints_71,true,1278924900000,false,
false,"Farringdon Lane, Clerkenwell",003432,BikePoints_72,true,1276948860000,false,
false,"Old Street Station, St. Luke's",001064,BikePoints_73,true,1278941040000,false,
false,"Vauxhall Cross, Vauxhall",001000,BikePoints_74,true,1278941160000,false,
false,"Torrens Street, Angel",001060,BikePoints_75,true,1278945180000,false,
false,"Longford Street, The Regent's Park",000976,BikePoints_76,true,1278946560000,false,
false,"Russell Square Station, Bloomsbury",000978,BikePoints_77,true,1278946860000,false,
false,"Sadlers Sports Centre, Finsbury",003433,BikePoints_78,true,1278948480000,false,
false,"Arundel Street, Temple",003455,BikePoints_79,true,1509018360000,false,
false,"Webber Street , Southwark",003448,BikePoints_80,true,1278952440000,false,
false,"Great Titchfield Street, Fitzrovia",003450,BikePoints_81,true,1279012980000,false,
false,"Chancery Lane, Holborn",003453,BikePoints_82,true,1279015680000,false,
false,"Panton Street, West End",003452,BikePoints_83,true,1279015800000,false,
false,"Wellington Street , Strand",001202,BikePoints_338,true,1280158740000,false,
false,"Risinghill Street, Angel",001127,BikePoints_339,true,1280160600000,false,
false,"Bank of England Museum, Bank",001201,BikePoints_340,true,1280248620000,false,
false,"Craven Street, Strand",001160,BikePoints_341,true,1280222160000,false,
false,"London Zoo Car Park, The Regent's Park",001188,BikePoints_343,true,1280224260000,false,
false,"Goswell Road (City Uni), Finsbury",001222,BikePoints_344,true,1280226120000,false,
false,"Flood Street, Chelsea",001218,BikePoints_345,true,1280229720000,false,
false,"Lower Marsh, Waterloo",001219,BikePoints_347,true,1283762460000,false,
false,"Grosvenor Square, Mayfair",010627,BikePoints_348,true,1284540540000,false,
false,"St. George Street, Mayfair",001221,BikePoints_349,true,1284543120000,false,
false,"Queen's Gate, Kensington Gardens",001231,BikePoints_350,true,1285756260000,false,
false,"Macclesfield Rd, St Lukes",001226,BikePoints_351,true,1286790480000,false,
false,"Vauxhall Street, Vauxhall",001224,BikePoints_352,true,1286796360000,false,
false,"Greycoat Street , Westminster",010623,BikePoints_353,true,1287652080000,false,
false,"Northumberland Avenue, Strand",001097,BikePoints_354,true,,false,
false,"Clapham Common Station, Clapham Common",002694,BikePoints_355,true,1287752460000,false,
false,"South Kensington Station, South Kensington",002685,BikePoints_356,true,1288009080000,false,
false,"Howland Street, Fitzrovia",002691,BikePoints_357,true,1288092420000,false,
false,"High Holborn , Covent Garden",001229,BikePoints_358,true,1290079860000,false,
false,"Butler Place, Westminster",002662,BikePoints_359,true,1288950960000,false,
false,"Howick Place, Westminster",002666,BikePoints_360,true,1288958160000,false,
false,"Waterloo Station 2, Waterloo",002692,BikePoints_361,true,1291902600000,false,
false,"Royal College Street, Camden Town",002686,BikePoints_362,true,1290080220000,false,
false,"Lord's, St. John's Wood",002665,BikePoints_363,true,1289911800000,false,
false,"Store Street, Bloomsbury",003507,BikePoints_364,true,1290080640000,false,
false,"City Road, Angel",002690,BikePoints_365,true,1290603600000,false,
false,"Millennium Hotel, Mayfair",001230,BikePoints_366,true,1290686880000,false,
false,"Harrowby Street, Marylebone",002680,BikePoints_367,true,,false,
false,"Harriet Street, Knightsbridge",002681,BikePoints_368,true,1291201680000,false,
false,"Paddington Green, Paddington",002670,BikePoints_370,true,1291647300000,false,
false,"King Edward Walk, Waterloo",002639,BikePoints_371,true,1291712820000,false,
false,"Sardinia Street, Holborn",002649,BikePoints_372,true,1291713000000,false,
false,"Prince Consort Road, Knightsbridge",003499,BikePoints_373,true,1295428320000,false,
false,"Waterloo Station 1, Waterloo",002696,BikePoints_374,true,1291725720000,false,
false,"Kensington Town Hall, Kensington",010632,BikePoints_375,true,1291805820000,false,
false,"Millbank Tower, Pimlico",002683,BikePoints_376,true,1294660980000,false,
false,"Waterloo Bridge, South Bank",002648,BikePoints_377,true,1295265420000,false,
false,"Natural History Museum, South Kensington",002677,BikePoints_378,true,1296121500000,false,
false,"Turquoise Island, Notting Hill",002682,BikePoints_379,true,1296121680000,false,
false,"Stanhope Gate, Mayfair",003506,BikePoints_380,true,1296125400000,false,
false,"Charlotte Street, Fitzrovia",002669,BikePoints_381,true,1296203760000,false,
false,"Farm Street, Mayfair",002678,BikePoints_382,true,1297159320000,false,
false,"Frith Street, Soho",002660,BikePoints_383,true,1296649200000,false,
false,"Marloes Road, Kensington",003505,BikePoints_384,true,1296731880000,false,
false,"Moor Street, Soho",003504,BikePoints_386,true,1296732540000,false,
false,"Fire Brigade Pier, Vauxhall",002703,BikePoints_387,true,1297077540000,false,
false,"Southampton Street, Strand",001228,BikePoints_388,true,1297182180000,false,
false,"Upper Grosvenor Street, Mayfair",010621,BikePoints_389,true,1297347960000,false,
false,"Buxton Street 1, Shoreditch",001223,BikePoints_390,true,1297764360000,false,
false,"Clifford Street, Mayfair",002688,BikePoints_391,true,1297956480000,false,1539846000000
false,"Imperial College, Knightsbridge",001220,BikePoints_392,true,1297958700000,false,
false,"Snow Hill, Farringdon",002699,BikePoints_393,true,1298545440000,false,
false,"Aberdeen Place, St. John's Wood",002698,BikePoints_394,true,,false,
