locked,temporary,installed,common_name,place_id,install_date,removal_date,terminal_name
false,false,true,"Hewison Street, Old Ford",BikePoints_471,1326790860000,,200006
false,false,true,"Malmesbury Road, Bow",BikePoints_472,1326791160000,,200019
false,false,true,"Millharbour, Millwall",BikePoints_473,1326816540000,,022167
false,false,true,"Gascoyne Road, Victoria Park",BikePoints_474,1326822960000,,200155
false,false,true,"Lightermans Road, Millwall",BikePoints_475,1326825480000,,200004
false,false,true,"Stebondale Street, Cubitt Town",BikePoints_476,1326962100000,,200009
false,false,true,"Spindrift Avenue, Millwall",BikePoints_477,1326963780000,,200018
false,false,true,"Stepney Green Station, Stepney",BikePoints_478,1326965580000,,200012
false,false,true,"Pott Street, Bethnal Green",BikePoints_479,1326966240000,,200156
false,false,true,"Flamborough Street, Limehouse",BikePoints_480,1326975420000,,200115
false,false,true,"Saunders Ness Road, Cubitt Town",BikePoints_481,1326996480000,,200022
false,false,true,"Exhibition Road Museums 2, South Kensington",BikePoints_482,1326996720000,,200052
false,false,true,"Albert Gardens, Stepney",BikePoints_483,1327088280000,,022166
false,false,true,"Bromley High Street, Bow",BikePoints_484,1327339740000,,022172
false,false,true,"Old Ford Road, Bethnal Green",BikePoints_485,1327255440000,,022173
false,false,true,"Granby Street, Shoreditch",BikePoints_486,1327338660000,,022174
false,false,true,"Canton Street, Poplar",BikePoints_487,1327936860000,,022175
false,false,true,"Reardon Street, Wapping",BikePoints_488,1327254960000,,022176
false,false,true,"Pennington Street, Wapping",BikePoints_490,,,200090
false,false,true,"Queen Mary's, Mile End",BikePoints_491,1327256220000,,200249
false,false,true,"Maplin Street, Mile End",BikePoints_492,1327256520000,,200230
false,false,true,"South Quay East, Canary Wharf",BikePoints_494,1327433220000,,200233
false,false,true,"Bow Church Station, Bow",BikePoints_495,1327340460000,,200252
false,false,true,"Devons Road, Bow",BikePoints_496,1327400820000,,200255
false,false,true,"Merchant Street, Bow",BikePoints_497,1327398420000,,200242
false,false,true,"Bow Road Station, Bow",BikePoints_498,1327398660000,,200251
false,false,true,"Furze Green, Bow",BikePoints_499,1327407960000,,200011
false,false,true,"Ansell House, Stepney",BikePoints_500,1327430040000,,200148
false,false,true,"Cephas Street, Bethnal Green",BikePoints_501,1327430220000,,200073
false,false,true,"Bonner Gate, Victoria Park",BikePoints_502,1563957840000,,200241
false,false,true,"Cleveland Way, Stepney",BikePoints_503,1327492920000,,200250
false,false,true,"St. John's Park, Cubitt Town",BikePoints_504,1327937820000,,200243
false,false,true,"Ackroyd Drive, Bow",BikePoints_505,1327937460000,,200038
false,false,true,"Bell Lane, Liverpool Street",BikePoints_506,1327938660000,,200036
false,false,true,"Clarkson Street, Bethnal Green",BikePoints_507,1327938420000,,200131
false,false,true,"Fournier Street, Whitechapel",BikePoints_508,1327938180000,,200157
false,false,true,"Fore Street, Guildhall",BikePoints_509,1327938120000,,200253
false,false,true,"Westferry DLR, Limehouse",BikePoints_510,,,200238
false,false,true,"Sutton Street, Shadwell",BikePoints_511,1327937940000,,200256
false,false,true,"Pritchard's Road, Bethnal Green",BikePoints_512,1328112600000,,200083
false,false,true,"Watney Market, Stepney",BikePoints_513,,,200162
false,false,true,"Portman Square, Marylebone",BikePoints_514,1328201520000,,200008
false,false,true,"Russell Gardens, Olympia",BikePoints_515,,,200080
false,false,true,"Chrisp Street Market, Poplar",BikePoints_516,1328202420000,,200089
false,false,true,"Ford Road, Old Ford",BikePoints_517,1326790860000,,200027
false,false,true,"Antill Road, Mile End",BikePoints_518,,,200041
false,false,true,"Teviot Street, Poplar",BikePoints_519,,,200254
false,false,true,"Bancroft Road, Bethnal Green",BikePoints_520,,,200234
false,false,true,"Driffield Road, Old Ford",BikePoints_521,,,200030
false,false,true,"Halford Road, West Kensington",BikePoints_782,1446485820000,,300210
false,false,true,"Monier Road, Hackney Wick",BikePoints_783,1448529660000,,300213
false,false,true,"East Village, Queen Elizabeth Olympic Park",BikePoints_784,1452789240000,,300200
false,false,true,"Aquatic Centre, Queen Elizabeth Olympic Park",BikePoints_785,1451908440000,,300233
false,false,true,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",BikePoints_786,1451918160000,,300029
false,false,true,"Timber Lodge, Queen Elizabeth Olympic Park",BikePoints_787,1451900700000,,300227
false,false,true,"Copper Box Arena, Queen Elizabeth Olympic Park",BikePoints_788,1451906880000,,300226
false,false,true,"Podium, Queen Elizabeth Olympic Park",BikePoints_789,1452507000000,,300021
false,false,true,"Stratford Station, Stratford",BikePoints_790,1452687420000,,300234
false,false,true,"Blackfriars Road, Southwark",BikePoints_792,1454926380000,,300214
false,false,true,"Cromer Street, Bloomsbury",BikePoints_793,1459424760000,,300205
false,false,true,"Victoria Rise, Clapham Common",BikePoints_794,1456404240000,,300204
false,false,true,"Euston Square Gardens, Euston",BikePoints_795,1456744740000,,300203
false,false,true,"Coram Street, Bloomsbury",BikePoints_796,1456746420000,,300201
false,false,true,"Ossulston Street, Somers Town",BikePoints_797,1456839540000,,300211
false,false,true,"Birkenhead Street, King's Cross",BikePoints_798,1464787980000,,300212
false,false,true,"Kings Gate House, Westminster",BikePoints_799,1464876480000,,300202
false,false,true,"Sopwith Way, Battersea Park",BikePoints_800,1457107140000,,300248
false,false,true,"Lavington Street, Bankside",BikePoints_801,1458824640000,,300208
false,false,true,"Albert Square, Stockwell",BikePoints_802,1464865500000,,300209
false,false,true,"Southwark Street, Bankside",BikePoints_803,1464787860000,,300238
false,false,true,"Good's Way, King's Cross",BikePoints_804,1459410960000,,300243
false,false,true,"The Metropolitan, Portobello",BikePoints_805,1467626400000,,300244
false,false,true,"Handyside Street, King's Cross",BikePoints_806,1472723460000,,300241
false,false,true,"Bevington Road West, North Kensington",BikePoints_807,1466715600000,,300236
false,false,true,"Gauden Road, Clapham",BikePoints_808,1461753540000,,300207
false,false,true,"Lincoln's Inn Fields, Holborn",BikePoints_809,1467640800000,,300240
false,false,true,"Tate Modern, Bankside",BikePoints_810,1464943200000,,300237
false,false,true,"Westferry Circus, Canary Wharf",BikePoints_811,1469538960000,,300228
false,false,true,"Here East North, Queen Elizabeth Olympic Park",BikePoints_812,1469005200000,,300217
false,false,true,"New Spring Gardens Walk, Vauxhall",BikePoints_813,1467627120000,,300224
false,false,true,"Clapham Road, Lingham Street, Stockwell",BikePoints_814,1464870060000,,300245
false,false,true,"Lambeth Palace Road, Waterloo",BikePoints_815,1462357680000,,300231
false,false,true,"Here East South, Queen Elizabeth Olympic Park",BikePoints_816,1489065360000,,300219
false,false,true,"Riverlight South, Nine Elms",BikePoints_817,1464949140000,,300232
false,false,true,"Westminster Pier, Westminster",BikePoints_818,1563958740000,,300249
false,false,true,"Belvedere Road 2, South Bank",BikePoints_819,1476360120000,,300246
false,false,true,"Victory Place, Walworth",BikePoints_820,1481807940000,,300239
false,false,true,"Battersea Power Station, Battersea Park",BikePoints_821,1487335920000,,300221
false,false,true,"Allington Street, Victoria",BikePoints_826,1500554880000,,300242
false,false,true,"Cranmer Road, Stockwell",BikePoints_827,1517788800000,,300247
false,false,true,"Normandy Road, Stockwell",BikePoints_828,1517788800000,,300225
false,false,true,"Wynne Road, Stockwell",BikePoints_829,1517443200000,,300230
false,false,true,"Sidney Road, Stockwell",BikePoints_830,1517961600000,,300229
false,false,true,"St John's Crescent, Brixton",BikePoints_831,1517961600000,,300215
false,false,true,"Ferndale Road, Brixton",BikePoints_832,1517961600000,,200240
false,false,true,"Saltoun Road, Brixton",BikePoints_833,1517875200000,,300206
false,false,true,"Gas Holders, Battersea Park",BikePoints_834,1529449200000,,300216
false,false,true,"Farringdon Street, Holborn",BikePoints_835,,,300220
false,false,true,"York Way, Kings Cross",BikePoints_836,,,300235
false,false,true,"Fore Street Avenue, Guildhall",BikePoints_838,1539254700000,,300222
false,false,true,"Sea Containers, South Bank",BikePoints_839,1544611140000,,200144
false,false,true,"George Row, Bermondsey",BikePoints_840,1599752640000,,002679
false,false,true,"Tower Wharf, Bermondsey",BikePoints_841,,,002667
false,false,true,"Temple Gardens, Temple",BikePoints_842,1600856400000,,300250
false,false,true,"Canada Water Station, Rotherhithe",BikePoints_844,1608298140000,,300252
false,false,true,"Bermondsey Station, Bermondsey",BikePoints_845,1608303660000,,300253
false,false,true,"Porchester Place, Paddington",BikePoints_169,1279289760000,,003477
false,false,true,"Hardwick Street, Clerkenwell",BikePoints_170,1279290180000,,001057
false,false,true,"Collingham Gardens, Earl's Court",BikePoints_171,1279291200000,,003459
false,false,true,"Sumner Place, South Kensington",BikePoints_172,1279291500000,,001124
false,false,true,"Waterloo Road, South Bank",BikePoints_173,1279292700000,,001176
false,false,true,"Strand, Strand",BikePoints_174,1279295940000,,001100
false,false,true,"Worship Street, Shoreditch",BikePoints_175,1529674980000,,000997
false,false,true,"Gloucester Terrace, Bayswater",BikePoints_176,1279297560000,,001173
false,false,true,"Ashley Place, Victoria",BikePoints_177,1279297740000,,001122
false,false,true,"Warwick Square, Pimlico",BikePoints_178,1279297920000,,003460
false,false,true,"North Audley Street, Mayfair",BikePoints_180,1279298220000,,001126
false,false,true,"Belgrave Square, Belgravia",BikePoints_181,1279298460000,,003473
false,false,true,"Bell Street , Marylebone",BikePoints_182,1279363140000,,001166
false,false,true,"Riverlight North, Nine Elms",BikePoints_183,1279364160000,,001165
false,false,true,"Portland Place, Marylebone",BikePoints_184,1279364280000,,001164
false,false,true,"Alderney Street, Pimlico",BikePoints_185,1279365360000,,001174
false,false,true,"South Wharf Road, Paddington",BikePoints_186,1279365480000,,001167
false,false,true,"Queen's Gate (South), South Kensington",BikePoints_187,1279365720000,,001172
false,false,true,"Nutford Place, Marylebone",BikePoints_188,1279376760000,,001112
false,false,true,"Claremont Square, Angel",BikePoints_189,1279377180000,,001104
false,false,true,"Rampayne Street, Pimlico",BikePoints_190,1279381080000,,001106
false,false,true,"Hyde Park Corner, Hyde Park",BikePoints_191,1279383120000,,001075
false,false,true,"Wardour Street, Soho",BikePoints_192,1279383300000,,001163
false,false,true,"Bankside Mix, Bankside",BikePoints_193,1279392479356,,000963
false,false,true,"Hop Exchange, The Borough",BikePoints_194,1279392479395,,000960
false,false,true,"Milroy Walk, South Bank",BikePoints_195,1279392479432,,000959
false,false,true,"Union Street, The Borough",BikePoints_196,1279392479471,,000961
false,false,true,"Stamford Street, South Bank",BikePoints_197,1279392479520,,000962
false,false,true,"Great Tower Street, Monument",BikePoints_199,1279441800000,,001080
false,false,true,"LMU Commercial Road, Whitechapel",BikePoints_200,1279441920000,,001105
false,false,true,"Dorset Square, Marylebone",BikePoints_201,1279444080000,,001162
false,false,true,"Leman Street, Aldgate",BikePoints_202,1279444320000,,001102
false,false,true,"West Smithfield Rotunda, Farringdon",BikePoints_203,1279445580000,,001040
false,false,true,"Margery Street, Clerkenwell",BikePoints_204,1279466640000,,003468
false,false,true,"New Road 1 , Whitechapel",BikePoints_206,1279471380000,,001171
false,false,true,"Grosvenor Crescent, Belgravia",BikePoints_207,1279558140000,,001169
false,false,true,"Mallory Street, Marylebone",BikePoints_208,1279472580000,,001175
false,false,true,"Hinde Street, Marylebone",BikePoints_210,1279535160000,,003476
false,false,true,"Cadogan Place, Knightsbridge",BikePoints_211,1279535820000,,003469
false,false,true,"Campden Hill Road, Notting Hill",BikePoints_212,1279536840000,,003487
false,false,true,"Wellington Arch, Hyde Park",BikePoints_213,1279537020000,,001109
false,false,true,"Endsleigh Gardens, Euston",BikePoints_214,1279537200000,,001079
false,false,true,"Moorfields, Moorgate",BikePoints_215,1279537380000,,001092
false,false,true,"Old Brompton Road, South Kensington",BikePoints_216,1279537920000,,003479
false,false,true,"Wormwood Street, Liverpool Street",BikePoints_217,1279538040000,,002587
false,false,true,"St. Luke's Church, Chelsea",BikePoints_218,1279543740000,,003486
false,false,true,"Bramham Gardens, Earl's Court",BikePoints_219,1279545900000,,001183
false,false,true,"Chelsea Green, Chelsea",BikePoints_220,1279546320000,,001179
false,false,true,"Horseferry Road, Westminster",BikePoints_221,1279552200000,,001170
false,false,true,"Knightsbridge, Hyde Park",BikePoints_222,1279614120000,,001101
false,false,true,"Rodney Road , Walworth",BikePoints_223,1279614420000,,003481
false,false,true,"Queensway, Kensington Gardens",BikePoints_224,1279615020000,,001150
false,false,true,"Notting Hill Gate Station, Notting Hill",BikePoints_225,1279616280000,,001182
false,false,true,"Charles II Street, West End",BikePoints_226,1279616520000,,003488
false,false,true,"Great Percy Street, Clerkenwell",BikePoints_227,1279616700000,,003470
false,false,true,"St. James's Square, St. James's",BikePoints_228,1279616880000,,001067
false,false,true,"Whitehall Place, Strand",BikePoints_229,1279617780000,,001151
false,false,true,"Poured Lines, Bankside",BikePoints_230,1279618020000,,001144
false,false,true,"Queen's Gate (Central), South Kensington",BikePoints_231,1279622820000,,001089
false,false,true,"Carey Street, Holborn",BikePoints_232,1279623240000,,001139
false,false,true,"Pall Mall East, West End",BikePoints_233,1279624260000,,001153
false,false,true,"Liverpool Road (N1 Centre), Angel",BikePoints_234,1279624680000,,001081
false,false,true,"Kennington Road  , Vauxhall",BikePoints_235,1279625640000,,001154
false,false,true,"Fashion Street, Whitechapel",BikePoints_236,1279625940000,,003483
false,false,true,"Dock Street, Wapping",BikePoints_237,1279799040000,,003467
false,false,true,"Frampton Street, Paddington",BikePoints_238,1279627920000,,001099
false,false,true,"Warren Street Station, Euston",BikePoints_239,1279628160000,,001090
false,false,true,"Colombo Street, Southwark",BikePoints_240,1279628280000,,003472
false,false,true,"Beaumont Street, Marylebone",BikePoints_242,1279628640000,,003482
false,false,true,"Gloucester Street, Pimlico",BikePoints_243,1279628940000,,001103
false,false,true,"Earnshaw Street , Covent Garden",BikePoints_244,1279629240000,,001145
false,false,true,"Grosvenor Road, Pimlico",BikePoints_245,1279629660000,,001140
false,false,true,"Berry Street, Clerkenwell",BikePoints_246,1279639740000,,001159
false,false,true,"St. John's Wood Church, The Regent's Park",BikePoints_247,1279639920000,,001091
false,false,true,"Triangle Car Park, Hyde Park",BikePoints_248,1279640160000,,001088
false,false,true,"Harper Road, The Borough",BikePoints_249,1279640400000,,001137
false,false,true,"Royal Avenue 1, Chelsea",BikePoints_250,1279641000000,,003440
false,false,true,"Brushfield Street, Liverpool Street",BikePoints_251,1279700160000,,001161
false,false,true,"Jubilee Gardens, South Bank",BikePoints_252,1279700640000,,001111
false,false,true,"Shoreditch Park, Hoxton",BikePoints_253,1279700820000,,001051
false,false,true,"Clinton Road, Mile End",BikePoints_522,,,200161
false,false,true,"Langdon Park, Poplar",BikePoints_523,,,200160
false,false,true,"Lancaster Gate , Bayswater",BikePoints_524,1328515080000,,200017
false,false,true,"Blythe Road, Olympia",BikePoints_525,1643301180000,,200153
false,false,true,"Lancaster Drive, Blackwall",BikePoints_526,,,200143
false,false,true,"Hansard Mews, Holland Park",BikePoints_527,1328777280000,,200154
false,false,true,"Clarges Street, Mayfair",BikePoints_528,1328777880000,,200088
false,false,true,"Manresa Road, Chelsea",BikePoints_529,,,200010
false,false,true,"Newby Place, Poplar",BikePoints_530,,,200146
false,false,true,"Twig Folly Bridge, Mile End",BikePoints_531,1328778840000,,200167
false,false,true,"Jubilee Plaza, Canary Wharf",BikePoints_532,1328886360000,,200163
false,false,true,"Wellington Row, Bethnal Green",BikePoints_533,,,200165
false,false,true,"Goldsmith's Row, Haggerston",BikePoints_534,,,200159
false,false,true,"Gloucester Avenue, Camden Town",BikePoints_535,,,200145
false,false,true,"Queensbridge Road, Haggerston",BikePoints_536,,,200024
false,false,true,"Old Montague Street, Whitechapel",BikePoints_537,1330352880000,,200239
false,false,true,"Naval Row, Blackwall",BikePoints_538,,,200050
false,false,true,"Hoxton Station, Hoxton",BikePoints_539,,,200151
false,false,true,"Albany Street, The Regent's Park",BikePoints_540,,,200134
false,false,true,"Green Park Station, Mayfair",BikePoints_541,,,200096
false,false,true,"Salmon Lane, Limehouse",BikePoints_542,,,200147
false,false,true,"Lansdowne Walk, Ladbroke Grove",BikePoints_543,,,200065
false,false,true,"Percival Street, Finsbury",BikePoints_544,,,200051
false,false,true,"Arlington Road, Camden Town",BikePoints_545,,,200070
false,false,true,"New Fetter Lane, Holborn",BikePoints_546,,,200044
false,false,true,"East India DLR, Blackwall",BikePoints_547,,,200127
false,false,true,"Westminster Bridge Road, Elephant & Castle",BikePoints_548,,,200076
false,false,true,"Gaywood  Street, Elephant & Castle",BikePoints_549,,,200132
false,false,true,"Harford Street, Mile End",BikePoints_550,,,200102
false,false,true,"Import Dock, Canary Wharf",BikePoints_551,1330071720000,,200066
false,false,true,"Watney Street, Shadwell",BikePoints_552,,,200149
false,false,true,"Regent's Row , Haggerston",BikePoints_553,,,200064
false,false,true,"Aberfeldy Street, Poplar",BikePoints_554,,,200078
false,false,true,"Heron Quays DLR, Canary Wharf",BikePoints_556,,,200138
false,false,true,"King Edward Street, St Pauls",BikePoints_557,,,200203
false,false,true,"Page Street, Westminster",BikePoints_558,1399635120000,,200048
false,false,true,"Abbotsbury Road, Holland Park",BikePoints_559,,,200111
false,false,true,"Ladbroke Grove Central, Ladbroke Grove",BikePoints_560,,,200015
false,false,true,"Rectory Square, Stepney",BikePoints_561,1330503540000,,200037
false,false,true,"Bury Place, Holborn",BikePoints_562,1330503420000,,200074
false,false,true,"Preston's Road, Cubitt Town",BikePoints_563,,,200232
false,false,true,"Somerset House, Strand",BikePoints_564,,,200068
false,false,true,"Selby Street, Whitechapel",BikePoints_565,,,200135
false,false,true,"Westfield Ariel Way, White City",BikePoints_566,1330937940000,,200141
false,false,true,"Bishop's Bridge Road West, Bayswater",BikePoints_568,,,200110
false,false,true,"Pitfield Street Central, Hoxton",BikePoints_569,,,200248
false,false,true,"Upper Bank Street, Canary Wharf",BikePoints_570,1330773180000,,200099
false,false,true,"Westfield Southern Terrace ,Shepherd's Bush",BikePoints_571,1330620180000,,200061
false,false,true,"Greenland Road, Camden Town",BikePoints_572,,,200026
false,false,true,"Limerston Street, West Chelsea",BikePoints_573,1331796060000,,200001
false,false,true,"Eagle Wharf Road, Hoxton",BikePoints_574,1333618560000,,200246
false,false,true,"Alpha Grove, Millwall",BikePoints_576,,,200109
false,false,true,"Globe Town Market, Bethnal Green",BikePoints_577,,,200247
false,false,true,"Hollybush Gardens, Bethnal Green",BikePoints_578,1330444680000,,200244
false,false,true,"Queen Street 2, Bank",BikePoints_579,,,200128
false,false,true,"Doddington Grove, Kennington",BikePoints_580,1392208500000,,200084
false,false,true,"New Cavendish Street, Marylebone",BikePoints_581,1331883540000,,200005
false,false,true,"Abingdon Green, Westminster",BikePoints_583,,,200231
false,false,true,"Ilchester Gardens, Bayswater",BikePoints_584,,,200086
false,false,true,"Mudchute DLR, Cubitt Town",BikePoints_586,1331797200000,,200092
false,false,true,"Monument Street, Monument",BikePoints_587,1332406320000,,200101
false,false,true,"Hoxton Street, Hoxton",BikePoints_588,1330937820000,,200071
false,false,true,"Drayton Gardens, West Chelsea",BikePoints_589,,,200060
false,false,true,"Greenberry Street, St.John's Wood",BikePoints_590,,,200236
false,false,true,"Bishop's Bridge Road East, Bayswater",BikePoints_592,,,200108
false,false,true,"Northdown Street, King's Cross",BikePoints_593,,,200058
false,false,true,"Kingsway Southbound, Strand",BikePoints_594,1331710680000,,200226
false,false,true,"Hammersmith Road, Hammersmith",BikePoints_595,,,200142
false,false,true,"Parson's Green , Parson's Green",BikePoints_596,,,200237
false,false,true,"Fulham Park Road, Fulham",BikePoints_597,,,200229
false,false,true,"Southerton Road, Hammersmith",BikePoints_598,1501544700000,,200166
false,false,true,"Manbre Road, Hammersmith",BikePoints_599,,,200235
false,false,true,"South Lambeth Road, Vauxhall",BikePoints_600,,,200133
false,false,true,"BBC White City, White City",BikePoints_601,,,200136
false,false,true,"Union Grove, Wandsworth Road",BikePoints_602,,,200211
false,false,true,"Caldwell Street, Stockwell",BikePoints_603,,,200137
false,false,true,"St Martins Close, Camden Town",BikePoints_604,,,200195
false,false,true,"Seymour Place, Marylebone",BikePoints_605,,,200198
false,false,true,"Addison Road, Holland Park",BikePoints_606,,,200218
false,false,true,"Putney Bridge Station, Fulham",BikePoints_607,,,200125
false,false,true,"Colet Gardens, Hammersmith",BikePoints_608,,,200224
false,false,true,"Sugden Road, Clapham",BikePoints_609,1380109980000,,200208
false,false,true,"Danvers Street, West Chelsea",BikePoints_610,1380113460000,,200222
false,false,true,"Princedale Road , Holland Park",BikePoints_611,1380203940000,,200067
false,false,true,"Wandsworth Rd, Isley Court, Wandsworth Road",BikePoints_612,1380294600000,,200175
false,false,true,"Woodstock Grove, Shepherd's Bush",BikePoints_613,1380211860000,,200214
false,false,true,"London Fields, Hackney Central",BikePoints_614,1380795000000,,200025
false,false,true,"Chadwell Street, Angel",BikePoints_254,1279700940000,,003471
false,false,true,"Clifton Road, Maida Vale",BikePoints_255,1279702560000,,001147
false,false,true,"Houghton Street, Strand",BikePoints_256,1279708020000,,003484
false,false,true,"Westminster University, Marylebone",BikePoints_257,1279708140000,,001194
false,false,true,"Kensington Gore, Knightsbridge",BikePoints_258,1279708380000,,001193
false,false,true,"Bourne Street, Belgravia",BikePoints_259,1279709100000,,001180
false,false,true,"Broadwick Street, Soho",BikePoints_260,1279711020000,,003489
false,false,true,"Princes Square, Bayswater",BikePoints_261,1279711200000,,003491
false,false,true,"LSBU (Borough Road), Elephant & Castle",BikePoints_262,1279711620000,,001095
false,false,true,"St. Mary Axe, Aldgate",BikePoints_263,1279712160000,,001184
false,false,true,"Tysoe Street, Clerkenwell",BikePoints_264,1279712520000,,001146
false,false,true,"Southwick Street, Paddington",BikePoints_265,1279714320000,,003490
false,false,true,"Queen's Gate (North), Kensington",BikePoints_266,1279714560000,,001204
false,false,true,"Regency Street, Westminster",BikePoints_267,1279714740000,,001155
false,false,true,"Belgrave Road, Victoria",BikePoints_268,1279714920000,,001087
false,false,true,"Empire Square, The Borough",BikePoints_269,1279715100000,,001209
false,false,true,"Kennington Lane Rail Bridge, Vauxhall",BikePoints_270,1279720380000,,001190
false,false,true,"London Zoo,  The Regent's Park",BikePoints_271,1279720920000,,001136
false,false,true,"Baylis Road, Waterloo",BikePoints_272,1279721220000,,001133
false,false,true,"Belvedere Road 1, South Bank",BikePoints_273,1279721400000,,001186
false,false,true,"Warwick Road, Olympia",BikePoints_274,1279721580000,,001134
false,false,true,"Barbican Centre, Barbican",BikePoints_275,1279721880000,,001191
false,false,true,"Lower Thames Street, Monument",BikePoints_276,1279723200000,,001098
false,false,true,"Kensington Church Street, Kensington",BikePoints_277,1279723320000,,001143
false,false,true,"Tooley Street, Bermondsey",BikePoints_278,1279723500000,,001142
false,false,true,"North Wharf Road, Paddington",BikePoints_279,1279723740000,,001108
false,false,true,"Royal Avenue 2, Chelsea",BikePoints_280,1279726440000,,003462
false,false,true,"Smith Square, Westminster",BikePoints_281,1279726620000,,003480
false,false,true,"Royal London Hospital, Whitechapel",BikePoints_282,1279726980000,,001077
false,false,true,"Kingsway, Covent Garden",BikePoints_283,1279727220000,,001141
false,false,true,"Lambeth North Station, Waterloo",BikePoints_284,1279727580000,,001117
false,false,true,"St. John's Wood Road, St. John's Wood",BikePoints_286,1279727880000,,001187
false,false,true,"Bedford Way, Bloomsbury",BikePoints_287,1279728060000,,001156
false,false,true,"Elizabeth Bridge, Victoria",BikePoints_288,1279793820000,,001138
false,false,true,"South Audley Street, Mayfair",BikePoints_289,1279794060000,,003493
false,false,true,"St Mary's Hospital, Paddington",BikePoints_290,1279795140000,,003496
false,false,true,"Claverton Street, Pimlico",BikePoints_291,1279800420000,,001135
false,false,true,"Kensington Olympia Station, Olympia",BikePoints_293,1279800780000,,001214
false,false,true,"St. George's Square, Pimlico",BikePoints_294,1279800900000,,001195
false,false,true,"Swan Street, The Borough",BikePoints_295,1279801080000,,001216
false,false,true,"Knaresborough Place, Earl's Court",BikePoints_296,1377258960000,,200069
false,false,true,"Geraldine Street, Elephant & Castle",BikePoints_297,1279801560000,,003498
false,false,true,"Curlew Street, Shad Thames",BikePoints_298,1279805640000,,001213
false,false,true,"Vincent Square, Westminster",BikePoints_299,1279808160000,,001196
false,false,true,"Serpentine Car Park, Hyde Park",BikePoints_300,1279808700000,,001217
false,false,true,"Marylebone Lane, Marylebone",BikePoints_301,1279809000000,,001152
false,false,true,"Putney Pier, Wandsworth",BikePoints_302,1279812360000,,003492
false,false,true,"Albert Gate, Hyde Park",BikePoints_303,1279812720000,,001132
false,false,true,"Rathbone Street, Fitzrovia",BikePoints_306,1279816260000,,003497
false,false,true,"Black Lion Gate, Kensington Gardens",BikePoints_307,1279816500000,,001157
false,false,true,"Long Lane , Bermondsey",BikePoints_308,1279816740000,,001189
false,false,true,"Embankment (Savoy), Strand",BikePoints_309,1279875060000,,001192
false,false,true,"Black Prince Road, Vauxhall",BikePoints_310,1279879560000,,001205
false,false,true,"Foley Street, Fitzrovia",BikePoints_311,1279880100000,,003494
false,false,true,"Grove End Road, St. John's Wood",BikePoints_312,1279880340000,,001130
false,false,true,"Tyers Gate, Bermondsey",BikePoints_314,1279884480000,,003485
false,false,true,"The Tennis Courts, The Regent's Park",BikePoints_315,1279884660000,,001199
false,false,true,"Warwick Row, Westminster",BikePoints_316,1279884840000,1539845760000,000968
false,false,true,"Dickens Square, Borough",BikePoints_317,1279885080000,,001208
false,false,true,"Sackville Street, Mayfair",BikePoints_318,1279885320000,,001197
false,false,true,"Baldwin Street, St. Luke's",BikePoints_319,1279890360000,,003500
false,false,true,"Queen Mother Sports Centre, Victoria",BikePoints_320,1279890840000,,001148
false,false,true,"Bermondsey Street, Bermondsey",BikePoints_321,1279891020000,,002637
false,false,true,"Palissy Street, Shoreditch",BikePoints_322,1279891920000,,003502
false,false,true,"Clifton Street, Shoreditch",BikePoints_323,1279892040000,,003501
false,false,true,"Ontario Street, Elephant & Castle",BikePoints_324,1279894920000,,001200
false,false,true,"St. Martin's Street, West End",BikePoints_325,1279896660000,,001158
false,false,true,"Graham Street, Angel",BikePoints_326,1279896840000,,001131
false,false,true,"New North Road 1, Hoxton",BikePoints_327,1280133420000,,001128
false,false,true,"New North Road 2, Hoxton",BikePoints_328,1280133540000,,002641
false,false,true,"Prince Albert Road, The Regent's Park",BikePoints_329,1280133720000,,002636
false,false,true,"Eastbourne Mews, Paddington",BikePoints_330,1280141280000,,001203
false,false,true,"Bunhill Row, Moorgate",BikePoints_331,1280141460000,,001211
false,false,true,"Palace Gardens Terrace, Notting Hill",BikePoints_333,1280142540000,,002633
false,false,true,"Concert Hall Approach 1, South Bank",BikePoints_334,1280147580000,,002635
false,false,true,"Tavistock Street, Covent Garden",BikePoints_335,1280152560000,,001207
false,false,true,"Concert Hall Approach 2, South Bank",BikePoints_336,1280152800000,,001212
false,false,true,"Pembridge Villas, Notting Hill",BikePoints_337,1280153100000,,002589
false,false,true,"Wellington Street , Strand",BikePoints_338,1280158740000,,001202
false,false,true,"Finlay Street, Fulham",BikePoints_615,1380288900000,,200029
false,false,true,"Aintree Street, Fulham",BikePoints_616,,,200098
false,false,true,"Elysium Place, Fulham",BikePoints_617,1380531540000,,200028
false,false,true,"Eel Brook Common, Walham Green",BikePoints_618,1380546540000,,300003
false,false,true,"Irene Road, Parsons Green",BikePoints_619,1380552360000,,300012
false,false,true,"Surrey Lane, Battersea",BikePoints_620,1380629040000,,300010
false,false,true,"Wandsworth Town Station, Wandsworth",BikePoints_621,1380899280000,,200091
false,false,true,"Lansdowne Road, Ladbroke Grove",BikePoints_622,1380901680000,,200172
false,false,true,"Nantes Close, Wandsworth",BikePoints_623,1381135320000,,200186
false,false,true,"Courland Grove, Wandsworth Road",BikePoints_624,1381224240000,,200173
false,false,true,"Queen's Circus, Battersea Park",BikePoints_625,1381227480000,,200190
false,false,true,"Normand Park, West Kensington",BikePoints_626,1381920300000,,300008
