temporary,locked,removal_date,terminal_name,install_date,place_id,common_name,installed
false,false,,200019,1326791160000,BikePoints_472,"Malmesbury Road, Bow",true
false,false,,022167,1326816540000,BikePoints_473,"Millharbour, Millwall",true
false,false,,200155,1326822960000,BikePoints_474,"Gascoyne Road, Victoria Park",true
false,false,,200004,1326825480000,BikePoints_475,"Lightermans Road, Millwall",true
false,false,,200009,1326962100000,BikePoints_476,"Stebondale Street, Cubitt Town",true
false,false,,200018,1326963780000,BikePoints_477,"Spindrift Avenue, Millwall",true
false,false,,200012,1326965580000,BikePoints_478,"Stepney Green Station, Stepney",true
false,false,,200156,1326966240000,BikePoints_479,"Pott Street, Bethnal Green",true
false,false,,200115,1326975420000,BikePoints_480,"Flamborough Street, Limehouse",true
false,false,,200022,1326996480000,BikePoints_481,"Saunders Ness Road, Cubitt Town",true
false,false,,200052,1326996720000,BikePoints_482,"Exhibition Road Museums 2, South Kensington",true
false,false,,022166,1327088280000,BikePoints_483,"Albert Gardens, Stepney",true
false,false,,022172,1327339740000,BikePoints_484,"Bromley High Street, Bow",true
false,false,,022173,1327255440000,BikePoints_485,"Old Ford Road, Bethnal Green",true
false,false,,022174,1327338660000,BikePoints_486,"Granby Street, Shoreditch",true
false,false,,022175,1327936860000,BikePoints_487,"Canton Street, Poplar",true
false,false,,022176,1327254960000,BikePoints_488,"Reardon Street, Wapping",true
false,false,,200090,,BikePoints_490,"Pennington Street, Wapping",true
false,false,,200249,1327256220000,BikePoints_491,"Queen Mary's, Mile End",true
false,false,,200230,1327256520000,BikePoints_492,"Maplin Street, Mile End",true
false,false,,200233,1327433220000,BikePoints_494,"South Quay East, Canary Wharf",true
false,false,,200252,1327340460000,BikePoints_495,"Bow Church Station, Bow",true
false,false,,200255,1327400820000,BikePoints_496,"Devons Road, Bow",true
false,false,,200242,1327398420000,BikePoints_497,"Merchant Street, Bow",true
false,false,,200251,1327398660000,BikePoints_498,"Bow Road Station, Bow",true
false,false,,200011,1327407960000,BikePoints_499,"Furze Green, Bow",true
false,false,,200148,1327430040000,BikePoints_500,"Ansell House, Stepney",true
false,false,,200073,1327430220000,BikePoints_501,"Cephas Street, Bethnal Green",true
false,false,,200241,1563957840000,BikePoints_502,"Bonner Gate, Victoria Park",true
false,false,,200250,1327492920000,BikePoints_503,"Cleveland Way, Stepney",true
false,false,,200243,1327937820000,BikePoints_504,"St. John's Park, Cubitt Town",true
false,false,,200038,1327937460000,BikePoints_505,"Ackroyd Drive, Bow",true
false,false,,200036,1327938660000,BikePoints_506,"Bell Lane, Liverpool Street",true
false,false,,200131,1327938420000,BikePoints_507,"Clarkson Street, Bethnal Green",true
false,false,,200157,1327938180000,BikePoints_508,"Fournier Street, Whitechapel",true
false,false,,200253,1327938120000,BikePoints_509,"Fore Street, Guildhall",true
false,false,,200238,,BikePoints_510,"Westferry DLR, Limehouse",true
false,false,,200256,1327937940000,BikePoints_511,"Sutton Street, Shadwell",true
false,false,,200083,1328112600000,BikePoints_512,"Pritchard's Road, Bethnal Green",true
false,false,,200162,,BikePoints_513,"Watney Market, Stepney",true
false,false,,200008,1328201520000,BikePoints_514,"Portman Square, Marylebone",true
false,false,,200080,,BikePoints_515,"Russell Gardens, Olympia",true
false,false,,200089,1328202420000,BikePoints_516,"Chrisp Street Market, Poplar",true
false,false,,200027,1326790860000,BikePoints_517,"Ford Road, Old Ford",true
false,false,,200041,,BikePoints_518,"Antill Road, Mile End",true
false,false,,200254,,BikePoints_519,"Teviot Street, Poplar",true
false,false,,200234,,BikePoints_520,"Bancroft Road, Bethnal Green",true
false,false,,200030,,BikePoints_521,"Driffield Road, Old Ford",true
false,false,,300213,1448529660000,BikePoints_783,"Monier Road, Hackney Wick",true
false,false,,300200,1452789240000,BikePoints_784,"East Village, Queen Elizabeth Olympic Park",true
false,false,,300233,1451908440000,BikePoints_785,"Aquatic Centre, Queen Elizabeth Olympic Park",true
false,false,,300227,1451900700000,BikePoints_787,"Timber Lodge, Queen Elizabeth Olympic Park",true
false,false,,300226,1451906880000,BikePoints_788,"Copper Box Arena, Queen Elizabeth Olympic Park",true
false,false,,300021,1452507000000,BikePoints_789,"Podium, Queen Elizabeth Olympic Park",true
false,false,,300234,1452687420000,BikePoints_790,"Stratford Station, Stratford",true
false,false,,300214,1454926380000,BikePoints_792,"Blackfriars Road, Southwark",true
false,false,,300205,1459424760000,BikePoints_793,"Cromer Street, Bloomsbury",true
false,false,,300204,1456404240000,BikePoints_794,"Victoria Rise, Clapham Common",true
false,false,,300203,1456744740000,BikePoints_795,"Euston Square Gardens, Euston",true
false,false,,300201,1456746420000,BikePoints_796,"Coram Street, Bloomsbury",true
false,false,,300212,1464787980000,BikePoints_798,"Birkenhead Street, King's Cross",true
false,false,,300202,1464876480000,BikePoints_799,"Kings Gate House, Westminster",true
false,false,,300248,1457107140000,BikePoints_800,"Sopwith Way, Battersea Park",true
false,false,,300208,1458824640000,BikePoints_801,"Lavington Street, Bankside",true
false,false,,300209,1464865500000,BikePoints_802,"Albert Square, Stockwell",true
false,false,,300238,1464787860000,BikePoints_803,"Southwark Street, Bankside",true
false,false,,300243,1459410960000,BikePoints_804,"Good's Way, King's Cross",true
false,false,,300244,1467626400000,BikePoints_805,"The Metropolitan, Portobello",true
false,false,,300241,1472723460000,BikePoints_806,"Handyside Street, King's Cross",true
false,false,,300236,1466715600000,BikePoints_807,"Bevington Road West, North Kensington",true
false,false,,300207,1461753540000,BikePoints_808,"Gauden Road, Clapham",true
false,false,,300240,1467640800000,BikePoints_809,"Lincoln's Inn Fields, Holborn",true
false,false,,300237,1464943200000,BikePoints_810,"Tate Modern, Bankside",true
false,false,,300228,1469538960000,BikePoints_811,"Westferry Circus, Canary Wharf",true
false,false,,300217,1469005200000,BikePoints_812,"Here East North, Queen Elizabeth Olympic Park",true
false,false,,300224,1467627120000,BikePoints_813,"New Spring Gardens Walk, Vauxhall",true
false,false,,300245,1464870060000,BikePoints_814,"Clapham Road, Lingham Street, Stockwell",true
false,false,,300231,1462357680000,BikePoints_815,"Lambeth Palace Road, Waterloo",true
false,false,,300219,1489065360000,BikePoints_816,"Here East South, Queen Elizabeth Olympic Park",true
false,false,,300232,1464949140000,BikePoints_817,"Riverlight South, Nine Elms",true
false,false,,300249,1563958740000,BikePoints_818,"Westminster Pier, Westminster",true
false,false,,300246,1476360120000,BikePoints_819,"Belvedere Road 2, South Bank",true
false,false,,300239,1481807940000,BikePoints_820,"Victory Place, Walworth",true
false,false,,300221,1487335920000,BikePoints_821,"Battersea Power Station, Battersea Park",true
false,false,,300242,1500554880000,BikePoints_826,"Allington Street, Victoria",true
false,false,,300247,1517788800000,BikePoints_827,"Cranmer Road, Stockwell",true
false,false,,300225,1517788800000,BikePoints_828,"Normandy Road, Stockwell",true
false,false,,300230,1517443200000,BikePoints_829,"Wynne Road, Stockwell",true
false,false,,300229,1517961600000,BikePoints_830,"Sidney Road, Stockwell",true
false,false,,300215,1517961600000,BikePoints_831,"St John's Crescent, Brixton",true
false,false,,200240,1517961600000,BikePoints_832,"Ferndale Road, Brixton",true
false,false,,300206,1517875200000,BikePoints_833,"Saltoun Road, Brixton",true
false,false,,300216,1529449200000,BikePoints_834,"Gas Holders, Battersea Park",true
false,false,,300220,,BikePoints_835,"Farringdon Street, Holborn",true
false,false,,300235,,BikePoints_836,"York Way, Kings Cross",true
false,false,,300222,1539254700000,BikePoints_838,"Fore Street Avenue, Guildhall",true
false,false,,200144,1544611140000,BikePoints_839,"Sea Containers, South Bank",true
false,false,,002679,1599752640000,BikePoints_840,"George Row, Bermondsey",true
false,false,,002667,,BikePoints_841,"Tower Wharf, Bermondsey",true
false,false,,300250,1600856400000,BikePoints_842,"Temple Gardens, Temple",true
false,false,,300252,1608298140000,BikePoints_844,"Canada Water Station, Rotherhithe",true
false,false,,300253,1608303660000,BikePoints_845,"Bermondsey Station, Bermondsey",true
false,false,,001057,1279290180000,BikePoints_170,"Hardwick Street, Clerkenwell",true
false,false,,003459,1279291200000,BikePoints_171,"Collingham Gardens, Earl's Court",true
false,false,,001124,1279291500000,BikePoints_172,"Sumner Place, South Kensington",true
false,false,,001176,1279292700000,BikePoints_173,"Waterloo Road, South Bank",true
false,false,,001100,1279295940000,BikePoints_174,"Strand, Strand",true
false,false,,000997,1529674980000,BikePoints_175,"Worship Street, Shoreditch",true
false,false,,001173,1279297560000,BikePoints_176,"Gloucester Terrace, Bayswater",true
false,false,,001122,1279297740000,BikePoints_177,"Ashley Place, Victoria",true
false,false,,003460,1279297920000,BikePoints_178,"Warwick Square, Pimlico",true
false,false,,001126,1279298220000,BikePoints_180,"North Audley Street, Mayfair",true
false,false,,003473,1279298460000,BikePoints_181,"Belgrave Square, Belgravia",true
false,false,,001166,1279363140000,BikePoints_182,"Bell Street , Marylebone",true
false,false,,001165,1279364160000,BikePoints_183,"Riverlight North, Nine Elms",true
false,false,,001164,1279364280000,BikePoints_184,"Portland Place, Marylebone",true
false,false,,001174,1279365360000,BikePoints_185,"Alderney Street, Pimlico",true
false,false,,001167,1279365480000,BikePoints_186,"South Wharf Road, Paddington",true
false,false,,001172,1279365720000,BikePoints_187,"Queen's Gate (South), South Kensington",true
false,false,,001112,1279376760000,BikePoints_188,"Nutford Place, Marylebone",true
false,false,,001104,1279377180000,BikePoints_189,"Claremont Square, Angel",true
false,false,,001106,1279381080000,BikePoints_190,"Rampayne Street, Pimlico",true
false,false,,001075,1279383120000,BikePoints_191,"Hyde Park Corner, Hyde Park",true
false,false,,001163,1279383300000,BikePoints_192,"Wardour Street, Soho",true
false,false,,000963,1279392479356,BikePoints_193,"Bankside Mix, Bankside",true
false,false,,000960,1279392479395,BikePoints_194,"Hop Exchange, The Borough",true
false,false,,000959,1279392479432,BikePoints_195,"Milroy Walk, South Bank",true
false,false,,000961,1279392479471,BikePoints_196,"Union Street, The Borough",true
false,false,,000962,1279392479520,BikePoints_197,"Stamford Street, South Bank",true
false,false,,001080,1279441800000,BikePoints_199,"Great Tower Street, Monument",true
false,false,,001105,1279441920000,BikePoints_200,"LMU Commercial Road, Whitechapel",true
false,false,,001162,1279444080000,BikePoints_201,"Dorset Square, Marylebone",true
false,false,,001102,1279444320000,BikePoints_202,"Leman Street, Aldgate",true
false,false,,001040,1279445580000,BikePoints_203,"West Smithfield Rotunda, Farringdon",true
false,false,,003468,1279466640000,BikePoints_204,"Margery Street, Clerkenwell",true
false,false,,001171,1279471380000,BikePoints_206,"New Road 1 , Whitechapel",true
false,false,,001169,1279558140000,BikePoints_207,"Grosvenor Crescent, Belgravia",true
false,false,,001175,1279472580000,BikePoints_208,"Mallory Street, Marylebone",true
false,false,,003454,1279529160000,BikePoints_209,"Denyer Street, Knightsbridge",true
false,false,,003476,1279535160000,BikePoints_210,"Hinde Street, Marylebone",true
false,false,,003469,1279535820000,BikePoints_211,"Cadogan Place, Knightsbridge",true
false,false,,003487,1279536840000,BikePoints_212,"Campden Hill Road, Notting Hill",true
false,false,,001109,1279537020000,BikePoints_213,"Wellington Arch, Hyde Park",true
false,false,,001079,1279537200000,BikePoints_214,"Endsleigh Gardens, Euston",true
false,false,,001092,1279537380000,BikePoints_215,"Moorfields, Moorgate",true
false,false,,003479,1279537920000,BikePoints_216,"Old Brompton Road, South Kensington",true
false,false,,002587,1279538040000,BikePoints_217,"Wormwood Street, Liverpool Street",true
false,false,,003486,1279543740000,BikePoints_218,"St. Luke's Church, Chelsea",true
false,false,,001183,1279545900000,BikePoints_219,"Bramham Gardens, Earl's Court",true
false,false,,001179,1279546320000,BikePoints_220,"Chelsea Green, Chelsea",true
false,false,,001170,1279552200000,BikePoints_221,"Horseferry Road, Westminster",true
false,false,,001101,1279614120000,BikePoints_222,"Knightsbridge, Hyde Park",true
false,false,,003481,1279614420000,BikePoints_223,"Rodney Road , Walworth",true
false,false,,001150,1279615020000,BikePoints_224,"Queensway, Kensington Gardens",true
false,false,,001182,1279616280000,BikePoints_225,"Notting Hill Gate Station, Notting Hill",true
false,false,,003488,1279616520000,BikePoints_226,"Charles II Street, West End",true
false,false,,003470,1279616700000,BikePoints_227,"Great Percy Street, Clerkenwell",true
false,false,,001067,1279616880000,BikePoints_228,"St. James's Square, St. James's",true
false,false,,001151,1279617780000,BikePoints_229,"Whitehall Place, Strand",true
false,false,,001144,1279618020000,BikePoints_230,"Poured Lines, Bankside",true
false,false,,001089,1279622820000,BikePoints_231,"Queen's Gate (Central), South Kensington",true
false,false,,001139,1279623240000,BikePoints_232,"Carey Street, Holborn",true
false,false,,001153,1279624260000,BikePoints_233,"Pall Mall East, West End",true
false,false,,001081,1279624680000,BikePoints_234,"Liverpool Road (N1 Centre), Angel",true
false,false,,001154,1279625640000,BikePoints_235,"Kennington Road  , Vauxhall",true
false,false,,003483,1279625940000,BikePoints_236,"Fashion Street, Whitechapel",true
false,false,,003467,1279799040000,BikePoints_237,"Dock Street, Wapping",true
false,false,,001099,1279627920000,BikePoints_238,"Frampton Street, Paddington",true
false,false,,001090,1279628160000,BikePoints_239,"Warren Street Station, Euston",true
false,false,,003482,1279628640000,BikePoints_242,"Beaumont Street, Marylebone",true
false,false,,001103,1279628940000,BikePoints_243,"Gloucester Street, Pimlico",true
false,false,,001145,1279629240000,BikePoints_244,"Earnshaw Street , Covent Garden",true
false,false,,001140,1279629660000,BikePoints_245,"Grosvenor Road, Pimlico",true
false,false,,001159,1279639740000,BikePoints_246,"Berry Street, Clerkenwell",true
false,false,,001091,1279639920000,BikePoints_247,"St. John's Wood Church, The Regent's Park",true
false,false,,001088,1279640160000,BikePoints_248,"Triangle Car Park, Hyde Park",true
false,false,,001137,1279640400000,BikePoints_249,"Harper Road, The Borough",true
false,false,,003440,1279641000000,BikePoints_250,"Royal Avenue 1, Chelsea",true
false,false,,001161,1279700160000,BikePoints_251,"Brushfield Street, Liverpool Street",true
false,false,,001111,1279700640000,BikePoints_252,"Jubilee Gardens, South Bank",true
false,false,,001051,1279700820000,BikePoints_253,"Shoreditch Park, Hoxton",true
false,false,,003471,1279700940000,BikePoints_254,"Chadwell Street, Angel",true
false,false,,200161,,BikePoints_522,"Clinton Road, Mile End",true
false,false,,200160,,BikePoints_523,"Langdon Park, Poplar",true
false,false,,200017,1328515080000,BikePoints_524,"Lancaster Gate , Bayswater",true
false,false,,200153,1643301180000,BikePoints_525,"Blythe Road, Olympia",true
false,false,,200143,,BikePoints_526,"Lancaster Drive, Blackwall",true
false,false,,200154,1328777280000,BikePoints_527,"Hansard Mews, Holland Park",true
false,false,,200088,1328777880000,BikePoints_528,"Clarges Street, Mayfair",true
false,false,,200010,,BikePoints_529,"Manresa Road, Chelsea",true
false,false,,200146,,BikePoints_530,"Newby Place, Poplar",true
false,false,,200167,1328778840000,BikePoints_531,"Twig Folly Bridge, Mile End",true
false,false,,200163,1328886360000,BikePoints_532,"Jubilee Plaza, Canary Wharf",true
false,false,,200165,,BikePoints_533,"Wellington Row, Bethnal Green",true
false,false,,200159,,BikePoints_534,"Goldsmith's Row, Haggerston",true
false,false,,200145,,BikePoints_535,"Gloucester Avenue, Camden Town",true
false,false,,200024,,BikePoints_536,"Queensbridge Road, Haggerston",true
false,false,,200239,1330352880000,BikePoints_537,"Old Montague Street, Whitechapel",true
false,false,,200050,,BikePoints_538,"Naval Row, Blackwall",true
false,false,,200151,,BikePoints_539,"Hoxton Station, Hoxton",true
false,false,,200134,,BikePoints_540,"Albany Street, The Regent's Park",true
false,false,,200096,,BikePoints_541,"Green Park Station, Mayfair",true
false,false,,200147,,BikePoints_542,"Salmon Lane, Limehouse",true
false,false,,200065,,BikePoints_543,"Lansdowne Walk, Ladbroke Grove",true
false,false,,200051,,BikePoints_544,"Percival Street, Finsbury",true
false,false,,200070,,BikePoints_545,"Arlington Road, Camden Town",true
false,false,,200044,,BikePoints_546,"New Fetter Lane, Holborn",true
false,false,,200127,,BikePoints_547,"East India DLR, Blackwall",true
false,false,,200076,,BikePoints_548,"Westminster Bridge Road, Elephant & Castle",true
false,false,,200132,,BikePoints_549,"Gaywood  Street, Elephant & Castle",true
false,false,,200102,,BikePoints_550,"Harford Street, Mile End",true
false,false,,200066,1330071720000,BikePoints_551,"Import Dock, Canary Wharf",true
false,false,,200149,,BikePoints_552,"Watney Street, Shadwell",true
false,false,,200064,,BikePoints_553,"Regent's Row , Haggerston",true
false,false,,200078,,BikePoints_554,"Aberfeldy Street, Poplar",true
false,false,,200138,,BikePoints_556,"Heron Quays DLR, Canary Wharf",true
false,false,,200203,,BikePoints_557,"King Edward Street, St Pauls",true
false,false,,200048,1399635120000,BikePoints_558,"Page Street, Westminster",true
false,false,,200111,,BikePoints_559,"Abbotsbury Road, Holland Park",true
false,false,,200015,,BikePoints_560,"Ladbroke Grove Central, Ladbroke Grove",true
false,false,,200037,1330503540000,BikePoints_561,"Rectory Square, Stepney",true
false,false,,200074,1330503420000,BikePoints_562,"Bury Place, Holborn",true
false,false,,200232,,BikePoints_563,"Preston's Road, Cubitt Town",true
false,false,,200068,,BikePoints_564,"Somerset House, Strand",true
false,false,,200135,,BikePoints_565,"Selby Street, Whitechapel",true
false,false,,200141,1330937940000,BikePoints_566,"Westfield Ariel Way, White City",true
false,false,,200110,,BikePoints_568,"Bishop's Bridge Road West, Bayswater",true
false,false,,200248,,BikePoints_569,"Pitfield Street Central, Hoxton",true
false,false,,200099,1330773180000,BikePoints_570,"Upper Bank Street, Canary Wharf",true
false,false,,200061,1330620180000,BikePoints_571,"Westfield Southern Terrace ,Shepherd's Bush",true
false,false,,200026,,BikePoints_572,"Greenland Road, Camden Town",true
false,false,,200001,1331796060000,BikePoints_573,"Limerston Street, West Chelsea",true
false,false,,200246,1333618560000,BikePoints_574,"Eagle Wharf Road, Hoxton",true
false,false,,200109,,BikePoints_576,"Alpha Grove, Millwall",true
false,false,,200247,,BikePoints_577,"Globe Town Market, Bethnal Green",true
false,false,,200244,1330444680000,BikePoints_578,"Hollybush Gardens, Bethnal Green",true
false,false,,200128,,BikePoints_579,"Queen Street 2, Bank",true
false,false,,200084,1392208500000,BikePoints_580,"Doddington Grove, Kennington",true
false,false,,200005,1331883540000,BikePoints_581,"New Cavendish Street, Marylebone",true
false,false,,200231,,BikePoints_583,"Abingdon Green, Westminster",true
false,false,,200086,,BikePoints_584,"Ilchester Gardens, Bayswater",true
false,false,,200092,1331797200000,BikePoints_586,"Mudchute DLR, Cubitt Town",true
false,false,,200101,1332406320000,BikePoints_587,"Monument Street, Monument",true
false,false,,200071,1330937820000,BikePoints_588,"Hoxton Street, Hoxton",true
false,false,,200060,,BikePoints_589,"Drayton Gardens, West Chelsea",true
false,false,,200236,,BikePoints_590,"Greenberry Street, St.John's Wood",true
false,false,,200108,,BikePoints_592,"Bishop's Bridge Road East, Bayswater",true
false,false,,200058,,BikePoints_593,"Northdown Street, King's Cross",true
false,false,,200226,1331710680000,BikePoints_594,"Kingsway Southbound, Strand",true
false,false,,200142,,BikePoints_595,"Hammersmith Road, Hammersmith",true
false,false,,200237,,BikePoints_596,"Parson's Green , Parson's Green",true
false,false,,200229,,BikePoints_597,"Fulham Park Road, Fulham",true
false,false,,200166,1501544700000,BikePoints_598,"Southerton Road, Hammersmith",true
false,false,,200235,,BikePoints_599,"Manbre Road, Hammersmith",true
false,false,,200133,,BikePoints_600,"South Lambeth Road, Vauxhall",true
false,false,,200136,,BikePoints_601,"BBC White City, White City",true
false,false,,200211,,BikePoints_602,"Union Grove, Wandsworth Road",true
false,false,,200137,,BikePoints_603,"Caldwell Street, Stockwell",true
false,false,,200195,,BikePoints_604,"St Martins Close, Camden Town",true
false,false,,200198,,BikePoints_605,"Seymour Place, Marylebone",true
false,false,,200218,,BikePoints_606,"Addison Road, Holland Park",true
false,false,,200125,,BikePoints_607,"Putney Bridge Station, Fulham",true
false,false,,200224,,BikePoints_608,"Colet Gardens, Hammersmith",true
false,false,,200208,1380109980000,BikePoints_609,"Sugden Road, Clapham",true
false,false,,200222,1380113460000,BikePoints_610,"Danvers Street, West Chelsea",true
false,false,,200067,1380203940000,BikePoints_611,"Princedale Road , Holland Park",true
false,false,,200175,1380294600000,BikePoints_612,"Wandsworth Rd, Isley Court, Wandsworth Road",true
false,false,,200214,1380211860000,BikePoints_613,"Woodstock Grove, Shepherd's Bush",true
false,false,,200025,1380795000000,BikePoints_614,"London Fields, Hackney Central",true
false,false,,001147,1279702560000,BikePoints_255,"Clifton Road, Maida Vale",true
false,false,,003484,1279708020000,BikePoints_256,"Houghton Street, Strand",true
false,false,,001194,1279708140000,BikePoints_257,"Westminster University, Marylebone",true
false,false,,001193,1279708380000,BikePoints_258,"Kensington Gore, Knightsbridge",true
false,false,,001180,1279709100000,BikePoints_259,"Bourne Street, Belgravia",true
false,false,,003489,1279711020000,BikePoints_260,"Broadwick Street, Soho",true
false,false,,003491,1279711200000,BikePoints_261,"Princes Square, Bayswater",true
false,false,,001095,1279711620000,BikePoints_262,"LSBU (Borough Road), Elephant & Castle",true
false,false,,001184,1279712160000,BikePoints_263,"St. Mary Axe, Aldgate",true
false,false,,001146,1279712520000,BikePoints_264,"Tysoe Street, Clerkenwell",true
false,false,,003490,1279714320000,BikePoints_265,"Southwick Street, Paddington",true
false,false,,001204,1279714560000,BikePoints_266,"Queen's Gate (North), Kensington",true
false,false,,001155,1279714740000,BikePoints_267,"Regency Street, Westminster",true
false,false,,001087,1279714920000,BikePoints_268,"Belgrave Road, Victoria",true
false,false,,001209,1279715100000,BikePoints_269,"Empire Square, The Borough",true
false,false,,001190,1279720380000,BikePoints_270,"Kennington Lane Rail Bridge, Vauxhall",true
false,false,,001136,1279720920000,BikePoints_271,"London Zoo,  The Regent's Park",true
false,false,,001133,1279721220000,BikePoints_272,"Baylis Road, Waterloo",true
false,false,,001186,1279721400000,BikePoints_273,"Belvedere Road 1, South Bank",true
false,false,,001134,1279721580000,BikePoints_274,"Warwick Road, Olympia",true
false,false,,001191,1279721880000,BikePoints_275,"Barbican Centre, Barbican",true
false,false,,001098,1279723200000,BikePoints_276,"Lower Thames Street, Monument",true
false,false,,001143,1279723320000,BikePoints_277,"Kensington Church Street, Kensington",true
false,false,,001142,1279723500000,BikePoints_278,"Tooley Street, Bermondsey",true
false,false,,001108,1279723740000,BikePoints_279,"North Wharf Road, Paddington",true
false,false,,003462,1279726440000,BikePoints_280,"Royal Avenue 2, Chelsea",true
false,false,,003480,1279726620000,BikePoints_281,"Smith Square, Westminster",true
false,false,,001077,1279726980000,BikePoints_282,"Royal London Hospital, Whitechapel",true
false,false,,001141,1279727220000,BikePoints_283,"Kingsway, Covent Garden",true
false,false,,001117,1279727580000,BikePoints_284,"Lambeth North Station, Waterloo",true
false,false,,001187,1279727880000,BikePoints_286,"St. John's Wood Road, St. John's Wood",true
false,false,,001156,1279728060000,BikePoints_287,"Bedford Way, Bloomsbury",true
false,false,,001138,1279793820000,BikePoints_288,"Elizabeth Bridge, Victoria",true
false,false,,003493,1279794060000,BikePoints_289,"South Audley Street, Mayfair",true
false,false,,003496,1279795140000,BikePoints_290,"St Mary's Hospital, Paddington",true
false,false,,001135,1279800420000,BikePoints_291,"Claverton Street, Pimlico",true
false,false,,001206,1279800600000,BikePoints_292,"Montpelier Street, Knightsbridge",true
false,false,,001214,1279800780000,BikePoints_293,"Kensington Olympia Station, Olympia",true
false,false,,001216,1279801080000,BikePoints_295,"Swan Street, The Borough",true
false,false,,200069,1377258960000,BikePoints_296,"Knaresborough Place, Earl's Court",true
false,false,,003498,1279801560000,BikePoints_297,"Geraldine Street, Elephant & Castle",true
false,false,,001213,1279805640000,BikePoints_298,"Curlew Street, Shad Thames",true
false,false,,001196,1279808160000,BikePoints_299,"Vincent Square, Westminster",true
false,false,,001217,1279808700000,BikePoints_300,"Serpentine Car Park, Hyde Park",true
false,false,,001152,1279809000000,BikePoints_301,"Marylebone Lane, Marylebone",true
false,false,,003492,1279812360000,BikePoints_302,"Putney Pier, Wandsworth",true
false,false,,001132,1279812720000,BikePoints_303,"Albert Gate, Hyde Park",true
false,false,,003497,1279816260000,BikePoints_306,"Rathbone Street, Fitzrovia",true
false,false,,001157,1279816500000,BikePoints_307,"Black Lion Gate, Kensington Gardens",true
false,false,,001189,1279816740000,BikePoints_308,"Long Lane , Bermondsey",true
false,false,,001192,1279875060000,BikePoints_309,"Embankment (Savoy), Strand",true
false,false,,001205,1279879560000,BikePoints_310,"Black Prince Road, Vauxhall",true
false,false,,003494,1279880100000,BikePoints_311,"Foley Street, Fitzrovia",true
false,false,,001130,1279880340000,BikePoints_312,"Grove End Road, St. John's Wood",true
false,false,,003495,1279880520000,BikePoints_313,"Wells Street, Fitzrovia",true
false,false,,003485,1279884480000,BikePoints_314,"Tyers Gate, Bermondsey",true
false,false,,001199,1279884660000,BikePoints_315,"The Tennis Courts, The Regent's Park",true
false,false,1539845760000,000968,1279884840000,BikePoints_316,"Warwick Row, Westminster",true
false,false,,001208,1279885080000,BikePoints_317,"Dickens Square, Borough",true
false,false,,001197,1279885320000,BikePoints_318,"Sackville Street, Mayfair",true
false,false,,003500,1279890360000,BikePoints_319,"Baldwin Street, St. Luke's",true
false,false,,001148,1279890840000,BikePoints_320,"Queen Mother Sports Centre, Victoria",true
false,false,,002637,1279891020000,BikePoints_321,"Bermondsey Street, Bermondsey",true
false,false,,003502,1279891920000,BikePoints_322,"Palissy Street, Shoreditch",true
false,false,,003501,1279892040000,BikePoints_323,"Clifton Street, Shoreditch",true
false,false,,001200,1279894920000,BikePoints_324,"Ontario Street, Elephant & Castle",true
false,false,,001158,1279896660000,BikePoints_325,"St. Martin's Street, West End",true
false,false,,001131,1279896840000,BikePoints_326,"Graham Street, Angel",true
false,false,,001128,1280133420000,BikePoints_327,"New North Road 1, Hoxton",true
false,false,,002641,1280133540000,BikePoints_328,"New North Road 2, Hoxton",true
false,false,,002636,1280133720000,BikePoints_329,"Prince Albert Road, The Regent's Park",true
false,false,,001203,1280141280000,BikePoints_330,"Eastbourne Mews, Paddington",true
false,false,,001211,1280141460000,BikePoints_331,"Bunhill Row, Moorgate",true
false,false,,001210,1280142360000,BikePoints_332,"Nevern Place, Earl's Court",true
false,false,,002633,1280142540000,BikePoints_333,"Palace Gardens Terrace, Notting Hill",true
false,false,,002635,1280147580000,BikePoints_334,"Concert Hall Approach 1, South Bank",true
false,false,,001207,1280152560000,BikePoints_335,"Tavistock Street, Covent Garden",true
false,false,,001212,1280152800000,BikePoints_336,"Concert Hall Approach 2, South Bank",true
false,false,,002589,1280153100000,BikePoints_337,"Pembridge Villas, Notting Hill",true
false,false,,200029,1380288900000,BikePoints_615,"Finlay Street, Fulham",true
false,false,,200098,,BikePoints_616,"Aintree Street, Fulham",true
false,false,,200028,1380531540000,BikePoints_617,"Elysium Place, Fulham",true
false,false,,300003,1380546540000,BikePoints_618,"Eel Brook Common, Walham Green",true
false,false,,300012,1380552360000,BikePoints_619,"Irene Road, Parsons Green",true
false,false,,300010,1380629040000,BikePoints_620,"Surrey Lane, Battersea",true
false,false,,200091,1380899280000,BikePoints_621,"Wandsworth Town Station, Wandsworth",true
false,false,,200172,1380901680000,BikePoints_622,"Lansdowne Road, Ladbroke Grove",true
false,false,,200186,1381135320000,BikePoints_623,"Nantes Close, Wandsworth",true
false,false,,200173,1381224240000,BikePoints_624,"Courland Grove, Wandsworth Road",true
false,false,,200190,1381227480000,BikePoints_625,"Queen's Circus, Battersea Park",true
false,false,,300008,1381920300000,BikePoints_626,"Normand Park, West Kensington",true
false,false,,200007,1381931400000,BikePoints_627,"Holden Street, Battersea",true
false,false,,200062,1381414980000,BikePoints_628,"William Morris Way, Sands End",true
false,false,,200187,1381479480000,BikePoints_629,"Morie Street, Wandsworth",true
false,false,,200194,1381487100000,BikePoints_630,"Clarence Walk, Stockwell",true
