temporary,terminal_name,common_name,locked,place_id,install_date,installed,removal_date
false,002693,"Shouldham Street, Marylebone",false,BikePoints_396,1299075120000,true,
false,001227,"Devonshire Terrace, Bayswater",false,BikePoints_397,1299075900000,true,
false,010631,"Holland Park, Kensington",false,BikePoints_398,1299076440000,true,
false,002687,"Brick Lane Market, Shoreditch",false,BikePoints_399,1299582900000,true,
false,001225,"George Street, Marylebone",false,BikePoints_400,1299583260000,true,
false,002701,"Columbia Road, Shoreditch",false,BikePoints_401,1299592500000,true,
false,010625,"Penfold Street, Marylebone",false,BikePoints_402,1299592860000,true,
false,010630,"George Place Mews, Marylebone",false,BikePoints_403,1299593640000,true,
false,001110,"Palace Gate, Kensington Gardens",false,BikePoints_404,1299669180000,true,
false,001107,"Gloucester Road Station, South Kensington",false,BikePoints_405,1299669300000,true,
false,001129,"Sun Street, Liverpool Street",false,BikePoints_408,,true,
false,010624,"Strata, Elephant & Castle",false,BikePoints_409,,true,
false,001058,"Edgware Road Station, Marylebone",false,BikePoints_410,,true,
false,010629,"Rotherhithe Roundabout, Rotherhithe",false,BikePoints_411,,true,
false,010628,"Cleaver Street, Kennington",false,BikePoints_412,1302006180000,true,
false,022160,"Chelsea Bridge, Pimlico",false,BikePoints_419,1308735300000,true,
false,022162,"Southwark Station 1, Southwark",false,BikePoints_420,1309258380000,true,
false,022163,"Southwark Station 2, Southwark",false,BikePoints_421,1309258440000,true,
false,022164,"Eaton Square (South), Belgravia",false,BikePoints_423,1309860240000,true,
false,022159,"Ebury Bridge, Pimlico",false,BikePoints_424,1324551120000,true,
false,022161,"Vincent Street, Pimlico",false,BikePoints_426,1310463720000,true,
false,022180,"Cheapside, Bank",false,BikePoints_427,1310725680000,true,
false,022179,"Exhibition Road, Knightsbridge",false,BikePoints_428,1318496100000,true,
false,022182,"South Parade, Chelsea",false,BikePoints_430,1324549980000,true,
false,022183,"Crinan Street, King's Cross",false,BikePoints_431,1323355020000,true,
false,022158,"Exhibition Road Museums 1, South Kensington",false,BikePoints_432,1319448720000,true,
false,200121,"Shoreditch Court, Haggerston",false,BikePoints_698,1384254300000,true,
false,200057,"Belford House, Haggerston",false,BikePoints_699,1384256040000,true,
false,200201,"Battersea Church Road, Battersea",false,BikePoints_700,1384343280000,true,
false,200077,"Vicarage Crescent, Battersea",false,BikePoints_701,1384345080000,true,
false,200213,"Durant Street, Bethnal Green",false,BikePoints_702,1384345860000,true,
false,200094,"St. Bride Street, Holborn",false,BikePoints_703,1384357800000,true,
false,200063,"Mexfield Road, East Putney",false,BikePoints_704,1384443480000,true,
true,300042,"Upper Richmond Road, Putney",false,BikePoints_705,1384453020000,true,1539845700000
false,200193,"Snowsfields, London Bridge",false,BikePoints_706,1384420920000,true,
false,200197,"Barons Court Station, West Kensington",false,BikePoints_707,1384435680000,true,
false,200217,"Disraeli Road, Putney",false,BikePoints_708,1384530180000,true,
false,200205,"Montserrat Road , Putney",false,BikePoints_709,1384510140000,true,
false,300045,"Albert Bridge Road, Battersea Park",false,BikePoints_710,1384520580000,true,
false,300028,"Everington Street, Fulham",false,BikePoints_711,1384791540000,true,
false,300056,"Mile End Stadium, Mile End",false,BikePoints_712,1384797120000,true,
false,200122,"Hawley Crescent, Camden Town",false,BikePoints_713,1384774620000,true,
false,300055,"Stewart's Road, Wandsworth Road",false,BikePoints_714,1384865400000,true,
false,300049,"Aylward Street, Stepney",false,BikePoints_715,1384868460000,true,
false,300048,"Stainsby Road , Poplar",false,BikePoints_716,1384873500000,true,
false,300024,"Dunston Road , Haggerston",false,BikePoints_717,1384952400000,true,
false,300040,"Ada Street, Hackney Central",false,BikePoints_718,1384962840000,true,
false,300011,"Victoria Park Road, Hackney Central",false,BikePoints_719,1384968480000,true,
false,300038,"Star Road, West Kensington",false,BikePoints_720,1385025840000,true,
false,300039,"Wendon Street, Old Ford",false,BikePoints_721,1385028480000,true,
false,300041,"Finnis Street, Bethnal Green",false,BikePoints_722,1385028600000,true,
false,300053,"Stephendale Road, Sands End",false,BikePoints_723,1385035380000,true,
false,300046,"Alma Road, Wandsworth",false,BikePoints_724,1385125380000,true,
false,300050,"Walworth Square, Walworth",false,BikePoints_725,1563352500000,true,
false,300047,"Alfreda Street, Battersea Park",false,BikePoints_726,1385128740000,true,
false,300054,"Chesilton Road, Fulham",false,BikePoints_727,1385132160000,true,
false,300044,"Putney Bridge Road, East Putney",false,BikePoints_728,1385466780000,true,
false,300043,"St. Peter's Terrace, Fulham",false,BikePoints_729,1385391300000,true,
false,300082,"Bridge Avenue, Hammersmith",false,BikePoints_730,1385132580000,true,
false,300095,"Michael Road, Walham Green",false,BikePoints_731,1385394720000,true,
false,300083,"Duke Street Hill, London Bridge",false,BikePoints_732,1385458020000,true,
false,300093,"Park Lane, Mayfair",false,BikePoints_733,1385460840000,true,
false,300094,"Plough Terrace, Clapham Junction",false,BikePoints_734,1385464500000,true,
false,200120,"Grant Road East, Clapham Junction",false,BikePoints_735,1385383080000,true,
false,300088,"Queensdale Road, Shepherd's Bush",false,BikePoints_736,1385472900000,true,
false,300086,"Fulham Broadway, Walham Green",false,BikePoints_737,1385554620000,true,
false,300087,"Imperial Road, Sands End",false,BikePoints_738,1385563380000,true,
false,300091,"Hortensia Road, West Brompton",false,BikePoints_739,1385631000000,true,
false,300084,"Sirdar Road, Avondale",false,BikePoints_740,1385635440000,true,
false,300085,"Freston Road, Avondale",false,BikePoints_741,1385640120000,true,
false,300090,"Blenheim Crescent, Ladbroke Grove",false,BikePoints_742,1385649540000,true,
false,300078,"Oxford Road, Putney",false,BikePoints_743,1385723700000,true,
false,300077,"Ingrave Street, Clapham Junction",false,BikePoints_744,1385729760000,true,
false,300075,"Upcerne Road, West Chelsea",false,BikePoints_745,1385740020000,true,
false,300076,"Lots Road, West Chelsea",false,BikePoints_746,1385985720000,true,
false,300089,"Ormonde Gate, Chelsea",false,BikePoints_747,1385997240000,true,
false,300092,"Hertford Road, De Beauvoir Town",false,BikePoints_748,1386159900000,true,
false,300081,"Haggerston Road, Haggerston",false,BikePoints_749,1386172440000,true,
false,300080,"Culvert Road, Battersea",false,BikePoints_750,1386240360000,true,
false,300074,"Newton Street, Covent Garden",false,BikePoints_751,1386250800000,true,
false,300079,"London Street, Paddington",false,BikePoints_752,1650364320000,true,
false,300067,"Grenfell Road, Avondale",false,BikePoints_754,1389003540000,true,
false,300058,"The Vale, Chelsea",false,BikePoints_755,1389008580000,true,
false,300073,"Prince of Wales Drive, Battersea Park",false,BikePoints_756,1390223040000,true,
false,300069,"Harcourt Terrace, West Brompton",false,BikePoints_757,1389094260000,true,
false,300057,"Westbourne Park Road, Portobello",false,BikePoints_758,1389178020000,true,
false,300072,"Broadley Terrace, Marylebone",false,BikePoints_759,1389627480000,true,
false,300068,"Humbolt Road, Fulham",false,BikePoints_761,1389781800000,true,
false,200202,"Storey's Gate, Westminster",false,BikePoints_762,1392039000000,true,
false,300027,"Mile End Park Leisure Centre, Mile End",false,BikePoints_763,1392043020000,true,
false,200185,"St. John's Road, Clapham Junction",false,BikePoints_764,1392633480000,true,
false,300064,"Ranelagh Gardens, Fulham",false,BikePoints_765,1392986940000,true,
false,200079,"Ram Street, Wandsworth",false,BikePoints_766,1392894840000,true,
false,200177,"Santos Road, Wandsworth",false,BikePoints_767,1393406280000,true,
false,300065,"Clapham Common North Side, Clapham Common",false,BikePoints_768,1393494060000,true,
false,300001,"Sandilands Road, Walham Green",false,BikePoints_769,1393939560000,true,
false,300097,"Gwendwr Road, West Kensington",false,BikePoints_770,1394099280000,true,
false,300007,"Rifle Place, Avondale",false,BikePoints_771,1394018400000,true,
false,300015,"Binfield Road, Stockwell",false,BikePoints_772,1396442100000,true,
false,300096,"Tallis Street, Temple",false,BikePoints_773,1396262520000,true,
false,300098,"Hurlingham Park, Parsons Green",false,BikePoints_774,1396265880000,true,
false,300101,"Little Brook Green, Brook Green",false,BikePoints_775,1396270320000,true,
false,300099,"Abyssinia Close, Clapham Junction",false,BikePoints_776,1396273320000,true,
false,300100,"Limburg Road, Clapham Junction",false,BikePoints_777,1406282940000,true,
false,200072,"Houndsditch, Aldgate",false,BikePoints_779,1435313700000,true,
false,300070,"Imperial Wharf Station, Sands End",false,BikePoints_780,1439455200000,true,
false,003477,"Porchester Place, Paddington",false,BikePoints_169,1279289760000,true,
false,001057,"Hardwick Street, Clerkenwell",false,BikePoints_170,1279290180000,true,
false,003459,"Collingham Gardens, Earl's Court",false,BikePoints_171,1279291200000,true,
false,001124,"Sumner Place, South Kensington",false,BikePoints_172,1279291500000,true,
false,001176,"Waterloo Road, South Bank",false,BikePoints_173,1279292700000,true,
false,001100,"Strand, Strand",false,BikePoints_174,1279295940000,true,
false,000997,"Worship Street, Shoreditch",false,BikePoints_175,1529674980000,true,
false,001173,"Gloucester Terrace, Bayswater",false,BikePoints_176,1279297560000,true,
false,001122,"Ashley Place, Victoria",false,BikePoints_177,1279297740000,true,
false,003460,"Warwick Square, Pimlico",false,BikePoints_178,1279297920000,true,
false,001126,"North Audley Street, Mayfair",false,BikePoints_180,1279298220000,true,
false,003473,"Belgrave Square, Belgravia",false,BikePoints_181,1279298460000,true,
false,001166,"Bell Street , Marylebone",false,BikePoints_182,1279363140000,true,
false,001165,"Riverlight North, Nine Elms",false,BikePoints_183,1279364160000,true,
false,001164,"Portland Place, Marylebone",false,BikePoints_184,1279364280000,true,
false,001174,"Alderney Street, Pimlico",false,BikePoints_185,1279365360000,true,
false,001167,"South Wharf Road, Paddington",false,BikePoints_186,1279365480000,true,
false,001172,"Queen's Gate (South), South Kensington",false,BikePoints_187,1279365720000,true,
false,001112,"Nutford Place, Marylebone",false,BikePoints_188,1279376760000,true,
false,001104,"Claremont Square, Angel",false,BikePoints_189,1279377180000,true,
false,001106,"Rampayne Street, Pimlico",false,BikePoints_190,1279381080000,true,
false,001075,"Hyde Park Corner, Hyde Park",false,BikePoints_191,1279383120000,true,
false,001163,"Wardour Street, Soho",false,BikePoints_192,1279383300000,true,
false,000963,"Bankside Mix, Bankside",false,BikePoints_193,1279392479356,true,
false,000960,"Hop Exchange, The Borough",false,BikePoints_194,1279392479395,true,
false,000959,"Milroy Walk, South Bank",false,BikePoints_195,1279392479432,true,
false,000961,"Union Street, The Borough",false,BikePoints_196,1279392479471,true,
false,000962,"Stamford Street, South Bank",false,BikePoints_197,1279392479520,true,
false,001080,"Great Tower Street, Monument",false,BikePoints_199,1279441800000,true,
false,001105,"LMU Commercial Road, Whitechapel",false,BikePoints_200,1279441920000,true,
false,001162,"Dorset Square, Marylebone",false,BikePoints_201,1279444080000,true,
false,001102,"Leman Street, Aldgate",false,BikePoints_202,1279444320000,true,
false,001040,"West Smithfield Rotunda, Farringdon",false,BikePoints_203,1279445580000,true,
false,003468,"Margery Street, Clerkenwell",false,BikePoints_204,1279466640000,true,
false,001171,"New Road 1 , Whitechapel",false,BikePoints_206,1279471380000,true,
false,001169,"Grosvenor Crescent, Belgravia",false,BikePoints_207,1279558140000,true,
false,001175,"Mallory Street, Marylebone",false,BikePoints_208,1279472580000,true,
false,003476,"Hinde Street, Marylebone",false,BikePoints_210,1279535160000,true,
false,003469,"Cadogan Place, Knightsbridge",false,BikePoints_211,1279535820000,true,
false,003487,"Campden Hill Road, Notting Hill",false,BikePoints_212,1279536840000,true,
false,001109,"Wellington Arch, Hyde Park",false,BikePoints_213,1279537020000,true,
false,001079,"Endsleigh Gardens, Euston",false,BikePoints_214,1279537200000,true,
false,001092,"Moorfields, Moorgate",false,BikePoints_215,1279537380000,true,
false,003479,"Old Brompton Road, South Kensington",false,BikePoints_216,1279537920000,true,
false,002587,"Wormwood Street, Liverpool Street",false,BikePoints_217,1279538040000,true,
false,003486,"St. Luke's Church, Chelsea",false,BikePoints_218,1279543740000,true,
false,001183,"Bramham Gardens, Earl's Court",false,BikePoints_219,1279545900000,true,
false,001179,"Chelsea Green, Chelsea",false,BikePoints_220,1279546320000,true,
false,001170,"Horseferry Road, Westminster",false,BikePoints_221,1279552200000,true,
false,001101,"Knightsbridge, Hyde Park",false,BikePoints_222,1279614120000,true,
false,003481,"Rodney Road , Walworth",false,BikePoints_223,1279614420000,true,
false,001150,"Queensway, Kensington Gardens",false,BikePoints_224,1279615020000,true,
false,001182,"Notting Hill Gate Station, Notting Hill",false,BikePoints_225,1279616280000,true,
false,003488,"Charles II Street, West End",false,BikePoints_226,1279616520000,true,
false,003470,"Great Percy Street, Clerkenwell",false,BikePoints_227,1279616700000,true,
false,001067,"St. James's Square, St. James's",false,BikePoints_228,1279616880000,true,
false,001151,"Whitehall Place, Strand",false,BikePoints_229,1279617780000,true,
false,001144,"Poured Lines, Bankside",false,BikePoints_230,1279618020000,true,
false,001089,"Queen's Gate (Central), South Kensington",false,BikePoints_231,1279622820000,true,
false,001139,"Carey Street, Holborn",false,BikePoints_232,1279623240000,true,
false,001153,"Pall Mall East, West End",false,BikePoints_233,1279624260000,true,
false,001081,"Liverpool Road (N1 Centre), Angel",false,BikePoints_234,1279624680000,true,
false,001154,"Kennington Road  , Vauxhall",false,BikePoints_235,1279625640000,true,
false,003483,"Fashion Street, Whitechapel",false,BikePoints_236,1279625940000,true,
false,003467,"Dock Street, Wapping",false,BikePoints_237,1279799040000,true,
false,001099,"Frampton Street, Paddington",false,BikePoints_238,1279627920000,true,
false,001090,"Warren Street Station, Euston",false,BikePoints_239,1279628160000,true,
false,003472,"Colombo Street, Southwark",false,BikePoints_240,1279628280000,true,
false,003482,"Beaumont Street, Marylebone",false,BikePoints_242,1279628640000,true,
false,001103,"Gloucester Street, Pimlico",false,BikePoints_243,1279628940000,true,
false,001145,"Earnshaw Street , Covent Garden",false,BikePoints_244,1279629240000,true,
false,001140,"Grosvenor Road, Pimlico",false,BikePoints_245,1279629660000,true,
false,001159,"Berry Street, Clerkenwell",false,BikePoints_246,1279639740000,true,
false,001091,"St. John's Wood Church, The Regent's Park",false,BikePoints_247,1279639920000,true,
false,001088,"Triangle Car Park, Hyde Park",false,BikePoints_248,1279640160000,true,
false,001137,"Harper Road, The Borough",false,BikePoints_249,1279640400000,true,
false,003440,"Royal Avenue 1, Chelsea",false,BikePoints_250,1279641000000,true,
false,001161,"Brushfield Street, Liverpool Street",false,BikePoints_251,1279700160000,true,
false,001111,"Jubilee Gardens, South Bank",false,BikePoints_252,1279700640000,true,
false,001051,"Shoreditch Park, Hoxton",false,BikePoints_253,1279700820000,true,
false,200234,"Bancroft Road, Bethnal Green",false,BikePoints_520,,true,
false,200030,"Driffield Road, Old Ford",false,BikePoints_521,,true,
false,200161,"Clinton Road, Mile End",false,BikePoints_522,,true,
false,200160,"Langdon Park, Poplar",false,BikePoints_523,,true,
false,200017,"Lancaster Gate , Bayswater",false,BikePoints_524,1328515080000,true,
false,200153,"Blythe Road, Olympia",false,BikePoints_525,1643301180000,true,
false,200143,"Lancaster Drive, Blackwall",false,BikePoints_526,,true,
false,200154,"Hansard Mews, Holland Park",false,BikePoints_527,1328777280000,true,
false,200088,"Clarges Street, Mayfair",false,BikePoints_528,1328777880000,true,
false,200010,"Manresa Road, Chelsea",false,BikePoints_529,,true,
false,200146,"Newby Place, Poplar",false,BikePoints_530,,true,
false,200167,"Twig Folly Bridge, Mile End",false,BikePoints_531,1328778840000,true,
false,200163,"Jubilee Plaza, Canary Wharf",false,BikePoints_532,1328886360000,true,
false,200165,"Wellington Row, Bethnal Green",false,BikePoints_533,,true,
false,200159,"Goldsmith's Row, Haggerston",false,BikePoints_534,,true,
false,200145,"Gloucester Avenue, Camden Town",false,BikePoints_535,,true,
false,200024,"Queensbridge Road, Haggerston",false,BikePoints_536,,true,
false,200239,"Old Montague Street, Whitechapel",false,BikePoints_537,1330352880000,true,
false,200050,"Naval Row, Blackwall",false,BikePoints_538,,true,
false,200151,"Hoxton Station, Hoxton",false,BikePoints_539,,true,
false,200134,"Albany Street, The Regent's Park",false,BikePoints_540,,true,
false,200096,"Green Park Station, Mayfair",false,BikePoints_541,,true,
false,200147,"Salmon Lane, Limehouse",false,BikePoints_542,,true,
false,200065,"Lansdowne Walk, Ladbroke Grove",false,BikePoints_543,,true,
false,200051,"Percival Street, Finsbury",false,BikePoints_544,,true,
false,200070,"Arlington Road, Camden Town",false,BikePoints_545,,true,
false,200044,"New Fetter Lane, Holborn",false,BikePoints_546,,true,
false,200127,"East India DLR, Blackwall",false,BikePoints_547,,true,
false,200076,"Westminster Bridge Road, Elephant & Castle",false,BikePoints_548,,true,
false,200132,"Gaywood  Street, Elephant & Castle",false,BikePoints_549,,true,
false,200102,"Harford Street, Mile End",false,BikePoints_550,,true,
false,200066,"Import Dock, Canary Wharf",false,BikePoints_551,1330071720000,true,
false,200149,"Watney Street, Shadwell",false,BikePoints_552,,true,
false,200064,"Regent's Row , Haggerston",false,BikePoints_553,,true,
false,200078,"Aberfeldy Street, Poplar",false,BikePoints_554,,true,
false,200138,"Heron Quays DLR, Canary Wharf",false,BikePoints_556,,true,
false,200203,"King Edward Street, St Pauls",false,BikePoints_557,,true,
false,200048,"Page Street, Westminster",false,BikePoints_558,1399635120000,true,
false,200111,"Abbotsbury Road, Holland Park",false,BikePoints_559,,true,
false,200015,"Ladbroke Grove Central, Ladbroke Grove",false,BikePoints_560,,true,
false,200037,"Rectory Square, Stepney",false,BikePoints_561,1330503540000,true,
false,200074,"Bury Place, Holborn",false,BikePoints_562,1330503420000,true,
false,200232,"Preston's Road, Cubitt Town",false,BikePoints_563,,true,
false,200068,"Somerset House, Strand",false,BikePoints_564,,true,
false,200135,"Selby Street, Whitechapel",false,BikePoints_565,,true,
false,200141,"Westfield Ariel Way, White City",false,BikePoints_566,1330937940000,true,
false,200110,"Bishop's Bridge Road West, Bayswater",false,BikePoints_568,,true,
false,200248,"Pitfield Street Central, Hoxton",false,BikePoints_569,,true,
false,200099,"Upper Bank Street, Canary Wharf",false,BikePoints_570,1330773180000,true,
false,200061,"Westfield Southern Terrace ,Shepherd's Bush",false,BikePoints_571,1330620180000,true,
false,200026,"Greenland Road, Camden Town",false,BikePoints_572,,true,
false,200001,"Limerston Street, West Chelsea",false,BikePoints_573,1331796060000,true,
false,200246,"Eagle Wharf Road, Hoxton",false,BikePoints_574,1333618560000,true,
false,200109,"Alpha Grove, Millwall",false,BikePoints_576,,true,
false,200247,"Globe Town Market, Bethnal Green",false,BikePoints_577,,true,
false,200244,"Hollybush Gardens, Bethnal Green",false,BikePoints_578,1330444680000,true,
false,200128,"Queen Street 2, Bank",false,BikePoints_579,,true,
false,200084,"Doddington Grove, Kennington",false,BikePoints_580,1392208500000,true,
false,200005,"New Cavendish Street, Marylebone",false,BikePoints_581,1331883540000,true,
false,200231,"Abingdon Green, Westminster",false,BikePoints_583,,true,
false,200086,"Ilchester Gardens, Bayswater",false,BikePoints_584,,true,
false,200092,"Mudchute DLR, Cubitt Town",false,BikePoints_586,1331797200000,true,
false,200101,"Monument Street, Monument",false,BikePoints_587,1332406320000,true,
false,200071,"Hoxton Street, Hoxton",false,BikePoints_588,1330937820000,true,
false,200060,"Drayton Gardens, West Chelsea",false,BikePoints_589,,true,
false,200236,"Greenberry Street, St.John's Wood",false,BikePoints_590,,true,
false,200108,"Bishop's Bridge Road East, Bayswater",false,BikePoints_592,,true,
false,200058,"Northdown Street, King's Cross",false,BikePoints_593,,true,
false,200226,"Kingsway Southbound, Strand",false,BikePoints_594,1331710680000,true,
false,200142,"Hammersmith Road, Hammersmith",false,BikePoints_595,,true,
false,200237,"Parson's Green , Parson's Green",false,BikePoints_596,,true,
false,200229,"Fulham Park Road, Fulham",false,BikePoints_597,,true,
false,200166,"Southerton Road, Hammersmith",false,BikePoints_598,1501544700000,true,
false,200235,"Manbre Road, Hammersmith",false,BikePoints_599,,true,
false,200133,"South Lambeth Road, Vauxhall",false,BikePoints_600,,true,
false,200136,"BBC White City, White City",false,BikePoints_601,,true,
false,200211,"Union Grove, Wandsworth Road",false,BikePoints_602,,true,
false,200137,"Caldwell Street, Stockwell",false,BikePoints_603,,true,
false,200195,"St Martins Close, Camden Town",false,BikePoints_604,,true,
false,200218,"Addison Road, Holland Park",false,BikePoints_606,,true,
false,200125,"Putney Bridge Station, Fulham",false,BikePoints_607,,true,
false,200224,"Colet Gardens, Hammersmith",false,BikePoints_608,,true,
false,200208,"Sugden Road, Clapham",false,BikePoints_609,1380109980000,true,
false,200222,"Danvers Street, West Chelsea",false,BikePoints_610,1380113460000,true,
false,200067,"Princedale Road , Holland Park",false,BikePoints_611,1380203940000,true,
false,200175,"Wandsworth Rd, Isley Court, Wandsworth Road",false,BikePoints_612,1380294600000,true,
false,200214,"Woodstock Grove, Shepherd's Bush",false,BikePoints_613,1380211860000,true,
false,200025,"London Fields, Hackney Central",false,BikePoints_614,1380795000000,true,
false,003471,"Chadwell Street, Angel",false,BikePoints_254,1279700940000,true,
false,001147,"Clifton Road, Maida Vale",false,BikePoints_255,1279702560000,true,
false,003484,"Houghton Street, Strand",false,BikePoints_256,1279708020000,true,
false,001194,"Westminster University, Marylebone",false,BikePoints_257,1279708140000,true,
false,001193,"Kensington Gore, Knightsbridge",false,BikePoints_258,1279708380000,true,
false,001180,"Bourne Street, Belgravia",false,BikePoints_259,1279709100000,true,
false,003489,"Broadwick Street, Soho",false,BikePoints_260,1279711020000,true,
false,003491,"Princes Square, Bayswater",false,BikePoints_261,1279711200000,true,
false,001095,"LSBU (Borough Road), Elephant & Castle",false,BikePoints_262,1279711620000,true,
false,001184,"St. Mary Axe, Aldgate",false,BikePoints_263,1279712160000,true,
false,001146,"Tysoe Street, Clerkenwell",false,BikePoints_264,1279712520000,true,
false,003490,"Southwick Street, Paddington",false,BikePoints_265,1279714320000,true,
false,001204,"Queen's Gate (North), Kensington",false,BikePoints_266,1279714560000,true,
false,001155,"Regency Street, Westminster",false,BikePoints_267,1279714740000,true,
false,001087,"Belgrave Road, Victoria",false,BikePoints_268,1279714920000,true,
false,001209,"Empire Square, The Borough",false,BikePoints_269,1279715100000,true,
false,001190,"Kennington Lane Rail Bridge, Vauxhall",false,BikePoints_270,1279720380000,true,
false,001136,"London Zoo,  The Regent's Park",false,BikePoints_271,1279720920000,true,
false,001133,"Baylis Road, Waterloo",false,BikePoints_272,1279721220000,true,
false,001186,"Belvedere Road 1, South Bank",false,BikePoints_273,1279721400000,true,
false,001134,"Warwick Road, Olympia",false,BikePoints_274,1279721580000,true,
false,001191,"Barbican Centre, Barbican",false,BikePoints_275,1279721880000,true,
false,001098,"Lower Thames Street, Monument",false,BikePoints_276,1279723200000,true,
false,001143,"Kensington Church Street, Kensington",false,BikePoints_277,1279723320000,true,
false,001142,"Tooley Street, Bermondsey",false,BikePoints_278,1279723500000,true,
false,001108,"North Wharf Road, Paddington",false,BikePoints_279,1279723740000,true,
false,003462,"Royal Avenue 2, Chelsea",false,BikePoints_280,1279726440000,true,
false,003480,"Smith Square, Westminster",false,BikePoints_281,1279726620000,true,
false,001077,"Royal London Hospital, Whitechapel",false,BikePoints_282,1279726980000,true,
false,001141,"Kingsway, Covent Garden",false,BikePoints_283,1279727220000,true,
false,001117,"Lambeth North Station, Waterloo",false,BikePoints_284,1279727580000,true,
false,001187,"St. John's Wood Road, St. John's Wood",false,BikePoints_286,1279727880000,true,
false,001156,"Bedford Way, Bloomsbury",false,BikePoints_287,1279728060000,true,
false,001138,"Elizabeth Bridge, Victoria",false,BikePoints_288,1279793820000,true,
false,003493,"South Audley Street, Mayfair",false,BikePoints_289,1279794060000,true,
false,003496,"St Mary's Hospital, Paddington",false,BikePoints_290,1279795140000,true,
false,001135,"Claverton Street, Pimlico",false,BikePoints_291,1279800420000,true,
false,001214,"Kensington Olympia Station, Olympia",false,BikePoints_293,1279800780000,true,
false,001195,"St. George's Square, Pimlico",false,BikePoints_294,1279800900000,true,
false,001216,"Swan Street, The Borough",false,BikePoints_295,1279801080000,true,
false,200069,"Knaresborough Place, Earl's Court",false,BikePoints_296,1377258960000,true,
false,003498,"Geraldine Street, Elephant & Castle",false,BikePoints_297,1279801560000,true,
false,001213,"Curlew Street, Shad Thames",false,BikePoints_298,1279805640000,true,
false,001196,"Vincent Square, Westminster",false,BikePoints_299,1279808160000,true,
false,001217,"Serpentine Car Park, Hyde Park",false,BikePoints_300,1279808700000,true,
false,001152,"Marylebone Lane, Marylebone",false,BikePoints_301,1279809000000,true,
false,003492,"Putney Pier, Wandsworth",false,BikePoints_302,1279812360000,true,
false,001132,"Albert Gate, Hyde Park",false,BikePoints_303,1279812720000,true,
false,003497,"Rathbone Street, Fitzrovia",false,BikePoints_306,1279816260000,true,
false,001157,"Black Lion Gate, Kensington Gardens",false,BikePoints_307,1279816500000,true,
false,001189,"Long Lane , Bermondsey",false,BikePoints_308,1279816740000,true,
false,001192,"Embankment (Savoy), Strand",false,BikePoints_309,1279875060000,true,
false,001205,"Black Prince Road, Vauxhall",false,BikePoints_310,1279879560000,true,
false,003494,"Foley Street, Fitzrovia",false,BikePoints_311,1279880100000,true,
false,001130,"Grove End Road, St. John's Wood",false,BikePoints_312,1279880340000,true,
false,003495,"Wells Street, Fitzrovia",false,BikePoints_313,1279880520000,true,
false,003485,"Tyers Gate, Bermondsey",false,BikePoints_314,1279884480000,true,
false,001199,"The Tennis Courts, The Regent's Park",false,BikePoints_315,1279884660000,true,
false,000968,"Warwick Row, Westminster",false,BikePoints_316,1279884840000,true,1539845760000
false,001208,"Dickens Square, Borough",false,BikePoints_317,1279885080000,true,
false,001197,"Sackville Street, Mayfair",false,BikePoints_318,1279885320000,true,
false,003500,"Baldwin Street, St. Luke's",false,BikePoints_319,1279890360000,true,
false,001148,"Queen Mother Sports Centre, Victoria",false,BikePoints_320,1279890840000,true,
false,002637,"Bermondsey Street, Bermondsey",false,BikePoints_321,1279891020000,true,
false,003502,"Palissy Street, Shoreditch",false,BikePoints_322,1279891920000,true,
false,003501,"Clifton Street, Shoreditch",false,BikePoints_323,1279892040000,true,
false,001200,"Ontario Street, Elephant & Castle",false,BikePoints_324,1279894920000,true,
false,001158,"St. Martin's Street, West End",false,BikePoints_325,1279896660000,true,
false,001131,"Graham Street, Angel",false,BikePoints_326,1279896840000,true,
false,001128,"New North Road 1, Hoxton",false,BikePoints_327,1280133420000,true,
false,002641,"New North Road 2, Hoxton",false,BikePoints_328,1280133540000,true,
false,002636,"Prince Albert Road, The Regent's Park",false,BikePoints_329,1280133720000,true,
false,001203,"Eastbourne Mews, Paddington",false,BikePoints_330,1280141280000,true,
false,001211,"Bunhill Row, Moorgate",false,BikePoints_331,1280141460000,true,
false,001210,"Nevern Place, Earl's Court",false,BikePoints_332,1280142360000,true,
false,002633,"Palace Gardens Terrace, Notting Hill",false,BikePoints_333,1280142540000,true,
false,002635,"Concert Hall Approach 1, South Bank",false,BikePoints_334,1280147580000,true,
false,001207,"Tavistock Street, Covent Garden",false,BikePoints_335,1280152560000,true,
false,001212,"Concert Hall Approach 2, South Bank",false,BikePoints_336,1280152800000,true,
false,002589,"Pembridge Villas, Notting Hill",false,BikePoints_337,1280153100000,true,
false,200029,"Finlay Street, Fulham",false,BikePoints_615,1380288900000,true,
false,200098,"Aintree Street, Fulham",false,BikePoints_616,,true,
false,200028,"Elysium Place, Fulham",false,BikePoints_617,1380531540000,true,
false,300003,"Eel Brook Common, Walham Green",false,BikePoints_618,1380546540000,true,
false,300012,"Irene Road, Parsons Green",false,BikePoints_619,1380552360000,true,
false,300010,"Surrey Lane, Battersea",false,BikePoints_620,1380629040000,true,
false,200091,"Wandsworth Town Station, Wandsworth",false,BikePoints_621,1380899280000,true,
false,200172,"Lansdowne Road, Ladbroke Grove",false,BikePoints_622,1380901680000,true,
false,200186,"Nantes Close, Wandsworth",false,BikePoints_623,1381135320000,true,
