place_id,terminal_name,temporary,common_name,installed,install_date,removal_date,locked
BikePoints_151,001120,false,"Chepstow Villas, Notting Hill",true,1279215720000,,false
BikePoints_152,001118,false,"Hampton Street, Walworth",true,1279215900000,,false
BikePoints_153,001096,false,"Bayswater Road, Hyde Park",true,1279216080000,,false
BikePoints_154,001072,false,"Waterloo Station 3, Waterloo",true,,,false
BikePoints_155,001121,false,"Lexham Gardens, Kensington",true,1279272660000,,false
BikePoints_158,001113,false,"Trebovir Road, Earl's Court",true,1279273320000,,false
BikePoints_160,003458,false,"Waterloo Place, St. James's",true,1279274280000,,false
BikePoints_161,003478,false,"Guildhouse Street, Victoria",true,1279286940000,,false
BikePoints_162,001123,false,"Southampton Place, Holborn",true,1279287120000,,false
BikePoints_163,003461,false,"Sloane Avenue, Knightsbridge",true,1279287300000,,false
BikePoints_165,002585,false,"Orsett Terrace, Bayswater",true,1279287960000,,false
BikePoints_167,003465,false,"Eccleston Place, Victoria",true,,,false
BikePoints_168,003463,false,"Argyll Road, Kensington",true,1279289400000,,false
BikePoints_468,200150,false,"Cantrell Road, Bow",true,1326375720000,,false
BikePoints_469,022178,false,"Lindfield Street, Poplar",true,1326381060000,,false
BikePoints_470,200174,false,"Mostyn Grove, Bow",true,1326790620000,,false
BikePoints_471,200006,false,"Hewison Street, Old Ford",true,1326790860000,,false
BikePoints_472,200019,false,"Malmesbury Road, Bow",true,1326791160000,,false
BikePoints_473,022167,false,"Millharbour, Millwall",true,1326816540000,,false
BikePoints_474,200155,false,"Gascoyne Road, Victoria Park",true,1326822960000,,false
BikePoints_475,200004,false,"Lightermans Road, Millwall",true,1326825480000,,false
BikePoints_476,200009,false,"Stebondale Street, Cubitt Town",true,1326962100000,,false
BikePoints_477,200018,false,"Spindrift Avenue, Millwall",true,1326963780000,,false
BikePoints_478,200012,false,"Stepney Green Station, Stepney",true,1326965580000,,false
BikePoints_479,200156,false,"Pott Street, Bethnal Green",true,1326966240000,,false
BikePoints_480,200115,false,"Flamborough Street, Limehouse",true,1326975420000,,false
BikePoints_481,200022,false,"Saunders Ness Road, Cubitt Town",true,1326996480000,,false
BikePoints_482,200052,false,"Exhibition Road Museums 2, South Kensington",true,1326996720000,,false
BikePoints_483,022166,false,"Albert Gardens, Stepney",true,1327088280000,,false
BikePoints_484,022172,false,"Bromley High Street, Bow",true,1327339740000,,false
BikePoints_485,022173,false,"Old Ford Road, Bethnal Green",true,1327255440000,,false
BikePoints_486,022174,false,"Granby Street, Shoreditch",true,1327338660000,,false
BikePoints_487,022175,false,"Canton Street, Poplar",true,1327936860000,,false
BikePoints_488,022176,false,"Reardon Street, Wapping",true,1327254960000,,false
BikePoints_490,200090,false,"Pennington Street, Wapping",true,,,false
BikePoints_491,200249,false,"Queen Mary's, Mile End",true,1327256220000,,false
BikePoints_492,200230,false,"Maplin Street, Mile End",true,1327256520000,,false
BikePoints_494,200233,false,"South Quay East, Canary Wharf",true,1327433220000,,false
BikePoints_495,200252,false,"Bow Church Station, Bow",true,1327340460000,,false
BikePoints_496,200255,false,"Devons Road, Bow",true,1327400820000,,false
BikePoints_497,200242,false,"Merchant Street, Bow",true,1327398420000,,false
BikePoints_498,200251,false,"Bow Road Station, Bow",true,1327398660000,,false
BikePoints_499,200011,false,"Furze Green, Bow",true,1327407960000,,false
BikePoints_500,200148,false,"Ansell House, Stepney",true,1327430040000,,false
BikePoints_501,200073,false,"Cephas Street, Bethnal Green",true,1327430220000,,false
BikePoints_502,200241,false,"Bonner Gate, Victoria Park",true,1563957840000,,false
BikePoints_503,200250,false,"Cleveland Way, Stepney",true,1327492920000,,false
BikePoints_504,200243,false,"St. John's Park, Cubitt Town",true,1327937820000,,false
BikePoints_505,200038,false,"Ackroyd Drive, Bow",true,1327937460000,,false
BikePoints_506,200036,false,"Bell Lane, Liverpool Street",true,1327938660000,,false
BikePoints_507,200131,false,"Clarkson Street, Bethnal Green",true,1327938420000,,false
BikePoints_508,200157,false,"Fournier Street, Whitechapel",true,1327938180000,,false
BikePoints_509,200253,false,"Fore Street, Guildhall",true,1327938120000,,false
BikePoints_510,200238,false,"Westferry DLR, Limehouse",true,,,false
BikePoints_511,200256,false,"Sutton Street, Shadwell",true,1327937940000,,false
BikePoints_512,200083,false,"Pritchard's Road, Bethnal Green",true,1328112600000,,false
BikePoints_513,200162,false,"Watney Market, Stepney",true,,,false
BikePoints_514,200008,false,"Portman Square, Marylebone",true,1328201520000,,false
BikePoints_515,200080,false,"Russell Gardens, Olympia",true,,,false
BikePoints_516,200089,false,"Chrisp Street Market, Poplar",true,1328202420000,,false
BikePoints_517,200027,false,"Ford Road, Old Ford",true,1326790860000,,false
BikePoints_518,200041,false,"Antill Road, Mile End",true,,,false
BikePoints_519,200254,false,"Teviot Street, Poplar",true,,,false
BikePoints_520,200234,false,"Bancroft Road, Bethnal Green",true,,,false
BikePoints_521,200030,false,"Driffield Road, Old Ford",true,,,false
BikePoints_522,200161,false,"Clinton Road, Mile End",true,,,false
BikePoints_523,200160,false,"Langdon Park, Poplar",true,,,false
BikePoints_524,200017,false,"Lancaster Gate , Bayswater",true,1328515080000,,false
BikePoints_525,200153,false,"Blythe Road, Olympia",true,1643301180000,,false
BikePoints_526,200143,false,"Lancaster Drive, Blackwall",true,,,false
BikePoints_527,200154,false,"Hansard Mews, Holland Park",true,1328777280000,,false
BikePoints_528,200088,false,"Clarges Street, Mayfair",true,1328777880000,,false
BikePoints_529,200010,false,"Manresa Road, Chelsea",true,,,false
BikePoints_530,200146,false,"Newby Place, Poplar",true,,,false
BikePoints_531,200167,false,"Twig Folly Bridge, Mile End",true,1328778840000,,false
BikePoints_532,200163,false,"Jubilee Plaza, Canary Wharf",true,1328886360000,,false
BikePoints_533,200165,false,"Wellington Row, Bethnal Green",true,,,false
BikePoints_534,200159,false,"Goldsmith's Row, Haggerston",true,,,false
BikePoints_535,200145,false,"Gloucester Avenue, Camden Town",true,,,false
BikePoints_536,200024,false,"Queensbridge Road, Haggerston",true,,,false
BikePoints_537,200239,false,"Old Montague Street, Whitechapel",true,1330352880000,,false
BikePoints_538,200050,false,"Naval Row, Blackwall",true,,,false
BikePoints_539,200151,false,"Hoxton Station, Hoxton",true,,,false
BikePoints_540,200134,false,"Albany Street, The Regent's Park",true,,,false
BikePoints_542,200147,false,"Salmon Lane, Limehouse",true,,,false
BikePoints_543,200065,false,"Lansdowne Walk, Ladbroke Grove",true,,,false
BikePoints_544,200051,false,"Percival Street, Finsbury",true,,,false
BikePoints_545,200070,false,"Arlington Road, Camden Town",true,,,false
BikePoints_546,200044,false,"New Fetter Lane, Holborn",true,,,false
BikePoints_547,200127,false,"East India DLR, Blackwall",true,,,false
BikePoints_548,200076,false,"Westminster Bridge Road, Elephant & Castle",true,,,false
BikePoints_549,200132,false,"Gaywood  Street, Elephant & Castle",true,,,false
BikePoints_550,200102,false,"Harford Street, Mile End",true,,,false
BikePoints_551,200066,false,"Import Dock, Canary Wharf",true,1330071720000,,false
BikePoints_552,200149,false,"Watney Street, Shadwell",true,,,false
BikePoints_554,200078,false,"Aberfeldy Street, Poplar",true,,,false
BikePoints_556,200138,false,"Heron Quays DLR, Canary Wharf",true,,,false
BikePoints_557,200203,false,"King Edward Street, St Pauls",true,,,false
BikePoints_820,300239,false,"Victory Place, Walworth",true,1481807940000,,false
BikePoints_821,300221,false,"Battersea Power Station, Battersea Park",true,1487335920000,,false
BikePoints_826,300242,false,"Allington Street, Victoria",true,1500554880000,,false
BikePoints_827,300247,false,"Cranmer Road, Stockwell",true,1517788800000,,false
BikePoints_828,300225,false,"Normandy Road, Stockwell",true,1517788800000,,false
BikePoints_829,300230,false,"Wynne Road, Stockwell",true,1517443200000,,false
BikePoints_830,300229,false,"Sidney Road, Stockwell",true,1517961600000,,false
BikePoints_831,300215,false,"St John's Crescent, Brixton",true,1517961600000,,false
BikePoints_832,200240,false,"Ferndale Road, Brixton",true,1517961600000,,false
BikePoints_833,300206,false,"Saltoun Road, Brixton",true,1517875200000,,false
BikePoints_834,300216,false,"Gas Holders, Battersea Park",true,1529449200000,,false
BikePoints_835,300220,false,"Farringdon Street, Holborn",true,,,false
BikePoints_836,300235,false,"York Way, Kings Cross",true,,,false
BikePoints_838,300222,false,"Fore Street Avenue, Guildhall",true,1539254700000,,false
BikePoints_839,200144,false,"Sea Containers, South Bank",true,1544611140000,,false
BikePoints_841,002667,false,"Tower Wharf, Bermondsey",true,,,false
BikePoints_842,300250,false,"Temple Gardens, Temple",true,1600856400000,,false
BikePoints_844,300252,false,"Canada Water Station, Rotherhithe",true,1608298140000,,false
BikePoints_169,003477,false,"Porchester Place, Paddington",true,1279289760000,,false
BikePoints_171,003459,false,"Collingham Gardens, Earl's Court",true,1279291200000,,false
BikePoints_172,001124,false,"Sumner Place, South Kensington",true,1279291500000,,false
BikePoints_177,001122,false,"Ashley Place, Victoria",true,1279297740000,,false
BikePoints_178,003460,false,"Warwick Square, Pimlico",true,1279297920000,,false
BikePoints_180,001126,false,"North Audley Street, Mayfair",true,1279298220000,,false
BikePoints_181,003473,false,"Belgrave Square, Belgravia",true,1279298460000,,false
BikePoints_186,001167,false,"South Wharf Road, Paddington",true,1279365480000,,false
BikePoints_188,001112,false,"Nutford Place, Marylebone",true,1279376760000,,false
BikePoints_191,001075,false,"Hyde Park Corner, Hyde Park",true,1279383120000,,false
BikePoints_192,001163,false,"Wardour Street, Soho",true,1279383300000,,false
BikePoints_193,000963,false,"Bankside Mix, Bankside",true,1279392479356,,false
BikePoints_194,000960,false,"Hop Exchange, The Borough",true,1279392479395,,false
BikePoints_195,000959,false,"Milroy Walk, South Bank",true,1279392479432,,false
BikePoints_199,001080,false,"Great Tower Street, Monument",true,1279441800000,,false
BikePoints_202,001102,false,"Leman Street, Aldgate",true,1279444320000,,false
BikePoints_203,001040,false,"West Smithfield Rotunda, Farringdon",true,1279445580000,,false
BikePoints_204,003468,false,"Margery Street, Clerkenwell",true,1279466640000,,false
BikePoints_209,003454,false,"Denyer Street, Knightsbridge",true,1279529160000,,false
BikePoints_210,003476,false,"Hinde Street, Marylebone",true,1279535160000,,false
BikePoints_211,003469,false,"Cadogan Place, Knightsbridge",true,1279535820000,,false
BikePoints_212,003487,false,"Campden Hill Road, Notting Hill",true,1279536840000,,false
BikePoints_213,001109,false,"Wellington Arch, Hyde Park",true,1279537020000,,false
BikePoints_214,001079,false,"Endsleigh Gardens, Euston",true,1279537200000,,false
BikePoints_215,001092,false,"Moorfields, Moorgate",true,1279537380000,,false
BikePoints_216,003479,false,"Old Brompton Road, South Kensington",true,1279537920000,,false
BikePoints_217,002587,false,"Wormwood Street, Liverpool Street",true,1279538040000,,false
BikePoints_218,003486,false,"St. Luke's Church, Chelsea",true,1279543740000,,false
BikePoints_223,003481,false,"Rodney Road , Walworth",true,1279614420000,,false
BikePoints_224,001150,false,"Queensway, Kensington Gardens",true,1279615020000,,false
BikePoints_226,003488,false,"Charles II Street, West End",true,1279616520000,,false
BikePoints_227,003470,false,"Great Percy Street, Clerkenwell",true,1279616700000,,false
BikePoints_230,001144,false,"Poured Lines, Bankside",true,1279618020000,,false
BikePoints_232,001139,false,"Carey Street, Holborn",true,1279623240000,,false
BikePoints_233,001153,false,"Pall Mall East, West End",true,1279624260000,,false
BikePoints_235,001154,false,"Kennington Road  , Vauxhall",true,1279625640000,,false
BikePoints_236,003483,false,"Fashion Street, Whitechapel",true,1279625940000,,false
BikePoints_237,003467,false,"Dock Street, Wapping",true,1279799040000,,false
BikePoints_240,003472,false,"Colombo Street, Southwark",true,1279628280000,,false
BikePoints_242,003482,false,"Beaumont Street, Marylebone",true,1279628640000,,false
BikePoints_244,001145,false,"Earnshaw Street , Covent Garden",true,1279629240000,,false
BikePoints_245,001140,false,"Grosvenor Road, Pimlico",true,1279629660000,,false
BikePoints_249,001137,false,"Harper Road, The Borough",true,1279640400000,,false
BikePoints_250,003440,false,"Royal Avenue 1, Chelsea",true,1279641000000,,false
BikePoints_252,001111,false,"Jubilee Gardens, South Bank",true,1279700640000,,false
BikePoints_253,001051,false,"Shoreditch Park, Hoxton",true,1279700820000,,false
BikePoints_254,003471,false,"Chadwell Street, Angel",true,1279700940000,,false
BikePoints_255,001147,false,"Clifton Road, Maida Vale",true,1279702560000,,false
BikePoints_256,003484,false,"Houghton Street, Strand",true,1279708020000,,false
BikePoints_260,003489,false,"Broadwick Street, Soho",true,1279711020000,,false
BikePoints_558,200048,false,"Page Street, Westminster",true,1399635120000,,false
BikePoints_559,200111,false,"Abbotsbury Road, Holland Park",true,,,false
BikePoints_560,200015,false,"Ladbroke Grove Central, Ladbroke Grove",true,,,false
BikePoints_561,200037,false,"Rectory Square, Stepney",true,1330503540000,,false
BikePoints_562,200074,false,"Bury Place, Holborn",true,1330503420000,,false
BikePoints_563,200232,false,"Preston's Road, Cubitt Town",true,,,false
BikePoints_564,200068,false,"Somerset House, Strand",true,,,false
BikePoints_565,200135,false,"Selby Street, Whitechapel",true,,,false
BikePoints_566,200141,false,"Westfield Ariel Way, White City",true,1330937940000,,false
BikePoints_568,200110,false,"Bishop's Bridge Road West, Bayswater",true,,,false
BikePoints_569,200248,false,"Pitfield Street Central, Hoxton",true,,,false
BikePoints_570,200099,false,"Upper Bank Street, Canary Wharf",true,1330773180000,,false
BikePoints_571,200061,false,"Westfield Southern Terrace ,Shepherd's Bush",true,1330620180000,,false
BikePoints_572,200026,false,"Greenland Road, Camden Town",true,,,false
BikePoints_573,200001,false,"Limerston Street, West Chelsea",true,1331796060000,,false
BikePoints_574,200246,false,"Eagle Wharf Road, Hoxton",true,1333618560000,,false
BikePoints_576,200109,false,"Alpha Grove, Millwall",true,,,false
BikePoints_577,200247,false,"Globe Town Market, Bethnal Green",true,,,false
BikePoints_578,200244,false,"Hollybush Gardens, Bethnal Green",true,1330444680000,,false
BikePoints_580,200084,false,"Doddington Grove, Kennington",true,1392208500000,,false
BikePoints_581,200005,false,"New Cavendish Street, Marylebone",true,1331883540000,,false
BikePoints_583,200231,false,"Abingdon Green, Westminster",true,,,false
BikePoints_584,200086,false,"Ilchester Gardens, Bayswater",true,,,false
BikePoints_586,200092,false,"Mudchute DLR, Cubitt Town",true,1331797200000,,false
BikePoints_587,200101,false,"Monument Street, Monument",true,1332406320000,,false
BikePoints_588,200071,false,"Hoxton Street, Hoxton",true,1330937820000,,false
BikePoints_589,200060,false,"Drayton Gardens, West Chelsea",true,,,false
BikePoints_590,200236,false,"Greenberry Street, St.John's Wood",true,,,false
BikePoints_592,200108,false,"Bishop's Bridge Road East, Bayswater",true,,,false
BikePoints_593,200058,false,"Northdown Street, King's Cross",true,,,false
BikePoints_594,200226,false,"Kingsway Southbound, Strand",true,1331710680000,,false
BikePoints_595,200142,false,"Hammersmith Road, Hammersmith",true,,,false
BikePoints_596,200237,false,"Parson's Green , Parson's Green",true,,,false
BikePoints_597,200229,false,"Fulham Park Road, Fulham",true,,,false
BikePoints_598,200166,false,"Southerton Road, Hammersmith",true,1501544700000,,false
BikePoints_599,200235,false,"Manbre Road, Hammersmith",true,,,false
BikePoints_600,200133,false,"South Lambeth Road, Vauxhall",true,,,false
BikePoints_601,200136,false,"BBC White City, White City",true,,,false
BikePoints_602,200211,false,"Union Grove, Wandsworth Road",true,,,false
BikePoints_603,200137,false,"Caldwell Street, Stockwell",true,,,false
BikePoints_604,200195,false,"St Martins Close, Camden Town",true,,,false
BikePoints_605,200198,false,"Seymour Place, Marylebone",true,,,false
BikePoints_606,200218,false,"Addison Road, Holland Park",true,,,false
BikePoints_607,200125,false,"Putney Bridge Station, Fulham",true,,,false
BikePoints_608,200224,false,"Colet Gardens, Hammersmith",true,,,false
BikePoints_609,200208,false,"Sugden Road, Clapham",true,1380109980000,,false
BikePoints_610,200222,false,"Danvers Street, West Chelsea",true,1380113460000,,false
BikePoints_611,200067,false,"Princedale Road , Holland Park",true,1380203940000,,false
BikePoints_612,200175,false,"Wandsworth Rd, Isley Court, Wandsworth Road",true,1380294600000,,false
BikePoints_613,200214,false,"Woodstock Grove, Shepherd's Bush",true,1380211860000,,false
BikePoints_614,200025,false,"London Fields, Hackney Central",true,1380795000000,,false
BikePoints_615,200029,false,"Finlay Street, Fulham",true,1380288900000,,false
BikePoints_616,200098,false,"Aintree Street, Fulham",true,,,false
BikePoints_617,200028,false,"Elysium Place, Fulham",true,1380531540000,,false
BikePoints_618,300003,false,"Eel Brook Common, Walham Green",true,1380546540000,,false
BikePoints_619,300012,false,"Irene Road, Parsons Green",true,1380552360000,,false
BikePoints_620,300010,false,"Surrey Lane, Battersea",true,1380629040000,,false
BikePoints_621,200091,false,"Wandsworth Town Station, Wandsworth",true,1380899280000,,false
BikePoints_622,200172,false,"Lansdowne Road, Ladbroke Grove",true,1380901680000,,false
BikePoints_623,200186,false,"Nantes Close, Wandsworth",true,1381135320000,,false
BikePoints_624,200173,false,"Courland Grove, Wandsworth Road",true,1381224240000,,false
BikePoints_625,200190,false,"Queen's Circus, Battersea Park",true,1381227480000,,false
BikePoints_626,300008,false,"Normand Park, West Kensington",true,1381920300000,,false
BikePoints_627,200007,false,"Holden Street, Battersea",true,1381931400000,,false
BikePoints_628,200062,false,"William Morris Way, Sands End",true,1381414980000,,false
BikePoints_629,200187,false,"Morie Street, Wandsworth",true,1381479480000,,false
BikePoints_630,200194,false,"Clarence Walk, Stockwell",true,1381487100000,,false
BikePoints_631,200183,false,"Battersea Park Road, Nine Elms",true,1381245300000,,false
BikePoints_632,200176,false,"Sheepcote Lane, Battersea",true,1381220700000,,false
BikePoints_633,200116,false,"Vereker Road, West Kensington",true,1381402920000,,false
BikePoints_634,300002,false,"Brook Green South, Brook Green",true,1381743780000,,false
BikePoints_635,200215,false,"Greyhound Road, Hammersmith",true,1381756440000,,false
BikePoints_636,200180,false,"South Park, Sands End",true,1381846320000,,false
BikePoints_637,200191,false,"Spencer Park, Wandsworth Common",true,1381933680000,,false
BikePoints_638,300014,false,"Falcon Road, Clapham Junction",true,1381834020000,,false
BikePoints_639,200081,false,"Coomer Place, West Kensington",true,1381835700000,,false
BikePoints_640,200179,false,"Silverthorne Road, Battersea",true,1382010420000,,false
BikePoints_641,300025,false,"Archbishop's Park, Waterloo",true,1381926900000,,false
BikePoints_642,200192,false,"Fawcett Close, Battersea",true,1381934220000,,false
BikePoints_643,300026,false,"All Saints' Road, Portobello",true,1382010720000,,false
BikePoints_644,200182,false,"Rainville Road, Hammersmith",true,1382278560000,,false
BikePoints_645,200200,false,"Great Suffolk Street, The Borough",true,1382110800000,,false
BikePoints_646,200178,false,"Buckingham Gate, Westminster",true,1382084340000,,false
BikePoints_363,002665,false,"Lord's, St. John's Wood",true,1289911800000,,false
BikePoints_364,003507,false,"Store Street, Bloomsbury",true,1290080640000,,false
BikePoints_367,002680,false,"Harrowby Street, Marylebone",true,,,false
BikePoints_368,002681,false,"Harriet Street, Knightsbridge",true,1291201680000,,false
BikePoints_370,002670,false,"Paddington Green, Paddington",true,1291647300000,,false
BikePoints_371,002639,false,"King Edward Walk, Waterloo",true,1291712820000,,false
BikePoints_375,010632,false,"Kensington Town Hall, Kensington",true,1291805820000,,false
BikePoints_376,002683,false,"Millbank Tower, Pimlico",true,1294660980000,,false
BikePoints_377,002648,false,"Waterloo Bridge, South Bank",true,1295265420000,,false
BikePoints_378,002677,false,"Natural History Museum, South Kensington",true,1296121500000,,false
BikePoints_379,002682,false,"Turquoise Island, Notting Hill",true,1296121680000,,false
BikePoints_380,003506,false,"Stanhope Gate, Mayfair",true,1296125400000,,false
BikePoints_382,002678,false,"Farm Street, Mayfair",true,1297159320000,,false
BikePoints_384,003505,false,"Marloes Road, Kensington",true,1296731880000,,false
BikePoints_388,001228,false,"Southampton Street, Strand",true,1297182180000,,false
BikePoints_389,010621,false,"Upper Grosvenor Street, Mayfair",true,1297347960000,,false
BikePoints_390,001223,false,"Buxton Street 1, Shoreditch",true,1297764360000,,false
BikePoints_392,001220,false,"Imperial College, Knightsbridge",true,1297958700000,,false
BikePoints_397,001227,false,"Devonshire Terrace, Bayswater",true,1299075900000,,false
BikePoints_398,010631,false,"Holland Park, Kensington",true,1299076440000,,false
BikePoints_400,001225,false,"George Street, Marylebone",true,1299583260000,,false
BikePoints_402,010625,false,"Penfold Street, Marylebone",true,1299592860000,,false
BikePoints_403,010630,false,"George Place Mews, Marylebone",true,1299593640000,,false
BikePoints_404,001110,false,"Palace Gate, Kensington Gardens",true,1299669180000,,false
BikePoints_408,001129,false,"Sun Street, Liverpool Street",true,,,false
BikePoints_409,010624,false,"Strata, Elephant & Castle",true,,,false
BikePoints_411,010629,false,"Rotherhithe Roundabout, Rotherhithe",true,,,false
BikePoints_412,010628,false,"Cleaver Street, Kennington",true,1302006180000,,false
BikePoints_419,022160,false,"Chelsea Bridge, Pimlico",true,1308735300000,,false
BikePoints_420,022162,false,"Southwark Station 1, Southwark",true,1309258380000,,false
BikePoints_421,022163,false,"Southwark Station 2, Southwark",true,1309258440000,,false
BikePoints_423,022164,false,"Eaton Square (South), Belgravia",true,1309860240000,,false
BikePoints_424,022159,false,"Ebury Bridge, Pimlico",true,1324551120000,,false
BikePoints_426,022161,false,"Vincent Street, Pimlico",true,1310463720000,,false
BikePoints_430,022182,false,"South Parade, Chelsea",true,1324549980000,,false
BikePoints_431,022183,false,"Crinan Street, King's Cross",true,1323355020000,,false
BikePoints_432,022158,false,"Exhibition Road Museums 1, South Kensington",true,1319448720000,,false
BikePoints_433,022169,false,"Wren Street, Holborn",true,1323361560000,,false
BikePoints_435,022170,false,"Kennington Station, Kennington",true,1323346020000,,false
BikePoints_437,200056,false,"Vauxhall Walk, Vauxhall",true,1325746380000,,false
BikePoints_439,200053,false,"Killick Street, King's Cross",true,1325705460000,,false
BikePoints_440,200032,false,"Kennington Oval, Oval",true,1325708160000,,false
BikePoints_441,200039,false,"Sail Street, Vauxhall",true,1325711220000,,false
BikePoints_442,200035,false,"Walmer Road, Avondale",true,1325940420000,,false
BikePoints_443,200033,false,"Philpot Street, Whitechapel",true,1325941800000,,false
BikePoints_444,200047,false,"Bethnal Green Garden, Bethnal Green",true,1325944680000,,false
BikePoints_445,200003,false,"Cheshire Street, Bethnal Green",true,1325945820000,,false
BikePoints_446,200042,false,"York Hall, Bethnal Green",true,1325948880000,,false
BikePoints_447,200054,false,"Jubilee Crescent, Cubitt Town",true,1325949000000,,false
BikePoints_448,022165,false,"Fisherman's Walk West, Canary Wharf",true,1325952660000,,false
BikePoints_449,200020,false,"Shadwell Station, Shadwell",true,1325952900000,,false
BikePoints_450,200002,false,"Jubilee Street, Stepney",true,1326105240000,,false
BikePoints_451,200021,false,"Hermitage Court, Wapping",true,1325501400000,,false
BikePoints_452,200049,false,"St. Katharine's Way, Tower",true,1326109140000,,false
BikePoints_453,200045,false,"Garnet Street, Shadwell",true,1326111060000,,false
BikePoints_454,200046,false,"Napier Avenue, Millwall",true,1326115380000,,false
BikePoints_455,200031,false,"East Ferry Road, Cubitt Town",true,1326117780000,,false
BikePoints_456,200118,false,"Parkway, Camden Town",true,1326197580000,,false
BikePoints_457,200016,false,"Castlehaven Road, Camden Town",true,1326203280000,,false
BikePoints_458,200034,false,"Wapping Lane, Wapping",true,1326294780000,,false
BikePoints_459,200014,false,"Gunmakers Lane, Old Ford",true,,,false
BikePoints_460,200123,false,"Burdett Road, Mile End",true,1326284820000,,false
BikePoints_461,200013,true,"Aston Street, Stepney",true,1326293640000,,false
BikePoints_462,200105,false,"Bonny Street, Camden Town",true,1326294600000,,false
BikePoints_463,200093,false,"Thurtle Road, Haggerston",true,,,false
BikePoints_464,200082,false,"St. Mary & St. Michael Church, Stepney",true,1326304980000,,false
BikePoints_465,200152,false,"Pitfield Street North,Hoxton",true,1333613280000,,false
BikePoints_466,200158,false,"Whiston Road, Haggerston",true,1326360000000,,false
BikePoints_467,200168,false,"Southern Grove, Bow",true,1326374040000,,false
BikePoints_731,300095,false,"Michael Road, Walham Green",true,1385394720000,,false
BikePoints_732,300083,false,"Duke Street Hill, London Bridge",true,1385458020000,,false
BikePoints_733,300093,false,"Park Lane, Mayfair",true,1385460840000,,false
BikePoints_734,300094,false,"Plough Terrace, Clapham Junction",true,1385464500000,,false
BikePoints_735,200120,false,"Grant Road East, Clapham Junction",true,1385383080000,,false
BikePoints_736,300088,false,"Queensdale Road, Shepherd's Bush",true,1385472900000,,false
BikePoints_737,300086,false,"Fulham Broadway, Walham Green",true,1385554620000,,false
BikePoints_738,300087,false,"Imperial Road, Sands End",true,1385563380000,,false
BikePoints_739,300091,false,"Hortensia Road, West Brompton",true,1385631000000,,false
BikePoints_740,300084,false,"Sirdar Road, Avondale",true,1385635440000,,false
BikePoints_741,300085,false,"Freston Road, Avondale",true,1385640120000,,false
BikePoints_742,300090,false,"Blenheim Crescent, Ladbroke Grove",true,1385649540000,,false
BikePoints_743,300078,false,"Oxford Road, Putney",true,1385723700000,,false
BikePoints_744,300077,false,"Ingrave Street, Clapham Junction",true,1385729760000,,false
BikePoints_745,300075,false,"Upcerne Road, West Chelsea",true,1385740020000,,false
BikePoints_746,300076,false,"Lots Road, West Chelsea",true,1385985720000,,false
BikePoints_747,300089,false,"Ormonde Gate, Chelsea",true,1385997240000,,false
BikePoints_748,300092,false,"Hertford Road, De Beauvoir Town",true,1386159900000,,false
BikePoints_749,300081,false,"Haggerston Road, Haggerston",true,1386172440000,,false
BikePoints_750,300080,false,"Culvert Road, Battersea",true,1386240360000,,false
BikePoints_752,300079,false,"London Street, Paddington",true,1650364320000,,false
BikePoints_754,300067,false,"Grenfell Road, Avondale",true,1389003540000,,false
BikePoints_755,300058,false,"The Vale, Chelsea",true,1389008580000,,false
BikePoints_756,300073,false,"Prince of Wales Drive, Battersea Park",true,1390223040000,,false
BikePoints_757,300069,false,"Harcourt Terrace, West Brompton",true,1389094260000,,false
BikePoints_758,300057,false,"Westbourne Park Road, Portobello",true,1389178020000,,false
BikePoints_759,300072,false,"Broadley Terrace, Marylebone",true,1389627480000,,false
BikePoints_761,300068,false,"Humbolt Road, Fulham",true,1389781800000,,false
BikePoints_762,200202,false,"Storey's Gate, Westminster",true,1392039000000,,false
BikePoints_763,300027,false,"Mile End Park Leisure Centre, Mile End",true,1392043020000,,false
BikePoints_764,200185,false,"St. John's Road, Clapham Junction",true,1392633480000,,false
BikePoints_765,300064,false,"Ranelagh Gardens, Fulham",true,1392986940000,,false
BikePoints_766,200079,false,"Ram Street, Wandsworth",true,1392894840000,,false
BikePoints_767,200177,false,"Santos Road, Wandsworth",true,1393406280000,,false
BikePoints_768,300065,false,"Clapham Common North Side, Clapham Common",true,1393494060000,,false
BikePoints_769,300001,false,"Sandilands Road, Walham Green",true,1393939560000,,false
BikePoints_770,300097,false,"Gwendwr Road, West Kensington",true,1394099280000,,false
BikePoints_771,300007,false,"Rifle Place, Avondale",true,1394018400000,,false
BikePoints_772,300015,false,"Binfield Road, Stockwell",true,1396442100000,,false
BikePoints_773,300096,false,"Tallis Street, Temple",true,1396262520000,,false
BikePoints_774,300098,false,"Hurlingham Park, Parsons Green",true,1396265880000,,false
BikePoints_775,300101,false,"Little Brook Green, Brook Green",true,1396270320000,,false
BikePoints_776,300099,false,"Abyssinia Close, Clapham Junction",true,1396273320000,,false
BikePoints_777,300100,false,"Limburg Road, Clapham Junction",true,1406282940000,,false
BikePoints_779,200072,false,"Houndsditch, Aldgate",true,1435313700000,,false
BikePoints_780,300070,false,"Imperial Wharf Station, Sands End",true,1439455200000,,false
BikePoints_781,300032,false,"Victoria & Albert Museum, South Kensington",true,1446485340000,,false
BikePoints_782,300210,false,"Halford Road, West Kensington",true,1446485820000,,false
BikePoints_783,300213,false,"Monier Road, Hackney Wick",true,1448529660000,,false
