install_date,temporary,common_name,locked,place_id,removal_date,terminal_name,installed
1396265880000,false,"Hurlingham Park, Parsons Green",false,BikePoints_774,,300098,true
1396270320000,false,"Little Brook Green, Brook Green",false,BikePoints_775,,300101,true
1396273320000,false,"Abyssinia Close, Clapham Junction",false,BikePoints_776,,300099,true
1406282940000,false,"Limburg Road, Clapham Junction",false,BikePoints_777,,300100,true
1435313700000,false,"Houndsditch, Aldgate",false,BikePoints_779,,200072,true
1439455200000,false,"Imperial Wharf Station, Sands End",false,BikePoints_780,,300070,true
1446485340000,false,"Victoria & Albert Museum, South Kensington",false,BikePoints_781,,300032,true
1446485820000,false,"Halford Road, West Kensington",false,BikePoints_782,,300210,true
1279026060000,false,"Tanner Street, Bermondsey",false,BikePoints_85,,000994,true
1279027140000,false,"Sancroft Street, Vauxhall",false,BikePoints_86,,003434,true
1279027680000,false,"Devonshire Square, Liverpool Street",false,BikePoints_87,,003438,true
1279028280000,false,"Bayley Street , Bloomsbury",false,BikePoints_88,,001006,true
1279029360000,false,"Tavistock Place, Bloomsbury",false,BikePoints_89,,003439,true
1279030020000,false,"Harrington Square 1, Camden Town",false,BikePoints_90,,001038,true
1279036740000,false,"Walnut Tree Walk, Vauxhall",false,BikePoints_91,,001076,true
1279037040000,false,"Borough Road, Elephant & Castle",false,BikePoints_92,,001082,true
1279037760000,false,"Cloudesley Road, Angel",false,BikePoints_93,,002586,true
1279038420000,false,"Bricklayers Arms, Borough",false,BikePoints_94,,001070,true
1279096980000,false,"Falkirk Street, Hoxton",false,BikePoints_96,,001047,true
1279097580000,false,"Gloucester Road (North), Kensington",false,BikePoints_97,,003447,true
1279099080000,false,"Hampstead Road, Euston",false,BikePoints_98,,000972,true
1279099680000,false,"Old Quebec Street, Marylebone",false,BikePoints_99,,001085,true
1279099860000,false,"Albert Embankment, Vauxhall",false,BikePoints_100,,001059,true
1279102680000,false,"Queen Street 1, Bank",false,BikePoints_101,,000999,true
1279102860000,false,"Jewry Street, Aldgate",false,BikePoints_102,,001045,true
1279103520000,false,"Vicarage Gate, Kensington",false,BikePoints_103,,003441,true
1279103760000,false,"Crosswall, Tower",false,BikePoints_104,,000991,true
1279105320000,false,"Westbourne Grove, Bayswater",false,BikePoints_105,,001041,true
1279106880000,false,"Woodstock Street, Mayfair",false,BikePoints_106,,001042,true
1279107480000,false,"Finsbury Leisure Centre, St. Luke's",false,BikePoints_107,,001049,true
1279107720000,false,"Abbey Orchard Street, Westminster",false,BikePoints_108,,003429,true
1279108320000,false,"Soho Square , Soho",false,BikePoints_109,,001052,true
1279108920000,false,"Wellington Road, St. John's Wood",false,BikePoints_110,,001055,true
1279109160000,false,"Park Lane , Hyde Park",false,BikePoints_111,,001037,true
1279116600000,false,"Gloucester Road (Central), South Kensington",false,BikePoints_113,,003435,true
1279119900000,false,"Park Road (Baker Street), The Regent's Park",false,BikePoints_114,,001050,true
1279120680000,false,"Braham Street, Aldgate",false,BikePoints_115,,001062,true
1279122360000,false,"Little Argyll Street, West End",false,BikePoints_116,,000995,true
1279124220000,false,"Lollard Street, Vauxhall",false,BikePoints_117,,000998,true
1279124520000,false,"Rochester Row, Westminster",false,BikePoints_118,,003457,true
1279124760000,false,"Bath Street, St. Luke's",false,BikePoints_119,,000964,true
1279187040000,false,"The Guildhall, Guildhall",false,BikePoints_120,,001044,true
1279189200000,false,"Baker Street, Marylebone",false,BikePoints_121,,001086,true
1279190040000,false,"Norton Folgate, Liverpool Street",false,BikePoints_122,,001068,true
1279191300000,false,"St. John Street, Finsbury",false,BikePoints_123,,000992,true
1279191540000,false,"Eaton Square, Belgravia",false,BikePoints_124,,001069,true
1279192200000,false,"Borough High Street, The Borough",false,BikePoints_125,,000996,true
1279193340000,false,"Museum of London, Barbican",false,BikePoints_126,,001043,true
1279193520000,false,"Wood Street, Guildhall",false,BikePoints_127,,001063,true
1279194060000,false,"Emperor's Gate, South Kensington",false,BikePoints_128,,001116,true
1279198500000,false,"Golden Square, Soho",false,BikePoints_129,,003451,true
1279198800000,false,"Tower Gardens , Tower",false,BikePoints_130,,001071,true
1279199280000,false,"Eversholt Street , Camden Town",false,BikePoints_131,,001005,true
1279199520000,false,"Bethnal Green Road, Shoreditch",false,BikePoints_132,,000973,true
1279200240000,false,"Derry Street, Kensington",false,BikePoints_133,,003436,true
1279200900000,false,"Wapping High Street, Wapping",false,BikePoints_134,,001039,true
1279201080000,false,"Clerkenwell Green, Clerkenwell",false,BikePoints_135,,001053,true
1279201200000,false,"Queen Victoria Street, St. Paul's",false,BikePoints_136,,001048,true
1279205220000,false,"Green Street, Mayfair",false,BikePoints_138,,003464,true
1279205460000,false,"Lambeth Road, Vauxhall",false,BikePoints_139,,001078,true
1279205580000,false,"Finsbury Square , Moorgate",false,BikePoints_140,,001056,true
1279210980000,false,"Chapel Place, Marylebone",false,BikePoints_141,,001003,true
1279211220000,false,"West Cromwell Road, Earl's Court",false,BikePoints_142,,001001,true
1279211400000,false,"Pont Street, Knightsbridge",false,BikePoints_143,,001114,true
1279211580000,false,"Kennington Cross, Kennington",false,BikePoints_144,,001093,true
1279212180000,false,"Ilchester Place, Kensington",false,BikePoints_145,,001115,true
1279212360000,false,"Vauxhall Bridge , Pimlico",false,BikePoints_146,,001046,true
,false,"Tachbrook Street, Victoria",false,BikePoints_148,,000965,true
1279215360000,false,"Kennington Road Post Office, Oval",false,BikePoints_149,,001073,true
1279215540000,false,"Holy Trinity Brompton, Knightsbridge",false,BikePoints_150,,001002,true
1279215720000,false,"Chepstow Villas, Notting Hill",false,BikePoints_151,,001120,true
1279215900000,false,"Hampton Street, Walworth",false,BikePoints_152,,001118,true
1279216080000,false,"Bayswater Road, Hyde Park",false,BikePoints_153,,001096,true
,false,"Waterloo Station 3, Waterloo",false,BikePoints_154,,001072,true
1279272660000,false,"Lexham Gardens, Kensington",false,BikePoints_155,,001121,true
1279273080000,false,"New Kent Road, The Borough",false,BikePoints_156,,000966,true
1279273200000,false,"Wright's Lane, Kensington",false,BikePoints_157,,001094,true
1279273320000,false,"Trebovir Road, Earl's Court",false,BikePoints_158,,001113,true
1279274280000,false,"Waterloo Place, St. James's",false,BikePoints_160,,003458,true
1279286940000,false,"Guildhouse Street, Victoria",false,BikePoints_161,,003478,true
1279287120000,false,"Southampton Place, Holborn",false,BikePoints_162,,001123,true
