common_name,place_id,locked,temporary,terminal_name,install_date,installed,removal_date
"Aberdeen Place, St. John's Wood",BikePoints_394,false,false,002698,,true,
"Cadogan Gardens, Chelsea",BikePoints_395,false,false,002695,1298908800000,true,
"Shouldham Street, Marylebone",BikePoints_396,false,false,002693,1299075120000,true,
"Devonshire Terrace, Bayswater",BikePoints_397,false,false,001227,1299075900000,true,
"Holland Park, Kensington",BikePoints_398,false,false,010631,1299076440000,true,
"Brick Lane Market, Shoreditch",BikePoints_399,false,false,002687,1299582900000,true,
"George Street, Marylebone",BikePoints_400,false,false,001225,1299583260000,true,
"Columbia Road, Shoreditch",BikePoints_401,false,false,002701,1299592500000,true,
"Penfold Street, Marylebone",BikePoints_402,false,false,010625,1299592860000,true,
"George Place Mews, Marylebone",BikePoints_403,false,false,010630,1299593640000,true,
"Palace Gate, Kensington Gardens",BikePoints_404,false,false,001110,1299669180000,true,
"Gloucester Road Station, South Kensington",BikePoints_405,false,false,001107,1299669300000,true,
"Sun Street, Liverpool Street",BikePoints_408,false,false,001129,,true,
"Strata, Elephant & Castle",BikePoints_409,false,false,010624,,true,
"Edgware Road Station, Marylebone",BikePoints_410,false,false,001058,,true,
"Rotherhithe Roundabout, Rotherhithe",BikePoints_411,false,false,010629,,true,
"Cleaver Street, Kennington",BikePoints_412,false,false,010628,1302006180000,true,
"Chelsea Bridge, Pimlico",BikePoints_419,false,false,022160,1308735300000,true,
"Southwark Station 1, Southwark",BikePoints_420,false,false,022162,1309258380000,true,
"Southwark Station 2, Southwark",BikePoints_421,false,false,022163,1309258440000,true,
"Eaton Square (South), Belgravia",BikePoints_423,false,false,022164,1309860240000,true,
"Ebury Bridge, Pimlico",BikePoints_424,false,false,022159,1324551120000,true,
"Vincent Street, Pimlico",BikePoints_426,false,false,022161,1310463720000,true,
"Cheapside, Bank",BikePoints_427,false,false,022180,1310725680000,true,
"Exhibition Road, Knightsbridge",BikePoints_428,false,false,022179,1318496100000,true,
"South Parade, Chelsea",BikePoints_430,false,false,022182,1324549980000,true,
"Crinan Street, King's Cross",BikePoints_431,false,false,022183,1323355020000,true,
"Charlotte Terrace, Angel",BikePoints_697,false,false,200129,1384251120000,true,
"Shoreditch Court, Haggerston",BikePoints_698,false,false,200121,1384254300000,true,
"Belford House, Haggerston",BikePoints_699,false,false,200057,1384256040000,true,
"Battersea Church Road, Battersea",BikePoints_700,false,false,200201,1384343280000,true,
"Vicarage Crescent, Battersea",BikePoints_701,false,false,200077,1384345080000,true,
"Durant Street, Bethnal Green",BikePoints_702,false,false,200213,1384345860000,true,
"St. Bride Street, Holborn",BikePoints_703,false,false,200094,1384357800000,true,
"Mexfield Road, East Putney",BikePoints_704,false,false,200063,1384443480000,true,
"Upper Richmond Road, Putney",BikePoints_705,false,true,300042,1384453020000,true,1539845700000
"Snowsfields, London Bridge",BikePoints_706,false,false,200193,1384420920000,true,
"Barons Court Station, West Kensington",BikePoints_707,false,false,200197,1384435680000,true,
"Disraeli Road, Putney",BikePoints_708,false,false,200217,1384530180000,true,
"Montserrat Road , Putney",BikePoints_709,false,false,200205,1384510140000,true,
"Albert Bridge Road, Battersea Park",BikePoints_710,false,false,300045,1384520580000,true,
"Everington Street, Fulham",BikePoints_711,false,false,300028,1384791540000,true,
"Mile End Stadium, Mile End",BikePoints_712,false,false,300056,1384797120000,true,
"Hawley Crescent, Camden Town",BikePoints_713,false,false,200122,1384774620000,true,
"Stewart's Road, Wandsworth Road",BikePoints_714,false,false,300055,1384865400000,true,
"Aylward Street, Stepney",BikePoints_715,false,false,300049,1384868460000,true,
"Dunston Road , Haggerston",BikePoints_717,false,false,300024,1384952400000,true,
"Ada Street, Hackney Central",BikePoints_718,false,false,300040,1384962840000,true,
"Victoria Park Road, Hackney Central",BikePoints_719,false,false,300011,1384968480000,true,
"Star Road, West Kensington",BikePoints_720,false,false,300038,1385025840000,true,
"Wendon Street, Old Ford",BikePoints_721,false,false,300039,1385028480000,true,
"Finnis Street, Bethnal Green",BikePoints_722,false,false,300041,1385028600000,true,
"Stephendale Road, Sands End",BikePoints_723,false,false,300053,1385035380000,true,
"Alma Road, Wandsworth",BikePoints_724,false,false,300046,1385125380000,true,
"Walworth Square, Walworth",BikePoints_725,false,false,300050,1563352500000,true,
"Alfreda Street, Battersea Park",BikePoints_726,false,false,300047,1385128740000,true,
"Chesilton Road, Fulham",BikePoints_727,false,false,300054,1385132160000,true,
"Putney Bridge Road, East Putney",BikePoints_728,false,false,300044,1385466780000,true,
"St. Peter's Terrace, Fulham",BikePoints_729,false,false,300043,1385391300000,true,
"Bridge Avenue, Hammersmith",BikePoints_730,false,false,300082,1385132580000,true,
"Michael Road, Walham Green",BikePoints_731,false,false,300095,1385394720000,true,
"Duke Street Hill, London Bridge",BikePoints_732,false,false,300083,1385458020000,true,
"Park Lane, Mayfair",BikePoints_733,false,false,300093,1385460840000,true,
"Plough Terrace, Clapham Junction",BikePoints_734,false,false,300094,1385464500000,true,
"Grant Road East, Clapham Junction",BikePoints_735,false,false,200120,1385383080000,true,
"Queensdale Road, Shepherd's Bush",BikePoints_736,false,false,300088,1385472900000,true,
"Fulham Broadway, Walham Green",BikePoints_737,false,false,300086,1385554620000,true,
"Imperial Road, Sands End",BikePoints_738,false,false,300087,1385563380000,true,
"Hortensia Road, West Brompton",BikePoints_739,false,false,300091,1385631000000,true,
"Sirdar Road, Avondale",BikePoints_740,false,false,300084,1385635440000,true,
"Freston Road, Avondale",BikePoints_741,false,false,300085,1385640120000,true,
"Blenheim Crescent, Ladbroke Grove",BikePoints_742,false,false,300090,1385649540000,true,
"Oxford Road, Putney",BikePoints_743,false,false,300078,1385723700000,true,
"Ingrave Street, Clapham Junction",BikePoints_744,false,false,300077,1385729760000,true,
"Upcerne Road, West Chelsea",BikePoints_745,false,false,300075,1385740020000,true,
"Lots Road, West Chelsea",BikePoints_746,false,false,300076,1385985720000,true,
"Ormonde Gate, Chelsea",BikePoints_747,false,false,300089,1385997240000,true,
"Hertford Road, De Beauvoir Town",BikePoints_748,false,false,300092,1386159900000,true,
"Haggerston Road, Haggerston",BikePoints_749,false,false,300081,1386172440000,true,
"Culvert Road, Battersea",BikePoints_750,false,false,300080,1386240360000,true,
"Newton Street, Covent Garden",BikePoints_751,false,false,300074,1386250800000,true,
"London Street, Paddington",BikePoints_752,false,false,300079,1650364320000,true,
"Grenfell Road, Avondale",BikePoints_754,false,false,300067,1389003540000,true,
"The Vale, Chelsea",BikePoints_755,false,false,300058,1389008580000,true,
"Prince of Wales Drive, Battersea Park",BikePoints_756,false,false,300073,1390223040000,true,
"Harcourt Terrace, West Brompton",BikePoints_757,false,false,300069,1389094260000,true,
"Westbourne Park Road, Portobello",BikePoints_758,false,false,300057,1389178020000,true,
"Broadley Terrace, Marylebone",BikePoints_759,false,false,300072,1389627480000,true,
"Humbolt Road, Fulham",BikePoints_761,false,false,300068,1389781800000,true,
"Storey's Gate, Westminster",BikePoints_762,false,false,200202,1392039000000,true,
"Mile End Park Leisure Centre, Mile End",BikePoints_763,false,false,300027,1392043020000,true,
"St. John's Road, Clapham Junction",BikePoints_764,false,false,200185,1392633480000,true,
"Ranelagh Gardens, Fulham",BikePoints_765,false,false,300064,1392986940000,true,
"Ram Street, Wandsworth",BikePoints_766,false,false,200079,1392894840000,true,
"Santos Road, Wandsworth",BikePoints_767,false,false,200177,1393406280000,true,
"Clapham Common North Side, Clapham Common",BikePoints_768,false,false,300065,1393494060000,true,
"Sandilands Road, Walham Green",BikePoints_769,false,false,300001,1393939560000,true,
"Gwendwr Road, West Kensington",BikePoints_770,false,false,300097,1394099280000,true,
"Rifle Place, Avondale",BikePoints_771,false,false,300007,1394018400000,true,
"Binfield Road, Stockwell",BikePoints_772,false,false,300015,1396442100000,true,
"Tallis Street, Temple",BikePoints_773,false,false,300096,1396262520000,true,
"Hurlingham Park, Parsons Green",BikePoints_774,false,false,300098,1396265880000,true,
"Little Brook Green, Brook Green",BikePoints_775,false,false,300101,1396270320000,true,
"Abyssinia Close, Clapham Junction",BikePoints_776,false,false,300099,1396273320000,true,
"Limburg Road, Clapham Junction",BikePoints_777,false,false,300100,1406282940000,true,
"Houndsditch, Aldgate",BikePoints_779,false,false,200072,1435313700000,true,
"Imperial Wharf Station, Sands End",BikePoints_780,false,false,300070,1439455200000,true,
"Porchester Place, Paddington",BikePoints_169,false,false,003477,1279289760000,true,
"Hardwick Street, Clerkenwell",BikePoints_170,false,false,001057,1279290180000,true,
"Collingham Gardens, Earl's Court",BikePoints_171,false,false,003459,1279291200000,true,
"Sumner Place, South Kensington",BikePoints_172,false,false,001124,1279291500000,true,
"Waterloo Road, South Bank",BikePoints_173,false,false,001176,1279292700000,true,
"Strand, Strand",BikePoints_174,false,false,001100,1279295940000,true,
"Worship Street, Shoreditch",BikePoints_175,false,false,000997,1529674980000,true,
"Gloucester Terrace, Bayswater",BikePoints_176,false,false,001173,1279297560000,true,
"Ashley Place, Victoria",BikePoints_177,false,false,001122,1279297740000,true,
"Warwick Square, Pimlico",BikePoints_178,false,false,003460,1279297920000,true,
"North Audley Street, Mayfair",BikePoints_180,false,false,001126,1279298220000,true,
"Belgrave Square, Belgravia",BikePoints_181,false,false,003473,1279298460000,true,
"Bell Street , Marylebone",BikePoints_182,false,false,001166,1279363140000,true,
"Riverlight North, Nine Elms",BikePoints_183,false,false,001165,1279364160000,true,
"Portland Place, Marylebone",BikePoints_184,false,false,001164,1279364280000,true,
"Alderney Street, Pimlico",BikePoints_185,false,false,001174,1279365360000,true,
"South Wharf Road, Paddington",BikePoints_186,false,false,001167,1279365480000,true,
"Queen's Gate (South), South Kensington",BikePoints_187,false,false,001172,1279365720000,true,
"Nutford Place, Marylebone",BikePoints_188,false,false,001112,1279376760000,true,
"Claremont Square, Angel",BikePoints_189,false,false,001104,1279377180000,true,
"Rampayne Street, Pimlico",BikePoints_190,false,false,001106,1279381080000,true,
"Hyde Park Corner, Hyde Park",BikePoints_191,false,false,001075,1279383120000,true,
"Wardour Street, Soho",BikePoints_192,false,false,001163,1279383300000,true,
"Bankside Mix, Bankside",BikePoints_193,false,false,000963,1279392479356,true,
"Hop Exchange, The Borough",BikePoints_194,false,false,000960,1279392479395,true,
"Milroy Walk, South Bank",BikePoints_195,false,false,000959,1279392479432,true,
"Union Street, The Borough",BikePoints_196,false,false,000961,1279392479471,true,
"Stamford Street, South Bank",BikePoints_197,false,false,000962,1279392479520,true,
"Great Tower Street, Monument",BikePoints_199,false,false,001080,1279441800000,true,
"LMU Commercial Road, Whitechapel",BikePoints_200,false,false,001105,1279441920000,true,
"Dorset Square, Marylebone",BikePoints_201,false,false,001162,1279444080000,true,
"Leman Street, Aldgate",BikePoints_202,false,false,001102,1279444320000,true,
"West Smithfield Rotunda, Farringdon",BikePoints_203,false,false,001040,1279445580000,true,
"Margery Street, Clerkenwell",BikePoints_204,false,false,003468,1279466640000,true,
"New Road 1 , Whitechapel",BikePoints_206,false,false,001171,1279471380000,true,
"Grosvenor Crescent, Belgravia",BikePoints_207,false,false,001169,1279558140000,true,
"Mallory Street, Marylebone",BikePoints_208,false,false,001175,1279472580000,true,
"Denyer Street, Knightsbridge",BikePoints_209,false,false,003454,1279529160000,true,
"Hinde Street, Marylebone",BikePoints_210,false,false,003476,1279535160000,true,
"Cadogan Place, Knightsbridge",BikePoints_211,false,false,003469,1279535820000,true,
"Campden Hill Road, Notting Hill",BikePoints_212,false,false,003487,1279536840000,true,
"Wellington Arch, Hyde Park",BikePoints_213,false,false,001109,1279537020000,true,
"Endsleigh Gardens, Euston",BikePoints_214,false,false,001079,1279537200000,true,
"Moorfields, Moorgate",BikePoints_215,false,false,001092,1279537380000,true,
"Old Brompton Road, South Kensington",BikePoints_216,false,false,003479,1279537920000,true,
"Wormwood Street, Liverpool Street",BikePoints_217,false,false,002587,1279538040000,true,
"St. Luke's Church, Chelsea",BikePoints_218,false,false,003486,1279543740000,true,
"Bramham Gardens, Earl's Court",BikePoints_219,false,false,001183,1279545900000,true,
"Chelsea Green, Chelsea",BikePoints_220,false,false,001179,1279546320000,true,
"Horseferry Road, Westminster",BikePoints_221,false,false,001170,1279552200000,true,
"Knightsbridge, Hyde Park",BikePoints_222,false,false,001101,1279614120000,true,
"Rodney Road , Walworth",BikePoints_223,false,false,003481,1279614420000,true,
"Queensway, Kensington Gardens",BikePoints_224,false,false,001150,1279615020000,true,
"Notting Hill Gate Station, Notting Hill",BikePoints_225,false,false,001182,1279616280000,true,
"Charles II Street, West End",BikePoints_226,false,false,003488,1279616520000,true,
"Great Percy Street, Clerkenwell",BikePoints_227,false,false,003470,1279616700000,true,
"St. James's Square, St. James's",BikePoints_228,false,false,001067,1279616880000,true,
"Whitehall Place, Strand",BikePoints_229,false,false,001151,1279617780000,true,
"Poured Lines, Bankside",BikePoints_230,false,false,001144,1279618020000,true,
"Queen's Gate (Central), South Kensington",BikePoints_231,false,false,001089,1279622820000,true,
"Carey Street, Holborn",BikePoints_232,false,false,001139,1279623240000,true,
"Pall Mall East, West End",BikePoints_233,false,false,001153,1279624260000,true,
"Liverpool Road (N1 Centre), Angel",BikePoints_234,false,false,001081,1279624680000,true,
"Kennington Road  , Vauxhall",BikePoints_235,false,false,001154,1279625640000,true,
"Fashion Street, Whitechapel",BikePoints_236,false,false,003483,1279625940000,true,
"Dock Street, Wapping",BikePoints_237,false,false,003467,1279799040000,true,
"Frampton Street, Paddington",BikePoints_238,false,false,001099,1279627920000,true,
"Warren Street Station, Euston",BikePoints_239,false,false,001090,1279628160000,true,
"Colombo Street, Southwark",BikePoints_240,false,false,003472,1279628280000,true,
"Beaumont Street, Marylebone",BikePoints_242,false,false,003482,1279628640000,true,
"Gloucester Street, Pimlico",BikePoints_243,false,false,001103,1279628940000,true,
"Earnshaw Street , Covent Garden",BikePoints_244,false,false,001145,1279629240000,true,
"Grosvenor Road, Pimlico",BikePoints_245,false,false,001140,1279629660000,true,
"Berry Street, Clerkenwell",BikePoints_246,false,false,001159,1279639740000,true,
"St. John's Wood Church, The Regent's Park",BikePoints_247,false,false,001091,1279639920000,true,
"Triangle Car Park, Hyde Park",BikePoints_248,false,false,001088,1279640160000,true,
"Harper Road, The Borough",BikePoints_249,false,false,001137,1279640400000,true,
"Royal Avenue 1, Chelsea",BikePoints_250,false,false,003440,1279641000000,true,
"Brushfield Street, Liverpool Street",BikePoints_251,false,false,001161,1279700160000,true,
"Jubilee Gardens, South Bank",BikePoints_252,false,false,001111,1279700640000,true,
"Bancroft Road, Bethnal Green",BikePoints_520,false,false,200234,,true,
"Driffield Road, Old Ford",BikePoints_521,false,false,200030,,true,
"Clinton Road, Mile End",BikePoints_522,false,false,200161,,true,
"Langdon Park, Poplar",BikePoints_523,false,false,200160,,true,
"Lancaster Gate , Bayswater",BikePoints_524,false,false,200017,1328515080000,true,
"Blythe Road, Olympia",BikePoints_525,false,false,200153,1643301180000,true,
"Lancaster Drive, Blackwall",BikePoints_526,false,false,200143,,true,
"Hansard Mews, Holland Park",BikePoints_527,false,false,200154,1328777280000,true,
"Clarges Street, Mayfair",BikePoints_528,false,false,200088,1328777880000,true,
"Manresa Road, Chelsea",BikePoints_529,false,false,200010,,true,
"Newby Place, Poplar",BikePoints_530,false,false,200146,,true,
"Twig Folly Bridge, Mile End",BikePoints_531,false,false,200167,1328778840000,true,
"Jubilee Plaza, Canary Wharf",BikePoints_532,false,false,200163,1328886360000,true,
"Wellington Row, Bethnal Green",BikePoints_533,false,false,200165,,true,
"Goldsmith's Row, Haggerston",BikePoints_534,false,false,200159,,true,
"Gloucester Avenue, Camden Town",BikePoints_535,false,false,200145,,true,
"Queensbridge Road, Haggerston",BikePoints_536,false,false,200024,,true,
"Old Montague Street, Whitechapel",BikePoints_537,false,false,200239,1330352880000,true,
"Naval Row, Blackwall",BikePoints_538,false,false,200050,,true,
"Hoxton Station, Hoxton",BikePoints_539,false,false,200151,,true,
"Albany Street, The Regent's Park",BikePoints_540,false,false,200134,,true,
"Green Park Station, Mayfair",BikePoints_541,false,false,200096,,true,
"Salmon Lane, Limehouse",BikePoints_542,false,false,200147,,true,
"Lansdowne Walk, Ladbroke Grove",BikePoints_543,false,false,200065,,true,
"Percival Street, Finsbury",BikePoints_544,false,false,200051,,true,
"Arlington Road, Camden Town",BikePoints_545,false,false,200070,,true,
"New Fetter Lane, Holborn",BikePoints_546,false,false,200044,,true,
"East India DLR, Blackwall",BikePoints_547,false,false,200127,,true,
"Westminster Bridge Road, Elephant & Castle",BikePoints_548,false,false,200076,,true,
"Gaywood  Street, Elephant & Castle",BikePoints_549,false,false,200132,,true,
"Harford Street, Mile End",BikePoints_550,false,false,200102,,true,
"Import Dock, Canary Wharf",BikePoints_551,false,false,200066,1330071720000,true,
"Watney Street, Shadwell",BikePoints_552,false,false,200149,,true,
"Regent's Row , Haggerston",BikePoints_553,false,false,200064,,true,
"Aberfeldy Street, Poplar",BikePoints_554,false,false,200078,,true,
"Heron Quays DLR, Canary Wharf",BikePoints_556,false,false,200138,,true,
"King Edward Street, St Pauls",BikePoints_557,false,false,200203,,true,
"Page Street, Westminster",BikePoints_558,false,false,200048,1399635120000,true,
"Abbotsbury Road, Holland Park",BikePoints_559,false,false,200111,,true,
"Ladbroke Grove Central, Ladbroke Grove",BikePoints_560,false,false,200015,,true,
"Rectory Square, Stepney",BikePoints_561,false,false,200037,1330503540000,true,
"Bury Place, Holborn",BikePoints_562,false,false,200074,1330503420000,true,
"Preston's Road, Cubitt Town",BikePoints_563,false,false,200232,,true,
"Somerset House, Strand",BikePoints_564,false,false,200068,,true,
"Selby Street, Whitechapel",BikePoints_565,false,false,200135,,true,
"Westfield Ariel Way, White City",BikePoints_566,false,false,200141,1330937940000,true,
"Bishop's Bridge Road West, Bayswater",BikePoints_568,false,false,200110,,true,
"Pitfield Street Central, Hoxton",BikePoints_569,false,false,200248,,true,
"Upper Bank Street, Canary Wharf",BikePoints_570,false,false,200099,1330773180000,true,
"Westfield Southern Terrace ,Shepherd's Bush",BikePoints_571,false,false,200061,1330620180000,true,
"Greenland Road, Camden Town",BikePoints_572,false,false,200026,,true,
"Limerston Street, West Chelsea",BikePoints_573,false,false,200001,1331796060000,true,
"Eagle Wharf Road, Hoxton",BikePoints_574,false,false,200246,1333618560000,true,
"Alpha Grove, Millwall",BikePoints_576,false,false,200109,,true,
"Globe Town Market, Bethnal Green",BikePoints_577,false,false,200247,,true,
"Hollybush Gardens, Bethnal Green",BikePoints_578,false,false,200244,1330444680000,true,
"Queen Street 2, Bank",BikePoints_579,false,false,200128,,true,
"Doddington Grove, Kennington",BikePoints_580,false,false,200084,1392208500000,true,
"New Cavendish Street, Marylebone",BikePoints_581,false,false,200005,1331883540000,true,
"Abingdon Green, Westminster",BikePoints_583,false,false,200231,,true,
"Ilchester Gardens, Bayswater",BikePoints_584,false,false,200086,,true,
"Mudchute DLR, Cubitt Town",BikePoints_586,false,false,200092,1331797200000,true,
"Monument Street, Monument",BikePoints_587,false,false,200101,1332406320000,true,
"Hoxton Street, Hoxton",BikePoints_588,false,false,200071,1330937820000,true,
"Drayton Gardens, West Chelsea",BikePoints_589,false,false,200060,,true,
"Greenberry Street, St.John's Wood",BikePoints_590,false,false,200236,,true,
"Bishop's Bridge Road East, Bayswater",BikePoints_592,false,false,200108,,true,
"Northdown Street, King's Cross",BikePoints_593,false,false,200058,,true,
"Kingsway Southbound, Strand",BikePoints_594,false,false,200226,1331710680000,true,
"Hammersmith Road, Hammersmith",BikePoints_595,false,false,200142,,true,
"Parson's Green , Parson's Green",BikePoints_596,false,false,200237,,true,
"Fulham Park Road, Fulham",BikePoints_597,false,false,200229,,true,
"Southerton Road, Hammersmith",BikePoints_598,false,false,200166,1501544700000,true,
"Manbre Road, Hammersmith",BikePoints_599,false,false,200235,,true,
"South Lambeth Road, Vauxhall",BikePoints_600,false,false,200133,,true,
"BBC White City, White City",BikePoints_601,false,false,200136,,true,
"Union Grove, Wandsworth Road",BikePoints_602,false,false,200211,,true,
"Caldwell Street, Stockwell",BikePoints_603,false,false,200137,,true,
"St Martins Close, Camden Town",BikePoints_604,false,false,200195,,true,
"Seymour Place, Marylebone",BikePoints_605,false,false,200198,,true,
"Addison Road, Holland Park",BikePoints_606,false,false,200218,,true,
"Putney Bridge Station, Fulham",BikePoints_607,false,false,200125,,true,
"Colet Gardens, Hammersmith",BikePoints_608,false,false,200224,,true,
"Sugden Road, Clapham",BikePoints_609,false,false,200208,1380109980000,true,
"Danvers Street, West Chelsea",BikePoints_610,false,false,200222,1380113460000,true,
"Princedale Road , Holland Park",BikePoints_611,false,false,200067,1380203940000,true,
"Wandsworth Rd, Isley Court, Wandsworth Road",BikePoints_612,false,false,200175,1380294600000,true,
"Woodstock Grove, Shepherd's Bush",BikePoints_613,false,false,200214,1380211860000,true,
"Shoreditch Park, Hoxton",BikePoints_253,false,false,001051,1279700820000,true,
"Chadwell Street, Angel",BikePoints_254,false,false,003471,1279700940000,true,
"Clifton Road, Maida Vale",BikePoints_255,false,false,001147,1279702560000,true,
"Houghton Street, Strand",BikePoints_256,false,false,003484,1279708020000,true,
"Westminster University, Marylebone",BikePoints_257,false,false,001194,1279708140000,true,
"Kensington Gore, Knightsbridge",BikePoints_258,false,false,001193,1279708380000,true,
"Bourne Street, Belgravia",BikePoints_259,false,false,001180,1279709100000,true,
"Broadwick Street, Soho",BikePoints_260,false,false,003489,1279711020000,true,
"Princes Square, Bayswater",BikePoints_261,false,false,003491,1279711200000,true,
"LSBU (Borough Road), Elephant & Castle",BikePoints_262,false,false,001095,1279711620000,true,
"St. Mary Axe, Aldgate",BikePoints_263,false,false,001184,1279712160000,true,
"Tysoe Street, Clerkenwell",BikePoints_264,false,false,001146,1279712520000,true,
"Southwick Street, Paddington",BikePoints_265,false,false,003490,1279714320000,true,
"Queen's Gate (North), Kensington",BikePoints_266,false,false,001204,1279714560000,true,
"Regency Street, Westminster",BikePoints_267,false,false,001155,1279714740000,true,
"Belgrave Road, Victoria",BikePoints_268,false,false,001087,1279714920000,true,
"Empire Square, The Borough",BikePoints_269,false,false,001209,1279715100000,true,
"London Zoo,  The Regent's Park",BikePoints_271,false,false,001136,1279720920000,true,
"Baylis Road, Waterloo",BikePoints_272,false,false,001133,1279721220000,true,
"Belvedere Road 1, South Bank",BikePoints_273,false,false,001186,1279721400000,true,
"Warwick Road, Olympia",BikePoints_274,false,false,001134,1279721580000,true,
"Barbican Centre, Barbican",BikePoints_275,false,false,001191,1279721880000,true,
"Lower Thames Street, Monument",BikePoints_276,false,false,001098,1279723200000,true,
"Kensington Church Street, Kensington",BikePoints_277,false,false,001143,1279723320000,true,
"Tooley Street, Bermondsey",BikePoints_278,false,false,001142,1279723500000,true,
"North Wharf Road, Paddington",BikePoints_279,false,false,001108,1279723740000,true,
"Royal Avenue 2, Chelsea",BikePoints_280,false,false,003462,1279726440000,true,
"Smith Square, Westminster",BikePoints_281,false,false,003480,1279726620000,true,
"Royal London Hospital, Whitechapel",BikePoints_282,false,false,001077,1279726980000,true,
"Kingsway, Covent Garden",BikePoints_283,false,false,001141,1279727220000,true,
"Lambeth North Station, Waterloo",BikePoints_284,false,false,001117,1279727580000,true,
"St. John's Wood Road, St. John's Wood",BikePoints_286,false,false,001187,1279727880000,true,
"Bedford Way, Bloomsbury",BikePoints_287,false,false,001156,1279728060000,true,
"Elizabeth Bridge, Victoria",BikePoints_288,false,false,001138,1279793820000,true,
"South Audley Street, Mayfair",BikePoints_289,false,false,003493,1279794060000,true,
"St Mary's Hospital, Paddington",BikePoints_290,false,false,003496,1279795140000,true,
"Claverton Street, Pimlico",BikePoints_291,false,false,001135,1279800420000,true,
"Montpelier Street, Knightsbridge",BikePoints_292,false,false,001206,1279800600000,true,
"Kensington Olympia Station, Olympia",BikePoints_293,false,false,001214,1279800780000,true,
"St. George's Square, Pimlico",BikePoints_294,false,false,001195,1279800900000,true,
"Swan Street, The Borough",BikePoints_295,false,false,001216,1279801080000,true,
"Knaresborough Place, Earl's Court",BikePoints_296,false,false,200069,1377258960000,true,
"Geraldine Street, Elephant & Castle",BikePoints_297,false,false,003498,1279801560000,true,
"Curlew Street, Shad Thames",BikePoints_298,false,false,001213,1279805640000,true,
"Vincent Square, Westminster",BikePoints_299,false,false,001196,1279808160000,true,
"Serpentine Car Park, Hyde Park",BikePoints_300,false,false,001217,1279808700000,true,
"Marylebone Lane, Marylebone",BikePoints_301,false,false,001152,1279809000000,true,
"Putney Pier, Wandsworth",BikePoints_302,false,false,003492,1279812360000,true,
"Albert Gate, Hyde Park",BikePoints_303,false,false,001132,1279812720000,true,
"Rathbone Street, Fitzrovia",BikePoints_306,false,false,003497,1279816260000,true,
"Black Lion Gate, Kensington Gardens",BikePoints_307,false,false,001157,1279816500000,true,
"Long Lane , Bermondsey",BikePoints_308,false,false,001189,1279816740000,true,
"Embankment (Savoy), Strand",BikePoints_309,false,false,001192,1279875060000,true,
"Black Prince Road, Vauxhall",BikePoints_310,false,false,001205,1279879560000,true,
"Foley Street, Fitzrovia",BikePoints_311,false,false,003494,1279880100000,true,
"Grove End Road, St. John's Wood",BikePoints_312,false,false,001130,1279880340000,true,
"Wells Street, Fitzrovia",BikePoints_313,false,false,003495,1279880520000,true,
"Tyers Gate, Bermondsey",BikePoints_314,false,false,003485,1279884480000,true,
"The Tennis Courts, The Regent's Park",BikePoints_315,false,false,001199,1279884660000,true,
"Warwick Row, Westminster",BikePoints_316,false,false,000968,1279884840000,true,1539845760000
"Dickens Square, Borough",BikePoints_317,false,false,001208,1279885080000,true,
"Sackville Street, Mayfair",BikePoints_318,false,false,001197,1279885320000,true,
"Baldwin Street, St. Luke's",BikePoints_319,false,false,003500,1279890360000,true,
"Queen Mother Sports Centre, Victoria",BikePoints_320,false,false,001148,1279890840000,true,
"Bermondsey Street, Bermondsey",BikePoints_321,false,false,002637,1279891020000,true,
"Palissy Street, Shoreditch",BikePoints_322,false,false,003502,1279891920000,true,
"Clifton Street, Shoreditch",BikePoints_323,false,false,003501,1279892040000,true,
"Ontario Street, Elephant & Castle",BikePoints_324,false,false,001200,1279894920000,true,
"St. Martin's Street, West End",BikePoints_325,false,false,001158,1279896660000,true,
"Graham Street, Angel",BikePoints_326,false,false,001131,1279896840000,true,
"New North Road 1, Hoxton",BikePoints_327,false,false,001128,1280133420000,true,
"New North Road 2, Hoxton",BikePoints_328,false,false,002641,1280133540000,true,
"Prince Albert Road, The Regent's Park",BikePoints_329,false,false,002636,1280133720000,true,
"Eastbourne Mews, Paddington",BikePoints_330,false,false,001203,1280141280000,true,
"Bunhill Row, Moorgate",BikePoints_331,false,false,001211,1280141460000,true,
"Nevern Place, Earl's Court",BikePoints_332,false,false,001210,1280142360000,true,
"Palace Gardens Terrace, Notting Hill",BikePoints_333,false,false,002633,1280142540000,true,
"Concert Hall Approach 1, South Bank",BikePoints_334,false,false,002635,1280147580000,true,
"Tavistock Street, Covent Garden",BikePoints_335,false,false,001207,1280152560000,true,
"London Fields, Hackney Central",BikePoints_614,false,false,200025,1380795000000,true,
"Finlay Street, Fulham",BikePoints_615,false,false,200029,1380288900000,true,
"Aintree Street, Fulham",BikePoints_616,false,false,200098,,true,
"Elysium Place, Fulham",BikePoints_617,false,false,200028,1380531540000,true,
"Eel Brook Common, Walham Green",BikePoints_618,false,false,300003,1380546540000,true,
"Irene Road, Parsons Green",BikePoints_619,false,false,300012,1380552360000,true,
"Surrey Lane, Battersea",BikePoints_620,false,false,300010,1380629040000,true,
"Wandsworth Town Station, Wandsworth",BikePoints_621,false,false,200091,1380899280000,true,
"Lansdowne Road, Ladbroke Grove",BikePoints_622,false,false,200172,1380901680000,true,
"Nantes Close, Wandsworth",BikePoints_623,false,false,200186,1381135320000,true,
