common_name,place_id,locked,temporary,terminal_name,install_date,installed,removal_date
"Courland Grove, Wandsworth Road",BikePoints_624,false,false,200173,1381224240000,true,
"Queen's Circus, Battersea Park",BikePoints_625,false,false,200190,1381227480000,true,
"Normand Park, West Kensington",BikePoints_626,false,false,300008,1381920300000,true,
"Holden Street, Battersea",BikePoints_627,false,false,200007,1381931400000,true,
"William Morris Way, Sands End",BikePoints_628,false,false,200062,1381414980000,true,
"Morie Street, Wandsworth",BikePoints_629,false,false,200187,1381479480000,true,
"Clarence Walk, Stockwell",BikePoints_630,false,false,200194,1381487100000,true,
"Battersea Park Road, Nine Elms",BikePoints_631,false,false,200183,1381245300000,true,
"Sheepcote Lane, Battersea",BikePoints_632,false,false,200176,1381220700000,true,
"Vereker Road, West Kensington",BikePoints_633,false,false,200116,1381402920000,true,
"Brook Green South, Brook Green",BikePoints_634,false,false,300002,1381743780000,true,
"Greyhound Road, Hammersmith",BikePoints_635,false,false,200215,1381756440000,true,
"South Park, Sands End",BikePoints_636,false,false,200180,1381846320000,true,
"Spencer Park, Wandsworth Common",BikePoints_637,false,false,200191,1381933680000,true,
"Falcon Road, Clapham Junction",BikePoints_638,false,false,300014,1381834020000,true,
"Coomer Place, West Kensington",BikePoints_639,false,false,200081,1381835700000,true,
"Silverthorne Road, Battersea",BikePoints_640,false,false,200179,1382010420000,true,
"Archbishop's Park, Waterloo",BikePoints_641,false,false,300025,1381926900000,true,
"Fawcett Close, Battersea",BikePoints_642,false,false,200192,1381934220000,true,
"All Saints' Road, Portobello",BikePoints_643,false,false,300026,1382010720000,true,
"Rainville Road, Hammersmith",BikePoints_644,false,false,200182,1382278560000,true,
"Great Suffolk Street, The Borough",BikePoints_645,false,false,200200,1382110800000,true,
"Buckingham Gate, Westminster",BikePoints_646,false,false,200178,1382084340000,true,
"Richmond Way, Shepherd's Bush",BikePoints_647,false,false,200181,1382347140000,true,
"Peterborough Road, Sands End",BikePoints_648,false,false,200171,1382352840000,true,
"World's End Place, West Chelsea",BikePoints_649,false,false,300009,1382348400000,true,
"St. Mark's Road, North Kensington",BikePoints_650,false,false,300034,1382438520000,true,
"Thorndike Close, West Chelsea",BikePoints_651,false,false,300030,1382441580000,true,
"Evesham Street, Avondale",BikePoints_652,false,false,300022,1381848540000,true,
"Simpson Street, Clapham Junction",BikePoints_653,false,false,200196,1382539860000,true,
"Ashmole Estate, Oval",BikePoints_654,false,false,200223,1382520000000,true,
"Crabtree Lane, Fulham",BikePoints_655,false,false,200221,1382611200000,true,
"Broomhouse Lane, Parsons Green",BikePoints_656,false,false,200040,1382614560000,true,
"Blythe Road West, Shepherd's Bush",BikePoints_657,false,false,200220,1382621400000,true,
"Ethelburga Estate, Battersea Park",BikePoints_658,false,false,300005,1383731100000,true,
"Blackfriars Station, St. Paul's",BikePoints_659,false,false,200212,1382697060000,true,
"West Kensington Station, West Kensington",BikePoints_660,false,false,300020,1382705340000,true,
"All Saints Church, Portobello",BikePoints_661,false,false,300023,1382887680000,true,
"Phene Street, Chelsea",BikePoints_662,false,false,200189,1382866680000,true,
"Clarendon Road, Avondale",BikePoints_663,false,false,200124,1382870040000,true,
"Austin Road, Battersea Park",BikePoints_664,false,false,300013,1382964300000,true,
"Smugglers Way, Wandsworth",BikePoints_665,false,false,200113,1382975700000,true,
"Shepherd's Bush Road North, Shepherd's Bush",BikePoints_667,false,false,200209,1383136140000,true,
"Ravenscourt Park Station, Hammersmith",BikePoints_668,false,false,300037,1383143160000,true,
"Teversham Lane, Stockwell",BikePoints_669,false,false,300036,1383147660000,true,
"Ashley Crescent, Battersea",BikePoints_670,false,false,200169,1383212640000,true,
"Parsons Green Station, Parsons Green",BikePoints_671,false,false,300052,1383217920000,true,
"Hibbert Street, Battersea",BikePoints_673,false,false,300051,1383319500000,true,
"Carnegie Street, King's Cross",BikePoints_674,false,false,300035,,true,
"Usk Road, Clapham Junction",BikePoints_675,false,false,200126,1383322320000,true,
"Hartington Road, Stockwell",BikePoints_676,false,false,200207,1383584400000,true,
"Heath Road, Battersea",BikePoints_677,false,false,200023,1383476160000,true,
"Esmond Street, Putney",BikePoints_678,false,false,200170,1383653580000,true,
"Orbel Street, Battersea",BikePoints_679,false,false,200114,1383661200000,true,
"Westbridge Road, Battersea",BikePoints_680,false,false,200210,1383657480000,true,
"Bishop's Avenue, Fulham",BikePoints_681,false,false,200043,1383733440000,true,
"Crisp Road, Hammersmith",BikePoints_682,false,false,200059,1383738240000,true,
"Dorothy Road, Clapham Junction",BikePoints_683,false,false,200119,1383750420000,true,
"Neville Gill Close, Wandsworth",BikePoints_684,false,false,200188,1383823380000,true,
"Osiers Road, Wandsworth",BikePoints_685,false,false,200219,1383827400000,true,
"Beryl Road, Hammersmith",BikePoints_686,false,false,200097,1383835560000,true,
"Northfields, Wandsworth",BikePoints_688,false,false,200204,1383915240000,true,
"Spanish Road, Clapham Junction",BikePoints_689,false,false,200106,1383918180000,true,
"Stanley Grove, Battersea",BikePoints_690,false,false,200199,1383924660000,true,
"Erin Close, Walham Green",BikePoints_691,false,false,200184,1384763520000,true,
"Cadogan Close, Victoria Park",BikePoints_692,false,false,200112,1384166220000,true,
"Felsham Road, Putney",BikePoints_693,false,false,300019,1384001160000,true,
"Putney Rail Station, Putney",BikePoints_694,false,false,300033,1384004640000,true,
"Islington Green, Angel",BikePoints_695,false,false,300031,1384172820000,true,
"Charing Cross Hospital, Hammersmith",BikePoints_696,false,false,300018,1384180020000,true,
"Kennington Lane Rail Bridge, Vauxhall",BikePoints_270,false,false,001190,1279720380000,true,
