terminal_name,installed,common_name,place_id,install_date,removal_date,temporary,locked
001227,true,"Devonshire Terrace, Bayswater",BikePoints_397,1299075900000,,false,false
010631,true,"Holland Park, Kensington",BikePoints_398,1299076440000,,false,false
002687,true,"Brick Lane Market, Shoreditch",BikePoints_399,1299582900000,,false,false
001225,true,"George Street, Marylebone",BikePoints_400,1299583260000,,false,false
002701,true,"Columbia Road, Shoreditch",BikePoints_401,1299592500000,,false,false
010625,true,"Penfold Street, Marylebone",BikePoints_402,1299592860000,,false,false
010630,true,"George Place Mews, Marylebone",BikePoints_403,1299593640000,,false,false
001110,true,"Palace Gate, Kensington Gardens",BikePoints_404,1299669180000,,false,false
001107,true,"Gloucester Road Station, South Kensington",BikePoints_405,1299669300000,,false,false
001129,true,"Sun Street, Liverpool Street",BikePoints_408,,,false,false
010624,true,"Strata, Elephant & Castle",BikePoints_409,,,false,false
001058,true,"Edgware Road Station, Marylebone",BikePoints_410,,,false,false
010629,true,"Rotherhithe Roundabout, Rotherhithe",BikePoints_411,,,false,false
010628,true,"Cleaver Street, Kennington",BikePoints_412,1302006180000,,false,false
022160,true,"Chelsea Bridge, Pimlico",BikePoints_419,1308735300000,,false,false
022162,true,"Southwark Station 1, Southwark",BikePoints_420,1309258380000,,false,false
022163,true,"Southwark Station 2, Southwark",BikePoints_421,1309258440000,,false,false
022164,true,"Eaton Square (South), Belgravia",BikePoints_423,1309860240000,,false,false
022159,true,"Ebury Bridge, Pimlico",BikePoints_424,1324551120000,,false,false
022161,true,"Vincent Street, Pimlico",BikePoints_426,1310463720000,,false,false
022180,true,"Cheapside, Bank",BikePoints_427,1310725680000,,false,false
022179,true,"Exhibition Road, Knightsbridge",BikePoints_428,1318496100000,,false,false
022182,true,"South Parade, Chelsea",BikePoints_430,1324549980000,,false,false
022183,true,"Crinan Street, King's Cross",BikePoints_431,1323355020000,,false,false
022158,true,"Exhibition Road Museums 1, South Kensington",BikePoints_432,1319448720000,,false,false
200129,true,"Charlotte Terrace, Angel",BikePoints_697,1384251120000,,false,false
200121,true,"Shoreditch Court, Haggerston",BikePoints_698,1384254300000,,false,false
200057,true,"Belford House, Haggerston",BikePoints_699,1384256040000,,false,false
200201,true,"Battersea Church Road, Battersea",BikePoints_700,1384343280000,,false,false
200077,true,"Vicarage Crescent, Battersea",BikePoints_701,1384345080000,,false,false
200213,true,"Durant Street, Bethnal Green",BikePoints_702,1384345860000,,false,false
200094,true,"St. Bride Street, Holborn",BikePoints_703,1384357800000,,false,false
200063,true,"Mexfield Road, East Putney",BikePoints_704,1384443480000,,false,false
300042,true,"Upper Richmond Road, Putney",BikePoints_705,1384453020000,1539845700000,true,false
200193,true,"Snowsfields, London Bridge",BikePoints_706,1384420920000,,false,false
200197,true,"Barons Court Station, West Kensington",BikePoints_707,1384435680000,,false,false
200217,true,"Disraeli Road, Putney",BikePoints_708,1384530180000,,false,false
200205,true,"Montserrat Road , Putney",BikePoints_709,1384510140000,,false,false
300045,true,"Albert Bridge Road, Battersea Park",BikePoints_710,1384520580000,,false,false
300028,true,"Everington Street, Fulham",BikePoints_711,1384791540000,,false,false
300056,true,"Mile End Stadium, Mile End",BikePoints_712,1384797120000,,false,false
200122,true,"Hawley Crescent, Camden Town",BikePoints_713,1384774620000,,false,false
300055,true,"Stewart's Road, Wandsworth Road",BikePoints_714,1384865400000,,false,false
300049,true,"Aylward Street, Stepney",BikePoints_715,1384868460000,,false,false
300024,true,"Dunston Road , Haggerston",BikePoints_717,1384952400000,,false,false
300040,true,"Ada Street, Hackney Central",BikePoints_718,1384962840000,,false,false
300011,true,"Victoria Park Road, Hackney Central",BikePoints_719,1384968480000,,false,false
300038,true,"Star Road, West Kensington",BikePoints_720,1385025840000,,false,false
300039,true,"Wendon Street, Old Ford",BikePoints_721,1385028480000,,false,false
300041,true,"Finnis Street, Bethnal Green",BikePoints_722,1385028600000,,false,false
300053,true,"Stephendale Road, Sands End",BikePoints_723,1385035380000,,false,false
300046,true,"Alma Road, Wandsworth",BikePoints_724,1385125380000,,false,false
300050,true,"Walworth Square, Walworth",BikePoints_725,1563352500000,,false,false
300047,true,"Alfreda Street, Battersea Park",BikePoints_726,1385128740000,,false,false
300054,true,"Chesilton Road, Fulham",BikePoints_727,1385132160000,,false,false
300044,true,"Putney Bridge Road, East Putney",BikePoints_728,1385466780000,,false,false
300043,true,"St. Peter's Terrace, Fulham",BikePoints_729,1385391300000,,false,false
300082,true,"Bridge Avenue, Hammersmith",BikePoints_730,1385132580000,,false,false
300095,true,"Michael Road, Walham Green",BikePoints_731,1385394720000,,false,false
300083,true,"Duke Street Hill, London Bridge",BikePoints_732,1385458020000,,false,false
300093,true,"Park Lane, Mayfair",BikePoints_733,1385460840000,,false,false
300094,true,"Plough Terrace, Clapham Junction",BikePoints_734,1385464500000,,false,false
200120,true,"Grant Road East, Clapham Junction",BikePoints_735,1385383080000,,false,false
300088,true,"Queensdale Road, Shepherd's Bush",BikePoints_736,1385472900000,,false,false
300086,true,"Fulham Broadway, Walham Green",BikePoints_737,1385554620000,,false,false
300087,true,"Imperial Road, Sands End",BikePoints_738,1385563380000,,false,false
300091,true,"Hortensia Road, West Brompton",BikePoints_739,1385631000000,,false,false
300084,true,"Sirdar Road, Avondale",BikePoints_740,1385635440000,,false,false
300085,true,"Freston Road, Avondale",BikePoints_741,1385640120000,,false,false
300090,true,"Blenheim Crescent, Ladbroke Grove",BikePoints_742,1385649540000,,false,false
300078,true,"Oxford Road, Putney",BikePoints_743,1385723700000,,false,false
300077,true,"Ingrave Street, Clapham Junction",BikePoints_744,1385729760000,,false,false
300075,true,"Upcerne Road, West Chelsea",BikePoints_745,1385740020000,,false,false
300076,true,"Lots Road, West Chelsea",BikePoints_746,1385985720000,,false,false
300089,true,"Ormonde Gate, Chelsea",BikePoints_747,1385997240000,,false,false
300092,true,"Hertford Road, De Beauvoir Town",BikePoints_748,1386159900000,,false,false
300081,true,"Haggerston Road, Haggerston",BikePoints_749,1386172440000,,false,false
300080,true,"Culvert Road, Battersea",BikePoints_750,1386240360000,,false,false
300074,true,"Newton Street, Covent Garden",BikePoints_751,1386250800000,,false,false
300079,true,"London Street, Paddington",BikePoints_752,1650364320000,,false,false
300067,true,"Grenfell Road, Avondale",BikePoints_754,1389003540000,,false,false
300058,true,"The Vale, Chelsea",BikePoints_755,1389008580000,,false,false
300073,true,"Prince of Wales Drive, Battersea Park",BikePoints_756,1390223040000,,false,false
300069,true,"Harcourt Terrace, West Brompton",BikePoints_757,1389094260000,,false,false
300057,true,"Westbourne Park Road, Portobello",BikePoints_758,1389178020000,,false,false
300072,true,"Broadley Terrace, Marylebone",BikePoints_759,1389627480000,,false,false
300068,true,"Humbolt Road, Fulham",BikePoints_761,1389781800000,,false,false
200202,true,"Storey's Gate, Westminster",BikePoints_762,1392039000000,,false,false
300027,true,"Mile End Park Leisure Centre, Mile End",BikePoints_763,1392043020000,,false,false
200185,true,"St. John's Road, Clapham Junction",BikePoints_764,1392633480000,,false,false
300064,true,"Ranelagh Gardens, Fulham",BikePoints_765,1392986940000,,false,false
200079,true,"Ram Street, Wandsworth",BikePoints_766,1392894840000,,false,false
200177,true,"Santos Road, Wandsworth",BikePoints_767,1393406280000,,false,false
300065,true,"Clapham Common North Side, Clapham Common",BikePoints_768,1393494060000,,false,false
300001,true,"Sandilands Road, Walham Green",BikePoints_769,1393939560000,,false,false
300097,true,"Gwendwr Road, West Kensington",BikePoints_770,1394099280000,,false,false
300007,true,"Rifle Place, Avondale",BikePoints_771,1394018400000,,false,false
300015,true,"Binfield Road, Stockwell",BikePoints_772,1396442100000,,false,false
300096,true,"Tallis Street, Temple",BikePoints_773,1396262520000,,false,false
300098,true,"Hurlingham Park, Parsons Green",BikePoints_774,1396265880000,,false,false
300101,true,"Little Brook Green, Brook Green",BikePoints_775,1396270320000,,false,false
300099,true,"Abyssinia Close, Clapham Junction",BikePoints_776,1396273320000,,false,false
300100,true,"Limburg Road, Clapham Junction",BikePoints_777,1406282940000,,false,false
200072,true,"Houndsditch, Aldgate",BikePoints_779,1435313700000,,false,false
300070,true,"Imperial Wharf Station, Sands End",BikePoints_780,1439455200000,,false,false
003477,true,"Porchester Place, Paddington",BikePoints_169,1279289760000,,false,false
001057,true,"Hardwick Street, Clerkenwell",BikePoints_170,1279290180000,,false,false
003459,true,"Collingham Gardens, Earl's Court",BikePoints_171,1279291200000,,false,false
001124,true,"Sumner Place, South Kensington",BikePoints_172,1279291500000,,false,false
001176,true,"Waterloo Road, South Bank",BikePoints_173,1279292700000,,false,false
001100,true,"Strand, Strand",BikePoints_174,1279295940000,,false,false
000997,true,"Worship Street, Shoreditch",BikePoints_175,1529674980000,,false,false
001173,true,"Gloucester Terrace, Bayswater",BikePoints_176,1279297560000,,false,false
001122,true,"Ashley Place, Victoria",BikePoints_177,1279297740000,,false,false
003460,true,"Warwick Square, Pimlico",BikePoints_178,1279297920000,,false,false
001126,true,"North Audley Street, Mayfair",BikePoints_180,1279298220000,,false,false
003473,true,"Belgrave Square, Belgravia",BikePoints_181,1279298460000,,false,false
001166,true,"Bell Street , Marylebone",BikePoints_182,1279363140000,,false,false
001165,true,"Riverlight North, Nine Elms",BikePoints_183,1279364160000,,false,false
001164,true,"Portland Place, Marylebone",BikePoints_184,1279364280000,,false,false
001174,true,"Alderney Street, Pimlico",BikePoints_185,1279365360000,,false,false
001167,true,"South Wharf Road, Paddington",BikePoints_186,1279365480000,,false,false
001172,true,"Queen's Gate (South), South Kensington",BikePoints_187,1279365720000,,false,false
001112,true,"Nutford Place, Marylebone",BikePoints_188,1279376760000,,false,false
001104,true,"Claremont Square, Angel",BikePoints_189,1279377180000,,false,false
001106,true,"Rampayne Street, Pimlico",BikePoints_190,1279381080000,,false,false
001075,true,"Hyde Park Corner, Hyde Park",BikePoints_191,1279383120000,,false,false
001163,true,"Wardour Street, Soho",BikePoints_192,1279383300000,,false,false
000963,true,"Bankside Mix, Bankside",BikePoints_193,1279392479356,,false,false
000960,true,"Hop Exchange, The Borough",BikePoints_194,1279392479395,,false,false
000959,true,"Milroy Walk, South Bank",BikePoints_195,1279392479432,,false,false
000961,true,"Union Street, The Borough",BikePoints_196,1279392479471,,false,false
000962,true,"Stamford Street, South Bank",BikePoints_197,1279392479520,,false,false
001080,true,"Great Tower Street, Monument",BikePoints_199,1279441800000,,false,false
001105,true,"LMU Commercial Road, Whitechapel",BikePoints_200,1279441920000,,false,false
001162,true,"Dorset Square, Marylebone",BikePoints_201,1279444080000,,false,false
001102,true,"Leman Street, Aldgate",BikePoints_202,1279444320000,,false,false
001040,true,"West Smithfield Rotunda, Farringdon",BikePoints_203,1279445580000,,false,false
003468,true,"Margery Street, Clerkenwell",BikePoints_204,1279466640000,,false,false
001171,true,"New Road 1 , Whitechapel",BikePoints_206,1279471380000,,false,false
001169,true,"Grosvenor Crescent, Belgravia",BikePoints_207,1279558140000,,false,false
001175,true,"Mallory Street, Marylebone",BikePoints_208,1279472580000,,false,false
003454,true,"Denyer Street, Knightsbridge",BikePoints_209,1279529160000,,false,false
003476,true,"Hinde Street, Marylebone",BikePoints_210,1279535160000,,false,false
003469,true,"Cadogan Place, Knightsbridge",BikePoints_211,1279535820000,,false,false
003487,true,"Campden Hill Road, Notting Hill",BikePoints_212,1279536840000,,false,false
001109,true,"Wellington Arch, Hyde Park",BikePoints_213,1279537020000,,false,false
001079,true,"Endsleigh Gardens, Euston",BikePoints_214,1279537200000,,false,false
001092,true,"Moorfields, Moorgate",BikePoints_215,1279537380000,,false,false
003479,true,"Old Brompton Road, South Kensington",BikePoints_216,1279537920000,,false,false
002587,true,"Wormwood Street, Liverpool Street",BikePoints_217,1279538040000,,false,false
003486,true,"St. Luke's Church, Chelsea",BikePoints_218,1279543740000,,false,false
001183,true,"Bramham Gardens, Earl's Court",BikePoints_219,1279545900000,,false,false
001179,true,"Chelsea Green, Chelsea",BikePoints_220,1279546320000,,false,false
001170,true,"Horseferry Road, Westminster",BikePoints_221,1279552200000,,false,false
001101,true,"Knightsbridge, Hyde Park",BikePoints_222,1279614120000,,false,false
003481,true,"Rodney Road , Walworth",BikePoints_223,1279614420000,,false,false
001150,true,"Queensway, Kensington Gardens",BikePoints_224,1279615020000,,false,false
001182,true,"Notting Hill Gate Station, Notting Hill",BikePoints_225,1279616280000,,false,false
003488,true,"Charles II Street, West End",BikePoints_226,1279616520000,,false,false
003470,true,"Great Percy Street, Clerkenwell",BikePoints_227,1279616700000,,false,false
001067,true,"St. James's Square, St. James's",BikePoints_228,1279616880000,,false,false
001151,true,"Whitehall Place, Strand",BikePoints_229,1279617780000,,false,false
001144,true,"Poured Lines, Bankside",BikePoints_230,1279618020000,,false,false
001089,true,"Queen's Gate (Central), South Kensington",BikePoints_231,1279622820000,,false,false
001139,true,"Carey Street, Holborn",BikePoints_232,1279623240000,,false,false
001153,true,"Pall Mall East, West End",BikePoints_233,1279624260000,,false,false
001081,true,"Liverpool Road (N1 Centre), Angel",BikePoints_234,1279624680000,,false,false
001154,true,"Kennington Road  , Vauxhall",BikePoints_235,1279625640000,,false,false
003483,true,"Fashion Street, Whitechapel",BikePoints_236,1279625940000,,false,false
003467,true,"Dock Street, Wapping",BikePoints_237,1279799040000,,false,false
001099,true,"Frampton Street, Paddington",BikePoints_238,1279627920000,,false,false
001090,true,"Warren Street Station, Euston",BikePoints_239,1279628160000,,false,false
003482,true,"Beaumont Street, Marylebone",BikePoints_242,1279628640000,,false,false
001103,true,"Gloucester Street, Pimlico",BikePoints_243,1279628940000,,false,false
001145,true,"Earnshaw Street , Covent Garden",BikePoints_244,1279629240000,,false,false
001140,true,"Grosvenor Road, Pimlico",BikePoints_245,1279629660000,,false,false
001159,true,"Berry Street, Clerkenwell",BikePoints_246,1279639740000,,false,false
001091,true,"St. John's Wood Church, The Regent's Park",BikePoints_247,1279639920000,,false,false
001088,true,"Triangle Car Park, Hyde Park",BikePoints_248,1279640160000,,false,false
001137,true,"Harper Road, The Borough",BikePoints_249,1279640400000,,false,false
003440,true,"Royal Avenue 1, Chelsea",BikePoints_250,1279641000000,,false,false
001161,true,"Brushfield Street, Liverpool Street",BikePoints_251,1279700160000,,false,false
001111,true,"Jubilee Gardens, South Bank",BikePoints_252,1279700640000,,false,false
001051,true,"Shoreditch Park, Hoxton",BikePoints_253,1279700820000,,false,false
200030,true,"Driffield Road, Old Ford",BikePoints_521,,,false,false
200161,true,"Clinton Road, Mile End",BikePoints_522,,,false,false
200160,true,"Langdon Park, Poplar",BikePoints_523,,,false,false
200017,true,"Lancaster Gate , Bayswater",BikePoints_524,1328515080000,,false,false
200153,true,"Blythe Road, Olympia",BikePoints_525,1643301180000,,false,false
200143,true,"Lancaster Drive, Blackwall",BikePoints_526,,,false,false
200154,true,"Hansard Mews, Holland Park",BikePoints_527,1328777280000,,false,false
200088,true,"Clarges Street, Mayfair",BikePoints_528,1328777880000,,false,false
200010,true,"Manresa Road, Chelsea",BikePoints_529,,,false,false
200146,true,"Newby Place, Poplar",BikePoints_530,,,false,false
200167,true,"Twig Folly Bridge, Mile End",BikePoints_531,1328778840000,,false,false
200163,true,"Jubilee Plaza, Canary Wharf",BikePoints_532,1328886360000,,false,false
200165,true,"Wellington Row, Bethnal Green",BikePoints_533,,,false,false
200159,true,"Goldsmith's Row, Haggerston",BikePoints_534,,,false,false
200145,true,"Gloucester Avenue, Camden Town",BikePoints_535,,,false,false
200024,true,"Queensbridge Road, Haggerston",BikePoints_536,,,false,false
200239,true,"Old Montague Street, Whitechapel",BikePoints_537,1330352880000,,false,false
200050,true,"Naval Row, Blackwall",BikePoints_538,,,false,false
200151,true,"Hoxton Station, Hoxton",BikePoints_539,,,false,false
200134,true,"Albany Street, The Regent's Park",BikePoints_540,,,false,false
200096,true,"Green Park Station, Mayfair",BikePoints_541,,,false,false
200147,true,"Salmon Lane, Limehouse",BikePoints_542,,,false,false
200065,true,"Lansdowne Walk, Ladbroke Grove",BikePoints_543,,,false,false
200051,true,"Percival Street, Finsbury",BikePoints_544,,,false,false
200070,true,"Arlington Road, Camden Town",BikePoints_545,,,false,false
200044,true,"New Fetter Lane, Holborn",BikePoints_546,,,false,false
200127,true,"East India DLR, Blackwall",BikePoints_547,,,false,false
200076,true,"Westminster Bridge Road, Elephant & Castle",BikePoints_548,,,false,false
200132,true,"Gaywood  Street, Elephant & Castle",BikePoints_549,,,false,false
200102,true,"Harford Street, Mile End",BikePoints_550,,,false,false
200066,true,"Import Dock, Canary Wharf",BikePoints_551,1330071720000,,false,false
200149,true,"Watney Street, Shadwell",BikePoints_552,,,false,false
200064,true,"Regent's Row , Haggerston",BikePoints_553,,,false,false
200078,true,"Aberfeldy Street, Poplar",BikePoints_554,,,false,false
200138,true,"Heron Quays DLR, Canary Wharf",BikePoints_556,,,false,false
200203,true,"King Edward Street, St Pauls",BikePoints_557,,,false,false
200048,true,"Page Street, Westminster",BikePoints_558,1399635120000,,false,false
200111,true,"Abbotsbury Road, Holland Park",BikePoints_559,,,false,false
200015,true,"Ladbroke Grove Central, Ladbroke Grove",BikePoints_560,,,false,false
200037,true,"Rectory Square, Stepney",BikePoints_561,1330503540000,,false,false
200074,true,"Bury Place, Holborn",BikePoints_562,1330503420000,,false,false
200232,true,"Preston's Road, Cubitt Town",BikePoints_563,,,false,false
200068,true,"Somerset House, Strand",BikePoints_564,,,false,false
200135,true,"Selby Street, Whitechapel",BikePoints_565,,,false,false
200141,true,"Westfield Ariel Way, White City",BikePoints_566,1330937940000,,false,false
200110,true,"Bishop's Bridge Road West, Bayswater",BikePoints_568,,,false,false
200248,true,"Pitfield Street Central, Hoxton",BikePoints_569,,,false,false
200099,true,"Upper Bank Street, Canary Wharf",BikePoints_570,1330773180000,,false,false
200061,true,"Westfield Southern Terrace ,Shepherd's Bush",BikePoints_571,1330620180000,,false,false
200026,true,"Greenland Road, Camden Town",BikePoints_572,,,false,false
200001,true,"Limerston Street, West Chelsea",BikePoints_573,1331796060000,,false,false
200246,true,"Eagle Wharf Road, Hoxton",BikePoints_574,1333618560000,,false,false
200109,true,"Alpha Grove, Millwall",BikePoints_576,,,false,false
200247,true,"Globe Town Market, Bethnal Green",BikePoints_577,,,false,false
200244,true,"Hollybush Gardens, Bethnal Green",BikePoints_578,1330444680000,,false,false
200128,true,"Queen Street 2, Bank",BikePoints_579,,,false,false
200084,true,"Doddington Grove, Kennington",BikePoints_580,1392208500000,,false,false
200005,true,"New Cavendish Street, Marylebone",BikePoints_581,1331883540000,,false,false
200231,true,"Abingdon Green, Westminster",BikePoints_583,,,false,false
200086,true,"Ilchester Gardens, Bayswater",BikePoints_584,,,false,false
200092,true,"Mudchute DLR, Cubitt Town",BikePoints_586,1331797200000,,false,false
200101,true,"Monument Street, Monument",BikePoints_587,1332406320000,,false,false
200071,true,"Hoxton Street, Hoxton",BikePoints_588,1330937820000,,false,false
200060,true,"Drayton Gardens, West Chelsea",BikePoints_589,,,false,false
200236,true,"Greenberry Street, St.John's Wood",BikePoints_590,,,false,false
200108,true,"Bishop's Bridge Road East, Bayswater",BikePoints_592,,,false,false
200058,true,"Northdown Street, King's Cross",BikePoints_593,,,false,false
200226,true,"Kingsway Southbound, Strand",BikePoints_594,1331710680000,,false,false
200142,true,"Hammersmith Road, Hammersmith",BikePoints_595,,,false,false
200237,true,"Parson's Green , Parson's Green",BikePoints_596,,,false,false
200229,true,"Fulham Park Road, Fulham",BikePoints_597,,,false,false
200166,true,"Southerton Road, Hammersmith",BikePoints_598,1501544700000,,false,false
200235,true,"Manbre Road, Hammersmith",BikePoints_599,,,false,false
200133,true,"South Lambeth Road, Vauxhall",BikePoints_600,,,false,false
200136,true,"BBC White City, White City",BikePoints_601,,,false,false
200211,true,"Union Grove, Wandsworth Road",BikePoints_602,,,false,false
200137,true,"Caldwell Street, Stockwell",BikePoints_603,,,false,false
200195,true,"St Martins Close, Camden Town",BikePoints_604,,,false,false
200198,true,"Seymour Place, Marylebone",BikePoints_605,,,false,false
200218,true,"Addison Road, Holland Park",BikePoints_606,,,false,false
200125,true,"Putney Bridge Station, Fulham",BikePoints_607,,,false,false
200224,true,"Colet Gardens, Hammersmith",BikePoints_608,,,false,false
200208,true,"Sugden Road, Clapham",BikePoints_609,1380109980000,,false,false
200222,true,"Danvers Street, West Chelsea",BikePoints_610,1380113460000,,false,false
200067,true,"Princedale Road , Holland Park",BikePoints_611,1380203940000,,false,false
200175,true,"Wandsworth Rd, Isley Court, Wandsworth Road",BikePoints_612,1380294600000,,false,false
200214,true,"Woodstock Grove, Shepherd's Bush",BikePoints_613,1380211860000,,false,false
003471,true,"Chadwell Street, Angel",BikePoints_254,1279700940000,,false,false
001147,true,"Clifton Road, Maida Vale",BikePoints_255,1279702560000,,false,false
003484,true,"Houghton Street, Strand",BikePoints_256,1279708020000,,false,false
001194,true,"Westminster University, Marylebone",BikePoints_257,1279708140000,,false,false
001193,true,"Kensington Gore, Knightsbridge",BikePoints_258,1279708380000,,false,false
001180,true,"Bourne Street, Belgravia",BikePoints_259,1279709100000,,false,false
003489,true,"Broadwick Street, Soho",BikePoints_260,1279711020000,,false,false
003491,true,"Princes Square, Bayswater",BikePoints_261,1279711200000,,false,false
001095,true,"LSBU (Borough Road), Elephant & Castle",BikePoints_262,1279711620000,,false,false
001184,true,"St. Mary Axe, Aldgate",BikePoints_263,1279712160000,,false,false
001146,true,"Tysoe Street, Clerkenwell",BikePoints_264,1279712520000,,false,false
003490,true,"Southwick Street, Paddington",BikePoints_265,1279714320000,,false,false
001204,true,"Queen's Gate (North), Kensington",BikePoints_266,1279714560000,,false,false
001155,true,"Regency Street, Westminster",BikePoints_267,1279714740000,,false,false
001087,true,"Belgrave Road, Victoria",BikePoints_268,1279714920000,,false,false
001209,true,"Empire Square, The Borough",BikePoints_269,1279715100000,,false,false
001190,true,"Kennington Lane Rail Bridge, Vauxhall",BikePoints_270,1279720380000,,false,false
001136,true,"London Zoo,  The Regent's Park",BikePoints_271,1279720920000,,false,false
001133,true,"Baylis Road, Waterloo",BikePoints_272,1279721220000,,false,false
001186,true,"Belvedere Road 1, South Bank",BikePoints_273,1279721400000,,false,false
001134,true,"Warwick Road, Olympia",BikePoints_274,1279721580000,,false,false
001191,true,"Barbican Centre, Barbican",BikePoints_275,1279721880000,,false,false
001098,true,"Lower Thames Street, Monument",BikePoints_276,1279723200000,,false,false
001143,true,"Kensington Church Street, Kensington",BikePoints_277,1279723320000,,false,false
001142,true,"Tooley Street, Bermondsey",BikePoints_278,1279723500000,,false,false
001108,true,"North Wharf Road, Paddington",BikePoints_279,1279723740000,,false,false
003462,true,"Royal Avenue 2, Chelsea",BikePoints_280,1279726440000,,false,false
003480,true,"Smith Square, Westminster",BikePoints_281,1279726620000,,false,false
001077,true,"Royal London Hospital, Whitechapel",BikePoints_282,1279726980000,,false,false
001141,true,"Kingsway, Covent Garden",BikePoints_283,1279727220000,,false,false
001117,true,"Lambeth North Station, Waterloo",BikePoints_284,1279727580000,,false,false
001187,true,"St. John's Wood Road, St. John's Wood",BikePoints_286,1279727880000,,false,false
001156,true,"Bedford Way, Bloomsbury",BikePoints_287,1279728060000,,false,false
001138,true,"Elizabeth Bridge, Victoria",BikePoints_288,1279793820000,,false,false
003493,true,"South Audley Street, Mayfair",BikePoints_289,1279794060000,,false,false
003496,true,"St Mary's Hospital, Paddington",BikePoints_290,1279795140000,,false,false
001135,true,"Claverton Street, Pimlico",BikePoints_291,1279800420000,,false,false
001206,true,"Montpelier Street, Knightsbridge",BikePoints_292,1279800600000,,false,false
001214,true,"Kensington Olympia Station, Olympia",BikePoints_293,1279800780000,,false,false
001195,true,"St. George's Square, Pimlico",BikePoints_294,1279800900000,,false,false
001216,true,"Swan Street, The Borough",BikePoints_295,1279801080000,,false,false
200069,true,"Knaresborough Place, Earl's Court",BikePoints_296,1377258960000,,false,false
003498,true,"Geraldine Street, Elephant & Castle",BikePoints_297,1279801560000,,false,false
001213,true,"Curlew Street, Shad Thames",BikePoints_298,1279805640000,,false,false
001196,true,"Vincent Square, Westminster",BikePoints_299,1279808160000,,false,false
001217,true,"Serpentine Car Park, Hyde Park",BikePoints_300,1279808700000,,false,false
001152,true,"Marylebone Lane, Marylebone",BikePoints_301,1279809000000,,false,false
003492,true,"Putney Pier, Wandsworth",BikePoints_302,1279812360000,,false,false
001132,true,"Albert Gate, Hyde Park",BikePoints_303,1279812720000,,false,false
003497,true,"Rathbone Street, Fitzrovia",BikePoints_306,1279816260000,,false,false
001157,true,"Black Lion Gate, Kensington Gardens",BikePoints_307,1279816500000,,false,false
001189,true,"Long Lane , Bermondsey",BikePoints_308,1279816740000,,false,false
001192,true,"Embankment (Savoy), Strand",BikePoints_309,1279875060000,,false,false
001205,true,"Black Prince Road, Vauxhall",BikePoints_310,1279879560000,,false,false
003494,true,"Foley Street, Fitzrovia",BikePoints_311,1279880100000,,false,false
001130,true,"Grove End Road, St. John's Wood",BikePoints_312,1279880340000,,false,false
003495,true,"Wells Street, Fitzrovia",BikePoints_313,1279880520000,,false,false
003485,true,"Tyers Gate, Bermondsey",BikePoints_314,1279884480000,,false,false
001199,true,"The Tennis Courts, The Regent's Park",BikePoints_315,1279884660000,,false,false
000968,true,"Warwick Row, Westminster",BikePoints_316,1279884840000,1539845760000,false,false
001208,true,"Dickens Square, Borough",BikePoints_317,1279885080000,,false,false
001197,true,"Sackville Street, Mayfair",BikePoints_318,1279885320000,,false,false
003500,true,"Baldwin Street, St. Luke's",BikePoints_319,1279890360000,,false,false
001148,true,"Queen Mother Sports Centre, Victoria",BikePoints_320,1279890840000,,false,false
002637,true,"Bermondsey Street, Bermondsey",BikePoints_321,1279891020000,,false,false
003502,true,"Palissy Street, Shoreditch",BikePoints_322,1279891920000,,false,false
001200,true,"Ontario Street, Elephant & Castle",BikePoints_324,1279894920000,,false,false
001158,true,"St. Martin's Street, West End",BikePoints_325,1279896660000,,false,false
001131,true,"Graham Street, Angel",BikePoints_326,1279896840000,,false,false
001128,true,"New North Road 1, Hoxton",BikePoints_327,1280133420000,,false,false
002641,true,"New North Road 2, Hoxton",BikePoints_328,1280133540000,,false,false
002636,true,"Prince Albert Road, The Regent's Park",BikePoints_329,1280133720000,,false,false
001203,true,"Eastbourne Mews, Paddington",BikePoints_330,1280141280000,,false,false
001211,true,"Bunhill Row, Moorgate",BikePoints_331,1280141460000,,false,false
001210,true,"Nevern Place, Earl's Court",BikePoints_332,1280142360000,,false,false
002633,true,"Palace Gardens Terrace, Notting Hill",BikePoints_333,1280142540000,,false,false
002635,true,"Concert Hall Approach 1, South Bank",BikePoints_334,1280147580000,,false,false
001207,true,"Tavistock Street, Covent Garden",BikePoints_335,1280152560000,,false,false
001212,true,"Concert Hall Approach 2, South Bank",BikePoints_336,1280152800000,,false,false
200025,true,"London Fields, Hackney Central",BikePoints_614,1380795000000,,false,false
200029,true,"Finlay Street, Fulham",BikePoints_615,1380288900000,,false,false
200098,true,"Aintree Street, Fulham",BikePoints_616,,,false,false
200028,true,"Elysium Place, Fulham",BikePoints_617,1380531540000,,false,false
300003,true,"Eel Brook Common, Walham Green",BikePoints_618,1380546540000,,false,false
300012,true,"Irene Road, Parsons Green",BikePoints_619,1380552360000,,false,false
300010,true,"Surrey Lane, Battersea",BikePoints_620,1380629040000,,false,false
200091,true,"Wandsworth Town Station, Wandsworth",BikePoints_621,1380899280000,,false,false
200172,true,"Lansdowne Road, Ladbroke Grove",BikePoints_622,1380901680000,,false,false
200186,true,"Nantes Close, Wandsworth",BikePoints_623,1381135320000,,false,false
200173,true,"Courland Grove, Wandsworth Road",BikePoints_624,1381224240000,,false,false
200190,true,"Queen's Circus, Battersea Park",BikePoints_625,1381227480000,,false,false
