removal_date,locked,temporary,place_id,terminal_name,installed,common_name,install_date
,false,false,BikePoints_731,300095,true,"Michael Road, Walham Green",1385394720000
,false,false,BikePoints_732,300083,true,"Duke Street Hill, London Bridge",1385458020000
,false,false,BikePoints_733,300093,true,"Park Lane, Mayfair",1385460840000
,false,false,BikePoints_734,300094,true,"Plough Terrace, Clapham Junction",1385464500000
,false,false,BikePoints_735,200120,true,"Grant Road East, Clapham Junction",1385383080000
,false,false,BikePoints_736,300088,true,"Queensdale Road, Shepherd's Bush",1385472900000
,false,false,BikePoints_737,300086,true,"Fulham Broadway, Walham Green",1385554620000
,false,false,BikePoints_738,300087,true,"Imperial Road, Sands End",1385563380000
,false,false,BikePoints_739,300091,true,"Hortensia Road, West Brompton",1385631000000
,false,false,BikePoints_740,300084,true,"Sirdar Road, Avondale",1385635440000
,false,false,BikePoints_741,300085,true,"Freston Road, Avondale",1385640120000
,false,false,BikePoints_742,300090,true,"Blenheim Crescent, Ladbroke Grove",1385649540000
,false,false,BikePoints_743,300078,true,"Oxford Road, Putney",1385723700000
,false,false,BikePoints_744,300077,true,"Ingrave Street, Clapham Junction",1385729760000
,false,false,BikePoints_745,300075,true,"Upcerne Road, West Chelsea",1385740020000
,false,false,BikePoints_746,300076,true,"Lots Road, West Chelsea",1385985720000
,false,false,BikePoints_747,300089,true,"Ormonde Gate, Chelsea",1385997240000
,false,false,BikePoints_748,300092,true,"Hertford Road, De Beauvoir Town",1386159900000
,false,false,BikePoints_749,300081,true,"Haggerston Road, Haggerston",1386172440000
,false,false,BikePoints_750,300080,true,"Culvert Road, Battersea",1386240360000
,false,false,BikePoints_751,300074,true,"Newton Street, Covent Garden",1386250800000
,false,false,BikePoints_752,300079,true,"London Street, Paddington",1650364320000
,false,false,BikePoints_754,300067,true,"Grenfell Road, Avondale",1389003540000
,false,false,BikePoints_755,300058,true,"The Vale, Chelsea",1389008580000
,false,false,BikePoints_756,300073,true,"Prince of Wales Drive, Battersea Park",1390223040000
,false,false,BikePoints_757,300069,true,"Harcourt Terrace, West Brompton",1389094260000
,false,false,BikePoints_758,300057,true,"Westbourne Park Road, Portobello",1389178020000
,false,false,BikePoints_759,300072,true,"Broadley Terrace, Marylebone",1389627480000
,false,false,BikePoints_761,300068,true,"Humbolt Road, Fulham",1389781800000
,false,false,BikePoints_762,200202,true,"Storey's Gate, Westminster",1392039000000
,false,false,BikePoints_763,300027,true,"Mile End Park Leisure Centre, Mile End",1392043020000
,false,false,BikePoints_764,200185,true,"St. John's Road, Clapham Junction",1392633480000
,false,false,BikePoints_765,300064,true,"Ranelagh Gardens, Fulham",1392986940000
,false,false,BikePoints_766,200079,true,"Ram Street, Wandsworth",1392894840000
,false,false,BikePoints_767,200177,true,"Santos Road, Wandsworth",1393406280000
,false,false,BikePoints_768,300065,true,"Clapham Common North Side, Clapham Common",1393494060000
,false,false,BikePoints_769,300001,true,"Sandilands Road, Walham Green",1393939560000
,false,false,BikePoints_770,300097,true,"Gwendwr Road, West Kensington",1394099280000
,false,false,BikePoints_771,300007,true,"Rifle Place, Avondale",1394018400000
,false,false,BikePoints_772,300015,true,"Binfield Road, Stockwell",1396442100000
,false,false,BikePoints_773,300096,true,"Tallis Street, Temple",1396262520000
,false,false,BikePoints_774,300098,true,"Hurlingham Park, Parsons Green",1396265880000
,false,false,BikePoints_775,300101,true,"Little Brook Green, Brook Green",1396270320000
,false,false,BikePoints_776,300099,true,"Abyssinia Close, Clapham Junction",1396273320000
,false,false,BikePoints_777,300100,true,"Limburg Road, Clapham Junction",1406282940000
,false,false,BikePoints_779,200072,true,"Houndsditch, Aldgate",1435313700000
,false,false,BikePoints_780,300070,true,"Imperial Wharf Station, Sands End",1439455200000
,false,false,BikePoints_781,300032,true,"Victoria & Albert Museum, South Kensington",1446485340000
,false,false,BikePoints_85,000994,true,"Tanner Street, Bermondsey",1279026060000
,false,false,BikePoints_86,003434,true,"Sancroft Street, Vauxhall",1279027140000
,false,false,BikePoints_87,003438,true,"Devonshire Square, Liverpool Street",1279027680000
,false,false,BikePoints_88,001006,true,"Bayley Street , Bloomsbury",1279028280000
,false,false,BikePoints_89,003439,true,"Tavistock Place, Bloomsbury",1279029360000
,false,false,BikePoints_90,001038,true,"Harrington Square 1, Camden Town",1279030020000
,false,false,BikePoints_91,001076,true,"Walnut Tree Walk, Vauxhall",1279036740000
,false,false,BikePoints_92,001082,true,"Borough Road, Elephant & Castle",1279037040000
,false,false,BikePoints_93,002586,true,"Cloudesley Road, Angel",1279037760000
,false,false,BikePoints_94,001070,true,"Bricklayers Arms, Borough",1279038420000
,false,false,BikePoints_95,001065,true,"Aldersgate Street, Barbican",1279096560000
,false,false,BikePoints_96,001047,true,"Falkirk Street, Hoxton",1279096980000
,false,false,BikePoints_97,003447,true,"Gloucester Road (North), Kensington",1279097580000
,false,false,BikePoints_98,000972,true,"Hampstead Road, Euston",1279099080000
,false,false,BikePoints_99,001085,true,"Old Quebec Street, Marylebone",1279099680000
,false,false,BikePoints_100,001059,true,"Albert Embankment, Vauxhall",1279099860000
,false,false,BikePoints_101,000999,true,"Queen Street 1, Bank",1279102680000
,false,false,BikePoints_102,001045,true,"Jewry Street, Aldgate",1279102860000
,false,false,BikePoints_103,003441,true,"Vicarage Gate, Kensington",1279103520000
,false,false,BikePoints_104,000991,true,"Crosswall, Tower",1279103760000
,false,false,BikePoints_105,001041,true,"Westbourne Grove, Bayswater",1279105320000
,false,false,BikePoints_106,001042,true,"Woodstock Street, Mayfair",1279106880000
,false,false,BikePoints_107,001049,true,"Finsbury Leisure Centre, St. Luke's",1279107480000
,false,false,BikePoints_108,003429,true,"Abbey Orchard Street, Westminster",1279107720000
,false,false,BikePoints_109,001052,true,"Soho Square , Soho",1279108320000
,false,false,BikePoints_110,001055,true,"Wellington Road, St. John's Wood",1279108920000
,false,false,BikePoints_111,001037,true,"Park Lane , Hyde Park",1279109160000
,false,false,BikePoints_113,003435,true,"Gloucester Road (Central), South Kensington",1279116600000
,false,false,BikePoints_114,001050,true,"Park Road (Baker Street), The Regent's Park",1279119900000
,false,false,BikePoints_115,001062,true,"Braham Street, Aldgate",1279120680000
,false,false,BikePoints_116,000995,true,"Little Argyll Street, West End",1279122360000
,false,false,BikePoints_117,000998,true,"Lollard Street, Vauxhall",1279124220000
,false,false,BikePoints_118,003457,true,"Rochester Row, Westminster",1279124520000
,false,false,BikePoints_119,000964,true,"Bath Street, St. Luke's",1279124760000
,false,false,BikePoints_120,001044,true,"The Guildhall, Guildhall",1279187040000
,false,false,BikePoints_121,001086,true,"Baker Street, Marylebone",1279189200000
,false,false,BikePoints_122,001068,true,"Norton Folgate, Liverpool Street",1279190040000
,false,false,BikePoints_123,000992,true,"St. John Street, Finsbury",1279191300000
,false,false,BikePoints_124,001069,true,"Eaton Square, Belgravia",1279191540000
,false,false,BikePoints_125,000996,true,"Borough High Street, The Borough",1279192200000
,false,false,BikePoints_126,001043,true,"Museum of London, Barbican",1279193340000
,false,false,BikePoints_127,001063,true,"Wood Street, Guildhall",1279193520000
,false,false,BikePoints_128,001116,true,"Emperor's Gate, South Kensington",1279194060000
,false,false,BikePoints_129,003451,true,"Golden Square, Soho",1279198500000
,false,false,BikePoints_130,001071,true,"Tower Gardens , Tower",1279198800000
,false,false,BikePoints_131,001005,true,"Eversholt Street , Camden Town",1279199280000
,false,false,BikePoints_132,000973,true,"Bethnal Green Road, Shoreditch",1279199520000
,false,false,BikePoints_133,003436,true,"Derry Street, Kensington",1279200240000
,false,false,BikePoints_134,001039,true,"Wapping High Street, Wapping",1279200900000
,false,false,BikePoints_135,001053,true,"Clerkenwell Green, Clerkenwell",1279201080000
,false,false,BikePoints_136,001048,true,"Queen Victoria Street, St. Paul's",1279201200000
,false,false,BikePoints_138,003464,true,"Green Street, Mayfair",1279205220000
,false,false,BikePoints_139,001078,true,"Lambeth Road, Vauxhall",1279205460000
,false,false,BikePoints_140,001056,true,"Finsbury Square , Moorgate",1279205580000
,false,false,BikePoints_141,001003,true,"Chapel Place, Marylebone",1279210980000
,false,false,BikePoints_142,001001,true,"West Cromwell Road, Earl's Court",1279211220000
,false,false,BikePoints_143,001114,true,"Pont Street, Knightsbridge",1279211400000
,false,false,BikePoints_144,001093,true,"Kennington Cross, Kennington",1279211580000
,false,false,BikePoints_145,001115,true,"Ilchester Place, Kensington",1279212180000
,false,false,BikePoints_146,001046,true,"Vauxhall Bridge , Pimlico",1279212360000
,false,false,BikePoints_148,000965,true,"Tachbrook Street, Victoria",
,false,false,BikePoints_149,001073,true,"Kennington Road Post Office, Oval",1279215360000
,false,false,BikePoints_150,001002,true,"Holy Trinity Brompton, Knightsbridge",1279215540000
,false,false,BikePoints_151,001120,true,"Chepstow Villas, Notting Hill",1279215720000
,false,false,BikePoints_152,001118,true,"Hampton Street, Walworth",1279215900000
,false,false,BikePoints_153,001096,true,"Bayswater Road, Hyde Park",1279216080000
,false,false,BikePoints_154,001072,true,"Waterloo Station 3, Waterloo",
,false,false,BikePoints_155,001121,true,"Lexham Gardens, Kensington",1279272660000
,false,false,BikePoints_156,000966,true,"New Kent Road, The Borough",1279273080000
,false,false,BikePoints_157,001094,true,"Wright's Lane, Kensington",1279273200000
,false,false,BikePoints_158,001113,true,"Trebovir Road, Earl's Court",1279273320000
,false,false,BikePoints_160,003458,true,"Waterloo Place, St. James's",1279274280000
,false,false,BikePoints_161,003478,true,"Guildhouse Street, Victoria",1279286940000
,false,false,BikePoints_162,001123,true,"Southampton Place, Holborn",1279287120000
,false,false,BikePoints_163,003461,true,"Sloane Avenue, Knightsbridge",1279287300000
,false,false,BikePoints_164,001178,true,"Cleveland Gardens, Bayswater",1279287600000
,false,false,BikePoints_165,002585,true,"Orsett Terrace, Bayswater",1279287960000
,false,false,BikePoints_166,001177,true,"Seville Street, Knightsbridge",1279288140000
,false,false,BikePoints_167,003465,true,"Eccleston Place, Victoria",
,false,false,BikePoints_168,003463,true,"Argyll Road, Kensington",1279289400000
,false,false,BikePoints_435,022170,true,"Kennington Station, Kennington",1323346020000
,false,false,BikePoints_436,022171,true,"Red Lion Street, Holborn",1323350220000
,false,false,BikePoints_437,200056,true,"Vauxhall Walk, Vauxhall",1325746380000
,false,false,BikePoints_439,200053,true,"Killick Street, King's Cross",1325705460000
,false,false,BikePoints_440,200032,true,"Kennington Oval, Oval",1325708160000
,false,false,BikePoints_441,200039,true,"Sail Street, Vauxhall",1325711220000
,false,false,BikePoints_442,200035,true,"Walmer Road, Avondale",1325940420000
,false,false,BikePoints_443,200033,true,"Philpot Street, Whitechapel",1325941800000
,false,false,BikePoints_444,200047,true,"Bethnal Green Garden, Bethnal Green",1325944680000
,false,false,BikePoints_445,200003,true,"Cheshire Street, Bethnal Green",1325945820000
,false,false,BikePoints_446,200042,true,"York Hall, Bethnal Green",1325948880000
,false,false,BikePoints_447,200054,true,"Jubilee Crescent, Cubitt Town",1325949000000
,false,false,BikePoints_448,022165,true,"Fisherman's Walk West, Canary Wharf",1325952660000
,false,false,BikePoints_449,200020,true,"Shadwell Station, Shadwell",1325952900000
,false,false,BikePoints_450,200002,true,"Jubilee Street, Stepney",1326105240000
,false,false,BikePoints_451,200021,true,"Hermitage Court, Wapping",1325501400000
,false,false,BikePoints_452,200049,true,"St. Katharine's Way, Tower",1326109140000
,false,false,BikePoints_453,200045,true,"Garnet Street, Shadwell",1326111060000
,false,false,BikePoints_454,200046,true,"Napier Avenue, Millwall",1326115380000
,false,false,BikePoints_455,200031,true,"East Ferry Road, Cubitt Town",1326117780000
,false,false,BikePoints_456,200118,true,"Parkway, Camden Town",1326197580000
,false,false,BikePoints_457,200016,true,"Castlehaven Road, Camden Town",1326203280000
,false,false,BikePoints_458,200034,true,"Wapping Lane, Wapping",1326294780000
,false,false,BikePoints_459,200014,true,"Gunmakers Lane, Old Ford",
,false,false,BikePoints_460,200123,true,"Burdett Road, Mile End",1326284820000
,false,true,BikePoints_461,200013,true,"Aston Street, Stepney",1326293640000
,false,false,BikePoints_462,200105,true,"Bonny Street, Camden Town",1326294600000
,false,false,BikePoints_463,200093,true,"Thurtle Road, Haggerston",
,false,false,BikePoints_464,200082,true,"St. Mary & St. Michael Church, Stepney",1326304980000
,false,false,BikePoints_465,200152,true,"Pitfield Street North,Hoxton",1333613280000
,false,false,BikePoints_466,200158,true,"Whiston Road, Haggerston",1326360000000
,false,false,BikePoints_467,200168,true,"Southern Grove, Bow",1326374040000
,false,false,BikePoints_468,200150,true,"Cantrell Road, Bow",1326375720000
,false,false,BikePoints_469,022178,true,"Lindfield Street, Poplar",1326381060000
,false,false,BikePoints_470,200174,true,"Mostyn Grove, Bow",1326790620000
,false,false,BikePoints_471,200006,true,"Hewison Street, Old Ford",1326790860000
,false,false,BikePoints_472,200019,true,"Malmesbury Road, Bow",1326791160000
,false,false,BikePoints_473,022167,true,"Millharbour, Millwall",1326816540000
,false,false,BikePoints_474,200155,true,"Gascoyne Road, Victoria Park",1326822960000
,false,false,BikePoints_475,200004,true,"Lightermans Road, Millwall",1326825480000
,false,false,BikePoints_476,200009,true,"Stebondale Street, Cubitt Town",1326962100000
,false,false,BikePoints_477,200018,true,"Spindrift Avenue, Millwall",1326963780000
,false,false,BikePoints_478,200012,true,"Stepney Green Station, Stepney",1326965580000
,false,false,BikePoints_479,200156,true,"Pott Street, Bethnal Green",1326966240000
,false,false,BikePoints_480,200115,true,"Flamborough Street, Limehouse",1326975420000
,false,false,BikePoints_481,200022,true,"Saunders Ness Road, Cubitt Town",1326996480000
,false,false,BikePoints_482,200052,true,"Exhibition Road Museums 2, South Kensington",1326996720000
,false,false,BikePoints_483,022166,true,"Albert Gardens, Stepney",1327088280000
,false,false,BikePoints_484,022172,true,"Bromley High Street, Bow",1327339740000
,false,false,BikePoints_485,022173,true,"Old Ford Road, Bethnal Green",1327255440000
,false,false,BikePoints_486,022174,true,"Granby Street, Shoreditch",1327338660000
,false,false,BikePoints_487,022175,true,"Canton Street, Poplar",1327936860000
,false,false,BikePoints_488,022176,true,"Reardon Street, Wapping",1327254960000
,false,false,BikePoints_490,200090,true,"Pennington Street, Wapping",
,false,false,BikePoints_491,200249,true,"Queen Mary's, Mile End",1327256220000
,false,false,BikePoints_492,200230,true,"Maplin Street, Mile End",1327256520000
,false,false,BikePoints_494,200233,true,"South Quay East, Canary Wharf",1327433220000
,false,false,BikePoints_495,200252,true,"Bow Church Station, Bow",1327340460000
,false,false,BikePoints_496,200255,true,"Devons Road, Bow",1327400820000
,false,false,BikePoints_497,200242,true,"Merchant Street, Bow",1327398420000
,false,false,BikePoints_498,200251,true,"Bow Road Station, Bow",1327398660000
,false,false,BikePoints_499,200011,true,"Furze Green, Bow",1327407960000
,false,false,BikePoints_500,200148,true,"Ansell House, Stepney",1327430040000
,false,false,BikePoints_501,200073,true,"Cephas Street, Bethnal Green",1327430220000
,false,false,BikePoints_502,200241,true,"Bonner Gate, Victoria Park",1563957840000
,false,false,BikePoints_503,200250,true,"Cleveland Way, Stepney",1327492920000
,false,false,BikePoints_504,200243,true,"St. John's Park, Cubitt Town",1327937820000
,false,false,BikePoints_505,200038,true,"Ackroyd Drive, Bow",1327937460000
,false,false,BikePoints_506,200036,true,"Bell Lane, Liverpool Street",1327938660000
,false,false,BikePoints_507,200131,true,"Clarkson Street, Bethnal Green",1327938420000
,false,false,BikePoints_508,200157,true,"Fournier Street, Whitechapel",1327938180000
,false,false,BikePoints_509,200253,true,"Fore Street, Guildhall",1327938120000
,false,false,BikePoints_510,200238,true,"Westferry DLR, Limehouse",
,false,false,BikePoints_511,200256,true,"Sutton Street, Shadwell",1327937940000
,false,false,BikePoints_512,200083,true,"Pritchard's Road, Bethnal Green",1328112600000
,false,false,BikePoints_513,200162,true,"Watney Market, Stepney",
,false,false,BikePoints_514,200008,true,"Portman Square, Marylebone",1328201520000
,false,false,BikePoints_515,200080,true,"Russell Gardens, Olympia",
,false,false,BikePoints_516,200089,true,"Chrisp Street Market, Poplar",1328202420000
,false,false,BikePoints_517,200027,true,"Ford Road, Old Ford",1326790860000
,false,false,BikePoints_518,200041,true,"Antill Road, Mile End",
,false,false,BikePoints_519,200254,true,"Teviot Street, Poplar",
,false,false,BikePoints_520,200234,true,"Bancroft Road, Bethnal Green",
,false,false,BikePoints_521,200030,true,"Driffield Road, Old Ford",
,false,false,BikePoints_782,300210,true,"Halford Road, West Kensington",1446485820000
,false,false,BikePoints_783,300213,true,"Monier Road, Hackney Wick",1448529660000
,false,false,BikePoints_784,300200,true,"East Village, Queen Elizabeth Olympic Park",1452789240000
,false,false,BikePoints_785,300233,true,"Aquatic Centre, Queen Elizabeth Olympic Park",1451908440000
,false,false,BikePoints_786,300029,true,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",1451918160000
,false,false,BikePoints_787,300227,true,"Timber Lodge, Queen Elizabeth Olympic Park",1451900700000
,false,false,BikePoints_788,300226,true,"Copper Box Arena, Queen Elizabeth Olympic Park",1451906880000
,false,false,BikePoints_789,300021,true,"Podium, Queen Elizabeth Olympic Park",1452507000000
,false,false,BikePoints_790,300234,true,"Stratford Station, Stratford",1452687420000
,false,false,BikePoints_792,300214,true,"Blackfriars Road, Southwark",1454926380000
,false,false,BikePoints_793,300205,true,"Cromer Street, Bloomsbury",1459424760000
,false,false,BikePoints_794,300204,true,"Victoria Rise, Clapham Common",1456404240000
,false,false,BikePoints_795,300203,true,"Euston Square Gardens, Euston",1456744740000
,false,false,BikePoints_796,300201,true,"Coram Street, Bloomsbury",1456746420000
,false,false,BikePoints_797,300211,true,"Ossulston Street, Somers Town",1456839540000
,false,false,BikePoints_798,300212,true,"Birkenhead Street, King's Cross",1464787980000
,false,false,BikePoints_799,300202,true,"Kings Gate House, Westminster",1464876480000
,false,false,BikePoints_800,300248,true,"Sopwith Way, Battersea Park",1457107140000
,false,false,BikePoints_801,300208,true,"Lavington Street, Bankside",1458824640000
,false,false,BikePoints_802,300209,true,"Albert Square, Stockwell",1464865500000
,false,false,BikePoints_803,300238,true,"Southwark Street, Bankside",1464787860000
,false,false,BikePoints_804,300243,true,"Good's Way, King's Cross",1459410960000
,false,false,BikePoints_805,300244,true,"The Metropolitan, Portobello",1467626400000
,false,false,BikePoints_806,300241,true,"Handyside Street, King's Cross",1472723460000
,false,false,BikePoints_807,300236,true,"Bevington Road West, North Kensington",1466715600000
,false,false,BikePoints_808,300207,true,"Gauden Road, Clapham",1461753540000
,false,false,BikePoints_809,300240,true,"Lincoln's Inn Fields, Holborn",1467640800000
,false,false,BikePoints_810,300237,true,"Tate Modern, Bankside",1464943200000
,false,false,BikePoints_811,300228,true,"Westferry Circus, Canary Wharf",1469538960000
,false,false,BikePoints_812,300217,true,"Here East North, Queen Elizabeth Olympic Park",1469005200000
,false,false,BikePoints_813,300224,true,"New Spring Gardens Walk, Vauxhall",1467627120000
,false,false,BikePoints_814,300245,true,"Clapham Road, Lingham Street, Stockwell",1464870060000
,false,false,BikePoints_815,300231,true,"Lambeth Palace Road, Waterloo",1462357680000
,false,false,BikePoints_816,300219,true,"Here East South, Queen Elizabeth Olympic Park",1489065360000
,false,false,BikePoints_817,300232,true,"Riverlight South, Nine Elms",1464949140000
,false,false,BikePoints_818,300249,true,"Westminster Pier, Westminster",1563958740000
,false,false,BikePoints_819,300246,true,"Belvedere Road 2, South Bank",1476360120000
,false,false,BikePoints_820,300239,true,"Victory Place, Walworth",1481807940000
,false,false,BikePoints_821,300221,true,"Battersea Power Station, Battersea Park",1487335920000
,false,false,BikePoints_826,300242,true,"Allington Street, Victoria",1500554880000
,false,false,BikePoints_827,300247,true,"Cranmer Road, Stockwell",1517788800000
,false,false,BikePoints_828,300225,true,"Normandy Road, Stockwell",1517788800000
,false,false,BikePoints_829,300230,true,"Wynne Road, Stockwell",1517443200000
,false,false,BikePoints_830,300229,true,"Sidney Road, Stockwell",1517961600000
,false,false,BikePoints_831,300215,true,"St John's Crescent, Brixton",1517961600000
,false,false,BikePoints_832,200240,true,"Ferndale Road, Brixton",1517961600000
,false,false,BikePoints_833,300206,true,"Saltoun Road, Brixton",1517875200000
,false,false,BikePoints_834,300216,true,"Gas Holders, Battersea Park",1529449200000
,false,false,BikePoints_835,300220,true,"Farringdon Street, Holborn",
,false,false,BikePoints_836,300235,true,"York Way, Kings Cross",
,false,false,BikePoints_838,300222,true,"Fore Street Avenue, Guildhall",1539254700000
,false,false,BikePoints_839,200144,true,"Sea Containers, South Bank",1544611140000
,false,false,BikePoints_840,002679,true,"George Row, Bermondsey",1599752640000
,false,false,BikePoints_841,002667,true,"Tower Wharf, Bermondsey",
,false,false,BikePoints_842,300250,true,"Temple Gardens, Temple",1600856400000
,false,false,BikePoints_844,300252,true,"Canada Water Station, Rotherhithe",1608298140000
,false,false,BikePoints_845,300253,true,"Bermondsey Station, Bermondsey",1608303660000
,false,false,BikePoints_169,003477,true,"Porchester Place, Paddington",1279289760000
,false,false,BikePoints_170,001057,true,"Hardwick Street, Clerkenwell",1279290180000
,false,false,BikePoints_171,003459,true,"Collingham Gardens, Earl's Court",1279291200000
,false,false,BikePoints_172,001124,true,"Sumner Place, South Kensington",1279291500000
,false,false,BikePoints_173,001176,true,"Waterloo Road, South Bank",1279292700000
,false,false,BikePoints_174,001100,true,"Strand, Strand",1279295940000
,false,false,BikePoints_175,000997,true,"Worship Street, Shoreditch",1529674980000
,false,false,BikePoints_176,001173,true,"Gloucester Terrace, Bayswater",1279297560000
,false,false,BikePoints_177,001122,true,"Ashley Place, Victoria",1279297740000
,false,false,BikePoints_178,003460,true,"Warwick Square, Pimlico",1279297920000
,false,false,BikePoints_180,001126,true,"North Audley Street, Mayfair",1279298220000
,false,false,BikePoints_181,003473,true,"Belgrave Square, Belgravia",1279298460000
,false,false,BikePoints_182,001166,true,"Bell Street , Marylebone",1279363140000
,false,false,BikePoints_183,001165,true,"Riverlight North, Nine Elms",1279364160000
,false,false,BikePoints_184,001164,true,"Portland Place, Marylebone",1279364280000
,false,false,BikePoints_185,001174,true,"Alderney Street, Pimlico",1279365360000
,false,false,BikePoints_186,001167,true,"South Wharf Road, Paddington",1279365480000
,false,false,BikePoints_187,001172,true,"Queen's Gate (South), South Kensington",1279365720000
,false,false,BikePoints_188,001112,true,"Nutford Place, Marylebone",1279376760000
,false,false,BikePoints_189,001104,true,"Claremont Square, Angel",1279377180000
,false,false,BikePoints_190,001106,true,"Rampayne Street, Pimlico",1279381080000
,false,false,BikePoints_191,001075,true,"Hyde Park Corner, Hyde Park",1279383120000
,false,false,BikePoints_192,001163,true,"Wardour Street, Soho",1279383300000
,false,false,BikePoints_193,000963,true,"Bankside Mix, Bankside",1279392479356
,false,false,BikePoints_194,000960,true,"Hop Exchange, The Borough",1279392479395
,false,false,BikePoints_195,000959,true,"Milroy Walk, South Bank",1279392479432
,false,false,BikePoints_196,000961,true,"Union Street, The Borough",1279392479471
,false,false,BikePoints_197,000962,true,"Stamford Street, South Bank",1279392479520
,false,false,BikePoints_199,001080,true,"Great Tower Street, Monument",1279441800000
,false,false,BikePoints_200,001105,true,"LMU Commercial Road, Whitechapel",1279441920000
,false,false,BikePoints_201,001162,true,"Dorset Square, Marylebone",1279444080000
,false,false,BikePoints_202,001102,true,"Leman Street, Aldgate",1279444320000
,false,false,BikePoints_203,001040,true,"West Smithfield Rotunda, Farringdon",1279445580000
,false,false,BikePoints_204,003468,true,"Margery Street, Clerkenwell",1279466640000
,false,false,BikePoints_206,001171,true,"New Road 1 , Whitechapel",1279471380000
,false,false,BikePoints_207,001169,true,"Grosvenor Crescent, Belgravia",1279558140000
,false,false,BikePoints_208,001175,true,"Mallory Street, Marylebone",1279472580000
,false,false,BikePoints_210,003476,true,"Hinde Street, Marylebone",1279535160000
,false,false,BikePoints_211,003469,true,"Cadogan Place, Knightsbridge",1279535820000
,false,false,BikePoints_212,003487,true,"Campden Hill Road, Notting Hill",1279536840000
,false,false,BikePoints_213,001109,true,"Wellington Arch, Hyde Park",1279537020000
,false,false,BikePoints_214,001079,true,"Endsleigh Gardens, Euston",1279537200000
,false,false,BikePoints_215,001092,true,"Moorfields, Moorgate",1279537380000
,false,false,BikePoints_216,003479,true,"Old Brompton Road, South Kensington",1279537920000
,false,false,BikePoints_217,002587,true,"Wormwood Street, Liverpool Street",1279538040000
,false,false,BikePoints_218,003486,true,"St. Luke's Church, Chelsea",1279543740000
,false,false,BikePoints_219,001183,true,"Bramham Gardens, Earl's Court",1279545900000
,false,false,BikePoints_220,001179,true,"Chelsea Green, Chelsea",1279546320000
,false,false,BikePoints_221,001170,true,"Horseferry Road, Westminster",1279552200000
,false,false,BikePoints_222,001101,true,"Knightsbridge, Hyde Park",1279614120000
,false,false,BikePoints_223,003481,true,"Rodney Road , Walworth",1279614420000
,false,false,BikePoints_224,001150,true,"Queensway, Kensington Gardens",1279615020000
,false,false,BikePoints_225,001182,true,"Notting Hill Gate Station, Notting Hill",1279616280000
,false,false,BikePoints_226,003488,true,"Charles II Street, West End",1279616520000
,false,false,BikePoints_227,003470,true,"Great Percy Street, Clerkenwell",1279616700000
,false,false,BikePoints_228,001067,true,"St. James's Square, St. James's",1279616880000
,false,false,BikePoints_229,001151,true,"Whitehall Place, Strand",1279617780000
,false,false,BikePoints_230,001144,true,"Poured Lines, Bankside",1279618020000
,false,false,BikePoints_231,001089,true,"Queen's Gate (Central), South Kensington",1279622820000
,false,false,BikePoints_232,001139,true,"Carey Street, Holborn",1279623240000
,false,false,BikePoints_233,001153,true,"Pall Mall East, West End",1279624260000
,false,false,BikePoints_234,001081,true,"Liverpool Road (N1 Centre), Angel",1279624680000
,false,false,BikePoints_235,001154,true,"Kennington Road  , Vauxhall",1279625640000
,false,false,BikePoints_236,003483,true,"Fashion Street, Whitechapel",1279625940000
,false,false,BikePoints_237,003467,true,"Dock Street, Wapping",1279799040000
,false,false,BikePoints_238,001099,true,"Frampton Street, Paddington",1279627920000
,false,false,BikePoints_239,001090,true,"Warren Street Station, Euston",1279628160000
,false,false,BikePoints_240,003472,true,"Colombo Street, Southwark",1279628280000
,false,false,BikePoints_242,003482,true,"Beaumont Street, Marylebone",1279628640000
,false,false,BikePoints_243,001103,true,"Gloucester Street, Pimlico",1279628940000
,false,false,BikePoints_244,001145,true,"Earnshaw Street , Covent Garden",1279629240000
,false,false,BikePoints_245,001140,true,"Grosvenor Road, Pimlico",1279629660000
,false,false,BikePoints_246,001159,true,"Berry Street, Clerkenwell",1279639740000
,false,false,BikePoints_247,001091,true,"St. John's Wood Church, The Regent's Park",1279639920000
,false,false,BikePoints_248,001088,true,"Triangle Car Park, Hyde Park",1279640160000
,false,false,BikePoints_249,001137,true,"Harper Road, The Borough",1279640400000
,false,false,BikePoints_250,003440,true,"Royal Avenue 1, Chelsea",1279641000000
,false,false,BikePoints_251,001161,true,"Brushfield Street, Liverpool Street",1279700160000
,false,false,BikePoints_252,001111,true,"Jubilee Gardens, South Bank",1279700640000
,false,false,BikePoints_253,001051,true,"Shoreditch Park, Hoxton",1279700820000
,false,false,BikePoints_522,200161,true,"Clinton Road, Mile End",
,false,false,BikePoints_523,200160,true,"Langdon Park, Poplar",
,false,false,BikePoints_524,200017,true,"Lancaster Gate , Bayswater",1328515080000
,false,false,BikePoints_525,200153,true,"Blythe Road, Olympia",1643301180000
,false,false,BikePoints_526,200143,true,"Lancaster Drive, Blackwall",
,false,false,BikePoints_527,200154,true,"Hansard Mews, Holland Park",1328777280000
,false,false,BikePoints_528,200088,true,"Clarges Street, Mayfair",1328777880000
,false,false,BikePoints_529,200010,true,"Manresa Road, Chelsea",
,false,false,BikePoints_530,200146,true,"Newby Place, Poplar",
,false,false,BikePoints_531,200167,true,"Twig Folly Bridge, Mile End",1328778840000
