temporary,installed,place_id,terminal_name,common_name,install_date,removal_date,locked
false,true,BikePoints_390,001223,"Buxton Street 1, Shoreditch",1297764360000,,false
false,true,BikePoints_391,002688,"Clifford Street, Mayfair",1297956480000,1539846000000,false
false,true,BikePoints_392,001220,"Imperial College, Knightsbridge",1297958700000,,false
false,true,BikePoints_393,002699,"Snow Hill, Farringdon",1298545440000,,false
false,true,BikePoints_394,002698,"Aberdeen Place, St. John's Wood",,,false
false,true,BikePoints_395,002695,"Cadogan Gardens, Chelsea",1298908800000,,false
false,true,BikePoints_396,002693,"Shouldham Street, Marylebone",1299075120000,,false
false,true,BikePoints_397,001227,"Devonshire Terrace, Bayswater",1299075900000,,false
false,true,BikePoints_398,010631,"Holland Park, Kensington",1299076440000,,false
false,true,BikePoints_399,002687,"Brick Lane Market, Shoreditch",1299582900000,,false
false,true,BikePoints_400,001225,"George Street, Marylebone",1299583260000,,false
false,true,BikePoints_401,002701,"Columbia Road, Shoreditch",1299592500000,,false
false,true,BikePoints_402,010625,"Penfold Street, Marylebone",1299592860000,,false
false,true,BikePoints_403,010630,"George Place Mews, Marylebone",1299593640000,,false
false,true,BikePoints_404,001110,"Palace Gate, Kensington Gardens",1299669180000,,false
false,true,BikePoints_405,001107,"Gloucester Road Station, South Kensington",1299669300000,,false
false,true,BikePoints_408,001129,"Sun Street, Liverpool Street",,,false
false,true,BikePoints_409,010624,"Strata, Elephant & Castle",,,false
false,true,BikePoints_410,001058,"Edgware Road Station, Marylebone",,,false
false,true,BikePoints_411,010629,"Rotherhithe Roundabout, Rotherhithe",,,false
false,true,BikePoints_412,010628,"Cleaver Street, Kennington",1302006180000,,false
false,true,BikePoints_419,022160,"Chelsea Bridge, Pimlico",1308735300000,,false
false,true,BikePoints_420,022162,"Southwark Station 1, Southwark",1309258380000,,false
false,true,BikePoints_421,022163,"Southwark Station 2, Southwark",1309258440000,,false
false,true,BikePoints_423,022164,"Eaton Square (South), Belgravia",1309860240000,,false
false,true,BikePoints_424,022159,"Ebury Bridge, Pimlico",1324551120000,,false
false,true,BikePoints_426,022161,"Vincent Street, Pimlico",1310463720000,,false
false,true,BikePoints_427,022180,"Cheapside, Bank",1310725680000,,false
false,true,BikePoints_428,022179,"Exhibition Road, Knightsbridge",1318496100000,,false
false,true,BikePoints_695,300031,"Islington Green, Angel",1384172820000,,false
false,true,BikePoints_696,300018,"Charing Cross Hospital, Hammersmith",1384180020000,,false
false,true,BikePoints_697,200129,"Charlotte Terrace, Angel",1384251120000,,false
false,true,BikePoints_698,200121,"Shoreditch Court, Haggerston",1384254300000,,false
false,true,BikePoints_699,200057,"Belford House, Haggerston",1384256040000,,false
false,true,BikePoints_700,200201,"Battersea Church Road, Battersea",1384343280000,,false
false,true,BikePoints_701,200077,"Vicarage Crescent, Battersea",1384345080000,,false
false,true,BikePoints_702,200213,"Durant Street, Bethnal Green",1384345860000,,false
false,true,BikePoints_703,200094,"St. Bride Street, Holborn",1384357800000,,false
false,true,BikePoints_704,200063,"Mexfield Road, East Putney",1384443480000,,false
true,true,BikePoints_705,300042,"Upper Richmond Road, Putney",1384453020000,1539845700000,false
false,true,BikePoints_706,200193,"Snowsfields, London Bridge",1384420920000,,false
false,true,BikePoints_707,200197,"Barons Court Station, West Kensington",1384435680000,,false
false,true,BikePoints_708,200217,"Disraeli Road, Putney",1384530180000,,false
false,true,BikePoints_709,200205,"Montserrat Road , Putney",1384510140000,,false
false,true,BikePoints_710,300045,"Albert Bridge Road, Battersea Park",1384520580000,,false
false,true,BikePoints_711,300028,"Everington Street, Fulham",1384791540000,,false
false,true,BikePoints_712,300056,"Mile End Stadium, Mile End",1384797120000,,false
false,true,BikePoints_713,200122,"Hawley Crescent, Camden Town",1384774620000,,false
false,true,BikePoints_714,300055,"Stewart's Road, Wandsworth Road",1384865400000,,false
false,true,BikePoints_715,300049,"Aylward Street, Stepney",1384868460000,,false
false,true,BikePoints_717,300024,"Dunston Road , Haggerston",1384952400000,,false
false,true,BikePoints_718,300040,"Ada Street, Hackney Central",1384962840000,,false
false,true,BikePoints_719,300011,"Victoria Park Road, Hackney Central",1384968480000,,false
false,true,BikePoints_720,300038,"Star Road, West Kensington",1385025840000,,false
false,true,BikePoints_721,300039,"Wendon Street, Old Ford",1385028480000,,false
false,true,BikePoints_722,300041,"Finnis Street, Bethnal Green",1385028600000,,false
false,true,BikePoints_723,300053,"Stephendale Road, Sands End",1385035380000,,false
false,true,BikePoints_724,300046,"Alma Road, Wandsworth",1385125380000,,false
false,true,BikePoints_725,300050,"Walworth Square, Walworth",1563352500000,,false
false,true,BikePoints_726,300047,"Alfreda Street, Battersea Park",1385128740000,,false
false,true,BikePoints_727,300054,"Chesilton Road, Fulham",1385132160000,,false
false,true,BikePoints_728,300044,"Putney Bridge Road, East Putney",1385466780000,,false
false,true,BikePoints_729,300043,"St. Peter's Terrace, Fulham",1385391300000,,false
false,true,BikePoints_730,300082,"Bridge Avenue, Hammersmith",1385132580000,,false
false,true,BikePoints_731,300095,"Michael Road, Walham Green",1385394720000,,false
false,true,BikePoints_732,300083,"Duke Street Hill, London Bridge",1385458020000,,false
false,true,BikePoints_733,300093,"Park Lane, Mayfair",1385460840000,,false
false,true,BikePoints_734,300094,"Plough Terrace, Clapham Junction",1385464500000,,false
false,true,BikePoints_735,200120,"Grant Road East, Clapham Junction",1385383080000,,false
false,true,BikePoints_736,300088,"Queensdale Road, Shepherd's Bush",1385472900000,,false
false,true,BikePoints_737,300086,"Fulham Broadway, Walham Green",1385554620000,,false
false,true,BikePoints_738,300087,"Imperial Road, Sands End",1385563380000,,false
false,true,BikePoints_739,300091,"Hortensia Road, West Brompton",1385631000000,,false
false,true,BikePoints_740,300084,"Sirdar Road, Avondale",1385635440000,,false
false,true,BikePoints_741,300085,"Freston Road, Avondale",1385640120000,,false
false,true,BikePoints_742,300090,"Blenheim Crescent, Ladbroke Grove",1385649540000,,false
false,true,BikePoints_743,300078,"Oxford Road, Putney",1385723700000,,false
false,true,BikePoints_744,300077,"Ingrave Street, Clapham Junction",1385729760000,,false
false,true,BikePoints_745,300075,"Upcerne Road, West Chelsea",1385740020000,,false
false,true,BikePoints_746,300076,"Lots Road, West Chelsea",1385985720000,,false
false,true,BikePoints_747,300089,"Ormonde Gate, Chelsea",1385997240000,,false
false,true,BikePoints_748,300092,"Hertford Road, De Beauvoir Town",1386159900000,,false
false,true,BikePoints_749,300081,"Haggerston Road, Haggerston",1386172440000,,false
false,true,BikePoints_750,300080,"Culvert Road, Battersea",1386240360000,,false
false,true,BikePoints_751,300074,"Newton Street, Covent Garden",1386250800000,,false
false,true,BikePoints_752,300079,"London Street, Paddington",1650364320000,,false
false,true,BikePoints_754,300067,"Grenfell Road, Avondale",1389003540000,,false
false,true,BikePoints_755,300058,"The Vale, Chelsea",1389008580000,,false
false,true,BikePoints_756,300073,"Prince of Wales Drive, Battersea Park",1390223040000,,false
false,true,BikePoints_757,300069,"Harcourt Terrace, West Brompton",1389094260000,,false
false,true,BikePoints_758,300057,"Westbourne Park Road, Portobello",1389178020000,,false
false,true,BikePoints_759,300072,"Broadley Terrace, Marylebone",1389627480000,,false
false,true,BikePoints_761,300068,"Humbolt Road, Fulham",1389781800000,,false
false,true,BikePoints_762,200202,"Storey's Gate, Westminster",1392039000000,,false
false,true,BikePoints_763,300027,"Mile End Park Leisure Centre, Mile End",1392043020000,,false
false,true,BikePoints_764,200185,"St. John's Road, Clapham Junction",1392633480000,,false
false,true,BikePoints_765,300064,"Ranelagh Gardens, Fulham",1392986940000,,false
false,true,BikePoints_766,200079,"Ram Street, Wandsworth",1392894840000,,false
false,true,BikePoints_767,200177,"Santos Road, Wandsworth",1393406280000,,false
false,true,BikePoints_768,300065,"Clapham Common North Side, Clapham Common",1393494060000,,false
false,true,BikePoints_769,300001,"Sandilands Road, Walham Green",1393939560000,,false
false,true,BikePoints_770,300097,"Gwendwr Road, West Kensington",1394099280000,,false
false,true,BikePoints_771,300007,"Rifle Place, Avondale",1394018400000,,false
false,true,BikePoints_772,300015,"Binfield Road, Stockwell",1396442100000,,false
false,true,BikePoints_773,300096,"Tallis Street, Temple",1396262520000,,false
false,true,BikePoints_774,300098,"Hurlingham Park, Parsons Green",1396265880000,,false
false,true,BikePoints_775,300101,"Little Brook Green, Brook Green",1396270320000,,false
false,true,BikePoints_776,300099,"Abyssinia Close, Clapham Junction",1396273320000,,false
false,true,BikePoints_777,300100,"Limburg Road, Clapham Junction",1406282940000,,false
false,true,BikePoints_166,001177,"Seville Street, Knightsbridge",1279288140000,,false
false,true,BikePoints_167,003465,"Eccleston Place, Victoria",,,false
false,true,BikePoints_168,003463,"Argyll Road, Kensington",1279289400000,,false
false,true,BikePoints_169,003477,"Porchester Place, Paddington",1279289760000,,false
false,true,BikePoints_170,001057,"Hardwick Street, Clerkenwell",1279290180000,,false
false,true,BikePoints_171,003459,"Collingham Gardens, Earl's Court",1279291200000,,false
false,true,BikePoints_172,001124,"Sumner Place, South Kensington",1279291500000,,false
false,true,BikePoints_173,001176,"Waterloo Road, South Bank",1279292700000,,false
false,true,BikePoints_174,001100,"Strand, Strand",1279295940000,,false
false,true,BikePoints_175,000997,"Worship Street, Shoreditch",1529674980000,,false
false,true,BikePoints_176,001173,"Gloucester Terrace, Bayswater",1279297560000,,false
false,true,BikePoints_177,001122,"Ashley Place, Victoria",1279297740000,,false
false,true,BikePoints_178,003460,"Warwick Square, Pimlico",1279297920000,,false
false,true,BikePoints_180,001126,"North Audley Street, Mayfair",1279298220000,,false
false,true,BikePoints_181,003473,"Belgrave Square, Belgravia",1279298460000,,false
false,true,BikePoints_182,001166,"Bell Street , Marylebone",1279363140000,,false
false,true,BikePoints_183,001165,"Riverlight North, Nine Elms",1279364160000,,false
false,true,BikePoints_184,001164,"Portland Place, Marylebone",1279364280000,,false
false,true,BikePoints_185,001174,"Alderney Street, Pimlico",1279365360000,,false
false,true,BikePoints_186,001167,"South Wharf Road, Paddington",1279365480000,,false
false,true,BikePoints_187,001172,"Queen's Gate (South), South Kensington",1279365720000,,false
false,true,BikePoints_188,001112,"Nutford Place, Marylebone",1279376760000,,false
false,true,BikePoints_189,001104,"Claremont Square, Angel",1279377180000,,false
false,true,BikePoints_190,001106,"Rampayne Street, Pimlico",1279381080000,,false
false,true,BikePoints_191,001075,"Hyde Park Corner, Hyde Park",1279383120000,,false
false,true,BikePoints_192,001163,"Wardour Street, Soho",1279383300000,,false
false,true,BikePoints_193,000963,"Bankside Mix, Bankside",1279392479356,,false
false,true,BikePoints_194,000960,"Hop Exchange, The Borough",1279392479395,,false
false,true,BikePoints_195,000959,"Milroy Walk, South Bank",1279392479432,,false
false,true,BikePoints_196,000961,"Union Street, The Borough",1279392479471,,false
false,true,BikePoints_197,000962,"Stamford Street, South Bank",1279392479520,,false
false,true,BikePoints_199,001080,"Great Tower Street, Monument",1279441800000,,false
false,true,BikePoints_200,001105,"LMU Commercial Road, Whitechapel",1279441920000,,false
false,true,BikePoints_201,001162,"Dorset Square, Marylebone",1279444080000,,false
false,true,BikePoints_202,001102,"Leman Street, Aldgate",1279444320000,,false
false,true,BikePoints_203,001040,"West Smithfield Rotunda, Farringdon",1279445580000,,false
false,true,BikePoints_204,003468,"Margery Street, Clerkenwell",1279466640000,,false
false,true,BikePoints_206,001171,"New Road 1 , Whitechapel",1279471380000,,false
false,true,BikePoints_207,001169,"Grosvenor Crescent, Belgravia",1279558140000,,false
false,true,BikePoints_208,001175,"Mallory Street, Marylebone",1279472580000,,false
false,true,BikePoints_209,003454,"Denyer Street, Knightsbridge",1279529160000,,false
false,true,BikePoints_210,003476,"Hinde Street, Marylebone",1279535160000,,false
false,true,BikePoints_211,003469,"Cadogan Place, Knightsbridge",1279535820000,,false
false,true,BikePoints_212,003487,"Campden Hill Road, Notting Hill",1279536840000,,false
false,true,BikePoints_213,001109,"Wellington Arch, Hyde Park",1279537020000,,false
false,true,BikePoints_214,001079,"Endsleigh Gardens, Euston",1279537200000,,false
false,true,BikePoints_215,001092,"Moorfields, Moorgate",1279537380000,,false
false,true,BikePoints_216,003479,"Old Brompton Road, South Kensington",1279537920000,,false
false,true,BikePoints_217,002587,"Wormwood Street, Liverpool Street",1279538040000,,false
false,true,BikePoints_218,003486,"St. Luke's Church, Chelsea",1279543740000,,false
false,true,BikePoints_219,001183,"Bramham Gardens, Earl's Court",1279545900000,,false
false,true,BikePoints_220,001179,"Chelsea Green, Chelsea",1279546320000,,false
false,true,BikePoints_221,001170,"Horseferry Road, Westminster",1279552200000,,false
false,true,BikePoints_222,001101,"Knightsbridge, Hyde Park",1279614120000,,false
false,true,BikePoints_223,003481,"Rodney Road , Walworth",1279614420000,,false
false,true,BikePoints_224,001150,"Queensway, Kensington Gardens",1279615020000,,false
false,true,BikePoints_225,001182,"Notting Hill Gate Station, Notting Hill",1279616280000,,false
false,true,BikePoints_226,003488,"Charles II Street, West End",1279616520000,,false
false,true,BikePoints_227,003470,"Great Percy Street, Clerkenwell",1279616700000,,false
false,true,BikePoints_228,001067,"St. James's Square, St. James's",1279616880000,,false
false,true,BikePoints_229,001151,"Whitehall Place, Strand",1279617780000,,false
false,true,BikePoints_230,001144,"Poured Lines, Bankside",1279618020000,,false
false,true,BikePoints_231,001089,"Queen's Gate (Central), South Kensington",1279622820000,,false
false,true,BikePoints_232,001139,"Carey Street, Holborn",1279623240000,,false
false,true,BikePoints_233,001153,"Pall Mall East, West End",1279624260000,,false
false,true,BikePoints_234,001081,"Liverpool Road (N1 Centre), Angel",1279624680000,,false
false,true,BikePoints_235,001154,"Kennington Road  , Vauxhall",1279625640000,,false
false,true,BikePoints_236,003483,"Fashion Street, Whitechapel",1279625940000,,false
false,true,BikePoints_237,003467,"Dock Street, Wapping",1279799040000,,false
false,true,BikePoints_238,001099,"Frampton Street, Paddington",1279627920000,,false
false,true,BikePoints_239,001090,"Warren Street Station, Euston",1279628160000,,false
false,true,BikePoints_242,003482,"Beaumont Street, Marylebone",1279628640000,,false
false,true,BikePoints_243,001103,"Gloucester Street, Pimlico",1279628940000,,false
false,true,BikePoints_244,001145,"Earnshaw Street , Covent Garden",1279629240000,,false
false,true,BikePoints_245,001140,"Grosvenor Road, Pimlico",1279629660000,,false
false,true,BikePoints_246,001159,"Berry Street, Clerkenwell",1279639740000,,false
false,true,BikePoints_247,001091,"St. John's Wood Church, The Regent's Park",1279639920000,,false
false,true,BikePoints_248,001088,"Triangle Car Park, Hyde Park",1279640160000,,false
false,true,BikePoints_249,001137,"Harper Road, The Borough",1279640400000,,false
false,true,BikePoints_250,003440,"Royal Avenue 1, Chelsea",1279641000000,,false
false,true,BikePoints_518,200041,"Antill Road, Mile End",,,false
false,true,BikePoints_519,200254,"Teviot Street, Poplar",,,false
false,true,BikePoints_520,200234,"Bancroft Road, Bethnal Green",,,false
false,true,BikePoints_521,200030,"Driffield Road, Old Ford",,,false
false,true,BikePoints_522,200161,"Clinton Road, Mile End",,,false
false,true,BikePoints_523,200160,"Langdon Park, Poplar",,,false
false,true,BikePoints_524,200017,"Lancaster Gate , Bayswater",1328515080000,,false
false,true,BikePoints_525,200153,"Blythe Road, Olympia",1643301180000,,false
false,true,BikePoints_526,200143,"Lancaster Drive, Blackwall",,,false
false,true,BikePoints_527,200154,"Hansard Mews, Holland Park",1328777280000,,false
false,true,BikePoints_528,200088,"Clarges Street, Mayfair",1328777880000,,false
false,true,BikePoints_529,200010,"Manresa Road, Chelsea",,,false
false,true,BikePoints_530,200146,"Newby Place, Poplar",,,false
false,true,BikePoints_531,200167,"Twig Folly Bridge, Mile End",1328778840000,,false
false,true,BikePoints_532,200163,"Jubilee Plaza, Canary Wharf",1328886360000,,false
false,true,BikePoints_533,200165,"Wellington Row, Bethnal Green",,,false
false,true,BikePoints_534,200159,"Goldsmith's Row, Haggerston",,,false
false,true,BikePoints_535,200145,"Gloucester Avenue, Camden Town",,,false
false,true,BikePoints_536,200024,"Queensbridge Road, Haggerston",,,false
false,true,BikePoints_537,200239,"Old Montague Street, Whitechapel",1330352880000,,false
false,true,BikePoints_538,200050,"Naval Row, Blackwall",,,false
false,true,BikePoints_539,200151,"Hoxton Station, Hoxton",,,false
false,true,BikePoints_540,200134,"Albany Street, The Regent's Park",,,false
false,true,BikePoints_541,200096,"Green Park Station, Mayfair",,,false
false,true,BikePoints_542,200147,"Salmon Lane, Limehouse",,,false
false,true,BikePoints_543,200065,"Lansdowne Walk, Ladbroke Grove",,,false
false,true,BikePoints_544,200051,"Percival Street, Finsbury",,,false
false,true,BikePoints_545,200070,"Arlington Road, Camden Town",,,false
false,true,BikePoints_546,200044,"New Fetter Lane, Holborn",,,false
false,true,BikePoints_547,200127,"East India DLR, Blackwall",,,false
false,true,BikePoints_548,200076,"Westminster Bridge Road, Elephant & Castle",,,false
false,true,BikePoints_549,200132,"Gaywood  Street, Elephant & Castle",,,false
false,true,BikePoints_550,200102,"Harford Street, Mile End",,,false
false,true,BikePoints_551,200066,"Import Dock, Canary Wharf",1330071720000,,false
false,true,BikePoints_552,200149,"Watney Street, Shadwell",,,false
false,true,BikePoints_553,200064,"Regent's Row , Haggerston",,,false
false,true,BikePoints_554,200078,"Aberfeldy Street, Poplar",,,false
false,true,BikePoints_556,200138,"Heron Quays DLR, Canary Wharf",,,false
false,true,BikePoints_557,200203,"King Edward Street, St Pauls",,,false
false,true,BikePoints_558,200048,"Page Street, Westminster",1399635120000,,false
false,true,BikePoints_559,200111,"Abbotsbury Road, Holland Park",,,false
false,true,BikePoints_560,200015,"Ladbroke Grove Central, Ladbroke Grove",,,false
false,true,BikePoints_561,200037,"Rectory Square, Stepney",1330503540000,,false
false,true,BikePoints_562,200074,"Bury Place, Holborn",1330503420000,,false
false,true,BikePoints_563,200232,"Preston's Road, Cubitt Town",,,false
false,true,BikePoints_564,200068,"Somerset House, Strand",,,false
false,true,BikePoints_565,200135,"Selby Street, Whitechapel",,,false
false,true,BikePoints_566,200141,"Westfield Ariel Way, White City",1330937940000,,false
false,true,BikePoints_568,200110,"Bishop's Bridge Road West, Bayswater",,,false
false,true,BikePoints_569,200248,"Pitfield Street Central, Hoxton",,,false
false,true,BikePoints_570,200099,"Upper Bank Street, Canary Wharf",1330773180000,,false
false,true,BikePoints_571,200061,"Westfield Southern Terrace ,Shepherd's Bush",1330620180000,,false
false,true,BikePoints_572,200026,"Greenland Road, Camden Town",,,false
false,true,BikePoints_573,200001,"Limerston Street, West Chelsea",1331796060000,,false
false,true,BikePoints_574,200246,"Eagle Wharf Road, Hoxton",1333618560000,,false
false,true,BikePoints_576,200109,"Alpha Grove, Millwall",,,false
false,true,BikePoints_577,200247,"Globe Town Market, Bethnal Green",,,false
false,true,BikePoints_578,200244,"Hollybush Gardens, Bethnal Green",1330444680000,,false
false,true,BikePoints_579,200128,"Queen Street 2, Bank",,,false
false,true,BikePoints_580,200084,"Doddington Grove, Kennington",1392208500000,,false
false,true,BikePoints_581,200005,"New Cavendish Street, Marylebone",1331883540000,,false
false,true,BikePoints_583,200231,"Abingdon Green, Westminster",,,false
false,true,BikePoints_584,200086,"Ilchester Gardens, Bayswater",,,false
false,true,BikePoints_586,200092,"Mudchute DLR, Cubitt Town",1331797200000,,false
false,true,BikePoints_587,200101,"Monument Street, Monument",1332406320000,,false
false,true,BikePoints_588,200071,"Hoxton Street, Hoxton",1330937820000,,false
false,true,BikePoints_589,200060,"Drayton Gardens, West Chelsea",,,false
false,true,BikePoints_590,200236,"Greenberry Street, St.John's Wood",,,false
false,true,BikePoints_592,200108,"Bishop's Bridge Road East, Bayswater",,,false
false,true,BikePoints_593,200058,"Northdown Street, King's Cross",,,false
false,true,BikePoints_594,200226,"Kingsway Southbound, Strand",1331710680000,,false
false,true,BikePoints_595,200142,"Hammersmith Road, Hammersmith",,,false
false,true,BikePoints_596,200237,"Parson's Green , Parson's Green",,,false
false,true,BikePoints_597,200229,"Fulham Park Road, Fulham",,,false
false,true,BikePoints_598,200166,"Southerton Road, Hammersmith",1501544700000,,false
false,true,BikePoints_599,200235,"Manbre Road, Hammersmith",,,false
false,true,BikePoints_600,200133,"South Lambeth Road, Vauxhall",,,false
false,true,BikePoints_601,200136,"BBC White City, White City",,,false
false,true,BikePoints_602,200211,"Union Grove, Wandsworth Road",,,false
false,true,BikePoints_603,200137,"Caldwell Street, Stockwell",,,false
false,true,BikePoints_604,200195,"St Martins Close, Camden Town",,,false
false,true,BikePoints_605,200198,"Seymour Place, Marylebone",,,false
false,true,BikePoints_606,200218,"Addison Road, Holland Park",,,false
false,true,BikePoints_607,200125,"Putney Bridge Station, Fulham",,,false
false,true,BikePoints_608,200224,"Colet Gardens, Hammersmith",,,false
false,true,BikePoints_609,200208,"Sugden Road, Clapham",1380109980000,,false
false,true,BikePoints_610,200222,"Danvers Street, West Chelsea",1380113460000,,false
false,true,BikePoints_611,200067,"Princedale Road , Holland Park",1380203940000,,false
false,true,BikePoints_251,001161,"Brushfield Street, Liverpool Street",1279700160000,,false
false,true,BikePoints_252,001111,"Jubilee Gardens, South Bank",1279700640000,,false
false,true,BikePoints_253,001051,"Shoreditch Park, Hoxton",1279700820000,,false
false,true,BikePoints_254,003471,"Chadwell Street, Angel",1279700940000,,false
false,true,BikePoints_255,001147,"Clifton Road, Maida Vale",1279702560000,,false
false,true,BikePoints_256,003484,"Houghton Street, Strand",1279708020000,,false
false,true,BikePoints_257,001194,"Westminster University, Marylebone",1279708140000,,false
false,true,BikePoints_258,001193,"Kensington Gore, Knightsbridge",1279708380000,,false
false,true,BikePoints_259,001180,"Bourne Street, Belgravia",1279709100000,,false
false,true,BikePoints_260,003489,"Broadwick Street, Soho",1279711020000,,false
false,true,BikePoints_261,003491,"Princes Square, Bayswater",1279711200000,,false
false,true,BikePoints_262,001095,"LSBU (Borough Road), Elephant & Castle",1279711620000,,false
false,true,BikePoints_263,001184,"St. Mary Axe, Aldgate",1279712160000,,false
false,true,BikePoints_264,001146,"Tysoe Street, Clerkenwell",1279712520000,,false
false,true,BikePoints_265,003490,"Southwick Street, Paddington",1279714320000,,false
false,true,BikePoints_266,001204,"Queen's Gate (North), Kensington",1279714560000,,false
false,true,BikePoints_267,001155,"Regency Street, Westminster",1279714740000,,false
false,true,BikePoints_268,001087,"Belgrave Road, Victoria",1279714920000,,false
false,true,BikePoints_269,001209,"Empire Square, The Borough",1279715100000,,false
false,true,BikePoints_270,001190,"Kennington Lane Rail Bridge, Vauxhall",1279720380000,,false
false,true,BikePoints_271,001136,"London Zoo,  The Regent's Park",1279720920000,,false
false,true,BikePoints_272,001133,"Baylis Road, Waterloo",1279721220000,,false
false,true,BikePoints_273,001186,"Belvedere Road 1, South Bank",1279721400000,,false
false,true,BikePoints_274,001134,"Warwick Road, Olympia",1279721580000,,false
false,true,BikePoints_275,001191,"Barbican Centre, Barbican",1279721880000,,false
false,true,BikePoints_276,001098,"Lower Thames Street, Monument",1279723200000,,false
false,true,BikePoints_277,001143,"Kensington Church Street, Kensington",1279723320000,,false
false,true,BikePoints_278,001142,"Tooley Street, Bermondsey",1279723500000,,false
false,true,BikePoints_279,001108,"North Wharf Road, Paddington",1279723740000,,false
false,true,BikePoints_280,003462,"Royal Avenue 2, Chelsea",1279726440000,,false
false,true,BikePoints_281,003480,"Smith Square, Westminster",1279726620000,,false
false,true,BikePoints_282,001077,"Royal London Hospital, Whitechapel",1279726980000,,false
false,true,BikePoints_283,001141,"Kingsway, Covent Garden",1279727220000,,false
false,true,BikePoints_284,001117,"Lambeth North Station, Waterloo",1279727580000,,false
false,true,BikePoints_286,001187,"St. John's Wood Road, St. John's Wood",1279727880000,,false
false,true,BikePoints_287,001156,"Bedford Way, Bloomsbury",1279728060000,,false
false,true,BikePoints_288,001138,"Elizabeth Bridge, Victoria",1279793820000,,false
false,true,BikePoints_289,003493,"South Audley Street, Mayfair",1279794060000,,false
false,true,BikePoints_290,003496,"St Mary's Hospital, Paddington",1279795140000,,false
false,true,BikePoints_291,001135,"Claverton Street, Pimlico",1279800420000,,false
false,true,BikePoints_292,001206,"Montpelier Street, Knightsbridge",1279800600000,,false
false,true,BikePoints_293,001214,"Kensington Olympia Station, Olympia",1279800780000,,false
false,true,BikePoints_294,001195,"St. George's Square, Pimlico",1279800900000,,false
false,true,BikePoints_295,001216,"Swan Street, The Borough",1279801080000,,false
false,true,BikePoints_296,200069,"Knaresborough Place, Earl's Court",1377258960000,,false
false,true,BikePoints_297,003498,"Geraldine Street, Elephant & Castle",1279801560000,,false
false,true,BikePoints_298,001213,"Curlew Street, Shad Thames",1279805640000,,false
false,true,BikePoints_299,001196,"Vincent Square, Westminster",1279808160000,,false
false,true,BikePoints_300,001217,"Serpentine Car Park, Hyde Park",1279808700000,,false
false,true,BikePoints_301,001152,"Marylebone Lane, Marylebone",1279809000000,,false
false,true,BikePoints_302,003492,"Putney Pier, Wandsworth",1279812360000,,false
false,true,BikePoints_303,001132,"Albert Gate, Hyde Park",1279812720000,,false
false,true,BikePoints_306,003497,"Rathbone Street, Fitzrovia",1279816260000,,false
false,true,BikePoints_307,001157,"Black Lion Gate, Kensington Gardens",1279816500000,,false
false,true,BikePoints_308,001189,"Long Lane , Bermondsey",1279816740000,,false
false,true,BikePoints_309,001192,"Embankment (Savoy), Strand",1279875060000,,false
false,true,BikePoints_310,001205,"Black Prince Road, Vauxhall",1279879560000,,false
false,true,BikePoints_311,003494,"Foley Street, Fitzrovia",1279880100000,,false
false,true,BikePoints_312,001130,"Grove End Road, St. John's Wood",1279880340000,,false
false,true,BikePoints_313,003495,"Wells Street, Fitzrovia",1279880520000,,false
false,true,BikePoints_314,003485,"Tyers Gate, Bermondsey",1279884480000,,false
false,true,BikePoints_315,001199,"The Tennis Courts, The Regent's Park",1279884660000,,false
false,true,BikePoints_316,000968,"Warwick Row, Westminster",1279884840000,1539845760000,false
false,true,BikePoints_317,001208,"Dickens Square, Borough",1279885080000,,false
false,true,BikePoints_318,001197,"Sackville Street, Mayfair",1279885320000,,false
false,true,BikePoints_319,003500,"Baldwin Street, St. Luke's",1279890360000,,false
false,true,BikePoints_320,001148,"Queen Mother Sports Centre, Victoria",1279890840000,,false
false,true,BikePoints_321,002637,"Bermondsey Street, Bermondsey",1279891020000,,false
false,true,BikePoints_322,003502,"Palissy Street, Shoreditch",1279891920000,,false
false,true,BikePoints_323,003501,"Clifton Street, Shoreditch",1279892040000,,false
false,true,BikePoints_324,001200,"Ontario Street, Elephant & Castle",1279894920000,,false
false,true,BikePoints_325,001158,"St. Martin's Street, West End",1279896660000,,false
false,true,BikePoints_326,001131,"Graham Street, Angel",1279896840000,,false
false,true,BikePoints_327,001128,"New North Road 1, Hoxton",1280133420000,,false
false,true,BikePoints_328,002641,"New North Road 2, Hoxton",1280133540000,,false
false,true,BikePoints_329,002636,"Prince Albert Road, The Regent's Park",1280133720000,,false
false,true,BikePoints_330,001203,"Eastbourne Mews, Paddington",1280141280000,,false
false,true,BikePoints_331,001211,"Bunhill Row, Moorgate",1280141460000,,false
false,true,BikePoints_332,001210,"Nevern Place, Earl's Court",1280142360000,,false
false,true,BikePoints_333,002633,"Palace Gardens Terrace, Notting Hill",1280142540000,,false
false,true,BikePoints_612,200175,"Wandsworth Rd, Isley Court, Wandsworth Road",1380294600000,,false
false,true,BikePoints_613,200214,"Woodstock Grove, Shepherd's Bush",1380211860000,,false
false,true,BikePoints_614,200025,"London Fields, Hackney Central",1380795000000,,false
false,true,BikePoints_615,200029,"Finlay Street, Fulham",1380288900000,,false
false,true,BikePoints_616,200098,"Aintree Street, Fulham",,,false
false,true,BikePoints_617,200028,"Elysium Place, Fulham",1380531540000,,false
false,true,BikePoints_618,300003,"Eel Brook Common, Walham Green",1380546540000,,false
