common_name,locked,removal_date,install_date,place_id,temporary,terminal_name,installed
"Grant Road East, Clapham Junction",false,,1385383080000,BikePoints_735,false,200120,true
"Queensdale Road, Shepherd's Bush",false,,1385472900000,BikePoints_736,false,300088,true
"Fulham Broadway, Walham Green",false,,1385554620000,BikePoints_737,false,300086,true
"Imperial Road, Sands End",false,,1385563380000,BikePoints_738,false,300087,true
"Hortensia Road, West Brompton",false,,1385631000000,BikePoints_739,false,300091,true
"Sirdar Road, Avondale",false,,1385635440000,BikePoints_740,false,300084,true
"Freston Road, Avondale",false,,1385640120000,BikePoints_741,false,300085,true
"Blenheim Crescent, Ladbroke Grove",false,,1385649540000,BikePoints_742,false,300090,true
"Oxford Road, Putney",false,,1385723700000,BikePoints_743,false,300078,true
"Ingrave Street, Clapham Junction",false,,1385729760000,BikePoints_744,false,300077,true
"Upcerne Road, West Chelsea",false,,1385740020000,BikePoints_745,false,300075,true
"Lots Road, West Chelsea",false,,1385985720000,BikePoints_746,false,300076,true
"Ormonde Gate, Chelsea",false,,1385997240000,BikePoints_747,false,300089,true
"Hertford Road, De Beauvoir Town",false,,1386159900000,BikePoints_748,false,300092,true
"Haggerston Road, Haggerston",false,,1386172440000,BikePoints_749,false,300081,true
"Culvert Road, Battersea",false,,1386240360000,BikePoints_750,false,300080,true
"Newton Street, Covent Garden",false,,1386250800000,BikePoints_751,false,300074,true
"London Street, Paddington",false,,1650364320000,BikePoints_752,false,300079,true
"Grenfell Road, Avondale",false,,1389003540000,BikePoints_754,false,300067,true
"The Vale, Chelsea",false,,1389008580000,BikePoints_755,false,300058,true
"Prince of Wales Drive, Battersea Park",false,,1390223040000,BikePoints_756,false,300073,true
"Harcourt Terrace, West Brompton",false,,1389094260000,BikePoints_757,false,300069,true
"Westbourne Park Road, Portobello",false,,1389178020000,BikePoints_758,false,300057,true
"Broadley Terrace, Marylebone",false,,1389627480000,BikePoints_759,false,300072,true
"Humbolt Road, Fulham",false,,1389781800000,BikePoints_761,false,300068,true
"Storey's Gate, Westminster",false,,1392039000000,BikePoints_762,false,200202,true
"Mile End Park Leisure Centre, Mile End",false,,1392043020000,BikePoints_763,false,300027,true
"St. John's Road, Clapham Junction",false,,1392633480000,BikePoints_764,false,200185,true
"Ranelagh Gardens, Fulham",false,,1392986940000,BikePoints_765,false,300064,true
"Ram Street, Wandsworth",false,,1392894840000,BikePoints_766,false,200079,true
"Santos Road, Wandsworth",false,,1393406280000,BikePoints_767,false,200177,true
"Clapham Common North Side, Clapham Common",false,,1393494060000,BikePoints_768,false,300065,true
"Sandilands Road, Walham Green",false,,1393939560000,BikePoints_769,false,300001,true
"Gwendwr Road, West Kensington",false,,1394099280000,BikePoints_770,false,300097,true
"Rifle Place, Avondale",false,,1394018400000,BikePoints_771,false,300007,true
"Binfield Road, Stockwell",false,,1396442100000,BikePoints_772,false,300015,true
"Tallis Street, Temple",false,,1396262520000,BikePoints_773,false,300096,true
"Hurlingham Park, Parsons Green",false,,1396265880000,BikePoints_774,false,300098,true
"Little Brook Green, Brook Green",false,,1396270320000,BikePoints_775,false,300101,true
"Abyssinia Close, Clapham Junction",false,,1396273320000,BikePoints_776,false,300099,true
"Limburg Road, Clapham Junction",false,,1406282940000,BikePoints_777,false,300100,true
"Houndsditch, Aldgate",false,,1435313700000,BikePoints_779,false,200072,true
"Imperial Wharf Station, Sands End",false,,1439455200000,BikePoints_780,false,300070,true
"Victoria & Albert Museum, South Kensington",false,,1446485340000,BikePoints_781,false,300032,true
"Tanner Street, Bermondsey",false,,1279026060000,BikePoints_85,false,000994,true
"Sancroft Street, Vauxhall",false,,1279027140000,BikePoints_86,false,003434,true
"Devonshire Square, Liverpool Street",false,,1279027680000,BikePoints_87,false,003438,true
"Bayley Street , Bloomsbury",false,,1279028280000,BikePoints_88,false,001006,true
"Tavistock Place, Bloomsbury",false,,1279029360000,BikePoints_89,false,003439,true
"Harrington Square 1, Camden Town",false,,1279030020000,BikePoints_90,false,001038,true
"Walnut Tree Walk, Vauxhall",false,,1279036740000,BikePoints_91,false,001076,true
"Borough Road, Elephant & Castle",false,,1279037040000,BikePoints_92,false,001082,true
"Cloudesley Road, Angel",false,,1279037760000,BikePoints_93,false,002586,true
"Bricklayers Arms, Borough",false,,1279038420000,BikePoints_94,false,001070,true
"Aldersgate Street, Barbican",false,,1279096560000,BikePoints_95,false,001065,true
"Falkirk Street, Hoxton",false,,1279096980000,BikePoints_96,false,001047,true
"Gloucester Road (North), Kensington",false,,1279097580000,BikePoints_97,false,003447,true
"Hampstead Road, Euston",false,,1279099080000,BikePoints_98,false,000972,true
"Old Quebec Street, Marylebone",false,,1279099680000,BikePoints_99,false,001085,true
"Albert Embankment, Vauxhall",false,,1279099860000,BikePoints_100,false,001059,true
"Queen Street 1, Bank",false,,1279102680000,BikePoints_101,false,000999,true
"Jewry Street, Aldgate",false,,1279102860000,BikePoints_102,false,001045,true
"Vicarage Gate, Kensington",false,,1279103520000,BikePoints_103,false,003441,true
"Crosswall, Tower",false,,1279103760000,BikePoints_104,false,000991,true
"Westbourne Grove, Bayswater",false,,1279105320000,BikePoints_105,false,001041,true
"Woodstock Street, Mayfair",false,,1279106880000,BikePoints_106,false,001042,true
"Finsbury Leisure Centre, St. Luke's",false,,1279107480000,BikePoints_107,false,001049,true
"Abbey Orchard Street, Westminster",false,,1279107720000,BikePoints_108,false,003429,true
"Soho Square , Soho",false,,1279108320000,BikePoints_109,false,001052,true
"Wellington Road, St. John's Wood",false,,1279108920000,BikePoints_110,false,001055,true
"Park Lane , Hyde Park",false,,1279109160000,BikePoints_111,false,001037,true
"Gloucester Road (Central), South Kensington",false,,1279116600000,BikePoints_113,false,003435,true
"Park Road (Baker Street), The Regent's Park",false,,1279119900000,BikePoints_114,false,001050,true
"Braham Street, Aldgate",false,,1279120680000,BikePoints_115,false,001062,true
"Little Argyll Street, West End",false,,1279122360000,BikePoints_116,false,000995,true
"Lollard Street, Vauxhall",false,,1279124220000,BikePoints_117,false,000998,true
"Rochester Row, Westminster",false,,1279124520000,BikePoints_118,false,003457,true
"Bath Street, St. Luke's",false,,1279124760000,BikePoints_119,false,000964,true
"The Guildhall, Guildhall",false,,1279187040000,BikePoints_120,false,001044,true
"Baker Street, Marylebone",false,,1279189200000,BikePoints_121,false,001086,true
"Norton Folgate, Liverpool Street",false,,1279190040000,BikePoints_122,false,001068,true
"St. John Street, Finsbury",false,,1279191300000,BikePoints_123,false,000992,true
"Eaton Square, Belgravia",false,,1279191540000,BikePoints_124,false,001069,true
"Borough High Street, The Borough",false,,1279192200000,BikePoints_125,false,000996,true
"Museum of London, Barbican",false,,1279193340000,BikePoints_126,false,001043,true
"Wood Street, Guildhall",false,,1279193520000,BikePoints_127,false,001063,true
"Emperor's Gate, South Kensington",false,,1279194060000,BikePoints_128,false,001116,true
"Golden Square, Soho",false,,1279198500000,BikePoints_129,false,003451,true
"Tower Gardens , Tower",false,,1279198800000,BikePoints_130,false,001071,true
"Eversholt Street , Camden Town",false,,1279199280000,BikePoints_131,false,001005,true
"Bethnal Green Road, Shoreditch",false,,1279199520000,BikePoints_132,false,000973,true
"Derry Street, Kensington",false,,1279200240000,BikePoints_133,false,003436,true
"Wapping High Street, Wapping",false,,1279200900000,BikePoints_134,false,001039,true
"Clerkenwell Green, Clerkenwell",false,,1279201080000,BikePoints_135,false,001053,true
"Queen Victoria Street, St. Paul's",false,,1279201200000,BikePoints_136,false,001048,true
"Green Street, Mayfair",false,,1279205220000,BikePoints_138,false,003464,true
"Lambeth Road, Vauxhall",false,,1279205460000,BikePoints_139,false,001078,true
"Finsbury Square , Moorgate",false,,1279205580000,BikePoints_140,false,001056,true
"Chapel Place, Marylebone",false,,1279210980000,BikePoints_141,false,001003,true
"West Cromwell Road, Earl's Court",false,,1279211220000,BikePoints_142,false,001001,true
"Pont Street, Knightsbridge",false,,1279211400000,BikePoints_143,false,001114,true
"Kennington Cross, Kennington",false,,1279211580000,BikePoints_144,false,001093,true
"Ilchester Place, Kensington",false,,1279212180000,BikePoints_145,false,001115,true
"Vauxhall Bridge , Pimlico",false,,1279212360000,BikePoints_146,false,001046,true
"Tachbrook Street, Victoria",false,,,BikePoints_148,false,000965,true
"Kennington Road Post Office, Oval",false,,1279215360000,BikePoints_149,false,001073,true
"Holy Trinity Brompton, Knightsbridge",false,,1279215540000,BikePoints_150,false,001002,true
"Chepstow Villas, Notting Hill",false,,1279215720000,BikePoints_151,false,001120,true
"Hampton Street, Walworth",false,,1279215900000,BikePoints_152,false,001118,true
"Bayswater Road, Hyde Park",false,,1279216080000,BikePoints_153,false,001096,true
"Waterloo Station 3, Waterloo",false,,,BikePoints_154,false,001072,true
"Lexham Gardens, Kensington",false,,1279272660000,BikePoints_155,false,001121,true
"New Kent Road, The Borough",false,,1279273080000,BikePoints_156,false,000966,true
"Wright's Lane, Kensington",false,,1279273200000,BikePoints_157,false,001094,true
"Trebovir Road, Earl's Court",false,,1279273320000,BikePoints_158,false,001113,true
"Waterloo Place, St. James's",false,,1279274280000,BikePoints_160,false,003458,true
"Guildhouse Street, Victoria",false,,1279286940000,BikePoints_161,false,003478,true
"Southampton Place, Holborn",false,,1279287120000,BikePoints_162,false,001123,true
"Sloane Avenue, Knightsbridge",false,,1279287300000,BikePoints_163,false,003461,true
"Cleveland Gardens, Bayswater",false,,1279287600000,BikePoints_164,false,001178,true
"Orsett Terrace, Bayswater",false,,1279287960000,BikePoints_165,false,002585,true
"Seville Street, Knightsbridge",false,,1279288140000,BikePoints_166,false,001177,true
"Eccleston Place, Victoria",false,,,BikePoints_167,false,003465,true
"Argyll Road, Kensington",false,,1279289400000,BikePoints_168,false,003463,true
"Red Lion Street, Holborn",false,,1323350220000,BikePoints_436,false,022171,true
"Vauxhall Walk, Vauxhall",false,,1325746380000,BikePoints_437,false,200056,true
"Killick Street, King's Cross",false,,1325705460000,BikePoints_439,false,200053,true
"Kennington Oval, Oval",false,,1325708160000,BikePoints_440,false,200032,true
"Sail Street, Vauxhall",false,,1325711220000,BikePoints_441,false,200039,true
"Walmer Road, Avondale",false,,1325940420000,BikePoints_442,false,200035,true
"Philpot Street, Whitechapel",false,,1325941800000,BikePoints_443,false,200033,true
"Bethnal Green Garden, Bethnal Green",false,,1325944680000,BikePoints_444,false,200047,true
"Cheshire Street, Bethnal Green",false,,1325945820000,BikePoints_445,false,200003,true
"York Hall, Bethnal Green",false,,1325948880000,BikePoints_446,false,200042,true
"Jubilee Crescent, Cubitt Town",false,,1325949000000,BikePoints_447,false,200054,true
"Fisherman's Walk West, Canary Wharf",false,,1325952660000,BikePoints_448,false,022165,true
"Shadwell Station, Shadwell",false,,1325952900000,BikePoints_449,false,200020,true
"Jubilee Street, Stepney",false,,1326105240000,BikePoints_450,false,200002,true
"Hermitage Court, Wapping",false,,1325501400000,BikePoints_451,false,200021,true
"St. Katharine's Way, Tower",false,,1326109140000,BikePoints_452,false,200049,true
"Garnet Street, Shadwell",false,,1326111060000,BikePoints_453,false,200045,true
"Napier Avenue, Millwall",false,,1326115380000,BikePoints_454,false,200046,true
"East Ferry Road, Cubitt Town",false,,1326117780000,BikePoints_455,false,200031,true
"Parkway, Camden Town",false,,1326197580000,BikePoints_456,false,200118,true
"Castlehaven Road, Camden Town",false,,1326203280000,BikePoints_457,false,200016,true
"Wapping Lane, Wapping",false,,1326294780000,BikePoints_458,false,200034,true
"Gunmakers Lane, Old Ford",false,,,BikePoints_459,false,200014,true
"Burdett Road, Mile End",false,,1326284820000,BikePoints_460,false,200123,true
"Aston Street, Stepney",false,,1326293640000,BikePoints_461,true,200013,true
"Bonny Street, Camden Town",false,,1326294600000,BikePoints_462,false,200105,true
"Thurtle Road, Haggerston",false,,,BikePoints_463,false,200093,true
"St. Mary & St. Michael Church, Stepney",false,,1326304980000,BikePoints_464,false,200082,true
"Pitfield Street North,Hoxton",false,,1333613280000,BikePoints_465,false,200152,true
"Whiston Road, Haggerston",false,,1326360000000,BikePoints_466,false,200158,true
"Southern Grove, Bow",false,,1326374040000,BikePoints_467,false,200168,true
"Cantrell Road, Bow",false,,1326375720000,BikePoints_468,false,200150,true
"Lindfield Street, Poplar",false,,1326381060000,BikePoints_469,false,022178,true
"Mostyn Grove, Bow",false,,1326790620000,BikePoints_470,false,200174,true
"Hewison Street, Old Ford",false,,1326790860000,BikePoints_471,false,200006,true
"Malmesbury Road, Bow",false,,1326791160000,BikePoints_472,false,200019,true
"Millharbour, Millwall",false,,1326816540000,BikePoints_473,false,022167,true
"Gascoyne Road, Victoria Park",false,,1326822960000,BikePoints_474,false,200155,true
"Lightermans Road, Millwall",false,,1326825480000,BikePoints_475,false,200004,true
"Stebondale Street, Cubitt Town",false,,1326962100000,BikePoints_476,false,200009,true
"Spindrift Avenue, Millwall",false,,1326963780000,BikePoints_477,false,200018,true
"Stepney Green Station, Stepney",false,,1326965580000,BikePoints_478,false,200012,true
"Pott Street, Bethnal Green",false,,1326966240000,BikePoints_479,false,200156,true
"Flamborough Street, Limehouse",false,,1326975420000,BikePoints_480,false,200115,true
"Saunders Ness Road, Cubitt Town",false,,1326996480000,BikePoints_481,false,200022,true
"Exhibition Road Museums 2, South Kensington",false,,1326996720000,BikePoints_482,false,200052,true
"Albert Gardens, Stepney",false,,1327088280000,BikePoints_483,false,022166,true
"Bromley High Street, Bow",false,,1327339740000,BikePoints_484,false,022172,true
"Old Ford Road, Bethnal Green",false,,1327255440000,BikePoints_485,false,022173,true
"Granby Street, Shoreditch",false,,1327338660000,BikePoints_486,false,022174,true
"Canton Street, Poplar",false,,1327936860000,BikePoints_487,false,022175,true
"Reardon Street, Wapping",false,,1327254960000,BikePoints_488,false,022176,true
"Pennington Street, Wapping",false,,,BikePoints_490,false,200090,true
"Queen Mary's, Mile End",false,,1327256220000,BikePoints_491,false,200249,true
"Maplin Street, Mile End",false,,1327256520000,BikePoints_492,false,200230,true
"South Quay East, Canary Wharf",false,,1327433220000,BikePoints_494,false,200233,true
"Bow Church Station, Bow",false,,1327340460000,BikePoints_495,false,200252,true
"Devons Road, Bow",false,,1327400820000,BikePoints_496,false,200255,true
"Merchant Street, Bow",false,,1327398420000,BikePoints_497,false,200242,true
"Bow Road Station, Bow",false,,1327398660000,BikePoints_498,false,200251,true
"Furze Green, Bow",false,,1327407960000,BikePoints_499,false,200011,true
"Ansell House, Stepney",false,,1327430040000,BikePoints_500,false,200148,true
"Cephas Street, Bethnal Green",false,,1327430220000,BikePoints_501,false,200073,true
"Bonner Gate, Victoria Park",false,,1563957840000,BikePoints_502,false,200241,true
"Cleveland Way, Stepney",false,,1327492920000,BikePoints_503,false,200250,true
"St. John's Park, Cubitt Town",false,,1327937820000,BikePoints_504,false,200243,true
"Ackroyd Drive, Bow",false,,1327937460000,BikePoints_505,false,200038,true
"Bell Lane, Liverpool Street",false,,1327938660000,BikePoints_506,false,200036,true
"Clarkson Street, Bethnal Green",false,,1327938420000,BikePoints_507,false,200131,true
"Fournier Street, Whitechapel",false,,1327938180000,BikePoints_508,false,200157,true
"Fore Street, Guildhall",false,,1327938120000,BikePoints_509,false,200253,true
"Westferry DLR, Limehouse",false,,,BikePoints_510,false,200238,true
"Sutton Street, Shadwell",false,,1327937940000,BikePoints_511,false,200256,true
"Pritchard's Road, Bethnal Green",false,,1328112600000,BikePoints_512,false,200083,true
"Watney Market, Stepney",false,,,BikePoints_513,false,200162,true
"Portman Square, Marylebone",false,,1328201520000,BikePoints_514,false,200008,true
"Russell Gardens, Olympia",false,,,BikePoints_515,false,200080,true
"Chrisp Street Market, Poplar",false,,1328202420000,BikePoints_516,false,200089,true
"Ford Road, Old Ford",false,,1326790860000,BikePoints_517,false,200027,true
"Antill Road, Mile End",false,,,BikePoints_518,false,200041,true
"Teviot Street, Poplar",false,,,BikePoints_519,false,200254,true
"Bancroft Road, Bethnal Green",false,,,BikePoints_520,false,200234,true
"Driffield Road, Old Ford",false,,,BikePoints_521,false,200030,true
"Halford Road, West Kensington",false,,1446485820000,BikePoints_782,false,300210,true
"Monier Road, Hackney Wick",false,,1448529660000,BikePoints_783,false,300213,true
"East Village, Queen Elizabeth Olympic Park",false,,1452789240000,BikePoints_784,false,300200,true
"Aquatic Centre, Queen Elizabeth Olympic Park",false,,1451908440000,BikePoints_785,false,300233,true
"Lee Valley VeloPark, Queen Elizabeth Olympic Park",false,,1451918160000,BikePoints_786,false,300029,true
"Timber Lodge, Queen Elizabeth Olympic Park",false,,1451900700000,BikePoints_787,false,300227,true
"Copper Box Arena, Queen Elizabeth Olympic Park",false,,1451906880000,BikePoints_788,false,300226,true
"Podium, Queen Elizabeth Olympic Park",false,,1452507000000,BikePoints_789,false,300021,true
"Stratford Station, Stratford",false,,1452687420000,BikePoints_790,false,300234,true
"Blackfriars Road, Southwark",false,,1454926380000,BikePoints_792,false,300214,true
"Cromer Street, Bloomsbury",false,,1459424760000,BikePoints_793,false,300205,true
"Victoria Rise, Clapham Common",false,,1456404240000,BikePoints_794,false,300204,true
"Euston Square Gardens, Euston",false,,1456744740000,BikePoints_795,false,300203,true
"Coram Street, Bloomsbury",false,,1456746420000,BikePoints_796,false,300201,true
"Ossulston Street, Somers Town",false,,1456839540000,BikePoints_797,false,300211,true
"Birkenhead Street, King's Cross",false,,1464787980000,BikePoints_798,false,300212,true
"Kings Gate House, Westminster",false,,1464876480000,BikePoints_799,false,300202,true
"Sopwith Way, Battersea Park",false,,1457107140000,BikePoints_800,false,300248,true
"Lavington Street, Bankside",false,,1458824640000,BikePoints_801,false,300208,true
"Albert Square, Stockwell",false,,1464865500000,BikePoints_802,false,300209,true
"Southwark Street, Bankside",false,,1464787860000,BikePoints_803,false,300238,true
"Good's Way, King's Cross",false,,1459410960000,BikePoints_804,false,300243,true
"The Metropolitan, Portobello",false,,1467626400000,BikePoints_805,false,300244,true
"Handyside Street, King's Cross",false,,1472723460000,BikePoints_806,false,300241,true
"Bevington Road West, North Kensington",false,,1466715600000,BikePoints_807,false,300236,true
"Gauden Road, Clapham",false,,1461753540000,BikePoints_808,false,300207,true
"Lincoln's Inn Fields, Holborn",false,,1467640800000,BikePoints_809,false,300240,true
"Tate Modern, Bankside",false,,1464943200000,BikePoints_810,false,300237,true
"Westferry Circus, Canary Wharf",false,,1469538960000,BikePoints_811,false,300228,true
"Here East North, Queen Elizabeth Olympic Park",false,,1469005200000,BikePoints_812,false,300217,true
"New Spring Gardens Walk, Vauxhall",false,,1467627120000,BikePoints_813,false,300224,true
"Clapham Road, Lingham Street, Stockwell",false,,1464870060000,BikePoints_814,false,300245,true
"Lambeth Palace Road, Waterloo",false,,1462357680000,BikePoints_815,false,300231,true
"Here East South, Queen Elizabeth Olympic Park",false,,1489065360000,BikePoints_816,false,300219,true
"Riverlight South, Nine Elms",false,,1464949140000,BikePoints_817,false,300232,true
"Westminster Pier, Westminster",false,,1563958740000,BikePoints_818,false,300249,true
"Belvedere Road 2, South Bank",false,,1476360120000,BikePoints_819,false,300246,true
"Victory Place, Walworth",false,,1481807940000,BikePoints_820,false,300239,true
"Battersea Power Station, Battersea Park",false,,1487335920000,BikePoints_821,false,300221,true
"Allington Street, Victoria",false,,1500554880000,BikePoints_826,false,300242,true
"Cranmer Road, Stockwell",false,,1517788800000,BikePoints_827,false,300247,true
"Normandy Road, Stockwell",false,,1517788800000,BikePoints_828,false,300225,true
"Wynne Road, Stockwell",false,,1517443200000,BikePoints_829,false,300230,true
"Sidney Road, Stockwell",false,,1517961600000,BikePoints_830,false,300229,true
"St John's Crescent, Brixton",false,,1517961600000,BikePoints_831,false,300215,true
"Ferndale Road, Brixton",false,,1517961600000,BikePoints_832,false,200240,true
"Saltoun Road, Brixton",false,,1517875200000,BikePoints_833,false,300206,true
"Gas Holders, Battersea Park",false,,1529449200000,BikePoints_834,false,300216,true
"Farringdon Street, Holborn",false,,,BikePoints_835,false,300220,true
"York Way, Kings Cross",false,,,BikePoints_836,false,300235,true
"Fore Street Avenue, Guildhall",false,,1539254700000,BikePoints_838,false,300222,true
"Sea Containers, South Bank",false,,1544611140000,BikePoints_839,false,200144,true
"George Row, Bermondsey",false,,1599752640000,BikePoints_840,false,002679,true
"Tower Wharf, Bermondsey",false,,,BikePoints_841,false,002667,true
"Canada Water Station, Rotherhithe",false,,1608298140000,BikePoints_844,false,300252,true
"Bermondsey Station, Bermondsey",false,,1608303660000,BikePoints_845,false,300253,true
"Porchester Place, Paddington",false,,1279289760000,BikePoints_169,false,003477,true
"Hardwick Street, Clerkenwell",false,,1279290180000,BikePoints_170,false,001057,true
"Collingham Gardens, Earl's Court",false,,1279291200000,BikePoints_171,false,003459,true
"Sumner Place, South Kensington",false,,1279291500000,BikePoints_172,false,001124,true
"Waterloo Road, South Bank",false,,1279292700000,BikePoints_173,false,001176,true
"Strand, Strand",false,,1279295940000,BikePoints_174,false,001100,true
"Worship Street, Shoreditch",false,,1529674980000,BikePoints_175,false,000997,true
"Gloucester Terrace, Bayswater",false,,1279297560000,BikePoints_176,false,001173,true
"Ashley Place, Victoria",false,,1279297740000,BikePoints_177,false,001122,true
"Warwick Square, Pimlico",false,,1279297920000,BikePoints_178,false,003460,true
"North Audley Street, Mayfair",false,,1279298220000,BikePoints_180,false,001126,true
"Belgrave Square, Belgravia",false,,1279298460000,BikePoints_181,false,003473,true
"Bell Street , Marylebone",false,,1279363140000,BikePoints_182,false,001166,true
"Riverlight North, Nine Elms",false,,1279364160000,BikePoints_183,false,001165,true
"Portland Place, Marylebone",false,,1279364280000,BikePoints_184,false,001164,true
"Alderney Street, Pimlico",false,,1279365360000,BikePoints_185,false,001174,true
"South Wharf Road, Paddington",false,,1279365480000,BikePoints_186,false,001167,true
"Queen's Gate (South), South Kensington",false,,1279365720000,BikePoints_187,false,001172,true
"Nutford Place, Marylebone",false,,1279376760000,BikePoints_188,false,001112,true
"Claremont Square, Angel",false,,1279377180000,BikePoints_189,false,001104,true
"Rampayne Street, Pimlico",false,,1279381080000,BikePoints_190,false,001106,true
"Hyde Park Corner, Hyde Park",false,,1279383120000,BikePoints_191,false,001075,true
"Wardour Street, Soho",false,,1279383300000,BikePoints_192,false,001163,true
"Bankside Mix, Bankside",false,,1279392479356,BikePoints_193,false,000963,true
"Hop Exchange, The Borough",false,,1279392479395,BikePoints_194,false,000960,true
"Milroy Walk, South Bank",false,,1279392479432,BikePoints_195,false,000959,true
"Union Street, The Borough",false,,1279392479471,BikePoints_196,false,000961,true
"Stamford Street, South Bank",false,,1279392479520,BikePoints_197,false,000962,true
"Great Tower Street, Monument",false,,1279441800000,BikePoints_199,false,001080,true
"LMU Commercial Road, Whitechapel",false,,1279441920000,BikePoints_200,false,001105,true
"Dorset Square, Marylebone",false,,1279444080000,BikePoints_201,false,001162,true
"Leman Street, Aldgate",false,,1279444320000,BikePoints_202,false,001102,true
"West Smithfield Rotunda, Farringdon",false,,1279445580000,BikePoints_203,false,001040,true
"Margery Street, Clerkenwell",false,,1279466640000,BikePoints_204,false,003468,true
"New Road 1 , Whitechapel",false,,1279471380000,BikePoints_206,false,001171,true
"Grosvenor Crescent, Belgravia",false,,1279558140000,BikePoints_207,false,001169,true
"Mallory Street, Marylebone",false,,1279472580000,BikePoints_208,false,001175,true
"Hinde Street, Marylebone",false,,1279535160000,BikePoints_210,false,003476,true
"Cadogan Place, Knightsbridge",false,,1279535820000,BikePoints_211,false,003469,true
"Campden Hill Road, Notting Hill",false,,1279536840000,BikePoints_212,false,003487,true
"Wellington Arch, Hyde Park",false,,1279537020000,BikePoints_213,false,001109,true
"Endsleigh Gardens, Euston",false,,1279537200000,BikePoints_214,false,001079,true
"Moorfields, Moorgate",false,,1279537380000,BikePoints_215,false,001092,true
"Old Brompton Road, South Kensington",false,,1279537920000,BikePoints_216,false,003479,true
"Wormwood Street, Liverpool Street",false,,1279538040000,BikePoints_217,false,002587,true
"St. Luke's Church, Chelsea",false,,1279543740000,BikePoints_218,false,003486,true
"Bramham Gardens, Earl's Court",false,,1279545900000,BikePoints_219,false,001183,true
"Chelsea Green, Chelsea",false,,1279546320000,BikePoints_220,false,001179,true
"Horseferry Road, Westminster",false,,1279552200000,BikePoints_221,false,001170,true
"Knightsbridge, Hyde Park",false,,1279614120000,BikePoints_222,false,001101,true
"Rodney Road , Walworth",false,,1279614420000,BikePoints_223,false,003481,true
"Queensway, Kensington Gardens",false,,1279615020000,BikePoints_224,false,001150,true
"Notting Hill Gate Station, Notting Hill",false,,1279616280000,BikePoints_225,false,001182,true
"Charles II Street, West End",false,,1279616520000,BikePoints_226,false,003488,true
"Great Percy Street, Clerkenwell",false,,1279616700000,BikePoints_227,false,003470,true
"St. James's Square, St. James's",false,,1279616880000,BikePoints_228,false,001067,true
"Whitehall Place, Strand",false,,1279617780000,BikePoints_229,false,001151,true
"Poured Lines, Bankside",false,,1279618020000,BikePoints_230,false,001144,true
"Queen's Gate (Central), South Kensington",false,,1279622820000,BikePoints_231,false,001089,true
"Carey Street, Holborn",false,,1279623240000,BikePoints_232,false,001139,true
"Pall Mall East, West End",false,,1279624260000,BikePoints_233,false,001153,true
"Liverpool Road (N1 Centre), Angel",false,,1279624680000,BikePoints_234,false,001081,true
"Kennington Road  , Vauxhall",false,,1279625640000,BikePoints_235,false,001154,true
"Fashion Street, Whitechapel",false,,1279625940000,BikePoints_236,false,003483,true
"Dock Street, Wapping",false,,1279799040000,BikePoints_237,false,003467,true
"Frampton Street, Paddington",false,,1279627920000,BikePoints_238,false,001099,true
"Warren Street Station, Euston",false,,1279628160000,BikePoints_239,false,001090,true
"Colombo Street, Southwark",false,,1279628280000,BikePoints_240,false,003472,true
"Beaumont Street, Marylebone",false,,1279628640000,BikePoints_242,false,003482,true
"Gloucester Street, Pimlico",false,,1279628940000,BikePoints_243,false,001103,true
"Earnshaw Street , Covent Garden",false,,1279629240000,BikePoints_244,false,001145,true
"Grosvenor Road, Pimlico",false,,1279629660000,BikePoints_245,false,001140,true
"Berry Street, Clerkenwell",false,,1279639740000,BikePoints_246,false,001159,true
"St. John's Wood Church, The Regent's Park",false,,1279639920000,BikePoints_247,false,001091,true
"Triangle Car Park, Hyde Park",false,,1279640160000,BikePoints_248,false,001088,true
"Harper Road, The Borough",false,,1279640400000,BikePoints_249,false,001137,true
"Royal Avenue 1, Chelsea",false,,1279641000000,BikePoints_250,false,003440,true
"Brushfield Street, Liverpool Street",false,,1279700160000,BikePoints_251,false,001161,true
"Jubilee Gardens, South Bank",false,,1279700640000,BikePoints_252,false,001111,true
"Shoreditch Park, Hoxton",false,,1279700820000,BikePoints_253,false,001051,true
"Clinton Road, Mile End",false,,,BikePoints_522,false,200161,true
"Langdon Park, Poplar",false,,,BikePoints_523,false,200160,true
"Lancaster Gate , Bayswater",false,,1328515080000,BikePoints_524,false,200017,true
"Blythe Road, Olympia",false,,1643301180000,BikePoints_525,false,200153,true
"Lancaster Drive, Blackwall",false,,,BikePoints_526,false,200143,true
"Hansard Mews, Holland Park",false,,1328777280000,BikePoints_527,false,200154,true
"Clarges Street, Mayfair",false,,1328777880000,BikePoints_528,false,200088,true
"Manresa Road, Chelsea",false,,,BikePoints_529,false,200010,true
"Newby Place, Poplar",false,,,BikePoints_530,false,200146,true
"Twig Folly Bridge, Mile End",false,,1328778840000,BikePoints_531,false,200167,true
"Jubilee Plaza, Canary Wharf",false,,1328886360000,BikePoints_532,false,200163,true
"Wellington Row, Bethnal Green",false,,,BikePoints_533,false,200165,true
"Goldsmith's Row, Haggerston",false,,,BikePoints_534,false,200159,true
"Gloucester Avenue, Camden Town",false,,,BikePoints_535,false,200145,true
"Queensbridge Road, Haggerston",false,,,BikePoints_536,false,200024,true
"Old Montague Street, Whitechapel",false,,1330352880000,BikePoints_537,false,200239,true
"Naval Row, Blackwall",false,,,BikePoints_538,false,200050,true
