common_name,removal_date,terminal_name,installed,place_id,temporary,locked,install_date
"Malmesbury Road, Bow",,200019,true,BikePoints_472,false,false,1326791160000
"Millharbour, Millwall",,022167,true,BikePoints_473,false,false,1326816540000
"Gascoyne Road, Victoria Park",,200155,true,BikePoints_474,false,false,1326822960000
"Lightermans Road, Millwall",,200004,true,BikePoints_475,false,false,1326825480000
"Stebondale Street, Cubitt Town",,200009,true,BikePoints_476,false,false,1326962100000
"Spindrift Avenue, Millwall",,200018,true,BikePoints_477,false,false,1326963780000
"Stepney Green Station, Stepney",,200012,true,BikePoints_478,false,false,1326965580000
"Pott Street, Bethnal Green",,200156,true,BikePoints_479,false,false,1326966240000
"Flamborough Street, Limehouse",,200115,true,BikePoints_480,false,false,1326975420000
"Saunders Ness Road, Cubitt Town",,200022,true,BikePoints_481,false,false,1326996480000
"Exhibition Road Museums 2, South Kensington",,200052,true,BikePoints_482,false,false,1326996720000
"Albert Gardens, Stepney",,022166,true,BikePoints_483,false,false,1327088280000
"Bromley High Street, Bow",,022172,true,BikePoints_484,false,false,1327339740000
"Old Ford Road, Bethnal Green",,022173,true,BikePoints_485,false,false,1327255440000
"Granby Street, Shoreditch",,022174,true,BikePoints_486,false,false,1327338660000
"Canton Street, Poplar",,022175,true,BikePoints_487,false,false,1327936860000
"Reardon Street, Wapping",,022176,true,BikePoints_488,false,false,1327254960000
"Pennington Street, Wapping",,200090,true,BikePoints_490,false,false,
"Queen Mary's, Mile End",,200249,true,BikePoints_491,false,false,1327256220000
"Maplin Street, Mile End",,200230,true,BikePoints_492,false,false,1327256520000
"South Quay East, Canary Wharf",,200233,true,BikePoints_494,false,false,1327433220000
"Bow Church Station, Bow",,200252,true,BikePoints_495,false,false,1327340460000
"Devons Road, Bow",,200255,true,BikePoints_496,false,false,1327400820000
"Merchant Street, Bow",,200242,true,BikePoints_497,false,false,1327398420000
"Bow Road Station, Bow",,200251,true,BikePoints_498,false,false,1327398660000
"Furze Green, Bow",,200011,true,BikePoints_499,false,false,1327407960000
"Ansell House, Stepney",,200148,true,BikePoints_500,false,false,1327430040000
"Cephas Street, Bethnal Green",,200073,true,BikePoints_501,false,false,1327430220000
"Bonner Gate, Victoria Park",,200241,true,BikePoints_502,false,false,1563957840000
"Cleveland Way, Stepney",,200250,true,BikePoints_503,false,false,1327492920000
"St. John's Park, Cubitt Town",,200243,true,BikePoints_504,false,false,1327937820000
"Ackroyd Drive, Bow",,200038,true,BikePoints_505,false,false,1327937460000
"Bell Lane, Liverpool Street",,200036,true,BikePoints_506,false,false,1327938660000
"Clarkson Street, Bethnal Green",,200131,true,BikePoints_507,false,false,1327938420000
"Fournier Street, Whitechapel",,200157,true,BikePoints_508,false,false,1327938180000
"Fore Street, Guildhall",,200253,true,BikePoints_509,false,false,1327938120000
"Westferry DLR, Limehouse",,200238,true,BikePoints_510,false,false,
"Sutton Street, Shadwell",,200256,true,BikePoints_511,false,false,1327937940000
"Pritchard's Road, Bethnal Green",,200083,true,BikePoints_512,false,false,1328112600000
"Watney Market, Stepney",,200162,true,BikePoints_513,false,false,
"Portman Square, Marylebone",,200008,true,BikePoints_514,false,false,1328201520000
"Russell Gardens, Olympia",,200080,true,BikePoints_515,false,false,
"Chrisp Street Market, Poplar",,200089,true,BikePoints_516,false,false,1328202420000
"Ford Road, Old Ford",,200027,true,BikePoints_517,false,false,1326790860000
"Antill Road, Mile End",,200041,true,BikePoints_518,false,false,
"Teviot Street, Poplar",,200254,true,BikePoints_519,false,false,
"Bancroft Road, Bethnal Green",,200234,true,BikePoints_520,false,false,
"Driffield Road, Old Ford",,200030,true,BikePoints_521,false,false,
"Monier Road, Hackney Wick",,300213,true,BikePoints_783,false,false,1448529660000
"East Village, Queen Elizabeth Olympic Park",,300200,true,BikePoints_784,false,false,1452789240000
"Aquatic Centre, Queen Elizabeth Olympic Park",,300233,true,BikePoints_785,false,false,1451908440000
"Timber Lodge, Queen Elizabeth Olympic Park",,300227,true,BikePoints_787,false,false,1451900700000
"Copper Box Arena, Queen Elizabeth Olympic Park",,300226,true,BikePoints_788,false,false,1451906880000
"Podium, Queen Elizabeth Olympic Park",,300021,true,BikePoints_789,false,false,1452507000000
"Stratford Station, Stratford",,300234,true,BikePoints_790,false,false,1452687420000
"Blackfriars Road, Southwark",,300214,true,BikePoints_792,false,false,1454926380000
"Cromer Street, Bloomsbury",,300205,true,BikePoints_793,false,false,1459424760000
"Victoria Rise, Clapham Common",,300204,true,BikePoints_794,false,false,1456404240000
"Euston Square Gardens, Euston",,300203,true,BikePoints_795,false,false,1456744740000
"Coram Street, Bloomsbury",,300201,true,BikePoints_796,false,false,1456746420000
"Ossulston Street, Somers Town",,300211,true,BikePoints_797,false,false,1456839540000
"Birkenhead Street, King's Cross",,300212,true,BikePoints_798,false,false,1464787980000
"Kings Gate House, Westminster",,300202,true,BikePoints_799,false,false,1464876480000
"Sopwith Way, Battersea Park",,300248,true,BikePoints_800,false,false,1457107140000
"Lavington Street, Bankside",,300208,true,BikePoints_801,false,false,1458824640000
"Albert Square, Stockwell",,300209,true,BikePoints_802,false,false,1464865500000
"Southwark Street, Bankside",,300238,true,BikePoints_803,false,false,1464787860000
"Good's Way, King's Cross",,300243,true,BikePoints_804,false,false,1459410960000
"The Metropolitan, Portobello",,300244,true,BikePoints_805,false,false,1467626400000
"Handyside Street, King's Cross",,300241,true,BikePoints_806,false,false,1472723460000
"Bevington Road West, North Kensington",,300236,true,BikePoints_807,false,false,1466715600000
"Gauden Road, Clapham",,300207,true,BikePoints_808,false,false,1461753540000
"Lincoln's Inn Fields, Holborn",,300240,true,BikePoints_809,false,false,1467640800000
"Tate Modern, Bankside",,300237,true,BikePoints_810,false,false,1464943200000
"Westferry Circus, Canary Wharf",,300228,true,BikePoints_811,false,false,1469538960000
"Here East North, Queen Elizabeth Olympic Park",,300217,true,BikePoints_812,false,false,1469005200000
"New Spring Gardens Walk, Vauxhall",,300224,true,BikePoints_813,false,false,1467627120000
"Clapham Road, Lingham Street, Stockwell",,300245,true,BikePoints_814,false,false,1464870060000
"Lambeth Palace Road, Waterloo",,300231,true,BikePoints_815,false,false,1462357680000
"Here East South, Queen Elizabeth Olympic Park",,300219,true,BikePoints_816,false,false,1489065360000
"Riverlight South, Nine Elms",,300232,true,BikePoints_817,false,false,1464949140000
"Westminster Pier, Westminster",,300249,true,BikePoints_818,false,false,1563958740000
"Belvedere Road 2, South Bank",,300246,true,BikePoints_819,false,false,1476360120000
"Victory Place, Walworth",,300239,true,BikePoints_820,false,false,1481807940000
"Battersea Power Station, Battersea Park",,300221,true,BikePoints_821,false,false,1487335920000
"Allington Street, Victoria",,300242,true,BikePoints_826,false,false,1500554880000
"Cranmer Road, Stockwell",,300247,true,BikePoints_827,false,false,1517788800000
"Normandy Road, Stockwell",,300225,true,BikePoints_828,false,false,1517788800000
"Wynne Road, Stockwell",,300230,true,BikePoints_829,false,false,1517443200000
"Sidney Road, Stockwell",,300229,true,BikePoints_830,false,false,1517961600000
"St John's Crescent, Brixton",,300215,true,BikePoints_831,false,false,1517961600000
"Ferndale Road, Brixton",,200240,true,BikePoints_832,false,false,1517961600000
"Saltoun Road, Brixton",,300206,true,BikePoints_833,false,false,1517875200000
"Gas Holders, Battersea Park",,300216,true,BikePoints_834,false,false,1529449200000
"Farringdon Street, Holborn",,300220,true,BikePoints_835,false,false,
"York Way, Kings Cross",,300235,true,BikePoints_836,false,false,
"Fore Street Avenue, Guildhall",,300222,true,BikePoints_838,false,false,1539254700000
"Sea Containers, South Bank",,200144,true,BikePoints_839,false,false,1544611140000
"George Row, Bermondsey",,002679,true,BikePoints_840,false,false,1599752640000
"Tower Wharf, Bermondsey",,002667,true,BikePoints_841,false,false,
"Temple Gardens, Temple",,300250,true,BikePoints_842,false,false,1600856400000
"Canada Water Station, Rotherhithe",,300252,true,BikePoints_844,false,false,1608298140000
"Bermondsey Station, Bermondsey",,300253,true,BikePoints_845,false,false,1608303660000
"Hardwick Street, Clerkenwell",,001057,true,BikePoints_170,false,false,1279290180000
"Collingham Gardens, Earl's Court",,003459,true,BikePoints_171,false,false,1279291200000
"Sumner Place, South Kensington",,001124,true,BikePoints_172,false,false,1279291500000
"Waterloo Road, South Bank",,001176,true,BikePoints_173,false,false,1279292700000
"Strand, Strand",,001100,true,BikePoints_174,false,false,1279295940000
"Worship Street, Shoreditch",,000997,true,BikePoints_175,false,false,1529674980000
"Gloucester Terrace, Bayswater",,001173,true,BikePoints_176,false,false,1279297560000
"Ashley Place, Victoria",,001122,true,BikePoints_177,false,false,1279297740000
"Warwick Square, Pimlico",,003460,true,BikePoints_178,false,false,1279297920000
"North Audley Street, Mayfair",,001126,true,BikePoints_180,false,false,1279298220000
"Belgrave Square, Belgravia",,003473,true,BikePoints_181,false,false,1279298460000
"Bell Street , Marylebone",,001166,true,BikePoints_182,false,false,1279363140000
"Riverlight North, Nine Elms",,001165,true,BikePoints_183,false,false,1279364160000
"Portland Place, Marylebone",,001164,true,BikePoints_184,false,false,1279364280000
"Alderney Street, Pimlico",,001174,true,BikePoints_185,false,false,1279365360000
"South Wharf Road, Paddington",,001167,true,BikePoints_186,false,false,1279365480000
"Queen's Gate (South), South Kensington",,001172,true,BikePoints_187,false,false,1279365720000
"Nutford Place, Marylebone",,001112,true,BikePoints_188,false,false,1279376760000
"Claremont Square, Angel",,001104,true,BikePoints_189,false,false,1279377180000
"Rampayne Street, Pimlico",,001106,true,BikePoints_190,false,false,1279381080000
"Hyde Park Corner, Hyde Park",,001075,true,BikePoints_191,false,false,1279383120000
"Wardour Street, Soho",,001163,true,BikePoints_192,false,false,1279383300000
"Bankside Mix, Bankside",,000963,true,BikePoints_193,false,false,1279392479356
"Hop Exchange, The Borough",,000960,true,BikePoints_194,false,false,1279392479395
"Milroy Walk, South Bank",,000959,true,BikePoints_195,false,false,1279392479432
"Union Street, The Borough",,000961,true,BikePoints_196,false,false,1279392479471
"Stamford Street, South Bank",,000962,true,BikePoints_197,false,false,1279392479520
"Great Tower Street, Monument",,001080,true,BikePoints_199,false,false,1279441800000
"LMU Commercial Road, Whitechapel",,001105,true,BikePoints_200,false,false,1279441920000
"Dorset Square, Marylebone",,001162,true,BikePoints_201,false,false,1279444080000
"Leman Street, Aldgate",,001102,true,BikePoints_202,false,false,1279444320000
"West Smithfield Rotunda, Farringdon",,001040,true,BikePoints_203,false,false,1279445580000
"Margery Street, Clerkenwell",,003468,true,BikePoints_204,false,false,1279466640000
"New Road 1 , Whitechapel",,001171,true,BikePoints_206,false,false,1279471380000
"Grosvenor Crescent, Belgravia",,001169,true,BikePoints_207,false,false,1279558140000
"Mallory Street, Marylebone",,001175,true,BikePoints_208,false,false,1279472580000
"Denyer Street, Knightsbridge",,003454,true,BikePoints_209,false,false,1279529160000
"Hinde Street, Marylebone",,003476,true,BikePoints_210,false,false,1279535160000
"Cadogan Place, Knightsbridge",,003469,true,BikePoints_211,false,false,1279535820000
"Campden Hill Road, Notting Hill",,003487,true,BikePoints_212,false,false,1279536840000
"Wellington Arch, Hyde Park",,001109,true,BikePoints_213,false,false,1279537020000
"Endsleigh Gardens, Euston",,001079,true,BikePoints_214,false,false,1279537200000
"Moorfields, Moorgate",,001092,true,BikePoints_215,false,false,1279537380000
"Old Brompton Road, South Kensington",,003479,true,BikePoints_216,false,false,1279537920000
"Wormwood Street, Liverpool Street",,002587,true,BikePoints_217,false,false,1279538040000
"St. Luke's Church, Chelsea",,003486,true,BikePoints_218,false,false,1279543740000
"Bramham Gardens, Earl's Court",,001183,true,BikePoints_219,false,false,1279545900000
"Chelsea Green, Chelsea",,001179,true,BikePoints_220,false,false,1279546320000
"Horseferry Road, Westminster",,001170,true,BikePoints_221,false,false,1279552200000
"Knightsbridge, Hyde Park",,001101,true,BikePoints_222,false,false,1279614120000
"Rodney Road , Walworth",,003481,true,BikePoints_223,false,false,1279614420000
"Queensway, Kensington Gardens",,001150,true,BikePoints_224,false,false,1279615020000
"Notting Hill Gate Station, Notting Hill",,001182,true,BikePoints_225,false,false,1279616280000
"Charles II Street, West End",,003488,true,BikePoints_226,false,false,1279616520000
"Great Percy Street, Clerkenwell",,003470,true,BikePoints_227,false,false,1279616700000
"St. James's Square, St. James's",,001067,true,BikePoints_228,false,false,1279616880000
"Whitehall Place, Strand",,001151,true,BikePoints_229,false,false,1279617780000
"Poured Lines, Bankside",,001144,true,BikePoints_230,false,false,1279618020000
"Queen's Gate (Central), South Kensington",,001089,true,BikePoints_231,false,false,1279622820000
"Carey Street, Holborn",,001139,true,BikePoints_232,false,false,1279623240000
"Pall Mall East, West End",,001153,true,BikePoints_233,false,false,1279624260000
"Liverpool Road (N1 Centre), Angel",,001081,true,BikePoints_234,false,false,1279624680000
"Kennington Road  , Vauxhall",,001154,true,BikePoints_235,false,false,1279625640000
"Fashion Street, Whitechapel",,003483,true,BikePoints_236,false,false,1279625940000
"Dock Street, Wapping",,003467,true,BikePoints_237,false,false,1279799040000
"Frampton Street, Paddington",,001099,true,BikePoints_238,false,false,1279627920000
"Warren Street Station, Euston",,001090,true,BikePoints_239,false,false,1279628160000
"Beaumont Street, Marylebone",,003482,true,BikePoints_242,false,false,1279628640000
"Gloucester Street, Pimlico",,001103,true,BikePoints_243,false,false,1279628940000
"Earnshaw Street , Covent Garden",,001145,true,BikePoints_244,false,false,1279629240000
"Grosvenor Road, Pimlico",,001140,true,BikePoints_245,false,false,1279629660000
"Berry Street, Clerkenwell",,001159,true,BikePoints_246,false,false,1279639740000
"St. John's Wood Church, The Regent's Park",,001091,true,BikePoints_247,false,false,1279639920000
"Triangle Car Park, Hyde Park",,001088,true,BikePoints_248,false,false,1279640160000
"Harper Road, The Borough",,001137,true,BikePoints_249,false,false,1279640400000
"Royal Avenue 1, Chelsea",,003440,true,BikePoints_250,false,false,1279641000000
"Brushfield Street, Liverpool Street",,001161,true,BikePoints_251,false,false,1279700160000
"Jubilee Gardens, South Bank",,001111,true,BikePoints_252,false,false,1279700640000
"Shoreditch Park, Hoxton",,001051,true,BikePoints_253,false,false,1279700820000
"Chadwell Street, Angel",,003471,true,BikePoints_254,false,false,1279700940000
"Clinton Road, Mile End",,200161,true,BikePoints_522,false,false,
"Langdon Park, Poplar",,200160,true,BikePoints_523,false,false,
"Lancaster Gate , Bayswater",,200017,true,BikePoints_524,false,false,1328515080000
"Blythe Road, Olympia",,200153,true,BikePoints_525,false,false,1643301180000
"Lancaster Drive, Blackwall",,200143,true,BikePoints_526,false,false,
"Hansard Mews, Holland Park",,200154,true,BikePoints_527,false,false,1328777280000
"Clarges Street, Mayfair",,200088,true,BikePoints_528,false,false,1328777880000
"Manresa Road, Chelsea",,200010,true,BikePoints_529,false,false,
"Newby Place, Poplar",,200146,true,BikePoints_530,false,false,
"Twig Folly Bridge, Mile End",,200167,true,BikePoints_531,false,false,1328778840000
"Jubilee Plaza, Canary Wharf",,200163,true,BikePoints_532,false,false,1328886360000
"Wellington Row, Bethnal Green",,200165,true,BikePoints_533,false,false,
"Goldsmith's Row, Haggerston",,200159,true,BikePoints_534,false,false,
"Gloucester Avenue, Camden Town",,200145,true,BikePoints_535,false,false,
"Queensbridge Road, Haggerston",,200024,true,BikePoints_536,false,false,
"Old Montague Street, Whitechapel",,200239,true,BikePoints_537,false,false,1330352880000
"Naval Row, Blackwall",,200050,true,BikePoints_538,false,false,
"Hoxton Station, Hoxton",,200151,true,BikePoints_539,false,false,
"Albany Street, The Regent's Park",,200134,true,BikePoints_540,false,false,
"Green Park Station, Mayfair",,200096,true,BikePoints_541,false,false,
"Salmon Lane, Limehouse",,200147,true,BikePoints_542,false,false,
"Lansdowne Walk, Ladbroke Grove",,200065,true,BikePoints_543,false,false,
"Percival Street, Finsbury",,200051,true,BikePoints_544,false,false,
"Arlington Road, Camden Town",,200070,true,BikePoints_545,false,false,
"New Fetter Lane, Holborn",,200044,true,BikePoints_546,false,false,
"East India DLR, Blackwall",,200127,true,BikePoints_547,false,false,
"Westminster Bridge Road, Elephant & Castle",,200076,true,BikePoints_548,false,false,
"Gaywood  Street, Elephant & Castle",,200132,true,BikePoints_549,false,false,
"Harford Street, Mile End",,200102,true,BikePoints_550,false,false,
"Import Dock, Canary Wharf",,200066,true,BikePoints_551,false,false,1330071720000
"Watney Street, Shadwell",,200149,true,BikePoints_552,false,false,
"Regent's Row , Haggerston",,200064,true,BikePoints_553,false,false,
"Aberfeldy Street, Poplar",,200078,true,BikePoints_554,false,false,
"Heron Quays DLR, Canary Wharf",,200138,true,BikePoints_556,false,false,
"King Edward Street, St Pauls",,200203,true,BikePoints_557,false,false,
"Page Street, Westminster",,200048,true,BikePoints_558,false,false,1399635120000
"Abbotsbury Road, Holland Park",,200111,true,BikePoints_559,false,false,
"Ladbroke Grove Central, Ladbroke Grove",,200015,true,BikePoints_560,false,false,
"Rectory Square, Stepney",,200037,true,BikePoints_561,false,false,1330503540000
"Bury Place, Holborn",,200074,true,BikePoints_562,false,false,1330503420000
"Preston's Road, Cubitt Town",,200232,true,BikePoints_563,false,false,
"Somerset House, Strand",,200068,true,BikePoints_564,false,false,
"Selby Street, Whitechapel",,200135,true,BikePoints_565,false,false,
"Westfield Ariel Way, White City",,200141,true,BikePoints_566,false,false,1330937940000
"Bishop's Bridge Road West, Bayswater",,200110,true,BikePoints_568,false,false,
"Pitfield Street Central, Hoxton",,200248,true,BikePoints_569,false,false,
"Upper Bank Street, Canary Wharf",,200099,true,BikePoints_570,false,false,1330773180000
"Westfield Southern Terrace ,Shepherd's Bush",,200061,true,BikePoints_571,false,false,1330620180000
"Greenland Road, Camden Town",,200026,true,BikePoints_572,false,false,
"Limerston Street, West Chelsea",,200001,true,BikePoints_573,false,false,1331796060000
"Eagle Wharf Road, Hoxton",,200246,true,BikePoints_574,false,false,1333618560000
"Alpha Grove, Millwall",,200109,true,BikePoints_576,false,false,
"Globe Town Market, Bethnal Green",,200247,true,BikePoints_577,false,false,
"Hollybush Gardens, Bethnal Green",,200244,true,BikePoints_578,false,false,1330444680000
"Queen Street 2, Bank",,200128,true,BikePoints_579,false,false,
"Doddington Grove, Kennington",,200084,true,BikePoints_580,false,false,1392208500000
"New Cavendish Street, Marylebone",,200005,true,BikePoints_581,false,false,1331883540000
"Abingdon Green, Westminster",,200231,true,BikePoints_583,false,false,
"Ilchester Gardens, Bayswater",,200086,true,BikePoints_584,false,false,
"Mudchute DLR, Cubitt Town",,200092,true,BikePoints_586,false,false,1331797200000
"Monument Street, Monument",,200101,true,BikePoints_587,false,false,1332406320000
"Hoxton Street, Hoxton",,200071,true,BikePoints_588,false,false,1330937820000
"Drayton Gardens, West Chelsea",,200060,true,BikePoints_589,false,false,
"Greenberry Street, St.John's Wood",,200236,true,BikePoints_590,false,false,
"Bishop's Bridge Road East, Bayswater",,200108,true,BikePoints_592,false,false,
"Northdown Street, King's Cross",,200058,true,BikePoints_593,false,false,
"Kingsway Southbound, Strand",,200226,true,BikePoints_594,false,false,1331710680000
"Hammersmith Road, Hammersmith",,200142,true,BikePoints_595,false,false,
"Parson's Green , Parson's Green",,200237,true,BikePoints_596,false,false,
"Fulham Park Road, Fulham",,200229,true,BikePoints_597,false,false,
"Southerton Road, Hammersmith",,200166,true,BikePoints_598,false,false,1501544700000
"Manbre Road, Hammersmith",,200235,true,BikePoints_599,false,false,
"South Lambeth Road, Vauxhall",,200133,true,BikePoints_600,false,false,
"BBC White City, White City",,200136,true,BikePoints_601,false,false,
"Union Grove, Wandsworth Road",,200211,true,BikePoints_602,false,false,
"Caldwell Street, Stockwell",,200137,true,BikePoints_603,false,false,
"St Martins Close, Camden Town",,200195,true,BikePoints_604,false,false,
"Seymour Place, Marylebone",,200198,true,BikePoints_605,false,false,
"Addison Road, Holland Park",,200218,true,BikePoints_606,false,false,
"Putney Bridge Station, Fulham",,200125,true,BikePoints_607,false,false,
"Colet Gardens, Hammersmith",,200224,true,BikePoints_608,false,false,
"Sugden Road, Clapham",,200208,true,BikePoints_609,false,false,1380109980000
"Danvers Street, West Chelsea",,200222,true,BikePoints_610,false,false,1380113460000
"Princedale Road , Holland Park",,200067,true,BikePoints_611,false,false,1380203940000
"Wandsworth Rd, Isley Court, Wandsworth Road",,200175,true,BikePoints_612,false,false,1380294600000
"Woodstock Grove, Shepherd's Bush",,200214,true,BikePoints_613,false,false,1380211860000
"London Fields, Hackney Central",,200025,true,BikePoints_614,false,false,1380795000000
"Clifton Road, Maida Vale",,001147,true,BikePoints_255,false,false,1279702560000
"Houghton Street, Strand",,003484,true,BikePoints_256,false,false,1279708020000
"Westminster University, Marylebone",,001194,true,BikePoints_257,false,false,1279708140000
"Kensington Gore, Knightsbridge",,001193,true,BikePoints_258,false,false,1279708380000
"Bourne Street, Belgravia",,001180,true,BikePoints_259,false,false,1279709100000
"Broadwick Street, Soho",,003489,true,BikePoints_260,false,false,1279711020000
"Princes Square, Bayswater",,003491,true,BikePoints_261,false,false,1279711200000
"LSBU (Borough Road), Elephant & Castle",,001095,true,BikePoints_262,false,false,1279711620000
"St. Mary Axe, Aldgate",,001184,true,BikePoints_263,false,false,1279712160000
"Tysoe Street, Clerkenwell",,001146,true,BikePoints_264,false,false,1279712520000
"Southwick Street, Paddington",,003490,true,BikePoints_265,false,false,1279714320000
"Queen's Gate (North), Kensington",,001204,true,BikePoints_266,false,false,1279714560000
"Regency Street, Westminster",,001155,true,BikePoints_267,false,false,1279714740000
"Belgrave Road, Victoria",,001087,true,BikePoints_268,false,false,1279714920000
"Empire Square, The Borough",,001209,true,BikePoints_269,false,false,1279715100000
"Kennington Lane Rail Bridge, Vauxhall",,001190,true,BikePoints_270,false,false,1279720380000
"London Zoo,  The Regent's Park",,001136,true,BikePoints_271,false,false,1279720920000
"Baylis Road, Waterloo",,001133,true,BikePoints_272,false,false,1279721220000
"Belvedere Road 1, South Bank",,001186,true,BikePoints_273,false,false,1279721400000
"Warwick Road, Olympia",,001134,true,BikePoints_274,false,false,1279721580000
"Barbican Centre, Barbican",,001191,true,BikePoints_275,false,false,1279721880000
"Lower Thames Street, Monument",,001098,true,BikePoints_276,false,false,1279723200000
"Kensington Church Street, Kensington",,001143,true,BikePoints_277,false,false,1279723320000
"Tooley Street, Bermondsey",,001142,true,BikePoints_278,false,false,1279723500000
"North Wharf Road, Paddington",,001108,true,BikePoints_279,false,false,1279723740000
"Royal Avenue 2, Chelsea",,003462,true,BikePoints_280,false,false,1279726440000
"Smith Square, Westminster",,003480,true,BikePoints_281,false,false,1279726620000
"Royal London Hospital, Whitechapel",,001077,true,BikePoints_282,false,false,1279726980000
"Kingsway, Covent Garden",,001141,true,BikePoints_283,false,false,1279727220000
"Lambeth North Station, Waterloo",,001117,true,BikePoints_284,false,false,1279727580000
"St. John's Wood Road, St. John's Wood",,001187,true,BikePoints_286,false,false,1279727880000
"Bedford Way, Bloomsbury",,001156,true,BikePoints_287,false,false,1279728060000
"Elizabeth Bridge, Victoria",,001138,true,BikePoints_288,false,false,1279793820000
"South Audley Street, Mayfair",,003493,true,BikePoints_289,false,false,1279794060000
"St Mary's Hospital, Paddington",,003496,true,BikePoints_290,false,false,1279795140000
"Claverton Street, Pimlico",,001135,true,BikePoints_291,false,false,1279800420000
"Montpelier Street, Knightsbridge",,001206,true,BikePoints_292,false,false,1279800600000
"Kensington Olympia Station, Olympia",,001214,true,BikePoints_293,false,false,1279800780000
"Swan Street, The Borough",,001216,true,BikePoints_295,false,false,1279801080000
"Knaresborough Place, Earl's Court",,200069,true,BikePoints_296,false,false,1377258960000
"Geraldine Street, Elephant & Castle",,003498,true,BikePoints_297,false,false,1279801560000
"Curlew Street, Shad Thames",,001213,true,BikePoints_298,false,false,1279805640000
"Vincent Square, Westminster",,001196,true,BikePoints_299,false,false,1279808160000
"Serpentine Car Park, Hyde Park",,001217,true,BikePoints_300,false,false,1279808700000
"Marylebone Lane, Marylebone",,001152,true,BikePoints_301,false,false,1279809000000
"Putney Pier, Wandsworth",,003492,true,BikePoints_302,false,false,1279812360000
"Albert Gate, Hyde Park",,001132,true,BikePoints_303,false,false,1279812720000
"Rathbone Street, Fitzrovia",,003497,true,BikePoints_306,false,false,1279816260000
"Black Lion Gate, Kensington Gardens",,001157,true,BikePoints_307,false,false,1279816500000
"Long Lane , Bermondsey",,001189,true,BikePoints_308,false,false,1279816740000
"Embankment (Savoy), Strand",,001192,true,BikePoints_309,false,false,1279875060000
"Black Prince Road, Vauxhall",,001205,true,BikePoints_310,false,false,1279879560000
"Foley Street, Fitzrovia",,003494,true,BikePoints_311,false,false,1279880100000
"Grove End Road, St. John's Wood",,001130,true,BikePoints_312,false,false,1279880340000
"Wells Street, Fitzrovia",,003495,true,BikePoints_313,false,false,1279880520000
"Tyers Gate, Bermondsey",,003485,true,BikePoints_314,false,false,1279884480000
"The Tennis Courts, The Regent's Park",,001199,true,BikePoints_315,false,false,1279884660000
"Warwick Row, Westminster",1539845760000,000968,true,BikePoints_316,false,false,1279884840000
"Dickens Square, Borough",,001208,true,BikePoints_317,false,false,1279885080000
"Sackville Street, Mayfair",,001197,true,BikePoints_318,false,false,1279885320000
"Baldwin Street, St. Luke's",,003500,true,BikePoints_319,false,false,1279890360000
"Queen Mother Sports Centre, Victoria",,001148,true,BikePoints_320,false,false,1279890840000
"Bermondsey Street, Bermondsey",,002637,true,BikePoints_321,false,false,1279891020000
"Palissy Street, Shoreditch",,003502,true,BikePoints_322,false,false,1279891920000
"Clifton Street, Shoreditch",,003501,true,BikePoints_323,false,false,1279892040000
"Ontario Street, Elephant & Castle",,001200,true,BikePoints_324,false,false,1279894920000
"St. Martin's Street, West End",,001158,true,BikePoints_325,false,false,1279896660000
"Graham Street, Angel",,001131,true,BikePoints_326,false,false,1279896840000
"New North Road 1, Hoxton",,001128,true,BikePoints_327,false,false,1280133420000
"New North Road 2, Hoxton",,002641,true,BikePoints_328,false,false,1280133540000
"Prince Albert Road, The Regent's Park",,002636,true,BikePoints_329,false,false,1280133720000
"Eastbourne Mews, Paddington",,001203,true,BikePoints_330,false,false,1280141280000
"Bunhill Row, Moorgate",,001211,true,BikePoints_331,false,false,1280141460000
"Nevern Place, Earl's Court",,001210,true,BikePoints_332,false,false,1280142360000
"Palace Gardens Terrace, Notting Hill",,002633,true,BikePoints_333,false,false,1280142540000
"Concert Hall Approach 1, South Bank",,002635,true,BikePoints_334,false,false,1280147580000
"Tavistock Street, Covent Garden",,001207,true,BikePoints_335,false,false,1280152560000
"Concert Hall Approach 2, South Bank",,001212,true,BikePoints_336,false,false,1280152800000
"Pembridge Villas, Notting Hill",,002589,true,BikePoints_337,false,false,1280153100000
"Finlay Street, Fulham",,200029,true,BikePoints_615,false,false,1380288900000
"Aintree Street, Fulham",,200098,true,BikePoints_616,false,false,
"Elysium Place, Fulham",,200028,true,BikePoints_617,false,false,1380531540000
"Eel Brook Common, Walham Green",,300003,true,BikePoints_618,false,false,1380546540000
"Irene Road, Parsons Green",,300012,true,BikePoints_619,false,false,1380552360000
"Surrey Lane, Battersea",,300010,true,BikePoints_620,false,false,1380629040000
"Wandsworth Town Station, Wandsworth",,200091,true,BikePoints_621,false,false,1380899280000
"Lansdowne Road, Ladbroke Grove",,200172,true,BikePoints_622,false,false,1380901680000
"Nantes Close, Wandsworth",,200186,true,BikePoints_623,false,false,1381135320000
"Courland Grove, Wandsworth Road",,200173,true,BikePoints_624,false,false,1381224240000
"Queen's Circus, Battersea Park",,200190,true,BikePoints_625,false,false,1381227480000
"Normand Park, West Kensington",,300008,true,BikePoints_626,false,false,1381920300000
"Holden Street, Battersea",,200007,true,BikePoints_627,false,false,1381931400000
"William Morris Way, Sands End",,200062,true,BikePoints_628,false,false,1381414980000
"Morie Street, Wandsworth",,200187,true,BikePoints_629,false,false,1381479480000
