common_name,locked,place_id,install_date,removal_date,terminal_name,temporary,installed
"Malmesbury Road, Bow",false,BikePoints_472,1326791160000,,200019,false,true
"Millharbour, Millwall",false,BikePoints_473,1326816540000,,022167,false,true
"Gascoyne Road, Victoria Park",false,BikePoints_474,1326822960000,,200155,false,true
"Lightermans Road, Millwall",false,BikePoints_475,1326825480000,,200004,false,true
"Stebondale Street, Cubitt Town",false,BikePoints_476,1326962100000,,200009,false,true
"Spindrift Avenue, Millwall",false,BikePoints_477,1326963780000,,200018,false,true
"Stepney Green Station, Stepney",false,BikePoints_478,1326965580000,,200012,false,true
"Pott Street, Bethnal Green",false,BikePoints_479,1326966240000,,200156,false,true
"Flamborough Street, Limehouse",false,BikePoints_480,1326975420000,,200115,false,true
"Saunders Ness Road, Cubitt Town",false,BikePoints_481,1326996480000,,200022,false,true
"Exhibition Road Museums 2, South Kensington",false,BikePoints_482,1326996720000,,200052,false,true
"Albert Gardens, Stepney",false,BikePoints_483,1327088280000,,022166,false,true
"Bromley High Street, Bow",false,BikePoints_484,1327339740000,,022172,false,true
"Old Ford Road, Bethnal Green",false,BikePoints_485,1327255440000,,022173,false,true
"Granby Street, Shoreditch",false,BikePoints_486,1327338660000,,022174,false,true
"Canton Street, Poplar",false,BikePoints_487,1327936860000,,022175,false,true
"Reardon Street, Wapping",false,BikePoints_488,1327254960000,,022176,false,true
"Pennington Street, Wapping",false,BikePoints_490,,,200090,false,true
"Queen Mary's, Mile End",false,BikePoints_491,1327256220000,,200249,false,true
"Maplin Street, Mile End",false,BikePoints_492,1327256520000,,200230,false,true
"South Quay East, Canary Wharf",false,BikePoints_494,1327433220000,,200233,false,true
"Bow Church Station, Bow",false,BikePoints_495,1327340460000,,200252,false,true
"Devons Road, Bow",false,BikePoints_496,1327400820000,,200255,false,true
"Merchant Street, Bow",false,BikePoints_497,1327398420000,,200242,false,true
"Bow Road Station, Bow",false,BikePoints_498,1327398660000,,200251,false,true
"Furze Green, Bow",false,BikePoints_499,1327407960000,,200011,false,true
"Ansell House, Stepney",false,BikePoints_500,1327430040000,,200148,false,true
"Cephas Street, Bethnal Green",false,BikePoints_501,1327430220000,,200073,false,true
"Bonner Gate, Victoria Park",false,BikePoints_502,1563957840000,,200241,false,true
"Cleveland Way, Stepney",false,BikePoints_503,1327492920000,,200250,false,true
"St. John's Park, Cubitt Town",false,BikePoints_504,1327937820000,,200243,false,true
"Ackroyd Drive, Bow",false,BikePoints_505,1327937460000,,200038,false,true
"Bell Lane, Liverpool Street",false,BikePoints_506,1327938660000,,200036,false,true
"Clarkson Street, Bethnal Green",false,BikePoints_507,1327938420000,,200131,false,true
"Fournier Street, Whitechapel",false,BikePoints_508,1327938180000,,200157,false,true
"Fore Street, Guildhall",false,BikePoints_509,1327938120000,,200253,false,true
"Westferry DLR, Limehouse",false,BikePoints_510,,,200238,false,true
"Sutton Street, Shadwell",false,BikePoints_511,1327937940000,,200256,false,true
"Pritchard's Road, Bethnal Green",false,BikePoints_512,1328112600000,,200083,false,true
"Watney Market, Stepney",false,BikePoints_513,,,200162,false,true
"Portman Square, Marylebone",false,BikePoints_514,1328201520000,,200008,false,true
"Russell Gardens, Olympia",false,BikePoints_515,,,200080,false,true
"Chrisp Street Market, Poplar",false,BikePoints_516,1328202420000,,200089,false,true
"Ford Road, Old Ford",false,BikePoints_517,1326790860000,,200027,false,true
"Antill Road, Mile End",false,BikePoints_518,,,200041,false,true
"Teviot Street, Poplar",false,BikePoints_519,,,200254,false,true
"Victoria & Albert Museum, South Kensington",false,BikePoints_781,1446485340000,,300032,false,true
"Halford Road, West Kensington",false,BikePoints_782,1446485820000,,300210,false,true
"Monier Road, Hackney Wick",false,BikePoints_783,1448529660000,,300213,false,true
"East Village, Queen Elizabeth Olympic Park",false,BikePoints_784,1452789240000,,300200,false,true
"Aquatic Centre, Queen Elizabeth Olympic Park",false,BikePoints_785,1451908440000,,300233,false,true
"Lee Valley VeloPark, Queen Elizabeth Olympic Park",false,BikePoints_786,1451918160000,,300029,false,true
"Timber Lodge, Queen Elizabeth Olympic Park",false,BikePoints_787,1451900700000,,300227,false,true
"Copper Box Arena, Queen Elizabeth Olympic Park",false,BikePoints_788,1451906880000,,300226,false,true
"Podium, Queen Elizabeth Olympic Park",false,BikePoints_789,1452507000000,,300021,false,true
"Stratford Station, Stratford",false,BikePoints_790,1452687420000,,300234,false,true
"Blackfriars Road, Southwark",false,BikePoints_792,1454926380000,,300214,false,true
"Cromer Street, Bloomsbury",false,BikePoints_793,1459424760000,,300205,false,true
"Victoria Rise, Clapham Common",false,BikePoints_794,1456404240000,,300204,false,true
"Euston Square Gardens, Euston",false,BikePoints_795,1456744740000,,300203,false,true
"Coram Street, Bloomsbury",false,BikePoints_796,1456746420000,,300201,false,true
"Ossulston Street, Somers Town",false,BikePoints_797,1456839540000,,300211,false,true
"Birkenhead Street, King's Cross",false,BikePoints_798,1464787980000,,300212,false,true
"Kings Gate House, Westminster",false,BikePoints_799,1464876480000,,300202,false,true
"Sopwith Way, Battersea Park",false,BikePoints_800,1457107140000,,300248,false,true
"Lavington Street, Bankside",false,BikePoints_801,1458824640000,,300208,false,true
"Albert Square, Stockwell",false,BikePoints_802,1464865500000,,300209,false,true
"Southwark Street, Bankside",false,BikePoints_803,1464787860000,,300238,false,true
"Good's Way, King's Cross",false,BikePoints_804,1459410960000,,300243,false,true
"The Metropolitan, Portobello",false,BikePoints_805,1467626400000,,300244,false,true
"Handyside Street, King's Cross",false,BikePoints_806,1472723460000,,300241,false,true
"Bevington Road West, North Kensington",false,BikePoints_807,1466715600000,,300236,false,true
"Gauden Road, Clapham",false,BikePoints_808,1461753540000,,300207,false,true
"Lincoln's Inn Fields, Holborn",false,BikePoints_809,1467640800000,,300240,false,true
"Tate Modern, Bankside",false,BikePoints_810,1464943200000,,300237,false,true
"Westferry Circus, Canary Wharf",false,BikePoints_811,1469538960000,,300228,false,true
"Here East North, Queen Elizabeth Olympic Park",false,BikePoints_812,1469005200000,,300217,false,true
"New Spring Gardens Walk, Vauxhall",false,BikePoints_813,1467627120000,,300224,false,true
"Clapham Road, Lingham Street, Stockwell",false,BikePoints_814,1464870060000,,300245,false,true
"Lambeth Palace Road, Waterloo",false,BikePoints_815,1462357680000,,300231,false,true
"Here East South, Queen Elizabeth Olympic Park",false,BikePoints_816,1489065360000,,300219,false,true
"Riverlight South, Nine Elms",false,BikePoints_817,1464949140000,,300232,false,true
"Westminster Pier, Westminster",false,BikePoints_818,1563958740000,,300249,false,true
"Belvedere Road 2, South Bank",false,BikePoints_819,1476360120000,,300246,false,true
"Victory Place, Walworth",false,BikePoints_820,1481807940000,,300239,false,true
"Battersea Power Station, Battersea Park",false,BikePoints_821,1487335920000,,300221,false,true
"Allington Street, Victoria",false,BikePoints_826,1500554880000,,300242,false,true
"Cranmer Road, Stockwell",false,BikePoints_827,1517788800000,,300247,false,true
"Normandy Road, Stockwell",false,BikePoints_828,1517788800000,,300225,false,true
"Wynne Road, Stockwell",false,BikePoints_829,1517443200000,,300230,false,true
"Sidney Road, Stockwell",false,BikePoints_830,1517961600000,,300229,false,true
"St John's Crescent, Brixton",false,BikePoints_831,1517961600000,,300215,false,true
"Ferndale Road, Brixton",false,BikePoints_832,1517961600000,,200240,false,true
"Saltoun Road, Brixton",false,BikePoints_833,1517875200000,,300206,false,true
"Gas Holders, Battersea Park",false,BikePoints_834,1529449200000,,300216,false,true
"Farringdon Street, Holborn",false,BikePoints_835,,,300220,false,true
"York Way, Kings Cross",false,BikePoints_836,,,300235,false,true
"Fore Street Avenue, Guildhall",false,BikePoints_838,1539254700000,,300222,false,true
"Sea Containers, South Bank",false,BikePoints_839,1544611140000,,200144,false,true
"George Row, Bermondsey",false,BikePoints_840,1599752640000,,002679,false,true
"Tower Wharf, Bermondsey",false,BikePoints_841,,,002667,false,true
"Temple Gardens, Temple",false,BikePoints_842,1600856400000,,300250,false,true
"Canada Water Station, Rotherhithe",false,BikePoints_844,1608298140000,,300252,false,true
"Bermondsey Station, Bermondsey",false,BikePoints_845,1608303660000,,300253,false,true
"Porchester Place, Paddington",false,BikePoints_169,1279289760000,,003477,false,true
"Hardwick Street, Clerkenwell",false,BikePoints_170,1279290180000,,001057,false,true
"Collingham Gardens, Earl's Court",false,BikePoints_171,1279291200000,,003459,false,true
"Sumner Place, South Kensington",false,BikePoints_172,1279291500000,,001124,false,true
"Waterloo Road, South Bank",false,BikePoints_173,1279292700000,,001176,false,true
"Strand, Strand",false,BikePoints_174,1279295940000,,001100,false,true
"Worship Street, Shoreditch",false,BikePoints_175,1529674980000,,000997,false,true
"Gloucester Terrace, Bayswater",false,BikePoints_176,1279297560000,,001173,false,true
"Ashley Place, Victoria",false,BikePoints_177,1279297740000,,001122,false,true
"Warwick Square, Pimlico",false,BikePoints_178,1279297920000,,003460,false,true
"North Audley Street, Mayfair",false,BikePoints_180,1279298220000,,001126,false,true
"Belgrave Square, Belgravia",false,BikePoints_181,1279298460000,,003473,false,true
"Bell Street , Marylebone",false,BikePoints_182,1279363140000,,001166,false,true
"Riverlight North, Nine Elms",false,BikePoints_183,1279364160000,,001165,false,true
"Portland Place, Marylebone",false,BikePoints_184,1279364280000,,001164,false,true
"Alderney Street, Pimlico",false,BikePoints_185,1279365360000,,001174,false,true
"South Wharf Road, Paddington",false,BikePoints_186,1279365480000,,001167,false,true
"Queen's Gate (South), South Kensington",false,BikePoints_187,1279365720000,,001172,false,true
"Nutford Place, Marylebone",false,BikePoints_188,1279376760000,,001112,false,true
"Claremont Square, Angel",false,BikePoints_189,1279377180000,,001104,false,true
"Rampayne Street, Pimlico",false,BikePoints_190,1279381080000,,001106,false,true
"Hyde Park Corner, Hyde Park",false,BikePoints_191,1279383120000,,001075,false,true
"Wardour Street, Soho",false,BikePoints_192,1279383300000,,001163,false,true
"Bankside Mix, Bankside",false,BikePoints_193,1279392479356,,000963,false,true
"Hop Exchange, The Borough",false,BikePoints_194,1279392479395,,000960,false,true
"Milroy Walk, South Bank",false,BikePoints_195,1279392479432,,000959,false,true
"Union Street, The Borough",false,BikePoints_196,1279392479471,,000961,false,true
"Stamford Street, South Bank",false,BikePoints_197,1279392479520,,000962,false,true
"Great Tower Street, Monument",false,BikePoints_199,1279441800000,,001080,false,true
"LMU Commercial Road, Whitechapel",false,BikePoints_200,1279441920000,,001105,false,true
"Dorset Square, Marylebone",false,BikePoints_201,1279444080000,,001162,false,true
"Leman Street, Aldgate",false,BikePoints_202,1279444320000,,001102,false,true
"West Smithfield Rotunda, Farringdon",false,BikePoints_203,1279445580000,,001040,false,true
"Margery Street, Clerkenwell",false,BikePoints_204,1279466640000,,003468,false,true
"New Road 1 , Whitechapel",false,BikePoints_206,1279471380000,,001171,false,true
"Grosvenor Crescent, Belgravia",false,BikePoints_207,1279558140000,,001169,false,true
"Mallory Street, Marylebone",false,BikePoints_208,1279472580000,,001175,false,true
"Hinde Street, Marylebone",false,BikePoints_210,1279535160000,,003476,false,true
"Cadogan Place, Knightsbridge",false,BikePoints_211,1279535820000,,003469,false,true
"Campden Hill Road, Notting Hill",false,BikePoints_212,1279536840000,,003487,false,true
"Wellington Arch, Hyde Park",false,BikePoints_213,1279537020000,,001109,false,true
"Endsleigh Gardens, Euston",false,BikePoints_214,1279537200000,,001079,false,true
"Moorfields, Moorgate",false,BikePoints_215,1279537380000,,001092,false,true
"Old Brompton Road, South Kensington",false,BikePoints_216,1279537920000,,003479,false,true
"Wormwood Street, Liverpool Street",false,BikePoints_217,1279538040000,,002587,false,true
"St. Luke's Church, Chelsea",false,BikePoints_218,1279543740000,,003486,false,true
"Bramham Gardens, Earl's Court",false,BikePoints_219,1279545900000,,001183,false,true
"Chelsea Green, Chelsea",false,BikePoints_220,1279546320000,,001179,false,true
"Horseferry Road, Westminster",false,BikePoints_221,1279552200000,,001170,false,true
"Knightsbridge, Hyde Park",false,BikePoints_222,1279614120000,,001101,false,true
"Rodney Road , Walworth",false,BikePoints_223,1279614420000,,003481,false,true
"Queensway, Kensington Gardens",false,BikePoints_224,1279615020000,,001150,false,true
"Notting Hill Gate Station, Notting Hill",false,BikePoints_225,1279616280000,,001182,false,true
"Charles II Street, West End",false,BikePoints_226,1279616520000,,003488,false,true
"Great Percy Street, Clerkenwell",false,BikePoints_227,1279616700000,,003470,false,true
"St. James's Square, St. James's",false,BikePoints_228,1279616880000,,001067,false,true
"Whitehall Place, Strand",false,BikePoints_229,1279617780000,,001151,false,true
"Poured Lines, Bankside",false,BikePoints_230,1279618020000,,001144,false,true
"Queen's Gate (Central), South Kensington",false,BikePoints_231,1279622820000,,001089,false,true
"Carey Street, Holborn",false,BikePoints_232,1279623240000,,001139,false,true
"Pall Mall East, West End",false,BikePoints_233,1279624260000,,001153,false,true
"Liverpool Road (N1 Centre), Angel",false,BikePoints_234,1279624680000,,001081,false,true
"Kennington Road  , Vauxhall",false,BikePoints_235,1279625640000,,001154,false,true
"Fashion Street, Whitechapel",false,BikePoints_236,1279625940000,,003483,false,true
"Dock Street, Wapping",false,BikePoints_237,1279799040000,,003467,false,true
"Frampton Street, Paddington",false,BikePoints_238,1279627920000,,001099,false,true
"Warren Street Station, Euston",false,BikePoints_239,1279628160000,,001090,false,true
"Colombo Street, Southwark",false,BikePoints_240,1279628280000,,003472,false,true
"Beaumont Street, Marylebone",false,BikePoints_242,1279628640000,,003482,false,true
"Gloucester Street, Pimlico",false,BikePoints_243,1279628940000,,001103,false,true
"Earnshaw Street , Covent Garden",false,BikePoints_244,1279629240000,,001145,false,true
"Grosvenor Road, Pimlico",false,BikePoints_245,1279629660000,,001140,false,true
"Berry Street, Clerkenwell",false,BikePoints_246,1279639740000,,001159,false,true
"St. John's Wood Church, The Regent's Park",false,BikePoints_247,1279639920000,,001091,false,true
"Triangle Car Park, Hyde Park",false,BikePoints_248,1279640160000,,001088,false,true
"Harper Road, The Borough",false,BikePoints_249,1279640400000,,001137,false,true
"Royal Avenue 1, Chelsea",false,BikePoints_250,1279641000000,,003440,false,true
"Brushfield Street, Liverpool Street",false,BikePoints_251,1279700160000,,001161,false,true
"Jubilee Gardens, South Bank",false,BikePoints_252,1279700640000,,001111,false,true
"Shoreditch Park, Hoxton",false,BikePoints_253,1279700820000,,001051,false,true
"Bancroft Road, Bethnal Green",false,BikePoints_520,,,200234,false,true
"Driffield Road, Old Ford",false,BikePoints_521,,,200030,false,true
"Clinton Road, Mile End",false,BikePoints_522,,,200161,false,true
"Langdon Park, Poplar",false,BikePoints_523,,,200160,false,true
"Lancaster Gate , Bayswater",false,BikePoints_524,1328515080000,,200017,false,true
"Blythe Road, Olympia",false,BikePoints_525,1643301180000,,200153,false,true
"Lancaster Drive, Blackwall",false,BikePoints_526,,,200143,false,true
"Hansard Mews, Holland Park",false,BikePoints_527,1328777280000,,200154,false,true
"Clarges Street, Mayfair",false,BikePoints_528,1328777880000,,200088,false,true
"Manresa Road, Chelsea",false,BikePoints_529,,,200010,false,true
"Newby Place, Poplar",false,BikePoints_530,,,200146,false,true
"Twig Folly Bridge, Mile End",false,BikePoints_531,1328778840000,,200167,false,true
"Jubilee Plaza, Canary Wharf",false,BikePoints_532,1328886360000,,200163,false,true
"Wellington Row, Bethnal Green",false,BikePoints_533,,,200165,false,true
"Goldsmith's Row, Haggerston",false,BikePoints_534,,,200159,false,true
"Gloucester Avenue, Camden Town",false,BikePoints_535,,,200145,false,true
"Queensbridge Road, Haggerston",false,BikePoints_536,,,200024,false,true
"Old Montague Street, Whitechapel",false,BikePoints_537,1330352880000,,200239,false,true
"Naval Row, Blackwall",false,BikePoints_538,,,200050,false,true
"Hoxton Station, Hoxton",false,BikePoints_539,,,200151,false,true
"Albany Street, The Regent's Park",false,BikePoints_540,,,200134,false,true
"Green Park Station, Mayfair",false,BikePoints_541,,,200096,false,true
"Salmon Lane, Limehouse",false,BikePoints_542,,,200147,false,true
"Lansdowne Walk, Ladbroke Grove",false,BikePoints_543,,,200065,false,true
"Percival Street, Finsbury",false,BikePoints_544,,,200051,false,true
"Arlington Road, Camden Town",false,BikePoints_545,,,200070,false,true
"New Fetter Lane, Holborn",false,BikePoints_546,,,200044,false,true
"East India DLR, Blackwall",false,BikePoints_547,,,200127,false,true
"Westminster Bridge Road, Elephant & Castle",false,BikePoints_548,,,200076,false,true
"Gaywood  Street, Elephant & Castle",false,BikePoints_549,,,200132,false,true
"Harford Street, Mile End",false,BikePoints_550,,,200102,false,true
"Import Dock, Canary Wharf",false,BikePoints_551,1330071720000,,200066,false,true
"Watney Street, Shadwell",false,BikePoints_552,,,200149,false,true
"Regent's Row , Haggerston",false,BikePoints_553,,,200064,false,true
"Aberfeldy Street, Poplar",false,BikePoints_554,,,200078,false,true
"Heron Quays DLR, Canary Wharf",false,BikePoints_556,,,200138,false,true
"King Edward Street, St Pauls",false,BikePoints_557,,,200203,false,true
"Page Street, Westminster",false,BikePoints_558,1399635120000,,200048,false,true
"Abbotsbury Road, Holland Park",false,BikePoints_559,,,200111,false,true
"Ladbroke Grove Central, Ladbroke Grove",false,BikePoints_560,,,200015,false,true
"Rectory Square, Stepney",false,BikePoints_561,1330503540000,,200037,false,true
"Bury Place, Holborn",false,BikePoints_562,1330503420000,,200074,false,true
"Preston's Road, Cubitt Town",false,BikePoints_563,,,200232,false,true
"Somerset House, Strand",false,BikePoints_564,,,200068,false,true
"Selby Street, Whitechapel",false,BikePoints_565,,,200135,false,true
"Westfield Ariel Way, White City",false,BikePoints_566,1330937940000,,200141,false,true
"Bishop's Bridge Road West, Bayswater",false,BikePoints_568,,,200110,false,true
"Pitfield Street Central, Hoxton",false,BikePoints_569,,,200248,false,true
"Upper Bank Street, Canary Wharf",false,BikePoints_570,1330773180000,,200099,false,true
"Westfield Southern Terrace ,Shepherd's Bush",false,BikePoints_571,1330620180000,,200061,false,true
"Greenland Road, Camden Town",false,BikePoints_572,,,200026,false,true
"Limerston Street, West Chelsea",false,BikePoints_573,1331796060000,,200001,false,true
"Eagle Wharf Road, Hoxton",false,BikePoints_574,1333618560000,,200246,false,true
"Alpha Grove, Millwall",false,BikePoints_576,,,200109,false,true
"Globe Town Market, Bethnal Green",false,BikePoints_577,,,200247,false,true
"Hollybush Gardens, Bethnal Green",false,BikePoints_578,1330444680000,,200244,false,true
"Queen Street 2, Bank",false,BikePoints_579,,,200128,false,true
"Doddington Grove, Kennington",false,BikePoints_580,1392208500000,,200084,false,true
"New Cavendish Street, Marylebone",false,BikePoints_581,1331883540000,,200005,false,true
"Abingdon Green, Westminster",false,BikePoints_583,,,200231,false,true
"Ilchester Gardens, Bayswater",false,BikePoints_584,,,200086,false,true
"Mudchute DLR, Cubitt Town",false,BikePoints_586,1331797200000,,200092,false,true
"Monument Street, Monument",false,BikePoints_587,1332406320000,,200101,false,true
"Hoxton Street, Hoxton",false,BikePoints_588,1330937820000,,200071,false,true
"Drayton Gardens, West Chelsea",false,BikePoints_589,,,200060,false,true
"Greenberry Street, St.John's Wood",false,BikePoints_590,,,200236,false,true
"Bishop's Bridge Road East, Bayswater",false,BikePoints_592,,,200108,false,true
"Northdown Street, King's Cross",false,BikePoints_593,,,200058,false,true
"Kingsway Southbound, Strand",false,BikePoints_594,1331710680000,,200226,false,true
"Hammersmith Road, Hammersmith",false,BikePoints_595,,,200142,false,true
"Parson's Green , Parson's Green",false,BikePoints_596,,,200237,false,true
"Fulham Park Road, Fulham",false,BikePoints_597,,,200229,false,true
"Southerton Road, Hammersmith",false,BikePoints_598,1501544700000,,200166,false,true
"Manbre Road, Hammersmith",false,BikePoints_599,,,200235,false,true
"South Lambeth Road, Vauxhall",false,BikePoints_600,,,200133,false,true
"BBC White City, White City",false,BikePoints_601,,,200136,false,true
"Union Grove, Wandsworth Road",false,BikePoints_602,,,200211,false,true
"Caldwell Street, Stockwell",false,BikePoints_603,,,200137,false,true
"St Martins Close, Camden Town",false,BikePoints_604,,,200195,false,true
"Addison Road, Holland Park",false,BikePoints_606,,,200218,false,true
"Putney Bridge Station, Fulham",false,BikePoints_607,,,200125,false,true
"Colet Gardens, Hammersmith",false,BikePoints_608,,,200224,false,true
"Sugden Road, Clapham",false,BikePoints_609,1380109980000,,200208,false,true
"Danvers Street, West Chelsea",false,BikePoints_610,1380113460000,,200222,false,true
"Princedale Road , Holland Park",false,BikePoints_611,1380203940000,,200067,false,true
"Wandsworth Rd, Isley Court, Wandsworth Road",false,BikePoints_612,1380294600000,,200175,false,true
"Woodstock Grove, Shepherd's Bush",false,BikePoints_613,1380211860000,,200214,false,true
"London Fields, Hackney Central",false,BikePoints_614,1380795000000,,200025,false,true
"Chadwell Street, Angel",false,BikePoints_254,1279700940000,,003471,false,true
"Clifton Road, Maida Vale",false,BikePoints_255,1279702560000,,001147,false,true
"Houghton Street, Strand",false,BikePoints_256,1279708020000,,003484,false,true
"Westminster University, Marylebone",false,BikePoints_257,1279708140000,,001194,false,true
"Kensington Gore, Knightsbridge",false,BikePoints_258,1279708380000,,001193,false,true
"Bourne Street, Belgravia",false,BikePoints_259,1279709100000,,001180,false,true
"Broadwick Street, Soho",false,BikePoints_260,1279711020000,,003489,false,true
"Princes Square, Bayswater",false,BikePoints_261,1279711200000,,003491,false,true
"LSBU (Borough Road), Elephant & Castle",false,BikePoints_262,1279711620000,,001095,false,true
"St. Mary Axe, Aldgate",false,BikePoints_263,1279712160000,,001184,false,true
"Tysoe Street, Clerkenwell",false,BikePoints_264,1279712520000,,001146,false,true
"Southwick Street, Paddington",false,BikePoints_265,1279714320000,,003490,false,true
"Queen's Gate (North), Kensington",false,BikePoints_266,1279714560000,,001204,false,true
"Regency Street, Westminster",false,BikePoints_267,1279714740000,,001155,false,true
"Belgrave Road, Victoria",false,BikePoints_268,1279714920000,,001087,false,true
"Empire Square, The Borough",false,BikePoints_269,1279715100000,,001209,false,true
"Kennington Lane Rail Bridge, Vauxhall",false,BikePoints_270,1279720380000,,001190,false,true
"London Zoo,  The Regent's Park",false,BikePoints_271,1279720920000,,001136,false,true
"Baylis Road, Waterloo",false,BikePoints_272,1279721220000,,001133,false,true
"Belvedere Road 1, South Bank",false,BikePoints_273,1279721400000,,001186,false,true
"Warwick Road, Olympia",false,BikePoints_274,1279721580000,,001134,false,true
"Barbican Centre, Barbican",false,BikePoints_275,1279721880000,,001191,false,true
"Lower Thames Street, Monument",false,BikePoints_276,1279723200000,,001098,false,true
"Kensington Church Street, Kensington",false,BikePoints_277,1279723320000,,001143,false,true
"Tooley Street, Bermondsey",false,BikePoints_278,1279723500000,,001142,false,true
"North Wharf Road, Paddington",false,BikePoints_279,1279723740000,,001108,false,true
"Royal Avenue 2, Chelsea",false,BikePoints_280,1279726440000,,003462,false,true
"Smith Square, Westminster",false,BikePoints_281,1279726620000,,003480,false,true
"Royal London Hospital, Whitechapel",false,BikePoints_282,1279726980000,,001077,false,true
"Kingsway, Covent Garden",false,BikePoints_283,1279727220000,,001141,false,true
"Lambeth North Station, Waterloo",false,BikePoints_284,1279727580000,,001117,false,true
"St. John's Wood Road, St. John's Wood",false,BikePoints_286,1279727880000,,001187,false,true
"Bedford Way, Bloomsbury",false,BikePoints_287,1279728060000,,001156,false,true
"Elizabeth Bridge, Victoria",false,BikePoints_288,1279793820000,,001138,false,true
"South Audley Street, Mayfair",false,BikePoints_289,1279794060000,,003493,false,true
"St Mary's Hospital, Paddington",false,BikePoints_290,1279795140000,,003496,false,true
"Claverton Street, Pimlico",false,BikePoints_291,1279800420000,,001135,false,true
"Kensington Olympia Station, Olympia",false,BikePoints_293,1279800780000,,001214,false,true
"St. George's Square, Pimlico",false,BikePoints_294,1279800900000,,001195,false,true
"Swan Street, The Borough",false,BikePoints_295,1279801080000,,001216,false,true
"Knaresborough Place, Earl's Court",false,BikePoints_296,1377258960000,,200069,false,true
"Geraldine Street, Elephant & Castle",false,BikePoints_297,1279801560000,,003498,false,true
"Curlew Street, Shad Thames",false,BikePoints_298,1279805640000,,001213,false,true
"Vincent Square, Westminster",false,BikePoints_299,1279808160000,,001196,false,true
"Serpentine Car Park, Hyde Park",false,BikePoints_300,1279808700000,,001217,false,true
"Marylebone Lane, Marylebone",false,BikePoints_301,1279809000000,,001152,false,true
"Putney Pier, Wandsworth",false,BikePoints_302,1279812360000,,003492,false,true
"Albert Gate, Hyde Park",false,BikePoints_303,1279812720000,,001132,false,true
"Rathbone Street, Fitzrovia",false,BikePoints_306,1279816260000,,003497,false,true
"Black Lion Gate, Kensington Gardens",false,BikePoints_307,1279816500000,,001157,false,true
"Long Lane , Bermondsey",false,BikePoints_308,1279816740000,,001189,false,true
"Embankment (Savoy), Strand",false,BikePoints_309,1279875060000,,001192,false,true
"Black Prince Road, Vauxhall",false,BikePoints_310,1279879560000,,001205,false,true
"Foley Street, Fitzrovia",false,BikePoints_311,1279880100000,,003494,false,true
"Grove End Road, St. John's Wood",false,BikePoints_312,1279880340000,,001130,false,true
"Wells Street, Fitzrovia",false,BikePoints_313,1279880520000,,003495,false,true
"Tyers Gate, Bermondsey",false,BikePoints_314,1279884480000,,003485,false,true
"The Tennis Courts, The Regent's Park",false,BikePoints_315,1279884660000,,001199,false,true
"Warwick Row, Westminster",false,BikePoints_316,1279884840000,1539845760000,000968,false,true
"Dickens Square, Borough",false,BikePoints_317,1279885080000,,001208,false,true
"Sackville Street, Mayfair",false,BikePoints_318,1279885320000,,001197,false,true
"Baldwin Street, St. Luke's",false,BikePoints_319,1279890360000,,003500,false,true
"Queen Mother Sports Centre, Victoria",false,BikePoints_320,1279890840000,,001148,false,true
"Bermondsey Street, Bermondsey",false,BikePoints_321,1279891020000,,002637,false,true
"Palissy Street, Shoreditch",false,BikePoints_322,1279891920000,,003502,false,true
"Clifton Street, Shoreditch",false,BikePoints_323,1279892040000,,003501,false,true
"Ontario Street, Elephant & Castle",false,BikePoints_324,1279894920000,,001200,false,true
"St. Martin's Street, West End",false,BikePoints_325,1279896660000,,001158,false,true
"Graham Street, Angel",false,BikePoints_326,1279896840000,,001131,false,true
"New North Road 1, Hoxton",false,BikePoints_327,1280133420000,,001128,false,true
"New North Road 2, Hoxton",false,BikePoints_328,1280133540000,,002641,false,true
"Prince Albert Road, The Regent's Park",false,BikePoints_329,1280133720000,,002636,false,true
"Eastbourne Mews, Paddington",false,BikePoints_330,1280141280000,,001203,false,true
"Bunhill Row, Moorgate",false,BikePoints_331,1280141460000,,001211,false,true
"Nevern Place, Earl's Court",false,BikePoints_332,1280142360000,,001210,false,true
"Palace Gardens Terrace, Notting Hill",false,BikePoints_333,1280142540000,,002633,false,true
"Concert Hall Approach 1, South Bank",false,BikePoints_334,1280147580000,,002635,false,true
"Tavistock Street, Covent Garden",false,BikePoints_335,1280152560000,,001207,false,true
"Concert Hall Approach 2, South Bank",false,BikePoints_336,1280152800000,,001212,false,true
"Pembridge Villas, Notting Hill",false,BikePoints_337,1280153100000,,002589,false,true
"Finlay Street, Fulham",false,BikePoints_615,1380288900000,,200029,false,true
"Aintree Street, Fulham",false,BikePoints_616,,,200098,false,true
"Elysium Place, Fulham",false,BikePoints_617,1380531540000,,200028,false,true
"Eel Brook Common, Walham Green",false,BikePoints_618,1380546540000,,300003,false,true
"Irene Road, Parsons Green",false,BikePoints_619,1380552360000,,300012,false,true
"Surrey Lane, Battersea",false,BikePoints_620,1380629040000,,300010,false,true
"Wandsworth Town Station, Wandsworth",false,BikePoints_621,1380899280000,,200091,false,true
"Lansdowne Road, Ladbroke Grove",false,BikePoints_622,1380901680000,,200172,false,true
"Nantes Close, Wandsworth",false,BikePoints_623,1381135320000,,200186,false,true
"Courland Grove, Wandsworth Road",false,BikePoints_624,1381224240000,,200173,false,true
"Queen's Circus, Battersea Park",false,BikePoints_625,1381227480000,,200190,false,true
