place_id,common_name,terminal_name,installed,removal_date,install_date,temporary,locked
BikePoints_744,"Ingrave Street, Clapham Junction",300077,true,,1385729760000,false,false
BikePoints_745,"Upcerne Road, West Chelsea",300075,true,,1385740020000,false,false
BikePoints_746,"Lots Road, West Chelsea",300076,true,,1385985720000,false,false
BikePoints_747,"Ormonde Gate, Chelsea",300089,true,,1385997240000,false,false
BikePoints_748,"Hertford Road, De Beauvoir Town",300092,true,,1386159900000,false,false
BikePoints_749,"Haggerston Road, Haggerston",300081,true,,1386172440000,false,false
BikePoints_750,"Culvert Road, Battersea",300080,true,,1386240360000,false,false
BikePoints_751,"Newton Street, Covent Garden",300074,true,,1386250800000,false,false
BikePoints_752,"London Street, Paddington",300079,true,,1650364320000,false,false
BikePoints_754,"Grenfell Road, Avondale",300067,true,,1389003540000,false,false
BikePoints_755,"The Vale, Chelsea",300058,true,,1389008580000,false,false
BikePoints_756,"Prince of Wales Drive, Battersea Park",300073,true,,1390223040000,false,false
BikePoints_757,"Harcourt Terrace, West Brompton",300069,true,,1389094260000,false,false
BikePoints_758,"Westbourne Park Road, Portobello",300057,true,,1389178020000,false,false
BikePoints_759,"Broadley Terrace, Marylebone",300072,true,,1389627480000,false,false
BikePoints_761,"Humbolt Road, Fulham",300068,true,,1389781800000,false,false
BikePoints_762,"Storey's Gate, Westminster",200202,true,,1392039000000,false,false
BikePoints_763,"Mile End Park Leisure Centre, Mile End",300027,true,,1392043020000,false,false
BikePoints_764,"St. John's Road, Clapham Junction",200185,true,,1392633480000,false,false
BikePoints_765,"Ranelagh Gardens, Fulham",300064,true,,1392986940000,false,false
BikePoints_766,"Ram Street, Wandsworth",200079,true,,1392894840000,false,false
BikePoints_767,"Santos Road, Wandsworth",200177,true,,1393406280000,false,false
BikePoints_768,"Clapham Common North Side, Clapham Common",300065,true,,1393494060000,false,false
BikePoints_769,"Sandilands Road, Walham Green",300001,true,,1393939560000,false,false
BikePoints_770,"Gwendwr Road, West Kensington",300097,true,,1394099280000,false,false
BikePoints_771,"Rifle Place, Avondale",300007,true,,1394018400000,false,false
BikePoints_772,"Binfield Road, Stockwell",300015,true,,1396442100000,false,false
BikePoints_773,"Tallis Street, Temple",300096,true,,1396262520000,false,false
BikePoints_774,"Hurlingham Park, Parsons Green",300098,true,,1396265880000,false,false
BikePoints_775,"Little Brook Green, Brook Green",300101,true,,1396270320000,false,false
BikePoints_776,"Abyssinia Close, Clapham Junction",300099,true,,1396273320000,false,false
BikePoints_777,"Limburg Road, Clapham Junction",300100,true,,1406282940000,false,false
BikePoints_779,"Houndsditch, Aldgate",200072,true,,1435313700000,false,false
BikePoints_780,"Imperial Wharf Station, Sands End",300070,true,,1439455200000,false,false
BikePoints_85,"Tanner Street, Bermondsey",000994,true,,1279026060000,false,false
BikePoints_86,"Sancroft Street, Vauxhall",003434,true,,1279027140000,false,false
BikePoints_87,"Devonshire Square, Liverpool Street",003438,true,,1279027680000,false,false
BikePoints_88,"Bayley Street , Bloomsbury",001006,true,,1279028280000,false,false
BikePoints_89,"Tavistock Place, Bloomsbury",003439,true,,1279029360000,false,false
BikePoints_90,"Harrington Square 1, Camden Town",001038,true,,1279030020000,false,false
BikePoints_91,"Walnut Tree Walk, Vauxhall",001076,true,,1279036740000,false,false
BikePoints_92,"Borough Road, Elephant & Castle",001082,true,,1279037040000,false,false
BikePoints_93,"Cloudesley Road, Angel",002586,true,,1279037760000,false,false
BikePoints_94,"Bricklayers Arms, Borough",001070,true,,1279038420000,false,false
BikePoints_95,"Aldersgate Street, Barbican",001065,true,,1279096560000,false,false
BikePoints_96,"Falkirk Street, Hoxton",001047,true,,1279096980000,false,false
BikePoints_97,"Gloucester Road (North), Kensington",003447,true,,1279097580000,false,false
BikePoints_98,"Hampstead Road, Euston",000972,true,,1279099080000,false,false
BikePoints_99,"Old Quebec Street, Marylebone",001085,true,,1279099680000,false,false
BikePoints_100,"Albert Embankment, Vauxhall",001059,true,,1279099860000,false,false
BikePoints_101,"Queen Street 1, Bank",000999,true,,1279102680000,false,false
BikePoints_102,"Jewry Street, Aldgate",001045,true,,1279102860000,false,false
BikePoints_103,"Vicarage Gate, Kensington",003441,true,,1279103520000,false,false
BikePoints_104,"Crosswall, Tower",000991,true,,1279103760000,false,false
BikePoints_105,"Westbourne Grove, Bayswater",001041,true,,1279105320000,false,false
BikePoints_106,"Woodstock Street, Mayfair",001042,true,,1279106880000,false,false
BikePoints_107,"Finsbury Leisure Centre, St. Luke's",001049,true,,1279107480000,false,false
BikePoints_108,"Abbey Orchard Street, Westminster",003429,true,,1279107720000,false,false
BikePoints_109,"Soho Square , Soho",001052,true,,1279108320000,false,false
BikePoints_110,"Wellington Road, St. John's Wood",001055,true,,1279108920000,false,false
BikePoints_111,"Park Lane , Hyde Park",001037,true,,1279109160000,false,false
BikePoints_113,"Gloucester Road (Central), South Kensington",003435,true,,1279116600000,false,false
BikePoints_114,"Park Road (Baker Street), The Regent's Park",001050,true,,1279119900000,false,false
BikePoints_115,"Braham Street, Aldgate",001062,true,,1279120680000,false,false
BikePoints_116,"Little Argyll Street, West End",000995,true,,1279122360000,false,false
BikePoints_117,"Lollard Street, Vauxhall",000998,true,,1279124220000,false,false
BikePoints_118,"Rochester Row, Westminster",003457,true,,1279124520000,false,false
BikePoints_119,"Bath Street, St. Luke's",000964,true,,1279124760000,false,false
BikePoints_120,"The Guildhall, Guildhall",001044,true,,1279187040000,false,false
BikePoints_121,"Baker Street, Marylebone",001086,true,,1279189200000,false,false
BikePoints_122,"Norton Folgate, Liverpool Street",001068,true,,1279190040000,false,false
BikePoints_123,"St. John Street, Finsbury",000992,true,,1279191300000,false,false
BikePoints_124,"Eaton Square, Belgravia",001069,true,,1279191540000,false,false
BikePoints_125,"Borough High Street, The Borough",000996,true,,1279192200000,false,false
BikePoints_126,"Museum of London, Barbican",001043,true,,1279193340000,false,false
BikePoints_127,"Wood Street, Guildhall",001063,true,,1279193520000,false,false
BikePoints_128,"Emperor's Gate, South Kensington",001116,true,,1279194060000,false,false
BikePoints_129,"Golden Square, Soho",003451,true,,1279198500000,false,false
BikePoints_130,"Tower Gardens , Tower",001071,true,,1279198800000,false,false
BikePoints_131,"Eversholt Street , Camden Town",001005,true,,1279199280000,false,false
BikePoints_132,"Bethnal Green Road, Shoreditch",000973,true,,1279199520000,false,false
BikePoints_133,"Derry Street, Kensington",003436,true,,1279200240000,false,false
BikePoints_134,"Wapping High Street, Wapping",001039,true,,1279200900000,false,false
