place_id,installed,install_date,locked,terminal_name,temporary,removal_date,common_name
BikePoints_382,true,1297159320000,false,002678,false,,"Farm Street, Mayfair"
BikePoints_383,true,1296649200000,false,002660,false,,"Frith Street, Soho"
BikePoints_384,true,1296731880000,false,003505,false,,"Marloes Road, Kensington"
BikePoints_386,true,1296732540000,false,003504,false,,"Moor Street, Soho"
BikePoints_387,true,1297077540000,false,002703,false,,"Fire Brigade Pier, Vauxhall"
BikePoints_388,true,1297182180000,false,001228,false,,"Southampton Street, Strand"
BikePoints_389,true,1297347960000,false,010621,false,,"Upper Grosvenor Street, Mayfair"
BikePoints_390,true,1297764360000,false,001223,false,,"Buxton Street 1, Shoreditch"
BikePoints_391,true,1297956480000,false,002688,false,1539846000000,"Clifford Street, Mayfair"
BikePoints_392,true,1297958700000,false,001220,false,,"Imperial College, Knightsbridge"
BikePoints_393,true,1298545440000,false,002699,false,,"Snow Hill, Farringdon"
BikePoints_394,true,,false,002698,false,,"Aberdeen Place, St. John's Wood"
BikePoints_395,true,1298908800000,false,002695,false,,"Cadogan Gardens, Chelsea"
BikePoints_396,true,1299075120000,false,002693,false,,"Shouldham Street, Marylebone"
BikePoints_397,true,1299075900000,false,001227,false,,"Devonshire Terrace, Bayswater"
BikePoints_398,true,1299076440000,false,010631,false,,"Holland Park, Kensington"
BikePoints_399,true,1299582900000,false,002687,false,,"Brick Lane Market, Shoreditch"
BikePoints_400,true,1299583260000,false,001225,false,,"George Street, Marylebone"
BikePoints_401,true,1299592500000,false,002701,false,,"Columbia Road, Shoreditch"
BikePoints_402,true,1299592860000,false,010625,false,,"Penfold Street, Marylebone"
BikePoints_403,true,1299593640000,false,010630,false,,"George Place Mews, Marylebone"
BikePoints_404,true,1299669180000,false,001110,false,,"Palace Gate, Kensington Gardens"
BikePoints_405,true,1299669300000,false,001107,false,,"Gloucester Road Station, South Kensington"
BikePoints_408,true,,false,001129,false,,"Sun Street, Liverpool Street"
BikePoints_409,true,,false,010624,false,,"Strata, Elephant & Castle"
BikePoints_410,true,,false,001058,false,,"Edgware Road Station, Marylebone"
BikePoints_411,true,,false,010629,false,,"Rotherhithe Roundabout, Rotherhithe"
BikePoints_412,true,1302006180000,false,010628,false,,"Cleaver Street, Kennington"
BikePoints_419,true,1308735300000,false,022160,false,,"Chelsea Bridge, Pimlico"
BikePoints_420,true,1309258380000,false,022162,false,,"Southwark Station 1, Southwark"
BikePoints_421,true,1309258440000,false,022163,false,,"Southwark Station 2, Southwark"
BikePoints_423,true,1309860240000,false,022164,false,,"Eaton Square (South), Belgravia"
BikePoints_424,true,1324551120000,false,022159,false,,"Ebury Bridge, Pimlico"
BikePoints_426,true,1310463720000,false,022161,false,,"Vincent Street, Pimlico"
BikePoints_427,true,1310725680000,false,022180,false,,"Cheapside, Bank"
BikePoints_428,true,1318496100000,false,022179,false,,"Exhibition Road, Knightsbridge"
BikePoints_430,true,1324549980000,false,022182,false,,"South Parade, Chelsea"
BikePoints_431,true,1323355020000,false,022183,false,,"Crinan Street, King's Cross"
BikePoints_432,true,1319448720000,false,022158,false,,"Exhibition Road Museums 1, South Kensington"
BikePoints_698,true,1384254300000,false,200121,false,,"Shoreditch Court, Haggerston"
BikePoints_699,true,1384256040000,false,200057,false,,"Belford House, Haggerston"
BikePoints_700,true,1384343280000,false,200201,false,,"Battersea Church Road, Battersea"
BikePoints_701,true,1384345080000,false,200077,false,,"Vicarage Crescent, Battersea"
BikePoints_702,true,1384345860000,false,200213,false,,"Durant Street, Bethnal Green"
BikePoints_703,true,1384357800000,false,200094,false,,"St. Bride Street, Holborn"
BikePoints_704,true,1384443480000,false,200063,false,,"Mexfield Road, East Putney"
BikePoints_705,true,1384453020000,false,300042,true,1539845700000,"Upper Richmond Road, Putney"
BikePoints_706,true,1384420920000,false,200193,false,,"Snowsfields, London Bridge"
BikePoints_707,true,1384435680000,false,200197,false,,"Barons Court Station, West Kensington"
BikePoints_708,true,1384530180000,false,200217,false,,"Disraeli Road, Putney"
BikePoints_709,true,1384510140000,false,200205,false,,"Montserrat Road , Putney"
BikePoints_710,true,1384520580000,false,300045,false,,"Albert Bridge Road, Battersea Park"
BikePoints_711,true,1384791540000,false,300028,false,,"Everington Street, Fulham"
BikePoints_712,true,1384797120000,false,300056,false,,"Mile End Stadium, Mile End"
BikePoints_713,true,1384774620000,false,200122,false,,"Hawley Crescent, Camden Town"
BikePoints_714,true,1384865400000,false,300055,false,,"Stewart's Road, Wandsworth Road"
BikePoints_715,true,1384868460000,false,300049,false,,"Aylward Street, Stepney"
BikePoints_716,true,1384873500000,false,300048,false,,"Stainsby Road , Poplar"
BikePoints_717,true,1384952400000,false,300024,false,,"Dunston Road , Haggerston"
BikePoints_718,true,1384962840000,false,300040,false,,"Ada Street, Hackney Central"
BikePoints_719,true,1384968480000,false,300011,false,,"Victoria Park Road, Hackney Central"
BikePoints_720,true,1385025840000,false,300038,false,,"Star Road, West Kensington"
BikePoints_721,true,1385028480000,false,300039,false,,"Wendon Street, Old Ford"
BikePoints_722,true,1385028600000,false,300041,false,,"Finnis Street, Bethnal Green"
BikePoints_723,true,1385035380000,false,300053,false,,"Stephendale Road, Sands End"
BikePoints_724,true,1385125380000,false,300046,false,,"Alma Road, Wandsworth"
BikePoints_725,true,1563352500000,false,300050,false,,"Walworth Square, Walworth"
BikePoints_726,true,1385128740000,false,300047,false,,"Alfreda Street, Battersea Park"
BikePoints_727,true,1385132160000,false,300054,false,,"Chesilton Road, Fulham"
BikePoints_728,true,1385466780000,false,300044,false,,"Putney Bridge Road, East Putney"
BikePoints_729,true,1385391300000,false,300043,false,,"St. Peter's Terrace, Fulham"
BikePoints_730,true,1385132580000,false,300082,false,,"Bridge Avenue, Hammersmith"
BikePoints_731,true,1385394720000,false,300095,false,,"Michael Road, Walham Green"
BikePoints_732,true,1385458020000,false,300083,false,,"Duke Street Hill, London Bridge"
BikePoints_733,true,1385460840000,false,300093,false,,"Park Lane, Mayfair"
BikePoints_734,true,1385464500000,false,300094,false,,"Plough Terrace, Clapham Junction"
BikePoints_735,true,1385383080000,false,200120,false,,"Grant Road East, Clapham Junction"
BikePoints_736,true,1385472900000,false,300088,false,,"Queensdale Road, Shepherd's Bush"
BikePoints_737,true,1385554620000,false,300086,false,,"Fulham Broadway, Walham Green"
BikePoints_738,true,1385563380000,false,300087,false,,"Imperial Road, Sands End"
BikePoints_739,true,1385631000000,false,300091,false,,"Hortensia Road, West Brompton"
BikePoints_740,true,1385635440000,false,300084,false,,"Sirdar Road, Avondale"
BikePoints_741,true,1385640120000,false,300085,false,,"Freston Road, Avondale"
BikePoints_742,true,1385649540000,false,300090,false,,"Blenheim Crescent, Ladbroke Grove"
BikePoints_743,true,1385723700000,false,300078,false,,"Oxford Road, Putney"
BikePoints_744,true,1385729760000,false,300077,false,,"Ingrave Street, Clapham Junction"
BikePoints_745,true,1385740020000,false,300075,false,,"Upcerne Road, West Chelsea"
BikePoints_746,true,1385985720000,false,300076,false,,"Lots Road, West Chelsea"
BikePoints_747,true,1385997240000,false,300089,false,,"Ormonde Gate, Chelsea"
BikePoints_748,true,1386159900000,false,300092,false,,"Hertford Road, De Beauvoir Town"
BikePoints_749,true,1386172440000,false,300081,false,,"Haggerston Road, Haggerston"
BikePoints_750,true,1386240360000,false,300080,false,,"Culvert Road, Battersea"
BikePoints_751,true,1386250800000,false,300074,false,,"Newton Street, Covent Garden"
BikePoints_752,true,1650364320000,false,300079,false,,"London Street, Paddington"
BikePoints_754,true,1389003540000,false,300067,false,,"Grenfell Road, Avondale"
BikePoints_755,true,1389008580000,false,300058,false,,"The Vale, Chelsea"
BikePoints_756,true,1390223040000,false,300073,false,,"Prince of Wales Drive, Battersea Park"
BikePoints_757,true,1389094260000,false,300069,false,,"Harcourt Terrace, West Brompton"
BikePoints_758,true,1389178020000,false,300057,false,,"Westbourne Park Road, Portobello"
BikePoints_759,true,1389627480000,false,300072,false,,"Broadley Terrace, Marylebone"
BikePoints_761,true,1389781800000,false,300068,false,,"Humbolt Road, Fulham"
BikePoints_762,true,1392039000000,false,200202,false,,"Storey's Gate, Westminster"
BikePoints_763,true,1392043020000,false,300027,false,,"Mile End Park Leisure Centre, Mile End"
BikePoints_764,true,1392633480000,false,200185,false,,"St. John's Road, Clapham Junction"
BikePoints_765,true,1392986940000,false,300064,false,,"Ranelagh Gardens, Fulham"
BikePoints_766,true,1392894840000,false,200079,false,,"Ram Street, Wandsworth"
BikePoints_767,true,1393406280000,false,200177,false,,"Santos Road, Wandsworth"
BikePoints_768,true,1393494060000,false,300065,false,,"Clapham Common North Side, Clapham Common"
BikePoints_769,true,1393939560000,false,300001,false,,"Sandilands Road, Walham Green"
BikePoints_770,true,1394099280000,false,300097,false,,"Gwendwr Road, West Kensington"
BikePoints_771,true,1394018400000,false,300007,false,,"Rifle Place, Avondale"
BikePoints_772,true,1396442100000,false,300015,false,,"Binfield Road, Stockwell"
BikePoints_773,true,1396262520000,false,300096,false,,"Tallis Street, Temple"
BikePoints_774,true,1396265880000,false,300098,false,,"Hurlingham Park, Parsons Green"
BikePoints_775,true,1396270320000,false,300101,false,,"Little Brook Green, Brook Green"
BikePoints_776,true,1396273320000,false,300099,false,,"Abyssinia Close, Clapham Junction"
BikePoints_777,true,1406282940000,false,300100,false,,"Limburg Road, Clapham Junction"
BikePoints_779,true,1435313700000,false,200072,false,,"Houndsditch, Aldgate"
BikePoints_780,true,1439455200000,false,300070,false,,"Imperial Wharf Station, Sands End"
BikePoints_169,true,1279289760000,false,003477,false,,"Porchester Place, Paddington"
BikePoints_170,true,1279290180000,false,001057,false,,"Hardwick Street, Clerkenwell"
BikePoints_171,true,1279291200000,false,003459,false,,"Collingham Gardens, Earl's Court"
BikePoints_172,true,1279291500000,false,001124,false,,"Sumner Place, South Kensington"
BikePoints_173,true,1279292700000,false,001176,false,,"Waterloo Road, South Bank"
BikePoints_174,true,1279295940000,false,001100,false,,"Strand, Strand"
BikePoints_175,true,1529674980000,false,000997,false,,"Worship Street, Shoreditch"
BikePoints_176,true,1279297560000,false,001173,false,,"Gloucester Terrace, Bayswater"
BikePoints_177,true,1279297740000,false,001122,false,,"Ashley Place, Victoria"
BikePoints_178,true,1279297920000,false,003460,false,,"Warwick Square, Pimlico"
BikePoints_180,true,1279298220000,false,001126,false,,"North Audley Street, Mayfair"
BikePoints_181,true,1279298460000,false,003473,false,,"Belgrave Square, Belgravia"
BikePoints_182,true,1279363140000,false,001166,false,,"Bell Street , Marylebone"
BikePoints_183,true,1279364160000,false,001165,false,,"Riverlight North, Nine Elms"
BikePoints_184,true,1279364280000,false,001164,false,,"Portland Place, Marylebone"
BikePoints_185,true,1279365360000,false,001174,false,,"Alderney Street, Pimlico"
BikePoints_186,true,1279365480000,false,001167,false,,"South Wharf Road, Paddington"
BikePoints_187,true,1279365720000,false,001172,false,,"Queen's Gate (South), South Kensington"
BikePoints_188,true,1279376760000,false,001112,false,,"Nutford Place, Marylebone"
BikePoints_189,true,1279377180000,false,001104,false,,"Claremont Square, Angel"
BikePoints_190,true,1279381080000,false,001106,false,,"Rampayne Street, Pimlico"
BikePoints_191,true,1279383120000,false,001075,false,,"Hyde Park Corner, Hyde Park"
BikePoints_192,true,1279383300000,false,001163,false,,"Wardour Street, Soho"
BikePoints_193,true,1279392479356,false,000963,false,,"Bankside Mix, Bankside"
BikePoints_194,true,1279392479395,false,000960,false,,"Hop Exchange, The Borough"
BikePoints_195,true,1279392479432,false,000959,false,,"Milroy Walk, South Bank"
BikePoints_196,true,1279392479471,false,000961,false,,"Union Street, The Borough"
BikePoints_197,true,1279392479520,false,000962,false,,"Stamford Street, South Bank"
BikePoints_199,true,1279441800000,false,001080,false,,"Great Tower Street, Monument"
BikePoints_200,true,1279441920000,false,001105,false,,"LMU Commercial Road, Whitechapel"
BikePoints_201,true,1279444080000,false,001162,false,,"Dorset Square, Marylebone"
BikePoints_202,true,1279444320000,false,001102,false,,"Leman Street, Aldgate"
BikePoints_203,true,1279445580000,false,001040,false,,"West Smithfield Rotunda, Farringdon"
BikePoints_204,true,1279466640000,false,003468,false,,"Margery Street, Clerkenwell"
BikePoints_206,true,1279471380000,false,001171,false,,"New Road 1 , Whitechapel"
BikePoints_207,true,1279558140000,false,001169,false,,"Grosvenor Crescent, Belgravia"
BikePoints_208,true,1279472580000,false,001175,false,,"Mallory Street, Marylebone"
BikePoints_210,true,1279535160000,false,003476,false,,"Hinde Street, Marylebone"
BikePoints_211,true,1279535820000,false,003469,false,,"Cadogan Place, Knightsbridge"
BikePoints_212,true,1279536840000,false,003487,false,,"Campden Hill Road, Notting Hill"
BikePoints_213,true,1279537020000,false,001109,false,,"Wellington Arch, Hyde Park"
BikePoints_214,true,1279537200000,false,001079,false,,"Endsleigh Gardens, Euston"
BikePoints_215,true,1279537380000,false,001092,false,,"Moorfields, Moorgate"
BikePoints_216,true,1279537920000,false,003479,false,,"Old Brompton Road, South Kensington"
BikePoints_217,true,1279538040000,false,002587,false,,"Wormwood Street, Liverpool Street"
BikePoints_218,true,1279543740000,false,003486,false,,"St. Luke's Church, Chelsea"
BikePoints_219,true,1279545900000,false,001183,false,,"Bramham Gardens, Earl's Court"
BikePoints_220,true,1279546320000,false,001179,false,,"Chelsea Green, Chelsea"
BikePoints_221,true,1279552200000,false,001170,false,,"Horseferry Road, Westminster"
BikePoints_222,true,1279614120000,false,001101,false,,"Knightsbridge, Hyde Park"
BikePoints_223,true,1279614420000,false,003481,false,,"Rodney Road , Walworth"
BikePoints_224,true,1279615020000,false,001150,false,,"Queensway, Kensington Gardens"
BikePoints_225,true,1279616280000,false,001182,false,,"Notting Hill Gate Station, Notting Hill"
BikePoints_226,true,1279616520000,false,003488,false,,"Charles II Street, West End"
BikePoints_227,true,1279616700000,false,003470,false,,"Great Percy Street, Clerkenwell"
BikePoints_228,true,1279616880000,false,001067,false,,"St. James's Square, St. James's"
BikePoints_229,true,1279617780000,false,001151,false,,"Whitehall Place, Strand"
BikePoints_230,true,1279618020000,false,001144,false,,"Poured Lines, Bankside"
BikePoints_231,true,1279622820000,false,001089,false,,"Queen's Gate (Central), South Kensington"
BikePoints_232,true,1279623240000,false,001139,false,,"Carey Street, Holborn"
BikePoints_233,true,1279624260000,false,001153,false,,"Pall Mall East, West End"
BikePoints_234,true,1279624680000,false,001081,false,,"Liverpool Road (N1 Centre), Angel"
BikePoints_235,true,1279625640000,false,001154,false,,"Kennington Road  , Vauxhall"
BikePoints_236,true,1279625940000,false,003483,false,,"Fashion Street, Whitechapel"
BikePoints_237,true,1279799040000,false,003467,false,,"Dock Street, Wapping"
BikePoints_238,true,1279627920000,false,001099,false,,"Frampton Street, Paddington"
BikePoints_239,true,1279628160000,false,001090,false,,"Warren Street Station, Euston"
BikePoints_240,true,1279628280000,false,003472,false,,"Colombo Street, Southwark"
BikePoints_242,true,1279628640000,false,003482,false,,"Beaumont Street, Marylebone"
BikePoints_243,true,1279628940000,false,001103,false,,"Gloucester Street, Pimlico"
BikePoints_244,true,1279629240000,false,001145,false,,"Earnshaw Street , Covent Garden"
BikePoints_245,true,1279629660000,false,001140,false,,"Grosvenor Road, Pimlico"
BikePoints_246,true,1279639740000,false,001159,false,,"Berry Street, Clerkenwell"
BikePoints_247,true,1279639920000,false,001091,false,,"St. John's Wood Church, The Regent's Park"
BikePoints_248,true,1279640160000,false,001088,false,,"Triangle Car Park, Hyde Park"
BikePoints_249,true,1279640400000,false,001137,false,,"Harper Road, The Borough"
BikePoints_250,true,1279641000000,false,003440,false,,"Royal Avenue 1, Chelsea"
BikePoints_251,true,1279700160000,false,001161,false,,"Brushfield Street, Liverpool Street"
BikePoints_252,true,1279700640000,false,001111,false,,"Jubilee Gardens, South Bank"
BikePoints_253,true,1279700820000,false,001051,false,,"Shoreditch Park, Hoxton"
BikePoints_520,true,,false,200234,false,,"Bancroft Road, Bethnal Green"
BikePoints_521,true,,false,200030,false,,"Driffield Road, Old Ford"
BikePoints_522,true,,false,200161,false,,"Clinton Road, Mile End"
BikePoints_523,true,,false,200160,false,,"Langdon Park, Poplar"
BikePoints_524,true,1328515080000,false,200017,false,,"Lancaster Gate , Bayswater"
BikePoints_525,true,1643301180000,false,200153,false,,"Blythe Road, Olympia"
BikePoints_526,true,,false,200143,false,,"Lancaster Drive, Blackwall"
BikePoints_527,true,1328777280000,false,200154,false,,"Hansard Mews, Holland Park"
BikePoints_528,true,1328777880000,false,200088,false,,"Clarges Street, Mayfair"
BikePoints_529,true,,false,200010,false,,"Manresa Road, Chelsea"
BikePoints_530,true,,false,200146,false,,"Newby Place, Poplar"
BikePoints_531,true,1328778840000,false,200167,false,,"Twig Folly Bridge, Mile End"
BikePoints_532,true,1328886360000,false,200163,false,,"Jubilee Plaza, Canary Wharf"
BikePoints_533,true,,false,200165,false,,"Wellington Row, Bethnal Green"
BikePoints_534,true,,false,200159,false,,"Goldsmith's Row, Haggerston"
BikePoints_535,true,,false,200145,false,,"Gloucester Avenue, Camden Town"
BikePoints_536,true,,false,200024,false,,"Queensbridge Road, Haggerston"
BikePoints_537,true,1330352880000,false,200239,false,,"Old Montague Street, Whitechapel"
BikePoints_538,true,,false,200050,false,,"Naval Row, Blackwall"
BikePoints_539,true,,false,200151,false,,"Hoxton Station, Hoxton"
BikePoints_540,true,,false,200134,false,,"Albany Street, The Regent's Park"
BikePoints_541,true,,false,200096,false,,"Green Park Station, Mayfair"
BikePoints_542,true,,false,200147,false,,"Salmon Lane, Limehouse"
BikePoints_543,true,,false,200065,false,,"Lansdowne Walk, Ladbroke Grove"
BikePoints_544,true,,false,200051,false,,"Percival Street, Finsbury"
BikePoints_545,true,,false,200070,false,,"Arlington Road, Camden Town"
BikePoints_546,true,,false,200044,false,,"New Fetter Lane, Holborn"
BikePoints_547,true,,false,200127,false,,"East India DLR, Blackwall"
BikePoints_548,true,,false,200076,false,,"Westminster Bridge Road, Elephant & Castle"
BikePoints_549,true,,false,200132,false,,"Gaywood  Street, Elephant & Castle"
BikePoints_550,true,,false,200102,false,,"Harford Street, Mile End"
BikePoints_551,true,1330071720000,false,200066,false,,"Import Dock, Canary Wharf"
BikePoints_552,true,,false,200149,false,,"Watney Street, Shadwell"
BikePoints_553,true,,false,200064,false,,"Regent's Row , Haggerston"
BikePoints_554,true,,false,200078,false,,"Aberfeldy Street, Poplar"
BikePoints_556,true,,false,200138,false,,"Heron Quays DLR, Canary Wharf"
BikePoints_557,true,,false,200203,false,,"King Edward Street, St Pauls"
BikePoints_558,true,1399635120000,false,200048,false,,"Page Street, Westminster"
BikePoints_559,true,,false,200111,false,,"Abbotsbury Road, Holland Park"
BikePoints_560,true,,false,200015,false,,"Ladbroke Grove Central, Ladbroke Grove"
BikePoints_561,true,1330503540000,false,200037,false,,"Rectory Square, Stepney"
BikePoints_562,true,1330503420000,false,200074,false,,"Bury Place, Holborn"
BikePoints_563,true,,false,200232,false,,"Preston's Road, Cubitt Town"
BikePoints_564,true,,false,200068,false,,"Somerset House, Strand"
BikePoints_565,true,,false,200135,false,,"Selby Street, Whitechapel"
BikePoints_566,true,1330937940000,false,200141,false,,"Westfield Ariel Way, White City"
BikePoints_568,true,,false,200110,false,,"Bishop's Bridge Road West, Bayswater"
BikePoints_569,true,,false,200248,false,,"Pitfield Street Central, Hoxton"
BikePoints_570,true,1330773180000,false,200099,false,,"Upper Bank Street, Canary Wharf"
BikePoints_571,true,1330620180000,false,200061,false,,"Westfield Southern Terrace ,Shepherd's Bush"
BikePoints_572,true,,false,200026,false,,"Greenland Road, Camden Town"
BikePoints_573,true,1331796060000,false,200001,false,,"Limerston Street, West Chelsea"
BikePoints_574,true,1333618560000,false,200246,false,,"Eagle Wharf Road, Hoxton"
BikePoints_576,true,,false,200109,false,,"Alpha Grove, Millwall"
BikePoints_577,true,,false,200247,false,,"Globe Town Market, Bethnal Green"
BikePoints_578,true,1330444680000,false,200244,false,,"Hollybush Gardens, Bethnal Green"
BikePoints_579,true,,false,200128,false,,"Queen Street 2, Bank"
BikePoints_580,true,1392208500000,false,200084,false,,"Doddington Grove, Kennington"
BikePoints_581,true,1331883540000,false,200005,false,,"New Cavendish Street, Marylebone"
BikePoints_583,true,,false,200231,false,,"Abingdon Green, Westminster"
BikePoints_584,true,,false,200086,false,,"Ilchester Gardens, Bayswater"
BikePoints_586,true,1331797200000,false,200092,false,,"Mudchute DLR, Cubitt Town"
BikePoints_587,true,1332406320000,false,200101,false,,"Monument Street, Monument"
BikePoints_588,true,1330937820000,false,200071,false,,"Hoxton Street, Hoxton"
BikePoints_589,true,,false,200060,false,,"Drayton Gardens, West Chelsea"
BikePoints_590,true,,false,200236,false,,"Greenberry Street, St.John's Wood"
BikePoints_592,true,,false,200108,false,,"Bishop's Bridge Road East, Bayswater"
BikePoints_593,true,,false,200058,false,,"Northdown Street, King's Cross"
BikePoints_594,true,1331710680000,false,200226,false,,"Kingsway Southbound, Strand"
BikePoints_595,true,,false,200142,false,,"Hammersmith Road, Hammersmith"
BikePoints_596,true,,false,200237,false,,"Parson's Green , Parson's Green"
BikePoints_597,true,,false,200229,false,,"Fulham Park Road, Fulham"
BikePoints_598,true,1501544700000,false,200166,false,,"Southerton Road, Hammersmith"
BikePoints_599,true,,false,200235,false,,"Manbre Road, Hammersmith"
BikePoints_600,true,,false,200133,false,,"South Lambeth Road, Vauxhall"
BikePoints_601,true,,false,200136,false,,"BBC White City, White City"
BikePoints_602,true,,false,200211,false,,"Union Grove, Wandsworth Road"
BikePoints_603,true,,false,200137,false,,"Caldwell Street, Stockwell"
BikePoints_604,true,,false,200195,false,,"St Martins Close, Camden Town"
BikePoints_606,true,,false,200218,false,,"Addison Road, Holland Park"
BikePoints_607,true,,false,200125,false,,"Putney Bridge Station, Fulham"
BikePoints_608,true,,false,200224,false,,"Colet Gardens, Hammersmith"
BikePoints_609,true,1380109980000,false,200208,false,,"Sugden Road, Clapham"
BikePoints_610,true,1380113460000,false,200222,false,,"Danvers Street, West Chelsea"
BikePoints_611,true,1380203940000,false,200067,false,,"Princedale Road , Holland Park"
BikePoints_612,true,1380294600000,false,200175,false,,"Wandsworth Rd, Isley Court, Wandsworth Road"
BikePoints_613,true,1380211860000,false,200214,false,,"Woodstock Grove, Shepherd's Bush"
BikePoints_614,true,1380795000000,false,200025,false,,"London Fields, Hackney Central"
BikePoints_254,true,1279700940000,false,003471,false,,"Chadwell Street, Angel"
BikePoints_255,true,1279702560000,false,001147,false,,"Clifton Road, Maida Vale"
BikePoints_256,true,1279708020000,false,003484,false,,"Houghton Street, Strand"
BikePoints_257,true,1279708140000,false,001194,false,,"Westminster University, Marylebone"
BikePoints_258,true,1279708380000,false,001193,false,,"Kensington Gore, Knightsbridge"
BikePoints_259,true,1279709100000,false,001180,false,,"Bourne Street, Belgravia"
BikePoints_260,true,1279711020000,false,003489,false,,"Broadwick Street, Soho"
BikePoints_261,true,1279711200000,false,003491,false,,"Princes Square, Bayswater"
BikePoints_262,true,1279711620000,false,001095,false,,"LSBU (Borough Road), Elephant & Castle"
BikePoints_263,true,1279712160000,false,001184,false,,"St. Mary Axe, Aldgate"
BikePoints_264,true,1279712520000,false,001146,false,,"Tysoe Street, Clerkenwell"
BikePoints_265,true,1279714320000,false,003490,false,,"Southwick Street, Paddington"
BikePoints_266,true,1279714560000,false,001204,false,,"Queen's Gate (North), Kensington"
BikePoints_267,true,1279714740000,false,001155,false,,"Regency Street, Westminster"
BikePoints_268,true,1279714920000,false,001087,false,,"Belgrave Road, Victoria"
BikePoints_269,true,1279715100000,false,001209,false,,"Empire Square, The Borough"
BikePoints_270,true,1279720380000,false,001190,false,,"Kennington Lane Rail Bridge, Vauxhall"
BikePoints_271,true,1279720920000,false,001136,false,,"London Zoo,  The Regent's Park"
BikePoints_272,true,1279721220000,false,001133,false,,"Baylis Road, Waterloo"
BikePoints_273,true,1279721400000,false,001186,false,,"Belvedere Road 1, South Bank"
BikePoints_274,true,1279721580000,false,001134,false,,"Warwick Road, Olympia"
BikePoints_275,true,1279721880000,false,001191,false,,"Barbican Centre, Barbican"
BikePoints_276,true,1279723200000,false,001098,false,,"Lower Thames Street, Monument"
BikePoints_277,true,1279723320000,false,001143,false,,"Kensington Church Street, Kensington"
BikePoints_278,true,1279723500000,false,001142,false,,"Tooley Street, Bermondsey"
BikePoints_279,true,1279723740000,false,001108,false,,"North Wharf Road, Paddington"
BikePoints_280,true,1279726440000,false,003462,false,,"Royal Avenue 2, Chelsea"
BikePoints_281,true,1279726620000,false,003480,false,,"Smith Square, Westminster"
BikePoints_282,true,1279726980000,false,001077,false,,"Royal London Hospital, Whitechapel"
BikePoints_283,true,1279727220000,false,001141,false,,"Kingsway, Covent Garden"
BikePoints_284,true,1279727580000,false,001117,false,,"Lambeth North Station, Waterloo"
BikePoints_286,true,1279727880000,false,001187,false,,"St. John's Wood Road, St. John's Wood"
BikePoints_287,true,1279728060000,false,001156,false,,"Bedford Way, Bloomsbury"
BikePoints_288,true,1279793820000,false,001138,false,,"Elizabeth Bridge, Victoria"
BikePoints_289,true,1279794060000,false,003493,false,,"South Audley Street, Mayfair"
BikePoints_290,true,1279795140000,false,003496,false,,"St Mary's Hospital, Paddington"
BikePoints_291,true,1279800420000,false,001135,false,,"Claverton Street, Pimlico"
BikePoints_293,true,1279800780000,false,001214,false,,"Kensington Olympia Station, Olympia"
BikePoints_294,true,1279800900000,false,001195,false,,"St. George's Square, Pimlico"
BikePoints_295,true,1279801080000,false,001216,false,,"Swan Street, The Borough"
BikePoints_296,true,1377258960000,false,200069,false,,"Knaresborough Place, Earl's Court"
BikePoints_297,true,1279801560000,false,003498,false,,"Geraldine Street, Elephant & Castle"
BikePoints_298,true,1279805640000,false,001213,false,,"Curlew Street, Shad Thames"
BikePoints_299,true,1279808160000,false,001196,false,,"Vincent Square, Westminster"
BikePoints_300,true,1279808700000,false,001217,false,,"Serpentine Car Park, Hyde Park"
BikePoints_301,true,1279809000000,false,001152,false,,"Marylebone Lane, Marylebone"
BikePoints_302,true,1279812360000,false,003492,false,,"Putney Pier, Wandsworth"
BikePoints_303,true,1279812720000,false,001132,false,,"Albert Gate, Hyde Park"
BikePoints_306,true,1279816260000,false,003497,false,,"Rathbone Street, Fitzrovia"
BikePoints_307,true,1279816500000,false,001157,false,,"Black Lion Gate, Kensington Gardens"
BikePoints_308,true,1279816740000,false,001189,false,,"Long Lane , Bermondsey"
BikePoints_309,true,1279875060000,false,001192,false,,"Embankment (Savoy), Strand"
BikePoints_310,true,1279879560000,false,001205,false,,"Black Prince Road, Vauxhall"
BikePoints_311,true,1279880100000,false,003494,false,,"Foley Street, Fitzrovia"
BikePoints_312,true,1279880340000,false,001130,false,,"Grove End Road, St. John's Wood"
BikePoints_313,true,1279880520000,false,003495,false,,"Wells Street, Fitzrovia"
BikePoints_314,true,1279884480000,false,003485,false,,"Tyers Gate, Bermondsey"
BikePoints_315,true,1279884660000,false,001199,false,,"The Tennis Courts, The Regent's Park"
BikePoints_316,true,1279884840000,false,000968,false,1539845760000,"Warwick Row, Westminster"
BikePoints_317,true,1279885080000,false,001208,false,,"Dickens Square, Borough"
BikePoints_318,true,1279885320000,false,001197,false,,"Sackville Street, Mayfair"
BikePoints_319,true,1279890360000,false,003500,false,,"Baldwin Street, St. Luke's"
BikePoints_320,true,1279890840000,false,001148,false,,"Queen Mother Sports Centre, Victoria"
BikePoints_321,true,1279891020000,false,002637,false,,"Bermondsey Street, Bermondsey"
BikePoints_322,true,1279891920000,false,003502,false,,"Palissy Street, Shoreditch"
BikePoints_323,true,1279892040000,false,003501,false,,"Clifton Street, Shoreditch"
BikePoints_324,true,1279894920000,false,001200,false,,"Ontario Street, Elephant & Castle"
BikePoints_325,true,1279896660000,false,001158,false,,"St. Martin's Street, West End"
