locked,place_id,installed,common_name,install_date,terminal_name,removal_date,temporary
false,BikePoints_390,true,"Buxton Street 1, Shoreditch",1297764360000,001223,,false
false,BikePoints_391,true,"Clifford Street, Mayfair",1297956480000,002688,1539846000000,false
false,BikePoints_392,true,"Imperial College, Knightsbridge",1297958700000,001220,,false
false,BikePoints_393,true,"Snow Hill, Farringdon",1298545440000,002699,,false
false,BikePoints_394,true,"Aberdeen Place, St. John's Wood",,002698,,false
false,BikePoints_395,true,"Cadogan Gardens, Chelsea",1298908800000,002695,,false
false,BikePoints_396,true,"Shouldham Street, Marylebone",1299075120000,002693,,false
false,BikePoints_397,true,"Devonshire Terrace, Bayswater",1299075900000,001227,,false
false,BikePoints_398,true,"Holland Park, Kensington",1299076440000,010631,,false
false,BikePoints_399,true,"Brick Lane Market, Shoreditch",1299582900000,002687,,false
false,BikePoints_400,true,"George Street, Marylebone",1299583260000,001225,,false
false,BikePoints_401,true,"Columbia Road, Shoreditch",1299592500000,002701,,false
false,BikePoints_402,true,"Penfold Street, Marylebone",1299592860000,010625,,false
false,BikePoints_403,true,"George Place Mews, Marylebone",1299593640000,010630,,false
false,BikePoints_404,true,"Palace Gate, Kensington Gardens",1299669180000,001110,,false
false,BikePoints_405,true,"Gloucester Road Station, South Kensington",1299669300000,001107,,false
false,BikePoints_408,true,"Sun Street, Liverpool Street",,001129,,false
false,BikePoints_409,true,"Strata, Elephant & Castle",,010624,,false
false,BikePoints_410,true,"Edgware Road Station, Marylebone",,001058,,false
false,BikePoints_411,true,"Rotherhithe Roundabout, Rotherhithe",,010629,,false
false,BikePoints_412,true,"Cleaver Street, Kennington",1302006180000,010628,,false
false,BikePoints_419,true,"Chelsea Bridge, Pimlico",1308735300000,022160,,false
false,BikePoints_420,true,"Southwark Station 1, Southwark",1309258380000,022162,,false
false,BikePoints_421,true,"Southwark Station 2, Southwark",1309258440000,022163,,false
false,BikePoints_423,true,"Eaton Square (South), Belgravia",1309860240000,022164,,false
false,BikePoints_424,true,"Ebury Bridge, Pimlico",1324551120000,022159,,false
false,BikePoints_426,true,"Vincent Street, Pimlico",1310463720000,022161,,false
false,BikePoints_427,true,"Cheapside, Bank",1310725680000,022180,,false
false,BikePoints_428,true,"Exhibition Road, Knightsbridge",1318496100000,022179,,false
false,BikePoints_695,true,"Islington Green, Angel",1384172820000,300031,,false
false,BikePoints_696,true,"Charing Cross Hospital, Hammersmith",1384180020000,300018,,false
false,BikePoints_697,true,"Charlotte Terrace, Angel",1384251120000,200129,,false
false,BikePoints_698,true,"Shoreditch Court, Haggerston",1384254300000,200121,,false
false,BikePoints_699,true,"Belford House, Haggerston",1384256040000,200057,,false
false,BikePoints_700,true,"Battersea Church Road, Battersea",1384343280000,200201,,false
false,BikePoints_701,true,"Vicarage Crescent, Battersea",1384345080000,200077,,false
false,BikePoints_702,true,"Durant Street, Bethnal Green",1384345860000,200213,,false
false,BikePoints_703,true,"St. Bride Street, Holborn",1384357800000,200094,,false
false,BikePoints_704,true,"Mexfield Road, East Putney",1384443480000,200063,,false
false,BikePoints_705,true,"Upper Richmond Road, Putney",1384453020000,300042,1539845700000,true
false,BikePoints_706,true,"Snowsfields, London Bridge",1384420920000,200193,,false
false,BikePoints_707,true,"Barons Court Station, West Kensington",1384435680000,200197,,false
false,BikePoints_708,true,"Disraeli Road, Putney",1384530180000,200217,,false
false,BikePoints_709,true,"Montserrat Road , Putney",1384510140000,200205,,false
false,BikePoints_710,true,"Albert Bridge Road, Battersea Park",1384520580000,300045,,false
false,BikePoints_711,true,"Everington Street, Fulham",1384791540000,300028,,false
false,BikePoints_712,true,"Mile End Stadium, Mile End",1384797120000,300056,,false
false,BikePoints_713,true,"Hawley Crescent, Camden Town",1384774620000,200122,,false
false,BikePoints_714,true,"Stewart's Road, Wandsworth Road",1384865400000,300055,,false
false,BikePoints_715,true,"Aylward Street, Stepney",1384868460000,300049,,false
false,BikePoints_717,true,"Dunston Road , Haggerston",1384952400000,300024,,false
false,BikePoints_718,true,"Ada Street, Hackney Central",1384962840000,300040,,false
false,BikePoints_719,true,"Victoria Park Road, Hackney Central",1384968480000,300011,,false
false,BikePoints_720,true,"Star Road, West Kensington",1385025840000,300038,,false
false,BikePoints_721,true,"Wendon Street, Old Ford",1385028480000,300039,,false
false,BikePoints_722,true,"Finnis Street, Bethnal Green",1385028600000,300041,,false
false,BikePoints_723,true,"Stephendale Road, Sands End",1385035380000,300053,,false
false,BikePoints_724,true,"Alma Road, Wandsworth",1385125380000,300046,,false
false,BikePoints_725,true,"Walworth Square, Walworth",1563352500000,300050,,false
false,BikePoints_726,true,"Alfreda Street, Battersea Park",1385128740000,300047,,false
false,BikePoints_727,true,"Chesilton Road, Fulham",1385132160000,300054,,false
false,BikePoints_728,true,"Putney Bridge Road, East Putney",1385466780000,300044,,false
false,BikePoints_729,true,"St. Peter's Terrace, Fulham",1385391300000,300043,,false
false,BikePoints_730,true,"Bridge Avenue, Hammersmith",1385132580000,300082,,false
false,BikePoints_731,true,"Michael Road, Walham Green",1385394720000,300095,,false
false,BikePoints_732,true,"Duke Street Hill, London Bridge",1385458020000,300083,,false
false,BikePoints_733,true,"Park Lane, Mayfair",1385460840000,300093,,false
false,BikePoints_734,true,"Plough Terrace, Clapham Junction",1385464500000,300094,,false
false,BikePoints_735,true,"Grant Road East, Clapham Junction",1385383080000,200120,,false
false,BikePoints_736,true,"Queensdale Road, Shepherd's Bush",1385472900000,300088,,false
false,BikePoints_737,true,"Fulham Broadway, Walham Green",1385554620000,300086,,false
false,BikePoints_738,true,"Imperial Road, Sands End",1385563380000,300087,,false
false,BikePoints_739,true,"Hortensia Road, West Brompton",1385631000000,300091,,false
false,BikePoints_740,true,"Sirdar Road, Avondale",1385635440000,300084,,false
false,BikePoints_741,true,"Freston Road, Avondale",1385640120000,300085,,false
false,BikePoints_742,true,"Blenheim Crescent, Ladbroke Grove",1385649540000,300090,,false
false,BikePoints_743,true,"Oxford Road, Putney",1385723700000,300078,,false
false,BikePoints_744,true,"Ingrave Street, Clapham Junction",1385729760000,300077,,false
false,BikePoints_745,true,"Upcerne Road, West Chelsea",1385740020000,300075,,false
false,BikePoints_746,true,"Lots Road, West Chelsea",1385985720000,300076,,false
false,BikePoints_747,true,"Ormonde Gate, Chelsea",1385997240000,300089,,false
false,BikePoints_748,true,"Hertford Road, De Beauvoir Town",1386159900000,300092,,false
false,BikePoints_749,true,"Haggerston Road, Haggerston",1386172440000,300081,,false
false,BikePoints_750,true,"Culvert Road, Battersea",1386240360000,300080,,false
false,BikePoints_751,true,"Newton Street, Covent Garden",1386250800000,300074,,false
false,BikePoints_752,true,"London Street, Paddington",1650364320000,300079,,false
false,BikePoints_754,true,"Grenfell Road, Avondale",1389003540000,300067,,false
false,BikePoints_755,true,"The Vale, Chelsea",1389008580000,300058,,false
false,BikePoints_756,true,"Prince of Wales Drive, Battersea Park",1390223040000,300073,,false
false,BikePoints_757,true,"Harcourt Terrace, West Brompton",1389094260000,300069,,false
false,BikePoints_758,true,"Westbourne Park Road, Portobello",1389178020000,300057,,false
false,BikePoints_759,true,"Broadley Terrace, Marylebone",1389627480000,300072,,false
false,BikePoints_761,true,"Humbolt Road, Fulham",1389781800000,300068,,false
false,BikePoints_762,true,"Storey's Gate, Westminster",1392039000000,200202,,false
false,BikePoints_763,true,"Mile End Park Leisure Centre, Mile End",1392043020000,300027,,false
false,BikePoints_764,true,"St. John's Road, Clapham Junction",1392633480000,200185,,false
false,BikePoints_765,true,"Ranelagh Gardens, Fulham",1392986940000,300064,,false
false,BikePoints_766,true,"Ram Street, Wandsworth",1392894840000,200079,,false
false,BikePoints_767,true,"Santos Road, Wandsworth",1393406280000,200177,,false
false,BikePoints_768,true,"Clapham Common North Side, Clapham Common",1393494060000,300065,,false
false,BikePoints_769,true,"Sandilands Road, Walham Green",1393939560000,300001,,false
false,BikePoints_770,true,"Gwendwr Road, West Kensington",1394099280000,300097,,false
false,BikePoints_771,true,"Rifle Place, Avondale",1394018400000,300007,,false
false,BikePoints_772,true,"Binfield Road, Stockwell",1396442100000,300015,,false
false,BikePoints_773,true,"Tallis Street, Temple",1396262520000,300096,,false
false,BikePoints_774,true,"Hurlingham Park, Parsons Green",1396265880000,300098,,false
false,BikePoints_775,true,"Little Brook Green, Brook Green",1396270320000,300101,,false
false,BikePoints_776,true,"Abyssinia Close, Clapham Junction",1396273320000,300099,,false
false,BikePoints_777,true,"Limburg Road, Clapham Junction",1406282940000,300100,,false
false,BikePoints_166,true,"Seville Street, Knightsbridge",1279288140000,001177,,false
false,BikePoints_167,true,"Eccleston Place, Victoria",,003465,,false
false,BikePoints_168,true,"Argyll Road, Kensington",1279289400000,003463,,false
false,BikePoints_169,true,"Porchester Place, Paddington",1279289760000,003477,,false
false,BikePoints_170,true,"Hardwick Street, Clerkenwell",1279290180000,001057,,false
false,BikePoints_171,true,"Collingham Gardens, Earl's Court",1279291200000,003459,,false
false,BikePoints_172,true,"Sumner Place, South Kensington",1279291500000,001124,,false
false,BikePoints_173,true,"Waterloo Road, South Bank",1279292700000,001176,,false
false,BikePoints_174,true,"Strand, Strand",1279295940000,001100,,false
false,BikePoints_175,true,"Worship Street, Shoreditch",1529674980000,000997,,false
false,BikePoints_176,true,"Gloucester Terrace, Bayswater",1279297560000,001173,,false
false,BikePoints_177,true,"Ashley Place, Victoria",1279297740000,001122,,false
false,BikePoints_178,true,"Warwick Square, Pimlico",1279297920000,003460,,false
false,BikePoints_180,true,"North Audley Street, Mayfair",1279298220000,001126,,false
false,BikePoints_181,true,"Belgrave Square, Belgravia",1279298460000,003473,,false
false,BikePoints_182,true,"Bell Street , Marylebone",1279363140000,001166,,false
false,BikePoints_183,true,"Riverlight North, Nine Elms",1279364160000,001165,,false
false,BikePoints_184,true,"Portland Place, Marylebone",1279364280000,001164,,false
false,BikePoints_185,true,"Alderney Street, Pimlico",1279365360000,001174,,false
false,BikePoints_186,true,"South Wharf Road, Paddington",1279365480000,001167,,false
false,BikePoints_187,true,"Queen's Gate (South), South Kensington",1279365720000,001172,,false
false,BikePoints_188,true,"Nutford Place, Marylebone",1279376760000,001112,,false
false,BikePoints_189,true,"Claremont Square, Angel",1279377180000,001104,,false
false,BikePoints_190,true,"Rampayne Street, Pimlico",1279381080000,001106,,false
false,BikePoints_191,true,"Hyde Park Corner, Hyde Park",1279383120000,001075,,false
false,BikePoints_192,true,"Wardour Street, Soho",1279383300000,001163,,false
false,BikePoints_193,true,"Bankside Mix, Bankside",1279392479356,000963,,false
false,BikePoints_194,true,"Hop Exchange, The Borough",1279392479395,000960,,false
false,BikePoints_195,true,"Milroy Walk, South Bank",1279392479432,000959,,false
false,BikePoints_196,true,"Union Street, The Borough",1279392479471,000961,,false
false,BikePoints_197,true,"Stamford Street, South Bank",1279392479520,000962,,false
false,BikePoints_199,true,"Great Tower Street, Monument",1279441800000,001080,,false
false,BikePoints_200,true,"LMU Commercial Road, Whitechapel",1279441920000,001105,,false
false,BikePoints_201,true,"Dorset Square, Marylebone",1279444080000,001162,,false
false,BikePoints_202,true,"Leman Street, Aldgate",1279444320000,001102,,false
false,BikePoints_203,true,"West Smithfield Rotunda, Farringdon",1279445580000,001040,,false
false,BikePoints_204,true,"Margery Street, Clerkenwell",1279466640000,003468,,false
false,BikePoints_206,true,"New Road 1 , Whitechapel",1279471380000,001171,,false
false,BikePoints_207,true,"Grosvenor Crescent, Belgravia",1279558140000,001169,,false
false,BikePoints_208,true,"Mallory Street, Marylebone",1279472580000,001175,,false
false,BikePoints_209,true,"Denyer Street, Knightsbridge",1279529160000,003454,,false
false,BikePoints_210,true,"Hinde Street, Marylebone",1279535160000,003476,,false
false,BikePoints_211,true,"Cadogan Place, Knightsbridge",1279535820000,003469,,false
false,BikePoints_212,true,"Campden Hill Road, Notting Hill",1279536840000,003487,,false
false,BikePoints_213,true,"Wellington Arch, Hyde Park",1279537020000,001109,,false
false,BikePoints_214,true,"Endsleigh Gardens, Euston",1279537200000,001079,,false
false,BikePoints_215,true,"Moorfields, Moorgate",1279537380000,001092,,false
false,BikePoints_216,true,"Old Brompton Road, South Kensington",1279537920000,003479,,false
false,BikePoints_217,true,"Wormwood Street, Liverpool Street",1279538040000,002587,,false
false,BikePoints_218,true,"St. Luke's Church, Chelsea",1279543740000,003486,,false
false,BikePoints_219,true,"Bramham Gardens, Earl's Court",1279545900000,001183,,false
false,BikePoints_220,true,"Chelsea Green, Chelsea",1279546320000,001179,,false
false,BikePoints_221,true,"Horseferry Road, Westminster",1279552200000,001170,,false
false,BikePoints_222,true,"Knightsbridge, Hyde Park",1279614120000,001101,,false
false,BikePoints_223,true,"Rodney Road , Walworth",1279614420000,003481,,false
false,BikePoints_224,true,"Queensway, Kensington Gardens",1279615020000,001150,,false
false,BikePoints_225,true,"Notting Hill Gate Station, Notting Hill",1279616280000,001182,,false
false,BikePoints_226,true,"Charles II Street, West End",1279616520000,003488,,false
false,BikePoints_227,true,"Great Percy Street, Clerkenwell",1279616700000,003470,,false
false,BikePoints_228,true,"St. James's Square, St. James's",1279616880000,001067,,false
false,BikePoints_229,true,"Whitehall Place, Strand",1279617780000,001151,,false
false,BikePoints_230,true,"Poured Lines, Bankside",1279618020000,001144,,false
false,BikePoints_231,true,"Queen's Gate (Central), South Kensington",1279622820000,001089,,false
false,BikePoints_232,true,"Carey Street, Holborn",1279623240000,001139,,false
false,BikePoints_233,true,"Pall Mall East, West End",1279624260000,001153,,false
false,BikePoints_234,true,"Liverpool Road (N1 Centre), Angel",1279624680000,001081,,false
false,BikePoints_235,true,"Kennington Road  , Vauxhall",1279625640000,001154,,false
false,BikePoints_236,true,"Fashion Street, Whitechapel",1279625940000,003483,,false
false,BikePoints_237,true,"Dock Street, Wapping",1279799040000,003467,,false
false,BikePoints_238,true,"Frampton Street, Paddington",1279627920000,001099,,false
false,BikePoints_239,true,"Warren Street Station, Euston",1279628160000,001090,,false
false,BikePoints_242,true,"Beaumont Street, Marylebone",1279628640000,003482,,false
false,BikePoints_243,true,"Gloucester Street, Pimlico",1279628940000,001103,,false
false,BikePoints_244,true,"Earnshaw Street , Covent Garden",1279629240000,001145,,false
false,BikePoints_245,true,"Grosvenor Road, Pimlico",1279629660000,001140,,false
false,BikePoints_246,true,"Berry Street, Clerkenwell",1279639740000,001159,,false
false,BikePoints_247,true,"St. John's Wood Church, The Regent's Park",1279639920000,001091,,false
false,BikePoints_248,true,"Triangle Car Park, Hyde Park",1279640160000,001088,,false
false,BikePoints_249,true,"Harper Road, The Borough",1279640400000,001137,,false
false,BikePoints_250,true,"Royal Avenue 1, Chelsea",1279641000000,003440,,false
false,BikePoints_518,true,"Antill Road, Mile End",,200041,,false
false,BikePoints_519,true,"Teviot Street, Poplar",,200254,,false
false,BikePoints_520,true,"Bancroft Road, Bethnal Green",,200234,,false
false,BikePoints_521,true,"Driffield Road, Old Ford",,200030,,false
false,BikePoints_522,true,"Clinton Road, Mile End",,200161,,false
false,BikePoints_523,true,"Langdon Park, Poplar",,200160,,false
false,BikePoints_524,true,"Lancaster Gate , Bayswater",1328515080000,200017,,false
false,BikePoints_525,true,"Blythe Road, Olympia",1643301180000,200153,,false
false,BikePoints_526,true,"Lancaster Drive, Blackwall",,200143,,false
false,BikePoints_527,true,"Hansard Mews, Holland Park",1328777280000,200154,,false
false,BikePoints_528,true,"Clarges Street, Mayfair",1328777880000,200088,,false
false,BikePoints_529,true,"Manresa Road, Chelsea",,200010,,false
false,BikePoints_530,true,"Newby Place, Poplar",,200146,,false
false,BikePoints_531,true,"Twig Folly Bridge, Mile End",1328778840000,200167,,false
false,BikePoints_532,true,"Jubilee Plaza, Canary Wharf",1328886360000,200163,,false
false,BikePoints_533,true,"Wellington Row, Bethnal Green",,200165,,false
false,BikePoints_534,true,"Goldsmith's Row, Haggerston",,200159,,false
false,BikePoints_535,true,"Gloucester Avenue, Camden Town",,200145,,false
false,BikePoints_536,true,"Queensbridge Road, Haggerston",,200024,,false
false,BikePoints_537,true,"Old Montague Street, Whitechapel",1330352880000,200239,,false
false,BikePoints_538,true,"Naval Row, Blackwall",,200050,,false
false,BikePoints_539,true,"Hoxton Station, Hoxton",,200151,,false
false,BikePoints_540,true,"Albany Street, The Regent's Park",,200134,,false
false,BikePoints_541,true,"Green Park Station, Mayfair",,200096,,false
false,BikePoints_542,true,"Salmon Lane, Limehouse",,200147,,false
false,BikePoints_543,true,"Lansdowne Walk, Ladbroke Grove",,200065,,false
false,BikePoints_544,true,"Percival Street, Finsbury",,200051,,false
false,BikePoints_545,true,"Arlington Road, Camden Town",,200070,,false
false,BikePoints_546,true,"New Fetter Lane, Holborn",,200044,,false
false,BikePoints_547,true,"East India DLR, Blackwall",,200127,,false
false,BikePoints_548,true,"Westminster Bridge Road, Elephant & Castle",,200076,,false
false,BikePoints_549,true,"Gaywood  Street, Elephant & Castle",,200132,,false
false,BikePoints_550,true,"Harford Street, Mile End",,200102,,false
false,BikePoints_551,true,"Import Dock, Canary Wharf",1330071720000,200066,,false
false,BikePoints_552,true,"Watney Street, Shadwell",,200149,,false
false,BikePoints_553,true,"Regent's Row , Haggerston",,200064,,false
false,BikePoints_554,true,"Aberfeldy Street, Poplar",,200078,,false
false,BikePoints_556,true,"Heron Quays DLR, Canary Wharf",,200138,,false
false,BikePoints_557,true,"King Edward Street, St Pauls",,200203,,false
false,BikePoints_558,true,"Page Street, Westminster",1399635120000,200048,,false
false,BikePoints_559,true,"Abbotsbury Road, Holland Park",,200111,,false
false,BikePoints_560,true,"Ladbroke Grove Central, Ladbroke Grove",,200015,,false
false,BikePoints_561,true,"Rectory Square, Stepney",1330503540000,200037,,false
false,BikePoints_562,true,"Bury Place, Holborn",1330503420000,200074,,false
false,BikePoints_563,true,"Preston's Road, Cubitt Town",,200232,,false
false,BikePoints_564,true,"Somerset House, Strand",,200068,,false
false,BikePoints_565,true,"Selby Street, Whitechapel",,200135,,false
false,BikePoints_566,true,"Westfield Ariel Way, White City",1330937940000,200141,,false
false,BikePoints_568,true,"Bishop's Bridge Road West, Bayswater",,200110,,false
false,BikePoints_569,true,"Pitfield Street Central, Hoxton",,200248,,false
false,BikePoints_570,true,"Upper Bank Street, Canary Wharf",1330773180000,200099,,false
false,BikePoints_571,true,"Westfield Southern Terrace ,Shepherd's Bush",1330620180000,200061,,false
false,BikePoints_572,true,"Greenland Road, Camden Town",,200026,,false
false,BikePoints_573,true,"Limerston Street, West Chelsea",1331796060000,200001,,false
false,BikePoints_574,true,"Eagle Wharf Road, Hoxton",1333618560000,200246,,false
false,BikePoints_576,true,"Alpha Grove, Millwall",,200109,,false
false,BikePoints_577,true,"Globe Town Market, Bethnal Green",,200247,,false
false,BikePoints_578,true,"Hollybush Gardens, Bethnal Green",1330444680000,200244,,false
false,BikePoints_579,true,"Queen Street 2, Bank",,200128,,false
false,BikePoints_580,true,"Doddington Grove, Kennington",1392208500000,200084,,false
false,BikePoints_581,true,"New Cavendish Street, Marylebone",1331883540000,200005,,false
false,BikePoints_583,true,"Abingdon Green, Westminster",,200231,,false
false,BikePoints_584,true,"Ilchester Gardens, Bayswater",,200086,,false
false,BikePoints_586,true,"Mudchute DLR, Cubitt Town",1331797200000,200092,,false
false,BikePoints_587,true,"Monument Street, Monument",1332406320000,200101,,false
false,BikePoints_588,true,"Hoxton Street, Hoxton",1330937820000,200071,,false
false,BikePoints_589,true,"Drayton Gardens, West Chelsea",,200060,,false
false,BikePoints_590,true,"Greenberry Street, St.John's Wood",,200236,,false
false,BikePoints_592,true,"Bishop's Bridge Road East, Bayswater",,200108,,false
false,BikePoints_593,true,"Northdown Street, King's Cross",,200058,,false
false,BikePoints_594,true,"Kingsway Southbound, Strand",1331710680000,200226,,false
false,BikePoints_595,true,"Hammersmith Road, Hammersmith",,200142,,false
false,BikePoints_596,true,"Parson's Green , Parson's Green",,200237,,false
false,BikePoints_597,true,"Fulham Park Road, Fulham",,200229,,false
false,BikePoints_598,true,"Southerton Road, Hammersmith",1501544700000,200166,,false
false,BikePoints_599,true,"Manbre Road, Hammersmith",,200235,,false
false,BikePoints_600,true,"South Lambeth Road, Vauxhall",,200133,,false
false,BikePoints_601,true,"BBC White City, White City",,200136,,false
false,BikePoints_602,true,"Union Grove, Wandsworth Road",,200211,,false
false,BikePoints_603,true,"Caldwell Street, Stockwell",,200137,,false
false,BikePoints_604,true,"St Martins Close, Camden Town",,200195,,false
false,BikePoints_605,true,"Seymour Place, Marylebone",,200198,,false
false,BikePoints_606,true,"Addison Road, Holland Park",,200218,,false
false,BikePoints_607,true,"Putney Bridge Station, Fulham",,200125,,false
false,BikePoints_608,true,"Colet Gardens, Hammersmith",,200224,,false
false,BikePoints_609,true,"Sugden Road, Clapham",1380109980000,200208,,false
false,BikePoints_610,true,"Danvers Street, West Chelsea",1380113460000,200222,,false
false,BikePoints_611,true,"Princedale Road , Holland Park",1380203940000,200067,,false
false,BikePoints_251,true,"Brushfield Street, Liverpool Street",1279700160000,001161,,false
false,BikePoints_252,true,"Jubilee Gardens, South Bank",1279700640000,001111,,false
false,BikePoints_253,true,"Shoreditch Park, Hoxton",1279700820000,001051,,false
false,BikePoints_254,true,"Chadwell Street, Angel",1279700940000,003471,,false
false,BikePoints_255,true,"Clifton Road, Maida Vale",1279702560000,001147,,false
false,BikePoints_256,true,"Houghton Street, Strand",1279708020000,003484,,false
false,BikePoints_257,true,"Westminster University, Marylebone",1279708140000,001194,,false
false,BikePoints_258,true,"Kensington Gore, Knightsbridge",1279708380000,001193,,false
false,BikePoints_259,true,"Bourne Street, Belgravia",1279709100000,001180,,false
false,BikePoints_260,true,"Broadwick Street, Soho",1279711020000,003489,,false
false,BikePoints_261,true,"Princes Square, Bayswater",1279711200000,003491,,false
false,BikePoints_262,true,"LSBU (Borough Road), Elephant & Castle",1279711620000,001095,,false
false,BikePoints_263,true,"St. Mary Axe, Aldgate",1279712160000,001184,,false
false,BikePoints_264,true,"Tysoe Street, Clerkenwell",1279712520000,001146,,false
false,BikePoints_265,true,"Southwick Street, Paddington",1279714320000,003490,,false
false,BikePoints_266,true,"Queen's Gate (North), Kensington",1279714560000,001204,,false
false,BikePoints_267,true,"Regency Street, Westminster",1279714740000,001155,,false
false,BikePoints_268,true,"Belgrave Road, Victoria",1279714920000,001087,,false
false,BikePoints_269,true,"Empire Square, The Borough",1279715100000,001209,,false
false,BikePoints_270,true,"Kennington Lane Rail Bridge, Vauxhall",1279720380000,001190,,false
false,BikePoints_271,true,"London Zoo,  The Regent's Park",1279720920000,001136,,false
false,BikePoints_272,true,"Baylis Road, Waterloo",1279721220000,001133,,false
false,BikePoints_273,true,"Belvedere Road 1, South Bank",1279721400000,001186,,false
false,BikePoints_274,true,"Warwick Road, Olympia",1279721580000,001134,,false
false,BikePoints_275,true,"Barbican Centre, Barbican",1279721880000,001191,,false
false,BikePoints_276,true,"Lower Thames Street, Monument",1279723200000,001098,,false
false,BikePoints_277,true,"Kensington Church Street, Kensington",1279723320000,001143,,false
false,BikePoints_278,true,"Tooley Street, Bermondsey",1279723500000,001142,,false
false,BikePoints_279,true,"North Wharf Road, Paddington",1279723740000,001108,,false
false,BikePoints_280,true,"Royal Avenue 2, Chelsea",1279726440000,003462,,false
false,BikePoints_281,true,"Smith Square, Westminster",1279726620000,003480,,false
false,BikePoints_282,true,"Royal London Hospital, Whitechapel",1279726980000,001077,,false
false,BikePoints_283,true,"Kingsway, Covent Garden",1279727220000,001141,,false
false,BikePoints_284,true,"Lambeth North Station, Waterloo",1279727580000,001117,,false
false,BikePoints_286,true,"St. John's Wood Road, St. John's Wood",1279727880000,001187,,false
false,BikePoints_287,true,"Bedford Way, Bloomsbury",1279728060000,001156,,false
false,BikePoints_288,true,"Elizabeth Bridge, Victoria",1279793820000,001138,,false
false,BikePoints_289,true,"South Audley Street, Mayfair",1279794060000,003493,,false
false,BikePoints_290,true,"St Mary's Hospital, Paddington",1279795140000,003496,,false
false,BikePoints_291,true,"Claverton Street, Pimlico",1279800420000,001135,,false
false,BikePoints_292,true,"Montpelier Street, Knightsbridge",1279800600000,001206,,false
false,BikePoints_293,true,"Kensington Olympia Station, Olympia",1279800780000,001214,,false
false,BikePoints_294,true,"St. George's Square, Pimlico",1279800900000,001195,,false
false,BikePoints_295,true,"Swan Street, The Borough",1279801080000,001216,,false
false,BikePoints_296,true,"Knaresborough Place, Earl's Court",1377258960000,200069,,false
false,BikePoints_297,true,"Geraldine Street, Elephant & Castle",1279801560000,003498,,false
false,BikePoints_298,true,"Curlew Street, Shad Thames",1279805640000,001213,,false
false,BikePoints_299,true,"Vincent Square, Westminster",1279808160000,001196,,false
false,BikePoints_300,true,"Serpentine Car Park, Hyde Park",1279808700000,001217,,false
false,BikePoints_301,true,"Marylebone Lane, Marylebone",1279809000000,001152,,false
false,BikePoints_302,true,"Putney Pier, Wandsworth",1279812360000,003492,,false
false,BikePoints_303,true,"Albert Gate, Hyde Park",1279812720000,001132,,false
false,BikePoints_306,true,"Rathbone Street, Fitzrovia",1279816260000,003497,,false
false,BikePoints_307,true,"Black Lion Gate, Kensington Gardens",1279816500000,001157,,false
false,BikePoints_308,true,"Long Lane , Bermondsey",1279816740000,001189,,false
false,BikePoints_309,true,"Embankment (Savoy), Strand",1279875060000,001192,,false
false,BikePoints_310,true,"Black Prince Road, Vauxhall",1279879560000,001205,,false
false,BikePoints_311,true,"Foley Street, Fitzrovia",1279880100000,003494,,false
false,BikePoints_312,true,"Grove End Road, St. John's Wood",1279880340000,001130,,false
false,BikePoints_313,true,"Wells Street, Fitzrovia",1279880520000,003495,,false
false,BikePoints_314,true,"Tyers Gate, Bermondsey",1279884480000,003485,,false
false,BikePoints_315,true,"The Tennis Courts, The Regent's Park",1279884660000,001199,,false
false,BikePoints_316,true,"Warwick Row, Westminster",1279884840000,000968,1539845760000,false
false,BikePoints_317,true,"Dickens Square, Borough",1279885080000,001208,,false
false,BikePoints_318,true,"Sackville Street, Mayfair",1279885320000,001197,,false
false,BikePoints_319,true,"Baldwin Street, St. Luke's",1279890360000,003500,,false
false,BikePoints_320,true,"Queen Mother Sports Centre, Victoria",1279890840000,001148,,false
false,BikePoints_321,true,"Bermondsey Street, Bermondsey",1279891020000,002637,,false
false,BikePoints_322,true,"Palissy Street, Shoreditch",1279891920000,003502,,false
false,BikePoints_323,true,"Clifton Street, Shoreditch",1279892040000,003501,,false
false,BikePoints_324,true,"Ontario Street, Elephant & Castle",1279894920000,001200,,false
false,BikePoints_325,true,"St. Martin's Street, West End",1279896660000,001158,,false
false,BikePoints_326,true,"Graham Street, Angel",1279896840000,001131,,false
false,BikePoints_327,true,"New North Road 1, Hoxton",1280133420000,001128,,false
false,BikePoints_328,true,"New North Road 2, Hoxton",1280133540000,002641,,false
false,BikePoints_329,true,"Prince Albert Road, The Regent's Park",1280133720000,002636,,false
false,BikePoints_330,true,"Eastbourne Mews, Paddington",1280141280000,001203,,false
false,BikePoints_331,true,"Bunhill Row, Moorgate",1280141460000,001211,,false
false,BikePoints_332,true,"Nevern Place, Earl's Court",1280142360000,001210,,false
false,BikePoints_333,true,"Palace Gardens Terrace, Notting Hill",1280142540000,002633,,false
false,BikePoints_612,true,"Wandsworth Rd, Isley Court, Wandsworth Road",1380294600000,200175,,false
false,BikePoints_613,true,"Woodstock Grove, Shepherd's Bush",1380211860000,200214,,false
false,BikePoints_614,true,"London Fields, Hackney Central",1380795000000,200025,,false
false,BikePoints_615,true,"Finlay Street, Fulham",1380288900000,200029,,false
false,BikePoints_616,true,"Aintree Street, Fulham",,200098,,false
false,BikePoints_617,true,"Elysium Place, Fulham",1380531540000,200028,,false
false,BikePoints_618,true,"Eel Brook Common, Walham Green",1380546540000,300003,,false
