removal_date,common_name,locked,installed,terminal_name,install_date,temporary,place_id
,"Lindfield Street, Poplar",false,true,022178,1326381060000,false,BikePoints_469
,"Mostyn Grove, Bow",false,true,200174,1326790620000,false,BikePoints_470
,"Hewison Street, Old Ford",false,true,200006,1326790860000,false,BikePoints_471
,"Malmesbury Road, Bow",false,true,200019,1326791160000,false,BikePoints_472
,"Millharbour, Millwall",false,true,022167,1326816540000,false,BikePoints_473
,"Gascoyne Road, Victoria Park",false,true,200155,1326822960000,false,BikePoints_474
,"Lightermans Road, Millwall",false,true,200004,1326825480000,false,BikePoints_475
,"Stebondale Street, Cubitt Town",false,true,200009,1326962100000,false,BikePoints_476
,"Spindrift Avenue, Millwall",false,true,200018,1326963780000,false,BikePoints_477
,"Stepney Green Station, Stepney",false,true,200012,1326965580000,false,BikePoints_478
,"Pott Street, Bethnal Green",false,true,200156,1326966240000,false,BikePoints_479
,"Flamborough Street, Limehouse",false,true,200115,1326975420000,false,BikePoints_480
,"Saunders Ness Road, Cubitt Town",false,true,200022,1326996480000,false,BikePoints_481
,"Exhibition Road Museums 2, South Kensington",false,true,200052,1326996720000,false,BikePoints_482
,"Albert Gardens, Stepney",false,true,022166,1327088280000,false,BikePoints_483
,"Bromley High Street, Bow",false,true,022172,1327339740000,false,BikePoints_484
,"Old Ford Road, Bethnal Green",false,true,022173,1327255440000,false,BikePoints_485
,"Granby Street, Shoreditch",false,true,022174,1327338660000,false,BikePoints_486
,"Canton Street, Poplar",false,true,022175,1327936860000,false,BikePoints_487
,"Reardon Street, Wapping",false,true,022176,1327254960000,false,BikePoints_488
,"Pennington Street, Wapping",false,true,200090,,false,BikePoints_490
,"Queen Mary's, Mile End",false,true,200249,1327256220000,false,BikePoints_491
,"Maplin Street, Mile End",false,true,200230,1327256520000,false,BikePoints_492
,"South Quay East, Canary Wharf",false,true,200233,1327433220000,false,BikePoints_494
,"Bow Church Station, Bow",false,true,200252,1327340460000,false,BikePoints_495
,"Devons Road, Bow",false,true,200255,1327400820000,false,BikePoints_496
,"Merchant Street, Bow",false,true,200242,1327398420000,false,BikePoints_497
,"Bow Road Station, Bow",false,true,200251,1327398660000,false,BikePoints_498
,"Furze Green, Bow",false,true,200011,1327407960000,false,BikePoints_499
,"Ansell House, Stepney",false,true,200148,1327430040000,false,BikePoints_500
,"Cephas Street, Bethnal Green",false,true,200073,1327430220000,false,BikePoints_501
,"Bonner Gate, Victoria Park",false,true,200241,1563957840000,false,BikePoints_502
,"Cleveland Way, Stepney",false,true,200250,1327492920000,false,BikePoints_503
,"St. John's Park, Cubitt Town",false,true,200243,1327937820000,false,BikePoints_504
,"Ackroyd Drive, Bow",false,true,200038,1327937460000,false,BikePoints_505
,"Bell Lane, Liverpool Street",false,true,200036,1327938660000,false,BikePoints_506
,"Clarkson Street, Bethnal Green",false,true,200131,1327938420000,false,BikePoints_507
,"Fournier Street, Whitechapel",false,true,200157,1327938180000,false,BikePoints_508
,"Fore Street, Guildhall",false,true,200253,1327938120000,false,BikePoints_509
,"Westferry DLR, Limehouse",false,true,200238,,false,BikePoints_510
,"Sutton Street, Shadwell",false,true,200256,1327937940000,false,BikePoints_511
,"Pritchard's Road, Bethnal Green",false,true,200083,1328112600000,false,BikePoints_512
,"Watney Market, Stepney",false,true,200162,,false,BikePoints_513
,"Portman Square, Marylebone",false,true,200008,1328201520000,false,BikePoints_514
,"Russell Gardens, Olympia",false,true,200080,,false,BikePoints_515
,"Chrisp Street Market, Poplar",false,true,200089,1328202420000,false,BikePoints_516
,"Ford Road, Old Ford",false,true,200027,1326790860000,false,BikePoints_517
,"Antill Road, Mile End",false,true,200041,,false,BikePoints_518
,"Teviot Street, Poplar",false,true,200254,,false,BikePoints_519
,"Bancroft Road, Bethnal Green",false,true,200234,,false,BikePoints_520
,"Driffield Road, Old Ford",false,true,200030,,false,BikePoints_521
,"Monier Road, Hackney Wick",false,true,300213,1448529660000,false,BikePoints_783
,"East Village, Queen Elizabeth Olympic Park",false,true,300200,1452789240000,false,BikePoints_784
,"Aquatic Centre, Queen Elizabeth Olympic Park",false,true,300233,1451908440000,false,BikePoints_785
,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",false,true,300029,1451918160000,false,BikePoints_786
,"Timber Lodge, Queen Elizabeth Olympic Park",false,true,300227,1451900700000,false,BikePoints_787
,"Copper Box Arena, Queen Elizabeth Olympic Park",false,true,300226,1451906880000,false,BikePoints_788
,"Podium, Queen Elizabeth Olympic Park",false,true,300021,1452507000000,false,BikePoints_789
,"Stratford Station, Stratford",false,true,300234,1452687420000,false,BikePoints_790
,"Blackfriars Road, Southwark",false,true,300214,1454926380000,false,BikePoints_792
,"Cromer Street, Bloomsbury",false,true,300205,1459424760000,false,BikePoints_793
,"Victoria Rise, Clapham Common",false,true,300204,1456404240000,false,BikePoints_794
,"Euston Square Gardens, Euston",false,true,300203,1456744740000,false,BikePoints_795
,"Coram Street, Bloomsbury",false,true,300201,1456746420000,false,BikePoints_796
,"Ossulston Street, Somers Town",false,true,300211,1456839540000,false,BikePoints_797
,"Birkenhead Street, King's Cross",false,true,300212,1464787980000,false,BikePoints_798
,"Kings Gate House, Westminster",false,true,300202,1464876480000,false,BikePoints_799
,"Sopwith Way, Battersea Park",false,true,300248,1457107140000,false,BikePoints_800
,"Lavington Street, Bankside",false,true,300208,1458824640000,false,BikePoints_801
,"Albert Square, Stockwell",false,true,300209,1464865500000,false,BikePoints_802
,"Southwark Street, Bankside",false,true,300238,1464787860000,false,BikePoints_803
,"Good's Way, King's Cross",false,true,300243,1459410960000,false,BikePoints_804
,"The Metropolitan, Portobello",false,true,300244,1467626400000,false,BikePoints_805
,"Handyside Street, King's Cross",false,true,300241,1472723460000,false,BikePoints_806
,"Bevington Road West, North Kensington",false,true,300236,1466715600000,false,BikePoints_807
,"Gauden Road, Clapham",false,true,300207,1461753540000,false,BikePoints_808
,"Lincoln's Inn Fields, Holborn",false,true,300240,1467640800000,false,BikePoints_809
,"Tate Modern, Bankside",false,true,300237,1464943200000,false,BikePoints_810
,"Westferry Circus, Canary Wharf",false,true,300228,1469538960000,false,BikePoints_811
,"Here East North, Queen Elizabeth Olympic Park",false,true,300217,1469005200000,false,BikePoints_812
,"New Spring Gardens Walk, Vauxhall",false,true,300224,1467627120000,false,BikePoints_813
,"Clapham Road, Lingham Street, Stockwell",false,true,300245,1464870060000,false,BikePoints_814
,"Lambeth Palace Road, Waterloo",false,true,300231,1462357680000,false,BikePoints_815
,"Here East South, Queen Elizabeth Olympic Park",false,true,300219,1489065360000,false,BikePoints_816
,"Riverlight South, Nine Elms",false,true,300232,1464949140000,false,BikePoints_817
,"Westminster Pier, Westminster",false,true,300249,1563958740000,false,BikePoints_818
,"Belvedere Road 2, South Bank",false,true,300246,1476360120000,false,BikePoints_819
,"Victory Place, Walworth",false,true,300239,1481807940000,false,BikePoints_820
,"Battersea Power Station, Battersea Park",false,true,300221,1487335920000,false,BikePoints_821
,"Allington Street, Victoria",false,true,300242,1500554880000,false,BikePoints_826
,"Cranmer Road, Stockwell",false,true,300247,1517788800000,false,BikePoints_827
,"Normandy Road, Stockwell",false,true,300225,1517788800000,false,BikePoints_828
,"Wynne Road, Stockwell",false,true,300230,1517443200000,false,BikePoints_829
,"Sidney Road, Stockwell",false,true,300229,1517961600000,false,BikePoints_830
,"St John's Crescent, Brixton",false,true,300215,1517961600000,false,BikePoints_831
,"Ferndale Road, Brixton",false,true,200240,1517961600000,false,BikePoints_832
,"Saltoun Road, Brixton",false,true,300206,1517875200000,false,BikePoints_833
,"Gas Holders, Battersea Park",false,true,300216,1529449200000,false,BikePoints_834
,"Farringdon Street, Holborn",false,true,300220,,false,BikePoints_835
,"York Way, Kings Cross",false,true,300235,,false,BikePoints_836
,"Fore Street Avenue, Guildhall",false,true,300222,1539254700000,false,BikePoints_838
,"Sea Containers, South Bank",false,true,200144,1544611140000,false,BikePoints_839
,"George Row, Bermondsey",false,true,002679,1599752640000,false,BikePoints_840
,"Tower Wharf, Bermondsey",false,true,002667,,false,BikePoints_841
,"Temple Gardens, Temple",false,true,300250,1600856400000,false,BikePoints_842
,"Canada Water Station, Rotherhithe",false,true,300252,1608298140000,false,BikePoints_844
,"Bermondsey Station, Bermondsey",false,true,300253,1608303660000,false,BikePoints_845
,"Hardwick Street, Clerkenwell",false,true,001057,1279290180000,false,BikePoints_170
,"Collingham Gardens, Earl's Court",false,true,003459,1279291200000,false,BikePoints_171
,"Sumner Place, South Kensington",false,true,001124,1279291500000,false,BikePoints_172
,"Waterloo Road, South Bank",false,true,001176,1279292700000,false,BikePoints_173
,"Strand, Strand",false,true,001100,1279295940000,false,BikePoints_174
,"Worship Street, Shoreditch",false,true,000997,1529674980000,false,BikePoints_175
,"Gloucester Terrace, Bayswater",false,true,001173,1279297560000,false,BikePoints_176
,"Ashley Place, Victoria",false,true,001122,1279297740000,false,BikePoints_177
,"Warwick Square, Pimlico",false,true,003460,1279297920000,false,BikePoints_178
,"North Audley Street, Mayfair",false,true,001126,1279298220000,false,BikePoints_180
,"Belgrave Square, Belgravia",false,true,003473,1279298460000,false,BikePoints_181
,"Bell Street , Marylebone",false,true,001166,1279363140000,false,BikePoints_182
,"Riverlight North, Nine Elms",false,true,001165,1279364160000,false,BikePoints_183
,"Portland Place, Marylebone",false,true,001164,1279364280000,false,BikePoints_184
,"Alderney Street, Pimlico",false,true,001174,1279365360000,false,BikePoints_185
,"South Wharf Road, Paddington",false,true,001167,1279365480000,false,BikePoints_186
,"Queen's Gate (South), South Kensington",false,true,001172,1279365720000,false,BikePoints_187
,"Nutford Place, Marylebone",false,true,001112,1279376760000,false,BikePoints_188
,"Claremont Square, Angel",false,true,001104,1279377180000,false,BikePoints_189
,"Rampayne Street, Pimlico",false,true,001106,1279381080000,false,BikePoints_190
,"Hyde Park Corner, Hyde Park",false,true,001075,1279383120000,false,BikePoints_191
,"Wardour Street, Soho",false,true,001163,1279383300000,false,BikePoints_192
,"Bankside Mix, Bankside",false,true,000963,1279392479356,false,BikePoints_193
,"Hop Exchange, The Borough",false,true,000960,1279392479395,false,BikePoints_194
,"Milroy Walk, South Bank",false,true,000959,1279392479432,false,BikePoints_195
,"Union Street, The Borough",false,true,000961,1279392479471,false,BikePoints_196
,"Stamford Street, South Bank",false,true,000962,1279392479520,false,BikePoints_197
,"Great Tower Street, Monument",false,true,001080,1279441800000,false,BikePoints_199
,"LMU Commercial Road, Whitechapel",false,true,001105,1279441920000,false,BikePoints_200
,"Dorset Square, Marylebone",false,true,001162,1279444080000,false,BikePoints_201
,"Leman Street, Aldgate",false,true,001102,1279444320000,false,BikePoints_202
,"West Smithfield Rotunda, Farringdon",false,true,001040,1279445580000,false,BikePoints_203
,"Margery Street, Clerkenwell",false,true,003468,1279466640000,false,BikePoints_204
,"New Road 1 , Whitechapel",false,true,001171,1279471380000,false,BikePoints_206
,"Grosvenor Crescent, Belgravia",false,true,001169,1279558140000,false,BikePoints_207
,"Mallory Street, Marylebone",false,true,001175,1279472580000,false,BikePoints_208
,"Denyer Street, Knightsbridge",false,true,003454,1279529160000,false,BikePoints_209
,"Hinde Street, Marylebone",false,true,003476,1279535160000,false,BikePoints_210
,"Cadogan Place, Knightsbridge",false,true,003469,1279535820000,false,BikePoints_211
,"Campden Hill Road, Notting Hill",false,true,003487,1279536840000,false,BikePoints_212
,"Wellington Arch, Hyde Park",false,true,001109,1279537020000,false,BikePoints_213
,"Endsleigh Gardens, Euston",false,true,001079,1279537200000,false,BikePoints_214
,"Moorfields, Moorgate",false,true,001092,1279537380000,false,BikePoints_215
,"Old Brompton Road, South Kensington",false,true,003479,1279537920000,false,BikePoints_216
,"Wormwood Street, Liverpool Street",false,true,002587,1279538040000,false,BikePoints_217
,"St. Luke's Church, Chelsea",false,true,003486,1279543740000,false,BikePoints_218
,"Bramham Gardens, Earl's Court",false,true,001183,1279545900000,false,BikePoints_219
,"Chelsea Green, Chelsea",false,true,001179,1279546320000,false,BikePoints_220
,"Horseferry Road, Westminster",false,true,001170,1279552200000,false,BikePoints_221
,"Knightsbridge, Hyde Park",false,true,001101,1279614120000,false,BikePoints_222
,"Rodney Road , Walworth",false,true,003481,1279614420000,false,BikePoints_223
,"Queensway, Kensington Gardens",false,true,001150,1279615020000,false,BikePoints_224
,"Notting Hill Gate Station, Notting Hill",false,true,001182,1279616280000,false,BikePoints_225
,"Charles II Street, West End",false,true,003488,1279616520000,false,BikePoints_226
,"Great Percy Street, Clerkenwell",false,true,003470,1279616700000,false,BikePoints_227
,"St. James's Square, St. James's",false,true,001067,1279616880000,false,BikePoints_228
,"Whitehall Place, Strand",false,true,001151,1279617780000,false,BikePoints_229
,"Poured Lines, Bankside",false,true,001144,1279618020000,false,BikePoints_230
,"Queen's Gate (Central), South Kensington",false,true,001089,1279622820000,false,BikePoints_231
,"Carey Street, Holborn",false,true,001139,1279623240000,false,BikePoints_232
,"Pall Mall East, West End",false,true,001153,1279624260000,false,BikePoints_233
,"Liverpool Road (N1 Centre), Angel",false,true,001081,1279624680000,false,BikePoints_234
,"Kennington Road  , Vauxhall",false,true,001154,1279625640000,false,BikePoints_235
,"Fashion Street, Whitechapel",false,true,003483,1279625940000,false,BikePoints_236
,"Dock Street, Wapping",false,true,003467,1279799040000,false,BikePoints_237
,"Frampton Street, Paddington",false,true,001099,1279627920000,false,BikePoints_238
,"Warren Street Station, Euston",false,true,001090,1279628160000,false,BikePoints_239
,"Beaumont Street, Marylebone",false,true,003482,1279628640000,false,BikePoints_242
,"Gloucester Street, Pimlico",false,true,001103,1279628940000,false,BikePoints_243
,"Earnshaw Street , Covent Garden",false,true,001145,1279629240000,false,BikePoints_244
,"Grosvenor Road, Pimlico",false,true,001140,1279629660000,false,BikePoints_245
,"Berry Street, Clerkenwell",false,true,001159,1279639740000,false,BikePoints_246
,"St. John's Wood Church, The Regent's Park",false,true,001091,1279639920000,false,BikePoints_247
,"Triangle Car Park, Hyde Park",false,true,001088,1279640160000,false,BikePoints_248
,"Harper Road, The Borough",false,true,001137,1279640400000,false,BikePoints_249
,"Royal Avenue 1, Chelsea",false,true,003440,1279641000000,false,BikePoints_250
,"Brushfield Street, Liverpool Street",false,true,001161,1279700160000,false,BikePoints_251
,"Jubilee Gardens, South Bank",false,true,001111,1279700640000,false,BikePoints_252
,"Shoreditch Park, Hoxton",false,true,001051,1279700820000,false,BikePoints_253
,"Chadwell Street, Angel",false,true,003471,1279700940000,false,BikePoints_254
,"Clinton Road, Mile End",false,true,200161,,false,BikePoints_522
,"Langdon Park, Poplar",false,true,200160,,false,BikePoints_523
,"Lancaster Gate , Bayswater",false,true,200017,1328515080000,false,BikePoints_524
,"Blythe Road, Olympia",false,true,200153,1643301180000,false,BikePoints_525
,"Lancaster Drive, Blackwall",false,true,200143,,false,BikePoints_526
,"Hansard Mews, Holland Park",false,true,200154,1328777280000,false,BikePoints_527
,"Clarges Street, Mayfair",false,true,200088,1328777880000,false,BikePoints_528
,"Manresa Road, Chelsea",false,true,200010,,false,BikePoints_529
,"Newby Place, Poplar",false,true,200146,,false,BikePoints_530
,"Twig Folly Bridge, Mile End",false,true,200167,1328778840000,false,BikePoints_531
,"Jubilee Plaza, Canary Wharf",false,true,200163,1328886360000,false,BikePoints_532
,"Wellington Row, Bethnal Green",false,true,200165,,false,BikePoints_533
,"Goldsmith's Row, Haggerston",false,true,200159,,false,BikePoints_534
,"Gloucester Avenue, Camden Town",false,true,200145,,false,BikePoints_535
,"Queensbridge Road, Haggerston",false,true,200024,,false,BikePoints_536
,"Old Montague Street, Whitechapel",false,true,200239,1330352880000,false,BikePoints_537
,"Naval Row, Blackwall",false,true,200050,,false,BikePoints_538
,"Hoxton Station, Hoxton",false,true,200151,,false,BikePoints_539
,"Albany Street, The Regent's Park",false,true,200134,,false,BikePoints_540
,"Green Park Station, Mayfair",false,true,200096,,false,BikePoints_541
,"Salmon Lane, Limehouse",false,true,200147,,false,BikePoints_542
,"Lansdowne Walk, Ladbroke Grove",false,true,200065,,false,BikePoints_543
,"Percival Street, Finsbury",false,true,200051,,false,BikePoints_544
,"Arlington Road, Camden Town",false,true,200070,,false,BikePoints_545
,"New Fetter Lane, Holborn",false,true,200044,,false,BikePoints_546
,"East India DLR, Blackwall",false,true,200127,,false,BikePoints_547
,"Westminster Bridge Road, Elephant & Castle",false,true,200076,,false,BikePoints_548
,"Gaywood  Street, Elephant & Castle",false,true,200132,,false,BikePoints_549
,"Harford Street, Mile End",false,true,200102,,false,BikePoints_550
,"Import Dock, Canary Wharf",false,true,200066,1330071720000,false,BikePoints_551
,"Watney Street, Shadwell",false,true,200149,,false,BikePoints_552
,"Regent's Row , Haggerston",false,true,200064,,false,BikePoints_553
,"Aberfeldy Street, Poplar",false,true,200078,,false,BikePoints_554
,"Heron Quays DLR, Canary Wharf",false,true,200138,,false,BikePoints_556
,"King Edward Street, St Pauls",false,true,200203,,false,BikePoints_557
,"Page Street, Westminster",false,true,200048,1399635120000,false,BikePoints_558
,"Abbotsbury Road, Holland Park",false,true,200111,,false,BikePoints_559
,"Ladbroke Grove Central, Ladbroke Grove",false,true,200015,,false,BikePoints_560
,"Rectory Square, Stepney",false,true,200037,1330503540000,false,BikePoints_561
,"Bury Place, Holborn",false,true,200074,1330503420000,false,BikePoints_562
,"Preston's Road, Cubitt Town",false,true,200232,,false,BikePoints_563
,"Somerset House, Strand",false,true,200068,,false,BikePoints_564
,"Selby Street, Whitechapel",false,true,200135,,false,BikePoints_565
,"Westfield Ariel Way, White City",false,true,200141,1330937940000,false,BikePoints_566
,"Bishop's Bridge Road West, Bayswater",false,true,200110,,false,BikePoints_568
,"Pitfield Street Central, Hoxton",false,true,200248,,false,BikePoints_569
,"Upper Bank Street, Canary Wharf",false,true,200099,1330773180000,false,BikePoints_570
,"Westfield Southern Terrace ,Shepherd's Bush",false,true,200061,1330620180000,false,BikePoints_571
,"Greenland Road, Camden Town",false,true,200026,,false,BikePoints_572
,"Limerston Street, West Chelsea",false,true,200001,1331796060000,false,BikePoints_573
,"Eagle Wharf Road, Hoxton",false,true,200246,1333618560000,false,BikePoints_574
,"Alpha Grove, Millwall",false,true,200109,,false,BikePoints_576
,"Globe Town Market, Bethnal Green",false,true,200247,,false,BikePoints_577
,"Hollybush Gardens, Bethnal Green",false,true,200244,1330444680000,false,BikePoints_578
,"Queen Street 2, Bank",false,true,200128,,false,BikePoints_579
,"Doddington Grove, Kennington",false,true,200084,1392208500000,false,BikePoints_580
,"New Cavendish Street, Marylebone",false,true,200005,1331883540000,false,BikePoints_581
,"Abingdon Green, Westminster",false,true,200231,,false,BikePoints_583
,"Ilchester Gardens, Bayswater",false,true,200086,,false,BikePoints_584
,"Mudchute DLR, Cubitt Town",false,true,200092,1331797200000,false,BikePoints_586
,"Monument Street, Monument",false,true,200101,1332406320000,false,BikePoints_587
,"Hoxton Street, Hoxton",false,true,200071,1330937820000,false,BikePoints_588
,"Drayton Gardens, West Chelsea",false,true,200060,,false,BikePoints_589
,"Greenberry Street, St.John's Wood",false,true,200236,,false,BikePoints_590
,"Bishop's Bridge Road East, Bayswater",false,true,200108,,false,BikePoints_592
,"Northdown Street, King's Cross",false,true,200058,,false,BikePoints_593
,"Kingsway Southbound, Strand",false,true,200226,1331710680000,false,BikePoints_594
,"Hammersmith Road, Hammersmith",false,true,200142,,false,BikePoints_595
,"Parson's Green , Parson's Green",false,true,200237,,false,BikePoints_596
,"Fulham Park Road, Fulham",false,true,200229,,false,BikePoints_597
,"Southerton Road, Hammersmith",false,true,200166,1501544700000,false,BikePoints_598
,"Manbre Road, Hammersmith",false,true,200235,,false,BikePoints_599
,"South Lambeth Road, Vauxhall",false,true,200133,,false,BikePoints_600
,"BBC White City, White City",false,true,200136,,false,BikePoints_601
,"Union Grove, Wandsworth Road",false,true,200211,,false,BikePoints_602
,"Caldwell Street, Stockwell",false,true,200137,,false,BikePoints_603
,"St Martins Close, Camden Town",false,true,200195,,false,BikePoints_604
,"Seymour Place, Marylebone",false,true,200198,,false,BikePoints_605
,"Addison Road, Holland Park",false,true,200218,,false,BikePoints_606
,"Putney Bridge Station, Fulham",false,true,200125,,false,BikePoints_607
,"Colet Gardens, Hammersmith",false,true,200224,,false,BikePoints_608
,"Sugden Road, Clapham",false,true,200208,1380109980000,false,BikePoints_609
,"Danvers Street, West Chelsea",false,true,200222,1380113460000,false,BikePoints_610
,"Princedale Road , Holland Park",false,true,200067,1380203940000,false,BikePoints_611
,"Wandsworth Rd, Isley Court, Wandsworth Road",false,true,200175,1380294600000,false,BikePoints_612
,"Woodstock Grove, Shepherd's Bush",false,true,200214,1380211860000,false,BikePoints_613
,"London Fields, Hackney Central",false,true,200025,1380795000000,false,BikePoints_614
,"Clifton Road, Maida Vale",false,true,001147,1279702560000,false,BikePoints_255
,"Houghton Street, Strand",false,true,003484,1279708020000,false,BikePoints_256
,"Westminster University, Marylebone",false,true,001194,1279708140000,false,BikePoints_257
,"Kensington Gore, Knightsbridge",false,true,001193,1279708380000,false,BikePoints_258
,"Bourne Street, Belgravia",false,true,001180,1279709100000,false,BikePoints_259
,"Broadwick Street, Soho",false,true,003489,1279711020000,false,BikePoints_260
,"Princes Square, Bayswater",false,true,003491,1279711200000,false,BikePoints_261
,"LSBU (Borough Road), Elephant & Castle",false,true,001095,1279711620000,false,BikePoints_262
,"St. Mary Axe, Aldgate",false,true,001184,1279712160000,false,BikePoints_263
,"Tysoe Street, Clerkenwell",false,true,001146,1279712520000,false,BikePoints_264
,"Southwick Street, Paddington",false,true,003490,1279714320000,false,BikePoints_265
,"Queen's Gate (North), Kensington",false,true,001204,1279714560000,false,BikePoints_266
,"Regency Street, Westminster",false,true,001155,1279714740000,false,BikePoints_267
,"Belgrave Road, Victoria",false,true,001087,1279714920000,false,BikePoints_268
,"Empire Square, The Borough",false,true,001209,1279715100000,false,BikePoints_269
,"Kennington Lane Rail Bridge, Vauxhall",false,true,001190,1279720380000,false,BikePoints_270
,"London Zoo,  The Regent's Park",false,true,001136,1279720920000,false,BikePoints_271
,"Baylis Road, Waterloo",false,true,001133,1279721220000,false,BikePoints_272
,"Belvedere Road 1, South Bank",false,true,001186,1279721400000,false,BikePoints_273
,"Warwick Road, Olympia",false,true,001134,1279721580000,false,BikePoints_274
,"Barbican Centre, Barbican",false,true,001191,1279721880000,false,BikePoints_275
,"Lower Thames Street, Monument",false,true,001098,1279723200000,false,BikePoints_276
,"Kensington Church Street, Kensington",false,true,001143,1279723320000,false,BikePoints_277
,"Tooley Street, Bermondsey",false,true,001142,1279723500000,false,BikePoints_278
,"North Wharf Road, Paddington",false,true,001108,1279723740000,false,BikePoints_279
,"Royal Avenue 2, Chelsea",false,true,003462,1279726440000,false,BikePoints_280
,"Smith Square, Westminster",false,true,003480,1279726620000,false,BikePoints_281
,"Royal London Hospital, Whitechapel",false,true,001077,1279726980000,false,BikePoints_282
,"Kingsway, Covent Garden",false,true,001141,1279727220000,false,BikePoints_283
,"Lambeth North Station, Waterloo",false,true,001117,1279727580000,false,BikePoints_284
,"St. John's Wood Road, St. John's Wood",false,true,001187,1279727880000,false,BikePoints_286
,"Bedford Way, Bloomsbury",false,true,001156,1279728060000,false,BikePoints_287
,"Elizabeth Bridge, Victoria",false,true,001138,1279793820000,false,BikePoints_288
,"South Audley Street, Mayfair",false,true,003493,1279794060000,false,BikePoints_289
,"St Mary's Hospital, Paddington",false,true,003496,1279795140000,false,BikePoints_290
,"Claverton Street, Pimlico",false,true,001135,1279800420000,false,BikePoints_291
,"Montpelier Street, Knightsbridge",false,true,001206,1279800600000,false,BikePoints_292
,"Kensington Olympia Station, Olympia",false,true,001214,1279800780000,false,BikePoints_293
,"St. George's Square, Pimlico",false,true,001195,1279800900000,false,BikePoints_294
,"Swan Street, The Borough",false,true,001216,1279801080000,false,BikePoints_295
,"Knaresborough Place, Earl's Court",false,true,200069,1377258960000,false,BikePoints_296
,"Geraldine Street, Elephant & Castle",false,true,003498,1279801560000,false,BikePoints_297
,"Curlew Street, Shad Thames",false,true,001213,1279805640000,false,BikePoints_298
,"Vincent Square, Westminster",false,true,001196,1279808160000,false,BikePoints_299
,"Serpentine Car Park, Hyde Park",false,true,001217,1279808700000,false,BikePoints_300
,"Marylebone Lane, Marylebone",false,true,001152,1279809000000,false,BikePoints_301
,"Putney Pier, Wandsworth",false,true,003492,1279812360000,false,BikePoints_302
,"Albert Gate, Hyde Park",false,true,001132,1279812720000,false,BikePoints_303
,"Rathbone Street, Fitzrovia",false,true,003497,1279816260000,false,BikePoints_306
,"Black Lion Gate, Kensington Gardens",false,true,001157,1279816500000,false,BikePoints_307
,"Long Lane , Bermondsey",false,true,001189,1279816740000,false,BikePoints_308
,"Embankment (Savoy), Strand",false,true,001192,1279875060000,false,BikePoints_309
,"Black Prince Road, Vauxhall",false,true,001205,1279879560000,false,BikePoints_310
,"Foley Street, Fitzrovia",false,true,003494,1279880100000,false,BikePoints_311
,"Grove End Road, St. John's Wood",false,true,001130,1279880340000,false,BikePoints_312
,"Wells Street, Fitzrovia",false,true,003495,1279880520000,false,BikePoints_313
,"Tyers Gate, Bermondsey",false,true,003485,1279884480000,false,BikePoints_314
,"The Tennis Courts, The Regent's Park",false,true,001199,1279884660000,false,BikePoints_315
1539845760000,"Warwick Row, Westminster",false,true,000968,1279884840000,false,BikePoints_316
,"Dickens Square, Borough",false,true,001208,1279885080000,false,BikePoints_317
,"Sackville Street, Mayfair",false,true,001197,1279885320000,false,BikePoints_318
,"Baldwin Street, St. Luke's",false,true,003500,1279890360000,false,BikePoints_319
,"Queen Mother Sports Centre, Victoria",false,true,001148,1279890840000,false,BikePoints_320
,"Bermondsey Street, Bermondsey",false,true,002637,1279891020000,false,BikePoints_321
,"Palissy Street, Shoreditch",false,true,003502,1279891920000,false,BikePoints_322
,"Clifton Street, Shoreditch",false,true,003501,1279892040000,false,BikePoints_323
,"Ontario Street, Elephant & Castle",false,true,001200,1279894920000,false,BikePoints_324
,"St. Martin's Street, West End",false,true,001158,1279896660000,false,BikePoints_325
,"Graham Street, Angel",false,true,001131,1279896840000,false,BikePoints_326
,"New North Road 1, Hoxton",false,true,001128,1280133420000,false,BikePoints_327
,"New North Road 2, Hoxton",false,true,002641,1280133540000,false,BikePoints_328
,"Prince Albert Road, The Regent's Park",false,true,002636,1280133720000,false,BikePoints_329
,"Eastbourne Mews, Paddington",false,true,001203,1280141280000,false,BikePoints_330
,"Bunhill Row, Moorgate",false,true,001211,1280141460000,false,BikePoints_331
,"Nevern Place, Earl's Court",false,true,001210,1280142360000,false,BikePoints_332
,"Palace Gardens Terrace, Notting Hill",false,true,002633,1280142540000,false,BikePoints_333
,"Concert Hall Approach 1, South Bank",false,true,002635,1280147580000,false,BikePoints_334
,"Tavistock Street, Covent Garden",false,true,001207,1280152560000,false,BikePoints_335
,"Concert Hall Approach 2, South Bank",false,true,001212,1280152800000,false,BikePoints_336
,"Pembridge Villas, Notting Hill",false,true,002589,1280153100000,false,BikePoints_337
,"Finlay Street, Fulham",false,true,200029,1380288900000,false,BikePoints_615
,"Aintree Street, Fulham",false,true,200098,,false,BikePoints_616
,"Elysium Place, Fulham",false,true,200028,1380531540000,false,BikePoints_617
,"Eel Brook Common, Walham Green",false,true,300003,1380546540000,false,BikePoints_618
,"Irene Road, Parsons Green",false,true,300012,1380552360000,false,BikePoints_619
,"Surrey Lane, Battersea",false,true,300010,1380629040000,false,BikePoints_620
,"Wandsworth Town Station, Wandsworth",false,true,200091,1380899280000,false,BikePoints_621
,"Lansdowne Road, Ladbroke Grove",false,true,200172,1380901680000,false,BikePoints_622
,"Nantes Close, Wandsworth",false,true,200186,1381135320000,false,BikePoints_623
