install_date,installed,terminal_name,locked,removal_date,temporary,place_id,common_name
1287652080000,true,010623,false,,false,BikePoints_353,"Greycoat Street , Westminster"
1290080640000,true,003507,false,,false,BikePoints_364,"Store Street, Bloomsbury"
1291805820000,true,010632,false,,false,BikePoints_375,"Kensington Town Hall, Kensington"
1296125400000,true,003506,false,,false,BikePoints_380,"Stanhope Gate, Mayfair"
1296731880000,true,003505,false,,false,BikePoints_384,"Marloes Road, Kensington"
1297347960000,true,010621,false,,false,BikePoints_389,"Upper Grosvenor Street, Mayfair"
1299076440000,true,010631,false,,false,BikePoints_398,"Holland Park, Kensington"
1299592860000,true,010625,false,,false,BikePoints_402,"Penfold Street, Marylebone"
1299593640000,true,010630,false,,false,BikePoints_403,"George Place Mews, Marylebone"
,true,010629,false,,false,BikePoints_411,"Rotherhithe Roundabout, Rotherhithe"
1302006180000,true,010628,false,,false,BikePoints_412,"Cleaver Street, Kennington"
1308735300000,true,022160,false,,false,BikePoints_419,"Chelsea Bridge, Pimlico"
1327340460000,true,200252,false,,false,BikePoints_495,"Bow Church Station, Bow"
1327400820000,true,200255,false,,false,BikePoints_496,"Devons Road, Bow"
1327398660000,true,200251,false,,false,BikePoints_498,"Bow Road Station, Bow"
1327430040000,true,200148,false,,false,BikePoints_500,"Ansell House, Stepney"
1327938120000,true,200253,false,,false,BikePoints_509,"Fore Street, Guildhall"
1327937940000,true,200256,false,,false,BikePoints_511,"Sutton Street, Shadwell"
,true,200254,false,,false,BikePoints_519,"Teviot Street, Poplar"
1643301180000,true,200153,false,,false,BikePoints_525,"Blythe Road, Olympia"
,true,200143,false,,false,BikePoints_526,"Lancaster Drive, Blackwall"
,true,200146,false,,false,BikePoints_530,"Newby Place, Poplar"
,true,200145,false,,false,BikePoints_535,"Gloucester Avenue, Camden Town"
,true,200147,false,,false,BikePoints_542,"Salmon Lane, Limehouse"
,true,200138,false,,false,BikePoints_556,"Heron Quays DLR, Canary Wharf"
1330937940000,true,200141,false,,false,BikePoints_566,"Westfield Ariel Way, White City"
,true,200142,false,,false,BikePoints_595,"Hammersmith Road, Hammersmith"
,true,200237,false,,false,BikePoints_596,"Parson's Green , Parson's Green"
1501544700000,true,200166,false,,false,BikePoints_598,"Southerton Road, Hammersmith"
,true,200136,false,,false,BikePoints_601,"BBC White City, White City"
,true,200137,false,,false,BikePoints_603,"Caldwell Street, Stockwell"
1380113460000,true,200222,false,,false,BikePoints_610,"Danvers Street, West Chelsea"
1380294600000,true,200175,false,,false,BikePoints_612,"Wandsworth Rd, Isley Court, Wandsworth Road"
1380546540000,true,300003,false,,false,BikePoints_618,"Eel Brook Common, Walham Green"
1380629040000,true,300010,false,,false,BikePoints_620,"Surrey Lane, Battersea"
1380901680000,true,200172,false,,false,BikePoints_622,"Lansdowne Road, Ladbroke Grove"
1381135320000,true,200186,false,,false,BikePoints_623,"Nantes Close, Wandsworth"
1381227480000,true,200190,false,,false,BikePoints_625,"Queen's Circus, Battersea Park"
1381487100000,true,200194,false,,false,BikePoints_630,"Clarence Walk, Stockwell"
1381220700000,true,200176,false,,false,BikePoints_632,"Sheepcote Lane, Battersea"
1381743780000,true,300002,false,,false,BikePoints_634,"Brook Green South, Brook Green"
1381846320000,true,200180,false,,false,BikePoints_636,"South Park, Sands End"
1381834020000,true,300014,false,,false,BikePoints_638,"Falcon Road, Clapham Junction"
1382010420000,true,200179,false,,false,BikePoints_640,"Silverthorne Road, Battersea"
1381934220000,true,200192,false,,false,BikePoints_642,"Fawcett Close, Battersea"
1382278560000,true,200182,false,,false,BikePoints_644,"Rainville Road, Hammersmith"
1382084340000,true,200178,false,,false,BikePoints_646,"Buckingham Gate, Westminster"
1382352840000,true,200171,false,,false,BikePoints_648,"Peterborough Road, Sands End"
1382438520000,true,300034,false,,false,BikePoints_650,"St. Mark's Road, North Kensington"
1382520000000,true,200223,false,,false,BikePoints_654,"Ashmole Estate, Oval"
1382621400000,true,200220,false,,false,BikePoints_657,"Blythe Road West, Shepherd's Bush"
1383731100000,true,300005,false,,false,BikePoints_658,"Ethelburga Estate, Battersea Park"
1382705340000,true,300020,false,,false,BikePoints_660,"West Kensington Station, West Kensington"
1382866680000,true,200189,false,,false,BikePoints_662,"Phene Street, Chelsea"
1382964300000,true,300013,false,,false,BikePoints_664,"Austin Road, Battersea Park"
1383143160000,true,300037,false,,false,BikePoints_668,"Ravenscourt Park Station, Hammersmith"
1383212640000,true,200169,false,,false,BikePoints_670,"Ashley Crescent, Battersea"
,true,300035,false,,false,BikePoints_674,"Carnegie Street, King's Cross"
1383584400000,true,200207,false,,false,BikePoints_676,"Hartington Road, Stockwell"
1383653580000,true,200170,false,,false,BikePoints_678,"Esmond Street, Putney"
1383657480000,true,200210,false,,false,BikePoints_680,"Westbridge Road, Battersea"
1383827400000,true,200219,false,,false,BikePoints_685,"Osiers Road, Wandsworth"
1384763520000,true,200184,false,,false,BikePoints_691,"Erin Close, Walham Green"
1384001160000,true,300019,false,,false,BikePoints_693,"Felsham Road, Putney"
1384172820000,true,300031,false,,false,BikePoints_695,"Islington Green, Angel"
1384453020000,true,300042,false,1539845700000,true,BikePoints_705,"Upper Richmond Road, Putney"
1384435680000,true,200197,false,,false,BikePoints_707,"Barons Court Station, West Kensington"
1384510140000,true,200205,false,,false,BikePoints_709,"Montserrat Road , Putney"
1384791540000,true,300028,false,,false,BikePoints_711,"Everington Street, Fulham"
1384868460000,true,300049,false,,false,BikePoints_715,"Aylward Street, Stepney"
1384952400000,true,300024,false,,false,BikePoints_717,"Dunston Road , Haggerston"
1384968480000,true,300011,false,,false,BikePoints_719,"Victoria Park Road, Hackney Central"
1385028600000,true,300041,false,,false,BikePoints_722,"Finnis Street, Bethnal Green"
1385035380000,true,300053,false,,false,BikePoints_723,"Stephendale Road, Sands End"
1563352500000,true,300050,false,,false,BikePoints_725,"Walworth Square, Walworth"
1385132160000,true,300054,false,,false,BikePoints_727,"Chesilton Road, Fulham"
1385391300000,true,300043,false,,false,BikePoints_729,"St. Peter's Terrace, Fulham"
1385394720000,true,300095,false,,false,BikePoints_731,"Michael Road, Walham Green"
1385460840000,true,300093,false,,false,BikePoints_733,"Park Lane, Mayfair"
1385472900000,true,300088,false,,false,BikePoints_736,"Queensdale Road, Shepherd's Bush"
1385631000000,true,300091,false,,false,BikePoints_739,"Hortensia Road, West Brompton"
1385640120000,true,300085,false,,false,BikePoints_741,"Freston Road, Avondale"
1385723700000,true,300078,false,,false,BikePoints_743,"Oxford Road, Putney"
1385740020000,true,300075,false,,false,BikePoints_745,"Upcerne Road, West Chelsea"
1385997240000,true,300089,false,,false,BikePoints_747,"Ormonde Gate, Chelsea"
1386172440000,true,300081,false,,false,BikePoints_749,"Haggerston Road, Haggerston"
1389008580000,true,300058,false,,false,BikePoints_755,"The Vale, Chelsea"
1389094260000,true,300069,false,,false,BikePoints_757,"Harcourt Terrace, West Brompton"
1389781800000,true,300068,false,,false,BikePoints_761,"Humbolt Road, Fulham"
1392043020000,true,300027,false,,false,BikePoints_763,"Mile End Park Leisure Centre, Mile End"
1392986940000,true,300064,false,,false,BikePoints_765,"Ranelagh Gardens, Fulham"
1393406280000,true,200177,false,,false,BikePoints_767,"Santos Road, Wandsworth"
1393939560000,true,300001,false,,false,BikePoints_769,"Sandilands Road, Walham Green"
1396262520000,true,300096,false,,false,BikePoints_773,"Tallis Street, Temple"
1396270320000,true,300101,false,,false,BikePoints_775,"Little Brook Green, Brook Green"
1406282940000,true,300100,false,,false,BikePoints_777,"Limburg Road, Clapham Junction"
1446485340000,true,300032,false,,false,BikePoints_781,"Victoria & Albert Museum, South Kensington"
1446485820000,true,300210,false,,false,BikePoints_782,"Halford Road, West Kensington"
1448529660000,true,300213,false,,false,BikePoints_783,"Monier Road, Hackney Wick"
1452789240000,true,300200,false,,false,BikePoints_784,"East Village, Queen Elizabeth Olympic Park"
1454926380000,true,300214,false,,false,BikePoints_792,"Blackfriars Road, Southwark"
1459424760000,true,300205,false,,false,BikePoints_793,"Cromer Street, Bloomsbury"
1456839540000,true,300211,false,,false,BikePoints_797,"Ossulston Street, Somers Town"
1464876480000,true,300202,false,,false,BikePoints_799,"Kings Gate House, Westminster"
1458824640000,true,300208,false,,false,BikePoints_801,"Lavington Street, Bankside"
1464787860000,true,300238,false,,false,BikePoints_803,"Southwark Street, Bankside"
1467626400000,true,300244,false,,false,BikePoints_805,"The Metropolitan, Portobello"
1466715600000,true,300236,false,,false,BikePoints_807,"Bevington Road West, North Kensington"
1467640800000,true,300240,false,,false,BikePoints_809,"Lincoln's Inn Fields, Holborn"
1469538960000,true,300228,false,,false,BikePoints_811,"Westferry Circus, Canary Wharf"
1467627120000,true,300224,false,,false,BikePoints_813,"New Spring Gardens Walk, Vauxhall"
1462357680000,true,300231,false,,false,BikePoints_815,"Lambeth Palace Road, Waterloo"
1464949140000,true,300232,false,,false,BikePoints_817,"Riverlight South, Nine Elms"
1476360120000,true,300246,false,,false,BikePoints_819,"Belvedere Road 2, South Bank"
1481807940000,true,300239,false,,false,BikePoints_820,"Victory Place, Walworth"
1487335920000,true,300221,false,,false,BikePoints_821,"Battersea Power Station, Battersea Park"
1500554880000,true,300242,false,,false,BikePoints_826,"Allington Street, Victoria"
1517788800000,true,300247,false,,false,BikePoints_827,"Cranmer Road, Stockwell"
1517788800000,true,300225,false,,false,BikePoints_828,"Normandy Road, Stockwell"
1517443200000,true,300230,false,,false,BikePoints_829,"Wynne Road, Stockwell"
1517961600000,true,300215,false,,false,BikePoints_831,"St John's Crescent, Brixton"
1517961600000,true,200240,false,,false,BikePoints_832,"Ferndale Road, Brixton"
1517875200000,true,300206,false,,false,BikePoints_833,"Saltoun Road, Brixton"
1529449200000,true,300216,false,,false,BikePoints_834,"Gas Holders, Battersea Park"
