locked,install_date,terminal_name,common_name,temporary,place_id,installed,removal_date
false,1326791160000,200019,"Malmesbury Road, Bow",false,BikePoints_472,true,
false,1326816540000,022167,"Millharbour, Millwall",false,BikePoints_473,true,
false,1326822960000,200155,"Gascoyne Road, Victoria Park",false,BikePoints_474,true,
false,1326825480000,200004,"Lightermans Road, Millwall",false,BikePoints_475,true,
false,1326962100000,200009,"Stebondale Street, Cubitt Town",false,BikePoints_476,true,
false,1326963780000,200018,"Spindrift Avenue, Millwall",false,BikePoints_477,true,
false,1326965580000,200012,"Stepney Green Station, Stepney",false,BikePoints_478,true,
false,1326966240000,200156,"Pott Street, Bethnal Green",false,BikePoints_479,true,
false,1326975420000,200115,"Flamborough Street, Limehouse",false,BikePoints_480,true,
false,1326996480000,200022,"Saunders Ness Road, Cubitt Town",false,BikePoints_481,true,
false,1326996720000,200052,"Exhibition Road Museums 2, South Kensington",false,BikePoints_482,true,
false,1327088280000,022166,"Albert Gardens, Stepney",false,BikePoints_483,true,
false,1327339740000,022172,"Bromley High Street, Bow",false,BikePoints_484,true,
false,1327255440000,022173,"Old Ford Road, Bethnal Green",false,BikePoints_485,true,
false,1327338660000,022174,"Granby Street, Shoreditch",false,BikePoints_486,true,
false,1327936860000,022175,"Canton Street, Poplar",false,BikePoints_487,true,
false,1327254960000,022176,"Reardon Street, Wapping",false,BikePoints_488,true,
false,,200090,"Pennington Street, Wapping",false,BikePoints_490,true,
false,1327256220000,200249,"Queen Mary's, Mile End",false,BikePoints_491,true,
false,1327256520000,200230,"Maplin Street, Mile End",false,BikePoints_492,true,
false,1327433220000,200233,"South Quay East, Canary Wharf",false,BikePoints_494,true,
false,1327340460000,200252,"Bow Church Station, Bow",false,BikePoints_495,true,
false,1327400820000,200255,"Devons Road, Bow",false,BikePoints_496,true,
false,1327398420000,200242,"Merchant Street, Bow",false,BikePoints_497,true,
false,1327398660000,200251,"Bow Road Station, Bow",false,BikePoints_498,true,
false,1327407960000,200011,"Furze Green, Bow",false,BikePoints_499,true,
false,1327430040000,200148,"Ansell House, Stepney",false,BikePoints_500,true,
false,1327430220000,200073,"Cephas Street, Bethnal Green",false,BikePoints_501,true,
false,1563957840000,200241,"Bonner Gate, Victoria Park",false,BikePoints_502,true,
false,1327492920000,200250,"Cleveland Way, Stepney",false,BikePoints_503,true,
false,1327937820000,200243,"St. John's Park, Cubitt Town",false,BikePoints_504,true,
false,1327937460000,200038,"Ackroyd Drive, Bow",false,BikePoints_505,true,
false,1327938660000,200036,"Bell Lane, Liverpool Street",false,BikePoints_506,true,
false,1327938420000,200131,"Clarkson Street, Bethnal Green",false,BikePoints_507,true,
false,1327938180000,200157,"Fournier Street, Whitechapel",false,BikePoints_508,true,
false,1327938120000,200253,"Fore Street, Guildhall",false,BikePoints_509,true,
false,,200238,"Westferry DLR, Limehouse",false,BikePoints_510,true,
false,1327937940000,200256,"Sutton Street, Shadwell",false,BikePoints_511,true,
false,1328112600000,200083,"Pritchard's Road, Bethnal Green",false,BikePoints_512,true,
false,,200162,"Watney Market, Stepney",false,BikePoints_513,true,
false,1328201520000,200008,"Portman Square, Marylebone",false,BikePoints_514,true,
false,,200080,"Russell Gardens, Olympia",false,BikePoints_515,true,
false,1328202420000,200089,"Chrisp Street Market, Poplar",false,BikePoints_516,true,
false,1326790860000,200027,"Ford Road, Old Ford",false,BikePoints_517,true,
false,,200041,"Antill Road, Mile End",false,BikePoints_518,true,
false,,200254,"Teviot Street, Poplar",false,BikePoints_519,true,
false,,200234,"Bancroft Road, Bethnal Green",false,BikePoints_520,true,
false,,200030,"Driffield Road, Old Ford",false,BikePoints_521,true,
false,1446485820000,300210,"Halford Road, West Kensington",false,BikePoints_782,true,
false,1448529660000,300213,"Monier Road, Hackney Wick",false,BikePoints_783,true,
false,1452789240000,300200,"East Village, Queen Elizabeth Olympic Park",false,BikePoints_784,true,
false,1451908440000,300233,"Aquatic Centre, Queen Elizabeth Olympic Park",false,BikePoints_785,true,
false,1451918160000,300029,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",false,BikePoints_786,true,
false,1451900700000,300227,"Timber Lodge, Queen Elizabeth Olympic Park",false,BikePoints_787,true,
false,1451906880000,300226,"Copper Box Arena, Queen Elizabeth Olympic Park",false,BikePoints_788,true,
false,1452507000000,300021,"Podium, Queen Elizabeth Olympic Park",false,BikePoints_789,true,
false,1452687420000,300234,"Stratford Station, Stratford",false,BikePoints_790,true,
false,1454926380000,300214,"Blackfriars Road, Southwark",false,BikePoints_792,true,
false,1459424760000,300205,"Cromer Street, Bloomsbury",false,BikePoints_793,true,
false,1456404240000,300204,"Victoria Rise, Clapham Common",false,BikePoints_794,true,
false,1456744740000,300203,"Euston Square Gardens, Euston",false,BikePoints_795,true,
false,1456746420000,300201,"Coram Street, Bloomsbury",false,BikePoints_796,true,
false,1456839540000,300211,"Ossulston Street, Somers Town",false,BikePoints_797,true,
false,1464787980000,300212,"Birkenhead Street, King's Cross",false,BikePoints_798,true,
false,1464876480000,300202,"Kings Gate House, Westminster",false,BikePoints_799,true,
false,1457107140000,300248,"Sopwith Way, Battersea Park",false,BikePoints_800,true,
false,1458824640000,300208,"Lavington Street, Bankside",false,BikePoints_801,true,
false,1464865500000,300209,"Albert Square, Stockwell",false,BikePoints_802,true,
false,1464787860000,300238,"Southwark Street, Bankside",false,BikePoints_803,true,
false,1459410960000,300243,"Good's Way, King's Cross",false,BikePoints_804,true,
false,1467626400000,300244,"The Metropolitan, Portobello",false,BikePoints_805,true,
false,1472723460000,300241,"Handyside Street, King's Cross",false,BikePoints_806,true,
false,1466715600000,300236,"Bevington Road West, North Kensington",false,BikePoints_807,true,
false,1461753540000,300207,"Gauden Road, Clapham",false,BikePoints_808,true,
false,1467640800000,300240,"Lincoln's Inn Fields, Holborn",false,BikePoints_809,true,
false,1464943200000,300237,"Tate Modern, Bankside",false,BikePoints_810,true,
false,1469538960000,300228,"Westferry Circus, Canary Wharf",false,BikePoints_811,true,
false,1469005200000,300217,"Here East North, Queen Elizabeth Olympic Park",false,BikePoints_812,true,
false,1467627120000,300224,"New Spring Gardens Walk, Vauxhall",false,BikePoints_813,true,
false,1464870060000,300245,"Clapham Road, Lingham Street, Stockwell",false,BikePoints_814,true,
false,1462357680000,300231,"Lambeth Palace Road, Waterloo",false,BikePoints_815,true,
false,1489065360000,300219,"Here East South, Queen Elizabeth Olympic Park",false,BikePoints_816,true,
false,1464949140000,300232,"Riverlight South, Nine Elms",false,BikePoints_817,true,
false,1563958740000,300249,"Westminster Pier, Westminster",false,BikePoints_818,true,
false,1476360120000,300246,"Belvedere Road 2, South Bank",false,BikePoints_819,true,
false,1481807940000,300239,"Victory Place, Walworth",false,BikePoints_820,true,
false,1487335920000,300221,"Battersea Power Station, Battersea Park",false,BikePoints_821,true,
false,1500554880000,300242,"Allington Street, Victoria",false,BikePoints_826,true,
false,1517788800000,300247,"Cranmer Road, Stockwell",false,BikePoints_827,true,
false,1517788800000,300225,"Normandy Road, Stockwell",false,BikePoints_828,true,
false,1517443200000,300230,"Wynne Road, Stockwell",false,BikePoints_829,true,
false,1517961600000,300229,"Sidney Road, Stockwell",false,BikePoints_830,true,
false,1517961600000,300215,"St John's Crescent, Brixton",false,BikePoints_831,true,
false,1517961600000,200240,"Ferndale Road, Brixton",false,BikePoints_832,true,
false,1517875200000,300206,"Saltoun Road, Brixton",false,BikePoints_833,true,
false,1529449200000,300216,"Gas Holders, Battersea Park",false,BikePoints_834,true,
false,,300220,"Farringdon Street, Holborn",false,BikePoints_835,true,
false,,300235,"York Way, Kings Cross",false,BikePoints_836,true,
false,1539254700000,300222,"Fore Street Avenue, Guildhall",false,BikePoints_838,true,
false,1544611140000,200144,"Sea Containers, South Bank",false,BikePoints_839,true,
false,1599752640000,002679,"George Row, Bermondsey",false,BikePoints_840,true,
false,,002667,"Tower Wharf, Bermondsey",false,BikePoints_841,true,
false,1600856400000,300250,"Temple Gardens, Temple",false,BikePoints_842,true,
false,1608298140000,300252,"Canada Water Station, Rotherhithe",false,BikePoints_844,true,
false,1608303660000,300253,"Bermondsey Station, Bermondsey",false,BikePoints_845,true,
false,1279289760000,003477,"Porchester Place, Paddington",false,BikePoints_169,true,
false,1279290180000,001057,"Hardwick Street, Clerkenwell",false,BikePoints_170,true,
false,1279291200000,003459,"Collingham Gardens, Earl's Court",false,BikePoints_171,true,
false,1279291500000,001124,"Sumner Place, South Kensington",false,BikePoints_172,true,
false,1279292700000,001176,"Waterloo Road, South Bank",false,BikePoints_173,true,
false,1279295940000,001100,"Strand, Strand",false,BikePoints_174,true,
false,1529674980000,000997,"Worship Street, Shoreditch",false,BikePoints_175,true,
false,1279297560000,001173,"Gloucester Terrace, Bayswater",false,BikePoints_176,true,
false,1279297740000,001122,"Ashley Place, Victoria",false,BikePoints_177,true,
false,1279297920000,003460,"Warwick Square, Pimlico",false,BikePoints_178,true,
false,1279298220000,001126,"North Audley Street, Mayfair",false,BikePoints_180,true,
false,1279298460000,003473,"Belgrave Square, Belgravia",false,BikePoints_181,true,
false,1279363140000,001166,"Bell Street , Marylebone",false,BikePoints_182,true,
false,1279364160000,001165,"Riverlight North, Nine Elms",false,BikePoints_183,true,
false,1279364280000,001164,"Portland Place, Marylebone",false,BikePoints_184,true,
false,1279365360000,001174,"Alderney Street, Pimlico",false,BikePoints_185,true,
false,1279365480000,001167,"South Wharf Road, Paddington",false,BikePoints_186,true,
false,1279365720000,001172,"Queen's Gate (South), South Kensington",false,BikePoints_187,true,
false,1279376760000,001112,"Nutford Place, Marylebone",false,BikePoints_188,true,
false,1279377180000,001104,"Claremont Square, Angel",false,BikePoints_189,true,
false,1279381080000,001106,"Rampayne Street, Pimlico",false,BikePoints_190,true,
false,1279383120000,001075,"Hyde Park Corner, Hyde Park",false,BikePoints_191,true,
false,1279383300000,001163,"Wardour Street, Soho",false,BikePoints_192,true,
false,1279392479356,000963,"Bankside Mix, Bankside",false,BikePoints_193,true,
false,1279392479395,000960,"Hop Exchange, The Borough",false,BikePoints_194,true,
false,1279392479432,000959,"Milroy Walk, South Bank",false,BikePoints_195,true,
false,1279392479471,000961,"Union Street, The Borough",false,BikePoints_196,true,
false,1279392479520,000962,"Stamford Street, South Bank",false,BikePoints_197,true,
false,1279441800000,001080,"Great Tower Street, Monument",false,BikePoints_199,true,
false,1279441920000,001105,"LMU Commercial Road, Whitechapel",false,BikePoints_200,true,
false,1279444080000,001162,"Dorset Square, Marylebone",false,BikePoints_201,true,
false,1279444320000,001102,"Leman Street, Aldgate",false,BikePoints_202,true,
false,1279445580000,001040,"West Smithfield Rotunda, Farringdon",false,BikePoints_203,true,
false,1279466640000,003468,"Margery Street, Clerkenwell",false,BikePoints_204,true,
false,1279471380000,001171,"New Road 1 , Whitechapel",false,BikePoints_206,true,
false,1279558140000,001169,"Grosvenor Crescent, Belgravia",false,BikePoints_207,true,
false,1279472580000,001175,"Mallory Street, Marylebone",false,BikePoints_208,true,
false,1279535160000,003476,"Hinde Street, Marylebone",false,BikePoints_210,true,
false,1279535820000,003469,"Cadogan Place, Knightsbridge",false,BikePoints_211,true,
false,1279536840000,003487,"Campden Hill Road, Notting Hill",false,BikePoints_212,true,
false,1279537020000,001109,"Wellington Arch, Hyde Park",false,BikePoints_213,true,
false,1279537200000,001079,"Endsleigh Gardens, Euston",false,BikePoints_214,true,
false,1279537380000,001092,"Moorfields, Moorgate",false,BikePoints_215,true,
false,1279537920000,003479,"Old Brompton Road, South Kensington",false,BikePoints_216,true,
false,1279538040000,002587,"Wormwood Street, Liverpool Street",false,BikePoints_217,true,
false,1279543740000,003486,"St. Luke's Church, Chelsea",false,BikePoints_218,true,
false,1279545900000,001183,"Bramham Gardens, Earl's Court",false,BikePoints_219,true,
false,1279546320000,001179,"Chelsea Green, Chelsea",false,BikePoints_220,true,
false,1279552200000,001170,"Horseferry Road, Westminster",false,BikePoints_221,true,
false,1279614120000,001101,"Knightsbridge, Hyde Park",false,BikePoints_222,true,
false,1279614420000,003481,"Rodney Road , Walworth",false,BikePoints_223,true,
false,1279615020000,001150,"Queensway, Kensington Gardens",false,BikePoints_224,true,
false,1279616280000,001182,"Notting Hill Gate Station, Notting Hill",false,BikePoints_225,true,
false,1279616520000,003488,"Charles II Street, West End",false,BikePoints_226,true,
false,1279616700000,003470,"Great Percy Street, Clerkenwell",false,BikePoints_227,true,
false,1279616880000,001067,"St. James's Square, St. James's",false,BikePoints_228,true,
false,1279617780000,001151,"Whitehall Place, Strand",false,BikePoints_229,true,
false,1279618020000,001144,"Poured Lines, Bankside",false,BikePoints_230,true,
false,1279622820000,001089,"Queen's Gate (Central), South Kensington",false,BikePoints_231,true,
false,1279623240000,001139,"Carey Street, Holborn",false,BikePoints_232,true,
false,1279624260000,001153,"Pall Mall East, West End",false,BikePoints_233,true,
false,1279624680000,001081,"Liverpool Road (N1 Centre), Angel",false,BikePoints_234,true,
false,1279625640000,001154,"Kennington Road  , Vauxhall",false,BikePoints_235,true,
false,1279625940000,003483,"Fashion Street, Whitechapel",false,BikePoints_236,true,
false,1279799040000,003467,"Dock Street, Wapping",false,BikePoints_237,true,
false,1279627920000,001099,"Frampton Street, Paddington",false,BikePoints_238,true,
false,1279628160000,001090,"Warren Street Station, Euston",false,BikePoints_239,true,
false,1279628280000,003472,"Colombo Street, Southwark",false,BikePoints_240,true,
false,1279628640000,003482,"Beaumont Street, Marylebone",false,BikePoints_242,true,
false,1279628940000,001103,"Gloucester Street, Pimlico",false,BikePoints_243,true,
false,1279629240000,001145,"Earnshaw Street , Covent Garden",false,BikePoints_244,true,
false,1279629660000,001140,"Grosvenor Road, Pimlico",false,BikePoints_245,true,
false,1279639740000,001159,"Berry Street, Clerkenwell",false,BikePoints_246,true,
false,1279639920000,001091,"St. John's Wood Church, The Regent's Park",false,BikePoints_247,true,
false,1279640160000,001088,"Triangle Car Park, Hyde Park",false,BikePoints_248,true,
false,1279640400000,001137,"Harper Road, The Borough",false,BikePoints_249,true,
false,1279641000000,003440,"Royal Avenue 1, Chelsea",false,BikePoints_250,true,
false,1279700160000,001161,"Brushfield Street, Liverpool Street",false,BikePoints_251,true,
false,1279700640000,001111,"Jubilee Gardens, South Bank",false,BikePoints_252,true,
false,1279700820000,001051,"Shoreditch Park, Hoxton",false,BikePoints_253,true,
false,,200161,"Clinton Road, Mile End",false,BikePoints_522,true,
false,,200160,"Langdon Park, Poplar",false,BikePoints_523,true,
false,1328515080000,200017,"Lancaster Gate , Bayswater",false,BikePoints_524,true,
false,1643301180000,200153,"Blythe Road, Olympia",false,BikePoints_525,true,
false,,200143,"Lancaster Drive, Blackwall",false,BikePoints_526,true,
false,1328777280000,200154,"Hansard Mews, Holland Park",false,BikePoints_527,true,
false,1328777880000,200088,"Clarges Street, Mayfair",false,BikePoints_528,true,
false,,200010,"Manresa Road, Chelsea",false,BikePoints_529,true,
false,,200146,"Newby Place, Poplar",false,BikePoints_530,true,
false,1328778840000,200167,"Twig Folly Bridge, Mile End",false,BikePoints_531,true,
false,1328886360000,200163,"Jubilee Plaza, Canary Wharf",false,BikePoints_532,true,
false,,200165,"Wellington Row, Bethnal Green",false,BikePoints_533,true,
false,,200159,"Goldsmith's Row, Haggerston",false,BikePoints_534,true,
false,,200145,"Gloucester Avenue, Camden Town",false,BikePoints_535,true,
false,,200024,"Queensbridge Road, Haggerston",false,BikePoints_536,true,
false,1330352880000,200239,"Old Montague Street, Whitechapel",false,BikePoints_537,true,
false,,200050,"Naval Row, Blackwall",false,BikePoints_538,true,
false,,200151,"Hoxton Station, Hoxton",false,BikePoints_539,true,
false,,200134,"Albany Street, The Regent's Park",false,BikePoints_540,true,
false,,200096,"Green Park Station, Mayfair",false,BikePoints_541,true,
false,,200147,"Salmon Lane, Limehouse",false,BikePoints_542,true,
false,,200065,"Lansdowne Walk, Ladbroke Grove",false,BikePoints_543,true,
false,,200051,"Percival Street, Finsbury",false,BikePoints_544,true,
false,,200070,"Arlington Road, Camden Town",false,BikePoints_545,true,
false,,200044,"New Fetter Lane, Holborn",false,BikePoints_546,true,
false,,200127,"East India DLR, Blackwall",false,BikePoints_547,true,
false,,200076,"Westminster Bridge Road, Elephant & Castle",false,BikePoints_548,true,
false,,200132,"Gaywood  Street, Elephant & Castle",false,BikePoints_549,true,
false,,200102,"Harford Street, Mile End",false,BikePoints_550,true,
false,1330071720000,200066,"Import Dock, Canary Wharf",false,BikePoints_551,true,
false,,200149,"Watney Street, Shadwell",false,BikePoints_552,true,
false,,200064,"Regent's Row , Haggerston",false,BikePoints_553,true,
false,,200078,"Aberfeldy Street, Poplar",false,BikePoints_554,true,
false,,200138,"Heron Quays DLR, Canary Wharf",false,BikePoints_556,true,
false,,200203,"King Edward Street, St Pauls",false,BikePoints_557,true,
false,1399635120000,200048,"Page Street, Westminster",false,BikePoints_558,true,
false,,200111,"Abbotsbury Road, Holland Park",false,BikePoints_559,true,
false,,200015,"Ladbroke Grove Central, Ladbroke Grove",false,BikePoints_560,true,
false,1330503540000,200037,"Rectory Square, Stepney",false,BikePoints_561,true,
false,1330503420000,200074,"Bury Place, Holborn",false,BikePoints_562,true,
false,,200232,"Preston's Road, Cubitt Town",false,BikePoints_563,true,
false,,200068,"Somerset House, Strand",false,BikePoints_564,true,
false,,200135,"Selby Street, Whitechapel",false,BikePoints_565,true,
false,1330937940000,200141,"Westfield Ariel Way, White City",false,BikePoints_566,true,
false,,200110,"Bishop's Bridge Road West, Bayswater",false,BikePoints_568,true,
false,,200248,"Pitfield Street Central, Hoxton",false,BikePoints_569,true,
false,1330773180000,200099,"Upper Bank Street, Canary Wharf",false,BikePoints_570,true,
false,1330620180000,200061,"Westfield Southern Terrace ,Shepherd's Bush",false,BikePoints_571,true,
false,,200026,"Greenland Road, Camden Town",false,BikePoints_572,true,
false,1331796060000,200001,"Limerston Street, West Chelsea",false,BikePoints_573,true,
false,1333618560000,200246,"Eagle Wharf Road, Hoxton",false,BikePoints_574,true,
false,,200109,"Alpha Grove, Millwall",false,BikePoints_576,true,
false,,200247,"Globe Town Market, Bethnal Green",false,BikePoints_577,true,
false,1330444680000,200244,"Hollybush Gardens, Bethnal Green",false,BikePoints_578,true,
false,,200128,"Queen Street 2, Bank",false,BikePoints_579,true,
false,1392208500000,200084,"Doddington Grove, Kennington",false,BikePoints_580,true,
false,1331883540000,200005,"New Cavendish Street, Marylebone",false,BikePoints_581,true,
false,,200231,"Abingdon Green, Westminster",false,BikePoints_583,true,
false,,200086,"Ilchester Gardens, Bayswater",false,BikePoints_584,true,
false,1331797200000,200092,"Mudchute DLR, Cubitt Town",false,BikePoints_586,true,
false,1332406320000,200101,"Monument Street, Monument",false,BikePoints_587,true,
false,1330937820000,200071,"Hoxton Street, Hoxton",false,BikePoints_588,true,
false,,200060,"Drayton Gardens, West Chelsea",false,BikePoints_589,true,
false,,200236,"Greenberry Street, St.John's Wood",false,BikePoints_590,true,
false,,200108,"Bishop's Bridge Road East, Bayswater",false,BikePoints_592,true,
false,,200058,"Northdown Street, King's Cross",false,BikePoints_593,true,
false,1331710680000,200226,"Kingsway Southbound, Strand",false,BikePoints_594,true,
false,,200142,"Hammersmith Road, Hammersmith",false,BikePoints_595,true,
false,,200237,"Parson's Green , Parson's Green",false,BikePoints_596,true,
false,,200229,"Fulham Park Road, Fulham",false,BikePoints_597,true,
false,1501544700000,200166,"Southerton Road, Hammersmith",false,BikePoints_598,true,
false,,200235,"Manbre Road, Hammersmith",false,BikePoints_599,true,
false,,200133,"South Lambeth Road, Vauxhall",false,BikePoints_600,true,
false,,200136,"BBC White City, White City",false,BikePoints_601,true,
false,,200211,"Union Grove, Wandsworth Road",false,BikePoints_602,true,
false,,200137,"Caldwell Street, Stockwell",false,BikePoints_603,true,
false,,200195,"St Martins Close, Camden Town",false,BikePoints_604,true,
false,,200198,"Seymour Place, Marylebone",false,BikePoints_605,true,
false,,200218,"Addison Road, Holland Park",false,BikePoints_606,true,
false,,200125,"Putney Bridge Station, Fulham",false,BikePoints_607,true,
false,,200224,"Colet Gardens, Hammersmith",false,BikePoints_608,true,
false,1380109980000,200208,"Sugden Road, Clapham",false,BikePoints_609,true,
false,1380113460000,200222,"Danvers Street, West Chelsea",false,BikePoints_610,true,
false,1380203940000,200067,"Princedale Road , Holland Park",false,BikePoints_611,true,
false,1380294600000,200175,"Wandsworth Rd, Isley Court, Wandsworth Road",false,BikePoints_612,true,
false,1380211860000,200214,"Woodstock Grove, Shepherd's Bush",false,BikePoints_613,true,
false,1380795000000,200025,"London Fields, Hackney Central",false,BikePoints_614,true,
false,1279700940000,003471,"Chadwell Street, Angel",false,BikePoints_254,true,
false,1279702560000,001147,"Clifton Road, Maida Vale",false,BikePoints_255,true,
false,1279708020000,003484,"Houghton Street, Strand",false,BikePoints_256,true,
false,1279708140000,001194,"Westminster University, Marylebone",false,BikePoints_257,true,
false,1279708380000,001193,"Kensington Gore, Knightsbridge",false,BikePoints_258,true,
false,1279709100000,001180,"Bourne Street, Belgravia",false,BikePoints_259,true,
false,1279711020000,003489,"Broadwick Street, Soho",false,BikePoints_260,true,
false,1279711200000,003491,"Princes Square, Bayswater",false,BikePoints_261,true,
false,1279711620000,001095,"LSBU (Borough Road), Elephant & Castle",false,BikePoints_262,true,
false,1279712160000,001184,"St. Mary Axe, Aldgate",false,BikePoints_263,true,
false,1279712520000,001146,"Tysoe Street, Clerkenwell",false,BikePoints_264,true,
false,1279714320000,003490,"Southwick Street, Paddington",false,BikePoints_265,true,
false,1279714560000,001204,"Queen's Gate (North), Kensington",false,BikePoints_266,true,
false,1279714740000,001155,"Regency Street, Westminster",false,BikePoints_267,true,
false,1279714920000,001087,"Belgrave Road, Victoria",false,BikePoints_268,true,
false,1279715100000,001209,"Empire Square, The Borough",false,BikePoints_269,true,
false,1279720380000,001190,"Kennington Lane Rail Bridge, Vauxhall",false,BikePoints_270,true,
false,1279720920000,001136,"London Zoo,  The Regent's Park",false,BikePoints_271,true,
false,1279721220000,001133,"Baylis Road, Waterloo",false,BikePoints_272,true,
false,1279721400000,001186,"Belvedere Road 1, South Bank",false,BikePoints_273,true,
false,1279721580000,001134,"Warwick Road, Olympia",false,BikePoints_274,true,
false,1279721880000,001191,"Barbican Centre, Barbican",false,BikePoints_275,true,
false,1279723200000,001098,"Lower Thames Street, Monument",false,BikePoints_276,true,
false,1279723320000,001143,"Kensington Church Street, Kensington",false,BikePoints_277,true,
false,1279723500000,001142,"Tooley Street, Bermondsey",false,BikePoints_278,true,
false,1279723740000,001108,"North Wharf Road, Paddington",false,BikePoints_279,true,
false,1279726440000,003462,"Royal Avenue 2, Chelsea",false,BikePoints_280,true,
false,1279726620000,003480,"Smith Square, Westminster",false,BikePoints_281,true,
false,1279726980000,001077,"Royal London Hospital, Whitechapel",false,BikePoints_282,true,
false,1279727220000,001141,"Kingsway, Covent Garden",false,BikePoints_283,true,
false,1279727580000,001117,"Lambeth North Station, Waterloo",false,BikePoints_284,true,
false,1279727880000,001187,"St. John's Wood Road, St. John's Wood",false,BikePoints_286,true,
false,1279728060000,001156,"Bedford Way, Bloomsbury",false,BikePoints_287,true,
false,1279793820000,001138,"Elizabeth Bridge, Victoria",false,BikePoints_288,true,
false,1279794060000,003493,"South Audley Street, Mayfair",false,BikePoints_289,true,
false,1279795140000,003496,"St Mary's Hospital, Paddington",false,BikePoints_290,true,
false,1279800420000,001135,"Claverton Street, Pimlico",false,BikePoints_291,true,
false,1279800780000,001214,"Kensington Olympia Station, Olympia",false,BikePoints_293,true,
false,1279800900000,001195,"St. George's Square, Pimlico",false,BikePoints_294,true,
false,1279801080000,001216,"Swan Street, The Borough",false,BikePoints_295,true,
false,1377258960000,200069,"Knaresborough Place, Earl's Court",false,BikePoints_296,true,
false,1279801560000,003498,"Geraldine Street, Elephant & Castle",false,BikePoints_297,true,
false,1279805640000,001213,"Curlew Street, Shad Thames",false,BikePoints_298,true,
false,1279808160000,001196,"Vincent Square, Westminster",false,BikePoints_299,true,
false,1279808700000,001217,"Serpentine Car Park, Hyde Park",false,BikePoints_300,true,
false,1279809000000,001152,"Marylebone Lane, Marylebone",false,BikePoints_301,true,
false,1279812360000,003492,"Putney Pier, Wandsworth",false,BikePoints_302,true,
false,1279812720000,001132,"Albert Gate, Hyde Park",false,BikePoints_303,true,
false,1279816260000,003497,"Rathbone Street, Fitzrovia",false,BikePoints_306,true,
false,1279816500000,001157,"Black Lion Gate, Kensington Gardens",false,BikePoints_307,true,
false,1279816740000,001189,"Long Lane , Bermondsey",false,BikePoints_308,true,
false,1279875060000,001192,"Embankment (Savoy), Strand",false,BikePoints_309,true,
false,1279879560000,001205,"Black Prince Road, Vauxhall",false,BikePoints_310,true,
false,1279880100000,003494,"Foley Street, Fitzrovia",false,BikePoints_311,true,
false,1279880340000,001130,"Grove End Road, St. John's Wood",false,BikePoints_312,true,
false,1279880520000,003495,"Wells Street, Fitzrovia",false,BikePoints_313,true,
false,1279884480000,003485,"Tyers Gate, Bermondsey",false,BikePoints_314,true,
false,1279884660000,001199,"The Tennis Courts, The Regent's Park",false,BikePoints_315,true,
false,1279884840000,000968,"Warwick Row, Westminster",false,BikePoints_316,true,1539845760000
false,1279885080000,001208,"Dickens Square, Borough",false,BikePoints_317,true,
false,1279885320000,001197,"Sackville Street, Mayfair",false,BikePoints_318,true,
false,1279890360000,003500,"Baldwin Street, St. Luke's",false,BikePoints_319,true,
false,1279890840000,001148,"Queen Mother Sports Centre, Victoria",false,BikePoints_320,true,
false,1279891020000,002637,"Bermondsey Street, Bermondsey",false,BikePoints_321,true,
false,1279891920000,003502,"Palissy Street, Shoreditch",false,BikePoints_322,true,
false,1279892040000,003501,"Clifton Street, Shoreditch",false,BikePoints_323,true,
false,1279894920000,001200,"Ontario Street, Elephant & Castle",false,BikePoints_324,true,
false,1279896660000,001158,"St. Martin's Street, West End",false,BikePoints_325,true,
false,1279896840000,001131,"Graham Street, Angel",false,BikePoints_326,true,
false,1280133420000,001128,"New North Road 1, Hoxton",false,BikePoints_327,true,
false,1280133540000,002641,"New North Road 2, Hoxton",false,BikePoints_328,true,
false,1280133720000,002636,"Prince Albert Road, The Regent's Park",false,BikePoints_329,true,
false,1280141280000,001203,"Eastbourne Mews, Paddington",false,BikePoints_330,true,
false,1280141460000,001211,"Bunhill Row, Moorgate",false,BikePoints_331,true,
false,1280142540000,002633,"Palace Gardens Terrace, Notting Hill",false,BikePoints_333,true,
false,1280147580000,002635,"Concert Hall Approach 1, South Bank",false,BikePoints_334,true,
false,1280152560000,001207,"Tavistock Street, Covent Garden",false,BikePoints_335,true,
false,1280152800000,001212,"Concert Hall Approach 2, South Bank",false,BikePoints_336,true,
false,1280153100000,002589,"Pembridge Villas, Notting Hill",false,BikePoints_337,true,
false,1280158740000,001202,"Wellington Street , Strand",false,BikePoints_338,true,
false,1380288900000,200029,"Finlay Street, Fulham",false,BikePoints_615,true,
false,,200098,"Aintree Street, Fulham",false,BikePoints_616,true,
false,1380531540000,200028,"Elysium Place, Fulham",false,BikePoints_617,true,
false,1380546540000,300003,"Eel Brook Common, Walham Green",false,BikePoints_618,true,
false,1380552360000,300012,"Irene Road, Parsons Green",false,BikePoints_619,true,
false,1380629040000,300010,"Surrey Lane, Battersea",false,BikePoints_620,true,
false,1380899280000,200091,"Wandsworth Town Station, Wandsworth",false,BikePoints_621,true,
false,1380901680000,200172,"Lansdowne Road, Ladbroke Grove",false,BikePoints_622,true,
false,1381135320000,200186,"Nantes Close, Wandsworth",false,BikePoints_623,true,
false,1381224240000,200173,"Courland Grove, Wandsworth Road",false,BikePoints_624,true,
false,1381227480000,200190,"Queen's Circus, Battersea Park",false,BikePoints_625,true,
false,1381920300000,300008,"Normand Park, West Kensington",false,BikePoints_626,true,
