installed,terminal_name,removal_date,common_name,locked,place_id,temporary,install_date
true,200006,,"Hewison Street, Old Ford",false,BikePoints_471,false,1326790860000
true,200019,,"Malmesbury Road, Bow",false,BikePoints_472,false,1326791160000
true,022167,,"Millharbour, Millwall",false,BikePoints_473,false,1326816540000
true,200155,,"Gascoyne Road, Victoria Park",false,BikePoints_474,false,1326822960000
true,200004,,"Lightermans Road, Millwall",false,BikePoints_475,false,1326825480000
true,200009,,"Stebondale Street, Cubitt Town",false,BikePoints_476,false,1326962100000
true,200018,,"Spindrift Avenue, Millwall",false,BikePoints_477,false,1326963780000
true,200012,,"Stepney Green Station, Stepney",false,BikePoints_478,false,1326965580000
true,200156,,"Pott Street, Bethnal Green",false,BikePoints_479,false,1326966240000
true,200115,,"Flamborough Street, Limehouse",false,BikePoints_480,false,1326975420000
true,200022,,"Saunders Ness Road, Cubitt Town",false,BikePoints_481,false,1326996480000
true,200052,,"Exhibition Road Museums 2, South Kensington",false,BikePoints_482,false,1326996720000
true,022166,,"Albert Gardens, Stepney",false,BikePoints_483,false,1327088280000
true,022172,,"Bromley High Street, Bow",false,BikePoints_484,false,1327339740000
true,022173,,"Old Ford Road, Bethnal Green",false,BikePoints_485,false,1327255440000
true,022174,,"Granby Street, Shoreditch",false,BikePoints_486,false,1327338660000
true,022175,,"Canton Street, Poplar",false,BikePoints_487,false,1327936860000
true,022176,,"Reardon Street, Wapping",false,BikePoints_488,false,1327254960000
true,022177,,"Christian Street, Whitechapel",false,BikePoints_489,false,1327087920000
true,200090,,"Pennington Street, Wapping",false,BikePoints_490,false,
true,200249,,"Queen Mary's, Mile End",false,BikePoints_491,false,1327256220000
true,200230,,"Maplin Street, Mile End",false,BikePoints_492,false,1327256520000
true,200233,,"South Quay East, Canary Wharf",false,BikePoints_494,false,1327433220000
true,200252,,"Bow Church Station, Bow",false,BikePoints_495,false,1327340460000
true,200255,,"Devons Road, Bow",false,BikePoints_496,false,1327400820000
true,200242,,"Merchant Street, Bow",false,BikePoints_497,false,1327398420000
true,200251,,"Bow Road Station, Bow",false,BikePoints_498,false,1327398660000
true,200011,,"Furze Green, Bow",false,BikePoints_499,false,1327407960000
true,200148,,"Ansell House, Stepney",false,BikePoints_500,false,1327430040000
true,200073,,"Cephas Street, Bethnal Green",false,BikePoints_501,false,1327430220000
true,200241,,"Bonner Gate, Victoria Park",false,BikePoints_502,false,1563957840000
true,200250,,"Cleveland Way, Stepney",false,BikePoints_503,false,1327492920000
true,200243,,"St. John's Park, Cubitt Town",false,BikePoints_504,false,1327937820000
true,200038,,"Ackroyd Drive, Bow",false,BikePoints_505,false,1327937460000
true,200036,,"Bell Lane, Liverpool Street",false,BikePoints_506,false,1327938660000
true,200131,,"Clarkson Street, Bethnal Green",false,BikePoints_507,false,1327938420000
true,200157,,"Fournier Street, Whitechapel",false,BikePoints_508,false,1327938180000
true,200253,,"Fore Street, Guildhall",false,BikePoints_509,false,1327938120000
true,200238,,"Westferry DLR, Limehouse",false,BikePoints_510,false,
true,200256,,"Sutton Street, Shadwell",false,BikePoints_511,false,1327937940000
true,200083,,"Pritchard's Road, Bethnal Green",false,BikePoints_512,false,1328112600000
true,200162,,"Watney Market, Stepney",false,BikePoints_513,false,
true,200008,,"Portman Square, Marylebone",false,BikePoints_514,false,1328201520000
true,200080,,"Russell Gardens, Olympia",false,BikePoints_515,false,
true,200089,,"Chrisp Street Market, Poplar",false,BikePoints_516,false,1328202420000
true,200027,,"Ford Road, Old Ford",false,BikePoints_517,false,1326790860000
true,200041,,"Antill Road, Mile End",false,BikePoints_518,false,
true,200254,,"Teviot Street, Poplar",false,BikePoints_519,false,
true,300032,,"Victoria & Albert Museum, South Kensington",false,BikePoints_781,false,1446485340000
true,300210,,"Halford Road, West Kensington",false,BikePoints_782,false,1446485820000
true,300213,,"Monier Road, Hackney Wick",false,BikePoints_783,false,1448529660000
true,300200,,"East Village, Queen Elizabeth Olympic Park",false,BikePoints_784,false,1452789240000
true,300233,,"Aquatic Centre, Queen Elizabeth Olympic Park",false,BikePoints_785,false,1451908440000
true,300029,,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",false,BikePoints_786,false,1451918160000
true,300227,,"Timber Lodge, Queen Elizabeth Olympic Park",false,BikePoints_787,false,1451900700000
true,300226,,"Copper Box Arena, Queen Elizabeth Olympic Park",false,BikePoints_788,false,1451906880000
true,300021,,"Podium, Queen Elizabeth Olympic Park",false,BikePoints_789,false,1452507000000
true,300234,,"Stratford Station, Stratford",false,BikePoints_790,false,1452687420000
true,300214,,"Blackfriars Road, Southwark",false,BikePoints_792,false,1454926380000
true,300205,,"Cromer Street, Bloomsbury",false,BikePoints_793,false,1459424760000
true,300204,,"Victoria Rise, Clapham Common",false,BikePoints_794,false,1456404240000
true,300203,,"Euston Square Gardens, Euston",false,BikePoints_795,false,1456744740000
true,300201,,"Coram Street, Bloomsbury",false,BikePoints_796,false,1456746420000
true,300211,,"Ossulston Street, Somers Town",false,BikePoints_797,false,1456839540000
true,300212,,"Birkenhead Street, King's Cross",false,BikePoints_798,false,1464787980000
true,300202,,"Kings Gate House, Westminster",false,BikePoints_799,false,1464876480000
true,300248,,"Sopwith Way, Battersea Park",false,BikePoints_800,false,1457107140000
true,300208,,"Lavington Street, Bankside",false,BikePoints_801,false,1458824640000
true,300209,,"Albert Square, Stockwell",false,BikePoints_802,false,1464865500000
true,300238,,"Southwark Street, Bankside",false,BikePoints_803,false,1464787860000
true,300243,,"Good's Way, King's Cross",false,BikePoints_804,false,1459410960000
true,300244,,"The Metropolitan, Portobello",false,BikePoints_805,false,1467626400000
true,300241,,"Handyside Street, King's Cross",false,BikePoints_806,false,1472723460000
true,300236,,"Bevington Road West, North Kensington",false,BikePoints_807,false,1466715600000
true,300207,,"Gauden Road, Clapham",false,BikePoints_808,false,1461753540000
true,300240,,"Lincoln's Inn Fields, Holborn",false,BikePoints_809,false,1467640800000
true,300237,,"Tate Modern, Bankside",false,BikePoints_810,false,1464943200000
true,300228,,"Westferry Circus, Canary Wharf",false,BikePoints_811,false,1469538960000
true,300217,,"Here East North, Queen Elizabeth Olympic Park",false,BikePoints_812,false,1469005200000
true,300224,,"New Spring Gardens Walk, Vauxhall",false,BikePoints_813,false,1467627120000
true,300245,,"Clapham Road, Lingham Street, Stockwell",false,BikePoints_814,false,1464870060000
true,300231,,"Lambeth Palace Road, Waterloo",false,BikePoints_815,false,1462357680000
true,300219,,"Here East South, Queen Elizabeth Olympic Park",false,BikePoints_816,false,1489065360000
true,300232,,"Riverlight South, Nine Elms",false,BikePoints_817,false,1464949140000
true,300249,,"Westminster Pier, Westminster",false,BikePoints_818,false,1563958740000
true,300246,,"Belvedere Road 2, South Bank",false,BikePoints_819,false,1476360120000
true,300239,,"Victory Place, Walworth",false,BikePoints_820,false,1481807940000
true,300221,,"Battersea Power Station, Battersea Park",false,BikePoints_821,false,1487335920000
true,300242,,"Allington Street, Victoria",false,BikePoints_826,false,1500554880000
true,300247,,"Cranmer Road, Stockwell",false,BikePoints_827,false,1517788800000
true,300225,,"Normandy Road, Stockwell",false,BikePoints_828,false,1517788800000
true,300230,,"Wynne Road, Stockwell",false,BikePoints_829,false,1517443200000
true,300229,,"Sidney Road, Stockwell",false,BikePoints_830,false,1517961600000
true,300215,,"St John's Crescent, Brixton",false,BikePoints_831,false,1517961600000
true,200240,,"Ferndale Road, Brixton",false,BikePoints_832,false,1517961600000
true,300206,,"Saltoun Road, Brixton",false,BikePoints_833,false,1517875200000
true,300216,,"Gas Holders, Battersea Park",false,BikePoints_834,false,1529449200000
true,300220,,"Farringdon Street, Holborn",false,BikePoints_835,false,
true,300235,,"York Way, Kings Cross",false,BikePoints_836,false,
true,300222,,"Fore Street Avenue, Guildhall",false,BikePoints_838,false,1539254700000
true,200144,,"Sea Containers, South Bank",false,BikePoints_839,false,1544611140000
true,002679,,"George Row, Bermondsey",false,BikePoints_840,false,1599752640000
true,002667,,"Tower Wharf, Bermondsey",false,BikePoints_841,false,
true,300250,,"Temple Gardens, Temple",false,BikePoints_842,false,1600856400000
true,300252,,"Canada Water Station, Rotherhithe",false,BikePoints_844,false,1608298140000
true,300253,,"Bermondsey Station, Bermondsey",false,BikePoints_845,false,1608303660000
true,003477,,"Porchester Place, Paddington",false,BikePoints_169,false,1279289760000
true,001057,,"Hardwick Street, Clerkenwell",false,BikePoints_170,false,1279290180000
true,003459,,"Collingham Gardens, Earl's Court",false,BikePoints_171,false,1279291200000
true,001124,,"Sumner Place, South Kensington",false,BikePoints_172,false,1279291500000
true,001176,,"Waterloo Road, South Bank",false,BikePoints_173,false,1279292700000
true,001100,,"Strand, Strand",false,BikePoints_174,false,1279295940000
true,000997,,"Worship Street, Shoreditch",false,BikePoints_175,false,1529674980000
true,001173,,"Gloucester Terrace, Bayswater",false,BikePoints_176,false,1279297560000
true,001122,,"Ashley Place, Victoria",false,BikePoints_177,false,1279297740000
true,003460,,"Warwick Square, Pimlico",false,BikePoints_178,false,1279297920000
true,001126,,"North Audley Street, Mayfair",false,BikePoints_180,false,1279298220000
true,003473,,"Belgrave Square, Belgravia",false,BikePoints_181,false,1279298460000
true,001166,,"Bell Street , Marylebone",false,BikePoints_182,false,1279363140000
true,001165,,"Riverlight North, Nine Elms",false,BikePoints_183,false,1279364160000
true,001164,,"Portland Place, Marylebone",false,BikePoints_184,false,1279364280000
true,001174,,"Alderney Street, Pimlico",false,BikePoints_185,false,1279365360000
true,001167,,"South Wharf Road, Paddington",false,BikePoints_186,false,1279365480000
true,001172,,"Queen's Gate (South), South Kensington",false,BikePoints_187,false,1279365720000
true,001112,,"Nutford Place, Marylebone",false,BikePoints_188,false,1279376760000
true,001104,,"Claremont Square, Angel",false,BikePoints_189,false,1279377180000
true,001106,,"Rampayne Street, Pimlico",false,BikePoints_190,false,1279381080000
true,001075,,"Hyde Park Corner, Hyde Park",false,BikePoints_191,false,1279383120000
true,001163,,"Wardour Street, Soho",false,BikePoints_192,false,1279383300000
true,000963,,"Bankside Mix, Bankside",false,BikePoints_193,false,1279392479356
true,000960,,"Hop Exchange, The Borough",false,BikePoints_194,false,1279392479395
true,000959,,"Milroy Walk, South Bank",false,BikePoints_195,false,1279392479432
true,000961,,"Union Street, The Borough",false,BikePoints_196,false,1279392479471
true,000962,,"Stamford Street, South Bank",false,BikePoints_197,false,1279392479520
true,001080,,"Great Tower Street, Monument",false,BikePoints_199,false,1279441800000
true,001105,,"LMU Commercial Road, Whitechapel",false,BikePoints_200,false,1279441920000
true,001162,,"Dorset Square, Marylebone",false,BikePoints_201,false,1279444080000
true,001102,,"Leman Street, Aldgate",false,BikePoints_202,false,1279444320000
true,001040,,"West Smithfield Rotunda, Farringdon",false,BikePoints_203,false,1279445580000
true,003468,,"Margery Street, Clerkenwell",false,BikePoints_204,false,1279466640000
true,001171,,"New Road 1 , Whitechapel",false,BikePoints_206,false,1279471380000
true,001169,,"Grosvenor Crescent, Belgravia",false,BikePoints_207,false,1279558140000
true,001175,,"Mallory Street, Marylebone",false,BikePoints_208,false,1279472580000
true,003476,,"Hinde Street, Marylebone",false,BikePoints_210,false,1279535160000
true,003469,,"Cadogan Place, Knightsbridge",false,BikePoints_211,false,1279535820000
true,003487,,"Campden Hill Road, Notting Hill",false,BikePoints_212,false,1279536840000
true,001109,,"Wellington Arch, Hyde Park",false,BikePoints_213,false,1279537020000
true,001079,,"Endsleigh Gardens, Euston",false,BikePoints_214,false,1279537200000
true,001092,,"Moorfields, Moorgate",false,BikePoints_215,false,1279537380000
true,003479,,"Old Brompton Road, South Kensington",false,BikePoints_216,false,1279537920000
true,002587,,"Wormwood Street, Liverpool Street",false,BikePoints_217,false,1279538040000
true,003486,,"St. Luke's Church, Chelsea",false,BikePoints_218,false,1279543740000
true,001183,,"Bramham Gardens, Earl's Court",false,BikePoints_219,false,1279545900000
true,001179,,"Chelsea Green, Chelsea",false,BikePoints_220,false,1279546320000
true,001170,,"Horseferry Road, Westminster",false,BikePoints_221,false,1279552200000
true,001101,,"Knightsbridge, Hyde Park",false,BikePoints_222,false,1279614120000
true,003481,,"Rodney Road , Walworth",false,BikePoints_223,false,1279614420000
true,001150,,"Queensway, Kensington Gardens",false,BikePoints_224,false,1279615020000
true,001182,,"Notting Hill Gate Station, Notting Hill",false,BikePoints_225,false,1279616280000
true,003488,,"Charles II Street, West End",false,BikePoints_226,false,1279616520000
true,003470,,"Great Percy Street, Clerkenwell",false,BikePoints_227,false,1279616700000
true,001067,,"St. James's Square, St. James's",false,BikePoints_228,false,1279616880000
true,001151,,"Whitehall Place, Strand",false,BikePoints_229,false,1279617780000
true,001144,,"Poured Lines, Bankside",false,BikePoints_230,false,1279618020000
true,001089,,"Queen's Gate (Central), South Kensington",false,BikePoints_231,false,1279622820000
true,001139,,"Carey Street, Holborn",false,BikePoints_232,false,1279623240000
true,001153,,"Pall Mall East, West End",false,BikePoints_233,false,1279624260000
true,001081,,"Liverpool Road (N1 Centre), Angel",false,BikePoints_234,false,1279624680000
true,001154,,"Kennington Road  , Vauxhall",false,BikePoints_235,false,1279625640000
true,003483,,"Fashion Street, Whitechapel",false,BikePoints_236,false,1279625940000
true,003467,,"Dock Street, Wapping",false,BikePoints_237,false,1279799040000
true,001099,,"Frampton Street, Paddington",false,BikePoints_238,false,1279627920000
true,001090,,"Warren Street Station, Euston",false,BikePoints_239,false,1279628160000
true,003472,,"Colombo Street, Southwark",false,BikePoints_240,false,1279628280000
true,003482,,"Beaumont Street, Marylebone",false,BikePoints_242,false,1279628640000
true,001103,,"Gloucester Street, Pimlico",false,BikePoints_243,false,1279628940000
true,001145,,"Earnshaw Street , Covent Garden",false,BikePoints_244,false,1279629240000
true,001140,,"Grosvenor Road, Pimlico",false,BikePoints_245,false,1279629660000
true,001159,,"Berry Street, Clerkenwell",false,BikePoints_246,false,1279639740000
true,001091,,"St. John's Wood Church, The Regent's Park",false,BikePoints_247,false,1279639920000
true,001088,,"Triangle Car Park, Hyde Park",false,BikePoints_248,false,1279640160000
true,001137,,"Harper Road, The Borough",false,BikePoints_249,false,1279640400000
true,003440,,"Royal Avenue 1, Chelsea",false,BikePoints_250,false,1279641000000
true,001161,,"Brushfield Street, Liverpool Street",false,BikePoints_251,false,1279700160000
true,001111,,"Jubilee Gardens, South Bank",false,BikePoints_252,false,1279700640000
true,001051,,"Shoreditch Park, Hoxton",false,BikePoints_253,false,1279700820000
true,200234,,"Bancroft Road, Bethnal Green",false,BikePoints_520,false,
true,200030,,"Driffield Road, Old Ford",false,BikePoints_521,false,
true,200161,,"Clinton Road, Mile End",false,BikePoints_522,false,
true,200160,,"Langdon Park, Poplar",false,BikePoints_523,false,
true,200017,,"Lancaster Gate , Bayswater",false,BikePoints_524,false,1328515080000
true,200153,,"Blythe Road, Olympia",false,BikePoints_525,false,1643301180000
true,200143,,"Lancaster Drive, Blackwall",false,BikePoints_526,false,
true,200154,,"Hansard Mews, Holland Park",false,BikePoints_527,false,1328777280000
true,200088,,"Clarges Street, Mayfair",false,BikePoints_528,false,1328777880000
true,200010,,"Manresa Road, Chelsea",false,BikePoints_529,false,
true,200146,,"Newby Place, Poplar",false,BikePoints_530,false,
true,200167,,"Twig Folly Bridge, Mile End",false,BikePoints_531,false,1328778840000
true,200163,,"Jubilee Plaza, Canary Wharf",false,BikePoints_532,false,1328886360000
true,200165,,"Wellington Row, Bethnal Green",false,BikePoints_533,false,
true,200159,,"Goldsmith's Row, Haggerston",false,BikePoints_534,false,
true,200145,,"Gloucester Avenue, Camden Town",false,BikePoints_535,false,
true,200024,,"Queensbridge Road, Haggerston",false,BikePoints_536,false,
true,200239,,"Old Montague Street, Whitechapel",false,BikePoints_537,false,1330352880000
true,200050,,"Naval Row, Blackwall",false,BikePoints_538,false,
true,200151,,"Hoxton Station, Hoxton",false,BikePoints_539,false,
true,200134,,"Albany Street, The Regent's Park",false,BikePoints_540,false,
true,200096,,"Green Park Station, Mayfair",false,BikePoints_541,false,
true,200147,,"Salmon Lane, Limehouse",false,BikePoints_542,false,
true,200065,,"Lansdowne Walk, Ladbroke Grove",false,BikePoints_543,false,
true,200051,,"Percival Street, Finsbury",false,BikePoints_544,false,
true,200070,,"Arlington Road, Camden Town",false,BikePoints_545,false,
true,200044,,"New Fetter Lane, Holborn",false,BikePoints_546,false,
true,200127,,"East India DLR, Blackwall",false,BikePoints_547,false,
true,200076,,"Westminster Bridge Road, Elephant & Castle",false,BikePoints_548,false,
true,200132,,"Gaywood  Street, Elephant & Castle",false,BikePoints_549,false,
true,200102,,"Harford Street, Mile End",false,BikePoints_550,false,
true,200066,,"Import Dock, Canary Wharf",false,BikePoints_551,false,1330071720000
true,200149,,"Watney Street, Shadwell",false,BikePoints_552,false,
true,200064,,"Regent's Row , Haggerston",false,BikePoints_553,false,
true,200078,,"Aberfeldy Street, Poplar",false,BikePoints_554,false,
true,200138,,"Heron Quays DLR, Canary Wharf",false,BikePoints_556,false,
true,200203,,"King Edward Street, St Pauls",false,BikePoints_557,false,
true,200048,,"Page Street, Westminster",false,BikePoints_558,false,1399635120000
true,200111,,"Abbotsbury Road, Holland Park",false,BikePoints_559,false,
true,200015,,"Ladbroke Grove Central, Ladbroke Grove",false,BikePoints_560,false,
true,200037,,"Rectory Square, Stepney",false,BikePoints_561,false,1330503540000
true,200074,,"Bury Place, Holborn",false,BikePoints_562,false,1330503420000
true,200232,,"Preston's Road, Cubitt Town",false,BikePoints_563,false,
true,200068,,"Somerset House, Strand",false,BikePoints_564,false,
true,200135,,"Selby Street, Whitechapel",false,BikePoints_565,false,
true,200141,,"Westfield Ariel Way, White City",false,BikePoints_566,false,1330937940000
true,200110,,"Bishop's Bridge Road West, Bayswater",false,BikePoints_568,false,
true,200248,,"Pitfield Street Central, Hoxton",false,BikePoints_569,false,
true,200099,,"Upper Bank Street, Canary Wharf",false,BikePoints_570,false,1330773180000
true,200061,,"Westfield Southern Terrace ,Shepherd's Bush",false,BikePoints_571,false,1330620180000
true,200026,,"Greenland Road, Camden Town",false,BikePoints_572,false,
true,200001,,"Limerston Street, West Chelsea",false,BikePoints_573,false,1331796060000
true,200246,,"Eagle Wharf Road, Hoxton",false,BikePoints_574,false,1333618560000
true,200109,,"Alpha Grove, Millwall",false,BikePoints_576,false,
true,200247,,"Globe Town Market, Bethnal Green",false,BikePoints_577,false,
true,200244,,"Hollybush Gardens, Bethnal Green",false,BikePoints_578,false,1330444680000
true,200128,,"Queen Street 2, Bank",false,BikePoints_579,false,
true,200084,,"Doddington Grove, Kennington",false,BikePoints_580,false,1392208500000
true,200005,,"New Cavendish Street, Marylebone",false,BikePoints_581,false,1331883540000
true,200231,,"Abingdon Green, Westminster",false,BikePoints_583,false,
true,200086,,"Ilchester Gardens, Bayswater",false,BikePoints_584,false,
true,200092,,"Mudchute DLR, Cubitt Town",false,BikePoints_586,false,1331797200000
true,200101,,"Monument Street, Monument",false,BikePoints_587,false,1332406320000
true,200071,,"Hoxton Street, Hoxton",false,BikePoints_588,false,1330937820000
true,200060,,"Drayton Gardens, West Chelsea",false,BikePoints_589,false,
true,200236,,"Greenberry Street, St.John's Wood",false,BikePoints_590,false,
true,200108,,"Bishop's Bridge Road East, Bayswater",false,BikePoints_592,false,
true,200058,,"Northdown Street, King's Cross",false,BikePoints_593,false,
true,200226,,"Kingsway Southbound, Strand",false,BikePoints_594,false,1331710680000
true,200142,,"Hammersmith Road, Hammersmith",false,BikePoints_595,false,
true,200237,,"Parson's Green , Parson's Green",false,BikePoints_596,false,
true,200229,,"Fulham Park Road, Fulham",false,BikePoints_597,false,
true,200166,,"Southerton Road, Hammersmith",false,BikePoints_598,false,1501544700000
true,200235,,"Manbre Road, Hammersmith",false,BikePoints_599,false,
true,200133,,"South Lambeth Road, Vauxhall",false,BikePoints_600,false,
true,200136,,"BBC White City, White City",false,BikePoints_601,false,
true,200211,,"Union Grove, Wandsworth Road",false,BikePoints_602,false,
true,200137,,"Caldwell Street, Stockwell",false,BikePoints_603,false,
true,200195,,"St Martins Close, Camden Town",false,BikePoints_604,false,
true,200218,,"Addison Road, Holland Park",false,BikePoints_606,false,
true,200125,,"Putney Bridge Station, Fulham",false,BikePoints_607,false,
true,200224,,"Colet Gardens, Hammersmith",false,BikePoints_608,false,
true,200208,,"Sugden Road, Clapham",false,BikePoints_609,false,1380109980000
true,200222,,"Danvers Street, West Chelsea",false,BikePoints_610,false,1380113460000
true,200067,,"Princedale Road , Holland Park",false,BikePoints_611,false,1380203940000
true,200175,,"Wandsworth Rd, Isley Court, Wandsworth Road",false,BikePoints_612,false,1380294600000
true,200214,,"Woodstock Grove, Shepherd's Bush",false,BikePoints_613,false,1380211860000
true,200025,,"London Fields, Hackney Central",false,BikePoints_614,false,1380795000000
true,003471,,"Chadwell Street, Angel",false,BikePoints_254,false,1279700940000
true,001147,,"Clifton Road, Maida Vale",false,BikePoints_255,false,1279702560000
true,003484,,"Houghton Street, Strand",false,BikePoints_256,false,1279708020000
true,001194,,"Westminster University, Marylebone",false,BikePoints_257,false,1279708140000
true,001193,,"Kensington Gore, Knightsbridge",false,BikePoints_258,false,1279708380000
true,001180,,"Bourne Street, Belgravia",false,BikePoints_259,false,1279709100000
true,003489,,"Broadwick Street, Soho",false,BikePoints_260,false,1279711020000
true,003491,,"Princes Square, Bayswater",false,BikePoints_261,false,1279711200000
true,001095,,"LSBU (Borough Road), Elephant & Castle",false,BikePoints_262,false,1279711620000
true,001184,,"St. Mary Axe, Aldgate",false,BikePoints_263,false,1279712160000
true,001146,,"Tysoe Street, Clerkenwell",false,BikePoints_264,false,1279712520000
true,003490,,"Southwick Street, Paddington",false,BikePoints_265,false,1279714320000
true,001204,,"Queen's Gate (North), Kensington",false,BikePoints_266,false,1279714560000
true,001155,,"Regency Street, Westminster",false,BikePoints_267,false,1279714740000
true,001087,,"Belgrave Road, Victoria",false,BikePoints_268,false,1279714920000
true,001209,,"Empire Square, The Borough",false,BikePoints_269,false,1279715100000
true,001190,,"Kennington Lane Rail Bridge, Vauxhall",false,BikePoints_270,false,1279720380000
true,001136,,"London Zoo,  The Regent's Park",false,BikePoints_271,false,1279720920000
true,001133,,"Baylis Road, Waterloo",false,BikePoints_272,false,1279721220000
true,001186,,"Belvedere Road 1, South Bank",false,BikePoints_273,false,1279721400000
true,001134,,"Warwick Road, Olympia",false,BikePoints_274,false,1279721580000
true,001191,,"Barbican Centre, Barbican",false,BikePoints_275,false,1279721880000
true,001098,,"Lower Thames Street, Monument",false,BikePoints_276,false,1279723200000
true,001143,,"Kensington Church Street, Kensington",false,BikePoints_277,false,1279723320000
true,001142,,"Tooley Street, Bermondsey",false,BikePoints_278,false,1279723500000
true,001108,,"North Wharf Road, Paddington",false,BikePoints_279,false,1279723740000
true,003462,,"Royal Avenue 2, Chelsea",false,BikePoints_280,false,1279726440000
true,003480,,"Smith Square, Westminster",false,BikePoints_281,false,1279726620000
true,001077,,"Royal London Hospital, Whitechapel",false,BikePoints_282,false,1279726980000
true,001141,,"Kingsway, Covent Garden",false,BikePoints_283,false,1279727220000
true,001117,,"Lambeth North Station, Waterloo",false,BikePoints_284,false,1279727580000
true,001187,,"St. John's Wood Road, St. John's Wood",false,BikePoints_286,false,1279727880000
true,001156,,"Bedford Way, Bloomsbury",false,BikePoints_287,false,1279728060000
true,001138,,"Elizabeth Bridge, Victoria",false,BikePoints_288,false,1279793820000
true,003493,,"South Audley Street, Mayfair",false,BikePoints_289,false,1279794060000
true,003496,,"St Mary's Hospital, Paddington",false,BikePoints_290,false,1279795140000
true,001135,,"Claverton Street, Pimlico",false,BikePoints_291,false,1279800420000
true,001214,,"Kensington Olympia Station, Olympia",false,BikePoints_293,false,1279800780000
true,001195,,"St. George's Square, Pimlico",false,BikePoints_294,false,1279800900000
true,001216,,"Swan Street, The Borough",false,BikePoints_295,false,1279801080000
true,200069,,"Knaresborough Place, Earl's Court",false,BikePoints_296,false,1377258960000
true,003498,,"Geraldine Street, Elephant & Castle",false,BikePoints_297,false,1279801560000
true,001213,,"Curlew Street, Shad Thames",false,BikePoints_298,false,1279805640000
true,001196,,"Vincent Square, Westminster",false,BikePoints_299,false,1279808160000
true,001217,,"Serpentine Car Park, Hyde Park",false,BikePoints_300,false,1279808700000
true,001152,,"Marylebone Lane, Marylebone",false,BikePoints_301,false,1279809000000
true,003492,,"Putney Pier, Wandsworth",false,BikePoints_302,false,1279812360000
true,001132,,"Albert Gate, Hyde Park",false,BikePoints_303,false,1279812720000
true,003497,,"Rathbone Street, Fitzrovia",false,BikePoints_306,false,1279816260000
true,001157,,"Black Lion Gate, Kensington Gardens",false,BikePoints_307,false,1279816500000
true,001189,,"Long Lane , Bermondsey",false,BikePoints_308,false,1279816740000
true,001192,,"Embankment (Savoy), Strand",false,BikePoints_309,false,1279875060000
true,001205,,"Black Prince Road, Vauxhall",false,BikePoints_310,false,1279879560000
true,003494,,"Foley Street, Fitzrovia",false,BikePoints_311,false,1279880100000
true,001130,,"Grove End Road, St. John's Wood",false,BikePoints_312,false,1279880340000
true,003495,,"Wells Street, Fitzrovia",false,BikePoints_313,false,1279880520000
true,003485,,"Tyers Gate, Bermondsey",false,BikePoints_314,false,1279884480000
true,001199,,"The Tennis Courts, The Regent's Park",false,BikePoints_315,false,1279884660000
true,000968,1539845760000,"Warwick Row, Westminster",false,BikePoints_316,false,1279884840000
true,001208,,"Dickens Square, Borough",false,BikePoints_317,false,1279885080000
true,001197,,"Sackville Street, Mayfair",false,BikePoints_318,false,1279885320000
true,003500,,"Baldwin Street, St. Luke's",false,BikePoints_319,false,1279890360000
true,001148,,"Queen Mother Sports Centre, Victoria",false,BikePoints_320,false,1279890840000
true,002637,,"Bermondsey Street, Bermondsey",false,BikePoints_321,false,1279891020000
true,003502,,"Palissy Street, Shoreditch",false,BikePoints_322,false,1279891920000
true,003501,,"Clifton Street, Shoreditch",false,BikePoints_323,false,1279892040000
true,001200,,"Ontario Street, Elephant & Castle",false,BikePoints_324,false,1279894920000
true,001158,,"St. Martin's Street, West End",false,BikePoints_325,false,1279896660000
true,001131,,"Graham Street, Angel",false,BikePoints_326,false,1279896840000
true,001128,,"New North Road 1, Hoxton",false,BikePoints_327,false,1280133420000
true,002641,,"New North Road 2, Hoxton",false,BikePoints_328,false,1280133540000
true,002636,,"Prince Albert Road, The Regent's Park",false,BikePoints_329,false,1280133720000
true,001203,,"Eastbourne Mews, Paddington",false,BikePoints_330,false,1280141280000
true,001211,,"Bunhill Row, Moorgate",false,BikePoints_331,false,1280141460000
true,001210,,"Nevern Place, Earl's Court",false,BikePoints_332,false,1280142360000
true,002633,,"Palace Gardens Terrace, Notting Hill",false,BikePoints_333,false,1280142540000
true,002635,,"Concert Hall Approach 1, South Bank",false,BikePoints_334,false,1280147580000
true,001207,,"Tavistock Street, Covent Garden",false,BikePoints_335,false,1280152560000
true,001212,,"Concert Hall Approach 2, South Bank",false,BikePoints_336,false,1280152800000
true,002589,,"Pembridge Villas, Notting Hill",false,BikePoints_337,false,1280153100000
true,200029,,"Finlay Street, Fulham",false,BikePoints_615,false,1380288900000
true,200098,,"Aintree Street, Fulham",false,BikePoints_616,false,
true,200028,,"Elysium Place, Fulham",false,BikePoints_617,false,1380531540000
true,300003,,"Eel Brook Common, Walham Green",false,BikePoints_618,false,1380546540000
true,300012,,"Irene Road, Parsons Green",false,BikePoints_619,false,1380552360000
true,300010,,"Surrey Lane, Battersea",false,BikePoints_620,false,1380629040000
true,200091,,"Wandsworth Town Station, Wandsworth",false,BikePoints_621,false,1380899280000
true,200172,,"Lansdowne Road, Ladbroke Grove",false,BikePoints_622,false,1380901680000
true,200186,,"Nantes Close, Wandsworth",false,BikePoints_623,false,1381135320000
