installed,temporary,terminal_name,removal_date,place_id,locked,install_date,common_name
true,false,002688,1539846000000,BikePoints_391,false,1297956480000,"Clifford Street, Mayfair"
true,false,001220,,BikePoints_392,false,1297958700000,"Imperial College, Knightsbridge"
true,false,002699,,BikePoints_393,false,1298545440000,"Snow Hill, Farringdon"
true,false,002698,,BikePoints_394,false,,"Aberdeen Place, St. John's Wood"
true,false,002695,,BikePoints_395,false,1298908800000,"Cadogan Gardens, Chelsea"
true,false,002693,,BikePoints_396,false,1299075120000,"Shouldham Street, Marylebone"
true,false,001227,,BikePoints_397,false,1299075900000,"Devonshire Terrace, Bayswater"
true,false,010631,,BikePoints_398,false,1299076440000,"Holland Park, Kensington"
true,false,002687,,BikePoints_399,false,1299582900000,"Brick Lane Market, Shoreditch"
true,false,001225,,BikePoints_400,false,1299583260000,"George Street, Marylebone"
true,false,002701,,BikePoints_401,false,1299592500000,"Columbia Road, Shoreditch"
true,false,010625,,BikePoints_402,false,1299592860000,"Penfold Street, Marylebone"
true,false,010630,,BikePoints_403,false,1299593640000,"George Place Mews, Marylebone"
true,false,001110,,BikePoints_404,false,1299669180000,"Palace Gate, Kensington Gardens"
true,false,001107,,BikePoints_405,false,1299669300000,"Gloucester Road Station, South Kensington"
true,false,001129,,BikePoints_408,false,,"Sun Street, Liverpool Street"
true,false,010624,,BikePoints_409,false,,"Strata, Elephant & Castle"
true,false,001058,,BikePoints_410,false,,"Edgware Road Station, Marylebone"
true,false,010629,,BikePoints_411,false,,"Rotherhithe Roundabout, Rotherhithe"
true,false,010628,,BikePoints_412,false,1302006180000,"Cleaver Street, Kennington"
true,false,022160,,BikePoints_419,false,1308735300000,"Chelsea Bridge, Pimlico"
true,false,022162,,BikePoints_420,false,1309258380000,"Southwark Station 1, Southwark"
true,false,022163,,BikePoints_421,false,1309258440000,"Southwark Station 2, Southwark"
true,false,022164,,BikePoints_423,false,1309860240000,"Eaton Square (South), Belgravia"
true,false,022159,,BikePoints_424,false,1324551120000,"Ebury Bridge, Pimlico"
true,false,022161,,BikePoints_426,false,1310463720000,"Vincent Street, Pimlico"
true,false,022180,,BikePoints_427,false,1310725680000,"Cheapside, Bank"
true,false,022179,,BikePoints_428,false,1318496100000,"Exhibition Road, Knightsbridge"
true,false,022182,,BikePoints_430,false,1324549980000,"South Parade, Chelsea"
true,false,022183,,BikePoints_431,false,1323355020000,"Crinan Street, King's Cross"
true,false,022158,,BikePoints_432,false,1319448720000,"Exhibition Road Museums 1, South Kensington"
true,false,022169,,BikePoints_433,false,1323361560000,"Wren Street, Holborn"
true,false,022170,,BikePoints_435,false,1323346020000,"Kennington Station, Kennington"
true,false,200121,,BikePoints_698,false,1384254300000,"Shoreditch Court, Haggerston"
true,false,200057,,BikePoints_699,false,1384256040000,"Belford House, Haggerston"
true,false,200201,,BikePoints_700,false,1384343280000,"Battersea Church Road, Battersea"
true,false,200077,,BikePoints_701,false,1384345080000,"Vicarage Crescent, Battersea"
true,false,200213,,BikePoints_702,false,1384345860000,"Durant Street, Bethnal Green"
true,false,200094,,BikePoints_703,false,1384357800000,"St. Bride Street, Holborn"
true,false,200063,,BikePoints_704,false,1384443480000,"Mexfield Road, East Putney"
true,true,300042,1539845700000,BikePoints_705,false,1384453020000,"Upper Richmond Road, Putney"
true,false,200193,,BikePoints_706,false,1384420920000,"Snowsfields, London Bridge"
true,false,200197,,BikePoints_707,false,1384435680000,"Barons Court Station, West Kensington"
true,false,200217,,BikePoints_708,false,1384530180000,"Disraeli Road, Putney"
true,false,200205,,BikePoints_709,false,1384510140000,"Montserrat Road , Putney"
true,false,300045,,BikePoints_710,false,1384520580000,"Albert Bridge Road, Battersea Park"
true,false,300028,,BikePoints_711,false,1384791540000,"Everington Street, Fulham"
true,false,300056,,BikePoints_712,false,1384797120000,"Mile End Stadium, Mile End"
true,false,200122,,BikePoints_713,false,1384774620000,"Hawley Crescent, Camden Town"
true,false,300055,,BikePoints_714,false,1384865400000,"Stewart's Road, Wandsworth Road"
true,false,300049,,BikePoints_715,false,1384868460000,"Aylward Street, Stepney"
true,false,300024,,BikePoints_717,false,1384952400000,"Dunston Road , Haggerston"
true,false,300040,,BikePoints_718,false,1384962840000,"Ada Street, Hackney Central"
true,false,300011,,BikePoints_719,false,1384968480000,"Victoria Park Road, Hackney Central"
true,false,300038,,BikePoints_720,false,1385025840000,"Star Road, West Kensington"
true,false,300039,,BikePoints_721,false,1385028480000,"Wendon Street, Old Ford"
true,false,300041,,BikePoints_722,false,1385028600000,"Finnis Street, Bethnal Green"
true,false,300053,,BikePoints_723,false,1385035380000,"Stephendale Road, Sands End"
true,false,300046,,BikePoints_724,false,1385125380000,"Alma Road, Wandsworth"
true,false,300050,,BikePoints_725,false,1563352500000,"Walworth Square, Walworth"
true,false,300047,,BikePoints_726,false,1385128740000,"Alfreda Street, Battersea Park"
true,false,300054,,BikePoints_727,false,1385132160000,"Chesilton Road, Fulham"
true,false,300044,,BikePoints_728,false,1385466780000,"Putney Bridge Road, East Putney"
true,false,300043,,BikePoints_729,false,1385391300000,"St. Peter's Terrace, Fulham"
true,false,300082,,BikePoints_730,false,1385132580000,"Bridge Avenue, Hammersmith"
true,false,300095,,BikePoints_731,false,1385394720000,"Michael Road, Walham Green"
true,false,300083,,BikePoints_732,false,1385458020000,"Duke Street Hill, London Bridge"
true,false,300093,,BikePoints_733,false,1385460840000,"Park Lane, Mayfair"
true,false,300094,,BikePoints_734,false,1385464500000,"Plough Terrace, Clapham Junction"
true,false,200120,,BikePoints_735,false,1385383080000,"Grant Road East, Clapham Junction"
true,false,300088,,BikePoints_736,false,1385472900000,"Queensdale Road, Shepherd's Bush"
true,false,300086,,BikePoints_737,false,1385554620000,"Fulham Broadway, Walham Green"
true,false,300087,,BikePoints_738,false,1385563380000,"Imperial Road, Sands End"
true,false,300091,,BikePoints_739,false,1385631000000,"Hortensia Road, West Brompton"
true,false,300084,,BikePoints_740,false,1385635440000,"Sirdar Road, Avondale"
true,false,300085,,BikePoints_741,false,1385640120000,"Freston Road, Avondale"
true,false,300090,,BikePoints_742,false,1385649540000,"Blenheim Crescent, Ladbroke Grove"
true,false,300078,,BikePoints_743,false,1385723700000,"Oxford Road, Putney"
true,false,300077,,BikePoints_744,false,1385729760000,"Ingrave Street, Clapham Junction"
true,false,300075,,BikePoints_745,false,1385740020000,"Upcerne Road, West Chelsea"
true,false,300076,,BikePoints_746,false,1385985720000,"Lots Road, West Chelsea"
true,false,300089,,BikePoints_747,false,1385997240000,"Ormonde Gate, Chelsea"
true,false,300092,,BikePoints_748,false,1386159900000,"Hertford Road, De Beauvoir Town"
true,false,300081,,BikePoints_749,false,1386172440000,"Haggerston Road, Haggerston"
true,false,300080,,BikePoints_750,false,1386240360000,"Culvert Road, Battersea"
true,false,300074,,BikePoints_751,false,1386250800000,"Newton Street, Covent Garden"
true,false,300079,,BikePoints_752,false,1650364320000,"London Street, Paddington"
true,false,300067,,BikePoints_754,false,1389003540000,"Grenfell Road, Avondale"
true,false,300058,,BikePoints_755,false,1389008580000,"The Vale, Chelsea"
true,false,300073,,BikePoints_756,false,1390223040000,"Prince of Wales Drive, Battersea Park"
true,false,300069,,BikePoints_757,false,1389094260000,"Harcourt Terrace, West Brompton"
true,false,300057,,BikePoints_758,false,1389178020000,"Westbourne Park Road, Portobello"
true,false,300072,,BikePoints_759,false,1389627480000,"Broadley Terrace, Marylebone"
true,false,300068,,BikePoints_761,false,1389781800000,"Humbolt Road, Fulham"
true,false,200202,,BikePoints_762,false,1392039000000,"Storey's Gate, Westminster"
true,false,300027,,BikePoints_763,false,1392043020000,"Mile End Park Leisure Centre, Mile End"
true,false,200185,,BikePoints_764,false,1392633480000,"St. John's Road, Clapham Junction"
true,false,300064,,BikePoints_765,false,1392986940000,"Ranelagh Gardens, Fulham"
true,false,200079,,BikePoints_766,false,1392894840000,"Ram Street, Wandsworth"
true,false,200177,,BikePoints_767,false,1393406280000,"Santos Road, Wandsworth"
true,false,300065,,BikePoints_768,false,1393494060000,"Clapham Common North Side, Clapham Common"
true,false,300001,,BikePoints_769,false,1393939560000,"Sandilands Road, Walham Green"
true,false,300097,,BikePoints_770,false,1394099280000,"Gwendwr Road, West Kensington"
true,false,300007,,BikePoints_771,false,1394018400000,"Rifle Place, Avondale"
true,false,300015,,BikePoints_772,false,1396442100000,"Binfield Road, Stockwell"
true,false,300096,,BikePoints_773,false,1396262520000,"Tallis Street, Temple"
true,false,300098,,BikePoints_774,false,1396265880000,"Hurlingham Park, Parsons Green"
true,false,300101,,BikePoints_775,false,1396270320000,"Little Brook Green, Brook Green"
true,false,300099,,BikePoints_776,false,1396273320000,"Abyssinia Close, Clapham Junction"
true,false,300100,,BikePoints_777,false,1406282940000,"Limburg Road, Clapham Junction"
true,false,200072,,BikePoints_779,false,1435313700000,"Houndsditch, Aldgate"
true,false,300070,,BikePoints_780,false,1439455200000,"Imperial Wharf Station, Sands End"
true,false,300032,,BikePoints_781,false,1446485340000,"Victoria & Albert Museum, South Kensington"
true,false,003477,,BikePoints_169,false,1279289760000,"Porchester Place, Paddington"
true,false,001057,,BikePoints_170,false,1279290180000,"Hardwick Street, Clerkenwell"
true,false,003459,,BikePoints_171,false,1279291200000,"Collingham Gardens, Earl's Court"
true,false,001124,,BikePoints_172,false,1279291500000,"Sumner Place, South Kensington"
true,false,001176,,BikePoints_173,false,1279292700000,"Waterloo Road, South Bank"
true,false,001100,,BikePoints_174,false,1279295940000,"Strand, Strand"
true,false,000997,,BikePoints_175,false,1529674980000,"Worship Street, Shoreditch"
true,false,001173,,BikePoints_176,false,1279297560000,"Gloucester Terrace, Bayswater"
true,false,001122,,BikePoints_177,false,1279297740000,"Ashley Place, Victoria"
true,false,003460,,BikePoints_178,false,1279297920000,"Warwick Square, Pimlico"
true,false,001126,,BikePoints_180,false,1279298220000,"North Audley Street, Mayfair"
true,false,003473,,BikePoints_181,false,1279298460000,"Belgrave Square, Belgravia"
true,false,001166,,BikePoints_182,false,1279363140000,"Bell Street , Marylebone"
true,false,001165,,BikePoints_183,false,1279364160000,"Riverlight North, Nine Elms"
true,false,001164,,BikePoints_184,false,1279364280000,"Portland Place, Marylebone"
true,false,001174,,BikePoints_185,false,1279365360000,"Alderney Street, Pimlico"
true,false,001167,,BikePoints_186,false,1279365480000,"South Wharf Road, Paddington"
true,false,001172,,BikePoints_187,false,1279365720000,"Queen's Gate (South), South Kensington"
true,false,001112,,BikePoints_188,false,1279376760000,"Nutford Place, Marylebone"
true,false,001104,,BikePoints_189,false,1279377180000,"Claremont Square, Angel"
true,false,001106,,BikePoints_190,false,1279381080000,"Rampayne Street, Pimlico"
true,false,001075,,BikePoints_191,false,1279383120000,"Hyde Park Corner, Hyde Park"
true,false,001163,,BikePoints_192,false,1279383300000,"Wardour Street, Soho"
true,false,000963,,BikePoints_193,false,1279392479356,"Bankside Mix, Bankside"
true,false,000960,,BikePoints_194,false,1279392479395,"Hop Exchange, The Borough"
true,false,000959,,BikePoints_195,false,1279392479432,"Milroy Walk, South Bank"
true,false,000961,,BikePoints_196,false,1279392479471,"Union Street, The Borough"
true,false,000962,,BikePoints_197,false,1279392479520,"Stamford Street, South Bank"
true,false,001080,,BikePoints_199,false,1279441800000,"Great Tower Street, Monument"
true,false,001105,,BikePoints_200,false,1279441920000,"LMU Commercial Road, Whitechapel"
true,false,001162,,BikePoints_201,false,1279444080000,"Dorset Square, Marylebone"
true,false,001102,,BikePoints_202,false,1279444320000,"Leman Street, Aldgate"
true,false,001040,,BikePoints_203,false,1279445580000,"West Smithfield Rotunda, Farringdon"
true,false,003468,,BikePoints_204,false,1279466640000,"Margery Street, Clerkenwell"
true,false,001171,,BikePoints_206,false,1279471380000,"New Road 1 , Whitechapel"
true,false,001169,,BikePoints_207,false,1279558140000,"Grosvenor Crescent, Belgravia"
true,false,001175,,BikePoints_208,false,1279472580000,"Mallory Street, Marylebone"
true,false,003476,,BikePoints_210,false,1279535160000,"Hinde Street, Marylebone"
true,false,003469,,BikePoints_211,false,1279535820000,"Cadogan Place, Knightsbridge"
true,false,003487,,BikePoints_212,false,1279536840000,"Campden Hill Road, Notting Hill"
true,false,001109,,BikePoints_213,false,1279537020000,"Wellington Arch, Hyde Park"
true,false,001079,,BikePoints_214,false,1279537200000,"Endsleigh Gardens, Euston"
true,false,001092,,BikePoints_215,false,1279537380000,"Moorfields, Moorgate"
true,false,003479,,BikePoints_216,false,1279537920000,"Old Brompton Road, South Kensington"
true,false,002587,,BikePoints_217,false,1279538040000,"Wormwood Street, Liverpool Street"
true,false,003486,,BikePoints_218,false,1279543740000,"St. Luke's Church, Chelsea"
true,false,001183,,BikePoints_219,false,1279545900000,"Bramham Gardens, Earl's Court"
true,false,001179,,BikePoints_220,false,1279546320000,"Chelsea Green, Chelsea"
true,false,001170,,BikePoints_221,false,1279552200000,"Horseferry Road, Westminster"
true,false,001101,,BikePoints_222,false,1279614120000,"Knightsbridge, Hyde Park"
true,false,003481,,BikePoints_223,false,1279614420000,"Rodney Road , Walworth"
true,false,001150,,BikePoints_224,false,1279615020000,"Queensway, Kensington Gardens"
true,false,001182,,BikePoints_225,false,1279616280000,"Notting Hill Gate Station, Notting Hill"
true,false,003488,,BikePoints_226,false,1279616520000,"Charles II Street, West End"
true,false,003470,,BikePoints_227,false,1279616700000,"Great Percy Street, Clerkenwell"
true,false,001067,,BikePoints_228,false,1279616880000,"St. James's Square, St. James's"
true,false,001151,,BikePoints_229,false,1279617780000,"Whitehall Place, Strand"
true,false,001144,,BikePoints_230,false,1279618020000,"Poured Lines, Bankside"
true,false,001089,,BikePoints_231,false,1279622820000,"Queen's Gate (Central), South Kensington"
true,false,001139,,BikePoints_232,false,1279623240000,"Carey Street, Holborn"
true,false,001153,,BikePoints_233,false,1279624260000,"Pall Mall East, West End"
true,false,001081,,BikePoints_234,false,1279624680000,"Liverpool Road (N1 Centre), Angel"
true,false,001154,,BikePoints_235,false,1279625640000,"Kennington Road  , Vauxhall"
true,false,003483,,BikePoints_236,false,1279625940000,"Fashion Street, Whitechapel"
true,false,003467,,BikePoints_237,false,1279799040000,"Dock Street, Wapping"
true,false,001099,,BikePoints_238,false,1279627920000,"Frampton Street, Paddington"
true,false,001090,,BikePoints_239,false,1279628160000,"Warren Street Station, Euston"
true,false,003472,,BikePoints_240,false,1279628280000,"Colombo Street, Southwark"
true,false,003482,,BikePoints_242,false,1279628640000,"Beaumont Street, Marylebone"
true,false,001103,,BikePoints_243,false,1279628940000,"Gloucester Street, Pimlico"
true,false,001145,,BikePoints_244,false,1279629240000,"Earnshaw Street , Covent Garden"
true,false,001140,,BikePoints_245,false,1279629660000,"Grosvenor Road, Pimlico"
true,false,001159,,BikePoints_246,false,1279639740000,"Berry Street, Clerkenwell"
true,false,001091,,BikePoints_247,false,1279639920000,"St. John's Wood Church, The Regent's Park"
true,false,001088,,BikePoints_248,false,1279640160000,"Triangle Car Park, Hyde Park"
true,false,001137,,BikePoints_249,false,1279640400000,"Harper Road, The Borough"
true,false,003440,,BikePoints_250,false,1279641000000,"Royal Avenue 1, Chelsea"
true,false,001161,,BikePoints_251,false,1279700160000,"Brushfield Street, Liverpool Street"
true,false,001111,,BikePoints_252,false,1279700640000,"Jubilee Gardens, South Bank"
true,false,001051,,BikePoints_253,false,1279700820000,"Shoreditch Park, Hoxton"
true,false,200161,,BikePoints_522,false,,"Clinton Road, Mile End"
true,false,200160,,BikePoints_523,false,,"Langdon Park, Poplar"
true,false,200017,,BikePoints_524,false,1328515080000,"Lancaster Gate , Bayswater"
true,false,200153,,BikePoints_525,false,1643301180000,"Blythe Road, Olympia"
true,false,200143,,BikePoints_526,false,,"Lancaster Drive, Blackwall"
true,false,200154,,BikePoints_527,false,1328777280000,"Hansard Mews, Holland Park"
true,false,200088,,BikePoints_528,false,1328777880000,"Clarges Street, Mayfair"
true,false,200010,,BikePoints_529,false,,"Manresa Road, Chelsea"
true,false,200146,,BikePoints_530,false,,"Newby Place, Poplar"
true,false,200167,,BikePoints_531,false,1328778840000,"Twig Folly Bridge, Mile End"
true,false,200163,,BikePoints_532,false,1328886360000,"Jubilee Plaza, Canary Wharf"
true,false,200165,,BikePoints_533,false,,"Wellington Row, Bethnal Green"
true,false,200159,,BikePoints_534,false,,"Goldsmith's Row, Haggerston"
true,false,200145,,BikePoints_535,false,,"Gloucester Avenue, Camden Town"
true,false,200024,,BikePoints_536,false,,"Queensbridge Road, Haggerston"
true,false,200239,,BikePoints_537,false,1330352880000,"Old Montague Street, Whitechapel"
true,false,200050,,BikePoints_538,false,,"Naval Row, Blackwall"
true,false,200151,,BikePoints_539,false,,"Hoxton Station, Hoxton"
true,false,200134,,BikePoints_540,false,,"Albany Street, The Regent's Park"
true,false,200096,,BikePoints_541,false,,"Green Park Station, Mayfair"
true,false,200147,,BikePoints_542,false,,"Salmon Lane, Limehouse"
true,false,200065,,BikePoints_543,false,,"Lansdowne Walk, Ladbroke Grove"
true,false,200051,,BikePoints_544,false,,"Percival Street, Finsbury"
true,false,200070,,BikePoints_545,false,,"Arlington Road, Camden Town"
true,false,200044,,BikePoints_546,false,,"New Fetter Lane, Holborn"
true,false,200127,,BikePoints_547,false,,"East India DLR, Blackwall"
true,false,200076,,BikePoints_548,false,,"Westminster Bridge Road, Elephant & Castle"
true,false,200132,,BikePoints_549,false,,"Gaywood  Street, Elephant & Castle"
true,false,200102,,BikePoints_550,false,,"Harford Street, Mile End"
true,false,200066,,BikePoints_551,false,1330071720000,"Import Dock, Canary Wharf"
true,false,200149,,BikePoints_552,false,,"Watney Street, Shadwell"
true,false,200064,,BikePoints_553,false,,"Regent's Row , Haggerston"
true,false,200078,,BikePoints_554,false,,"Aberfeldy Street, Poplar"
true,false,200138,,BikePoints_556,false,,"Heron Quays DLR, Canary Wharf"
true,false,200203,,BikePoints_557,false,,"King Edward Street, St Pauls"
true,false,200048,,BikePoints_558,false,1399635120000,"Page Street, Westminster"
true,false,200111,,BikePoints_559,false,,"Abbotsbury Road, Holland Park"
true,false,200015,,BikePoints_560,false,,"Ladbroke Grove Central, Ladbroke Grove"
true,false,200037,,BikePoints_561,false,1330503540000,"Rectory Square, Stepney"
true,false,200074,,BikePoints_562,false,1330503420000,"Bury Place, Holborn"
true,false,200232,,BikePoints_563,false,,"Preston's Road, Cubitt Town"
true,false,200068,,BikePoints_564,false,,"Somerset House, Strand"
true,false,200135,,BikePoints_565,false,,"Selby Street, Whitechapel"
true,false,200141,,BikePoints_566,false,1330937940000,"Westfield Ariel Way, White City"
true,false,200110,,BikePoints_568,false,,"Bishop's Bridge Road West, Bayswater"
true,false,200248,,BikePoints_569,false,,"Pitfield Street Central, Hoxton"
true,false,200099,,BikePoints_570,false,1330773180000,"Upper Bank Street, Canary Wharf"
true,false,200061,,BikePoints_571,false,1330620180000,"Westfield Southern Terrace ,Shepherd's Bush"
true,false,200026,,BikePoints_572,false,,"Greenland Road, Camden Town"
true,false,200001,,BikePoints_573,false,1331796060000,"Limerston Street, West Chelsea"
true,false,200246,,BikePoints_574,false,1333618560000,"Eagle Wharf Road, Hoxton"
true,false,200109,,BikePoints_576,false,,"Alpha Grove, Millwall"
true,false,200247,,BikePoints_577,false,,"Globe Town Market, Bethnal Green"
true,false,200244,,BikePoints_578,false,1330444680000,"Hollybush Gardens, Bethnal Green"
true,false,200128,,BikePoints_579,false,,"Queen Street 2, Bank"
true,false,200084,,BikePoints_580,false,1392208500000,"Doddington Grove, Kennington"
true,false,200005,,BikePoints_581,false,1331883540000,"New Cavendish Street, Marylebone"
true,false,200231,,BikePoints_583,false,,"Abingdon Green, Westminster"
true,false,200086,,BikePoints_584,false,,"Ilchester Gardens, Bayswater"
true,false,200092,,BikePoints_586,false,1331797200000,"Mudchute DLR, Cubitt Town"
true,false,200101,,BikePoints_587,false,1332406320000,"Monument Street, Monument"
true,false,200071,,BikePoints_588,false,1330937820000,"Hoxton Street, Hoxton"
true,false,200060,,BikePoints_589,false,,"Drayton Gardens, West Chelsea"
true,false,200236,,BikePoints_590,false,,"Greenberry Street, St.John's Wood"
true,false,200108,,BikePoints_592,false,,"Bishop's Bridge Road East, Bayswater"
true,false,200058,,BikePoints_593,false,,"Northdown Street, King's Cross"
true,false,200226,,BikePoints_594,false,1331710680000,"Kingsway Southbound, Strand"
true,false,200142,,BikePoints_595,false,,"Hammersmith Road, Hammersmith"
true,false,200237,,BikePoints_596,false,,"Parson's Green , Parson's Green"
true,false,200229,,BikePoints_597,false,,"Fulham Park Road, Fulham"
true,false,200166,,BikePoints_598,false,1501544700000,"Southerton Road, Hammersmith"
true,false,200235,,BikePoints_599,false,,"Manbre Road, Hammersmith"
true,false,200133,,BikePoints_600,false,,"South Lambeth Road, Vauxhall"
true,false,200136,,BikePoints_601,false,,"BBC White City, White City"
true,false,200211,,BikePoints_602,false,,"Union Grove, Wandsworth Road"
true,false,200137,,BikePoints_603,false,,"Caldwell Street, Stockwell"
true,false,200195,,BikePoints_604,false,,"St Martins Close, Camden Town"
true,false,200198,,BikePoints_605,false,,"Seymour Place, Marylebone"
true,false,200218,,BikePoints_606,false,,"Addison Road, Holland Park"
true,false,200125,,BikePoints_607,false,,"Putney Bridge Station, Fulham"
true,false,200224,,BikePoints_608,false,,"Colet Gardens, Hammersmith"
true,false,200208,,BikePoints_609,false,1380109980000,"Sugden Road, Clapham"
true,false,200222,,BikePoints_610,false,1380113460000,"Danvers Street, West Chelsea"
true,false,200067,,BikePoints_611,false,1380203940000,"Princedale Road , Holland Park"
true,false,200175,,BikePoints_612,false,1380294600000,"Wandsworth Rd, Isley Court, Wandsworth Road"
true,false,200214,,BikePoints_613,false,1380211860000,"Woodstock Grove, Shepherd's Bush"
true,false,200025,,BikePoints_614,false,1380795000000,"London Fields, Hackney Central"
true,false,003471,,BikePoints_254,false,1279700940000,"Chadwell Street, Angel"
true,false,001147,,BikePoints_255,false,1279702560000,"Clifton Road, Maida Vale"
true,false,003484,,BikePoints_256,false,1279708020000,"Houghton Street, Strand"
true,false,001194,,BikePoints_257,false,1279708140000,"Westminster University, Marylebone"
true,false,001193,,BikePoints_258,false,1279708380000,"Kensington Gore, Knightsbridge"
true,false,001180,,BikePoints_259,false,1279709100000,"Bourne Street, Belgravia"
true,false,003489,,BikePoints_260,false,1279711020000,"Broadwick Street, Soho"
true,false,003491,,BikePoints_261,false,1279711200000,"Princes Square, Bayswater"
true,false,001095,,BikePoints_262,false,1279711620000,"LSBU (Borough Road), Elephant & Castle"
true,false,001184,,BikePoints_263,false,1279712160000,"St. Mary Axe, Aldgate"
true,false,001146,,BikePoints_264,false,1279712520000,"Tysoe Street, Clerkenwell"
true,false,003490,,BikePoints_265,false,1279714320000,"Southwick Street, Paddington"
true,false,001204,,BikePoints_266,false,1279714560000,"Queen's Gate (North), Kensington"
true,false,001155,,BikePoints_267,false,1279714740000,"Regency Street, Westminster"
true,false,001087,,BikePoints_268,false,1279714920000,"Belgrave Road, Victoria"
true,false,001209,,BikePoints_269,false,1279715100000,"Empire Square, The Borough"
true,false,001190,,BikePoints_270,false,1279720380000,"Kennington Lane Rail Bridge, Vauxhall"
true,false,001136,,BikePoints_271,false,1279720920000,"London Zoo,  The Regent's Park"
true,false,001133,,BikePoints_272,false,1279721220000,"Baylis Road, Waterloo"
true,false,001186,,BikePoints_273,false,1279721400000,"Belvedere Road 1, South Bank"
true,false,001134,,BikePoints_274,false,1279721580000,"Warwick Road, Olympia"
true,false,001191,,BikePoints_275,false,1279721880000,"Barbican Centre, Barbican"
true,false,001098,,BikePoints_276,false,1279723200000,"Lower Thames Street, Monument"
true,false,001143,,BikePoints_277,false,1279723320000,"Kensington Church Street, Kensington"
true,false,001142,,BikePoints_278,false,1279723500000,"Tooley Street, Bermondsey"
true,false,001108,,BikePoints_279,false,1279723740000,"North Wharf Road, Paddington"
true,false,003462,,BikePoints_280,false,1279726440000,"Royal Avenue 2, Chelsea"
true,false,003480,,BikePoints_281,false,1279726620000,"Smith Square, Westminster"
true,false,001077,,BikePoints_282,false,1279726980000,"Royal London Hospital, Whitechapel"
true,false,001141,,BikePoints_283,false,1279727220000,"Kingsway, Covent Garden"
true,false,001117,,BikePoints_284,false,1279727580000,"Lambeth North Station, Waterloo"
true,false,001187,,BikePoints_286,false,1279727880000,"St. John's Wood Road, St. John's Wood"
true,false,001156,,BikePoints_287,false,1279728060000,"Bedford Way, Bloomsbury"
true,false,001138,,BikePoints_288,false,1279793820000,"Elizabeth Bridge, Victoria"
true,false,003493,,BikePoints_289,false,1279794060000,"South Audley Street, Mayfair"
true,false,003496,,BikePoints_290,false,1279795140000,"St Mary's Hospital, Paddington"
true,false,001135,,BikePoints_291,false,1279800420000,"Claverton Street, Pimlico"
true,false,001214,,BikePoints_293,false,1279800780000,"Kensington Olympia Station, Olympia"
true,false,001195,,BikePoints_294,false,1279800900000,"St. George's Square, Pimlico"
true,false,001216,,BikePoints_295,false,1279801080000,"Swan Street, The Borough"
true,false,200069,,BikePoints_296,false,1377258960000,"Knaresborough Place, Earl's Court"
true,false,003498,,BikePoints_297,false,1279801560000,"Geraldine Street, Elephant & Castle"
true,false,001213,,BikePoints_298,false,1279805640000,"Curlew Street, Shad Thames"
true,false,001196,,BikePoints_299,false,1279808160000,"Vincent Square, Westminster"
true,false,001217,,BikePoints_300,false,1279808700000,"Serpentine Car Park, Hyde Park"
true,false,001152,,BikePoints_301,false,1279809000000,"Marylebone Lane, Marylebone"
true,false,003492,,BikePoints_302,false,1279812360000,"Putney Pier, Wandsworth"
true,false,001132,,BikePoints_303,false,1279812720000,"Albert Gate, Hyde Park"
true,false,003497,,BikePoints_306,false,1279816260000,"Rathbone Street, Fitzrovia"
true,false,001157,,BikePoints_307,false,1279816500000,"Black Lion Gate, Kensington Gardens"
true,false,001189,,BikePoints_308,false,1279816740000,"Long Lane , Bermondsey"
true,false,001192,,BikePoints_309,false,1279875060000,"Embankment (Savoy), Strand"
true,false,001205,,BikePoints_310,false,1279879560000,"Black Prince Road, Vauxhall"
true,false,003494,,BikePoints_311,false,1279880100000,"Foley Street, Fitzrovia"
true,false,001130,,BikePoints_312,false,1279880340000,"Grove End Road, St. John's Wood"
true,false,003495,,BikePoints_313,false,1279880520000,"Wells Street, Fitzrovia"
true,false,003485,,BikePoints_314,false,1279884480000,"Tyers Gate, Bermondsey"
true,false,001199,,BikePoints_315,false,1279884660000,"The Tennis Courts, The Regent's Park"
true,false,000968,1539845760000,BikePoints_316,false,1279884840000,"Warwick Row, Westminster"
true,false,001208,,BikePoints_317,false,1279885080000,"Dickens Square, Borough"
true,false,001197,,BikePoints_318,false,1279885320000,"Sackville Street, Mayfair"
true,false,001148,,BikePoints_320,false,1279890840000,"Queen Mother Sports Centre, Victoria"
true,false,002637,,BikePoints_321,false,1279891020000,"Bermondsey Street, Bermondsey"
true,false,003502,,BikePoints_322,false,1279891920000,"Palissy Street, Shoreditch"
true,false,003501,,BikePoints_323,false,1279892040000,"Clifton Street, Shoreditch"
true,false,001200,,BikePoints_324,false,1279894920000,"Ontario Street, Elephant & Castle"
true,false,001158,,BikePoints_325,false,1279896660000,"St. Martin's Street, West End"
true,false,001131,,BikePoints_326,false,1279896840000,"Graham Street, Angel"
true,false,001128,,BikePoints_327,false,1280133420000,"New North Road 1, Hoxton"
true,false,002641,,BikePoints_328,false,1280133540000,"New North Road 2, Hoxton"
true,false,002636,,BikePoints_329,false,1280133720000,"Prince Albert Road, The Regent's Park"
true,false,001203,,BikePoints_330,false,1280141280000,"Eastbourne Mews, Paddington"
true,false,001211,,BikePoints_331,false,1280141460000,"Bunhill Row, Moorgate"
true,false,002633,,BikePoints_333,false,1280142540000,"Palace Gardens Terrace, Notting Hill"
