common_name,removal_date,temporary,terminal_name,place_id,installed,locked,install_date
"Aberdeen Place, St. John's Wood",,false,002698,BikePoints_394,true,false,
"Cadogan Gardens, Chelsea",,false,002695,BikePoints_395,true,false,1298908800000
"Shouldham Street, Marylebone",,false,002693,BikePoints_396,true,false,1299075120000
"Devonshire Terrace, Bayswater",,false,001227,BikePoints_397,true,false,1299075900000
"Holland Park, Kensington",,false,010631,BikePoints_398,true,false,1299076440000
"Brick Lane Market, Shoreditch",,false,002687,BikePoints_399,true,false,1299582900000
"George Street, Marylebone",,false,001225,BikePoints_400,true,false,1299583260000
"Columbia Road, Shoreditch",,false,002701,BikePoints_401,true,false,1299592500000
"Penfold Street, Marylebone",,false,010625,BikePoints_402,true,false,1299592860000
"George Place Mews, Marylebone",,false,010630,BikePoints_403,true,false,1299593640000
"Palace Gate, Kensington Gardens",,false,001110,BikePoints_404,true,false,1299669180000
"Gloucester Road Station, South Kensington",,false,001107,BikePoints_405,true,false,1299669300000
"Sun Street, Liverpool Street",,false,001129,BikePoints_408,true,false,
"Strata, Elephant & Castle",,false,010624,BikePoints_409,true,false,
"Edgware Road Station, Marylebone",,false,001058,BikePoints_410,true,false,
"Rotherhithe Roundabout, Rotherhithe",,false,010629,BikePoints_411,true,false,
"Cleaver Street, Kennington",,false,010628,BikePoints_412,true,false,1302006180000
"Chelsea Bridge, Pimlico",,false,022160,BikePoints_419,true,false,1308735300000
"Southwark Station 1, Southwark",,false,022162,BikePoints_420,true,false,1309258380000
"Southwark Station 2, Southwark",,false,022163,BikePoints_421,true,false,1309258440000
"Eaton Square (South), Belgravia",,false,022164,BikePoints_423,true,false,1309860240000
"Ebury Bridge, Pimlico",,false,022159,BikePoints_424,true,false,1324551120000
"Vincent Street, Pimlico",,false,022161,BikePoints_426,true,false,1310463720000
"Exhibition Road, Knightsbridge",,false,022179,BikePoints_428,true,false,1318496100000
"South Parade, Chelsea",,false,022182,BikePoints_430,true,false,1324549980000
"Crinan Street, King's Cross",,false,022183,BikePoints_431,true,false,1323355020000
"Exhibition Road Museums 1, South Kensington",,false,022158,BikePoints_432,true,false,1319448720000
"Shoreditch Court, Haggerston",,false,200121,BikePoints_698,true,false,1384254300000
"Belford House, Haggerston",,false,200057,BikePoints_699,true,false,1384256040000
"Battersea Church Road, Battersea",,false,200201,BikePoints_700,true,false,1384343280000
"Vicarage Crescent, Battersea",,false,200077,BikePoints_701,true,false,1384345080000
"Durant Street, Bethnal Green",,false,200213,BikePoints_702,true,false,1384345860000
"St. Bride Street, Holborn",,false,200094,BikePoints_703,true,false,1384357800000
"Mexfield Road, East Putney",,false,200063,BikePoints_704,true,false,1384443480000
"Upper Richmond Road, Putney",1539845700000,true,300042,BikePoints_705,true,false,1384453020000
"Snowsfields, London Bridge",,false,200193,BikePoints_706,true,false,1384420920000
"Barons Court Station, West Kensington",,false,200197,BikePoints_707,true,false,1384435680000
"Disraeli Road, Putney",,false,200217,BikePoints_708,true,false,1384530180000
"Montserrat Road , Putney",,false,200205,BikePoints_709,true,false,1384510140000
"Albert Bridge Road, Battersea Park",,false,300045,BikePoints_710,true,false,1384520580000
"Everington Street, Fulham",,false,300028,BikePoints_711,true,false,1384791540000
"Mile End Stadium, Mile End",,false,300056,BikePoints_712,true,false,1384797120000
"Hawley Crescent, Camden Town",,false,200122,BikePoints_713,true,false,1384774620000
"Stewart's Road, Wandsworth Road",,false,300055,BikePoints_714,true,false,1384865400000
"Aylward Street, Stepney",,false,300049,BikePoints_715,true,false,1384868460000
"Dunston Road , Haggerston",,false,300024,BikePoints_717,true,false,1384952400000
"Ada Street, Hackney Central",,false,300040,BikePoints_718,true,false,1384962840000
"Victoria Park Road, Hackney Central",,false,300011,BikePoints_719,true,false,1384968480000
"Star Road, West Kensington",,false,300038,BikePoints_720,true,false,1385025840000
"Wendon Street, Old Ford",,false,300039,BikePoints_721,true,false,1385028480000
"Finnis Street, Bethnal Green",,false,300041,BikePoints_722,true,false,1385028600000
"Stephendale Road, Sands End",,false,300053,BikePoints_723,true,false,1385035380000
"Alma Road, Wandsworth",,false,300046,BikePoints_724,true,false,1385125380000
"Walworth Square, Walworth",,false,300050,BikePoints_725,true,false,1563352500000
"Alfreda Street, Battersea Park",,false,300047,BikePoints_726,true,false,1385128740000
"Chesilton Road, Fulham",,false,300054,BikePoints_727,true,false,1385132160000
"Putney Bridge Road, East Putney",,false,300044,BikePoints_728,true,false,1385466780000
"St. Peter's Terrace, Fulham",,false,300043,BikePoints_729,true,false,1385391300000
"Bridge Avenue, Hammersmith",,false,300082,BikePoints_730,true,false,1385132580000
"Michael Road, Walham Green",,false,300095,BikePoints_731,true,false,1385394720000
"Duke Street Hill, London Bridge",,false,300083,BikePoints_732,true,false,1385458020000
"Park Lane, Mayfair",,false,300093,BikePoints_733,true,false,1385460840000
"Plough Terrace, Clapham Junction",,false,300094,BikePoints_734,true,false,1385464500000
"Grant Road East, Clapham Junction",,false,200120,BikePoints_735,true,false,1385383080000
"Queensdale Road, Shepherd's Bush",,false,300088,BikePoints_736,true,false,1385472900000
"Fulham Broadway, Walham Green",,false,300086,BikePoints_737,true,false,1385554620000
"Imperial Road, Sands End",,false,300087,BikePoints_738,true,false,1385563380000
"Hortensia Road, West Brompton",,false,300091,BikePoints_739,true,false,1385631000000
"Sirdar Road, Avondale",,false,300084,BikePoints_740,true,false,1385635440000
"Freston Road, Avondale",,false,300085,BikePoints_741,true,false,1385640120000
"Blenheim Crescent, Ladbroke Grove",,false,300090,BikePoints_742,true,false,1385649540000
"Oxford Road, Putney",,false,300078,BikePoints_743,true,false,1385723700000
"Ingrave Street, Clapham Junction",,false,300077,BikePoints_744,true,false,1385729760000
"Upcerne Road, West Chelsea",,false,300075,BikePoints_745,true,false,1385740020000
"Lots Road, West Chelsea",,false,300076,BikePoints_746,true,false,1385985720000
"Ormonde Gate, Chelsea",,false,300089,BikePoints_747,true,false,1385997240000
"Hertford Road, De Beauvoir Town",,false,300092,BikePoints_748,true,false,1386159900000
"Haggerston Road, Haggerston",,false,300081,BikePoints_749,true,false,1386172440000
"Culvert Road, Battersea",,false,300080,BikePoints_750,true,false,1386240360000
"Newton Street, Covent Garden",,false,300074,BikePoints_751,true,false,1386250800000
"London Street, Paddington",,false,300079,BikePoints_752,true,false,1650364320000
"Grenfell Road, Avondale",,false,300067,BikePoints_754,true,false,1389003540000
"The Vale, Chelsea",,false,300058,BikePoints_755,true,false,1389008580000
"Prince of Wales Drive, Battersea Park",,false,300073,BikePoints_756,true,false,1390223040000
"Harcourt Terrace, West Brompton",,false,300069,BikePoints_757,true,false,1389094260000
"Westbourne Park Road, Portobello",,false,300057,BikePoints_758,true,false,1389178020000
"Broadley Terrace, Marylebone",,false,300072,BikePoints_759,true,false,1389627480000
"Humbolt Road, Fulham",,false,300068,BikePoints_761,true,false,1389781800000
"Storey's Gate, Westminster",,false,200202,BikePoints_762,true,false,1392039000000
"Mile End Park Leisure Centre, Mile End",,false,300027,BikePoints_763,true,false,1392043020000
"St. John's Road, Clapham Junction",,false,200185,BikePoints_764,true,false,1392633480000
"Ranelagh Gardens, Fulham",,false,300064,BikePoints_765,true,false,1392986940000
"Ram Street, Wandsworth",,false,200079,BikePoints_766,true,false,1392894840000
"Santos Road, Wandsworth",,false,200177,BikePoints_767,true,false,1393406280000
"Clapham Common North Side, Clapham Common",,false,300065,BikePoints_768,true,false,1393494060000
"Sandilands Road, Walham Green",,false,300001,BikePoints_769,true,false,1393939560000
"Gwendwr Road, West Kensington",,false,300097,BikePoints_770,true,false,1394099280000
"Rifle Place, Avondale",,false,300007,BikePoints_771,true,false,1394018400000
"Binfield Road, Stockwell",,false,300015,BikePoints_772,true,false,1396442100000
"Tallis Street, Temple",,false,300096,BikePoints_773,true,false,1396262520000
"Hurlingham Park, Parsons Green",,false,300098,BikePoints_774,true,false,1396265880000
"Little Brook Green, Brook Green",,false,300101,BikePoints_775,true,false,1396270320000
"Abyssinia Close, Clapham Junction",,false,300099,BikePoints_776,true,false,1396273320000
"Limburg Road, Clapham Junction",,false,300100,BikePoints_777,true,false,1406282940000
"Houndsditch, Aldgate",,false,200072,BikePoints_779,true,false,1435313700000
"Imperial Wharf Station, Sands End",,false,300070,BikePoints_780,true,false,1439455200000
"Porchester Place, Paddington",,false,003477,BikePoints_169,true,false,1279289760000
"Hardwick Street, Clerkenwell",,false,001057,BikePoints_170,true,false,1279290180000
"Collingham Gardens, Earl's Court",,false,003459,BikePoints_171,true,false,1279291200000
"Sumner Place, South Kensington",,false,001124,BikePoints_172,true,false,1279291500000
"Waterloo Road, South Bank",,false,001176,BikePoints_173,true,false,1279292700000
"Strand, Strand",,false,001100,BikePoints_174,true,false,1279295940000
"Worship Street, Shoreditch",,false,000997,BikePoints_175,true,false,1529674980000
"Gloucester Terrace, Bayswater",,false,001173,BikePoints_176,true,false,1279297560000
"Ashley Place, Victoria",,false,001122,BikePoints_177,true,false,1279297740000
"Warwick Square, Pimlico",,false,003460,BikePoints_178,true,false,1279297920000
"North Audley Street, Mayfair",,false,001126,BikePoints_180,true,false,1279298220000
"Belgrave Square, Belgravia",,false,003473,BikePoints_181,true,false,1279298460000
"Bell Street , Marylebone",,false,001166,BikePoints_182,true,false,1279363140000
"Riverlight North, Nine Elms",,false,001165,BikePoints_183,true,false,1279364160000
"Portland Place, Marylebone",,false,001164,BikePoints_184,true,false,1279364280000
"Alderney Street, Pimlico",,false,001174,BikePoints_185,true,false,1279365360000
"South Wharf Road, Paddington",,false,001167,BikePoints_186,true,false,1279365480000
"Queen's Gate (South), South Kensington",,false,001172,BikePoints_187,true,false,1279365720000
"Nutford Place, Marylebone",,false,001112,BikePoints_188,true,false,1279376760000
"Claremont Square, Angel",,false,001104,BikePoints_189,true,false,1279377180000
"Rampayne Street, Pimlico",,false,001106,BikePoints_190,true,false,1279381080000
"Hyde Park Corner, Hyde Park",,false,001075,BikePoints_191,true,false,1279383120000
"Wardour Street, Soho",,false,001163,BikePoints_192,true,false,1279383300000
"Bankside Mix, Bankside",,false,000963,BikePoints_193,true,false,1279392479356
"Hop Exchange, The Borough",,false,000960,BikePoints_194,true,false,1279392479395
"Milroy Walk, South Bank",,false,000959,BikePoints_195,true,false,1279392479432
"Union Street, The Borough",,false,000961,BikePoints_196,true,false,1279392479471
"Stamford Street, South Bank",,false,000962,BikePoints_197,true,false,1279392479520
"Great Tower Street, Monument",,false,001080,BikePoints_199,true,false,1279441800000
"LMU Commercial Road, Whitechapel",,false,001105,BikePoints_200,true,false,1279441920000
"Dorset Square, Marylebone",,false,001162,BikePoints_201,true,false,1279444080000
"Leman Street, Aldgate",,false,001102,BikePoints_202,true,false,1279444320000
"West Smithfield Rotunda, Farringdon",,false,001040,BikePoints_203,true,false,1279445580000
"Margery Street, Clerkenwell",,false,003468,BikePoints_204,true,false,1279466640000
"New Road 1 , Whitechapel",,false,001171,BikePoints_206,true,false,1279471380000
"Grosvenor Crescent, Belgravia",,false,001169,BikePoints_207,true,false,1279558140000
"Mallory Street, Marylebone",,false,001175,BikePoints_208,true,false,1279472580000
"Hinde Street, Marylebone",,false,003476,BikePoints_210,true,false,1279535160000
"Cadogan Place, Knightsbridge",,false,003469,BikePoints_211,true,false,1279535820000
"Campden Hill Road, Notting Hill",,false,003487,BikePoints_212,true,false,1279536840000
"Wellington Arch, Hyde Park",,false,001109,BikePoints_213,true,false,1279537020000
"Endsleigh Gardens, Euston",,false,001079,BikePoints_214,true,false,1279537200000
"Moorfields, Moorgate",,false,001092,BikePoints_215,true,false,1279537380000
"Old Brompton Road, South Kensington",,false,003479,BikePoints_216,true,false,1279537920000
"Wormwood Street, Liverpool Street",,false,002587,BikePoints_217,true,false,1279538040000
"St. Luke's Church, Chelsea",,false,003486,BikePoints_218,true,false,1279543740000
"Bramham Gardens, Earl's Court",,false,001183,BikePoints_219,true,false,1279545900000
"Chelsea Green, Chelsea",,false,001179,BikePoints_220,true,false,1279546320000
"Horseferry Road, Westminster",,false,001170,BikePoints_221,true,false,1279552200000
"Knightsbridge, Hyde Park",,false,001101,BikePoints_222,true,false,1279614120000
"Rodney Road , Walworth",,false,003481,BikePoints_223,true,false,1279614420000
"Queensway, Kensington Gardens",,false,001150,BikePoints_224,true,false,1279615020000
"Notting Hill Gate Station, Notting Hill",,false,001182,BikePoints_225,true,false,1279616280000
"Charles II Street, West End",,false,003488,BikePoints_226,true,false,1279616520000
"Great Percy Street, Clerkenwell",,false,003470,BikePoints_227,true,false,1279616700000
"St. James's Square, St. James's",,false,001067,BikePoints_228,true,false,1279616880000
"Whitehall Place, Strand",,false,001151,BikePoints_229,true,false,1279617780000
"Poured Lines, Bankside",,false,001144,BikePoints_230,true,false,1279618020000
"Queen's Gate (Central), South Kensington",,false,001089,BikePoints_231,true,false,1279622820000
"Carey Street, Holborn",,false,001139,BikePoints_232,true,false,1279623240000
"Pall Mall East, West End",,false,001153,BikePoints_233,true,false,1279624260000
"Liverpool Road (N1 Centre), Angel",,false,001081,BikePoints_234,true,false,1279624680000
"Kennington Road  , Vauxhall",,false,001154,BikePoints_235,true,false,1279625640000
"Fashion Street, Whitechapel",,false,003483,BikePoints_236,true,false,1279625940000
"Dock Street, Wapping",,false,003467,BikePoints_237,true,false,1279799040000
"Frampton Street, Paddington",,false,001099,BikePoints_238,true,false,1279627920000
"Warren Street Station, Euston",,false,001090,BikePoints_239,true,false,1279628160000
"Colombo Street, Southwark",,false,003472,BikePoints_240,true,false,1279628280000
"Beaumont Street, Marylebone",,false,003482,BikePoints_242,true,false,1279628640000
"Gloucester Street, Pimlico",,false,001103,BikePoints_243,true,false,1279628940000
"Earnshaw Street , Covent Garden",,false,001145,BikePoints_244,true,false,1279629240000
"Grosvenor Road, Pimlico",,false,001140,BikePoints_245,true,false,1279629660000
"Berry Street, Clerkenwell",,false,001159,BikePoints_246,true,false,1279639740000
"St. John's Wood Church, The Regent's Park",,false,001091,BikePoints_247,true,false,1279639920000
"Triangle Car Park, Hyde Park",,false,001088,BikePoints_248,true,false,1279640160000
"Harper Road, The Borough",,false,001137,BikePoints_249,true,false,1279640400000
"Royal Avenue 1, Chelsea",,false,003440,BikePoints_250,true,false,1279641000000
"Brushfield Street, Liverpool Street",,false,001161,BikePoints_251,true,false,1279700160000
"Jubilee Gardens, South Bank",,false,001111,BikePoints_252,true,false,1279700640000
"Shoreditch Park, Hoxton",,false,001051,BikePoints_253,true,false,1279700820000
"Driffield Road, Old Ford",,false,200030,BikePoints_521,true,false,
"Clinton Road, Mile End",,false,200161,BikePoints_522,true,false,
"Langdon Park, Poplar",,false,200160,BikePoints_523,true,false,
"Lancaster Gate , Bayswater",,false,200017,BikePoints_524,true,false,1328515080000
"Blythe Road, Olympia",,false,200153,BikePoints_525,true,false,1643301180000
"Lancaster Drive, Blackwall",,false,200143,BikePoints_526,true,false,
"Hansard Mews, Holland Park",,false,200154,BikePoints_527,true,false,1328777280000
"Clarges Street, Mayfair",,false,200088,BikePoints_528,true,false,1328777880000
"Manresa Road, Chelsea",,false,200010,BikePoints_529,true,false,
"Newby Place, Poplar",,false,200146,BikePoints_530,true,false,
"Twig Folly Bridge, Mile End",,false,200167,BikePoints_531,true,false,1328778840000
"Jubilee Plaza, Canary Wharf",,false,200163,BikePoints_532,true,false,1328886360000
"Wellington Row, Bethnal Green",,false,200165,BikePoints_533,true,false,
"Goldsmith's Row, Haggerston",,false,200159,BikePoints_534,true,false,
"Gloucester Avenue, Camden Town",,false,200145,BikePoints_535,true,false,
"Queensbridge Road, Haggerston",,false,200024,BikePoints_536,true,false,
"Old Montague Street, Whitechapel",,false,200239,BikePoints_537,true,false,1330352880000
"Naval Row, Blackwall",,false,200050,BikePoints_538,true,false,
"Hoxton Station, Hoxton",,false,200151,BikePoints_539,true,false,
"Albany Street, The Regent's Park",,false,200134,BikePoints_540,true,false,
"Green Park Station, Mayfair",,false,200096,BikePoints_541,true,false,
"Salmon Lane, Limehouse",,false,200147,BikePoints_542,true,false,
"Lansdowne Walk, Ladbroke Grove",,false,200065,BikePoints_543,true,false,
"Percival Street, Finsbury",,false,200051,BikePoints_544,true,false,
"Arlington Road, Camden Town",,false,200070,BikePoints_545,true,false,
"New Fetter Lane, Holborn",,false,200044,BikePoints_546,true,false,
"East India DLR, Blackwall",,false,200127,BikePoints_547,true,false,
"Westminster Bridge Road, Elephant & Castle",,false,200076,BikePoints_548,true,false,
"Gaywood  Street, Elephant & Castle",,false,200132,BikePoints_549,true,false,
"Harford Street, Mile End",,false,200102,BikePoints_550,true,false,
"Import Dock, Canary Wharf",,false,200066,BikePoints_551,true,false,1330071720000
"Watney Street, Shadwell",,false,200149,BikePoints_552,true,false,
"Regent's Row , Haggerston",,false,200064,BikePoints_553,true,false,
"Aberfeldy Street, Poplar",,false,200078,BikePoints_554,true,false,
"Heron Quays DLR, Canary Wharf",,false,200138,BikePoints_556,true,false,
"Page Street, Westminster",,false,200048,BikePoints_558,true,false,1399635120000
"Abbotsbury Road, Holland Park",,false,200111,BikePoints_559,true,false,
"Ladbroke Grove Central, Ladbroke Grove",,false,200015,BikePoints_560,true,false,
"Rectory Square, Stepney",,false,200037,BikePoints_561,true,false,1330503540000
"Bury Place, Holborn",,false,200074,BikePoints_562,true,false,1330503420000
"Preston's Road, Cubitt Town",,false,200232,BikePoints_563,true,false,
"Somerset House, Strand",,false,200068,BikePoints_564,true,false,
"Selby Street, Whitechapel",,false,200135,BikePoints_565,true,false,
"Westfield Ariel Way, White City",,false,200141,BikePoints_566,true,false,1330937940000
"Bishop's Bridge Road West, Bayswater",,false,200110,BikePoints_568,true,false,
"Pitfield Street Central, Hoxton",,false,200248,BikePoints_569,true,false,
"Upper Bank Street, Canary Wharf",,false,200099,BikePoints_570,true,false,1330773180000
"Westfield Southern Terrace ,Shepherd's Bush",,false,200061,BikePoints_571,true,false,1330620180000
"Greenland Road, Camden Town",,false,200026,BikePoints_572,true,false,
"Limerston Street, West Chelsea",,false,200001,BikePoints_573,true,false,1331796060000
"Eagle Wharf Road, Hoxton",,false,200246,BikePoints_574,true,false,1333618560000
"Alpha Grove, Millwall",,false,200109,BikePoints_576,true,false,
"Globe Town Market, Bethnal Green",,false,200247,BikePoints_577,true,false,
"Hollybush Gardens, Bethnal Green",,false,200244,BikePoints_578,true,false,1330444680000
"Queen Street 2, Bank",,false,200128,BikePoints_579,true,false,
"Doddington Grove, Kennington",,false,200084,BikePoints_580,true,false,1392208500000
"New Cavendish Street, Marylebone",,false,200005,BikePoints_581,true,false,1331883540000
"Abingdon Green, Westminster",,false,200231,BikePoints_583,true,false,
"Ilchester Gardens, Bayswater",,false,200086,BikePoints_584,true,false,
"Mudchute DLR, Cubitt Town",,false,200092,BikePoints_586,true,false,1331797200000
"Monument Street, Monument",,false,200101,BikePoints_587,true,false,1332406320000
"Hoxton Street, Hoxton",,false,200071,BikePoints_588,true,false,1330937820000
"Drayton Gardens, West Chelsea",,false,200060,BikePoints_589,true,false,
"Greenberry Street, St.John's Wood",,false,200236,BikePoints_590,true,false,
"Bishop's Bridge Road East, Bayswater",,false,200108,BikePoints_592,true,false,
"Northdown Street, King's Cross",,false,200058,BikePoints_593,true,false,
"Kingsway Southbound, Strand",,false,200226,BikePoints_594,true,false,1331710680000
"Hammersmith Road, Hammersmith",,false,200142,BikePoints_595,true,false,
"Parson's Green , Parson's Green",,false,200237,BikePoints_596,true,false,
"Fulham Park Road, Fulham",,false,200229,BikePoints_597,true,false,
"Southerton Road, Hammersmith",,false,200166,BikePoints_598,true,false,1501544700000
"Manbre Road, Hammersmith",,false,200235,BikePoints_599,true,false,
"South Lambeth Road, Vauxhall",,false,200133,BikePoints_600,true,false,
"BBC White City, White City",,false,200136,BikePoints_601,true,false,
"Union Grove, Wandsworth Road",,false,200211,BikePoints_602,true,false,
"Caldwell Street, Stockwell",,false,200137,BikePoints_603,true,false,
"St Martins Close, Camden Town",,false,200195,BikePoints_604,true,false,
"Addison Road, Holland Park",,false,200218,BikePoints_606,true,false,
"Putney Bridge Station, Fulham",,false,200125,BikePoints_607,true,false,
"Colet Gardens, Hammersmith",,false,200224,BikePoints_608,true,false,
"Sugden Road, Clapham",,false,200208,BikePoints_609,true,false,1380109980000
"Danvers Street, West Chelsea",,false,200222,BikePoints_610,true,false,1380113460000
"Princedale Road , Holland Park",,false,200067,BikePoints_611,true,false,1380203940000
"Wandsworth Rd, Isley Court, Wandsworth Road",,false,200175,BikePoints_612,true,false,1380294600000
"Woodstock Grove, Shepherd's Bush",,false,200214,BikePoints_613,true,false,1380211860000
"London Fields, Hackney Central",,false,200025,BikePoints_614,true,false,1380795000000
"Chadwell Street, Angel",,false,003471,BikePoints_254,true,false,1279700940000
"Clifton Road, Maida Vale",,false,001147,BikePoints_255,true,false,1279702560000
"Houghton Street, Strand",,false,003484,BikePoints_256,true,false,1279708020000
"Westminster University, Marylebone",,false,001194,BikePoints_257,true,false,1279708140000
"Kensington Gore, Knightsbridge",,false,001193,BikePoints_258,true,false,1279708380000
"Bourne Street, Belgravia",,false,001180,BikePoints_259,true,false,1279709100000
"Broadwick Street, Soho",,false,003489,BikePoints_260,true,false,1279711020000
"Princes Square, Bayswater",,false,003491,BikePoints_261,true,false,1279711200000
"LSBU (Borough Road), Elephant & Castle",,false,001095,BikePoints_262,true,false,1279711620000
"St. Mary Axe, Aldgate",,false,001184,BikePoints_263,true,false,1279712160000
"Tysoe Street, Clerkenwell",,false,001146,BikePoints_264,true,false,1279712520000
"Southwick Street, Paddington",,false,003490,BikePoints_265,true,false,1279714320000
"Queen's Gate (North), Kensington",,false,001204,BikePoints_266,true,false,1279714560000
"Regency Street, Westminster",,false,001155,BikePoints_267,true,false,1279714740000
"Belgrave Road, Victoria",,false,001087,BikePoints_268,true,false,1279714920000
"Empire Square, The Borough",,false,001209,BikePoints_269,true,false,1279715100000
"Kennington Lane Rail Bridge, Vauxhall",,false,001190,BikePoints_270,true,false,1279720380000
"London Zoo,  The Regent's Park",,false,001136,BikePoints_271,true,false,1279720920000
"Baylis Road, Waterloo",,false,001133,BikePoints_272,true,false,1279721220000
"Belvedere Road 1, South Bank",,false,001186,BikePoints_273,true,false,1279721400000
"Warwick Road, Olympia",,false,001134,BikePoints_274,true,false,1279721580000
"Barbican Centre, Barbican",,false,001191,BikePoints_275,true,false,1279721880000
"Lower Thames Street, Monument",,false,001098,BikePoints_276,true,false,1279723200000
"Kensington Church Street, Kensington",,false,001143,BikePoints_277,true,false,1279723320000
"Tooley Street, Bermondsey",,false,001142,BikePoints_278,true,false,1279723500000
"North Wharf Road, Paddington",,false,001108,BikePoints_279,true,false,1279723740000
"Royal Avenue 2, Chelsea",,false,003462,BikePoints_280,true,false,1279726440000
"Smith Square, Westminster",,false,003480,BikePoints_281,true,false,1279726620000
"Royal London Hospital, Whitechapel",,false,001077,BikePoints_282,true,false,1279726980000
"Kingsway, Covent Garden",,false,001141,BikePoints_283,true,false,1279727220000
"Lambeth North Station, Waterloo",,false,001117,BikePoints_284,true,false,1279727580000
"St. John's Wood Road, St. John's Wood",,false,001187,BikePoints_286,true,false,1279727880000
"Bedford Way, Bloomsbury",,false,001156,BikePoints_287,true,false,1279728060000
"Elizabeth Bridge, Victoria",,false,001138,BikePoints_288,true,false,1279793820000
"South Audley Street, Mayfair",,false,003493,BikePoints_289,true,false,1279794060000
"St Mary's Hospital, Paddington",,false,003496,BikePoints_290,true,false,1279795140000
"Claverton Street, Pimlico",,false,001135,BikePoints_291,true,false,1279800420000
"Kensington Olympia Station, Olympia",,false,001214,BikePoints_293,true,false,1279800780000
"St. George's Square, Pimlico",,false,001195,BikePoints_294,true,false,1279800900000
"Swan Street, The Borough",,false,001216,BikePoints_295,true,false,1279801080000
"Knaresborough Place, Earl's Court",,false,200069,BikePoints_296,true,false,1377258960000
"Geraldine Street, Elephant & Castle",,false,003498,BikePoints_297,true,false,1279801560000
"Curlew Street, Shad Thames",,false,001213,BikePoints_298,true,false,1279805640000
"Vincent Square, Westminster",,false,001196,BikePoints_299,true,false,1279808160000
"Serpentine Car Park, Hyde Park",,false,001217,BikePoints_300,true,false,1279808700000
"Marylebone Lane, Marylebone",,false,001152,BikePoints_301,true,false,1279809000000
"Putney Pier, Wandsworth",,false,003492,BikePoints_302,true,false,1279812360000
"Albert Gate, Hyde Park",,false,001132,BikePoints_303,true,false,1279812720000
"Rathbone Street, Fitzrovia",,false,003497,BikePoints_306,true,false,1279816260000
"Black Lion Gate, Kensington Gardens",,false,001157,BikePoints_307,true,false,1279816500000
"Long Lane , Bermondsey",,false,001189,BikePoints_308,true,false,1279816740000
"Embankment (Savoy), Strand",,false,001192,BikePoints_309,true,false,1279875060000
"Black Prince Road, Vauxhall",,false,001205,BikePoints_310,true,false,1279879560000
"Foley Street, Fitzrovia",,false,003494,BikePoints_311,true,false,1279880100000
"Grove End Road, St. John's Wood",,false,001130,BikePoints_312,true,false,1279880340000
"Wells Street, Fitzrovia",,false,003495,BikePoints_313,true,false,1279880520000
"Tyers Gate, Bermondsey",,false,003485,BikePoints_314,true,false,1279884480000
"The Tennis Courts, The Regent's Park",,false,001199,BikePoints_315,true,false,1279884660000
"Warwick Row, Westminster",1539845760000,false,000968,BikePoints_316,true,false,1279884840000
"Dickens Square, Borough",,false,001208,BikePoints_317,true,false,1279885080000
"Sackville Street, Mayfair",,false,001197,BikePoints_318,true,false,1279885320000
"Baldwin Street, St. Luke's",,false,003500,BikePoints_319,true,false,1279890360000
"Queen Mother Sports Centre, Victoria",,false,001148,BikePoints_320,true,false,1279890840000
"Bermondsey Street, Bermondsey",,false,002637,BikePoints_321,true,false,1279891020000
"Palissy Street, Shoreditch",,false,003502,BikePoints_322,true,false,1279891920000
"Clifton Street, Shoreditch",,false,003501,BikePoints_323,true,false,1279892040000
"Ontario Street, Elephant & Castle",,false,001200,BikePoints_324,true,false,1279894920000
"St. Martin's Street, West End",,false,001158,BikePoints_325,true,false,1279896660000
"Graham Street, Angel",,false,001131,BikePoints_326,true,false,1279896840000
"New North Road 1, Hoxton",,false,001128,BikePoints_327,true,false,1280133420000
"New North Road 2, Hoxton",,false,002641,BikePoints_328,true,false,1280133540000
"Prince Albert Road, The Regent's Park",,false,002636,BikePoints_329,true,false,1280133720000
"Eastbourne Mews, Paddington",,false,001203,BikePoints_330,true,false,1280141280000
"Bunhill Row, Moorgate",,false,001211,BikePoints_331,true,false,1280141460000
"Nevern Place, Earl's Court",,false,001210,BikePoints_332,true,false,1280142360000
"Palace Gardens Terrace, Notting Hill",,false,002633,BikePoints_333,true,false,1280142540000
"Concert Hall Approach 1, South Bank",,false,002635,BikePoints_334,true,false,1280147580000
"Tavistock Street, Covent Garden",,false,001207,BikePoints_335,true,false,1280152560000
"Concert Hall Approach 2, South Bank",,false,001212,BikePoints_336,true,false,1280152800000
"Pembridge Villas, Notting Hill",,false,002589,BikePoints_337,true,false,1280153100000
"Finlay Street, Fulham",,false,200029,BikePoints_615,true,false,1380288900000
"Aintree Street, Fulham",,false,200098,BikePoints_616,true,false,
"Elysium Place, Fulham",,false,200028,BikePoints_617,true,false,1380531540000
"Eel Brook Common, Walham Green",,false,300003,BikePoints_618,true,false,1380546540000
"Irene Road, Parsons Green",,false,300012,BikePoints_619,true,false,1380552360000
"Surrey Lane, Battersea",,false,300010,BikePoints_620,true,false,1380629040000
"Wandsworth Town Station, Wandsworth",,false,200091,BikePoints_621,true,false,1380899280000
"Lansdowne Road, Ladbroke Grove",,false,200172,BikePoints_622,true,false,1380901680000
"Nantes Close, Wandsworth",,false,200186,BikePoints_623,true,false,1381135320000
"Courland Grove, Wandsworth Road",,false,200173,BikePoints_624,true,false,1381224240000
"Queen's Circus, Battersea Park",,false,200190,BikePoints_625,true,false,1381227480000
