temporary,place_id,install_date,removal_date,common_name,terminal_name,installed,locked
false,BikePoints_729,1385391300000,,"St. Peter's Terrace, Fulham",300043,true,false
false,BikePoints_730,1385132580000,,"Bridge Avenue, Hammersmith",300082,true,false
false,BikePoints_731,1385394720000,,"Michael Road, Walham Green",300095,true,false
false,BikePoints_732,1385458020000,,"Duke Street Hill, London Bridge",300083,true,false
false,BikePoints_733,1385460840000,,"Park Lane, Mayfair",300093,true,false
false,BikePoints_734,1385464500000,,"Plough Terrace, Clapham Junction",300094,true,false
false,BikePoints_735,1385383080000,,"Grant Road East, Clapham Junction",200120,true,false
false,BikePoints_736,1385472900000,,"Queensdale Road, Shepherd's Bush",300088,true,false
false,BikePoints_737,1385554620000,,"Fulham Broadway, Walham Green",300086,true,false
false,BikePoints_738,1385563380000,,"Imperial Road, Sands End",300087,true,false
false,BikePoints_739,1385631000000,,"Hortensia Road, West Brompton",300091,true,false
false,BikePoints_740,1385635440000,,"Sirdar Road, Avondale",300084,true,false
false,BikePoints_741,1385640120000,,"Freston Road, Avondale",300085,true,false
false,BikePoints_742,1385649540000,,"Blenheim Crescent, Ladbroke Grove",300090,true,false
false,BikePoints_743,1385723700000,,"Oxford Road, Putney",300078,true,false
false,BikePoints_744,1385729760000,,"Ingrave Street, Clapham Junction",300077,true,false
false,BikePoints_745,1385740020000,,"Upcerne Road, West Chelsea",300075,true,false
false,BikePoints_746,1385985720000,,"Lots Road, West Chelsea",300076,true,false
false,BikePoints_747,1385997240000,,"Ormonde Gate, Chelsea",300089,true,false
false,BikePoints_748,1386159900000,,"Hertford Road, De Beauvoir Town",300092,true,false
false,BikePoints_749,1386172440000,,"Haggerston Road, Haggerston",300081,true,false
false,BikePoints_750,1386240360000,,"Culvert Road, Battersea",300080,true,false
false,BikePoints_751,1386250800000,,"Newton Street, Covent Garden",300074,true,false
false,BikePoints_752,1650364320000,,"London Street, Paddington",300079,true,false
false,BikePoints_754,1389003540000,,"Grenfell Road, Avondale",300067,true,false
false,BikePoints_755,1389008580000,,"The Vale, Chelsea",300058,true,false
false,BikePoints_756,1390223040000,,"Prince of Wales Drive, Battersea Park",300073,true,false
false,BikePoints_757,1389094260000,,"Harcourt Terrace, West Brompton",300069,true,false
false,BikePoints_758,1389178020000,,"Westbourne Park Road, Portobello",300057,true,false
false,BikePoints_759,1389627480000,,"Broadley Terrace, Marylebone",300072,true,false
false,BikePoints_761,1389781800000,,"Humbolt Road, Fulham",300068,true,false
false,BikePoints_762,1392039000000,,"Storey's Gate, Westminster",200202,true,false
false,BikePoints_763,1392043020000,,"Mile End Park Leisure Centre, Mile End",300027,true,false
false,BikePoints_764,1392633480000,,"St. John's Road, Clapham Junction",200185,true,false
false,BikePoints_765,1392986940000,,"Ranelagh Gardens, Fulham",300064,true,false
false,BikePoints_766,1392894840000,,"Ram Street, Wandsworth",200079,true,false
false,BikePoints_767,1393406280000,,"Santos Road, Wandsworth",200177,true,false
false,BikePoints_768,1393494060000,,"Clapham Common North Side, Clapham Common",300065,true,false
false,BikePoints_769,1393939560000,,"Sandilands Road, Walham Green",300001,true,false
false,BikePoints_770,1394099280000,,"Gwendwr Road, West Kensington",300097,true,false
false,BikePoints_771,1394018400000,,"Rifle Place, Avondale",300007,true,false
false,BikePoints_772,1396442100000,,"Binfield Road, Stockwell",300015,true,false
false,BikePoints_773,1396262520000,,"Tallis Street, Temple",300096,true,false
false,BikePoints_774,1396265880000,,"Hurlingham Park, Parsons Green",300098,true,false
false,BikePoints_775,1396270320000,,"Little Brook Green, Brook Green",300101,true,false
false,BikePoints_776,1396273320000,,"Abyssinia Close, Clapham Junction",300099,true,false
false,BikePoints_777,1406282940000,,"Limburg Road, Clapham Junction",300100,true,false
false,BikePoints_779,1435313700000,,"Houndsditch, Aldgate",200072,true,false
false,BikePoints_780,1439455200000,,"Imperial Wharf Station, Sands End",300070,true,false
false,BikePoints_781,1446485340000,,"Victoria & Albert Museum, South Kensington",300032,true,false
false,BikePoints_85,1279026060000,,"Tanner Street, Bermondsey",000994,true,false
false,BikePoints_86,1279027140000,,"Sancroft Street, Vauxhall",003434,true,false
false,BikePoints_87,1279027680000,,"Devonshire Square, Liverpool Street",003438,true,false
false,BikePoints_88,1279028280000,,"Bayley Street , Bloomsbury",001006,true,false
false,BikePoints_89,1279029360000,,"Tavistock Place, Bloomsbury",003439,true,false
false,BikePoints_90,1279030020000,,"Harrington Square 1, Camden Town",001038,true,false
false,BikePoints_91,1279036740000,,"Walnut Tree Walk, Vauxhall",001076,true,false
false,BikePoints_92,1279037040000,,"Borough Road, Elephant & Castle",001082,true,false
false,BikePoints_93,1279037760000,,"Cloudesley Road, Angel",002586,true,false
false,BikePoints_94,1279038420000,,"Bricklayers Arms, Borough",001070,true,false
false,BikePoints_95,1279096560000,,"Aldersgate Street, Barbican",001065,true,false
false,BikePoints_96,1279096980000,,"Falkirk Street, Hoxton",001047,true,false
false,BikePoints_97,1279097580000,,"Gloucester Road (North), Kensington",003447,true,false
false,BikePoints_98,1279099080000,,"Hampstead Road, Euston",000972,true,false
false,BikePoints_99,1279099680000,,"Old Quebec Street, Marylebone",001085,true,false
false,BikePoints_100,1279099860000,,"Albert Embankment, Vauxhall",001059,true,false
false,BikePoints_101,1279102680000,,"Queen Street 1, Bank",000999,true,false
false,BikePoints_102,1279102860000,,"Jewry Street, Aldgate",001045,true,false
false,BikePoints_103,1279103520000,,"Vicarage Gate, Kensington",003441,true,false
false,BikePoints_104,1279103760000,,"Crosswall, Tower",000991,true,false
false,BikePoints_105,1279105320000,,"Westbourne Grove, Bayswater",001041,true,false
false,BikePoints_106,1279106880000,,"Woodstock Street, Mayfair",001042,true,false
false,BikePoints_107,1279107480000,,"Finsbury Leisure Centre, St. Luke's",001049,true,false
false,BikePoints_108,1279107720000,,"Abbey Orchard Street, Westminster",003429,true,false
false,BikePoints_109,1279108320000,,"Soho Square , Soho",001052,true,false
false,BikePoints_110,1279108920000,,"Wellington Road, St. John's Wood",001055,true,false
false,BikePoints_111,1279109160000,,"Park Lane , Hyde Park",001037,true,false
false,BikePoints_113,1279116600000,,"Gloucester Road (Central), South Kensington",003435,true,false
false,BikePoints_114,1279119900000,,"Park Road (Baker Street), The Regent's Park",001050,true,false
false,BikePoints_115,1279120680000,,"Braham Street, Aldgate",001062,true,false
false,BikePoints_116,1279122360000,,"Little Argyll Street, West End",000995,true,false
false,BikePoints_117,1279124220000,,"Lollard Street, Vauxhall",000998,true,false
false,BikePoints_118,1279124520000,,"Rochester Row, Westminster",003457,true,false
false,BikePoints_119,1279124760000,,"Bath Street, St. Luke's",000964,true,false
false,BikePoints_120,1279187040000,,"The Guildhall, Guildhall",001044,true,false
false,BikePoints_121,1279189200000,,"Baker Street, Marylebone",001086,true,false
false,BikePoints_122,1279190040000,,"Norton Folgate, Liverpool Street",001068,true,false
false,BikePoints_123,1279191300000,,"St. John Street, Finsbury",000992,true,false
false,BikePoints_124,1279191540000,,"Eaton Square, Belgravia",001069,true,false
false,BikePoints_125,1279192200000,,"Borough High Street, The Borough",000996,true,false
false,BikePoints_126,1279193340000,,"Museum of London, Barbican",001043,true,false
false,BikePoints_127,1279193520000,,"Wood Street, Guildhall",001063,true,false
false,BikePoints_128,1279194060000,,"Emperor's Gate, South Kensington",001116,true,false
false,BikePoints_129,1279198500000,,"Golden Square, Soho",003451,true,false
false,BikePoints_130,1279198800000,,"Tower Gardens , Tower",001071,true,false
false,BikePoints_131,1279199280000,,"Eversholt Street , Camden Town",001005,true,false
false,BikePoints_132,1279199520000,,"Bethnal Green Road, Shoreditch",000973,true,false
false,BikePoints_133,1279200240000,,"Derry Street, Kensington",003436,true,false
false,BikePoints_134,1279200900000,,"Wapping High Street, Wapping",001039,true,false
false,BikePoints_135,1279201080000,,"Clerkenwell Green, Clerkenwell",001053,true,false
false,BikePoints_136,1279201200000,,"Queen Victoria Street, St. Paul's",001048,true,false
false,BikePoints_138,1279205220000,,"Green Street, Mayfair",003464,true,false
false,BikePoints_139,1279205460000,,"Lambeth Road, Vauxhall",001078,true,false
false,BikePoints_140,1279205580000,,"Finsbury Square , Moorgate",001056,true,false
false,BikePoints_141,1279210980000,,"Chapel Place, Marylebone",001003,true,false
false,BikePoints_142,1279211220000,,"West Cromwell Road, Earl's Court",001001,true,false
false,BikePoints_143,1279211400000,,"Pont Street, Knightsbridge",001114,true,false
false,BikePoints_144,1279211580000,,"Kennington Cross, Kennington",001093,true,false
false,BikePoints_145,1279212180000,,"Ilchester Place, Kensington",001115,true,false
false,BikePoints_146,1279212360000,,"Vauxhall Bridge , Pimlico",001046,true,false
false,BikePoints_148,,,"Tachbrook Street, Victoria",000965,true,false
false,BikePoints_149,1279215360000,,"Kennington Road Post Office, Oval",001073,true,false
false,BikePoints_150,1279215540000,,"Holy Trinity Brompton, Knightsbridge",001002,true,false
false,BikePoints_151,1279215720000,,"Chepstow Villas, Notting Hill",001120,true,false
false,BikePoints_152,1279215900000,,"Hampton Street, Walworth",001118,true,false
false,BikePoints_153,1279216080000,,"Bayswater Road, Hyde Park",001096,true,false
false,BikePoints_154,,,"Waterloo Station 3, Waterloo",001072,true,false
false,BikePoints_155,1279272660000,,"Lexham Gardens, Kensington",001121,true,false
false,BikePoints_156,1279273080000,,"New Kent Road, The Borough",000966,true,false
false,BikePoints_157,1279273200000,,"Wright's Lane, Kensington",001094,true,false
false,BikePoints_158,1279273320000,,"Trebovir Road, Earl's Court",001113,true,false
false,BikePoints_160,1279274280000,,"Waterloo Place, St. James's",003458,true,false
false,BikePoints_161,1279286940000,,"Guildhouse Street, Victoria",003478,true,false
false,BikePoints_162,1279287120000,,"Southampton Place, Holborn",001123,true,false
false,BikePoints_163,1279287300000,,"Sloane Avenue, Knightsbridge",003461,true,false
false,BikePoints_164,1279287600000,,"Cleveland Gardens, Bayswater",001178,true,false
false,BikePoints_165,1279287960000,,"Orsett Terrace, Bayswater",002585,true,false
false,BikePoints_166,1279288140000,,"Seville Street, Knightsbridge",001177,true,false
false,BikePoints_167,,,"Eccleston Place, Victoria",003465,true,false
false,BikePoints_168,1279289400000,,"Argyll Road, Kensington",003463,true,false
false,BikePoints_435,1323346020000,,"Kennington Station, Kennington",022170,true,false
false,BikePoints_436,1323350220000,,"Red Lion Street, Holborn",022171,true,false
false,BikePoints_437,1325746380000,,"Vauxhall Walk, Vauxhall",200056,true,false
false,BikePoints_439,1325705460000,,"Killick Street, King's Cross",200053,true,false
false,BikePoints_440,1325708160000,,"Kennington Oval, Oval",200032,true,false
false,BikePoints_441,1325711220000,,"Sail Street, Vauxhall",200039,true,false
false,BikePoints_442,1325940420000,,"Walmer Road, Avondale",200035,true,false
false,BikePoints_443,1325941800000,,"Philpot Street, Whitechapel",200033,true,false
false,BikePoints_444,1325944680000,,"Bethnal Green Garden, Bethnal Green",200047,true,false
false,BikePoints_445,1325945820000,,"Cheshire Street, Bethnal Green",200003,true,false
false,BikePoints_446,1325948880000,,"York Hall, Bethnal Green",200042,true,false
false,BikePoints_447,1325949000000,,"Jubilee Crescent, Cubitt Town",200054,true,false
false,BikePoints_448,1325952660000,,"Fisherman's Walk West, Canary Wharf",022165,true,false
false,BikePoints_449,1325952900000,,"Shadwell Station, Shadwell",200020,true,false
false,BikePoints_450,1326105240000,,"Jubilee Street, Stepney",200002,true,false
false,BikePoints_451,1325501400000,,"Hermitage Court, Wapping",200021,true,false
false,BikePoints_452,1326109140000,,"St. Katharine's Way, Tower",200049,true,false
false,BikePoints_453,1326111060000,,"Garnet Street, Shadwell",200045,true,false
false,BikePoints_454,1326115380000,,"Napier Avenue, Millwall",200046,true,false
false,BikePoints_455,1326117780000,,"East Ferry Road, Cubitt Town",200031,true,false
false,BikePoints_456,1326197580000,,"Parkway, Camden Town",200118,true,false
false,BikePoints_457,1326203280000,,"Castlehaven Road, Camden Town",200016,true,false
false,BikePoints_458,1326294780000,,"Wapping Lane, Wapping",200034,true,false
false,BikePoints_459,,,"Gunmakers Lane, Old Ford",200014,true,false
false,BikePoints_460,1326284820000,,"Burdett Road, Mile End",200123,true,false
true,BikePoints_461,1326293640000,,"Aston Street, Stepney",200013,true,false
false,BikePoints_462,1326294600000,,"Bonny Street, Camden Town",200105,true,false
false,BikePoints_463,,,"Thurtle Road, Haggerston",200093,true,false
false,BikePoints_464,1326304980000,,"St. Mary & St. Michael Church, Stepney",200082,true,false
false,BikePoints_465,1333613280000,,"Pitfield Street North,Hoxton",200152,true,false
false,BikePoints_466,1326360000000,,"Whiston Road, Haggerston",200158,true,false
false,BikePoints_467,1326374040000,,"Southern Grove, Bow",200168,true,false
false,BikePoints_468,1326375720000,,"Cantrell Road, Bow",200150,true,false
false,BikePoints_469,1326381060000,,"Lindfield Street, Poplar",022178,true,false
false,BikePoints_470,1326790620000,,"Mostyn Grove, Bow",200174,true,false
false,BikePoints_471,1326790860000,,"Hewison Street, Old Ford",200006,true,false
false,BikePoints_472,1326791160000,,"Malmesbury Road, Bow",200019,true,false
false,BikePoints_473,1326816540000,,"Millharbour, Millwall",022167,true,false
false,BikePoints_474,1326822960000,,"Gascoyne Road, Victoria Park",200155,true,false
false,BikePoints_475,1326825480000,,"Lightermans Road, Millwall",200004,true,false
false,BikePoints_476,1326962100000,,"Stebondale Street, Cubitt Town",200009,true,false
false,BikePoints_477,1326963780000,,"Spindrift Avenue, Millwall",200018,true,false
false,BikePoints_478,1326965580000,,"Stepney Green Station, Stepney",200012,true,false
false,BikePoints_479,1326966240000,,"Pott Street, Bethnal Green",200156,true,false
false,BikePoints_480,1326975420000,,"Flamborough Street, Limehouse",200115,true,false
false,BikePoints_481,1326996480000,,"Saunders Ness Road, Cubitt Town",200022,true,false
false,BikePoints_482,1326996720000,,"Exhibition Road Museums 2, South Kensington",200052,true,false
false,BikePoints_483,1327088280000,,"Albert Gardens, Stepney",022166,true,false
false,BikePoints_484,1327339740000,,"Bromley High Street, Bow",022172,true,false
false,BikePoints_485,1327255440000,,"Old Ford Road, Bethnal Green",022173,true,false
false,BikePoints_486,1327338660000,,"Granby Street, Shoreditch",022174,true,false
false,BikePoints_487,1327936860000,,"Canton Street, Poplar",022175,true,false
false,BikePoints_488,1327254960000,,"Reardon Street, Wapping",022176,true,false
false,BikePoints_490,,,"Pennington Street, Wapping",200090,true,false
false,BikePoints_491,1327256220000,,"Queen Mary's, Mile End",200249,true,false
false,BikePoints_492,1327256520000,,"Maplin Street, Mile End",200230,true,false
false,BikePoints_494,1327433220000,,"South Quay East, Canary Wharf",200233,true,false
false,BikePoints_495,1327340460000,,"Bow Church Station, Bow",200252,true,false
false,BikePoints_496,1327400820000,,"Devons Road, Bow",200255,true,false
false,BikePoints_497,1327398420000,,"Merchant Street, Bow",200242,true,false
false,BikePoints_498,1327398660000,,"Bow Road Station, Bow",200251,true,false
false,BikePoints_499,1327407960000,,"Furze Green, Bow",200011,true,false
false,BikePoints_500,1327430040000,,"Ansell House, Stepney",200148,true,false
false,BikePoints_501,1327430220000,,"Cephas Street, Bethnal Green",200073,true,false
false,BikePoints_502,1563957840000,,"Bonner Gate, Victoria Park",200241,true,false
false,BikePoints_503,1327492920000,,"Cleveland Way, Stepney",200250,true,false
false,BikePoints_504,1327937820000,,"St. John's Park, Cubitt Town",200243,true,false
false,BikePoints_505,1327937460000,,"Ackroyd Drive, Bow",200038,true,false
false,BikePoints_506,1327938660000,,"Bell Lane, Liverpool Street",200036,true,false
false,BikePoints_507,1327938420000,,"Clarkson Street, Bethnal Green",200131,true,false
false,BikePoints_508,1327938180000,,"Fournier Street, Whitechapel",200157,true,false
false,BikePoints_509,1327938120000,,"Fore Street, Guildhall",200253,true,false
false,BikePoints_510,,,"Westferry DLR, Limehouse",200238,true,false
false,BikePoints_511,1327937940000,,"Sutton Street, Shadwell",200256,true,false
false,BikePoints_512,1328112600000,,"Pritchard's Road, Bethnal Green",200083,true,false
false,BikePoints_513,,,"Watney Market, Stepney",200162,true,false
false,BikePoints_514,1328201520000,,"Portman Square, Marylebone",200008,true,false
false,BikePoints_515,,,"Russell Gardens, Olympia",200080,true,false
false,BikePoints_516,1328202420000,,"Chrisp Street Market, Poplar",200089,true,false
false,BikePoints_517,1326790860000,,"Ford Road, Old Ford",200027,true,false
false,BikePoints_518,,,"Antill Road, Mile End",200041,true,false
false,BikePoints_519,,,"Teviot Street, Poplar",200254,true,false
false,BikePoints_520,,,"Bancroft Road, Bethnal Green",200234,true,false
false,BikePoints_521,,,"Driffield Road, Old Ford",200030,true,false
false,BikePoints_782,1446485820000,,"Halford Road, West Kensington",300210,true,false
false,BikePoints_783,1448529660000,,"Monier Road, Hackney Wick",300213,true,false
false,BikePoints_784,1452789240000,,"East Village, Queen Elizabeth Olympic Park",300200,true,false
false,BikePoints_785,1451908440000,,"Aquatic Centre, Queen Elizabeth Olympic Park",300233,true,false
false,BikePoints_786,1451918160000,,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",300029,true,false
false,BikePoints_787,1451900700000,,"Timber Lodge, Queen Elizabeth Olympic Park",300227,true,false
false,BikePoints_788,1451906880000,,"Copper Box Arena, Queen Elizabeth Olympic Park",300226,true,false
false,BikePoints_789,1452507000000,,"Podium, Queen Elizabeth Olympic Park",300021,true,false
false,BikePoints_790,1452687420000,,"Stratford Station, Stratford",300234,true,false
false,BikePoints_792,1454926380000,,"Blackfriars Road, Southwark",300214,true,false
false,BikePoints_793,1459424760000,,"Cromer Street, Bloomsbury",300205,true,false
false,BikePoints_794,1456404240000,,"Victoria Rise, Clapham Common",300204,true,false
false,BikePoints_795,1456744740000,,"Euston Square Gardens, Euston",300203,true,false
false,BikePoints_796,1456746420000,,"Coram Street, Bloomsbury",300201,true,false
false,BikePoints_797,1456839540000,,"Ossulston Street, Somers Town",300211,true,false
false,BikePoints_798,1464787980000,,"Birkenhead Street, King's Cross",300212,true,false
false,BikePoints_799,1464876480000,,"Kings Gate House, Westminster",300202,true,false
false,BikePoints_800,1457107140000,,"Sopwith Way, Battersea Park",300248,true,false
false,BikePoints_801,1458824640000,,"Lavington Street, Bankside",300208,true,false
false,BikePoints_802,1464865500000,,"Albert Square, Stockwell",300209,true,false
false,BikePoints_803,1464787860000,,"Southwark Street, Bankside",300238,true,false
false,BikePoints_804,1459410960000,,"Good's Way, King's Cross",300243,true,false
false,BikePoints_805,1467626400000,,"The Metropolitan, Portobello",300244,true,false
false,BikePoints_806,1472723460000,,"Handyside Street, King's Cross",300241,true,false
false,BikePoints_807,1466715600000,,"Bevington Road West, North Kensington",300236,true,false
false,BikePoints_808,1461753540000,,"Gauden Road, Clapham",300207,true,false
false,BikePoints_809,1467640800000,,"Lincoln's Inn Fields, Holborn",300240,true,false
false,BikePoints_810,1464943200000,,"Tate Modern, Bankside",300237,true,false
false,BikePoints_811,1469538960000,,"Westferry Circus, Canary Wharf",300228,true,false
false,BikePoints_812,1469005200000,,"Here East North, Queen Elizabeth Olympic Park",300217,true,false
false,BikePoints_813,1467627120000,,"New Spring Gardens Walk, Vauxhall",300224,true,false
false,BikePoints_814,1464870060000,,"Clapham Road, Lingham Street, Stockwell",300245,true,false
false,BikePoints_815,1462357680000,,"Lambeth Palace Road, Waterloo",300231,true,false
false,BikePoints_816,1489065360000,,"Here East South, Queen Elizabeth Olympic Park",300219,true,false
false,BikePoints_817,1464949140000,,"Riverlight South, Nine Elms",300232,true,false
false,BikePoints_818,1563958740000,,"Westminster Pier, Westminster",300249,true,false
false,BikePoints_819,1476360120000,,"Belvedere Road 2, South Bank",300246,true,false
false,BikePoints_820,1481807940000,,"Victory Place, Walworth",300239,true,false
false,BikePoints_821,1487335920000,,"Battersea Power Station, Battersea Park",300221,true,false
false,BikePoints_826,1500554880000,,"Allington Street, Victoria",300242,true,false
false,BikePoints_827,1517788800000,,"Cranmer Road, Stockwell",300247,true,false
false,BikePoints_828,1517788800000,,"Normandy Road, Stockwell",300225,true,false
false,BikePoints_829,1517443200000,,"Wynne Road, Stockwell",300230,true,false
false,BikePoints_830,1517961600000,,"Sidney Road, Stockwell",300229,true,false
false,BikePoints_831,1517961600000,,"St John's Crescent, Brixton",300215,true,false
false,BikePoints_832,1517961600000,,"Ferndale Road, Brixton",200240,true,false
false,BikePoints_833,1517875200000,,"Saltoun Road, Brixton",300206,true,false
false,BikePoints_834,1529449200000,,"Gas Holders, Battersea Park",300216,true,false
false,BikePoints_835,,,"Farringdon Street, Holborn",300220,true,false
false,BikePoints_836,,,"York Way, Kings Cross",300235,true,false
false,BikePoints_838,1539254700000,,"Fore Street Avenue, Guildhall",300222,true,false
false,BikePoints_839,1544611140000,,"Sea Containers, South Bank",200144,true,false
false,BikePoints_840,1599752640000,,"George Row, Bermondsey",002679,true,false
false,BikePoints_841,,,"Tower Wharf, Bermondsey",002667,true,false
false,BikePoints_842,1600856400000,,"Temple Gardens, Temple",300250,true,false
false,BikePoints_844,1608298140000,,"Canada Water Station, Rotherhithe",300252,true,false
false,BikePoints_845,1608303660000,,"Bermondsey Station, Bermondsey",300253,true,false
false,BikePoints_169,1279289760000,,"Porchester Place, Paddington",003477,true,false
false,BikePoints_170,1279290180000,,"Hardwick Street, Clerkenwell",001057,true,false
false,BikePoints_171,1279291200000,,"Collingham Gardens, Earl's Court",003459,true,false
false,BikePoints_172,1279291500000,,"Sumner Place, South Kensington",001124,true,false
false,BikePoints_173,1279292700000,,"Waterloo Road, South Bank",001176,true,false
false,BikePoints_174,1279295940000,,"Strand, Strand",001100,true,false
false,BikePoints_175,1529674980000,,"Worship Street, Shoreditch",000997,true,false
false,BikePoints_176,1279297560000,,"Gloucester Terrace, Bayswater",001173,true,false
false,BikePoints_177,1279297740000,,"Ashley Place, Victoria",001122,true,false
false,BikePoints_178,1279297920000,,"Warwick Square, Pimlico",003460,true,false
false,BikePoints_180,1279298220000,,"North Audley Street, Mayfair",001126,true,false
false,BikePoints_181,1279298460000,,"Belgrave Square, Belgravia",003473,true,false
false,BikePoints_182,1279363140000,,"Bell Street , Marylebone",001166,true,false
false,BikePoints_183,1279364160000,,"Riverlight North, Nine Elms",001165,true,false
false,BikePoints_184,1279364280000,,"Portland Place, Marylebone",001164,true,false
false,BikePoints_185,1279365360000,,"Alderney Street, Pimlico",001174,true,false
false,BikePoints_186,1279365480000,,"South Wharf Road, Paddington",001167,true,false
false,BikePoints_187,1279365720000,,"Queen's Gate (South), South Kensington",001172,true,false
false,BikePoints_188,1279376760000,,"Nutford Place, Marylebone",001112,true,false
false,BikePoints_189,1279377180000,,"Claremont Square, Angel",001104,true,false
false,BikePoints_190,1279381080000,,"Rampayne Street, Pimlico",001106,true,false
false,BikePoints_191,1279383120000,,"Hyde Park Corner, Hyde Park",001075,true,false
false,BikePoints_192,1279383300000,,"Wardour Street, Soho",001163,true,false
false,BikePoints_193,1279392479356,,"Bankside Mix, Bankside",000963,true,false
false,BikePoints_194,1279392479395,,"Hop Exchange, The Borough",000960,true,false
false,BikePoints_195,1279392479432,,"Milroy Walk, South Bank",000959,true,false
false,BikePoints_196,1279392479471,,"Union Street, The Borough",000961,true,false
false,BikePoints_197,1279392479520,,"Stamford Street, South Bank",000962,true,false
false,BikePoints_199,1279441800000,,"Great Tower Street, Monument",001080,true,false
false,BikePoints_200,1279441920000,,"LMU Commercial Road, Whitechapel",001105,true,false
false,BikePoints_201,1279444080000,,"Dorset Square, Marylebone",001162,true,false
false,BikePoints_202,1279444320000,,"Leman Street, Aldgate",001102,true,false
false,BikePoints_203,1279445580000,,"West Smithfield Rotunda, Farringdon",001040,true,false
false,BikePoints_204,1279466640000,,"Margery Street, Clerkenwell",003468,true,false
false,BikePoints_206,1279471380000,,"New Road 1 , Whitechapel",001171,true,false
false,BikePoints_207,1279558140000,,"Grosvenor Crescent, Belgravia",001169,true,false
false,BikePoints_208,1279472580000,,"Mallory Street, Marylebone",001175,true,false
false,BikePoints_210,1279535160000,,"Hinde Street, Marylebone",003476,true,false
false,BikePoints_211,1279535820000,,"Cadogan Place, Knightsbridge",003469,true,false
false,BikePoints_212,1279536840000,,"Campden Hill Road, Notting Hill",003487,true,false
false,BikePoints_213,1279537020000,,"Wellington Arch, Hyde Park",001109,true,false
false,BikePoints_214,1279537200000,,"Endsleigh Gardens, Euston",001079,true,false
false,BikePoints_215,1279537380000,,"Moorfields, Moorgate",001092,true,false
false,BikePoints_216,1279537920000,,"Old Brompton Road, South Kensington",003479,true,false
false,BikePoints_217,1279538040000,,"Wormwood Street, Liverpool Street",002587,true,false
false,BikePoints_218,1279543740000,,"St. Luke's Church, Chelsea",003486,true,false
false,BikePoints_219,1279545900000,,"Bramham Gardens, Earl's Court",001183,true,false
false,BikePoints_220,1279546320000,,"Chelsea Green, Chelsea",001179,true,false
false,BikePoints_221,1279552200000,,"Horseferry Road, Westminster",001170,true,false
false,BikePoints_222,1279614120000,,"Knightsbridge, Hyde Park",001101,true,false
false,BikePoints_223,1279614420000,,"Rodney Road , Walworth",003481,true,false
false,BikePoints_224,1279615020000,,"Queensway, Kensington Gardens",001150,true,false
false,BikePoints_225,1279616280000,,"Notting Hill Gate Station, Notting Hill",001182,true,false
false,BikePoints_226,1279616520000,,"Charles II Street, West End",003488,true,false
false,BikePoints_227,1279616700000,,"Great Percy Street, Clerkenwell",003470,true,false
false,BikePoints_228,1279616880000,,"St. James's Square, St. James's",001067,true,false
false,BikePoints_229,1279617780000,,"Whitehall Place, Strand",001151,true,false
false,BikePoints_230,1279618020000,,"Poured Lines, Bankside",001144,true,false
false,BikePoints_231,1279622820000,,"Queen's Gate (Central), South Kensington",001089,true,false
false,BikePoints_232,1279623240000,,"Carey Street, Holborn",001139,true,false
false,BikePoints_233,1279624260000,,"Pall Mall East, West End",001153,true,false
false,BikePoints_234,1279624680000,,"Liverpool Road (N1 Centre), Angel",001081,true,false
false,BikePoints_235,1279625640000,,"Kennington Road  , Vauxhall",001154,true,false
false,BikePoints_236,1279625940000,,"Fashion Street, Whitechapel",003483,true,false
false,BikePoints_237,1279799040000,,"Dock Street, Wapping",003467,true,false
false,BikePoints_238,1279627920000,,"Frampton Street, Paddington",001099,true,false
false,BikePoints_239,1279628160000,,"Warren Street Station, Euston",001090,true,false
false,BikePoints_240,1279628280000,,"Colombo Street, Southwark",003472,true,false
false,BikePoints_242,1279628640000,,"Beaumont Street, Marylebone",003482,true,false
false,BikePoints_243,1279628940000,,"Gloucester Street, Pimlico",001103,true,false
false,BikePoints_244,1279629240000,,"Earnshaw Street , Covent Garden",001145,true,false
false,BikePoints_245,1279629660000,,"Grosvenor Road, Pimlico",001140,true,false
false,BikePoints_246,1279639740000,,"Berry Street, Clerkenwell",001159,true,false
false,BikePoints_247,1279639920000,,"St. John's Wood Church, The Regent's Park",001091,true,false
false,BikePoints_248,1279640160000,,"Triangle Car Park, Hyde Park",001088,true,false
false,BikePoints_249,1279640400000,,"Harper Road, The Borough",001137,true,false
false,BikePoints_250,1279641000000,,"Royal Avenue 1, Chelsea",003440,true,false
false,BikePoints_251,1279700160000,,"Brushfield Street, Liverpool Street",001161,true,false
false,BikePoints_252,1279700640000,,"Jubilee Gardens, South Bank",001111,true,false
false,BikePoints_253,1279700820000,,"Shoreditch Park, Hoxton",001051,true,false
false,BikePoints_522,,,"Clinton Road, Mile End",200161,true,false
false,BikePoints_523,,,"Langdon Park, Poplar",200160,true,false
false,BikePoints_524,1328515080000,,"Lancaster Gate , Bayswater",200017,true,false
false,BikePoints_525,1643301180000,,"Blythe Road, Olympia",200153,true,false
false,BikePoints_526,,,"Lancaster Drive, Blackwall",200143,true,false
false,BikePoints_527,1328777280000,,"Hansard Mews, Holland Park",200154,true,false
false,BikePoints_528,1328777880000,,"Clarges Street, Mayfair",200088,true,false
false,BikePoints_529,,,"Manresa Road, Chelsea",200010,true,false
