removal_date,temporary,install_date,locked,place_id,common_name,installed,terminal_name
,false,1380629040000,false,BikePoints_620,"Surrey Lane, Battersea",true,300010
,false,1380899280000,false,BikePoints_621,"Wandsworth Town Station, Wandsworth",true,200091
,false,1380901680000,false,BikePoints_622,"Lansdowne Road, Ladbroke Grove",true,200172
,false,1381135320000,false,BikePoints_623,"Nantes Close, Wandsworth",true,200186
,false,1381224240000,false,BikePoints_624,"Courland Grove, Wandsworth Road",true,200173
,false,1381227480000,false,BikePoints_625,"Queen's Circus, Battersea Park",true,200190
,false,1381920300000,false,BikePoints_626,"Normand Park, West Kensington",true,300008
,false,1381931400000,false,BikePoints_627,"Holden Street, Battersea",true,200007
,false,1381414980000,false,BikePoints_628,"William Morris Way, Sands End",true,200062
,false,1381479480000,false,BikePoints_629,"Morie Street, Wandsworth",true,200187
,false,1381487100000,false,BikePoints_630,"Clarence Walk, Stockwell",true,200194
,false,1381245300000,false,BikePoints_631,"Battersea Park Road, Nine Elms",true,200183
,false,1381220700000,false,BikePoints_632,"Sheepcote Lane, Battersea",true,200176
,false,1381402920000,false,BikePoints_633,"Vereker Road, West Kensington",true,200116
,false,1381743780000,false,BikePoints_634,"Brook Green South, Brook Green",true,300002
,false,1381756440000,false,BikePoints_635,"Greyhound Road, Hammersmith",true,200215
,false,1381846320000,false,BikePoints_636,"South Park, Sands End",true,200180
,false,1381933680000,false,BikePoints_637,"Spencer Park, Wandsworth Common",true,200191
,false,1381834020000,false,BikePoints_638,"Falcon Road, Clapham Junction",true,300014
,false,1381835700000,false,BikePoints_639,"Coomer Place, West Kensington",true,200081
,false,1382010420000,false,BikePoints_640,"Silverthorne Road, Battersea",true,200179
,false,1381926900000,false,BikePoints_641,"Archbishop's Park, Waterloo",true,300025
,false,1381934220000,false,BikePoints_642,"Fawcett Close, Battersea",true,200192
,false,1382010720000,false,BikePoints_643,"All Saints' Road, Portobello",true,300026
,false,1382278560000,false,BikePoints_644,"Rainville Road, Hammersmith",true,200182
,false,1382110800000,false,BikePoints_645,"Great Suffolk Street, The Borough",true,200200
,false,1382084340000,false,BikePoints_646,"Buckingham Gate, Westminster",true,200178
,false,1382347140000,false,BikePoints_647,"Richmond Way, Shepherd's Bush",true,200181
,false,1382352840000,false,BikePoints_648,"Peterborough Road, Sands End",true,200171
,false,1382348400000,false,BikePoints_649,"World's End Place, West Chelsea",true,300009
,false,1382438520000,false,BikePoints_650,"St. Mark's Road, North Kensington",true,300034
,false,1382441580000,false,BikePoints_651,"Thorndike Close, West Chelsea",true,300030
,false,1381848540000,false,BikePoints_652,"Evesham Street, Avondale",true,300022
,false,1382539860000,false,BikePoints_653,"Simpson Street, Clapham Junction",true,200196
,false,1382520000000,false,BikePoints_654,"Ashmole Estate, Oval",true,200223
,false,1382611200000,false,BikePoints_655,"Crabtree Lane, Fulham",true,200221
,false,1382614560000,false,BikePoints_656,"Broomhouse Lane, Parsons Green",true,200040
,false,1382621400000,false,BikePoints_657,"Blythe Road West, Shepherd's Bush",true,200220
,false,1383731100000,false,BikePoints_658,"Ethelburga Estate, Battersea Park",true,300005
,false,1382697060000,false,BikePoints_659,"Blackfriars Station, St. Paul's",true,200212
,false,1382705340000,false,BikePoints_660,"West Kensington Station, West Kensington",true,300020
,false,1382887680000,false,BikePoints_661,"All Saints Church, Portobello",true,300023
,false,1382866680000,false,BikePoints_662,"Phene Street, Chelsea",true,200189
,false,1382870040000,false,BikePoints_663,"Clarendon Road, Avondale",true,200124
,false,1382964300000,false,BikePoints_664,"Austin Road, Battersea Park",true,300013
,false,1382975700000,false,BikePoints_665,"Smugglers Way, Wandsworth",true,200113
,false,1383136140000,false,BikePoints_667,"Shepherd's Bush Road North, Shepherd's Bush",true,200209
,false,1383143160000,false,BikePoints_668,"Ravenscourt Park Station, Hammersmith",true,300037
,false,1383147660000,false,BikePoints_669,"Teversham Lane, Stockwell",true,300036
,false,1383212640000,false,BikePoints_670,"Ashley Crescent, Battersea",true,200169
,false,1383217920000,false,BikePoints_671,"Parsons Green Station, Parsons Green",true,300052
,false,1383319500000,false,BikePoints_673,"Hibbert Street, Battersea",true,300051
,false,,false,BikePoints_674,"Carnegie Street, King's Cross",true,300035
,false,1383322320000,false,BikePoints_675,"Usk Road, Clapham Junction",true,200126
,false,1383584400000,false,BikePoints_676,"Hartington Road, Stockwell",true,200207
,false,1383476160000,false,BikePoints_677,"Heath Road, Battersea",true,200023
,false,1383653580000,false,BikePoints_678,"Esmond Street, Putney",true,200170
,false,1383661200000,false,BikePoints_679,"Orbel Street, Battersea",true,200114
,false,1383657480000,false,BikePoints_680,"Westbridge Road, Battersea",true,200210
,false,1383733440000,false,BikePoints_681,"Bishop's Avenue, Fulham",true,200043
,false,1383738240000,false,BikePoints_682,"Crisp Road, Hammersmith",true,200059
,false,1383750420000,false,BikePoints_683,"Dorothy Road, Clapham Junction",true,200119
,false,1383823380000,false,BikePoints_684,"Neville Gill Close, Wandsworth",true,200188
,false,1383827400000,false,BikePoints_685,"Osiers Road, Wandsworth",true,200219
,false,1383835560000,false,BikePoints_686,"Beryl Road, Hammersmith",true,200097
,false,1383915240000,false,BikePoints_688,"Northfields, Wandsworth",true,200204
,false,1383918180000,false,BikePoints_689,"Spanish Road, Clapham Junction",true,200106
,false,1383924660000,false,BikePoints_690,"Stanley Grove, Battersea",true,200199
,false,1384763520000,false,BikePoints_691,"Erin Close, Walham Green",true,200184
,false,1384166220000,false,BikePoints_692,"Cadogan Close, Victoria Park",true,200112
,false,1384001160000,false,BikePoints_693,"Felsham Road, Putney",true,300019
,false,1384004640000,false,BikePoints_694,"Putney Rail Station, Putney",true,300033
