terminal_name,place_id,install_date,removal_date,installed,temporary,common_name,locked
010631,BikePoints_398,1299076440000,,true,false,"Holland Park, Kensington",false
002687,BikePoints_399,1299582900000,,true,false,"Brick Lane Market, Shoreditch",false
001225,BikePoints_400,1299583260000,,true,false,"George Street, Marylebone",false
002701,BikePoints_401,1299592500000,,true,false,"Columbia Road, Shoreditch",false
010625,BikePoints_402,1299592860000,,true,false,"Penfold Street, Marylebone",false
010630,BikePoints_403,1299593640000,,true,false,"George Place Mews, Marylebone",false
001110,BikePoints_404,1299669180000,,true,false,"Palace Gate, Kensington Gardens",false
001107,BikePoints_405,1299669300000,,true,false,"Gloucester Road Station, South Kensington",false
001129,BikePoints_408,,,true,false,"Sun Street, Liverpool Street",false
010624,BikePoints_409,,,true,false,"Strata, Elephant & Castle",false
001058,BikePoints_410,,,true,false,"Edgware Road Station, Marylebone",false
010629,BikePoints_411,,,true,false,"Rotherhithe Roundabout, Rotherhithe",false
010628,BikePoints_412,1302006180000,,true,false,"Cleaver Street, Kennington",false
022160,BikePoints_419,1308735300000,,true,false,"Chelsea Bridge, Pimlico",false
022162,BikePoints_420,1309258380000,,true,false,"Southwark Station 1, Southwark",false
022163,BikePoints_421,1309258440000,,true,false,"Southwark Station 2, Southwark",false
022164,BikePoints_423,1309860240000,,true,false,"Eaton Square (South), Belgravia",false
022159,BikePoints_424,1324551120000,,true,false,"Ebury Bridge, Pimlico",false
022161,BikePoints_426,1310463720000,,true,false,"Vincent Street, Pimlico",false
022180,BikePoints_427,1310725680000,,true,false,"Cheapside, Bank",false
022179,BikePoints_428,1318496100000,,true,false,"Exhibition Road, Knightsbridge",false
022182,BikePoints_430,1324549980000,,true,false,"South Parade, Chelsea",false
022183,BikePoints_431,1323355020000,,true,false,"Crinan Street, King's Cross",false
022158,BikePoints_432,1319448720000,,true,false,"Exhibition Road Museums 1, South Kensington",false
200129,BikePoints_697,1384251120000,,true,false,"Charlotte Terrace, Angel",false
200121,BikePoints_698,1384254300000,,true,false,"Shoreditch Court, Haggerston",false
200057,BikePoints_699,1384256040000,,true,false,"Belford House, Haggerston",false
200201,BikePoints_700,1384343280000,,true,false,"Battersea Church Road, Battersea",false
200077,BikePoints_701,1384345080000,,true,false,"Vicarage Crescent, Battersea",false
200213,BikePoints_702,1384345860000,,true,false,"Durant Street, Bethnal Green",false
200094,BikePoints_703,1384357800000,,true,false,"St. Bride Street, Holborn",false
200063,BikePoints_704,1384443480000,,true,false,"Mexfield Road, East Putney",false
300042,BikePoints_705,1384453020000,1539845700000,true,true,"Upper Richmond Road, Putney",false
200193,BikePoints_706,1384420920000,,true,false,"Snowsfields, London Bridge",false
200197,BikePoints_707,1384435680000,,true,false,"Barons Court Station, West Kensington",false
200217,BikePoints_708,1384530180000,,true,false,"Disraeli Road, Putney",false
200205,BikePoints_709,1384510140000,,true,false,"Montserrat Road , Putney",false
300045,BikePoints_710,1384520580000,,true,false,"Albert Bridge Road, Battersea Park",false
300028,BikePoints_711,1384791540000,,true,false,"Everington Street, Fulham",false
300056,BikePoints_712,1384797120000,,true,false,"Mile End Stadium, Mile End",false
200122,BikePoints_713,1384774620000,,true,false,"Hawley Crescent, Camden Town",false
300055,BikePoints_714,1384865400000,,true,false,"Stewart's Road, Wandsworth Road",false
300049,BikePoints_715,1384868460000,,true,false,"Aylward Street, Stepney",false
300024,BikePoints_717,1384952400000,,true,false,"Dunston Road , Haggerston",false
300040,BikePoints_718,1384962840000,,true,false,"Ada Street, Hackney Central",false
300011,BikePoints_719,1384968480000,,true,false,"Victoria Park Road, Hackney Central",false
300038,BikePoints_720,1385025840000,,true,false,"Star Road, West Kensington",false
300039,BikePoints_721,1385028480000,,true,false,"Wendon Street, Old Ford",false
300041,BikePoints_722,1385028600000,,true,false,"Finnis Street, Bethnal Green",false
300053,BikePoints_723,1385035380000,,true,false,"Stephendale Road, Sands End",false
300046,BikePoints_724,1385125380000,,true,false,"Alma Road, Wandsworth",false
300050,BikePoints_725,1563352500000,,true,false,"Walworth Square, Walworth",false
300047,BikePoints_726,1385128740000,,true,false,"Alfreda Street, Battersea Park",false
300054,BikePoints_727,1385132160000,,true,false,"Chesilton Road, Fulham",false
300044,BikePoints_728,1385466780000,,true,false,"Putney Bridge Road, East Putney",false
300043,BikePoints_729,1385391300000,,true,false,"St. Peter's Terrace, Fulham",false
300082,BikePoints_730,1385132580000,,true,false,"Bridge Avenue, Hammersmith",false
300095,BikePoints_731,1385394720000,,true,false,"Michael Road, Walham Green",false
300083,BikePoints_732,1385458020000,,true,false,"Duke Street Hill, London Bridge",false
300093,BikePoints_733,1385460840000,,true,false,"Park Lane, Mayfair",false
300094,BikePoints_734,1385464500000,,true,false,"Plough Terrace, Clapham Junction",false
200120,BikePoints_735,1385383080000,,true,false,"Grant Road East, Clapham Junction",false
300088,BikePoints_736,1385472900000,,true,false,"Queensdale Road, Shepherd's Bush",false
300086,BikePoints_737,1385554620000,,true,false,"Fulham Broadway, Walham Green",false
300087,BikePoints_738,1385563380000,,true,false,"Imperial Road, Sands End",false
300091,BikePoints_739,1385631000000,,true,false,"Hortensia Road, West Brompton",false
300084,BikePoints_740,1385635440000,,true,false,"Sirdar Road, Avondale",false
300085,BikePoints_741,1385640120000,,true,false,"Freston Road, Avondale",false
300090,BikePoints_742,1385649540000,,true,false,"Blenheim Crescent, Ladbroke Grove",false
300078,BikePoints_743,1385723700000,,true,false,"Oxford Road, Putney",false
300077,BikePoints_744,1385729760000,,true,false,"Ingrave Street, Clapham Junction",false
300075,BikePoints_745,1385740020000,,true,false,"Upcerne Road, West Chelsea",false
300076,BikePoints_746,1385985720000,,true,false,"Lots Road, West Chelsea",false
300089,BikePoints_747,1385997240000,,true,false,"Ormonde Gate, Chelsea",false
300092,BikePoints_748,1386159900000,,true,false,"Hertford Road, De Beauvoir Town",false
300081,BikePoints_749,1386172440000,,true,false,"Haggerston Road, Haggerston",false
300080,BikePoints_750,1386240360000,,true,false,"Culvert Road, Battersea",false
300074,BikePoints_751,1386250800000,,true,false,"Newton Street, Covent Garden",false
300079,BikePoints_752,1650364320000,,true,false,"London Street, Paddington",false
300067,BikePoints_754,1389003540000,,true,false,"Grenfell Road, Avondale",false
300058,BikePoints_755,1389008580000,,true,false,"The Vale, Chelsea",false
300073,BikePoints_756,1390223040000,,true,false,"Prince of Wales Drive, Battersea Park",false
300069,BikePoints_757,1389094260000,,true,false,"Harcourt Terrace, West Brompton",false
300057,BikePoints_758,1389178020000,,true,false,"Westbourne Park Road, Portobello",false
300072,BikePoints_759,1389627480000,,true,false,"Broadley Terrace, Marylebone",false
300068,BikePoints_761,1389781800000,,true,false,"Humbolt Road, Fulham",false
200202,BikePoints_762,1392039000000,,true,false,"Storey's Gate, Westminster",false
300027,BikePoints_763,1392043020000,,true,false,"Mile End Park Leisure Centre, Mile End",false
200185,BikePoints_764,1392633480000,,true,false,"St. John's Road, Clapham Junction",false
300064,BikePoints_765,1392986940000,,true,false,"Ranelagh Gardens, Fulham",false
200079,BikePoints_766,1392894840000,,true,false,"Ram Street, Wandsworth",false
200177,BikePoints_767,1393406280000,,true,false,"Santos Road, Wandsworth",false
300065,BikePoints_768,1393494060000,,true,false,"Clapham Common North Side, Clapham Common",false
300001,BikePoints_769,1393939560000,,true,false,"Sandilands Road, Walham Green",false
300097,BikePoints_770,1394099280000,,true,false,"Gwendwr Road, West Kensington",false
300007,BikePoints_771,1394018400000,,true,false,"Rifle Place, Avondale",false
300015,BikePoints_772,1396442100000,,true,false,"Binfield Road, Stockwell",false
300096,BikePoints_773,1396262520000,,true,false,"Tallis Street, Temple",false
300098,BikePoints_774,1396265880000,,true,false,"Hurlingham Park, Parsons Green",false
300101,BikePoints_775,1396270320000,,true,false,"Little Brook Green, Brook Green",false
300099,BikePoints_776,1396273320000,,true,false,"Abyssinia Close, Clapham Junction",false
300100,BikePoints_777,1406282940000,,true,false,"Limburg Road, Clapham Junction",false
200072,BikePoints_779,1435313700000,,true,false,"Houndsditch, Aldgate",false
300070,BikePoints_780,1439455200000,,true,false,"Imperial Wharf Station, Sands End",false
003477,BikePoints_169,1279289760000,,true,false,"Porchester Place, Paddington",false
001057,BikePoints_170,1279290180000,,true,false,"Hardwick Street, Clerkenwell",false
003459,BikePoints_171,1279291200000,,true,false,"Collingham Gardens, Earl's Court",false
001124,BikePoints_172,1279291500000,,true,false,"Sumner Place, South Kensington",false
001176,BikePoints_173,1279292700000,,true,false,"Waterloo Road, South Bank",false
001100,BikePoints_174,1279295940000,,true,false,"Strand, Strand",false
000997,BikePoints_175,1529674980000,,true,false,"Worship Street, Shoreditch",false
001173,BikePoints_176,1279297560000,,true,false,"Gloucester Terrace, Bayswater",false
001122,BikePoints_177,1279297740000,,true,false,"Ashley Place, Victoria",false
003460,BikePoints_178,1279297920000,,true,false,"Warwick Square, Pimlico",false
001126,BikePoints_180,1279298220000,,true,false,"North Audley Street, Mayfair",false
003473,BikePoints_181,1279298460000,,true,false,"Belgrave Square, Belgravia",false
001166,BikePoints_182,1279363140000,,true,false,"Bell Street , Marylebone",false
001165,BikePoints_183,1279364160000,,true,false,"Riverlight North, Nine Elms",false
001164,BikePoints_184,1279364280000,,true,false,"Portland Place, Marylebone",false
001174,BikePoints_185,1279365360000,,true,false,"Alderney Street, Pimlico",false
001167,BikePoints_186,1279365480000,,true,false,"South Wharf Road, Paddington",false
001172,BikePoints_187,1279365720000,,true,false,"Queen's Gate (South), South Kensington",false
001112,BikePoints_188,1279376760000,,true,false,"Nutford Place, Marylebone",false
001104,BikePoints_189,1279377180000,,true,false,"Claremont Square, Angel",false
001106,BikePoints_190,1279381080000,,true,false,"Rampayne Street, Pimlico",false
001075,BikePoints_191,1279383120000,,true,false,"Hyde Park Corner, Hyde Park",false
001163,BikePoints_192,1279383300000,,true,false,"Wardour Street, Soho",false
000963,BikePoints_193,1279392479356,,true,false,"Bankside Mix, Bankside",false
000960,BikePoints_194,1279392479395,,true,false,"Hop Exchange, The Borough",false
000959,BikePoints_195,1279392479432,,true,false,"Milroy Walk, South Bank",false
000961,BikePoints_196,1279392479471,,true,false,"Union Street, The Borough",false
000962,BikePoints_197,1279392479520,,true,false,"Stamford Street, South Bank",false
001080,BikePoints_199,1279441800000,,true,false,"Great Tower Street, Monument",false
001105,BikePoints_200,1279441920000,,true,false,"LMU Commercial Road, Whitechapel",false
001162,BikePoints_201,1279444080000,,true,false,"Dorset Square, Marylebone",false
001102,BikePoints_202,1279444320000,,true,false,"Leman Street, Aldgate",false
001040,BikePoints_203,1279445580000,,true,false,"West Smithfield Rotunda, Farringdon",false
003468,BikePoints_204,1279466640000,,true,false,"Margery Street, Clerkenwell",false
001171,BikePoints_206,1279471380000,,true,false,"New Road 1 , Whitechapel",false
001169,BikePoints_207,1279558140000,,true,false,"Grosvenor Crescent, Belgravia",false
001175,BikePoints_208,1279472580000,,true,false,"Mallory Street, Marylebone",false
003454,BikePoints_209,1279529160000,,true,false,"Denyer Street, Knightsbridge",false
003476,BikePoints_210,1279535160000,,true,false,"Hinde Street, Marylebone",false
003469,BikePoints_211,1279535820000,,true,false,"Cadogan Place, Knightsbridge",false
003487,BikePoints_212,1279536840000,,true,false,"Campden Hill Road, Notting Hill",false
001109,BikePoints_213,1279537020000,,true,false,"Wellington Arch, Hyde Park",false
001079,BikePoints_214,1279537200000,,true,false,"Endsleigh Gardens, Euston",false
001092,BikePoints_215,1279537380000,,true,false,"Moorfields, Moorgate",false
003479,BikePoints_216,1279537920000,,true,false,"Old Brompton Road, South Kensington",false
002587,BikePoints_217,1279538040000,,true,false,"Wormwood Street, Liverpool Street",false
003486,BikePoints_218,1279543740000,,true,false,"St. Luke's Church, Chelsea",false
001183,BikePoints_219,1279545900000,,true,false,"Bramham Gardens, Earl's Court",false
001179,BikePoints_220,1279546320000,,true,false,"Chelsea Green, Chelsea",false
001170,BikePoints_221,1279552200000,,true,false,"Horseferry Road, Westminster",false
001101,BikePoints_222,1279614120000,,true,false,"Knightsbridge, Hyde Park",false
003481,BikePoints_223,1279614420000,,true,false,"Rodney Road , Walworth",false
001150,BikePoints_224,1279615020000,,true,false,"Queensway, Kensington Gardens",false
001182,BikePoints_225,1279616280000,,true,false,"Notting Hill Gate Station, Notting Hill",false
003488,BikePoints_226,1279616520000,,true,false,"Charles II Street, West End",false
003470,BikePoints_227,1279616700000,,true,false,"Great Percy Street, Clerkenwell",false
001067,BikePoints_228,1279616880000,,true,false,"St. James's Square, St. James's",false
001151,BikePoints_229,1279617780000,,true,false,"Whitehall Place, Strand",false
001144,BikePoints_230,1279618020000,,true,false,"Poured Lines, Bankside",false
001089,BikePoints_231,1279622820000,,true,false,"Queen's Gate (Central), South Kensington",false
001139,BikePoints_232,1279623240000,,true,false,"Carey Street, Holborn",false
001153,BikePoints_233,1279624260000,,true,false,"Pall Mall East, West End",false
001081,BikePoints_234,1279624680000,,true,false,"Liverpool Road (N1 Centre), Angel",false
001154,BikePoints_235,1279625640000,,true,false,"Kennington Road  , Vauxhall",false
003483,BikePoints_236,1279625940000,,true,false,"Fashion Street, Whitechapel",false
003467,BikePoints_237,1279799040000,,true,false,"Dock Street, Wapping",false
001099,BikePoints_238,1279627920000,,true,false,"Frampton Street, Paddington",false
001090,BikePoints_239,1279628160000,,true,false,"Warren Street Station, Euston",false
003482,BikePoints_242,1279628640000,,true,false,"Beaumont Street, Marylebone",false
001103,BikePoints_243,1279628940000,,true,false,"Gloucester Street, Pimlico",false
001145,BikePoints_244,1279629240000,,true,false,"Earnshaw Street , Covent Garden",false
001140,BikePoints_245,1279629660000,,true,false,"Grosvenor Road, Pimlico",false
001159,BikePoints_246,1279639740000,,true,false,"Berry Street, Clerkenwell",false
001091,BikePoints_247,1279639920000,,true,false,"St. John's Wood Church, The Regent's Park",false
001088,BikePoints_248,1279640160000,,true,false,"Triangle Car Park, Hyde Park",false
001137,BikePoints_249,1279640400000,,true,false,"Harper Road, The Borough",false
003440,BikePoints_250,1279641000000,,true,false,"Royal Avenue 1, Chelsea",false
001161,BikePoints_251,1279700160000,,true,false,"Brushfield Street, Liverpool Street",false
001111,BikePoints_252,1279700640000,,true,false,"Jubilee Gardens, South Bank",false
001051,BikePoints_253,1279700820000,,true,false,"Shoreditch Park, Hoxton",false
200030,BikePoints_521,,,true,false,"Driffield Road, Old Ford",false
200161,BikePoints_522,,,true,false,"Clinton Road, Mile End",false
200160,BikePoints_523,,,true,false,"Langdon Park, Poplar",false
200017,BikePoints_524,1328515080000,,true,false,"Lancaster Gate , Bayswater",false
200153,BikePoints_525,1643301180000,,true,false,"Blythe Road, Olympia",false
200143,BikePoints_526,,,true,false,"Lancaster Drive, Blackwall",false
200154,BikePoints_527,1328777280000,,true,false,"Hansard Mews, Holland Park",false
200088,BikePoints_528,1328777880000,,true,false,"Clarges Street, Mayfair",false
200010,BikePoints_529,,,true,false,"Manresa Road, Chelsea",false
200146,BikePoints_530,,,true,false,"Newby Place, Poplar",false
200167,BikePoints_531,1328778840000,,true,false,"Twig Folly Bridge, Mile End",false
200163,BikePoints_532,1328886360000,,true,false,"Jubilee Plaza, Canary Wharf",false
200165,BikePoints_533,,,true,false,"Wellington Row, Bethnal Green",false
200159,BikePoints_534,,,true,false,"Goldsmith's Row, Haggerston",false
200145,BikePoints_535,,,true,false,"Gloucester Avenue, Camden Town",false
200024,BikePoints_536,,,true,false,"Queensbridge Road, Haggerston",false
200239,BikePoints_537,1330352880000,,true,false,"Old Montague Street, Whitechapel",false
200050,BikePoints_538,,,true,false,"Naval Row, Blackwall",false
200151,BikePoints_539,,,true,false,"Hoxton Station, Hoxton",false
200134,BikePoints_540,,,true,false,"Albany Street, The Regent's Park",false
200096,BikePoints_541,,,true,false,"Green Park Station, Mayfair",false
200147,BikePoints_542,,,true,false,"Salmon Lane, Limehouse",false
200065,BikePoints_543,,,true,false,"Lansdowne Walk, Ladbroke Grove",false
200051,BikePoints_544,,,true,false,"Percival Street, Finsbury",false
200070,BikePoints_545,,,true,false,"Arlington Road, Camden Town",false
200044,BikePoints_546,,,true,false,"New Fetter Lane, Holborn",false
200127,BikePoints_547,,,true,false,"East India DLR, Blackwall",false
200076,BikePoints_548,,,true,false,"Westminster Bridge Road, Elephant & Castle",false
200132,BikePoints_549,,,true,false,"Gaywood  Street, Elephant & Castle",false
200102,BikePoints_550,,,true,false,"Harford Street, Mile End",false
200066,BikePoints_551,1330071720000,,true,false,"Import Dock, Canary Wharf",false
200149,BikePoints_552,,,true,false,"Watney Street, Shadwell",false
200064,BikePoints_553,,,true,false,"Regent's Row , Haggerston",false
200078,BikePoints_554,,,true,false,"Aberfeldy Street, Poplar",false
200138,BikePoints_556,,,true,false,"Heron Quays DLR, Canary Wharf",false
200203,BikePoints_557,,,true,false,"King Edward Street, St Pauls",false
200048,BikePoints_558,1399635120000,,true,false,"Page Street, Westminster",false
200111,BikePoints_559,,,true,false,"Abbotsbury Road, Holland Park",false
200015,BikePoints_560,,,true,false,"Ladbroke Grove Central, Ladbroke Grove",false
200037,BikePoints_561,1330503540000,,true,false,"Rectory Square, Stepney",false
200074,BikePoints_562,1330503420000,,true,false,"Bury Place, Holborn",false
200232,BikePoints_563,,,true,false,"Preston's Road, Cubitt Town",false
200068,BikePoints_564,,,true,false,"Somerset House, Strand",false
200135,BikePoints_565,,,true,false,"Selby Street, Whitechapel",false
200141,BikePoints_566,1330937940000,,true,false,"Westfield Ariel Way, White City",false
200110,BikePoints_568,,,true,false,"Bishop's Bridge Road West, Bayswater",false
200248,BikePoints_569,,,true,false,"Pitfield Street Central, Hoxton",false
200099,BikePoints_570,1330773180000,,true,false,"Upper Bank Street, Canary Wharf",false
200061,BikePoints_571,1330620180000,,true,false,"Westfield Southern Terrace ,Shepherd's Bush",false
200026,BikePoints_572,,,true,false,"Greenland Road, Camden Town",false
200001,BikePoints_573,1331796060000,,true,false,"Limerston Street, West Chelsea",false
200246,BikePoints_574,1333618560000,,true,false,"Eagle Wharf Road, Hoxton",false
200109,BikePoints_576,,,true,false,"Alpha Grove, Millwall",false
200247,BikePoints_577,,,true,false,"Globe Town Market, Bethnal Green",false
200244,BikePoints_578,1330444680000,,true,false,"Hollybush Gardens, Bethnal Green",false
200128,BikePoints_579,,,true,false,"Queen Street 2, Bank",false
200084,BikePoints_580,1392208500000,,true,false,"Doddington Grove, Kennington",false
200005,BikePoints_581,1331883540000,,true,false,"New Cavendish Street, Marylebone",false
200231,BikePoints_583,,,true,false,"Abingdon Green, Westminster",false
200086,BikePoints_584,,,true,false,"Ilchester Gardens, Bayswater",false
200092,BikePoints_586,1331797200000,,true,false,"Mudchute DLR, Cubitt Town",false
200101,BikePoints_587,1332406320000,,true,false,"Monument Street, Monument",false
200071,BikePoints_588,1330937820000,,true,false,"Hoxton Street, Hoxton",false
200060,BikePoints_589,,,true,false,"Drayton Gardens, West Chelsea",false
200236,BikePoints_590,,,true,false,"Greenberry Street, St.John's Wood",false
200108,BikePoints_592,,,true,false,"Bishop's Bridge Road East, Bayswater",false
200058,BikePoints_593,,,true,false,"Northdown Street, King's Cross",false
200226,BikePoints_594,1331710680000,,true,false,"Kingsway Southbound, Strand",false
200142,BikePoints_595,,,true,false,"Hammersmith Road, Hammersmith",false
200237,BikePoints_596,,,true,false,"Parson's Green , Parson's Green",false
200229,BikePoints_597,,,true,false,"Fulham Park Road, Fulham",false
200166,BikePoints_598,1501544700000,,true,false,"Southerton Road, Hammersmith",false
200235,BikePoints_599,,,true,false,"Manbre Road, Hammersmith",false
200133,BikePoints_600,,,true,false,"South Lambeth Road, Vauxhall",false
200136,BikePoints_601,,,true,false,"BBC White City, White City",false
200211,BikePoints_602,,,true,false,"Union Grove, Wandsworth Road",false
200137,BikePoints_603,,,true,false,"Caldwell Street, Stockwell",false
200195,BikePoints_604,,,true,false,"St Martins Close, Camden Town",false
200198,BikePoints_605,,,true,false,"Seymour Place, Marylebone",false
200218,BikePoints_606,,,true,false,"Addison Road, Holland Park",false
200125,BikePoints_607,,,true,false,"Putney Bridge Station, Fulham",false
200224,BikePoints_608,,,true,false,"Colet Gardens, Hammersmith",false
200208,BikePoints_609,1380109980000,,true,false,"Sugden Road, Clapham",false
200222,BikePoints_610,1380113460000,,true,false,"Danvers Street, West Chelsea",false
200067,BikePoints_611,1380203940000,,true,false,"Princedale Road , Holland Park",false
200175,BikePoints_612,1380294600000,,true,false,"Wandsworth Rd, Isley Court, Wandsworth Road",false
200214,BikePoints_613,1380211860000,,true,false,"Woodstock Grove, Shepherd's Bush",false
003471,BikePoints_254,1279700940000,,true,false,"Chadwell Street, Angel",false
001147,BikePoints_255,1279702560000,,true,false,"Clifton Road, Maida Vale",false
003484,BikePoints_256,1279708020000,,true,false,"Houghton Street, Strand",false
001194,BikePoints_257,1279708140000,,true,false,"Westminster University, Marylebone",false
001193,BikePoints_258,1279708380000,,true,false,"Kensington Gore, Knightsbridge",false
001180,BikePoints_259,1279709100000,,true,false,"Bourne Street, Belgravia",false
003489,BikePoints_260,1279711020000,,true,false,"Broadwick Street, Soho",false
003491,BikePoints_261,1279711200000,,true,false,"Princes Square, Bayswater",false
001095,BikePoints_262,1279711620000,,true,false,"LSBU (Borough Road), Elephant & Castle",false
001184,BikePoints_263,1279712160000,,true,false,"St. Mary Axe, Aldgate",false
001146,BikePoints_264,1279712520000,,true,false,"Tysoe Street, Clerkenwell",false
003490,BikePoints_265,1279714320000,,true,false,"Southwick Street, Paddington",false
001204,BikePoints_266,1279714560000,,true,false,"Queen's Gate (North), Kensington",false
001155,BikePoints_267,1279714740000,,true,false,"Regency Street, Westminster",false
001087,BikePoints_268,1279714920000,,true,false,"Belgrave Road, Victoria",false
001209,BikePoints_269,1279715100000,,true,false,"Empire Square, The Borough",false
001190,BikePoints_270,1279720380000,,true,false,"Kennington Lane Rail Bridge, Vauxhall",false
001136,BikePoints_271,1279720920000,,true,false,"London Zoo,  The Regent's Park",false
001133,BikePoints_272,1279721220000,,true,false,"Baylis Road, Waterloo",false
001186,BikePoints_273,1279721400000,,true,false,"Belvedere Road 1, South Bank",false
001134,BikePoints_274,1279721580000,,true,false,"Warwick Road, Olympia",false
001191,BikePoints_275,1279721880000,,true,false,"Barbican Centre, Barbican",false
001098,BikePoints_276,1279723200000,,true,false,"Lower Thames Street, Monument",false
001143,BikePoints_277,1279723320000,,true,false,"Kensington Church Street, Kensington",false
001142,BikePoints_278,1279723500000,,true,false,"Tooley Street, Bermondsey",false
001108,BikePoints_279,1279723740000,,true,false,"North Wharf Road, Paddington",false
003462,BikePoints_280,1279726440000,,true,false,"Royal Avenue 2, Chelsea",false
003480,BikePoints_281,1279726620000,,true,false,"Smith Square, Westminster",false
001077,BikePoints_282,1279726980000,,true,false,"Royal London Hospital, Whitechapel",false
001141,BikePoints_283,1279727220000,,true,false,"Kingsway, Covent Garden",false
001117,BikePoints_284,1279727580000,,true,false,"Lambeth North Station, Waterloo",false
001187,BikePoints_286,1279727880000,,true,false,"St. John's Wood Road, St. John's Wood",false
001156,BikePoints_287,1279728060000,,true,false,"Bedford Way, Bloomsbury",false
001138,BikePoints_288,1279793820000,,true,false,"Elizabeth Bridge, Victoria",false
003493,BikePoints_289,1279794060000,,true,false,"South Audley Street, Mayfair",false
003496,BikePoints_290,1279795140000,,true,false,"St Mary's Hospital, Paddington",false
001135,BikePoints_291,1279800420000,,true,false,"Claverton Street, Pimlico",false
001206,BikePoints_292,1279800600000,,true,false,"Montpelier Street, Knightsbridge",false
001214,BikePoints_293,1279800780000,,true,false,"Kensington Olympia Station, Olympia",false
001195,BikePoints_294,1279800900000,,true,false,"St. George's Square, Pimlico",false
001216,BikePoints_295,1279801080000,,true,false,"Swan Street, The Borough",false
200069,BikePoints_296,1377258960000,,true,false,"Knaresborough Place, Earl's Court",false
003498,BikePoints_297,1279801560000,,true,false,"Geraldine Street, Elephant & Castle",false
001213,BikePoints_298,1279805640000,,true,false,"Curlew Street, Shad Thames",false
001196,BikePoints_299,1279808160000,,true,false,"Vincent Square, Westminster",false
001217,BikePoints_300,1279808700000,,true,false,"Serpentine Car Park, Hyde Park",false
001152,BikePoints_301,1279809000000,,true,false,"Marylebone Lane, Marylebone",false
003492,BikePoints_302,1279812360000,,true,false,"Putney Pier, Wandsworth",false
001132,BikePoints_303,1279812720000,,true,false,"Albert Gate, Hyde Park",false
003497,BikePoints_306,1279816260000,,true,false,"Rathbone Street, Fitzrovia",false
001157,BikePoints_307,1279816500000,,true,false,"Black Lion Gate, Kensington Gardens",false
001189,BikePoints_308,1279816740000,,true,false,"Long Lane , Bermondsey",false
001192,BikePoints_309,1279875060000,,true,false,"Embankment (Savoy), Strand",false
001205,BikePoints_310,1279879560000,,true,false,"Black Prince Road, Vauxhall",false
003494,BikePoints_311,1279880100000,,true,false,"Foley Street, Fitzrovia",false
001130,BikePoints_312,1279880340000,,true,false,"Grove End Road, St. John's Wood",false
003495,BikePoints_313,1279880520000,,true,false,"Wells Street, Fitzrovia",false
003485,BikePoints_314,1279884480000,,true,false,"Tyers Gate, Bermondsey",false
001199,BikePoints_315,1279884660000,,true,false,"The Tennis Courts, The Regent's Park",false
000968,BikePoints_316,1279884840000,1539845760000,true,false,"Warwick Row, Westminster",false
001208,BikePoints_317,1279885080000,,true,false,"Dickens Square, Borough",false
001197,BikePoints_318,1279885320000,,true,false,"Sackville Street, Mayfair",false
003500,BikePoints_319,1279890360000,,true,false,"Baldwin Street, St. Luke's",false
001148,BikePoints_320,1279890840000,,true,false,"Queen Mother Sports Centre, Victoria",false
002637,BikePoints_321,1279891020000,,true,false,"Bermondsey Street, Bermondsey",false
003502,BikePoints_322,1279891920000,,true,false,"Palissy Street, Shoreditch",false
001200,BikePoints_324,1279894920000,,true,false,"Ontario Street, Elephant & Castle",false
001158,BikePoints_325,1279896660000,,true,false,"St. Martin's Street, West End",false
001131,BikePoints_326,1279896840000,,true,false,"Graham Street, Angel",false
001128,BikePoints_327,1280133420000,,true,false,"New North Road 1, Hoxton",false
002641,BikePoints_328,1280133540000,,true,false,"New North Road 2, Hoxton",false
002636,BikePoints_329,1280133720000,,true,false,"Prince Albert Road, The Regent's Park",false
001203,BikePoints_330,1280141280000,,true,false,"Eastbourne Mews, Paddington",false
001211,BikePoints_331,1280141460000,,true,false,"Bunhill Row, Moorgate",false
001210,BikePoints_332,1280142360000,,true,false,"Nevern Place, Earl's Court",false
002633,BikePoints_333,1280142540000,,true,false,"Palace Gardens Terrace, Notting Hill",false
002635,BikePoints_334,1280147580000,,true,false,"Concert Hall Approach 1, South Bank",false
001207,BikePoints_335,1280152560000,,true,false,"Tavistock Street, Covent Garden",false
001212,BikePoints_336,1280152800000,,true,false,"Concert Hall Approach 2, South Bank",false
200025,BikePoints_614,1380795000000,,true,false,"London Fields, Hackney Central",false
200029,BikePoints_615,1380288900000,,true,false,"Finlay Street, Fulham",false
200098,BikePoints_616,,,true,false,"Aintree Street, Fulham",false
200028,BikePoints_617,1380531540000,,true,false,"Elysium Place, Fulham",false
300003,BikePoints_618,1380546540000,,true,false,"Eel Brook Common, Walham Green",false
300012,BikePoints_619,1380552360000,,true,false,"Irene Road, Parsons Green",false
300010,BikePoints_620,1380629040000,,true,false,"Surrey Lane, Battersea",false
200091,BikePoints_621,1380899280000,,true,false,"Wandsworth Town Station, Wandsworth",false
200172,BikePoints_622,1380901680000,,true,false,"Lansdowne Road, Ladbroke Grove",false
200186,BikePoints_623,1381135320000,,true,false,"Nantes Close, Wandsworth",false
200173,BikePoints_624,1381224240000,,true,false,"Courland Grove, Wandsworth Road",false
200190,BikePoints_625,1381227480000,,true,false,"Queen's Circus, Battersea Park",false
300008,BikePoints_626,1381920300000,,true,false,"Normand Park, West Kensington",false
