locked,terminal_name,removal_date,installed,common_name,place_id,temporary,install_date
false,200174,,true,"Mostyn Grove, Bow",BikePoints_470,false,1326790620000
false,200006,,true,"Hewison Street, Old Ford",BikePoints_471,false,1326790860000
false,200019,,true,"Malmesbury Road, Bow",BikePoints_472,false,1326791160000
false,022167,,true,"Millharbour, Millwall",BikePoints_473,false,1326816540000
false,200155,,true,"Gascoyne Road, Victoria Park",BikePoints_474,false,1326822960000
false,200004,,true,"Lightermans Road, Millwall",BikePoints_475,false,1326825480000
false,200009,,true,"Stebondale Street, Cubitt Town",BikePoints_476,false,1326962100000
false,200018,,true,"Spindrift Avenue, Millwall",BikePoints_477,false,1326963780000
false,200012,,true,"Stepney Green Station, Stepney",BikePoints_478,false,1326965580000
false,200156,,true,"Pott Street, Bethnal Green",BikePoints_479,false,1326966240000
false,200115,,true,"Flamborough Street, Limehouse",BikePoints_480,false,1326975420000
false,200022,,true,"Saunders Ness Road, Cubitt Town",BikePoints_481,false,1326996480000
false,200052,,true,"Exhibition Road Museums 2, South Kensington",BikePoints_482,false,1326996720000
false,022166,,true,"Albert Gardens, Stepney",BikePoints_483,false,1327088280000
false,022172,,true,"Bromley High Street, Bow",BikePoints_484,false,1327339740000
false,022173,,true,"Old Ford Road, Bethnal Green",BikePoints_485,false,1327255440000
false,022174,,true,"Granby Street, Shoreditch",BikePoints_486,false,1327338660000
false,022175,,true,"Canton Street, Poplar",BikePoints_487,false,1327936860000
false,022176,,true,"Reardon Street, Wapping",BikePoints_488,false,1327254960000
false,200249,,true,"Queen Mary's, Mile End",BikePoints_491,false,1327256220000
false,200230,,true,"Maplin Street, Mile End",BikePoints_492,false,1327256520000
false,200233,,true,"South Quay East, Canary Wharf",BikePoints_494,false,1327433220000
false,200252,,true,"Bow Church Station, Bow",BikePoints_495,false,1327340460000
false,200255,,true,"Devons Road, Bow",BikePoints_496,false,1327400820000
false,200242,,true,"Merchant Street, Bow",BikePoints_497,false,1327398420000
false,200251,,true,"Bow Road Station, Bow",BikePoints_498,false,1327398660000
false,200011,,true,"Furze Green, Bow",BikePoints_499,false,1327407960000
false,200148,,true,"Ansell House, Stepney",BikePoints_500,false,1327430040000
false,200073,,true,"Cephas Street, Bethnal Green",BikePoints_501,false,1327430220000
false,200241,,true,"Bonner Gate, Victoria Park",BikePoints_502,false,1563957840000
false,200250,,true,"Cleveland Way, Stepney",BikePoints_503,false,1327492920000
false,200243,,true,"St. John's Park, Cubitt Town",BikePoints_504,false,1327937820000
false,200038,,true,"Ackroyd Drive, Bow",BikePoints_505,false,1327937460000
false,200036,,true,"Bell Lane, Liverpool Street",BikePoints_506,false,1327938660000
false,200131,,true,"Clarkson Street, Bethnal Green",BikePoints_507,false,1327938420000
false,200157,,true,"Fournier Street, Whitechapel",BikePoints_508,false,1327938180000
false,200253,,true,"Fore Street, Guildhall",BikePoints_509,false,1327938120000
false,200238,,true,"Westferry DLR, Limehouse",BikePoints_510,false,
false,200256,,true,"Sutton Street, Shadwell",BikePoints_511,false,1327937940000
false,200083,,true,"Pritchard's Road, Bethnal Green",BikePoints_512,false,1328112600000
false,200162,,true,"Watney Market, Stepney",BikePoints_513,false,
false,200008,,true,"Portman Square, Marylebone",BikePoints_514,false,1328201520000
false,200080,,true,"Russell Gardens, Olympia",BikePoints_515,false,
false,200089,,true,"Chrisp Street Market, Poplar",BikePoints_516,false,1328202420000
false,200027,,true,"Ford Road, Old Ford",BikePoints_517,false,1326790860000
false,200041,,true,"Antill Road, Mile End",BikePoints_518,false,
false,200254,,true,"Teviot Street, Poplar",BikePoints_519,false,
false,200234,,true,"Bancroft Road, Bethnal Green",BikePoints_520,false,
false,300032,,true,"Victoria & Albert Museum, South Kensington",BikePoints_781,false,1446485340000
false,300210,,true,"Halford Road, West Kensington",BikePoints_782,false,1446485820000
false,300213,,true,"Monier Road, Hackney Wick",BikePoints_783,false,1448529660000
false,300200,,true,"East Village, Queen Elizabeth Olympic Park",BikePoints_784,false,1452789240000
false,300233,,true,"Aquatic Centre, Queen Elizabeth Olympic Park",BikePoints_785,false,1451908440000
false,300029,,true,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",BikePoints_786,false,1451918160000
false,300227,,true,"Timber Lodge, Queen Elizabeth Olympic Park",BikePoints_787,false,1451900700000
false,300226,,true,"Copper Box Arena, Queen Elizabeth Olympic Park",BikePoints_788,false,1451906880000
false,300021,,true,"Podium, Queen Elizabeth Olympic Park",BikePoints_789,false,1452507000000
false,300234,,true,"Stratford Station, Stratford",BikePoints_790,false,1452687420000
false,300214,,true,"Blackfriars Road, Southwark",BikePoints_792,false,1454926380000
false,300205,,true,"Cromer Street, Bloomsbury",BikePoints_793,false,1459424760000
false,300204,,true,"Victoria Rise, Clapham Common",BikePoints_794,false,1456404240000
false,300203,,true,"Euston Square Gardens, Euston",BikePoints_795,false,1456744740000
false,300201,,true,"Coram Street, Bloomsbury",BikePoints_796,false,1456746420000
false,300211,,true,"Ossulston Street, Somers Town",BikePoints_797,false,1456839540000
false,300212,,true,"Birkenhead Street, King's Cross",BikePoints_798,false,1464787980000
false,300202,,true,"Kings Gate House, Westminster",BikePoints_799,false,1464876480000
false,300248,,true,"Sopwith Way, Battersea Park",BikePoints_800,false,1457107140000
false,300208,,true,"Lavington Street, Bankside",BikePoints_801,false,1458824640000
false,300209,,true,"Albert Square, Stockwell",BikePoints_802,false,1464865500000
false,300238,,true,"Southwark Street, Bankside",BikePoints_803,false,1464787860000
false,300243,,true,"Good's Way, King's Cross",BikePoints_804,false,1459410960000
false,300244,,true,"The Metropolitan, Portobello",BikePoints_805,false,1467626400000
false,300241,,true,"Handyside Street, King's Cross",BikePoints_806,false,1472723460000
false,300236,,true,"Bevington Road West, North Kensington",BikePoints_807,false,1466715600000
false,300207,,true,"Gauden Road, Clapham",BikePoints_808,false,1461753540000
false,300240,,true,"Lincoln's Inn Fields, Holborn",BikePoints_809,false,1467640800000
false,300237,,true,"Tate Modern, Bankside",BikePoints_810,false,1464943200000
false,300228,,true,"Westferry Circus, Canary Wharf",BikePoints_811,false,1469538960000
false,300217,,true,"Here East North, Queen Elizabeth Olympic Park",BikePoints_812,false,1469005200000
false,300224,,true,"New Spring Gardens Walk, Vauxhall",BikePoints_813,false,1467627120000
false,300245,,true,"Clapham Road, Lingham Street, Stockwell",BikePoints_814,false,1464870060000
false,300231,,true,"Lambeth Palace Road, Waterloo",BikePoints_815,false,1462357680000
false,300219,,true,"Here East South, Queen Elizabeth Olympic Park",BikePoints_816,false,1489065360000
false,300232,,true,"Riverlight South, Nine Elms",BikePoints_817,false,1464949140000
false,300249,,true,"Westminster Pier, Westminster",BikePoints_818,false,1563958740000
false,300246,,true,"Belvedere Road 2, South Bank",BikePoints_819,false,1476360120000
false,300239,,true,"Victory Place, Walworth",BikePoints_820,false,1481807940000
false,300221,,true,"Battersea Power Station, Battersea Park",BikePoints_821,false,1487335920000
false,300242,,true,"Allington Street, Victoria",BikePoints_826,false,1500554880000
false,300247,,true,"Cranmer Road, Stockwell",BikePoints_827,false,1517788800000
false,300225,,true,"Normandy Road, Stockwell",BikePoints_828,false,1517788800000
false,300230,,true,"Wynne Road, Stockwell",BikePoints_829,false,1517443200000
false,300229,,true,"Sidney Road, Stockwell",BikePoints_830,false,1517961600000
false,300215,,true,"St John's Crescent, Brixton",BikePoints_831,false,1517961600000
false,200240,,true,"Ferndale Road, Brixton",BikePoints_832,false,1517961600000
false,300206,,true,"Saltoun Road, Brixton",BikePoints_833,false,1517875200000
false,300216,,true,"Gas Holders, Battersea Park",BikePoints_834,false,1529449200000
false,300220,,true,"Farringdon Street, Holborn",BikePoints_835,false,
false,300235,,true,"York Way, Kings Cross",BikePoints_836,false,
false,300222,,true,"Fore Street Avenue, Guildhall",BikePoints_838,false,1539254700000
false,200144,,true,"Sea Containers, South Bank",BikePoints_839,false,1544611140000
false,002679,,true,"George Row, Bermondsey",BikePoints_840,false,1599752640000
false,002667,,true,"Tower Wharf, Bermondsey",BikePoints_841,false,
false,300250,,true,"Temple Gardens, Temple",BikePoints_842,false,1600856400000
false,300252,,true,"Canada Water Station, Rotherhithe",BikePoints_844,false,1608298140000
false,300253,,true,"Bermondsey Station, Bermondsey",BikePoints_845,false,1608303660000
false,003477,,true,"Porchester Place, Paddington",BikePoints_169,false,1279289760000
false,001057,,true,"Hardwick Street, Clerkenwell",BikePoints_170,false,1279290180000
false,003459,,true,"Collingham Gardens, Earl's Court",BikePoints_171,false,1279291200000
false,001124,,true,"Sumner Place, South Kensington",BikePoints_172,false,1279291500000
false,001176,,true,"Waterloo Road, South Bank",BikePoints_173,false,1279292700000
false,001100,,true,"Strand, Strand",BikePoints_174,false,1279295940000
false,000997,,true,"Worship Street, Shoreditch",BikePoints_175,false,1529674980000
false,001173,,true,"Gloucester Terrace, Bayswater",BikePoints_176,false,1279297560000
false,001122,,true,"Ashley Place, Victoria",BikePoints_177,false,1279297740000
false,003460,,true,"Warwick Square, Pimlico",BikePoints_178,false,1279297920000
false,001126,,true,"North Audley Street, Mayfair",BikePoints_180,false,1279298220000
false,003473,,true,"Belgrave Square, Belgravia",BikePoints_181,false,1279298460000
false,001166,,true,"Bell Street , Marylebone",BikePoints_182,false,1279363140000
false,001165,,true,"Riverlight North, Nine Elms",BikePoints_183,false,1279364160000
false,001164,,true,"Portland Place, Marylebone",BikePoints_184,false,1279364280000
false,001174,,true,"Alderney Street, Pimlico",BikePoints_185,false,1279365360000
false,001167,,true,"South Wharf Road, Paddington",BikePoints_186,false,1279365480000
false,001172,,true,"Queen's Gate (South), South Kensington",BikePoints_187,false,1279365720000
false,001112,,true,"Nutford Place, Marylebone",BikePoints_188,false,1279376760000
false,001104,,true,"Claremont Square, Angel",BikePoints_189,false,1279377180000
false,001106,,true,"Rampayne Street, Pimlico",BikePoints_190,false,1279381080000
false,001075,,true,"Hyde Park Corner, Hyde Park",BikePoints_191,false,1279383120000
false,001163,,true,"Wardour Street, Soho",BikePoints_192,false,1279383300000
false,000963,,true,"Bankside Mix, Bankside",BikePoints_193,false,1279392479356
false,000960,,true,"Hop Exchange, The Borough",BikePoints_194,false,1279392479395
false,000959,,true,"Milroy Walk, South Bank",BikePoints_195,false,1279392479432
false,000961,,true,"Union Street, The Borough",BikePoints_196,false,1279392479471
false,000962,,true,"Stamford Street, South Bank",BikePoints_197,false,1279392479520
false,001080,,true,"Great Tower Street, Monument",BikePoints_199,false,1279441800000
false,001105,,true,"LMU Commercial Road, Whitechapel",BikePoints_200,false,1279441920000
false,001162,,true,"Dorset Square, Marylebone",BikePoints_201,false,1279444080000
false,001102,,true,"Leman Street, Aldgate",BikePoints_202,false,1279444320000
false,001040,,true,"West Smithfield Rotunda, Farringdon",BikePoints_203,false,1279445580000
false,003468,,true,"Margery Street, Clerkenwell",BikePoints_204,false,1279466640000
false,001171,,true,"New Road 1 , Whitechapel",BikePoints_206,false,1279471380000
false,001169,,true,"Grosvenor Crescent, Belgravia",BikePoints_207,false,1279558140000
false,001175,,true,"Mallory Street, Marylebone",BikePoints_208,false,1279472580000
false,003454,,true,"Denyer Street, Knightsbridge",BikePoints_209,false,1279529160000
false,003476,,true,"Hinde Street, Marylebone",BikePoints_210,false,1279535160000
false,003469,,true,"Cadogan Place, Knightsbridge",BikePoints_211,false,1279535820000
false,003487,,true,"Campden Hill Road, Notting Hill",BikePoints_212,false,1279536840000
false,001109,,true,"Wellington Arch, Hyde Park",BikePoints_213,false,1279537020000
false,001079,,true,"Endsleigh Gardens, Euston",BikePoints_214,false,1279537200000
false,001092,,true,"Moorfields, Moorgate",BikePoints_215,false,1279537380000
false,003479,,true,"Old Brompton Road, South Kensington",BikePoints_216,false,1279537920000
false,002587,,true,"Wormwood Street, Liverpool Street",BikePoints_217,false,1279538040000
false,003486,,true,"St. Luke's Church, Chelsea",BikePoints_218,false,1279543740000
false,001183,,true,"Bramham Gardens, Earl's Court",BikePoints_219,false,1279545900000
false,001179,,true,"Chelsea Green, Chelsea",BikePoints_220,false,1279546320000
false,001170,,true,"Horseferry Road, Westminster",BikePoints_221,false,1279552200000
false,001101,,true,"Knightsbridge, Hyde Park",BikePoints_222,false,1279614120000
false,003481,,true,"Rodney Road , Walworth",BikePoints_223,false,1279614420000
false,001150,,true,"Queensway, Kensington Gardens",BikePoints_224,false,1279615020000
false,001182,,true,"Notting Hill Gate Station, Notting Hill",BikePoints_225,false,1279616280000
false,003488,,true,"Charles II Street, West End",BikePoints_226,false,1279616520000
false,003470,,true,"Great Percy Street, Clerkenwell",BikePoints_227,false,1279616700000
false,001067,,true,"St. James's Square, St. James's",BikePoints_228,false,1279616880000
false,001151,,true,"Whitehall Place, Strand",BikePoints_229,false,1279617780000
false,001144,,true,"Poured Lines, Bankside",BikePoints_230,false,1279618020000
false,001089,,true,"Queen's Gate (Central), South Kensington",BikePoints_231,false,1279622820000
false,001139,,true,"Carey Street, Holborn",BikePoints_232,false,1279623240000
false,001153,,true,"Pall Mall East, West End",BikePoints_233,false,1279624260000
false,001081,,true,"Liverpool Road (N1 Centre), Angel",BikePoints_234,false,1279624680000
false,001154,,true,"Kennington Road  , Vauxhall",BikePoints_235,false,1279625640000
false,003483,,true,"Fashion Street, Whitechapel",BikePoints_236,false,1279625940000
false,003467,,true,"Dock Street, Wapping",BikePoints_237,false,1279799040000
false,001099,,true,"Frampton Street, Paddington",BikePoints_238,false,1279627920000
false,001090,,true,"Warren Street Station, Euston",BikePoints_239,false,1279628160000
false,003472,,true,"Colombo Street, Southwark",BikePoints_240,false,1279628280000
false,003482,,true,"Beaumont Street, Marylebone",BikePoints_242,false,1279628640000
false,001103,,true,"Gloucester Street, Pimlico",BikePoints_243,false,1279628940000
false,001145,,true,"Earnshaw Street , Covent Garden",BikePoints_244,false,1279629240000
false,001140,,true,"Grosvenor Road, Pimlico",BikePoints_245,false,1279629660000
false,001159,,true,"Berry Street, Clerkenwell",BikePoints_246,false,1279639740000
false,001091,,true,"St. John's Wood Church, The Regent's Park",BikePoints_247,false,1279639920000
false,001088,,true,"Triangle Car Park, Hyde Park",BikePoints_248,false,1279640160000
false,001137,,true,"Harper Road, The Borough",BikePoints_249,false,1279640400000
false,003440,,true,"Royal Avenue 1, Chelsea",BikePoints_250,false,1279641000000
false,001161,,true,"Brushfield Street, Liverpool Street",BikePoints_251,false,1279700160000
false,001111,,true,"Jubilee Gardens, South Bank",BikePoints_252,false,1279700640000
false,200030,,true,"Driffield Road, Old Ford",BikePoints_521,false,
false,200161,,true,"Clinton Road, Mile End",BikePoints_522,false,
false,200160,,true,"Langdon Park, Poplar",BikePoints_523,false,
false,200017,,true,"Lancaster Gate , Bayswater",BikePoints_524,false,1328515080000
false,200153,,true,"Blythe Road, Olympia",BikePoints_525,false,1643301180000
false,200143,,true,"Lancaster Drive, Blackwall",BikePoints_526,false,
false,200154,,true,"Hansard Mews, Holland Park",BikePoints_527,false,1328777280000
false,200088,,true,"Clarges Street, Mayfair",BikePoints_528,false,1328777880000
false,200010,,true,"Manresa Road, Chelsea",BikePoints_529,false,
false,200146,,true,"Newby Place, Poplar",BikePoints_530,false,
false,200167,,true,"Twig Folly Bridge, Mile End",BikePoints_531,false,1328778840000
false,200163,,true,"Jubilee Plaza, Canary Wharf",BikePoints_532,false,1328886360000
false,200165,,true,"Wellington Row, Bethnal Green",BikePoints_533,false,
false,200159,,true,"Goldsmith's Row, Haggerston",BikePoints_534,false,
false,200145,,true,"Gloucester Avenue, Camden Town",BikePoints_535,false,
false,200024,,true,"Queensbridge Road, Haggerston",BikePoints_536,false,
false,200239,,true,"Old Montague Street, Whitechapel",BikePoints_537,false,1330352880000
false,200050,,true,"Naval Row, Blackwall",BikePoints_538,false,
false,200151,,true,"Hoxton Station, Hoxton",BikePoints_539,false,
false,200134,,true,"Albany Street, The Regent's Park",BikePoints_540,false,
false,200096,,true,"Green Park Station, Mayfair",BikePoints_541,false,
false,200147,,true,"Salmon Lane, Limehouse",BikePoints_542,false,
false,200065,,true,"Lansdowne Walk, Ladbroke Grove",BikePoints_543,false,
false,200051,,true,"Percival Street, Finsbury",BikePoints_544,false,
false,200070,,true,"Arlington Road, Camden Town",BikePoints_545,false,
false,200044,,true,"New Fetter Lane, Holborn",BikePoints_546,false,
false,200127,,true,"East India DLR, Blackwall",BikePoints_547,false,
false,200076,,true,"Westminster Bridge Road, Elephant & Castle",BikePoints_548,false,
false,200132,,true,"Gaywood  Street, Elephant & Castle",BikePoints_549,false,
false,200102,,true,"Harford Street, Mile End",BikePoints_550,false,
false,200066,,true,"Import Dock, Canary Wharf",BikePoints_551,false,1330071720000
false,200149,,true,"Watney Street, Shadwell",BikePoints_552,false,
false,200064,,true,"Regent's Row , Haggerston",BikePoints_553,false,
false,200078,,true,"Aberfeldy Street, Poplar",BikePoints_554,false,
false,200138,,true,"Heron Quays DLR, Canary Wharf",BikePoints_556,false,
false,200203,,true,"King Edward Street, St Pauls",BikePoints_557,false,
false,200048,,true,"Page Street, Westminster",BikePoints_558,false,1399635120000
false,200111,,true,"Abbotsbury Road, Holland Park",BikePoints_559,false,
false,200015,,true,"Ladbroke Grove Central, Ladbroke Grove",BikePoints_560,false,
false,200037,,true,"Rectory Square, Stepney",BikePoints_561,false,1330503540000
false,200074,,true,"Bury Place, Holborn",BikePoints_562,false,1330503420000
false,200232,,true,"Preston's Road, Cubitt Town",BikePoints_563,false,
false,200068,,true,"Somerset House, Strand",BikePoints_564,false,
false,200135,,true,"Selby Street, Whitechapel",BikePoints_565,false,
false,200141,,true,"Westfield Ariel Way, White City",BikePoints_566,false,1330937940000
false,200110,,true,"Bishop's Bridge Road West, Bayswater",BikePoints_568,false,
false,200248,,true,"Pitfield Street Central, Hoxton",BikePoints_569,false,
false,200099,,true,"Upper Bank Street, Canary Wharf",BikePoints_570,false,1330773180000
false,200061,,true,"Westfield Southern Terrace ,Shepherd's Bush",BikePoints_571,false,1330620180000
false,200026,,true,"Greenland Road, Camden Town",BikePoints_572,false,
false,200001,,true,"Limerston Street, West Chelsea",BikePoints_573,false,1331796060000
false,200246,,true,"Eagle Wharf Road, Hoxton",BikePoints_574,false,1333618560000
false,200109,,true,"Alpha Grove, Millwall",BikePoints_576,false,
false,200247,,true,"Globe Town Market, Bethnal Green",BikePoints_577,false,
false,200244,,true,"Hollybush Gardens, Bethnal Green",BikePoints_578,false,1330444680000
false,200128,,true,"Queen Street 2, Bank",BikePoints_579,false,
false,200084,,true,"Doddington Grove, Kennington",BikePoints_580,false,1392208500000
false,200005,,true,"New Cavendish Street, Marylebone",BikePoints_581,false,1331883540000
false,200231,,true,"Abingdon Green, Westminster",BikePoints_583,false,
false,200086,,true,"Ilchester Gardens, Bayswater",BikePoints_584,false,
false,200092,,true,"Mudchute DLR, Cubitt Town",BikePoints_586,false,1331797200000
false,200101,,true,"Monument Street, Monument",BikePoints_587,false,1332406320000
false,200071,,true,"Hoxton Street, Hoxton",BikePoints_588,false,1330937820000
false,200060,,true,"Drayton Gardens, West Chelsea",BikePoints_589,false,
false,200236,,true,"Greenberry Street, St.John's Wood",BikePoints_590,false,
false,200108,,true,"Bishop's Bridge Road East, Bayswater",BikePoints_592,false,
false,200058,,true,"Northdown Street, King's Cross",BikePoints_593,false,
false,200226,,true,"Kingsway Southbound, Strand",BikePoints_594,false,1331710680000
false,200142,,true,"Hammersmith Road, Hammersmith",BikePoints_595,false,
false,200237,,true,"Parson's Green , Parson's Green",BikePoints_596,false,
false,200229,,true,"Fulham Park Road, Fulham",BikePoints_597,false,
false,200166,,true,"Southerton Road, Hammersmith",BikePoints_598,false,1501544700000
false,200235,,true,"Manbre Road, Hammersmith",BikePoints_599,false,
false,200133,,true,"South Lambeth Road, Vauxhall",BikePoints_600,false,
false,200136,,true,"BBC White City, White City",BikePoints_601,false,
false,200211,,true,"Union Grove, Wandsworth Road",BikePoints_602,false,
false,200137,,true,"Caldwell Street, Stockwell",BikePoints_603,false,
false,200195,,true,"St Martins Close, Camden Town",BikePoints_604,false,
false,200198,,true,"Seymour Place, Marylebone",BikePoints_605,false,
false,200218,,true,"Addison Road, Holland Park",BikePoints_606,false,
false,200125,,true,"Putney Bridge Station, Fulham",BikePoints_607,false,
false,200224,,true,"Colet Gardens, Hammersmith",BikePoints_608,false,
false,200208,,true,"Sugden Road, Clapham",BikePoints_609,false,1380109980000
false,200222,,true,"Danvers Street, West Chelsea",BikePoints_610,false,1380113460000
false,200067,,true,"Princedale Road , Holland Park",BikePoints_611,false,1380203940000
false,200175,,true,"Wandsworth Rd, Isley Court, Wandsworth Road",BikePoints_612,false,1380294600000
false,200214,,true,"Woodstock Grove, Shepherd's Bush",BikePoints_613,false,1380211860000
false,001051,,true,"Shoreditch Park, Hoxton",BikePoints_253,false,1279700820000
false,003471,,true,"Chadwell Street, Angel",BikePoints_254,false,1279700940000
false,001147,,true,"Clifton Road, Maida Vale",BikePoints_255,false,1279702560000
false,003484,,true,"Houghton Street, Strand",BikePoints_256,false,1279708020000
false,001194,,true,"Westminster University, Marylebone",BikePoints_257,false,1279708140000
false,001193,,true,"Kensington Gore, Knightsbridge",BikePoints_258,false,1279708380000
false,001180,,true,"Bourne Street, Belgravia",BikePoints_259,false,1279709100000
false,003489,,true,"Broadwick Street, Soho",BikePoints_260,false,1279711020000
false,003491,,true,"Princes Square, Bayswater",BikePoints_261,false,1279711200000
false,001095,,true,"LSBU (Borough Road), Elephant & Castle",BikePoints_262,false,1279711620000
false,001184,,true,"St. Mary Axe, Aldgate",BikePoints_263,false,1279712160000
false,001146,,true,"Tysoe Street, Clerkenwell",BikePoints_264,false,1279712520000
false,003490,,true,"Southwick Street, Paddington",BikePoints_265,false,1279714320000
false,001204,,true,"Queen's Gate (North), Kensington",BikePoints_266,false,1279714560000
false,001155,,true,"Regency Street, Westminster",BikePoints_267,false,1279714740000
false,001087,,true,"Belgrave Road, Victoria",BikePoints_268,false,1279714920000
false,001209,,true,"Empire Square, The Borough",BikePoints_269,false,1279715100000
false,001190,,true,"Kennington Lane Rail Bridge, Vauxhall",BikePoints_270,false,1279720380000
false,001136,,true,"London Zoo,  The Regent's Park",BikePoints_271,false,1279720920000
false,001133,,true,"Baylis Road, Waterloo",BikePoints_272,false,1279721220000
false,001186,,true,"Belvedere Road 1, South Bank",BikePoints_273,false,1279721400000
false,001134,,true,"Warwick Road, Olympia",BikePoints_274,false,1279721580000
false,001191,,true,"Barbican Centre, Barbican",BikePoints_275,false,1279721880000
false,001098,,true,"Lower Thames Street, Monument",BikePoints_276,false,1279723200000
false,001143,,true,"Kensington Church Street, Kensington",BikePoints_277,false,1279723320000
false,001142,,true,"Tooley Street, Bermondsey",BikePoints_278,false,1279723500000
false,001108,,true,"North Wharf Road, Paddington",BikePoints_279,false,1279723740000
false,003462,,true,"Royal Avenue 2, Chelsea",BikePoints_280,false,1279726440000
false,003480,,true,"Smith Square, Westminster",BikePoints_281,false,1279726620000
false,001077,,true,"Royal London Hospital, Whitechapel",BikePoints_282,false,1279726980000
false,001141,,true,"Kingsway, Covent Garden",BikePoints_283,false,1279727220000
false,001117,,true,"Lambeth North Station, Waterloo",BikePoints_284,false,1279727580000
false,001187,,true,"St. John's Wood Road, St. John's Wood",BikePoints_286,false,1279727880000
false,001156,,true,"Bedford Way, Bloomsbury",BikePoints_287,false,1279728060000
false,001138,,true,"Elizabeth Bridge, Victoria",BikePoints_288,false,1279793820000
false,003493,,true,"South Audley Street, Mayfair",BikePoints_289,false,1279794060000
false,003496,,true,"St Mary's Hospital, Paddington",BikePoints_290,false,1279795140000
false,001135,,true,"Claverton Street, Pimlico",BikePoints_291,false,1279800420000
false,001206,,true,"Montpelier Street, Knightsbridge",BikePoints_292,false,1279800600000
false,001214,,true,"Kensington Olympia Station, Olympia",BikePoints_293,false,1279800780000
false,001195,,true,"St. George's Square, Pimlico",BikePoints_294,false,1279800900000
false,001216,,true,"Swan Street, The Borough",BikePoints_295,false,1279801080000
false,200069,,true,"Knaresborough Place, Earl's Court",BikePoints_296,false,1377258960000
false,003498,,true,"Geraldine Street, Elephant & Castle",BikePoints_297,false,1279801560000
false,001213,,true,"Curlew Street, Shad Thames",BikePoints_298,false,1279805640000
false,001196,,true,"Vincent Square, Westminster",BikePoints_299,false,1279808160000
false,001217,,true,"Serpentine Car Park, Hyde Park",BikePoints_300,false,1279808700000
false,001152,,true,"Marylebone Lane, Marylebone",BikePoints_301,false,1279809000000
false,003492,,true,"Putney Pier, Wandsworth",BikePoints_302,false,1279812360000
false,001132,,true,"Albert Gate, Hyde Park",BikePoints_303,false,1279812720000
false,003497,,true,"Rathbone Street, Fitzrovia",BikePoints_306,false,1279816260000
false,001157,,true,"Black Lion Gate, Kensington Gardens",BikePoints_307,false,1279816500000
false,001189,,true,"Long Lane , Bermondsey",BikePoints_308,false,1279816740000
false,001192,,true,"Embankment (Savoy), Strand",BikePoints_309,false,1279875060000
false,001205,,true,"Black Prince Road, Vauxhall",BikePoints_310,false,1279879560000
false,003494,,true,"Foley Street, Fitzrovia",BikePoints_311,false,1279880100000
false,001130,,true,"Grove End Road, St. John's Wood",BikePoints_312,false,1279880340000
false,003495,,true,"Wells Street, Fitzrovia",BikePoints_313,false,1279880520000
false,003485,,true,"Tyers Gate, Bermondsey",BikePoints_314,false,1279884480000
false,001199,,true,"The Tennis Courts, The Regent's Park",BikePoints_315,false,1279884660000
false,000968,1539845760000,true,"Warwick Row, Westminster",BikePoints_316,false,1279884840000
false,001208,,true,"Dickens Square, Borough",BikePoints_317,false,1279885080000
false,001197,,true,"Sackville Street, Mayfair",BikePoints_318,false,1279885320000
false,003500,,true,"Baldwin Street, St. Luke's",BikePoints_319,false,1279890360000
false,001148,,true,"Queen Mother Sports Centre, Victoria",BikePoints_320,false,1279890840000
false,002637,,true,"Bermondsey Street, Bermondsey",BikePoints_321,false,1279891020000
false,003502,,true,"Palissy Street, Shoreditch",BikePoints_322,false,1279891920000
false,003501,,true,"Clifton Street, Shoreditch",BikePoints_323,false,1279892040000
false,001200,,true,"Ontario Street, Elephant & Castle",BikePoints_324,false,1279894920000
false,001158,,true,"St. Martin's Street, West End",BikePoints_325,false,1279896660000
false,001131,,true,"Graham Street, Angel",BikePoints_326,false,1279896840000
false,001128,,true,"New North Road 1, Hoxton",BikePoints_327,false,1280133420000
false,002641,,true,"New North Road 2, Hoxton",BikePoints_328,false,1280133540000
false,002636,,true,"Prince Albert Road, The Regent's Park",BikePoints_329,false,1280133720000
false,001203,,true,"Eastbourne Mews, Paddington",BikePoints_330,false,1280141280000
false,001211,,true,"Bunhill Row, Moorgate",BikePoints_331,false,1280141460000
false,001210,,true,"Nevern Place, Earl's Court",BikePoints_332,false,1280142360000
false,002633,,true,"Palace Gardens Terrace, Notting Hill",BikePoints_333,false,1280142540000
false,002635,,true,"Concert Hall Approach 1, South Bank",BikePoints_334,false,1280147580000
false,001207,,true,"Tavistock Street, Covent Garden",BikePoints_335,false,1280152560000
false,200025,,true,"London Fields, Hackney Central",BikePoints_614,false,1380795000000
false,200029,,true,"Finlay Street, Fulham",BikePoints_615,false,1380288900000
false,200098,,true,"Aintree Street, Fulham",BikePoints_616,false,
false,200028,,true,"Elysium Place, Fulham",BikePoints_617,false,1380531540000
false,300003,,true,"Eel Brook Common, Walham Green",BikePoints_618,false,1380546540000
false,300012,,true,"Irene Road, Parsons Green",BikePoints_619,false,1380552360000
false,300010,,true,"Surrey Lane, Battersea",BikePoints_620,false,1380629040000
false,200091,,true,"Wandsworth Town Station, Wandsworth",BikePoints_621,false,1380899280000
false,200172,,true,"Lansdowne Road, Ladbroke Grove",BikePoints_622,false,1380901680000
false,200186,,true,"Nantes Close, Wandsworth",BikePoints_623,false,1381135320000
